School,Name,Position,Year/Class,Status,Date Entered Portal,From Team,To Team,Rating,High School,Profile URL
Georgia,Len'Neth Whitehead,RB,RS-SO,Entered,12/05/2022,Tennessee,,86.00,Athens Academy,https://www.on3.com/rivals/lenneth-whitehead-78935/
Georgia Southern,Davon Ferguson,CB,RS-SR,Committed,,Georgia Southern,Bowling Green Falcons,81.91,St. Vincent Pallotti,https://www.on3.com/rivals/davon-ferguson-32439/
Georgia Southern,Shemar Bartholomew,CB,SR,Committed,,Avatar,Northwestern State,85.00,Cy Ranch,https://www.on3.com/rivals/shemar-bartholomew-107160/
Georgia Southern,Kevon Glenn,LB,RS-JR,Committed,,Georgia Southern,Connecticut Huskies,84.00,Dutchtown,https://www.on3.com/rivals/kevon-glenn-74589/
Georgia Southern,Prince Green,S,RS-FR,Committed,,Illinois,Georgia Southern Eagles,83.00,Griffin,https://www.on3.com/rivals/prince-green-96925/
Georgia Southern,Alex Raynor,K,RS-JR,Committed,,Georgia Southern,Kentucky Wildcats,80.00,Harrison,https://www.on3.com/rivals/alex-raynor-3333/
Georgia Southern,Shemar Bartholomew,CB,SR,Entered,5/14/2023,Avatar,Northwestern State,85.00,Cy Ranch,https://www.on3.com/rivals/shemar-bartholomew-107160/
Georgia Southern,Tyler Bride,CB,JR,Committed,,Georgia Southern,Minnesota Golden Gophers,87.00,Greater Atlanta Christian School,https://www.on3.com/rivals/tyler-bride-117387/
Georgia Southern,Anthony Wilson,S,RS-SO,Committed,,Georgia Southern,West Virginia Mountaineers,87.00,Spring Valley,https://www.on3.com/rivals/anthony-wilson-6712/
Georgia Southern,Kyle Toole,QB,RS-SO,Entered,4/28/2023,Georgia Southern,,83.00,Lee County,https://www.on3.com/rivals/kyle-toole-77017/
Georgia Southern,Prince Green,S,RS-FR,Entered,4/26/2023,Illinois,,83.00,Griffin,https://www.on3.com/rivals/prince-green-96925/
Georgia Southern,Darius Lewis,WR,RS-JR,Entered,4/25/2023,Georgia Southern,,78.27,First Coast,https://www.on3.com/rivals/darius-lewis-30291/
Georgia Southern,Kevon Glenn,LB,RS-JR,Entered,4/24/2023,Georgia Southern,Connecticut,84.00,Dutchtown,https://www.on3.com/rivals/kevon-glenn-74589/
Georgia Southern,Davon Ferguson,CB,RS-SR,Entered,4/21/2023,Georgia Southern,,81.91,St. Vincent Pallotti,https://www.on3.com/rivals/davon-ferguson-32439/
Georgia Southern,Tyler Bride,CB,JR,Entered,4/15/2023,Georgia Southern,,87.00,Greater Atlanta Christian School,https://www.on3.com/rivals/tyler-bride-117387/
Georgia Southern,Zyere Horton,S,FR,Entered,4/13/2023,Georgia Southern,Marshall,,Milton,https://www.on3.com/rivals/zyere-horton-145625/
Georgia Southern,Anthony Wilson,S,RS-SO,Entered,4/11/2023,Georgia Southern,,87.00,Spring Valley,https://www.on3.com/rivals/anthony-wilson-6712/
Georgia Southern,AJ Watkins,DL,SR,Entered,1/19/2023,Avatar,Georgia Southern,78.77,Langston Hughes,https://www.on3.com/rivals/aj-watkins-2247/
Georgia Southern,Tarian Lee Jr.,LB,RS-JR,Committed,,Texas A&M,Georgia Southern Eagles,84.00,Amos P. Godby,https://www.on3.com/rivals/tarian-lee-jr-110278/
Georgia Southern,Zak Rozsman,QB,FR,Entered,1/12/2023,Georgia Southern,,81.44,Walton,https://www.on3.com/rivals/zak-rozsman-123507/
Georgia Southern,Quin Williams,EDGE,RS-SR,Entered,1/11/2023,Georgia Southern,,82.00,Morgan County,https://www.on3.com/rivals/quin-williams-97350/
Georgia Southern,TJ Smith,CB,SO,Committed,,Kansas State,Georgia Southern Eagles,84.03,Hapeville Charter,https://www.on3.com/rivals/tj-smith-113153/
Georgia Southern,Jaylon Barden,ATH,JR,Committed,,Pittsburgh,Georgia Southern Eagles,82.00,Westside,https://www.on3.com/rivals/jaylon-barden-59077/
Georgia Southern,Damel Hickman,CB,RS-JR,Committed,,East Carolina,Georgia Southern Eagles,84.00,Butler,https://www.on3.com/rivals/damel-hickman-28473/
Georgia Southern,Beau Allen,QB,RS-SO,Committed,,Tarleton State,Georgia Southern Eagles,84.00,Lexington Catholic,https://www.on3.com/rivals/beau-allen-9465/
Georgia Southern,Derrick Canteen,CB,RS-JR,Committed,,Georgia Southern,Virginia Tech Hokies,89.65,Evans,https://www.on3.com/rivals/derrick-canteen-35027/
Georgia Southern,Gerald Green,RB,RS-JR,Committed,,Georgia Southern,East Carolina Pirates,86.00,East Coweta,https://www.on3.com/rivals/gerald-green-45851/
Georgia Southern,Davis Brin,QB,RS-SR,Committed,,Tulsa,Georgia Southern Eagles,87.00,Champion,https://www.on3.com/rivals/davis-brin-32354/
Georgia Southern,Alex Raynor,K,RS-JR,Entered,1/02/2023,Georgia Southern,,80.00,Harrison,https://www.on3.com/rivals/alex-raynor-3333/
Georgia Southern,Damel Hickman,CB,RS-JR,Entered,12/29/2022,East Carolina,Georgia Southern,84.00,Butler,https://www.on3.com/rivals/damel-hickman-28473/
Georgia Southern,Gerald Green,RB,RS-JR,Entered,12/28/2022,Georgia Southern,,86.00,East Coweta,https://www.on3.com/rivals/gerald-green-45851/
Georgia Southern,Keaton Upshaw,TE,RS-JR,Committed,,Kentucky,Georgia Southern Eagles,85.00,Lima,https://www.on3.com/rivals/keaton-upshaw-71708/
Georgia Southern,Cameron Williams,S,JR,Committed,,Washington,Georgia Southern Eagles,84.00,Bakersfield,https://www.on3.com/rivals/cameron-williams-18184/
Georgia Southern,Anthony Queeley,WR,RS-JR,Committed,,Syracuse,Georgia Southern Eagles,82.00,Lake Nona,https://www.on3.com/rivals/anthony-queeley-6466/
Georgia Southern,Derrick Canteen,CB,RS-JR,Entered,12/13/2022,Georgia Southern,,89.65,Evans,https://www.on3.com/rivals/derrick-canteen-35027/
Georgia Southern,Bryson Broadway,IOL,JR,Committed,,Georgia State,Georgia Southern Eagles,85.00,Dawson County,https://www.on3.com/rivals/bryson-broadway-149778/
Georgia Southern,Tarian Lee Jr.,LB,RS-JR,Entered,12/06/2022,Texas A&M,,84.00,Amos P. Godby,https://www.on3.com/rivals/tarian-lee-jr-110278/
Georgia Southern,Keaton Upshaw,TE,RS-JR,Entered,12/06/2022,Kentucky,,85.00,Lima,https://www.on3.com/rivals/keaton-upshaw-71708/
Georgia Southern,Bryson Broadway,IOL,JR,Entered,12/05/2022,Georgia State,,85.00,Dawson County,https://www.on3.com/rivals/bryson-broadway-149778/
Georgia Southern,Beau Allen,QB,RS-SO,Entered,12/05/2022,Tarleton State,,84.00,Lexington Catholic,https://www.on3.com/rivals/beau-allen-9465/
Georgia Southern,Cameron Williams,S,JR,Entered,12/05/2022,Washington,,84.00,Bakersfield,https://www.on3.com/rivals/cameron-williams-18184/
Georgia Southern,TJ Smith,CB,SO,Entered,12/05/2022,Kansas State,,84.03,Hapeville Charter,https://www.on3.com/rivals/tj-smith-113153/
Georgia Southern,Jaylon Barden,ATH,JR,Entered,12/05/2022,Pittsburgh,,82.00,Westside,https://www.on3.com/rivals/jaylon-barden-59077/
Georgia Southern,Davis Brin,QB,RS-SR,Entered,11/28/2022,Tulsa,Georgia Southern,87.00,Champion,https://www.on3.com/rivals/davis-brin-32354/
Georgia Southern,Anthony Queeley,WR,RS-JR,Entered,11/22/2022,Syracuse,,82.00,Lake Nona,https://www.on3.com/rivals/anthony-queeley-6466/
Fresno State,Dean Clark,S,SR,Committed,,Kent State,Fresno State Bulldogs,79.77,Washington,https://www.on3.com/rivals/dean-clark-32895/
Fresno State,Kingsley Ugwu,IOL,RS-JR,Committed,,Kansas State,Fresno State Bulldogs,,Sahuaro,https://www.on3.com/rivals/kingsley-ugwu-75266/
Fresno State,Jaelen Gill,WR,RS-SR,Committed,,Boston College,Fresno State Bulldogs,85.00,Westerville South,https://www.on3.com/rivals/jaelen-gill-52818/
Fresno State,Jaylen Henderson,QB,RS-FR,Committed,,Fresno State,Texas A&M Aggies,84.00,Chaminade,https://www.on3.com/rivals/jaylen-henderson-58892/
Fresno State,Matt Lawson,DL,SR,Committed,,Fresno State,Northwestern Wildcats,83.00,Colony,https://www.on3.com/rivals/matt-lawson-85438/
Fresno State,Frankco Gratton,DL,RS-FR,Entered,4/30/2023,Fresno State,,82.00,Rainier Beach,https://www.on3.com/rivals/frankco-gratton-44113/
Fresno State,Jaylen Henderson,QB,RS-FR,Entered,4/21/2023,Fresno State,,84.00,Chaminade,https://www.on3.com/rivals/jaylen-henderson-58892/
Fresno State,Miles Bailey,DL,FR,Entered,4/20/2023,Avatar,Fresno State,83.00,Benicia,https://www.on3.com/rivals/miles-bailey-145203/
Fresno State,Joseph Church,OT,SO,Entered,4/18/2023,Fresno State,,82.00,Upland,https://www.on3.com/rivals/joseph-church-66502/
Fresno State,Matt Lawson,DL,SR,Entered,4/17/2023,Fresno State,Memphis,83.00,Colony,https://www.on3.com/rivals/matt-lawson-85438/
Fresno State,Da'Marcus Johnson,EDGE,SR,Entered,4/17/2023,Fresno State,Western Kentucky,83.00,Burbank,https://www.on3.com/rivals/damarcus-johnson-144986/
Fresno State,Reggie Strong Jr.,S,SR,Entered,4/17/2023,Fresno State,,81.92,Orange Lutheran,https://www.on3.com/rivals/reggie-strong-jr-99417/
Fresno State,Bralyn Lux,CB,SR,Entered,4/17/2023,Avatar,Fresno State,,The King's Academy,https://www.on3.com/rivals/bralyn-lux-244907/
Fresno State,Jaelen Gill,WR,RS-SR,Entered,4/13/2023,Boston College,Fresno State,85.00,Westerville South,https://www.on3.com/rivals/jaelen-gill-52818/
Fresno State,Damien Moore,RB,JR,Committed,,California,Fresno State Bulldogs,84.00,Bishop Amat,https://www.on3.com/rivals/damien-moore-28583/
Fresno State,Tuasivi Nomura,LB,RS-JR,Committed,,USC,Fresno State Bulldogs,85.00,Centennial,https://www.on3.com/rivals/tuasivi-nomura-116797/
Fresno State,Kingsley Ugwu,IOL,RS-JR,Entered,1/18/2023,Kansas State,,,Sahuaro,https://www.on3.com/rivals/kingsley-ugwu-75266/
Fresno State,Bula Schmidt,IOL,SR,Committed,,Fresno State,UCF Knights,86.00,,https://www.on3.com/rivals/bula-schmidt-175945/
Fresno State,Evan Williams,S,SR,Committed,,Fresno State,Oregon Ducks,87.00,St. Francis,https://www.on3.com/rivals/evan-williams-43466/
Fresno State,Josh Kelly,WR,RS-SO,Committed,,Fresno State,Washington State Cougars,86.00,San Joaquin Memorial,https://www.on3.com/rivals/josh-kelly-67958/
Fresno State,Evan Williams,S,SR,Entered,1/04/2023,Fresno State,,87.00,St. Francis,https://www.on3.com/rivals/evan-williams-43466/
Fresno State,Bula Schmidt,IOL,SR,Entered,1/02/2023,Fresno State,,86.00,,https://www.on3.com/rivals/bula-schmidt-175945/
Fresno State,Alexx Schmidt,IOL,SR,Entered,1/02/2023,Fresno State,,,O'Dea,https://www.on3.com/rivals/alexx-schmidt-3621/
Fresno State,Tyrone Sampson Jr.,IOL,SR,Entered,1/02/2023,Fresno State,,85.00,East English Village Prep,https://www.on3.com/rivals/tyrone-sampson-jr-118871/
Fresno State,Leonard Payne,DL,RS-JR,Committed,,Fresno State,Colorado Buffaloes,84.00,St. Pius X-St. Matthias Academy,https://www.on3.com/rivals/leonard-payne-79114/
Fresno State,Leonard Payne,DL,RS-JR,Entered,12/26/2022,Fresno State,Nevada,84.00,St. Pius X-St. Matthias Academy,https://www.on3.com/rivals/leonard-payne-79114/
Fresno State,Tuasivi Nomura,LB,RS-JR,Entered,12/25/2022,USC,,85.00,Centennial,https://www.on3.com/rivals/tuasivi-nomura-116797/
Fresno State,Mikey Keene,QB,RS-FR,Committed,,UCF,Fresno State Bulldogs,86.00,Chandler,https://www.on3.com/rivals/mikey-keene-89563/
Fresno State,Andres Fox,EDGE,SR,Entered,12/20/2022,Fresno State,Jacksonville State,90.33,Mobile Christian School,https://www.on3.com/rivals/andres-fox-4810/
Fresno State,CJ Sanders,CB,SO,Committed,,Fresno State,SMU Mustangs,89.08,New Caney,https://www.on3.com/rivals/cj-sanders-16866/
Fresno State,Josh Kelly,WR,RS-SO,Entered,12/12/2022,Fresno State,,86.00,San Joaquin Memorial,https://www.on3.com/rivals/josh-kelly-67958/
Fresno State,CJ Sanders,CB,SO,Entered,12/08/2022,Fresno State,,89.08,New Caney,https://www.on3.com/rivals/cj-sanders-16866/
Fresno State,Emari Pait,ATH,RS-FR,Entered,12/05/2022,Fresno State,,81.54,Culver City,https://www.on3.com/rivals/emari-pait-41651/
Fresno State,Dean Clark,S,SR,Entered,12/05/2022,Kent State,,79.77,Washington,https://www.on3.com/rivals/dean-clark-32895/
Fresno State,Damien Moore,RB,JR,Entered,12/05/2022,California,Fresno State,84.00,Bishop Amat,https://www.on3.com/rivals/damien-moore-28583/
Fresno State,Mikey Keene,QB,RS-FR,Entered,12/05/2022,UCF,Fresno State,86.00,Chandler,https://www.on3.com/rivals/mikey-keene-89563/
Fresno State,Tito Chikere,EDGE,SO,Entered,8/23/2022,Fresno State,,80.70,Kempner,https://www.on3.com/rivals/tito-chikere-113026/
Georgia State,Josiah Robinson,LB,FR,Committed,,Coastal Carolina,Georgia State Panthers,82.00,Apopka,https://www.on3.com/rivals/josiah-robinson-68213/
Georgia State,Peter Kikwata,WR,SO,Committed,,Old Dominion,Georgia State Panthers,85.00,Northwest,https://www.on3.com/rivals/peter-kikwata-96181/
Georgia State,Peter Kikwata,WR,SO,Entered,8/08/2024,Old Dominion,,85.00,Northwest,https://www.on3.com/rivals/peter-kikwata-96181/
Georgia State,Jeffery Clark,DL,RS-SO,Committed,,Georgia State,Louisville Cardinals,90.49,McEachern,https://www.on3.com/rivals/jeffery-clark-59738/
Georgia State,Colin Henrich,OT,RS-FR,Entered,4/21/2023,South Carolina,,83.00,IMG Academy,https://www.on3.com/rivals/colin-henrich-25026/
Georgia State,Aubry Payne,TE,RS-SR,Entered,4/17/2023,Avatar,Georgia State,77.77,Locust Grove,https://www.on3.com/rivals/aubry-payne-8044/
Georgia State,Josiah Robinson,LB,FR,Entered,4/15/2023,Coastal Carolina,,82.00,Apopka,https://www.on3.com/rivals/josiah-robinson-68213/
Georgia State,Luis Cristobal,IOL,RS-SO,Entered,4/15/2023,Georgia State,Troy,82.00,Columbus,https://www.on3.com/rivals/luis-cristobal-80455/
Georgia State,Jeffery Clark,DL,RS-SO,Entered,3/25/2023,Georgia State,,90.49,McEachern,https://www.on3.com/rivals/jeffery-clark-59738/
Georgia State,Jacorrei Turner,S,RS-SO,Committed,,Arkansas,Georgia State Panthers,83.17,Woodward Academy,https://www.on3.com/rivals/jacorrei-turner-52442/
Georgia State,Antavious Lane,S,RS-JR,Committed,,Georgia State,North Carolina Tar Heels,87.00,Dwyer,https://www.on3.com/rivals/antavious-lane-5795/
Georgia State,Darius Bush,WR,RS-FR,Committed,,Connecticut,Georgia State Panthers,82.00,Jenkins,https://www.on3.com/rivals/darius-bush-30183/
Georgia State,Colin Henrich,OT,RS-FR,Committed,,South Carolina,Georgia State Panthers,83.00,IMG Academy,https://www.on3.com/rivals/colin-henrich-25026/
Georgia State,Jamari Thrash,WR,RS-SO,Committed,,Georgia State,Louisville Cardinals,92.61,Troup County,https://www.on3.com/rivals/jamari-thrash-55144/
Georgia State,Michael Hayes,P,RS-SO,Committed,,Georgia State,West Virginia Mountaineers,80.00,West Florence,https://www.on3.com/rivals/michael-hayes-87830/
Georgia State,Jamari Thrash,WR,RS-SO,Entered,1/04/2023,Georgia State,,92.61,Troup County,https://www.on3.com/rivals/jamari-thrash-55144/
Georgia State,Michael Hayes,P,RS-SO,Entered,1/01/2023,Georgia State,,80.00,West Florence,https://www.on3.com/rivals/michael-hayes-87830/
Georgia State,Akeem Smith,DL,RS-SR,Committed,,Georgia State,Sam Houston State Bearkats,84.00,Varina,https://www.on3.com/rivals/akeem-smith-2327/
Georgia State,Thomas Gore,DL,RS-SO,Committed,,Georgia State,Miami Hurricanes,91.78,Brentwood Academy,https://www.on3.com/rivals/thomas-gore-112330/
Georgia State,Johnathan Bass,OT,RS-SR,Committed,,Georgia State,Charlotte 49ers,85.00,Kell,https://www.on3.com/rivals/johnathan-bass-63835/
Georgia State,Lamar Robinson,OT,FR,Committed,,Norfolk State,Georgia State Panthers,83.00,Hayfield,https://www.on3.com/rivals/lamar-robinson-175628/
Georgia State,Jacari Carter,WR,SO,Committed,,Merrimack,Georgia State Panthers,85.00,Sayreville War Memorial,https://www.on3.com/rivals/jacari-carter-50861/
Georgia State,Tavian Brown,LB,RS-JR,Committed,,Colorado State,Georgia State Panthers,85.00,Demopolis,https://www.on3.com/rivals/tavian-brown-110550/
Georgia State,Tyden Ferris,IOL,RS-JR,Committed,,Central Michigan,Georgia State Panthers,86.00,Delton-Kellogg,https://www.on3.com/rivals/tyden-ferris-117179/
Georgia State,Gavin Pringle,CB,JR,Committed,,Bucknell,Georgia State Panthers,87.00,Mount Saint Joseph,https://www.on3.com/rivals/gavin-pringle-174812/
Georgia State,Kevin Swint,EDGE,JR,Committed,,Clemson,Georgia State Panthers,85.00,Carrollton,https://www.on3.com/rivals/kevin-swint-74464/
Georgia State,Henry Bryant,DL,RS-FR,Committed,,Louisville,Georgia State Panthers,85.00,Atlantic,https://www.on3.com/rivals/henry-bryant-47957/
Georgia State,Bryson Broadway,IOL,JR,Committed,,Georgia State,Georgia Southern Eagles,85.00,Dawson County,https://www.on3.com/rivals/bryson-broadway-149778/
Georgia State,Antavious Lane,S,RS-JR,Entered,12/12/2022,Georgia State,,87.00,Dwyer,https://www.on3.com/rivals/antavious-lane-5795/
Georgia State,Jamil Muhammad,LB,RS-JR,Committed,,Georgia State,USC Trojans,89.39,James Clemens,https://www.on3.com/rivals/jamil-muhammad-56216/
Georgia State,Omarion Hammond,DL,RS-FR,Entered,12/06/2022,Georgia State,,79.25,AC Flora,https://www.on3.com/rivals/omarion-hammond-94476/
Georgia State,Henry Bryant,DL,RS-FR,Entered,12/05/2022,Louisville,,85.00,Atlantic,https://www.on3.com/rivals/henry-bryant-47957/
Georgia State,Bryson Broadway,IOL,JR,Entered,12/05/2022,Georgia State,,85.00,Dawson County,https://www.on3.com/rivals/bryson-broadway-149778/
Georgia State,Lamar Robinson,OT,FR,Entered,12/05/2022,Norfolk State,Georgia State,83.00,Hayfield,https://www.on3.com/rivals/lamar-robinson-175628/
Georgia State,Thomas Gore,DL,RS-SO,Entered,12/05/2022,Georgia State,,91.78,Brentwood Academy,https://www.on3.com/rivals/thomas-gore-112330/
Georgia State,Tavian Brown,LB,RS-JR,Entered,12/05/2022,Colorado State,Georgia State,85.00,Demopolis,https://www.on3.com/rivals/tavian-brown-110550/
Georgia State,Jacorrei Turner,S,RS-SO,Entered,12/05/2022,Arkansas,,83.17,Woodward Academy,https://www.on3.com/rivals/jacorrei-turner-52442/
Georgia State,Steven Krajewski,QB,SR,Entered,12/05/2022,Georgia State,,,Colquitt County,https://www.on3.com/rivals/steven-krajewski-108993/
Georgia State,Darius Bush,WR,RS-FR,Entered,12/05/2022,Connecticut,Georgia State,82.00,Jenkins,https://www.on3.com/rivals/darius-bush-30183/
Georgia State,Keilon Brown,QB,RS-SO,Entered,12/05/2022,Georgia State,,85.63,Zachary,https://www.on3.com/rivals/keilon-brown-71952/
Georgia State,Jacob Freeman,WR,RS-SO,Entered,12/05/2022,Georgia State,,84.33,Callaway,https://www.on3.com/rivals/jacob-freeman-51933/
Georgia State,Jaylin Tolbert,WR,RS-FR,Entered,12/05/2022,Georgia State,,79.03,Greenwood,https://www.on3.com/rivals/jaylin-tolbert-59057/
Georgia State,Kevin Swint,EDGE,JR,Entered,12/05/2022,Clemson,Georgia State,85.00,Carrollton,https://www.on3.com/rivals/kevin-swint-74464/
Georgia State,Johnathan Bass,OT,RS-SR,Entered,12/02/2022,Georgia State,Charlotte,85.00,Kell,https://www.on3.com/rivals/johnathan-bass-63835/
Georgia State,Jamil Muhammad,LB,RS-JR,Entered,12/02/2022,Georgia State,,89.39,James Clemens,https://www.on3.com/rivals/jamil-muhammad-56216/
Georgia State,Tre Moore,EDGE,RS-SR,Entered,12/02/2022,Georgia State,,76.05,Strom Thurmond,https://www.on3.com/rivals/tre-moore-115005/
Georgia State,Tyden Ferris,IOL,RS-JR,Entered,12/01/2022,Central Michigan,Georgia State,86.00,Delton-Kellogg,https://www.on3.com/rivals/tyden-ferris-117179/
Georgia State,Jacari Carter,WR,SO,Entered,11/28/2022,Merrimack,Georgia State,85.00,Sayreville War Memorial,https://www.on3.com/rivals/jacari-carter-50861/
Georgia State,Gavin Pringle,CB,JR,Entered,11/23/2022,Bucknell,Akron,87.00,Mount Saint Joseph,https://www.on3.com/rivals/gavin-pringle-174812/
Georgia State,Akeem Smith,DL,RS-SR,Entered,11/07/2022,Georgia State,Sam Houston State,84.00,Varina,https://www.on3.com/rivals/akeem-smith-2327/
Hawaii,Oakie Salave'a,ATH,FR,Committed,,Colorado,Hawaii Rainbow Warriors,82.00,Tafuna,https://www.on3.com/rivals/oakie-salavea-94114/
Hawaii,Oakie Salave'a,ATH,FR,Entered,4/24/2023,Colorado,,82.00,Tafuna,https://www.on3.com/rivals/oakie-salavea-94114/
Hawaii,Cammon Cooper,QB,RS-JR,Committed,,Hawaii,Southeastern Louisiana Lions,84.00,Lehi,https://www.on3.com/rivals/cammon-cooper-18212/
Hawaii,Tiger Peterson,S,JR,Entered,1/11/2023,Hawaii,,80.71,Kamehameha,https://www.on3.com/rivals/tiger-peterson-112594/
Hawaii,Nate Adams,IOL,RS-FR,Committed,,Hawaii,Stephen F. Austin Lumberjacks,82.00,Flower Mound,https://www.on3.com/rivals/nate-adams-91094/
Hawaii,Kyler Halvorsen,K,SO,Committed,,Hawaii,San Jose State Spartans,80.00,,https://www.on3.com/rivals/kyler-halvorsen-175344/
Hawaii,Cameron Stone,CB,RS-SO,Committed,,Wyoming,Hawaii Rainbow Warriors,87.00,Angleton,https://www.on3.com/rivals/cameron-stone-18111/
Hawaii,Elijah Robinson,EDGE,RS-JR,Committed,,East Carolina,Hawaii Rainbow Warriors,84.00,Eugene Ashley,https://www.on3.com/rivals/elijah-robinson-41343/
Hawaii,Kuao Peihopa,DL,RS-FR,Committed,,Washington,Hawaii Rainbow Warriors,82.00,Kamehameha,https://www.on3.com/rivals/kuao-peihopa-76153/
Hawaii,Patrick Hisatake,LB,RS-FR,Committed,,California,Hawaii Rainbow Warriors,82.00,Westview,https://www.on3.com/rivals/patrick-hisatake-95412/
Hawaii,Josh Atkins,IOL,RS-FR,Committed,,Houston,Hawaii Rainbow Warriors,82.00,Mansfield Timberview,https://www.on3.com/rivals/josh-atkins-67815/
Hawaii,Steven McBride,WR,JR,Committed,,Kansas,Hawaii Rainbow Warriors,82.00,East Ascension,https://www.on3.com/rivals/steven-mcbride-109013/
Hawaii,Josh Jerome,DL,SR,Committed,,Eastern Washington,Hawaii Rainbow Warriors,84.00,Monroe,https://www.on3.com/rivals/josh-jerome-143331/
Hawaii,Patrick Hisatake,LB,RS-FR,Entered,12/10/2022,California,Hawaii,82.00,Westview,https://www.on3.com/rivals/patrick-hisatake-95412/
Hawaii,Kyler Halvorsen,K,SO,Entered,12/06/2022,Hawaii,San Jose State,80.00,,https://www.on3.com/rivals/kyler-halvorsen-175344/
Hawaii,Cameron Stone,CB,RS-SO,Entered,12/05/2022,Wyoming,Hawaii,87.00,Angleton,https://www.on3.com/rivals/cameron-stone-18111/
Hawaii,Travon Killins,CB,SR,Entered,12/05/2022,Hawaii,,79.77,Spruce Creek,https://www.on3.com/rivals/travon-killins-114799/
Hawaii,Ty Marsh,S,SO,Entered,12/05/2022,Hawaii,,83.70,Ryan,https://www.on3.com/rivals/ty-marsh-117040/
Hawaii,Nate Adams,IOL,RS-FR,Entered,12/05/2022,Hawaii,Stephen F. Austin,82.00,Flower Mound,https://www.on3.com/rivals/nate-adams-91094/
Hawaii,Kuao Peihopa,DL,RS-FR,Entered,12/05/2022,Washington,,82.00,Kamehameha,https://www.on3.com/rivals/kuao-peihopa-76153/
Hawaii,Josh Atkins,IOL,RS-FR,Entered,12/05/2022,Houston,Hawaii,82.00,Mansfield Timberview,https://www.on3.com/rivals/josh-atkins-67815/
Hawaii,Steven McBride,WR,JR,Entered,12/05/2022,Kansas,,82.00,East Ascension,https://www.on3.com/rivals/steven-mcbride-109013/
Hawaii,Josh Jerome,DL,SR,Entered,12/02/2022,Eastern Washington,Sam Houston State,84.00,Monroe,https://www.on3.com/rivals/josh-jerome-143331/
Hawaii,Cammon Cooper,QB,RS-JR,Entered,12/01/2022,Hawaii,Southeastern Louisiana,84.00,Lehi,https://www.on3.com/rivals/cammon-cooper-18212/
Hawaii,Elijah Robinson,EDGE,RS-JR,Entered,11/30/2022,East Carolina,Hawaii,84.00,Eugene Ashley,https://www.on3.com/rivals/elijah-robinson-41343/
Georgia Tech,Justin Brown,S,FR,Committed,,Mississippi State,Georgia Tech Yellow Jackets,,Blackman,https://www.on3.com/rivals/justin-brown-236783/
Georgia Tech,K.J. Miles,EDGE,FR,Committed,,Georgia Tech,Temple Owls,86.00,St. Peter's Prep,https://www.on3.com/rivals/kj-miles-75450/
Georgia Tech,Paul Moala,S,SR,Committed,,Idaho,Georgia Tech Yellow Jackets,87.00,Penn,https://www.on3.com/rivals/paul-moala-95773/
Georgia Tech,Akelo Stone,DL,RS-SO,Committed,,Georgia Tech,Ole Miss Rebels,86.00,Jenkins,https://www.on3.com/rivals/akelo-stone-2334/
Georgia Tech,Omar Daniels,S,RS-FR,Committed,,Kansas State,Georgia Tech Yellow Jackets,84.00,Colquitt County,https://www.on3.com/rivals/omar-daniels-94381/
Georgia Tech,Eddie Kelly,DL,FR,Committed,,USF,Georgia Tech Yellow Jackets,85.00,Jones,https://www.on3.com/rivals/eddie-kelly-40495/
Georgia Tech,Dominick Blaylock,WR,RS-JR,Committed,,Georgia,Georgia Tech Yellow Jackets,87.00,Walton,https://www.on3.com/rivals/dominick-blaylock-37580/
Georgia Tech,Justin Brown,S,FR,Entered,5/01/2023,Mississippi State,,,Blackman,https://www.on3.com/rivals/justin-brown-236783/
Georgia Tech,Omar Daniels,S,RS-FR,Entered,5/01/2023,Kansas State,,84.00,Colquitt County,https://www.on3.com/rivals/omar-daniels-94381/
Georgia Tech,Akelo Stone,DL,RS-SO,Entered,4/28/2023,Georgia Tech,,86.00,Jenkins,https://www.on3.com/rivals/akelo-stone-2334/
Georgia Tech,Paul Moala,S,SR,Entered,4/25/2023,Idaho,Georgia Tech,87.00,Penn,https://www.on3.com/rivals/paul-moala-95773/
Georgia Tech,K.J. Miles,EDGE,FR,Entered,4/24/2023,Georgia Tech,,86.00,St. Peter's Prep,https://www.on3.com/rivals/kj-miles-75450/
Georgia Tech,Khatavian Franks,LB,RS-FR,Entered,4/21/2023,Georgia Tech,,85.00,Creekside,https://www.on3.com/rivals/khatavian-franks-75007/
Georgia Tech,Antonio Martin,RB,FR,Entered,4/19/2023,Georgia Tech,,87.00,Langston Hughes,https://www.on3.com/rivals/antonio-martin-7011/
Georgia Tech,Ben Postma,TE,RS-FR,Entered,4/18/2023,Georgia Tech,,84.00,Cy Ranch,https://www.on3.com/rivals/ben-postma-9945/
Georgia Tech,Eddie Kelly,DL,FR,Entered,4/17/2023,USF,,85.00,Jones,https://www.on3.com/rivals/eddie-kelly-40495/
Georgia Tech,Grey Carroll,DL,RS-FR,Entered,4/17/2023,Georgia Tech,,83.00,Alcoa,https://www.on3.com/rivals/grey-carroll-47090/
Georgia Tech,Jalen Huff,CB,RS-FR,Entered,4/15/2023,Georgia Tech,,84.00,Buford,https://www.on3.com/rivals/jalen-huff-142624/
Georgia Tech,Kalani Norris,WR,JR,Committed,,Georgia Tech,Middle Tennessee State Blue Raiders,83.00,Columbus,https://www.on3.com/rivals/kalani-norris-70642/
