School,Name,Position,Year/Class,Status,Date Entered Portal,From Team,To Team,Rating,High School,Profile URL
Alabama,Jahquez Robinson,CB,JR,Entered,4/18/2023,Alabama,,86.00,Sandalwood,https://www.on3.com/rivals/jahquez-robinson-53049/
Alabama,Elijah Brown,TE,FR,Entered,4/17/2023,Alabama,,87.00,Wayne,https://www.on3.com/rivals/elijah-brown-41096/
Alabama,Trey Amos,CB,JR,Entered,4/13/2023,Louisiana,,89.63,Catholic,https://www.on3.com/rivals/trey-amos-115899/
Alabama,Demouy Kennedy,LB,SO,Committed,,Alabama,Colorado Buffaloes,87.00,Theodore,https://www.on3.com/rivals/demouy-kennedy-34144/
Alabama,Trezmen Marshall,LB,RS-SO,Committed,,Georgia,Alabama Crimson Tide,92.59,Clinch County,https://www.on3.com/rivals/trezmen-marshall-116347/
Alabama,Demouy Kennedy,LB,SO,Entered,1/17/2023,Alabama,,87.00,Theodore,https://www.on3.com/rivals/demouy-kennedy-34144/
Alabama,Damieon George,OT,RS-FR,Committed,,Alabama,Florida Gators,89.37,North Shore,https://www.on3.com/rivals/damieon-george-28615/
Alabama,Tyler Harrell,WR,RS-JR,Entered,1/14/2023,Alabama,,87.00,Columbus,https://www.on3.com/rivals/tyler-harrell-117659/
Alabama,Trezmen Marshall,LB,RS-SO,Entered,1/13/2023,Georgia,,92.59,Clinch County,https://www.on3.com/rivals/trezmen-marshall-116347/
Alabama,Christian Leary,WR,SO,Committed,,Alabama,Georgia Tech Yellow Jackets,91.57,Edgewater,https://www.on3.com/rivals/christian-leary-22993/
Alabama,Trey Sanders,RB,RS-SO,Committed,,Alabama,TCU Horned Frogs,91.60,IMG Academy,https://www.on3.com/rivals/trey-sanders-116221/
Alabama,CJ Dippre,TE,SO,Committed,,Maryland,Alabama Crimson Tide,93.50,Lakeland,https://www.on3.com/rivals/cj-dippre-23591/
Alabama,Amari Kight,OT,RS-JR,Committed,,Alabama,UCF Knights,86.00,Thompson,https://www.on3.com/rivals/amari-kight-4206/
Alabama,Tommy Brockermeyer,OT,RS-FR,Committed,,Alabama,TCU Horned Frogs,89.48,All Saints,https://www.on3.com/rivals/tommy-brockermeyer-113555/
Alabama,Aaron Anderson,WR,FR,Committed,,Alabama,LSU Tigers,91.75,Edna Karr,https://www.on3.com/rivals/aaron-anderson-296/
Alabama,Javion Cohen,IOL,SO,Committed,,Alabama,Miami Hurricanes,94.44,Central,https://www.on3.com/rivals/javion-cohen-58077/
Alabama,Khyree Jackson,CB,SR,Committed,,Alabama,Oregon Ducks,90.55,Dr. Henry Wise,https://www.on3.com/rivals/khyree-jackson-144676/
Alabama,JoJo Earle,WR,SO,Committed,,Alabama,TCU Horned Frogs,91.74,Aledo,https://www.on3.com/rivals/jojo-earle-64152/
Alabama,Jack Martin,P,RS-SO,Committed,,Alabama,Houston Cougars,80.00,Northview,https://www.on3.com/rivals/jack-martin-51205/
Alabama,Aaron Anderson,WR,FR,Entered,12/12/2022,Alabama,,91.75,Edna Karr,https://www.on3.com/rivals/aaron-anderson-296/
Alabama,Braylen Ingraham,DL,RS-SO,Committed,,Alabama,Syracuse Orange,86.00,St. Thomas Aquinas,https://www.on3.com/rivals/braylen-ingraham-142145/
Alabama,Traeshon Holden,WR,SO,Committed,,Alabama,Oregon Ducks,89.43,Narbonne,https://www.on3.com/rivals/traeshon-holden-114345/
Alabama,Tanner Bowles,OT,RS-JR,Committed,,Alabama,Kentucky Wildcats,86.00,Glasgow,https://www.on3.com/rivals/tanner-bowles-110060/
Alabama,Damieon George,OT,RS-FR,Entered,12/05/2022,Alabama,,89.37,North Shore,https://www.on3.com/rivals/damieon-george-28615/
Alabama,Amari Kight,OT,RS-JR,Entered,12/05/2022,Alabama,,86.00,Thompson,https://www.on3.com/rivals/amari-kight-4206/
Alabama,Traeshon Holden,WR,SO,Entered,12/05/2022,Alabama,,89.43,Narbonne,https://www.on3.com/rivals/traeshon-holden-114345/
Alabama,Javion Cohen,IOL,SO,Entered,12/05/2022,Alabama,,94.44,Central,https://www.on3.com/rivals/javion-cohen-58077/
Alabama,Christian Leary,WR,SO,Entered,12/05/2022,Alabama,,91.57,Edgewater,https://www.on3.com/rivals/christian-leary-22993/
Alabama,Tommy Brockermeyer,OT,RS-FR,Entered,12/05/2022,Alabama,,89.48,All Saints,https://www.on3.com/rivals/tommy-brockermeyer-113555/
Alabama,JoJo Earle,WR,SO,Entered,12/05/2022,Alabama,,91.74,Aledo,https://www.on3.com/rivals/jojo-earle-64152/
Alabama,Khyree Jackson,CB,SR,Entered,12/05/2022,Alabama,,90.55,Dr. Henry Wise,https://www.on3.com/rivals/khyree-jackson-144676/
Alabama,CJ Dippre,TE,SO,Entered,12/05/2022,Maryland,,93.50,Lakeland,https://www.on3.com/rivals/cj-dippre-23591/
Alabama,Tanner Bowles,OT,RS-JR,Entered,11/30/2022,Alabama,,86.00,Glasgow,https://www.on3.com/rivals/tanner-bowles-110060/
Alabama,Trey Sanders,RB,RS-SO,Entered,11/22/2022,Alabama,,91.60,IMG Academy,https://www.on3.com/rivals/trey-sanders-116221/
Alabama,Jack Martin,P,RS-SO,Entered,10/31/2022,Alabama,,80.00,Northview,https://www.on3.com/rivals/jack-martin-51205/
Alabama,Braylen Ingraham,DL,RS-SO,Entered,9/22/2022,Alabama,,86.00,St. Thomas Aquinas,https://www.on3.com/rivals/braylen-ingraham-142145/
Akron,Max Banes,OT,JR,Committed,,Akron,Houston Cougars,86.00,St. Thomas,https://www.on3.com/rivals/max-banes-86556/
Akron,Cameron Wiley,RB,RS-SO,Withdrawn,,Akron,Akron,84.00,Desert Pines,https://www.on3.com/rivals/cameron-wiley-18179/
Akron,Tahj Bullock,QB,RS-FR,Committed,,Virginia Tech,Akron Zips,84.00,St. Peter's Prep,https://www.on3.com/rivals/tahj-bullock-109754/
Akron,Shammond Cooper,LB,RS-SO,Committed,,Illinois,Akron Zips,84.00,Trinity Catholic,https://www.on3.com/rivals/shammond-cooper-106346/
Akron,Ridge Howard,LB,FR,Committed,,Northern Illinois,Akron Zips,82.00,Northridge,https://www.on3.com/rivals/ridge-howard-179043/
Akron,Joshua Blanchard,OT,RS-SO,Committed,,Avatar,USF,79.63,Norland,https://www.on3.com/rivals/joshua-blanchard-67829/
Akron,Keon Kindred,OT,FR,Committed,,Maryland,Akron Zips,82.00,Wellington,https://www.on3.com/rivals/keon-kindred-73612/
Akron,Lama Lavea,DL,RS-SO,Committed,,New Mexico State,Akron Zips,78.77,Chapin,https://www.on3.com/rivals/lama-lavea-77580/
Akron,Joshua Blanchard,OT,RS-SO,Entered,5/01/2023,Avatar,USF,79.63,Norland,https://www.on3.com/rivals/joshua-blanchard-67829/
Akron,Jacob Newell,TE,FR,Committed,,Arizona State,Akron Zips,83.00,Thurston,https://www.on3.com/rivals/jacob-newell-52115/
Akron,Xavior Gray,OT,RS-SO,Committed,,Akron,Liberty Flames,84.00,Jackson,https://www.on3.com/rivals/xavior-gray-122235/
Akron,Ridge Howard,LB,FR,Entered,4/28/2023,Northern Illinois,Akron,82.00,Northridge,https://www.on3.com/rivals/ridge-howard-179043/
Akron,Tahj Bullock,QB,RS-FR,Entered,4/24/2023,Virginia Tech,,84.00,St. Peter's Prep,https://www.on3.com/rivals/tahj-bullock-109754/
Akron,Drake Anderson,RB,RS-JR,Committed,,Arizona,Akron Zips,86.00,Chandler,https://www.on3.com/rivals/drake-anderson-38772/
Akron,Jacob Newell,TE,FR,Entered,4/21/2023,Arizona State,,83.00,Thurston,https://www.on3.com/rivals/jacob-newell-52115/
Akron,Cameron Wiley,RB,RS-SO,Entered,4/19/2023,Akron,,84.00,Desert Pines,https://www.on3.com/rivals/cameron-wiley-18179/
Akron,Shammond Cooper,LB,RS-SO,Entered,4/16/2023,Illinois,,84.00,Trinity Catholic,https://www.on3.com/rivals/shammond-cooper-106346/
Akron,Ravontae Holt,DL,RS-JR,Entered,4/15/2023,Avatar,Akron,82.00,Sheldon,https://www.on3.com/rivals/ravontae-holt-98778/
Akron,Max Banes,OT,JR,Entered,4/15/2023,Akron,,86.00,St. Thomas,https://www.on3.com/rivals/max-banes-86556/
Akron,Keon Kindred,OT,FR,Entered,4/15/2023,Maryland,,82.00,Wellington,https://www.on3.com/rivals/keon-kindred-73612/
Akron,Lama Lavea,DL,RS-SO,Entered,4/13/2023,New Mexico State,,78.77,Chapin,https://www.on3.com/rivals/lama-lavea-77580/
Akron,Curtis Fann,DL,RS-SO,Committed,,Akron,Western Carolina Catamounts,82.00,Emanuel County Institute,https://www.on3.com/rivals/curtis-fann-27133/
Akron,Ryan Beckman,IOL,RS-SO,Committed,,Akron,East Carolina Pirates,82.00,Avon Lake,https://www.on3.com/rivals/ryan-beckman-157781/
Akron,Owen Murphy,OT,RS-SO,Committed,,Akron,East Carolina Pirates,82.00,St. Ignatius,https://www.on3.com/rivals/owen-murphy-94810/
Akron,Terray Jones,DL,RS-JR,Committed,,Tennessee State,Akron Zips,,Madison County,https://www.on3.com/rivals/terray-jones-143815/
Akron,Ben Frank,OT,SR,Committed,,Avatar,Hobart,82.00,,https://www.on3.com/rivals/ben-frank-177225/
Akron,Terence Thomas,S,FR,Committed,,Purdue,Akron Zips,84.00,Boardman,https://www.on3.com/rivals/terence-thomas-111254/
Akron,Judson Tallandier,CB,RS-JR,Committed,,Pittsburgh,Akron Zips,84.00,DeMatha Catholic,https://www.on3.com/rivals/judson-tallandier-68522/
Akron,Tristian Brank,TE,SO,Entered,1/20/2023,Akron,,76.68,Clyde A Erwin,https://www.on3.com/rivals/tristian-brank-116512/
Akron,Terence Thomas,S,FR,Entered,1/20/2023,Purdue,Akron,84.00,Boardman,https://www.on3.com/rivals/terence-thomas-111254/
Akron,Charles Amankwaa,CB,SR,Committed,,Akron,Rutgers Scarlet Knights,82.00,Hillsborough,https://www.on3.com/rivals/charles-amankwaa-20013/
Akron,Quevan Lawson,DL,RS-SO,Entered,1/18/2023,Akron,,81.00,Turner County,https://www.on3.com/rivals/quevan-lawson-97322/
Akron,Curtis Fann,DL,RS-SO,Entered,1/17/2023,Akron,Western Carolina,82.00,Emanuel County Institute,https://www.on3.com/rivals/curtis-fann-27133/
Akron,Kyle Romenick,P,RS-SO,Entered,1/17/2023,Akron,,77.71,Fort Mill,https://www.on3.com/rivals/kyle-romenick-76913/
Akron,Bryce Wilson,DL,JR,Entered,1/17/2023,Akron,,77.82,Parkview,https://www.on3.com/rivals/bryce-wilson-15975/
Akron,Ben Frank,OT,SR,Entered,1/15/2023,Avatar,Hobart,82.00,,https://www.on3.com/rivals/ben-frank-177225/
Akron,Owen Murphy,OT,RS-SO,Entered,1/11/2023,Akron,East Carolina,82.00,St. Ignatius,https://www.on3.com/rivals/owen-murphy-94810/
Akron,Ryan Beckman,IOL,RS-SO,Entered,1/11/2023,Akron,Bowling Green,82.00,Avon Lake,https://www.on3.com/rivals/ryan-beckman-157781/
Akron,Dakota Thomas,WR,RS-FR,Committed,,Western Kentucky,Akron Zips,86.56,Shiloh,https://www.on3.com/rivals/dakota-thomas-28080/
Akron,Joey Hunter,CB,RS-FR,Committed,,South Carolina,Akron Zips,82.00,Sandy Creek,https://www.on3.com/rivals/joey-hunter-144511/
Akron,Xavior Gray,OT,RS-SO,Entered,1/02/2023,Akron,Kent State,84.00,Jackson,https://www.on3.com/rivals/xavior-gray-122235/
Akron,Jeslord Boateng,LB,RS-SR,Committed,,Akron,Louisiana Tech Bulldogs,82.00,Dublin Coffman,https://www.on3.com/rivals/jeslord-boateng-61185/
Akron,Jordan Daniels,IOL,RS-SO,Committed,,Akron,Charlotte 49ers,85.00,North Mecklenburg,https://www.on3.com/rivals/jordan-daniels-65364/
Akron,Lorenzo Lingard,RB,RS-JR,Committed,,Florida,Akron Zips,86.00,University,https://www.on3.com/rivals/lorenzo-lingard-80103/
Akron,Ahmad Rabah,DL,RS-JR,Committed,,Avatar,American International,84.00,Passaic County Technical Institute,https://www.on3.com/rivals/ahmad-rabah-175705/
Akron,Jonzell Norrils,RB,SO,Entered,12/07/2022,Akron,,78.47,Central Catholic,https://www.on3.com/rivals/jonzell-norrils-65115/
Akron,Lorenzo Lingard,RB,RS-JR,Entered,12/06/2022,Florida,,86.00,University,https://www.on3.com/rivals/lorenzo-lingard-80103/
Akron,Ronald Jackson,CB,SO,Entered,12/05/2022,Akron,,78.77,Belleville High School,https://www.on3.com/rivals/ronald-jackson-143846/
Akron,Joey Hunter,CB,RS-FR,Entered,12/05/2022,South Carolina,,82.00,Sandy Creek,https://www.on3.com/rivals/joey-hunter-144511/
Akron,Nazir Sy,DL,RS-JR,Entered,12/05/2022,Akron,Albany,78.62,Norcross,https://www.on3.com/rivals/nazir-sy-91834/
Akron,Jordan Daniels,IOL,RS-SO,Entered,12/05/2022,Akron,Charlotte,85.00,North Mecklenburg,https://www.on3.com/rivals/jordan-daniels-65364/
Akron,Jeslord Boateng,LB,RS-SR,Entered,12/05/2022,Akron,Louisiana Tech,82.00,Dublin Coffman,https://www.on3.com/rivals/jeslord-boateng-61185/
Akron,Dakota Thomas,WR,RS-FR,Entered,12/05/2022,Western Kentucky,,86.56,Shiloh,https://www.on3.com/rivals/dakota-thomas-28080/
Akron,Ahmad Rabah,DL,RS-JR,Entered,12/02/2022,Avatar,American International,84.00,Passaic County Technical Institute,https://www.on3.com/rivals/ahmad-rabah-175705/
Akron,Terray Jones,DL,RS-JR,Entered,11/30/2022,Tennessee State,,,Madison County,https://www.on3.com/rivals/terray-jones-143815/
Akron,Judson Tallandier,CB,RS-JR,Entered,11/29/2022,Pittsburgh,,84.00,DeMatha Catholic,https://www.on3.com/rivals/judson-tallandier-68522/
Akron,Drake Anderson,RB,RS-JR,Entered,11/28/2022,Arizona,,86.00,Chandler,https://www.on3.com/rivals/drake-anderson-38772/
Akron,Charles Amankwaa,CB,SR,Entered,10/27/2022,Akron,,82.00,Hillsborough,https://www.on3.com/rivals/charles-amankwaa-20013/
Akron,Chukwudifu Ogbonna,CB,SR,Entered,10/19/2022,Akron,,80.77,Wheeler,https://www.on3.com/rivals/chukwudifu-ogbonna-23511/
Appalachian State,Griffin Scroggs,IOL,FR,Committed,,Georgia,Appalachian State Mountaineers,84.00,Grayson,https://www.on3.com/rivals/griffin-scroggs-47167/
Appalachian State,Thomas Davis,EDGE,RS-FR,Committed,,Miami,Appalachian State Mountaineers,85.00,Lowndes,https://www.on3.com/rivals/thomas-davis-112283/
Appalachian State,Troy Everett,IOL,RS-FR,Committed,,Appalachian State,Oklahoma Sooners,89.33,Lord Botetourt,https://www.on3.com/rivals/troy-everett-116614/
Appalachian State,Jalen McLeod,EDGE,SO,Committed,,Appalachian State,Auburn Tigers,91.67,Friendship Collegiate Academy,https://www.on3.com/rivals/jalen-mcleod-54396/
Appalachian State,Jalen McLeod,EDGE,SO,Entered,4/27/2023,Appalachian State,,91.67,Friendship Collegiate Academy,https://www.on3.com/rivals/jalen-mcleod-54396/
Appalachian State,Thomas Davis,EDGE,RS-FR,Entered,4/27/2023,Miami,,85.00,Lowndes,https://www.on3.com/rivals/thomas-davis-112283/
Appalachian State,Thornton Gentry,OT,RS-FR,Committed,,NC State,Appalachian State Mountaineers,84.00,Chapin,https://www.on3.com/rivals/thornton-gentry-112548/
Appalachian State,Griffin Scroggs,IOL,FR,Entered,4/18/2023,Georgia,,84.00,Grayson,https://www.on3.com/rivals/griffin-scroggs-47167/
Appalachian State,Thornton Gentry,OT,RS-FR,Entered,4/15/2023,NC State,,84.00,Chapin,https://www.on3.com/rivals/thornton-gentry-112548/
Appalachian State,Troy Everett,IOL,RS-FR,Entered,4/15/2023,Appalachian State,,89.33,Lord Botetourt,https://www.on3.com/rivals/troy-everett-116614/
Appalachian State,Colston Powers,OT,RS-FR,Entered,4/15/2023,Appalachian State,,83.00,Lord Botetourt,https://www.on3.com/rivals/colston-powers-25256/
Appalachian State,Brady McBride,QB,RS-JR,Entered,3/08/2023,Appalachian State,,83.00,Coppell,https://www.on3.com/rivals/brady-mcbride-11885/
Appalachian State,DC Tabscott,QB,RS-FR,Committed,,Appalachian State,New Mexico Lobos,82.00,Father Ryan,https://www.on3.com/rivals/dc-tabscott-32735/
Appalachian State,DC Tabscott,QB,RS-FR,Entered,1/09/2023,Appalachian State,New Mexico,82.00,Father Ryan,https://www.on3.com/rivals/dc-tabscott-32735/
Appalachian State,KeSean Brown,LB,JR,Committed,,Appalachian State,Marshall Thundering Herd,89.22,Bamberg-Ehrhardt,https://www.on3.com/rivals/kesean-brown-73764/
Appalachian State,Luke Smith,DL,RS-SO,Committed,,Appalachian State,East Tennessee State Buccaneers,85.00,Friendship Christian School,https://www.on3.com/rivals/luke-smith-80902/
Appalachian State,Jonathan Streeter,S,RS-FR,Committed,,Appalachian State,Campbell Fighting Camels,82.00,Panther Creek,https://www.on3.com/rivals/jonathan-streeter-64937/
Appalachian State,Christian Wells,WR,RS-SO,Committed,,Appalachian State,Massachusetts Minutemen,86.00,NSU University School,https://www.on3.com/rivals/christian-wells-23235/
Appalachian State,Michael Fletcher,EDGE,RS-JR,Committed,,Michigan State,Appalachian State Mountaineers,84.00,Carman-Ainsworth,https://www.on3.com/rivals/michael-fletcher-87696/
Appalachian State,Shawn Collins,DL,RS-FR,Committed,,Rutgers,Appalachian State Mountaineers,83.00,Montclair,https://www.on3.com/rivals/shawn-collins-106861/
Appalachian State,Jarrett Paul,S,RS-SR,Committed,,Kansas,Appalachian State Mountaineers,84.00,Paramus Catholic,https://www.on3.com/rivals/jarrett-paul-57144/
Appalachian State,Christian Ford,WR,SR,Committed,,Mississippi State,Appalachian State Mountaineers,85.00,Marietta,https://www.on3.com/rivals/christian-ford-22893/
Appalachian State,Makai Jackson,WR,FR,Committed,,Saint Francis (PA),Appalachian State Mountaineers,89.48,Harry S Truman,https://www.on3.com/rivals/makai-jackson-175041/
Appalachian State,Luke Smith,DL,RS-SO,Entered,12/05/2022,Appalachian State,East Tennessee State,85.00,Friendship Christian School,https://www.on3.com/rivals/luke-smith-80902/
Appalachian State,Jourdan Heilig,LB,JR,Entered,12/05/2022,Appalachian State,,80.78,Concord,https://www.on3.com/rivals/jourdan-heilig-68265/
Appalachian State,KeSean Brown,LB,JR,Entered,12/05/2022,Appalachian State,,89.22,Bamberg-Ehrhardt,https://www.on3.com/rivals/kesean-brown-73764/
Appalachian State,Christian Ford,WR,SR,Entered,12/05/2022,Mississippi State,Appalachian State,85.00,Marietta,https://www.on3.com/rivals/christian-ford-22893/
Appalachian State,Christian Wells,WR,RS-SO,Entered,12/05/2022,Appalachian State,Massachusetts,86.00,NSU University School,https://www.on3.com/rivals/christian-wells-23235/
Appalachian State,Jonathan Streeter,S,RS-FR,Entered,12/05/2022,Appalachian State,Campbell,82.00,Panther Creek,https://www.on3.com/rivals/jonathan-streeter-64937/
Appalachian State,Jamar Rucks,EDGE,RS-FR,Entered,12/05/2022,Appalachian State,,82.23,Lanier,https://www.on3.com/rivals/jamar-rucks-55047/
Appalachian State,Michael Fletcher,EDGE,RS-JR,Entered,12/03/2022,Michigan State,Appalachian State,84.00,Carman-Ainsworth,https://www.on3.com/rivals/michael-fletcher-87696/
Appalachian State,Makai Jackson,WR,FR,Entered,12/02/2022,Saint Francis (PA),,89.48,Harry S Truman,https://www.on3.com/rivals/makai-jackson-175041/
Appalachian State,Kaleb Dawson,S,RS-JR,Entered,11/09/2022,Appalachian State,,76.32,Colquitt County,https://www.on3.com/rivals/kaleb-dawson-70687/
Appalachian State,Jarrett Paul,S,RS-SR,Entered,9/26/2022,Kansas,Appalachian State,84.00,Paramus Catholic,https://www.on3.com/rivals/jarrett-paul-57144/
Appalachian State,Da'Shawn Brown,WR,RS-FR,Entered,8/09/2022,Appalachian State,,82.38,York Comprehensive,https://www.on3.com/rivals/dashawn-brown-27764/
Appalachian State,Shawn Collins,DL,RS-FR,Entered,2/05/2022,Rutgers,Temple,83.00,Montclair,https://www.on3.com/rivals/shawn-collins-106861/
Arizona,Isaiah Rutherford,CB,JR,Committed,,Arizona,Massachusetts Minutemen,86.00,Jesuit,https://www.on3.com/rivals/isaiah-rutherford-49737/
Arizona,Isaiah Rutherford,CB,JR,Entered,5/31/2023,Arizona,,86.00,Jesuit,https://www.on3.com/rivals/isaiah-rutherford-49737/
Arizona,Montana Lemonious-Craig,WR,SO,Committed,,Colorado,Arizona Wildcats,87.00,Inglewood,https://www.on3.com/rivals/montana-lemonious-craig-90190/
Arizona,Matthew Weerts,LB,RS-FR,Entered,5/01/2023,Arizona,,82.00,Batavia,https://www.on3.com/rivals/matthew-weerts-86271/
Arizona,Montana Lemonious-Craig,WR,SO,Entered,4/24/2023,Colorado,,87.00,Inglewood,https://www.on3.com/rivals/montana-lemonious-craig-90190/
Arizona,Drake Anderson,RB,RS-JR,Committed,,Arizona,Akron Zips,86.00,Chandler,https://www.on3.com/rivals/drake-anderson-38772/
Arizona,Sio Nofoagatoto'a,DL,SR,Committed,,Indiana,Arizona Wildcats,85.00,Clearwater Academy International,https://www.on3.com/rivals/sio-nofoagatotoa-107562/
Arizona,Jaydin Young,S,SO,Entered,4/18/2023,Arizona,,84.00,Centennial,https://www.on3.com/rivals/jaydin-young-58731/
Arizona,Jaxen Turner,S,JR,Committed,,Arizona,UNLV Rebels,89.30,Rancho Verde,https://www.on3.com/rivals/jaxen-turner-58317/
Arizona,Tyler Manoa,DL,SR,Committed,,UCLA,Arizona Wildcats,85.00,St. Francis,https://www.on3.com/rivals/tyler-manoa-117810/
Arizona,Jalen John,RB,SO,Committed,,Arizona,Massachusetts Minutemen,84.00,Lakeridge,https://www.on3.com/rivals/jalen-john-142979/
Arizona,Jerry Roberts,LB,RS-SR,Committed,,Arizona,Massachusetts Minutemen,84.00,Cathedral Prep,https://www.on3.com/rivals/jerry-roberts-61145/
Arizona,Daniel Heimuli,LB,SO,Committed,,Washington,Arizona Wildcats,91.87,Menlo-Atherton,https://www.on3.com/rivals/daniel-heimuli-29275/
Arizona,Sio Nofoagatoto'a,DL,SR,Entered,1/13/2023,Indiana,,85.00,Clearwater Academy International,https://www.on3.com/rivals/sio-nofoagatotoa-107562/
Arizona,Jamarye Joiner,WR,RS-JR,Committed,,Arizona,Jacksonville State Gamecocks,82.00,Cienega,https://www.on3.com/rivals/jamarye-joiner-141570/
Arizona,Eddie Siaumau,EDGE,RS-SO,Entered,1/10/2023,Arizona,,81.38,Leone,https://www.on3.com/rivals/eddie-siaumau-40546/
Arizona,Jerry Roberts,LB,RS-SR,Entered,1/09/2023,Arizona,Massachusetts,84.00,Cathedral Prep,https://www.on3.com/rivals/jerry-roberts-61145/
Arizona,Daniel Heimuli,LB,SO,Entered,1/02/2023,Washington,,91.87,Menlo-Atherton,https://www.on3.com/rivals/daniel-heimuli-29275/
Arizona,Orin Patu,LB,SR,Committed,,California,Arizona Wildcats,84.00,Rainier Beach,https://www.on3.com/rivals/orin-patu-94553/
Arizona,Kolbe Cage,LB,RS-FR,Committed,,Arizona,Southern Miss Golden Eagles,85.00,Holy Cross,https://www.on3.com/rivals/kolbe-cage-75715/
Arizona,Dion Wilson,DL,SO,Committed,,Arizona,New Mexico State Aggies,84.00,Orange Vista,https://www.on3.com/rivals/dion-wilson-37162/
Arizona,Paris Shand,EDGE,SO,Committed,,Arizona,LSU Tigers,85.00,The Loomis Chaffee School,https://www.on3.com/rivals/paris-shand-94974/
Arizona,Anthony Simpson,WR,SO,Committed,,Arizona,Massachusetts Minutemen,82.00,Trinity-Pawling School (PREP),https://www.on3.com/rivals/anthony-simpson-6562/
Arizona,Kevon Garcia,DL,SO,Entered,12/19/2022,Arizona,,82.60,Dekaney,https://www.on3.com/rivals/kevon-garcia-74588/
Arizona,Tyler Martin,LB,FR,Committed,,Arizona,Massachusetts Minutemen,83.00,Buckingham Browne & Nichols School,https://www.on3.com/rivals/tyler-martin-117818/
Arizona,Dorian Singer,WR,SO,Committed,,Arizona,USC Trojans,96.15,Pinnacle,https://www.on3.com/rivals/dorian-singer-38588/
Arizona,Jermaine Wiggins Jr,DL,FR,Committed,,Arizona,Massachusetts Minutemen,82.00,Bridgton Academy,https://www.on3.com/rivals/jermaine-wiggins-jr-60807/
Arizona,Christian Roland-Wallace,CB,RS-JR,Committed,,Arizona,USC Trojans,93.07,William Knight,https://www.on3.com/rivals/christian-roland-wallace-23141/
Arizona,Justin Flowe,LB,RS-FR,Committed,,Oregon,Arizona Wildcats,90.68,Upland,https://www.on3.com/rivals/justin-flowe-69315/
Arizona,Bill Norton,DL,JR,Committed,,Georgia,Arizona Wildcats,86.00,Christian Brothers,https://www.on3.com/rivals/bill-norton-10404/
Arizona,JB Brown,DL,RS-SR,Committed,,Arizona,Massachusetts Minutemen,85.00,Long Beach Poly,https://www.on3.com/rivals/jb-brown-59301/
Arizona,Kyon Barrs,DL,RS-JR,Committed,,Arizona,USC Trojans,87.00,Murrieta Mesa,https://www.on3.com/rivals/kyon-barrs-77196/
Arizona,Christian Roland-Wallace,CB,RS-JR,Entered,12/13/2022,Arizona,,93.07,William Knight,https://www.on3.com/rivals/christian-roland-wallace-23141/
Arizona,Anthony Simpson,WR,SO,Entered,12/13/2022,Arizona,,82.00,Trinity-Pawling School (PREP),https://www.on3.com/rivals/anthony-simpson-6562/
Arizona,Dion Wilson,DL,SO,Entered,12/12/2022,Arizona,,84.00,Orange Vista,https://www.on3.com/rivals/dion-wilson-37162/
