School,Name,Position,Year/Class,Status,Date Entered Portal,From Team,To Team,Rating,High School,Profile URL
Texas,Jordan Pouncey,WR,RS-SO,Committed,,Texas,Florida Gators,84.10,Winter Park,https://www.on3.com/rivals/jordan-pouncey-65903/
Texas,Brenden Schooler,WR,SR,Committed,,Oregon,Texas Longhorns,,Mission Viejo,https://www.on3.com/rivals/brenden-schooler-13803/
Texas,JP Urquidez,OT,SR,Committed,,Avatar,Texas,90.19,Copperas Cove,https://www.on3.com/rivals/jp-urquidez-68359/
Texas,JP Urquidez,OT,SR,Entered,4/01/2020,Avatar,Texas,90.19,Copperas Cove,https://www.on3.com/rivals/jp-urquidez-68359/
Texas,Jordan Pouncey,WR,RS-SO,Entered,10/31/2019,Texas,,84.10,Winter Park,https://www.on3.com/rivals/jordan-pouncey-65903/
Texas,Brenden Schooler,WR,SR,Entered,10/23/2019,Oregon,,,Mission Viejo,https://www.on3.com/rivals/brenden-schooler-13803/
Texas,Caleb Johnson,LB,RS-JR,Entered,10/03/2019,Texas,,89.92,Vista Murrieta,https://www.on3.com/rivals/caleb-johnson-144068/
Texas,Caleb Johnson,LB,RS-JR,Committed,,Texas,UCLA Bruins,89.92,Vista Murrieta,https://www.on3.com/rivals/caleb-johnson-144068/
Texas,Zach Edwards,LS,SO,Committed,,Oklahoma,Texas Longhorns,,Azle,https://www.on3.com/rivals/zach-edwards-122699/
Texas,Zach Edwards,LS,SO,Entered,,Oklahoma,,,Azle,https://www.on3.com/rivals/zach-edwards-122699/
Texas A&M,Zach Daniel,QB,FR,Entered,4/16/2021,Avatar,Hawaii,78.95,The Kinkaid School,https://www.on3.com/rivals/zach-daniel-122667/
Texas A&M,Zach Daniel,QB,FR,Committed,,Avatar,Hawaii,78.95,The Kinkaid School,https://www.on3.com/rivals/zach-daniel-122667/
Texas A&M,Glenn Beal,TE,SO,Committed,,Texas A&M,Louisiana Ragin Cajuns,86.87,John Curtis,https://www.on3.com/rivals/glenn-beal-46229/
Texas A&M,Tyree Wilson,EDGE,RS-FR,Committed,,Texas A&M,Texas Tech Red Raiders,88.17,West Rusk,https://www.on3.com/rivals/tyree-wilson-118475/
Texas A&M,Tyree Wilson,EDGE,RS-FR,Entered,8/24/2020,Texas A&M,,88.17,West Rusk,https://www.on3.com/rivals/tyree-wilson-118475/
Texas A&M,Glenn Beal,TE,SO,Entered,8/04/2020,Texas A&M,,86.87,John Curtis,https://www.on3.com/rivals/glenn-beal-46229/
Texas A&M,Roshauud Paul,WR,JR,Committed,,Avatar,Texas A&M,89.72,Bremond,https://www.on3.com/rivals/roshauud-paul-102461/
Texas A&M,Roshauud Paul,WR,JR,Entered,3/23/2020,Avatar,Texas A&M,89.72,Bremond,https://www.on3.com/rivals/roshauud-paul-102461/
Texas A&M,Brian Johnson,S,RS-FR,Committed,,Texas A&M,Tulsa Golden Hurricane,87.40,Manvel,https://www.on3.com/rivals/brian-johnson-142276/
Texas A&M,Deneric Prince,RB,RS-FR,Committed,,Texas A&M,Tulsa Golden Hurricane,83.13,Manvel,https://www.on3.com/rivals/deneric-prince-34163/
Texas A&M,Jashaun Corbin,RB,SO,Entered,12/28/2019,Texas A&M,,90.16,Rockledge,https://www.on3.com/rivals/jashaun-corbin-57349/
Texas A&M,Jashaun Corbin,RB,SO,Committed,,Texas A&M,Florida State Seminoles,90.16,Rockledge,https://www.on3.com/rivals/jashaun-corbin-57349/
Texas A&M,Brian Johnson,S,RS-FR,Entered,11/20/2019,Texas A&M,,87.40,Manvel,https://www.on3.com/rivals/brian-johnson-142276/
Texas A&M,Deneric Prince,RB,RS-FR,Entered,9/16/2019,Texas A&M,,83.13,Manvel,https://www.on3.com/rivals/deneric-prince-34163/
Texas State,Seth Keller,K,FR,Entered,11/28/2022,Texas State,,,,https://www.on3.com/rivals/seth-keller-174925/
Texas State,Jakharious Smith,EDGE,JR,Committed,,Avatar,Texas State,78.33,South Grand Prairie,https://www.on3.com/rivals/jakharious-smith-53994/
Texas State,Jahmarae Sheread,WR,RS-FR,Entered,12/03/2020,Avatar,Texas State,78.27,Cy Springs,https://www.on3.com/rivals/jahmarae-sheread-53008/
Texas State,Jakharious Smith,EDGE,JR,Entered,12/03/2020,Avatar,Texas State,78.33,South Grand Prairie,https://www.on3.com/rivals/jakharious-smith-53994/
Texas State,Marquis Brown,RB,FR,Committed,,Avatar,Air Force,,Round Rock,https://www.on3.com/rivals/marquis-brown-84118/
Texas State,Brayden Stringer,LB,RS-JR,Committed,,Avatar,Texas Tech,83.73,Cy Ranch,https://www.on3.com/rivals/brayden-stringer-13572/
Texas State,Jaylin Nelson,RB,JR,Committed,,Avatar,Texas State,82.05,Duncanville,https://www.on3.com/rivals/jaylin-nelson-59035/
Texas State,Christian Taylor,S,RS-SR,Committed,,Avatar,Texas Tech,83.58,Jersey Village,https://www.on3.com/rivals/christian-taylor-23196/
Texas State,Waydale Jones,WR,RS-SO,Committed,,Wake Forest,Texas State Bobcats,84.25,Jones,https://www.on3.com/rivals/waydale-jones-142253/
Texas State,Jaylin Nelson,RB,JR,Entered,5/28/2020,Avatar,Texas State,82.05,Duncanville,https://www.on3.com/rivals/jaylin-nelson-59035/
Texas State,Sione Tupou,LB,RS-JR,Committed,,UTEP,Texas State Bobcats,74.82,Allen,https://www.on3.com/rivals/sione-tupou-107607/
Texas State,Sione Tupou,LB,RS-JR,Entered,5/01/2020,UTEP,,74.82,Allen,https://www.on3.com/rivals/sione-tupou-107607/
Texas State,Marquis Brown,RB,FR,Entered,5/01/2020,Avatar,Air Force,,Round Rock,https://www.on3.com/rivals/marquis-brown-84118/
Texas State,JP Urquidez,OT,SR,Committed,,Avatar,Texas,90.19,Copperas Cove,https://www.on3.com/rivals/jp-urquidez-68359/
Texas State,Brayden Stringer,LB,RS-JR,Entered,4/26/2020,Avatar,Texas Tech,83.73,Cy Ranch,https://www.on3.com/rivals/brayden-stringer-13572/
Texas State,Josh Newman,S,JR,Entered,4/08/2020,Avatar,Texas State,80.02,Cedar Hill,https://www.on3.com/rivals/josh-newman-67400/
Texas State,JP Urquidez,OT,SR,Entered,4/01/2020,Avatar,Texas,90.19,Copperas Cove,https://www.on3.com/rivals/jp-urquidez-68359/
Texas State,Waydale Jones,WR,RS-SO,Entered,3/01/2020,Wake Forest,,84.25,Jones,https://www.on3.com/rivals/waydale-jones-142253/
Texas State,Christian Taylor,S,RS-SR,Entered,3/01/2020,Avatar,Texas Tech,83.58,Jersey Village,https://www.on3.com/rivals/christian-taylor-23196/
Texas State,Jahmyl Jeter,RB,RS-FR,Committed,,Oklahoma State,Texas State Bobcats,85.97,William J. Brennan,https://www.on3.com/rivals/jahmyl-jeter-142493/
Texas State,Silas Robinson,IOL,SO,Committed,,Arkansas,Texas State Bobcats,80.20,Yoakum,https://www.on3.com/rivals/silas-robinson-107445/
Texas State,Silas Robinson,IOL,SO,Entered,12/02/2019,Arkansas,,80.20,Yoakum,https://www.on3.com/rivals/silas-robinson-107445/
Texas State,Jahmyl Jeter,RB,RS-FR,Entered,10/08/2019,Oklahoma State,,85.97,William J. Brennan,https://www.on3.com/rivals/jahmyl-jeter-142493/
Toledo,Cavon Butler,DL,FR,Committed,,Kentucky,Toledo Rockets,85.63,Whitmer,https://www.on3.com/rivals/cavon-butler-19212/
Toledo,Cavon Butler,DL,FR,Entered,5/05/2020,Kentucky,,85.63,Whitmer,https://www.on3.com/rivals/cavon-butler-19212/
Toledo,Jonathan Jones,LB,SR,Committed,,Avatar,Notre Dame,89.56,Oak Ridge,https://www.on3.com/rivals/jonathan-jones-140073/
Toledo,Jonathan Jones,LB,SR,Entered,12/11/2019,Avatar,Notre Dame,89.56,Oak Ridge,https://www.on3.com/rivals/jonathan-jones-140073/
Texas Tech,Matt Keeler,OT,SR,Committed,,St. Thomas More,Texas Tech Red Raiders,83.17,St. Thomas More,https://www.on3.com/rivals/matt-keeler-85396/
Texas Tech,Colin Schooler,LB,JR,Committed,,Arizona,Texas Tech Red Raiders,86.97,Mission Viejo,https://www.on3.com/rivals/colin-schooler-25084/
Texas Tech,Tyree Wilson,EDGE,RS-FR,Committed,,Texas A&M,Texas Tech Red Raiders,88.17,West Rusk,https://www.on3.com/rivals/tyree-wilson-118475/
Texas Tech,Tyree Wilson,EDGE,RS-FR,Entered,8/24/2020,Texas A&M,,88.17,West Rusk,https://www.on3.com/rivals/tyree-wilson-118475/
Texas Tech,Colin Schooler,LB,JR,Entered,8/19/2020,Arizona,,86.97,Mission Viejo,https://www.on3.com/rivals/colin-schooler-25084/
Texas Tech,Houston Miller,EDGE,RS-JR,Committed,,Avatar,Texas Tech,82.23,Keller,https://www.on3.com/rivals/houston-miller-48253/
Texas Tech,Henry Colombi,QB,RS-SO,Committed,,Utah State,Texas Tech Red Raiders,82.47,Chaminade-Madonna Prep,https://www.on3.com/rivals/henry-colombi-47965/
Texas Tech,Brayden Stringer,LB,RS-JR,Committed,,Avatar,Texas Tech,83.73,Cy Ranch,https://www.on3.com/rivals/brayden-stringer-13572/
Texas Tech,Henry Colombi,QB,RS-SO,Entered,7/15/2020,Utah State,,82.47,Chaminade-Madonna Prep,https://www.on3.com/rivals/henry-colombi-47965/
Texas Tech,Henry Teeter,WR,SO,Committed,,Holy Cross,Texas Tech Red Raiders,77.77,Central,https://www.on3.com/rivals/henry-teeter-48040/
Texas Tech,Eric Monroe,S,RS-JR,Committed,,LSU,Texas Tech Red Raiders,94.83,North Shore,https://www.on3.com/rivals/eric-monroe-42275/
Texas Tech,Eric Monroe,S,RS-JR,Entered,6/27/2020,LSU,,94.83,North Shore,https://www.on3.com/rivals/eric-monroe-42275/
Texas Tech,Chadarius Townsend,RB,RS-SO,Committed,,Alabama,Texas Tech Red Raiders,91.88,Tanner,https://www.on3.com/rivals/chadarius-townsend-19705/
Texas Tech,Houston Miller,EDGE,RS-JR,Entered,6/11/2020,Avatar,Texas Tech,82.23,Keller,https://www.on3.com/rivals/houston-miller-48253/
Texas Tech,Chadarius Townsend,RB,RS-SO,Entered,6/09/2020,Alabama,,91.88,Tanner,https://www.on3.com/rivals/chadarius-townsend-19705/
Texas Tech,Christian Taylor,S,RS-SR,Committed,,Avatar,Texas Tech,83.58,Jersey Village,https://www.on3.com/rivals/christian-taylor-23196/
Texas Tech,Henry Teeter,WR,SO,Entered,5/27/2020,Holy Cross,,77.77,Central,https://www.on3.com/rivals/henry-teeter-48040/
Texas Tech,Jacob Morgenstern,LB,RS-JR,Committed,,Duke,Texas Tech Red Raiders,82.20,St. Luke's School,https://www.on3.com/rivals/jacob-morgenstern-52107/
Texas Tech,Brayden Stringer,LB,RS-JR,Entered,4/26/2020,Avatar,Texas Tech,83.73,Cy Ranch,https://www.on3.com/rivals/brayden-stringer-13572/
Texas Tech,Josh Burger,OT,RS-JR,Committed,,Wofford,Texas Tech Red Raiders,,Aurora,https://www.on3.com/rivals/josh-burger-66910/
Texas Tech,Josh Burger,OT,RS-JR,Entered,4/05/2020,Wofford,,,Aurora,https://www.on3.com/rivals/josh-burger-66910/
Texas Tech,Christian Taylor,S,RS-SR,Entered,3/01/2020,Avatar,Texas Tech,83.58,Jersey Village,https://www.on3.com/rivals/christian-taylor-23196/
Texas Tech,Christian LaValle,LB,FR,Committed,,Avatar,Utah State,84.43,Mission Viejo,https://www.on3.com/rivals/christian-lavalle-22992/
Texas Tech,Brandon Randle,LB,RS-JR,Committed,,Michigan State,Texas Tech Red Raiders,88.09,Battle Creek Central,https://www.on3.com/rivals/brandon-randle-12978/
Texas Tech,Christian LaValle,LB,FR,Entered,12/12/2019,Avatar,Utah State,84.43,Mission Viejo,https://www.on3.com/rivals/christian-lavalle-22992/
Texas Tech,Brandon Randle,LB,RS-JR,Entered,12/06/2019,Michigan State,,88.09,Battle Creek Central,https://www.on3.com/rivals/brandon-randle-12978/
Texas Tech,Jacob Morgenstern,LB,RS-JR,Entered,12/04/2019,Texas Tech,,82.20,St. Luke's School,https://www.on3.com/rivals/jacob-morgenstern-52107/
Texas Tech,Jackson Tyner,QB,RS-SR,Entered,6/25/2019,Avatar,Texas Tech,80.30,Edgewood,https://www.on3.com/rivals/jackson-tyner-51726/
Texas Tech,Geno Albini,LS,JR,Entered,5/28/2019,Avatar,Texas Tech,,Wimberley,https://www.on3.com/rivals/geno-albini-45544/
Texas Tech,RJ Turner,WR,SR,Entered,5/06/2019,Avatar,Texas Tech,77.05,Natchitoches Central,https://www.on3.com/rivals/rj-turner-100697/
Texas Tech,Armand Shyne,RB,SR,Entered,4/17/2019,Avatar,Texas Tech,,Skyline,https://www.on3.com/rivals/armand-shyne-7501/
Texas Tech,Matt Keeler,OT,SR,Entered,,St. Thomas More,,83.17,St. Thomas More,https://www.on3.com/rivals/matt-keeler-85396/
Troy,Jordan Anthony,LB,RS-SO,Committed,,Avatar,Michigan,94.66,IMG Academy,https://www.on3.com/rivals/jordan-anthony-65154/
Troy,Tyler Sumpter,K,RS-JR,Committed,,Troy,West Virginia Mountaineers,78.08,Spain Park,https://www.on3.com/rivals/tyler-sumpter-118150/
Troy,Ja'Quez Dunmore,S,SO,Entered,4/19/2020,Avatar,Troy,77.77,Amos P. Godby,https://www.on3.com/rivals/jaquez-dunmore-50675/
Troy,Tyler Sumpter,K,RS-JR,Entered,1/08/2020,Troy,,78.08,Spain Park,https://www.on3.com/rivals/tyler-sumpter-118150/
Troy,Keyshawn Swanson,CB,FR,Committed,,Akron,Troy Trojans,78.50,West Florida,https://www.on3.com/rivals/keyshawn-swanson-74733/
Troy,Jordan Anthony,LB,RS-SO,Entered,12/09/2019,Avatar,Michigan,94.66,IMG Academy,https://www.on3.com/rivals/jordan-anthony-65154/
Troy,Travius Harris,DL,RS-SO,Entered,12/06/2019,Avatar,Troy,78.42,James Rickards,https://www.on3.com/rivals/travius-harris-114787/
Troy,Keyshawn Swanson,CB,FR,Entered,9/24/2019,Akron,,78.50,West Florida,https://www.on3.com/rivals/keyshawn-swanson-74733/
Tulane,Chris Joyce,CB,SO,Committed,,Tulane,McNeese State Cowboys,77.50,Dutchtown,https://www.on3.com/rivals/chris-joyce-143101/
Tulane,Chris Joyce,CB,SO,Entered,5/13/2020,Tulane,,77.50,Dutchtown,https://www.on3.com/rivals/chris-joyce-143101/
Tulane,Darius Hodges,LB,FR,Entered,,Tulane,,80.00,Park Crossing,https://www.on3.com/rivals/darius-hodges-30268/
Tulsa,Brian Johnson,S,RS-FR,Committed,,Texas A&M,Tulsa Golden Hurricane,87.40,Manvel,https://www.on3.com/rivals/brian-johnson-142276/
Tulsa,Deneric Prince,RB,RS-FR,Committed,,Texas A&M,Tulsa Golden Hurricane,83.13,Manvel,https://www.on3.com/rivals/deneric-prince-34163/
Tulsa,Grayson Boomer,TE,FR,Committed,,Oklahoma State,Tulsa Golden Hurricane,91.57,Collinsville,https://www.on3.com/rivals/grayson-boomer-46650/
Tulsa,Grayson Boomer,TE,FR,Entered,12/02/2019,Oklahoma State,,91.57,Collinsville,https://www.on3.com/rivals/grayson-boomer-46650/
Tulsa,Brian Johnson,S,RS-FR,Entered,11/20/2019,Texas A&M,,87.40,Manvel,https://www.on3.com/rivals/brian-johnson-142276/
Tulsa,Deneric Prince,RB,RS-FR,Entered,9/16/2019,Texas A&M,,83.13,Manvel,https://www.on3.com/rivals/deneric-prince-34163/
UAB,Skylor Clinton,TE,RS-SR,Committed,,Avatar,UAB,,Prescott,https://www.on3.com/rivals/skylor-clinton-107738/
UAB,Skylor Clinton,TE,RS-SR,Entered,8/19/2020,Avatar,UAB,,Prescott,https://www.on3.com/rivals/skylor-clinton-107738/
UCF,Tony Gray,OT,RS-SO,Committed,,Avatar,UCF,89.40,Grayson,https://www.on3.com/rivals/tony-gray-113872/
UCF,Tony Gray,OT,RS-SO,Entered,8/22/2020,Avatar,UCF,89.40,Grayson,https://www.on3.com/rivals/tony-gray-113872/
UCF,Divaad Wilson,CB,RS-FR,Committed,,Georgia,UCF Knights,90.70,Northwestern,https://www.on3.com/rivals/divaad-wilson-37229/
UCF,Divaad Wilson,CB,RS-FR,Entered,7/20/2020,Georgia,,90.70,Northwestern,https://www.on3.com/rivals/divaad-wilson-37229/
UCF,Jalen Pinkney,EDGE,JR,Committed,,Avatar,UCF,87.34,Norcross,https://www.on3.com/rivals/jalen-pinkney-54457/
UCF,Raymond Cutts,EDGE,FR,Entered,5/14/2020,UCF,,,Jones,https://www.on3.com/rivals/raymond-cutts-98981/
UCF,Jalen Pinkney,EDGE,JR,Entered,4/30/2020,Avatar,UCF,87.34,Norcross,https://www.on3.com/rivals/jalen-pinkney-54457/
UCLA,Austin Burton,QB,RS-SO,Entered,4/20/2020,UCLA,,80.83,West Orange,https://www.on3.com/rivals/austin-burton-8240/
UCLA,Chris Murray,IOL,SO,Entered,4/02/2020,UCLA,,91.51,Mater Dei,https://www.on3.com/rivals/chris-murray-22201/
UCLA,Chris Murray,IOL,SO,Committed,,UCLA,Oklahoma Sooners,91.51,Mater Dei,https://www.on3.com/rivals/chris-murray-22201/
UCLA,Marcus Moore,EDGE,RS-SO,Committed,,Avatar,UCLA,86.03,Crespi,https://www.on3.com/rivals/marcus-moore-82890/
UCLA,Noah Keeter,LB,FR,Committed,,UCLA,Florida Gators,81.23,F. W. Buchholz,https://www.on3.com/rivals/noah-keeter-93636/
UCLA,Marcus Moore,EDGE,RS-SO,Entered,12/10/2019,Avatar,UCLA,86.03,Crespi,https://www.on3.com/rivals/marcus-moore-82890/
UCLA,Noah Keeter,LB,FR,Entered,12/02/2019,UCLA,,81.23,F. W. Buchholz,https://www.on3.com/rivals/noah-keeter-93636/
UCLA,Caleb Johnson,LB,RS-JR,Entered,10/03/2019,Texas,,89.92,Vista Murrieta,https://www.on3.com/rivals/caleb-johnson-144068/
UCLA,Caleb Johnson,LB,RS-JR,Committed,,Texas,UCLA Bruins,89.92,Vista Murrieta,https://www.on3.com/rivals/caleb-johnson-144068/
UCLA,Jason Harris,EDGE,SR,Entered,5/30/2019,Avatar,UCLA,,Barrington,https://www.on3.com/rivals/jason-harris-57584/
UCLA,Wade Lees,P,SR,Entered,5/09/2019,Avatar,UCLA,,Australia,https://www.on3.com/rivals/wade-lees-119964/
UNLV,Mekhi Stevenson,WR,RS-JR,Committed,,Avatar,UNLV,80.77,Helix,https://www.on3.com/rivals/mekhi-stevenson-86966/
UNLV,Clayton Bradley,OT,RS-SR,Committed,,Avatar,USC,88.73,Servite,https://www.on3.com/rivals/clayton-bradley-23902/
UNLV,Mekhi Stevenson,WR,RS-JR,Entered,12/31/2020,Avatar,UNLV,80.77,Helix,https://www.on3.com/rivals/mekhi-stevenson-86966/
UNLV,Armani Rogers,QB,SR,Committed,,Avatar,UNLV,87.67,Hamilton,https://www.on3.com/rivals/armani-rogers-7536/
UNLV,Armani Rogers,QB,SR,Entered,7/07/2020,Avatar,UNLV,87.67,Hamilton,https://www.on3.com/rivals/armani-rogers-7536/
UNLV,Travis Mumphrey,QB,FR,Entered,6/30/2020,Avatar,UNLV,83.67,John Ehret,https://www.on3.com/rivals/travis-mumphrey-114662/
UNLV,Justin Rogers,QB,RS-FR,Committed,,TCU,UNLV Rebels,95.09,Parkway,https://www.on3.com/rivals/justin-rogers-69739/
UNLV,Clayton Bradley,OT,RS-SR,Entered,1/09/2020,Avatar,USC,88.73,Servite,https://www.on3.com/rivals/clayton-bradley-23902/
UNLV,Adam Plant,EDGE,FR,Committed,,TCU,UNLV Rebels,86.20,Bishop Gorman,https://www.on3.com/rivals/adam-plant-1289/
UNLV,Adam Plant,EDGE,FR,Entered,12/23/2019,TCU,,86.20,Bishop Gorman,https://www.on3.com/rivals/adam-plant-1289/
UNLV,Justin Rogers,QB,RS-FR,Entered,10/31/2019,TCU,,95.09,Parkway,https://www.on3.com/rivals/justin-rogers-69739/
UNLV,Randal Grimes,WR,JR,Entered,5/24/2019,Avatar,UNLV,90.20,Desert Pines,https://www.on3.com/rivals/randal-grimes-98225/
USC,Clayton Bradley,OT,RS-SR,Committed,,Avatar,USC,88.73,Servite,https://www.on3.com/rivals/clayton-bradley-23902/
USC,C.J. Pollard,S,JR,Committed,,Avatar,USC,90.07,Junipero Serra,https://www.on3.com/rivals/cj-pollard-16480/
USC,JT Daniels,QB,SO,Entered,5/29/2020,USC,,97.81,Mater Dei,https://www.on3.com/rivals/jt-daniels-68384/
USC,JT Daniels,QB,SO,Committed,,USC,Georgia Bulldogs,97.81,Mater Dei,https://www.on3.com/rivals/jt-daniels-68384/
USC,Jack Sears,QB,JR,Entered,5/18/2020,USC,,93.62,San Clemente,https://www.on3.com/rivals/jack-sears-51324/
USC,Jack Sears,QB,JR,Committed,,USC,Boise State Broncos,93.62,San Clemente,https://www.on3.com/rivals/jack-sears-51324/
USC,C.J. Pollard,S,JR,Entered,1/27/2020,Avatar,USC,90.07,Junipero Serra,https://www.on3.com/rivals/cj-pollard-16480/
USC,Velus Jones Jr.,WR,SR,Entered,1/09/2020,USC,,11.75,Saraland,https://www.on3.com/rivals/velus-jones-jr-141342/
USC,Velus Jones Jr.,WR,SR,Committed,,USC,Tennessee Volunteers,11.75,Saraland,https://www.on3.com/rivals/velus-jones-jr-141342/
USC,Clayton Bradley,OT,RS-SR,Entered,1/09/2020,Avatar,USC,88.73,Servite,https://www.on3.com/rivals/clayton-bradley-23902/
USC,Drew Richmond,OT,SR,Entered,4/06/2019,Avatar,USC,96.39,Memphis University School,https://www.on3.com/rivals/drew-richmond-39159/
Utah,Mufi Hunt,EDGE,SR,Committed,,Avatar,Utah,85.90,Taylorsville,https://www.on3.com/rivals/mufi-hunt-138864/
Utah,Mufi Hunt,EDGE,SR,Entered,12/22/2020,Avatar,Utah,85.90,Taylorsville,https://www.on3.com/rivals/mufi-hunt-138864/
Utah,Dalton Kincaid,TE,SO,Committed,,San Diego,Utah Utes,,Faith Lutheran,https://www.on3.com/rivals/dalton-kincaid-157518/
Utah,Dalton Kincaid,TE,SO,Entered,7/31/2020,San Diego,Utah,,Faith Lutheran,https://www.on3.com/rivals/dalton-kincaid-157518/
Utah,Devontae Henry-Cole,RB,SR,Committed,,Avatar,Utah,83.22,St. Thomas Aquinas,https://www.on3.com/rivals/devontae-henry-cole-36534/
Utah,Devontae Henry-Cole,RB,SR,Entered,7/23/2020,Avatar,Utah,83.22,St. Thomas Aquinas,https://www.on3.com/rivals/devontae-henry-cole-36534/
Utah,Jason Shelley,QB,JR,Committed,,Avatar,Utah,85.27,Lone Star,https://www.on3.com/rivals/jason-shelley-57770/
Utah,Devin Kaufusi,EDGE,SO,Committed,,BYU,Utah Utes,82.98,Timpview,https://www.on3.com/rivals/devin-kaufusi-36065/
Utah,Devin Kaufusi,EDGE,SO,Entered,4/08/2020,BYU,,82.98,Timpview,https://www.on3.com/rivals/devin-kaufusi-36065/
Utah,Jason Shelley,QB,JR,Entered,2/07/2020,Avatar,Utah,85.27,Lone Star,https://www.on3.com/rivals/jason-shelley-57770/
Utah,Hunter Thedford,TE,SR,Entered,7/09/2019,Avatar,Utah,79.42,Comanche,https://www.on3.com/rivals/hunter-thedford-48641/
Utah,Mique Juarez,EDGE,SR,Entered,5/14/2019,Avatar,Utah,97.29,North,https://www.on3.com/rivals/mique-juarez-139168/
Utah,Noah Osur-Myers,IOL,SR,Entered,5/13/2019,Avatar,Utah,82.80,Las Lomas,https://www.on3.com/rivals/noah-osur-myers-93697/
Utah,Alex Locklear,IOL,SR,Entered,4/29/2019,Avatar,Utah,79.86,Spring Valley,https://www.on3.com/rivals/alex-locklear-3166/
Utah State,Sam Lockett,S,RS-FR,Entered,10/07/2020,Utah State,,82.38,Gonzaga Preparatory School,https://www.on3.com/rivals/sam-lockett-104367/
Utah State,Morian Walker,RB,SR,Committed,,Avatar,Utah State,,Valley Christian,https://www.on3.com/rivals/morian-walker-90404/
Utah State,Braxton Gunther,S,RS-JR,Committed,,Avatar,Utah State,80.27,Woods Cross,https://www.on3.com/rivals/braxton-gunther-13478/
Utah State,Devontae Henry-Cole,RB,SR,Committed,,Avatar,Utah,83.22,St. Thomas Aquinas,https://www.on3.com/rivals/devontae-henry-cole-36534/
Utah State,Henry Colombi,QB,RS-SO,Committed,,Utah State,Texas Tech Red Raiders,82.47,Chaminade-Madonna Prep,https://www.on3.com/rivals/henry-colombi-47965/
Utah State,Devontae Henry-Cole,RB,SR,Entered,7/23/2020,Avatar,Utah,83.22,St. Thomas Aquinas,https://www.on3.com/rivals/devontae-henry-cole-36534/
Utah State,Henry Colombi,QB,RS-SO,Entered,7/15/2020,Utah State,,82.47,Chaminade-Madonna Prep,https://www.on3.com/rivals/henry-colombi-47965/
Utah State,Jason Shelley,QB,JR,Committed,,Avatar,Utah,85.27,Lone Star,https://www.on3.com/rivals/jason-shelley-57770/
Utah State,C.J. Pollard,S,JR,Committed,,Avatar,USC,90.07,Junipero Serra,https://www.on3.com/rivals/cj-pollard-16480/
Utah State,Braxton Gunther,S,RS-JR,Entered,5/30/2020,Avatar,Utah State,80.27,Woods Cross,https://www.on3.com/rivals/braxton-gunther-13478/
Utah State,Marcus Moore,EDGE,RS-SO,Committed,,Avatar,UCLA,86.03,Crespi,https://www.on3.com/rivals/marcus-moore-82890/
Utah State,Jason Shelley,QB,JR,Entered,2/07/2020,Avatar,Utah,85.27,Lone Star,https://www.on3.com/rivals/jason-shelley-57770/
Utah State,C.J. Pollard,S,JR,Entered,1/27/2020,Avatar,USC,90.07,Junipero Serra,https://www.on3.com/rivals/cj-pollard-16480/
Utah State,Christian LaValle,LB,FR,Committed,,Avatar,Utah State,84.43,Mission Viejo,https://www.on3.com/rivals/christian-lavalle-22992/
Utah State,Christian LaValle,LB,FR,Entered,12/12/2019,Avatar,Utah State,84.43,Mission Viejo,https://www.on3.com/rivals/christian-lavalle-22992/
Utah State,Marcus Moore,EDGE,RS-SO,Entered,12/10/2019,Avatar,UCLA,86.03,Crespi,https://www.on3.com/rivals/marcus-moore-82890/
Utah State,Morian Walker,RB,SR,Entered,12/10/2019,Avatar,Utah State,,Valley Christian,https://www.on3.com/rivals/morian-walker-90404/
Utah State,Keegan Duncan,LB,FR,Committed,,Avatar,Boise State,84.05,Declo Senior,https://www.on3.com/rivals/keegan-duncan-71773/
Utah State,Keegan Duncan,LB,FR,Entered,8/23/2019,Avatar,Boise State,84.05,Declo Senior,https://www.on3.com/rivals/keegan-duncan-71773/
UTEP,Sione Tupou,LB,RS-JR,Committed,,UTEP,Texas State Bobcats,74.82,Allen,https://www.on3.com/rivals/sione-tupou-107607/
UTEP,Sione Tupou,LB,RS-JR,Entered,5/01/2020,UTEP,,74.82,Allen,https://www.on3.com/rivals/sione-tupou-107607/
UTSA,Charles Wiley,EDGE,RS-JR,Committed,,Avatar,Ole Miss,91.25,Stockbridge,https://www.on3.com/rivals/charles-wiley-20355/
UTSA,Julon Williams,WR,RS-FR,Committed,,Houston,UTSA Roadrunners,85.73,Judson,https://www.on3.com/rivals/julon-williams-68820/
UTSA,Julon Williams,WR,RS-FR,Entered,6/05/2020,Houston,,85.73,Judson,https://www.on3.com/rivals/julon-williams-68820/
UTSA,Charles Wiley,EDGE,RS-JR,Entered,6/04/2020,Avatar,Ole Miss,91.25,Stockbridge,https://www.on3.com/rivals/charles-wiley-20355/
UTSA,Josh Adkins,QB,RS-SO,Committed,,Avatar,New Mexico State,79.27,Smithson Valley,https://www.on3.com/rivals/josh-adkins-66752/
UTSA,Josh Adkins,QB,RS-SO,Entered,4/03/2020,Avatar,New Mexico State,79.27,Smithson Valley,https://www.on3.com/rivals/josh-adkins-66752/
UTSA,JayVeon Cardwell,CB,RS-FR,Committed,,Oklahoma State,UTSA Roadrunners,87.73,Steele,https://www.on3.com/rivals/jayveon-cardwell-59263/
