team,institution_key,name,position,height,weight,stars,rating,status,from_school,to_school,profile_url
Illinois,24039,Saboor Karriem,S,"6'3""",210 lbs,3,0.8500,Enrolled,Illinois,Temple,https://247sports.com/player/saboor-karriem-46128685/college-300289/
Illinois,24039,Angelo McCullom,DL,"6'2""",300 lbs,3,0.8800,Enrolled,Illinois,Texas A&M,https://247sports.com/player/angelo-mccullom-46131105/college-307431/
Illinois,24039,Donovan Turner,CB,"6'2""",190 lbs,0,( N/A ),Committed,Illinois,Sacramento State,https://247sports.com/player/donovan-turner-46113240/college-339872/
Illinois,24039,Tomiwa Durojaiye,DL,"6'5""",300 lbs,4,0.9300,Enrolled,Illinois,South Carolina,https://247sports.com/player/tomiwa-durojaiye-46086744/college-333170/
Illinois,24039,Amar Reynolds,CB,"6'0""",190 lbs,3,0.8400,Enrolled,Illinois,Florida Atlantic,https://247sports.com/player/amar-reynolds-46137143/college-317260/
Illinois,24039,Curt Neal,DL,"6'0""",310 lbs,3,0.8600,Enrolled,Illinois,Purdue,https://247sports.com/player/curt-neal-46058787/college-333173/
Illinois,24039,Eli Coenen,DL,"6'7""",290 lbs,3,0.8600,Enrolled,Illinois,Michigan State,https://247sports.com/player/eli-coenen-46159151/college-342246/
Illinois,24039,Tyler McMillan,OT,"6'5""",335 lbs,2,0.7500,Enrolled,Illinois,Eastern Michigan,https://247sports.com/player/tyler-mcmillan-46098790/college-340929/
Illinois,24039,Ashton Hollins,WR,"6'5""",195 lbs,3,0.8400,Enrolled,Illinois,Georgia Southern,https://247sports.com/player/ashton-hollins-46116449/college-281844/
Illinois,24039,Ethan Hampton,QB,"6'3""",230 lbs,3,0.8300,Committed,Illinois,Southern Miss,https://247sports.com/player/ethan-hampton-46094137/college-333171/
Illinois,24039,Justin Bowick,WR,"6'4""",210 lbs,4,0.9000,Enrolled,Illinois,Oklahoma State,https://247sports.com/player/justin-bowick-46146043/college-333168/
Illinois,24039,Kaleb Patterson,CB,"6'1""",195 lbs,3,0.8700,Enrolled,Illinois,Kansas State,https://247sports.com/player/kaleb-patterson-46111838/college-291357/
Illinois,24039,Jake Furtney,TE,"6'5""",235 lbs,3,0.8400,Enrolled,Illinois,Ohio,https://247sports.com/player/jake-furtney-46139417/college-336633/
Illinois,24039,Tyson Rooks,CB,"6'4""",205 lbs,3,0.8500,Enrolled,Illinois,Florida Atlantic,https://247sports.com/player/tyson-rooks-46128614/college-281851/
Illinois,24039,Malachi Hood,LB,"6'2""",235 lbs,3,0.8500,Enrolled,Illinois,West Virginia,https://247sports.com/player/malachi-hood-46108991/college-276280/
Illinois,24039,Cole Rusk,TE,"6'5""",250 lbs,4,0.9100,Committed,Illinois,Arizona,https://247sports.com/player/cole-rusk-46098468/college-307441/
Illinois,24039,David Olano,K,"5'10""",160 lbs,3,0.8400,Enrolled,Illinois,Texas A&M,https://247sports.com/player/david-olano-46130539/college-291356/
Illinois,24039,Jojo Hayden,LB,"6'2""",245 lbs,3,0.8700,Enrolled,Illinois,Purdue,https://247sports.com/player/jojo-hayden-46108966/college-291353/
Illinois,24039,Kellen Francis,OT,"6'5""",320 lbs,0,( N/A ),N/A,Illinois,N/A,https://247sports.com/player/kellen-francis-46149693/college-317257/
Illinois,24039,Vernon Woodward III,CB,"6'1""",200 lbs,3,0.8500,Committed,Illinois,Jacksonville State,https://247sports.com/player/vernon-woodward-iii-46139640/college-307435/
Illinois,24039,Mario Sanders II,WR,"5'10""",195 lbs,3,0.8400,Committed,Illinois,Southern Miss,https://247sports.com/player/mario-sanders-ii-46101223/college-307433/
Illinois,24039,Jeremiah Warren,DL,"6'3""",310 lbs,3,0.8600,Enrolled,Illinois,Pittsburgh,https://247sports.com/player/jeremiah-warren-46117073/college-300294/
Illinois,24039,Easton Baker,LB,"6'0""",220 lbs,3,0.8300,N/A,Illinois,N/A,https://247sports.com/player/easton-baker-46111898/college-317256/
Illinois,24039,Trey Petty,QB,"6'0""",205 lbs,3,0.8300,Committed,Illinois,Western Michigan,https://247sports.com/player/trey-petty-46116941/college-307432/
Illinois,24039,Malik Elzy,WR,"6'2""",225 lbs,3,0.8600,Committed,Illinois,LSU,https://247sports.com/player/malik-elzy-46098800/college-300292/
Indiana,24040,Joe Brunner,IOL,"6'5""",317 lbs,4,0.9300,Enrolled,Wisconsin,Indiana,https://247sports.com/player/joe-brunner-46085953/college-285090/
Indiana,24040,Carson Williams,CB,"5'11""",170 lbs,3,0.8600,Enrolled,Montana State,Indiana,https://247sports.com/player/carson-williams-46138671/college-321640/
Indiana,24040,Paddy McAteer,K,"6'3""",207 lbs,3,0.8300,Enrolled,Troy,Indiana,https://247sports.com/player/paddy-mcateer-46163734/college-349434/
Indiana,24040,Brock Schott,TE,"6'3""",245 lbs,3,0.8700,Enrolled,Miami,Indiana,https://247sports.com/player/brock-schott-46138730/college-333234/
Indiana,24040,Preston Zachman,S,"6'1""",212 lbs,3,0.8600,Enrolled,Wisconsin,Indiana,https://247sports.com/player/preston-zachman-46079340/college-246548/
Indiana,24040,Joshua Burnham,Edge,"6'4""",260 lbs,3,0.8900,Enrolled,Notre Dame,Indiana,https://247sports.com/player/joshua-burnham-46093888/college-275470/
Indiana,24040,Billy Gowers,P,"6'1""",205 lbs,3,0.8400,Enrolled,Hawaii,Indiana,https://247sports.com/player/billy-gowers-46163179/college-347954/
Indiana,24040,Turbo Richard,RB,"5'8""",207 lbs,3,0.8800,Enrolled,Boston College,Indiana,https://247sports.com/player/turbo-richard-46136597/college-320249/
Indiana,24040,Chiddi Obiazor,Edge,"6'6""",275 lbs,3,0.8700,Enrolled,Kansas State,Indiana,https://247sports.com/player/chiddi-obiazor-46117293/college-301165/
Indiana,24040,Shazz Preston,WR,"6'0""",206 lbs,3,0.8600,Enrolled,Tulane,Indiana,https://247sports.com/player/shazz-preston-46078814/college-310151/
Indiana,24040,Drew Clausen,LS,"6'6""",260 lbs,3,0.8300,Enrolled,Iowa State,Indiana,https://247sports.com/player/drew-clausen-46163592/college-348999/
Indiana,24040,A.J. Harris,CB,"6'1""",193 lbs,4,0.9000,Enrolled,Penn State,Indiana,https://247sports.com/player/aj-harris-46112778/college-310218/
Indiana,24040,Tobi Osunsanmi,Edge,"6'3""",250 lbs,4,0.9400,Enrolled,Kansas State,Indiana,https://247sports.com/player/tobi-osunsanmi-46114771/college-285366/
Indiana,24040,Josh Hoover,QB,"6'2""",200 lbs,4,0.9300,Enrolled,TCU,Indiana,https://247sports.com/player/josh-hoover-46093827/college-277694/
Indiana,24040,Joe Hjelle,DL,"6'3""",300 lbs,3,0.8500,Enrolled,Tulsa,Indiana,https://247sports.com/player/joe-hjelle-46146054/college-318723/
Indiana,24040,Quan Sanks,S,"5'10""",195 lbs,3,0.8600,Enrolled,Cincinnati,Indiana,https://247sports.com/player/quan-sanks-46139029/college-310177/
Indiana,24040,Nick Marsh,WR,"6'3""",203 lbs,4,0.9400,Enrolled,Michigan State,Indiana,https://247sports.com/player/nick-marsh-46098668/college-311277/
Indiana,24040,J'mari Monette,DL,"6'3""",286 lbs,3,0.8300,Enrolled,Indiana,Memphis,https://247sports.com/player/jmari-monette-46113653/college-284161/
Indiana,24040,Hosea Wheeler,DL,"6'3""",298 lbs,4,0.9200,Enrolled,Indiana,Baylor,https://247sports.com/player/hosea-wheeler-46153998/college-327916/
Indiana,24040,Evan Lawrence,OT,"6'6""",306 lbs,3,0.8700,Enrolled,Indiana,San Diego State,https://247sports.com/player/evan-lawrence-46142126/college-316975/
Indiana,24040,Ace Ciongoli,WR,"5'11""",190 lbs,0,( N/A ),Enrolled,Indiana,Florida,https://247sports.com/player/ace-ciongoli-46155852/college-339788/
Indiana,24040,Alberto Mendoza,QB,"6'2""",207 lbs,3,0.8600,Enrolled,Indiana,Georgia Tech,https://247sports.com/player/alberto-mendoza-46135097/college-316984/
Indiana,24040,Dontrae Henderson,CB,"5'11""",183 lbs,2,0.7900,Enrolled,Indiana,Arkansas State,https://247sports.com/player/dontrae-henderson-46130943/college-306924/
Indiana,24040,Jah Jah Boyd,S,"5'11""",188 lbs,3,0.8500,Enrolled,Indiana,Colorado,https://247sports.com/player/jah-jah-boyd-46138563/college-316982/
Indiana,24040,Finn Walters,Edge,"6'5""",242 lbs,0,( N/A ),N/A,Indiana,N/A,https://247sports.com/player/finn-walters-46128592/college-348757/
Indiana,24040,Aden Cannon,Edge,"6'6""",268 lbs,0,( N/A ),Enrolled,Indiana,Illinois State,https://247sports.com/player/aden-cannon-46152008/college-321297/
Indiana,24040,Mitch Verstegen,IOL,"6'4""",308 lbs,3,0.8300,N/A,Indiana,N/A,https://247sports.com/player/mitch-verstegen-46133739/college-316983/
Indiana,24040,William DePaepe,Edge,"6'6""",260 lbs,3,0.8400,Enrolled,Indiana,UMass,https://247sports.com/player/william-depaepe-46135163/college-316981/
Indiana,24040,Andrew DePaepe,Edge,"6'5""",261 lbs,4,0.9400,Enrolled,Indiana,UMass,https://247sports.com/player/andrew-depaepe-46113946/college-316964/
Indiana,24040,Amariyun Knighten,CB,"6'0""",178 lbs,2,0.7900,N/A,Indiana,N/A,https://247sports.com/player/amariyun-knighten-46100253/college-327917/
Indiana,24040,Makai Jackson,WR,"6'0""",197 lbs,3,0.8600,Enrolled,Indiana,Liberty,https://247sports.com/player/makai-jackson-46137826/college-327915/
Indiana,24040,Bruno Massel IV,WR,"5'11""",193 lbs,0,( N/A ),N/A,Indiana,N/A,https://247sports.com/player/bruno-massel-iv-46164187/college-350581/
Indiana,24040,Jackson Wasserstrom,WR,"5'11""",175 lbs,0,( N/A ),N/A,Indiana,N/A,https://247sports.com/player/jackson-wasserstrom-46132002/college-318316/
Iowa,24041,Cody Haddad,S,"5'11""",186 lbs,3,0.8600,Enrolled,Ohio State,Iowa,https://247sports.com/player/cody-haddad-46137002/college-334231/
Iowa,24041,Lance Beeghley,WR,"6'2""",194 lbs,3,0.8300,Enrolled,SMU,Iowa,https://247sports.com/player/lance-beeghley-46143663/college-343127/
Iowa,24041,Emmanuel Olagbaju,DL,"6'3""",295 lbs,3,0.8800,Enrolled,North Dakota,Iowa,https://247sports.com/player/emmanuel-olagbaju-46163835/college-349677/
Iowa,24041,Evan James,WR,"5'11""",170 lbs,3,0.8500,Enrolled,Furman,Iowa,https://247sports.com/player/evan-james-46142761/college-348665/
Iowa,24041,Tanner Philpott,P,"6'2""",200 lbs,0,( N/A ),Enrolled,Simpson College,Iowa,https://247sports.com/player/tanner-philpott-46165019/college-352662/
Iowa,24041,Eli Ozick,K,"5'11""",195 lbs,3,0.8400,Enrolled,North Dakota State,Iowa,https://247sports.com/player/eli-ozick-46163523/college-348813/
Iowa,24041,Lance Ingold,Edge,"6'5""",258 lbs,3,0.8700,Enrolled,Northern Illinois,Iowa,https://247sports.com/player/lance-ingold-46145984/college-320328/
Iowa,24041,Xavier Styles,S,"6'2""",190 lbs,3,0.8500,Enrolled,Robert Morris,Iowa,https://247sports.com/player/xavier-styles-46163369/college-348360/
Iowa,24041,Trent Wilson,IOL,"6'3""",298 lbs,3,0.8500,Enrolled,James Madison,Iowa,https://247sports.com/player/trent-wilson-46148430/college-332076/
Iowa,24041,Tyler Brown,S,"5'10""",193 lbs,3,0.8600,Enrolled,James Madison,Iowa,https://247sports.com/player/tyler-brown-46136082/college-319896/
Iowa,24041,Anthony Hawkins,S,"6'3""",195 lbs,3,0.8600,Enrolled,Villanova,Iowa,https://247sports.com/player/anthony-hawkins-46163297/college-348187/
Iowa,24041,L.J. Phillips Jr.,RB,"5'9""",225 lbs,3,0.8500,Enrolled,South Dakota,Iowa,https://247sports.com/player/lj-phillips-jr-46136449/college-348140/
Iowa,24041,Tony Diaz,WR,"5'11""",176 lbs,3,0.8500,Enrolled,Texas-Rio Grande Valley,Iowa,https://247sports.com/player/tony-diaz-46163146/college-347896/
Iowa,24041,Brice Stevenson,DL,"6'1""",295 lbs,3,0.8300,Enrolled,Holy Cross,Iowa,https://247sports.com/player/brice-stevenson-46163455/college-348629/
Iowa,24041,Kahmari Brown,Edge,"6'2""",220 lbs,3,0.8600,Enrolled,Elon,Iowa,https://247sports.com/player/kahmari-brown-46154034/college-325738/
Iowa,24041,CJ Bell Jr.,CB,"6'1""",186 lbs,3,0.8500,Committed,Iowa,UConn,https://247sports.com/player/cj-bell-jr-46139509/college-328516/
Iowa,24041,Koen Entringer,S,"6'1""",211 lbs,3,0.8900,Enrolled,Iowa,Louisville,https://247sports.com/player/koen-entringer-46114883/college-282723/
Iowa,24041,Kael Kolarik,S,"6'0""",210 lbs,0,( N/A ),Committed,Iowa,South Dakota,https://247sports.com/player/kael-kolarik-46128919/college-343222/
Iowa,24041,Jaziun Patterson,RB,"5'10""",210 lbs,3,0.8700,Enrolled,Iowa,Michigan State,https://247sports.com/player/jaziun-patterson-46081922/college-282726/
Iowa,24041,Brian Allen,Edge,"6'3""",264 lbs,4,0.9100,Committed,Iowa,Vanderbilt,https://247sports.com/player/brian-allen-46109686/college-276030/
Iowa,24041,Rhys Dakin,P,"6'4""",223 lbs,3,0.8300,Enrolled,Iowa,Michigan State,https://247sports.com/player/rhys-dakin-46145884/college-311208/
Iowa,24041,Terrell Washington Jr.,RB,"5'10""",208 lbs,3,0.8500,Committed,Iowa,New Mexico State,https://247sports.com/player/terrell-washington-jr-46097111/college-291850/
Iowa,24041,Jackson Stratton,QB,"6'4""",205 lbs,3,0.8300,N/A,Iowa,N/A,https://247sports.com/player/jackson-stratton-46111602/college-318428/
Iowa State,24021,Jaheim Singletary,CB,"6'2""",201 lbs,3,0.8600,Enrolled,Arkansas,Iowa State,https://247sports.com/player/jaheim-singletary-46082114/college-297374/
Iowa State,24021,Isaac Terrell,Edge,"6'2""",247 lbs,3,0.8700,Enrolled,Washington State,Iowa State,https://247sports.com/player/isaac-terrell-46129054/college-299904/
Iowa State,24021,Malcolm Jones,S,"6'1""",206 lbs,3,0.8600,Enrolled,Jacksonville State,Iowa State,https://247sports.com/player/malcolm-jones-46115222/college-319089/
Iowa State,24021,Jareb Ramos,DL,"6'4""",287 lbs,3,0.8500,Enrolled,Montana,Iowa State,https://247sports.com/player/jareb-ramos-46113824/college-348977/
Iowa State,24021,Seth Johnson,CB,"5'10""",180 lbs,3,0.8600,Enrolled,Montana State,Iowa State,https://247sports.com/player/seth-johnson-46163553/college-348898/
Iowa State,24021,Tyrone Cotton III,CB,"6'1""",170 lbs,3,0.8500,Enrolled,Washington State,Iowa State,https://247sports.com/player/tyrone-cotton-iii-46150469/college-341630/
Iowa State,24021,Jack Janikowski,Edge,"6'2""",242 lbs,3,0.8600,Enrolled,Washington State,Iowa State,https://247sports.com/player/jack-janikowski-46142424/college-299909/
Iowa State,24021,Salahadin Allah,RB,"5'11""",206 lbs,3,0.8600,Enrolled,Oregon State,Iowa State,https://247sports.com/player/salahadin-allah-46142581/college-317600/
Iowa State,24021,Micah Harper,S,"5'10""",195 lbs,3,0.8600,Enrolled,Montana,Iowa State,https://247sports.com/player/micah-harper-46040644/college-349932/
Iowa State,24021,Jordyn Bailey,WR,"5'10""",180 lbs,3,0.8500,Enrolled,TCU,Iowa State,https://247sports.com/player/jordyn-bailey-46113896/college-291725/
Iowa State,24021,Adlai Lounsbury,K,"6'4""",183 lbs,3,0.8000,Enrolled,Washington State,Iowa State,https://247sports.com/player/adlai-lounsbury-46155085/college-339624/
Iowa State,24021,Trevor Bindel,IOL,"6'5""",300 lbs,3,0.8600,Enrolled,Washington State,Iowa State,https://247sports.com/player/trevor-bindel-46153585/college-339619/
Iowa State,24021,Duhron Goodman,S,"6'0""",185 lbs,3,0.8500,Enrolled,Washington State,Iowa State,https://247sports.com/player/duhron-goodman-46115284/college-339625/
Iowa State,24021,Trillion Sorrell,CB,"6'1""",170 lbs,3,0.8500,Enrolled,Washington State,Iowa State,https://247sports.com/player/trillion-sorrell-46150126/college-341642/
Iowa State,24021,Bryson Lamb,DL,"6'2""",301 lbs,3,0.8500,Enrolled,Washington State,Iowa State,https://247sports.com/player/bryson-lamb-46127847/college-283015/
Iowa State,24021,Christian Greenlaw,TE,"6'6""",230 lbs,3,0.8400,Enrolled,Hampton,Iowa State,https://247sports.com/player/christian-greenlaw-46163679/college-349255/
Iowa State,24021,Tyler Fortenberry,TE,"6'5""",240 lbs,3,0.8600,Enrolled,Arkansas State,Iowa State,https://247sports.com/player/tyler-fortenberry-46142556/college-332174/
Iowa State,24021,Caden Maas,IOL,"6'5""",305 lbs,3,0.8600,Enrolled,Sioux Falls,Iowa State,https://247sports.com/player/caden-maas-46163551/college-348872/
Iowa State,24021,Braden Smith,IOL,"6'4""",290 lbs,3,0.8500,Enrolled,Tarleton State,Iowa State,https://247sports.com/player/braden-smith-46130545/college-348595/
Iowa State,24021,Brody Miller,S,"6'1""",178 lbs,3,0.8300,Enrolled,Washington State,Iowa State,https://247sports.com/player/brody-miller-46150477/college-339626/
Iowa State,24021,Damarius Russell,S,"5'11""",183 lbs,3,0.8500,Enrolled,Washington State,Iowa State,https://247sports.com/player/damarius-russell-46148193/college-339627/
Iowa State,24021,Donovan Fitzmaurice,DL,"6'3""",283 lbs,3,0.8600,Enrolled,Washington State,Iowa State,https://247sports.com/player/donovan-fitzmaurice-46147933/college-341633/
Iowa State,24021,Montreze Smith Jr.,LB,"5'11""",204 lbs,3,0.8500,Enrolled,Austin Peay,Iowa State,https://247sports.com/player/montreze-smith-jr-46139991/college-345996/
Iowa State,24021,Colin Amick,OT,"6'6""",292 lbs,3,0.8500,Enrolled,Montana,Iowa State,https://247sports.com/player/colin-amick-46142777/college-348753/
Iowa State,24021,Omari Hayes,WR,"5'9""",170 lbs,3,0.8500,Enrolled,Tulane,Iowa State,https://247sports.com/player/omari-hayes-46134329/college-333563/
Iowa State,24021,Jake Taylor,OT,"6'6""",313 lbs,3,0.8600,Enrolled,Oklahoma,Iowa State,https://247sports.com/player/jake-taylor-46094663/college-282246/
Iowa State,24021,Evan Boyd,WR,"6'3""",208 lbs,3,0.8500,Enrolled,Michigan State,Iowa State,https://247sports.com/player/evan-boyd-46110488/college-329289/
Iowa State,24021,Caden Crawford,Edge,"6'4""",265 lbs,3,0.8600,Enrolled,South Dakota,Iowa State,https://247sports.com/player/caden-crawford-46101958/college-348502/
Iowa State,24021,Keyon Washington,CB,"6'1""",185 lbs,3,0.8500,Enrolled,Bowling Green,Iowa State,https://247sports.com/player/keyon-washington-46141313/college-343075/
Iowa State,24021,Kaleb Bilal-Jones,DL,"6'1""",312 lbs,3,0.8400,Enrolled,Arizona,Iowa State,https://247sports.com/player/kaleb-bilal-jones-46128443/college-342334/
Iowa State,24021,Sullivan Schlimgen,LB,"6'1""",220 lbs,3,0.8600,Enrolled,Washington State,Iowa State,https://247sports.com/player/sullivan-schlimgen-46148860/college-341641/
Iowa State,24021,Jaylen Raynor,QB,"6'0""",202 lbs,3,0.8500,Enrolled,Arkansas State,Iowa State,https://247sports.com/player/jaylen-raynor-46135339/college-302842/
Iowa State,24021,Braden Awls,S,"6'0""",196 lbs,3,0.8600,Enrolled,Toledo,Iowa State,https://247sports.com/player/braden-awls-46130422/college-320729/
Iowa State,24021,Jordan Vyborny,TE,"6'5""",240 lbs,3,0.8500,Enrolled,Oklahoma State,Iowa State,https://247sports.com/player/jordan-vyborny-46148053/college-340953/
Iowa State,24021,Cameron Pettaway,RB,"5'10""",175 lbs,3,0.8500,Enrolled,Bowling Green,Iowa State,https://247sports.com/player/cameron-pettaway-46139389/college-320142/
Iowa State,24021,Malaki Ta'ase,Edge,"6'2""",265 lbs,3,0.8400,Enrolled,Washington State,Iowa State,https://247sports.com/player/malaki-taase-46128438/college-339611/
Iowa State,24021,Max Baloun,DL,"6'6""",285 lbs,3,0.8300,Enrolled,Washington State,Iowa State,https://247sports.com/player/max-baloun-46154395/college-329020/
Iowa State,24021,Zane Flores,QB,"6'3""",215 lbs,3,0.8500,Enrolled,Oklahoma State,Iowa State,https://247sports.com/player/zane-flores-46104086/college-292028/
Iowa State,24021,Cody Jackson,WR,"6'0""",175 lbs,3,0.8600,Enrolled,Tarleton State,Iowa State,https://247sports.com/player/cody-jackson-46056675/college-347974/
Iowa State,24021,DeAndre Carter,IOL,"6'4""",355 lbs,3,0.8500,Enrolled,Auburn,Iowa State,https://247sports.com/player/deandre-carter-46115707/college-316371/
Iowa State,24021,Carter Pabst,WR,"6'1""",194 lbs,3,0.8500,Enrolled,Washington State,Iowa State,https://247sports.com/player/carter-pabst-46150284/college-339608/
Iowa State,24021,Gavin Broscious,IOL,"6'4""",308 lbs,3,0.8500,Enrolled,Michigan State,Iowa State,https://247sports.com/player/gavin-broscious-46083500/college-284811/
Iowa State,24021,Tristan Exline,LB,"6'1""",215 lbs,3,0.8400,Enrolled,Texas-Permian Basin,Iowa State,https://247sports.com/player/tristan-exline-46163062/college-347744/
Iowa State,24021,Gavin Proudfoot,OT,"6'7""",300 lbs,3,0.8400,Enrolled,Northern Iowa,Iowa State,https://247sports.com/player/gavin-proudfoot-46163010/college-347618/
Iowa State,24021,Cade Myer,IOL,"6'2""",305 lbs,3,0.8400,Enrolled,Colorado School of Mines,Iowa State,https://247sports.com/player/cade-myer-46163029/college-347674/
Iowa State,24021,Maasai King,OT,"6'4""",310 lbs,3,0.8600,Enrolled,Akron,Iowa State,https://247sports.com/player/maasai-king-46153865/college-334156/
Iowa State,24021,Caleb Schmidt,LS,"6'3""",240 lbs,3,0.8000,Enrolled,Minot State,Iowa State,https://247sports.com/player/caleb-schmidt-46163378/college-348380/
Iowa State,24021,Derek Jensen,OT,"6'6""",290 lbs,3,0.8900,N/A,Iowa State,N/A,https://247sports.com/player/derek-jensen-46118611/college-340399/
Iowa State,24021,LaMarcus Hicks II,CB,"6'2""",195 lbs,3,0.8300,Committed,Iowa State,Arkansas,https://247sports.com/player/lamarcus-hicks-ii-46150923/college-339712/
Iowa State,24021,Kai Black,WR,"6'4""",205 lbs,3,0.8600,Committed,Iowa State,Northern Iowa,https://247sports.com/player/kai-black-46116340/college-292218/
Iowa State,24021,Nick Reinicke,LB,"6'4""",235 lbs,0,( N/A ),Committed,Iowa State,Western Illinois,https://247sports.com/player/nick-reinicke-46160339/college-340448/
Iowa State,24021,BJ Carter,DL,"6'3""",310 lbs,3,0.8500,Committed,Iowa State,Marshall,https://247sports.com/player/bj-carter-46137787/college-339708/
Iowa State,24021,Mason Miller,LB,"6'3""",235 lbs,3,0.8500,Committed,Iowa State,North Dakota,https://247sports.com/player/mason-miller-46135718/college-307631/
Iowa State,24021,Abu Sama III,RB,"5'11""",210 lbs,3,0.8800,Enrolled,Iowa State,Wisconsin,https://247sports.com/player/abu-sama-iii-46128963/college-300234/
Iowa State,24021,Will Hawthorne,LB,"6'2""",225 lbs,3,0.8600,Enrolled,Iowa State,Nebraska,https://247sports.com/player/will-hawthorne-46137179/college-339699/
Iowa State,24021,Dyllan Malone,WR,"6'3""",185 lbs,3,0.8500,N/A,Iowa State,N/A,https://247sports.com/player/dyllan-malone-46147405/college-328381/
Iowa State,24021,Kuol Kuol II,OT,"6'6""",290 lbs,3,0.8600,Enrolled,Iowa State,Penn State,https://247sports.com/player/kuol-kuol-ii-46141269/college-328378/
Iowa State,24021,Carson Van Dinter,S,"6'3""",210 lbs,3,0.8500,Enrolled,Iowa State,Wisconsin,https://247sports.com/player/carson-van-dinter-46142247/college-318003/
Iowa State,24021,Dylan Lee,RB,"6'1""",215 lbs,3,0.8600,Committed,Iowa State,UCLA,https://247sports.com/player/dylan-lee-46136860/college-307615/
Iowa State,24021,Hunter Sowell,S,"5'10""",170 lbs,3,0.8400,Enrolled,Iowa State,Penn State,https://247sports.com/player/hunter-sowell-46143993/college-348461/
Iowa State,24021,Alijah Carnell,DL,"6'5""",290 lbs,3,0.8600,Enrolled,Iowa State,Penn State,https://247sports.com/player/alijah-carnell-46137483/college-318008/
Iowa State,24021,Chase Sowell,WR,"6'3""",210 lbs,4,0.9300,Enrolled,Iowa State,Penn State,https://247sports.com/player/chase-sowell-46115983/college-328368/
Iowa State,24021,Carson Brown,WR,"6'1""",200 lbs,0,( N/A ),Committed,Iowa State,Hawaii,https://247sports.com/player/carson-brown-46160332/college-340409/
Iowa State,24021,Trevor Buhr,IOL,"6'4""",325 lbs,3,0.8700,Enrolled,Iowa State,Penn State,https://247sports.com/player/trevor-buhr-46115996/college-301269/
Iowa State,24021,Samuel Same,Edge,"6'5""",225 lbs,3,0.8500,Committed,Iowa State,South Dakota,https://247sports.com/player/samuel-same-46114062/college-292245/
Iowa State,24021,Cael Brezina,LB,"6'3""",235 lbs,3,0.8700,Enrolled,Iowa State,Penn State,https://247sports.com/player/cael-brezina-46137229/college-307629/
Iowa State,24021,Kooper Ebel,LB,"6'4""",235 lbs,3,0.8600,Enrolled,Iowa State,Penn State,https://247sports.com/player/kooper-ebel-46130693/college-301270/
Iowa State,24021,Ikenna Ezeogu,DL,"6'5""",285 lbs,3,0.8700,Enrolled,Iowa State,Penn State,https://247sports.com/player/ikenna-ezeogu-46109908/college-286189/
Iowa State,24021,Marcus Neal Jr.,S,"6'1""",215 lbs,4,0.9000,Enrolled,Iowa State,Penn State,https://247sports.com/player/marcus-neal-jr-46136903/college-317996/
Iowa State,24021,Jamison Patton,S,"6'2""",210 lbs,3,0.8700,Enrolled,Iowa State,Penn State,https://247sports.com/player/jamison-patton-46103990/college-300236/
Iowa State,24021,Charlie Woleben,Edge,"6'4""",245 lbs,3,0.8500,Committed,Iowa State,Missouri S&T,https://247sports.com/player/charlie-woleben-46141959/college-329192/
Iowa State,24021,Tre Bell,CB,"6'2""",205 lbs,3,0.8700,Enrolled,Iowa State,Michigan State,https://247sports.com/player/tre-bell-46154038/college-328371/
Iowa State,24021,Alex Manske,QB,"6'3""",225 lbs,3,0.8600,Enrolled,Iowa State,Penn State,https://247sports.com/player/alex-manske-46136680/college-328372/
Iowa State,24021,Ta'Shawn James,S,"6'1""",215 lbs,3,0.8600,Committed,Iowa State,UCLA,https://247sports.com/player/tashawn-james-46131490/college-301271/
Iowa State,24021,Brendan Black,IOL,"6'4""",320 lbs,4,0.9200,Enrolled,Iowa State,Nebraska,https://247sports.com/player/brendan-black-46118179/college-300239/
Iowa State,24021,Michael Parkes,WR,"6'1""",190 lbs,3,0.8700,N/A,Iowa State,N/A,https://247sports.com/player/michael-parkes-46128196/college-301267/
Iowa State,24021,John Klosterman,LB,"5'11""",230 lbs,0,( N/A ),N/A,Iowa State,N/A,https://247sports.com/player/john-klosterman-46160337/college-340445/
Iowa State,24021,Drew Clausen,LS,"6'6""",260 lbs,3,0.8300,Enrolled,Iowa State,Indiana,https://247sports.com/player/drew-clausen-46163592/college-348999/
Iowa State,24021,Caleb Bacon,LB,"6'4""",240 lbs,4,0.9100,Enrolled,Iowa State,Penn State,https://247sports.com/player/caleb-bacon-46160341/college-340451/
Iowa State,24021,Benjamin Brahmer,TE,"6'7""",255 lbs,4,0.9400,Enrolled,Iowa State,Penn State,https://247sports.com/player/benjamin-brahmer-46113780/college-300237/
Iowa State,24021,Deylin Hasert,IOL,"6'4""",320 lbs,3,0.8400,Enrolled,Iowa State,Georgia State,https://247sports.com/player/deylin-hasert-46101620/college-286192/
Iowa State,24021,Gabe Burkle,TE,"6'6""",255 lbs,3,0.8800,Enrolled,Iowa State,Penn State,https://247sports.com/player/gabe-burkle-46101128/college-286193/
Iowa State,24021,Will Tompkins,OT,"6'5""",300 lbs,3,0.8500,Enrolled,Iowa State,Penn State,https://247sports.com/player/will-tompkins-46141132/college-328380/
Iowa State,24021,Vaea Ikakoula,IOL,"6'3""",355 lbs,3,0.8500,Enrolled,Iowa State,Penn State,https://247sports.com/player/vaea-ikakoula-46143775/college-339709/
