RK,NAME,TEAM,ATT,YDS,AVG,LNG,TD
121,Malcolm Davidson,FAU,102,711,7.0,57,9
122,Kelvin Hopkins Jr.,ARMY,138,710,5.1,63,7
123,Dustin Crum,KENT,168,707,4.2,42,6
124,Marvin Kinsey Jr.,CSU,121,703,5.8,75,6
125,DeeJay Dallas,MIA,115,693,6.0,62,8
126,Jordan Cronkrite,USF,136,686,5.0,41,4
127,Jermar Jefferson,ORST,142,685,4.8,54,8
128,Treyvon Hughes,UTEP,167,682,4.1,42,12
129,La'Mical Perine,FLA,132,676,5.1,88,6
130,Napoleon Maxwell,FIU,128,675,5.3,75,9
130,Reggie Corbin,ILL,143,675,4.7,66,7
132,Tavien Feaster,CLEM/SC,124,672,5.4,37,5
133,Dan Ellington,GAST,160,668,4.2,64,6
134,Sam Ehlinger,TEX,163,663,4.1,31,7
135,Connor Slomka,ARMY,149,658,4.4,38,8
135,Travis Dye,ORE,106,658,6.2,47,0
137,Ty Chandler,TENN,135,655,4.9,53,3
137,John Lovett,BAY,103,655,6.4,46,5
139,Marcus Williams Jr.,APP,113,652,5.8,35,5
140,Desmond Ridder,CIN,144,650,4.5,49,5
141,Roschon Johnson,TEX,123,649,5.3,57,7
142,De'Montre Tuggle,OHIO,101,644,6.4,55,11
143,Deon Jackson,DUKE,172,641,3.7,32,6
144,Tyler Goodson,IOWA,134,638,4.8,55,5
145,Lyn-J Dixon,CLEM,104,635,6.1,32,6
146,Drake Anderson,NW,154,634,4.1,31,3
147,Adrian Killins,UCF,87,629,7.2,75,7
148,Spencer Sanders,OKST,139,628,4.5,33,2
149,JaMycal Hasty,BAY,109,627,5.8,73,7
150,Adrian Martinez,NEB,144,626,4.3,56,7
151,Hassan Haskins,MICH,121,622,5.1,49,4
152,Cade Carney,WAKE,158,620,3.9,27,5
153,Kyle Porter,HOU,130,616,4.7,33,3
153,Kavosiey Smoke,UK,101,616,6.1,70,6
155,Anthony McFarland Jr.,MD,114,614,5.4,80,8
156,Mohamed Ibrahim,MINN,114,604,5.3,36,7
156,Bentavious Thompson,UCF,87,604,6.9,45,8
158,Tyre Shelton,M-OH,108,587,5.4,53,2
158,Garrett Shrader,MSST,113,587,5.2,49,6
160,Jager Gardner,TEM,141,585,4.1,57,5
161,Dre Brown,ILL,113,584,5.2,44,5
162,Kenneth Walker III,WAKE,98,579,5.9,96,4
163,Sandon McCoy,ARMY,134,576,4.3,40,10
163,Cam'Ron Harris,MIA,114,576,5.1,46,5
165,Corey Dauphine,TULN,72,575,8.0,57,7
166,Jamie Newman,WAKE,180,574,3.2,50,6
167,Nelson Smith,NAVY,116,571,4.9,77,7
168,Will Matthews,KENT,123,570,4.6,34,3
169,Jaylen Warren,USU,112,569,5.1,59,5
170,DeJon Packer,SJSU,125,567,4.5,29,11
170,Sean Chambers,WYO,90,567,6.3,75,10
172,Spencer Brown,UAB,150,566,3.8,42,5
173,Trevor Lawrence,CLEM,103,563,5.5,67,9
173,Mekhi Sargent,IOWA,119,563,4.7,30,4
175,Max Duggan,TCU,130,555,4.3,62,6
176,Donald Hammond III,AFA,121,553,4.6,42,13
178,Ian Book,ND,112,546,4.9,53,4
178,Destin Coates,GAST,82,546,6.7,67,7
180,Bryson Denley,BGSU,111,544,4.9,53,4
181,Scottie Phillips,MISS,125,542,4.3,38,5
182,DeMichael Harris,USM,113,541,4.8,60,5
183,Eric Gray,TENN,101,539,5.3,94,4
184,Sewo Olonilua,TCU,134,537,4.0,35,8
185,Bryson Carroll,UNM,105,536,5.1,56,2
186,Kai Locksley,UTEP,126,535,4.2,63,5
187,Chris Rodriguez Jr.,UK,71,533,7.5,64,6
188,A.J. Davis,PITT,127,530,4.2,22,4
189,Greg McCrae,UCF,98,529,5.4,73,7
190,Gerrid Doaks,CIN,100,526,5.3,53,5
190,Jordan Houston,NCST,101,526,5.2,41,2
192,Davon Jones,BC/BGSU,118,518,4.4,20,3
193,Ke'Mon Freeman,SMU,122,517,4.2,68,5
194,Rhamondre Stevenson,OKLA,64,515,8.0,75,6
195,Snoop Conner,MISS,81,512,6.3,84,5
196,Quentin Harris,DUKE,160,510,3.2,65,7
197,Vavae Malepeai,USC,105,503,4.8,26,6
198,Hassan Hall,LOU,108,501,4.6,58,5
199,Juwan Washington,SDSU,150,500,3.3,30,2
199,Kellen Mond,TA&M,126,500,4.0,67,8
201,Rico Dowdle,SC,106,498,4.7,35,4
201,Richard Newton,WASH,117,498,4.3,23,10
203,Lowell Narcisse,UTSA,118,492,4.2,42,4
204,Brian Herrien,UGA,103,490,4.8,40,6
205,Christian Gibson,NMSU,99,489,4.9,53,3
206,Caleb Twyford,TXST,108,488,4.5,60,2
207,Darius Bradwell,TULN,111,484,4.4,28,2
207,Justin Fields,OSU,137,484,3.5,51,10
207,Jabari Laws,ARMY,76,484,6.4,83,4
210,Malik Cunningham,LOU,122,482,4.0,48,6
211,Wayne Taulapapa,UVA,116,473,4.1,31,12
212,Art Thompkins,CONN/TOL,98,468,4.8,42,2
213,Corey Taylor,TLSA,119,461,3.9,36,6
213,Mataeo Durant,DUKE,97,461,4.8,42,1
215,Tyler Badie,MIZ,108,457,4.2,49,3
216,King Doerue,PUR,130,451,3.5,26,5
217,Demetrius Mauney,ECU,125,446,3.6,32,1
217,Jermaine Brown Jr.,UAB,86,446,5.2,33,2
219,Noah Cain,PSU,84,443,5.3,27,8
220,Brian Robinson Jr.,ALA,96,441,4.6,37,5
220,Jaren Mangham,COLO,107,441,4.1,19,3
222,Zac Thomas,APP,104,440,4.2,50,7
223,Nick Gibson,MSST,55,433,7.9,47,6
224,Toren Young,IOWA,81,432,5.3,52,1
225,Christian Anderson,ARMY,67,429,6.4,48,4
226,Tim Jordan,TENN,104,428,4.1,33,1
226,Mike Glass III,EMU,118,428,3.6,44,8
228,Grant Loy,BGSU,100,427,4.3,58,4
229,Robert Mahone,BSU,89,425,4.8,28,6
230,Lucious Stanley,UAB,90,414,4.6,25,7
231,Khalil Tate,ARIZ,90,413,4.6,84,3
231,James Charles,FAU,78,413,5.3,26,5
233,Shannon Brooks,MINN,73,408,5.6,28,2
233,Zamir White,UGA,78,408,5.2,29,3
235,Skylar Thompson,KSU,114,405,3.6,61,11
235,Seth Paige,GAST,61,405,6.6,65,4
237,Sean Clifford,PSU,116,402,3.5,58,5
238,D.J. Williams,AUB,84,400,4.8,70,2
239,Kell Walker,ARMY,58,398,6.9,59,3
240,Stephen Carr,USC,72,396,5.5,60,5
241,Xavier Williams,KENT,86,393,4.6,24,4
242,Johnny Langan,BC/RUTG,134,391,2.9,32,3
243,Gary Brightwell,ARIZ,66,390,5.9,94,5
243,Bryce Carpenter,CCU,109,390,3.6,45,1
243,Sean Tyler,WMU,68,390,5.7,61,5
246,Trey Sermon,OKLA,54,385,7.1,32,4
247,Khalil Herbert,KU,43,384,8.9,82,2
247,Chance Bell,SDSU,89,384,4.3,22,2
249,Cole McDonald,HAW,101,383,3.8,76,7
250,Tommy Stevens,MSST,83,381,4.6,46,4
251,Patrick Carr,HOU,67,380,5.7,68,4
251,Jordon Brown,KSU,84,380,4.5,50,4
251,Aaron McAllister,CLT,81,380,4.7,69,5
251,DeAndre Torrey,UNT,73,380,5.2,54,2
255,Zander Horvath,PUR,79,377,4.8,48,2
256,Jamal Jones,ARST,84,375,4.5,21,3
256,Mulbah Car,HOU,59,375,6.4,44,3
256,Sheldon Evans,MRSH,69,375,5.4,22,1
259,Armand Shyne,UTAH/TTU,65,374,5.8,69,3
260,Kenan Christon II,USC,68,373,5.5,55,2
261,Amare Jones,TULN,61,371,6.1,57,4
262,Marcus McElroy Jr.,CSU,80,370,4.6,34,3
263,Antonio Gibson,MEM,33,369,11.2,78,4
263,Chad Magyar,UNLV,69,369,5.3,26,1
265,Joe Burrow,LSU,115,368,3.2,29,5
266,Leddie Brown,WVU,107,367,3.4,30,1
267,Chase Jasmin,SDSU,79,366,4.6,50,4
267,Marcus Childers,NIU,59,366,6.2,70,5
269,Cam Carroll,TULN,72,364,5.1,41,4
269,Kelley Joiner,USF,71,364,5.1,51,0
271,Brian Lewerke,MSU,111,363,3.3,42,3
272,Jacqez Hairston,CCU,79,360,4.6,55,6
273,Holton Ahlers,ECU,108,359,3.3,36,6
273,Sione Finau,BYU,59,359,6.1,46,2
275,Lopini Katoa,BYU,85,358,4.2,16,4
276,Hendon Hooker,VT,123,356,2.9,34,5
277,Jordan Byrd,SDSU,78,355,4.6,56,3
277,Jayden Daniels,ASU,125,355,2.8,27,3
277,Cam Roberson,MASS,116,355,3.1,40,2
280,Kesean Strong,ODU,84,353,4.2,33,4
281,Davon Tucker,WMU,69,351,5.1,34,2
282,Patrick Taylor Jr.,MEM,78,350,4.5,21,5
283,Charlie Brewer,BAY,147,344,2.3,26,11
284,Jalen Cropper,FRES,20,343,17.1,82,3
285,Sean McGrew,WASH,55,342,6.2,44,1
286,Israel Tucker,LAT,65,340,5.2,54,2
286,Ta'Zhawn Henry,TTU,75,340,4.5,19,3
286,Keshawn King,VT,79,340,4.3,54,2
286,Wan'Dale Robinson,NEB,88,340,3.9,42,3
290,Cyrus Habibi-Likio,ORE,85,337,4.0,20,10
290,Elijah Davis,ODU,79,337,4.3,31,4
290,Jarveon Howard,SYR,76,337,4.4,37,3
290,Titus Swen,WYO,67,337,5.0,59,1
294,Abdul Adams,SYR,87,336,3.9,20,3
295,Chris Smith,UL,32,334,10.4,80,4
296,Kam Martin,AUB,61,333,5.5,52,2
296,Matt LaRoche,GASO,62,333,5.4,75,1
298,Mitchell Guadagni,TOL,63,332,5.3,31,4
299,Demetric Felton,UCLA,86,331,3.8,75,1
299,Nakia Watson,WIS,74,331,4.5,27,2
301,Kylan Watkins,MEM,62,325,5.2,72,3
302,Larry McCammon III,FAU,91,324,3.6,20,7
303,Kennedy McKoy,WVU,99,323,3.3,36,3
303,Kaylan Wiggins,FIU,49,323,6.6,70,3
305,Antonio Williams,UNC,48,322,6.7,59,3
306,Jo-El Shaw,KENT,73,320,4.4,54,2
307,Jon Wassink,WMU,69,319,4.6,60,3
307,Daetrich Harrington,APP,50,319,6.4,25,2
309,Vincent Davis Jr.,PITT,61,314,5.1,61,5
310,Bo Nix,ORE,97,313,3.2,30,7
311,D'Eriq King,HOU,55,312,5.7,35,6
311,Joshua Fields,UTEP,59,312,5.3,30,0
313,Markese Stepp,USC,48,307,6.4,35,3
314,Dameon Pierce,FLA,54,305,5.6,75,4
315,Christian Beal-Smith,WAKE,71,304,4.3,25,2
316,Devonte Lee,NEV,66,302,4.6,51,7
317,Isaiah Green,MRSH,114,300,2.6,20,5
318,Ishod Finger,CLT,60,299,5.0,68,5
319,CJ Williams,NAVY,56,298,5.3,27,3
319,Maurice Washington,NEB,50,298,6.0,60,1
321,Khalan Laborn,FSU,63,297,4.7,40,4
322,Tyrion Davis-Price,LSU,64,295,4.6,33,6
323,Logan Wright,GASO,52,294,5.7,70,2
323,Devyn Ford,PSU,52,294,5.7,81,3
325,Fred Holly III,HAW,52,292,5.6,32,2
326,Joachim Bangda,KENT,45,291,6.5,72,1
327,Terelle West,MTSU,39,290,7.4,65,4
327,Tyler Huntley,UTAH,104,290,2.8,26,5
327,James Graham,GT,99,290,2.9,26,3
330,Darius Pinnix Jr.,ECU,73,289,4.0,26,4
331,Josh Hokit,FRES,75,287,3.8,14,9
331,Trevon Woolfolk,TROY,71,287,4.0,17,3
333,Shaun Shivers,AUB,55,286,5.2,27,3
333,Evan Hull,NW,46,286,6.2,48,4
335,Julian Ross,OHIO,76,284,3.7,21,1
335,Brenden Brady,UTSA,67,284,4.2,24,2
337,Jordan McCloud,USF,105,283,2.7,31,4
338,Tobias Oliver,GT,55,279,5.1,39,2
339,Devwah Whaley,ARK,69,278,4.0,25,4
340,Ty Storey,WKU,118,276,2.3,27,7
340,Chez Mellusi,CLEM,44,276,6.3,57,3
342,Sampson James,IND,81,275,3.4,30,3
343,Jordan Nettles,NIU,67,274,4.1,34,0
343,Jackson McChesney,BYU,25,274,11.0,62,2
345,Charlie Booker,HARV/RICE,88,272,3.1,24,1
346,Trace Christian,ECU,64,269,4.2,21,0
347,Tazh Maloy,NAVY,32,267,8.3,26,1
347,Gerry Bohanon,BAY,42,267,6.4,38,3
349,Tayon Fleet-Davis,MD,63,265,4.2,21,2
349,Andrew Van Buren,BSU,62,265,4.3,32,2
351,Ty'Son Williams,BYU/SC,49,264,5.4,26,3
351,J'Mar Smith,LAT,100,264,2.6,34,4
351,Jorge Reyna,FRES,98,264,2.7,40,2
354,Harry Trotter,KSU,66,263,4.0,17,3
354,Devin Brumfield,UTAH,59,263,4.5,30,2
356,Tevaka Tuioti,UNM,52,262,5.0,48,0
357,Carlos Davis,USA,60,261,4.3,36,2
358,Emory Jones,FLA,42,256,6.1,29,4
359,Trestan Ebner,BAY,53,255,4.8,55,3
359,Nick Nash,SJSU,40,255,6.4,49,3
361,Keilan Robinson,ALA,39,254,6.5,74,2
362,Peyton Ramsey,IND,97,252,2.6,21,7
362,Keyon Henry-Brooks,VAN,56,252,4.5,61,1
364,Stephon Huderson,TULN,43,251,5.8,55,1
365,Todd Sibley,PITT,50,249,5.0,33,0
365,D'vonte Price,FIU,50,249,5.0,34,0
365,Brock Purdy,ISU,93,249,2.7,44,8
368,Marcel Dancy,CAL,57,248,4.4,23,2
369,Tyler Johnston III,UAB,84,247,2.9,33,1
370,Andrew Clair,BGSU,68,244,3.6,22,4
370,Clayton Tune,HOU,66,244,3.7,68,2
372,Loren Easly,UNT,55,243,4.4,24,1
372,V'Lique Carter,PITT,65,243,3.7,26,0
374,Kelly Bryant,MIZ,106,242,2.3,26,1
375,Quincy Patterson,VT,50,241,4.8,53,2
376,Nick Tronti,FAU,51,239,4.7,35,2
377,Johnnie Lang,ISU,50,238,4.8,23,3
378,BJ Emmons,FAU,51,237,4.6,40,6
378,Marcus Crowley,OSU,25,237,9.5,53,1
380,TJ McDaniel,SMU,41,236,5.8,48,3
381,Ronnie Jones,TOL,34,233,6.9,44,4
382,Mon Denson,SC,39,232,5.9,57,3
382,Cordarrian Richardson,TA&M,25,232,9.3,75,4
384,Tre Turner,VT,24,231,9.6,57,1
385,Ricky Person Jr.,NCST,61,229,3.8,16,3
386,Nathan Tilford,ARIZ,37,228,6.2,28,4
386,Jordan Travis,FSU,23,228,9.9,66,3
388,Trey Smith,LOU/WYO,44,227,5.2,80,3
388,Dawson Downing,MIZ,40,227,5.7,54,1
388,Austin Jones,STAN,45,227,5.0,35,1
391,Ra'Von Bonner,ILL,65,225,3.5,14,3
392,Anthony D. Taylor,TXST,74,223,3.0,20,2
392,Chase Garbers,CAL,90,223,2.5,19,3
392,Raykwon Anderson,APP,33,223,6.8,67,2
395,Jaylen Thomas,CSU,68,222,3.3,14,3
396,LD Brown,OKST,40,221,5.5,68,2
396,Tru Wilson,MICH,44,221,5.0,39,1
398,T.K. Wilkerson,TLSA,52,220,4.2,17,6
399,Dylan Hopkins,UAB,64,217,3.4,78,1
400,Ricky Slade,PSU,47,214,4.6,44,2
400,Dante Wright,CSU,17,214,12.6,64,2
402,Brandon Peters,ILL,74,213,2.9,54,3
402,Will Levis,PSU,51,213,4.2,49,3
404,Jett Duffey,TTU,72,212,2.9,19,1
404,Keoni-Kordell Makekau,NAVY,30,212,7.1,41,0
404,Chevan Cordeiro,HAW,40,212,5.3,26,3
407,Aidan Smith,NW,72,211,2.9,22,1
408,Dennis Grosel,BC,57,209,3.7,24,2
409,Chaton Mobley,MTSU,52,208,4.0,38,3
410,Jaqwis Dancy,LAT,44,207,4.7,31,2
410,Trevon Sands,USF,49,207,4.2,23,2
410,Joshua Stoner,AFA,23,207,9.0,43,1
413,DeAndre Marcus,LAT,26,205,7.9,41,1
414,Maurice Thomas,M-OH,41,204,5.0,23,0
414,Sheriron Jones,UNM,47,204,4.3,35,3
414,Armani Rogers,UNLV,50,204,4.1,66,2
414,Isaiah Bowser,NW,59,204,3.5,21,0
414,Jayy McDonald,MTSU,40,204,5.1,92,1
419,Darrius Smith,ARIZ,34,203,6.0,47,1
420,Andrew Marty,NW,52,201,3.9,16,4
421,Braden Lenzy,ND,13,200,15.4,61,2
422,Austin Vaughn,ULM,50,199,4.0,13,5
422,DeShawn Collins,CAL,38,199,5.2,34,2
424,Dorian Thompson-Robinson,UCLA,118,198,1.7,39,4
425,Darrian Felix,ORE,34,197,5.8,62,2
425,Desmond Trotter,USA,61,197,3.2,25,0
427,Justin Tomlin,GASO,30,196,6.5,50,2
428,Levi Lewis,UL,69,195,2.8,19,3
428,Steven Anderson,USM,62,195,3.1,11,3
428,Zay Flowers,BC,27,195,7.2,46,1
431,Garrett Groshek,WIS,42,194,4.6,23,2
431,Jordan Wilmore,UTAH,49,194,4.0,23,1
433,Christian Mallard,AFA,40,192,4.8,19,2
433,Tyjae Spears,TULN,32,192,6.0,52,1
435,Emmanuel Esukpa,BYU,46,190,4.1,32,2
435,Tavion Thomas,CIN,40,190,4.8,38,1
437,Bobby Cole,UNM,27,189,7.0,37,2
437,Chris Curry,LSU,38,189,5.0,20,0
439,Devonta'e Henry-Cole,UTAH,34,188,5.5,27,2
439,James Cook III,UGA,31,188,6.1,37,2
439,John Emery Jr.,LSU,39,188,4.8,39,4
442,Justin Hall,BALL,24,187,7.8,23,2
443,Chauncey Mason,FAU,32,186,5.8,24,0
444,Malik Dunner,BALL,11,184,16.7,51,2
445,Xavier Gaines,MRSH,26,181,7.0,26,2
445,Cephus Johnson III,USA,75,181,2.4,27,4
445,Stone Smartt,ODU,104,181,1.7,37,5
445,Fred Payton,CCU,54,181,3.4,37,2
445,Isaiah Azubuike,ARST,41,181,4.4,36,0
445,Levi Williams,WYO,40,181,4.5,38,2
451,Kendric Pryor,WIS,13,180,13.8,66,2
451,Jahmir Smith,ND,42,180,4.3,40,2
453,D.J. Mack Jr.,UCF,41,179,4.4,16,3
453,Brandon Lee,MOU/AKR,61,179,2.9,29,0
453,Kevin Harris,SC,21,179,8.5,75,4
456,Kyric McGowan,NW,28,177,6.3,79,1
456,B.J. Baylor,ORST,30,177,5.9,74,3
458,Jared Wilson,USA,49,176,3.6,26,1
459,Jordan Love,USU,81,175,2.2,22,0
460,Jonathan Haden,UAB,47,174,3.7,21,0
460,PK Kier,UVA,32,174,5.4,38,1
460,Kenny McIntosh,UGA,25,174,7.0,62,2
460,Kairee Robinson,SJSU,40,174,4.3,19,0
464,Jake Funk,MD,17,173,10.2,54,2
465,Davion Johnson,M-OH,60,172,2.9,17,2
465,Brett Brenton,WYO,29,172,5.9,41,0
467,Drew Plitt,BALL,91,171,1.9,51,5
467,Christian Turner,MICH,44,171,3.9,13,1
469,Brad Anderson,MTSU,37,170,4.6,18,0
470,Devon Modster,CAL/UCLA,48,168,3.5,37,1
470,Trilion Coles,UCF,33,168,5.1,38,0
470,Ja'Vahri Portis,OHIO,28,168,6.0,16,4
473,Zach Wilson,BYU,67,167,2.5,26,3
473,Reese White,CCU,36,167,4.6,35,3
475,Luke McCaffrey,NEB,24,166,6.9,15,1
476,Tay Williams,ECU,34,164,4.8,43,0
477,Trae Hall,UNM,28,163,5.8,22,2
478,C'Bo Flemister,ND,48,162,3.4,14,5
479,Tommy Lazzaro,CMU,36,161,4.5,21,8
479,Robert Brown Jr.,TXST,28,161,5.8,40,1
479,Laviska Shenault Jr.,COLO,23,161,7.0,23,2
479,Kay'Ron Lynch-Adams,RUTG,48,161,3.4,17,1
483,Chandler Smith,HOU,32,159,5.0,34,0
483,JoVoni Johnson-McCray,RICE,27,159,5.9,26,2
485,Artice Hobbs IV,ARMY,28,158,5.6,17,2
486,Jaylon Henderson,BSU,46,156,3.4,23,2
486,Jairus Grissom,EMU,20,156,7.8,47,1
488,Todd Centeio,TEM,47,155,3.3,45,0
489,John Hightower,BSU,16,154,9.6,35,0
490,Steven Montez,COLO,65,153,2.4,20,3
490,Tyrrell Pigrome,MD,45,153,3.4,61,2
490,Aaron Young,RUTG,43,153,3.6,17,0
493,Dylan McDuffie,BUFF,23,150,6.5,21,0
493,Michel Dukes,CLEM,32,150,4.7,24,2
495,Tyler Burns,KSU,26,148,5.7,19,2
495,Joey Gatewood,AUB,29,148,5.1,18,3
497,Deangelo Antoine,USF/FAU,8,146,18.3,66,1
497,Jaxson Kincaide,NEV,32,146,4.6,33,1
497,Jabir Daughtry-Frye,TROY,33,146,4.4,17,2
500,Tyler Nevens,SJSU,42,145,3.5,23,1
501,Willie Parker,EMU,38,142,3.7,22,2
502,Willie Johnson,MRSH,8,141,17.6,42,2
503,Jah'Quez Evans,USF,19,140,7.4,53,1
504,Jaren Hall,BYU,29,139,4.8,32,3
505,Cristian Solano,NEV,26,138,5.3,47,0
505,Aron Cruickshank,WIS,13,138,10.6,27,1
505,Brandon Robinson,LIB,17,138,8.1,75,3
505,Velton Gardner,KU,26,138,5.3,45,2
505,Peter Hayes-Patrick,AKR,41,138,3.4,11,0
510,Nahshon Ellerbe,RICE,28,137,4.9,54,1
510,Kaleb Barker,TROY,86,137,1.6,22,2
510,Jashaun Corbin,TA&M,35,137,3.9,20,1
513,Darien Rencher,CLEM,26,135,5.2,24,2
513,Deonte Sheffield,FSU,27,135,5.0,17,1
