RK,NAME,TEAM,REC,YDS,AVG,LNG,TD
144,Zakhari Franklin,ILL,55,652,11.9,44,4
144,Coy Eakin,TTU,49,652,13.3,70,7
146,Markus Allen,EMU,43,651,15.1,78,3
146,Victor Snow,BUFF,55,651,11.8,46,6
146,T.J. Moore,CLEM,45,651,14.5,41,5
149,Jeremiah Webb,USA,36,649,18.0,52,5
149,Nick Marsh,MSU,41,649,15.8,77,3
151,Oran Singleton Jr.,EMU,64,639,10.0,44,2
152,Eli Stowers,VAN,49,638,13.0,41,5
153,Omarion Dollison,JMU,37,633,17.1,73,6
154,Cade McDonald,M-OH,52,631,12.1,51,3
155,Kole Wilson,TXST,43,630,14.7,53,4
156,Pofele Ashlock,HAW,61,629,10.3,30,6
157,Kaden Prather,MD,56,624,11.1,33,4
158,Jack Endries,CAL,56,623,11.1,57,2
159,Will Sheppard,COLO,48,621,12.9,47,6
160,Louis Brown IV,SDSU,38,620,16.3,44,3
161,Matt Lauter,BOIS,47,619,13.2,53,7
162,Isaiah Horton,MIA,56,616,11.0,30,5
163,Josh Dallas,GASO,46,614,13.3,59,6
164,Evan Stewart,ORE,48,613,12.8,69,5
165,Savion Williams,TCU,60,611,10.2,75,6
166,Dominic Lovett,UGA,59,607,10.3,38,6
167,Cam Skattebo,ASU,45,605,13.4,66,3
167,Yamir Knight,JMU,53,605,11.4,68,4
169,AJ Henning,NU,59,603,10.2,46,4
170,Dalen Cobb,GASO,52,599,11.5,55,4
171,Bryce Kirtz,NU,39,598,15.3,55,0
171,Dontae Fleming,TULN,31,598,19.3,53,1
171,Cam Coleman,AUB,37,598,16.2,63,8
174,Omar Cooper Jr.,IU,28,594,21.2,69,7
175,Jaden Greathouse,ND,42,592,14.1,54,4
176,Terrance Ferguson,ORE,43,591,13.7,62,3
177,Elijah Arroyo,MIA,35,590,16.9,74,7
177,Omari Hayes,FAU,39,590,15.1,71,3
179,Montorie Foster Jr.,MSU,46,588,12.8,40,3
179,Joseph Williams,TLSA,30,588,19.6,72,5
181,Jahmal Banks,NEB,44,587,13.3,31,3
182,J.J. Jones,UNC,36,582,16.2,53,6
182,Colston Loveland,MICH,56,582,10.4,36,5
184,Jameson Tucker,CCU,34,579,17.0,47,6
184,Desmond Reid,PITT,52,579,11.1,72,4
186,Nyziah Hunter,CAL,40,578,14.4,60,5
187,Christian Fitzpatrick,MRSH,34,576,16.9,69,6
188,Noah Thomas,TA&M,39,574,14.7,73,8
189,Darrell Gill Jr.,SYR,31,570,18.4,53,2
190,Malcolm Johnson Jr.,BGSU,49,569,11.6,50,3
191,Ashtyn Hawkins,BAY,45,567,12.6,35,5
192,Jalen Moss,FRES,48,563,11.7,49,4
193,Simeon Evans,SHSU,50,559,11.2,64,6
194,Dorian Fleming,GAST,49,558,11.4,58,6
195,Quentin Skinner,KU,25,557,22.3,62,4
196,Winston Wright,ECU,54,556,10.3,65,8
197,Juice Wells Jr.,MISS,28,553,19.8,66,6
198,Mason Taylor,LSU,55,546,9.9,33,2
198,Isaac TeSlaa,ARK,28,546,19.5,75,3
200,Kenneth Womack,WMU,39,545,14.0,41,1
201,Blair Conwright,UNT,40,542,13.6,96,7
202,Isaiah Bond,TEX,34,540,15.9,56,5
203,Kenny Johnson,PITT,46,537,11.7,46,3
204,JJ Jenkins,BUFF,36,536,14.9,90,4
204,Willie McCoy III,UTSA,28,536,19.1,66,4
206,Kam Thomas,UTEP,47,532,11.3,69,2
207,Jake Briningstool,CLEM,49,530,10.8,41,7
208,Cam Pickett,BALL,49,528,10.8,65,2
209,Key'Shawn Smith,SMU,33,527,16.0,45,5
210,Kyrese Rowan,USU,44,526,12.0,57,3
211,Ja'Kobi Lane,USC,43,525,12.2,33,12
211,Emmett Mosley V,STAN,48,525,10.9,62,6
213,Pat Conroy,ODU,37,523,14.1,75,5
213,Raylen Sharpe,FRES,51,523,10.3,38,3
215,Joe Royer,CIN,50,522,10.4,38,3
215,Marcus Bellon,NEV/UTEP,39,522,13.4,63,4
217,LeQuint Allen Jr.,SYR,64,521,8.1,33,4
218,Joshua Simon,SC,40,519,13.0,57,7
218,Ja'Khi Douglas,FSU,32,519,16.2,71,4
220,Rashod Owens,OKST,32,515,16.1,58,4
221,Jacob De Jesus,UNLV,36,512,14.2,43,3
222,Treon Sibley,LIB,28,510,18.2,70,2
223,Sam Brown Jr.,MIA,36,509,14.1,76,2
224,Stephen Gosnell,VT,28,506,18.1,49,1
224,Moliki Matavao,UCLA,41,506,12.3,35,2
226,Brant Kuithe,UTAH,35,505,14.4,71,6
226,TJ Sheffield,CONN,54,505,9.4,58,3
228,Zachariah Branch,USC,47,503,10.7,42,1
229,Courtney Jackson,ARST,42,494,11.8,44,2
230,Isaiah Sategna III,ARK,37,491,13.3,58,1
231,Jeremiah Hunter,WASH,36,490,13.6,42,1
231,Beaux Collins,ND,41,490,12.0,53,3
233,Harvey Broussard III,UL,31,486,15.7,50,3
233,Reed Harris,BC,17,486,28.6,72,4
235,Dean Connors,RICE,62,485,7.8,69,2
236,Koby Drake,MEM,39,484,12.4,29,1
237,TreyShun Hurry,SJSU,28,482,17.2,31,2
238,CJ Daniels,LSU,42,480,11.4,34,0
238,Jaylen Sargent,WYO,23,480,20.9,70,2
240,Chris Carpenter,UTSA,39,479,12.3,69,1
241,Monaray Baldwin,BAY,27,478,17.7,46,5
241,Noah Rogers,NCSU,35,478,13.7,75,1
243,Jimmy Holiday,LT,39,476,12.2,32,2
244,Latrell Caples,BOIS,38,473,12.4,36,5
245,Bru McCoy,TENN,39,472,12.1,42,2
245,Joshua Meredith,WSU,39,472,12.1,39,2
245,Ryan Wingo,TEX,29,472,16.3,75,2
248,Chase Hendricks,OHIO,40,471,11.8,56,1
249,Yulkeith Brown,TULN,35,470,13.4,42,4
249,Houston Thomas,UTSA,34,470,13.8,44,3
249,Sean Brown,CLT,35,470,13.4,42,1
252,Trey Goodman,UTEP,47,469,10.0,37,0
253,Myles Price,IU,38,466,12.3,41,3
253,Jaylin Lane,VT,38,466,12.3,66,2
253,Dillon Bell,UGA,43,466,10.8,67,4
253,CJ Campbell Jr.,FAU,40,466,11.6,78,3
257,Horatio Fields,WAKE,39,463,11.9,42,4
258,Kyron Hudson,USC,38,462,12.2,39,3
259,KC Concepcion,NCSU,53,460,8.7,42,6
260,Ja'Shaun Poke,SDSU,50,459,9.2,46,1
261,Casey Reynolds,ARMY,20,457,22.9,50,3
262,DeAndre Moore Jr.,TEX,39,456,11.7,50,7
263,Isaiah Neyor,NEB,34,455,13.4,59,5
264,Michael Pettway,JVST,25,454,18.2,92,3
265,Malcolm Simmons,AUB,40,451,11.3,57,3
266,Tony Johnson,CIN,48,449,9.4,23,6
267,Kole Taylor,WVU,43,448,10.4,39,3
267,Ke'Shawn Williams,IU,39,448,11.5,52,5
267,Taylor Thompson,JMU,33,448,13.6,36,6
270,Jacory Barney Jr.,NEB,55,447,8.1,40,0
271,Bobby Golden,AKR,31,446,14.4,56,1
272,Que'Sean Brown,DUKE,41,445,10.9,43,2
273,Cam Ross,JMU,37,443,12.0,43,3
274,Jimmy Horn Jr.,COLO,37,441,11.9,69,1
275,Jordan Napier,SDSU,43,440,10.2,53,4
276,Caleb Goodie,CSU,21,436,20.8,85,4
277,Otto Tia,USU,44,434,9.9,51,7
277,Yannick Smith,ECU,25,434,17.4,52,3
279,Hal Presley,BAY,31,429,13.8,53,3
280,Traylon Ray,WVU,28,426,15.2,54,4
280,Raphael Williams Jr.,PITT,37,426,11.5,35,6
282,John Michael Gyllenborg,WYO,30,425,14.2,63,3
282,KJ Duff,RUTG,27,425,15.7,59,1
284,Devin McCuin,UTSA,45,424,9.4,54,5
285,Jordan Hudson,SMU,39,422,10.8,42,5
286,Mitchell Evans,ND,43,421,9.8,33,3
286,Larry Simmons,USM,27,421,15.6,75,1
288,Jairus Mack,CLT,19,418,22.0,59,0
288,Chris Dawn Jr.,TXST,37,418,11.3,60,6
290,Randy Pittman Jr.,UCF,32,416,13.0,48,2
290,Corri Milliner,UAB,24,416,17.3,45,3
292,Omari Evans,PSU,21,415,19.8,59,5
293,John Copenhaver,UNC,40,414,10.4,35,4
294,Sahmir Hagans,DUKE,47,413,8.8,65,3
295,Anthony Sambucci,WMU,34,412,12.1,54,3
296,Jacob Gill,IOWA,35,411,11.7,59,2
296,Jack Velling,MSU,36,411,11.4,34,1
296,Junior Sherrill,VAN,29,411,14.2,43,3
299,Keshaun Singleton,USF,26,408,15.7,67,3
300,Devin Voisin,USA,34,407,12.0,28,0
300,Will Pauling,WIS,42,407,9.7,28,3
302,Dalvin Smith,WKU,31,406,13.1,65,4
303,Jordan Mosley,MSST,23,405,17.6,65,3
304,Anthony Torres,TOL,31,404,13.0,78,9
305,Blake Bosma,WMU,37,403,10.9,55,6
306,Dekel Crowdus,HAW,16,402,25.1,74,4
306,Stephon Johnson,HOU,32,402,12.6,44,2
308,Caden Prieskorn,MISS,27,401,14.9,46,3
308,Trond Grizzell,CAL,27,401,14.9,51,1
308,Matthew Coleman,SJSU,34,401,11.8,33,2
311,Deuce Alexander,WAKE,36,400,11.1,38,2
312,Carlos Hernandez,WSU,31,397,12.8,42,5
313,Duce Robinson,USC,23,396,17.2,48,5
314,Michael Trigg,BAY,30,395,13.2,42,3
315,Tyler Neville,UVA,37,394,10.6,39,2
315,Dae'Quan Wright,MISS,27,394,14.6,35,4
317,Diante Vines,ODU,36,393,10.9,40,2
317,Chuck Montgomery,MRSH,32,393,12.3,30,3
319,Trayvon Rudolph,NIU,37,392,10.6,48,1
320,Kelly Akharaiyi,MSST,25,391,15.6,49,2
320,Cam Thompson,NIU,28,391,14.0,54,3
322,Jonah Panoke,HAW,33,387,11.7,49,3
323,Moochie Dixon,SMU,21,386,18.4,87,1
323,Jonathan Brady,CAL,36,386,10.7,30,3
323,Jamari Person,CSU,36,386,10.7,60,1
326,Qua'Vez Humphreys,SHSU,20,385,19.3,67,4
327,Elijah Young,WKU,47,384,8.2,29,2
328,K.D. Hutchinson,WKU,25,383,15.3,74,3
328,Justin Bowick,BALL,20,383,19.1,57,3
328,Ty Mims,USM,33,383,11.6,56,1
331,Jabre Barber,TA&M,38,381,10.0,58,2
331,Squirrel White,TENN,34,381,11.2,45,2
333,Donavon Greene,WAKE,23,380,16.5,45,3
334,Michael Brown-Stephens,USF,29,379,13.1,32,4
334,Anthony Landphere,MEM,33,379,11.5,31,4
336,Miles Coleman,UNT,36,378,10.5,49,2
337,Nyck Harbor,SC,26,376,14.5,43,3
337,David Amador II,UTSA,31,376,12.1,51,1
339,Jacob Bernard,UL,28,375,13.4,52,0
339,Jermaine Terry II,ORST,23,375,16.3,43,1
339,Nicholas Singleton,PSU,41,375,9.1,27,5
342,Dylan Wade,MD,29,374,12.9,44,2
342,TJ Pride,NMSU,34,374,11.0,53,2
344,Ali Jennings,VT,15,373,24.9,65,3
344,Thomas Fidone II,NEB,36,373,10.4,33,0
344,Omarion Hampton,UNC,38,373,9.8,49,2
347,Kobie Campbell,RICE,32,372,11.6,33,1
347,Rivaldo Fairweather,AUB,31,372,12.0,43,2
349,Keleki Latu,WASH,40,371,9.3,36,1
349,Dalton Carnes,UNT,29,371,12.8,34,2
351,Matthew Hibner,SMU,24,368,15.3,80,4
351,Jaydon Blue,TEX,42,368,8.8,45,6
351,Mario Craver,MSST,17,368,21.6,72,3
351,Cade Harris,AFA,23,368,16.0,76,2
351,T.J. Harden,UCLA,40,368,9.2,53,1
356,Christan Horn,APP,20,367,18.4,83,1
356,Quincy Skinner Jr.,VAN,29,367,12.7,63,3
358,Myles Butler,MTSU,30,366,12.2,61,3
359,Kobe Paysour,UNC,21,365,17.4,36,0
359,Jahmal Edrine,PUR,23,365,15.9,53,2
361,Barion Brown,UK,29,361,12.4,63,3
361,Seydou Traore,MSST,34,361,10.6,32,1
363,Lawrence Arnold,KU,26,360,13.8,40,1
363,Da'Quan Felton,VT,32,360,11.3,55,2
363,Chris Parker,CMU,29,360,12.4,44,3
366,Keagan Johnson,KSU,29,359,12.4,35,1
366,RJ Maryland,SMU,24,359,15.0,49,4
368,Jordan Faison,ND,30,356,11.9,44,1
369,Michel Dukes,GAST,43,354,8.2,26,3
369,Elijah Canion,LIB,25,354,14.2,50,3
371,Tory Horton,CSU,26,353,13.6,52,1
372,Marquis Johnson,MIZ,25,352,14.1,49,1
373,Joseph Manjack IV,HOU,22,351,16.0,57,3
374,Landon Parker,TROY,27,350,13.0,33,0
374,Solomon Davis,CMU,19,350,18.4,72,2
374,Darius Taylor,MINN,54,350,6.5,22,2
377,Jamoi Mayes,CIN,29,349,12.0,52,1
377,Rahkeem Smith,BGSU,25,349,14.0,66,3
379,Logan Loya,UCLA,29,348,12.0,29,4
379,Lawson Luckie,UGA,24,348,14.5,37,3
379,Chris Durr Jr.,WYO,31,348,11.2,40,1
382,Keelan Marion,BYU,24,346,14.4,52,1
382,PJ Johnson III,NMSU,19,346,18.2,54,2
384,Kwazi Gilmer,UCLA,31,345,11.1,48,2
384,Jahdae Walker,TA&M,29,345,11.9,40,2
386,Carl Chester,MRSH,20,342,17.1,42,3
387,Benji Gosnell,VT,32,341,10.7,31,2
387,Armani Winfield,CSU,38,341,9.0,62,2
389,Jack Hestera,USU,24,340,14.2,32,4
390,Xavier Guillory,ASU,22,339,15.4,61,5
390,Trech Kekahuna,WIS,25,339,13.6,69,2
392,Grayson Barnes,NIU,31,338,10.9,60,4
393,Mazeo Bennett Jr.,SC,30,337,11.2,36,3
394,Caleb Medford,UNM,18,336,18.7,47,3
395,Sam Roush,STAN,40,334,8.4,28,2
395,T.Y. Harding,MASS,19,334,17.6,58,5
397,Chris Brazzell II,TENN,29,333,11.5,53,2
398,Braedon Sloan,BALL,29,329,11.3,72,1
399,Brashard Smith,SMU,39,327,8.4,33,4
399,Jacoby Jones,UCF,22,327,14.9,40,2
399,Bryson Graves,CCU,27,327,12.1,50,2
402,Kamari Morales,BC,28,325,11.6,54,6
403,Miles Cross,IU,27,324,12.0,34,4
403,Luke Hasz,ARK,26,324,12.5,43,4
403,Bauer Sharp,OU,42,324,7.7,43,2
403,Ashton Allen,TEM,24,324,13.5,60,2
403,Petey Tucker,GAST,30,324,10.8,29,0
408,Chris Hunter,ARIZ,35,323,9.2,45,3
409,LV Bunkley-Shelton,GASO,30,322,10.7,34,0
409,Gavin Bartholomew,PITT,38,322,8.5,21,4
411,Woody Marks,USC,47,321,6.8,33,0
412,Jalin Conyers,TTU,30,320,10.7,36,5
413,Wesley Grimes,NCSU,24,319,13.3,30,1
414,Noah Short,ARMY,17,318,18.7,58,3
415,Kyle Ford,USC,26,317,12.2,41,3
416,Avery Boyd,GT,25,316,12.6,33,2
416,Raheim Sanders,SC,27,316,11.7,43,2
418,J.J. Hester,OU,14,315,22.5,90,1
418,J. Michael Sturdivant,UCLA,22,315,14.3,45,2
418,Octavian Smith Jr.,MD,30,315,10.5,27,2
421,Dacari Collins,NCSU,24,314,13.1,43,2
421,Dane Olson,CSU,17,314,18.5,41,1
421,Jackson Canaan,SJSU,28,314,11.2,58,2
421,Nate Bennett,SDSU,22,314,14.3,48,1
421,Senika McKie,CCU,23,314,13.7,41,4
421,Eli Finley,LT,25,314,12.6,53,2
421,Cameron Wright,CCU,19,314,16.5,58,2
428,Ja'Mori Maclin,UK,13,313,24.1,83,4
428,Noah Smith,SHSU,40,313,7.8,22,0
430,Dalevon Campbell,SC,12,312,26.0,60,0
430,Mario Anderson Jr.,MEM,52,312,6.0,31,3
432,Jeremiah Franklin,BC,27,311,11.5,34,3
432,Quintrevion Wisner,TEX,44,311,7.1,50,1
432,Malik Benson,FSU,25,311,12.4,67,1
435,Ahmarian Granger,AKR,17,308,18.1,72,2
435,Kenyon Sadiq,ORE,24,308,12.8,39,2
437,Dalton Stroman,APP,20,307,15.4,47,5
437,Jasaiah Gathings,CONN,32,307,9.6,26,3
439,Chamon Metayer,ASU,32,306,9.6,29,5
440,Jaron Tibbs,PUR,25,305,12.2,38,2
440,Nic Trujillo,UNM,16,305,19.1,43,1
442,Prince Strachan,BOIS,25,304,12.2,37,1
443,Evan Boyd,CMU,21,302,14.4,47,2
444,Peyton Higgins,TROY,31,301,9.7,37,1
444,Miles Kitselman,TENN,22,301,13.7,31,4
446,Gabe Burkle,ISU,26,296,11.4,32,1
446,Jabari Smith Jr.,FAU,17,296,17.4,76,3
448,Wyatt Young,UNT,18,295,16.4,75,2
449,Money Parks,UTAH,21,294,14.0,71,3
449,Titus Mokiao-Atimalala,UCLA,28,294,10.5,28,1
449,Hank Beatty,ILL,20,294,14.7,59,1
452,Eli Wilson,APP,25,293,11.7,34,5
453,Darrius Clemons,ORST,25,292,11.7,44,2
454,Jameson Geers,MINN,28,290,10.4,23,4
454,Robert Williams,UL,26,290,11.2,47,1
456,Rodney Harris II,OHIO,23,289,12.6,52,0
456,Blake Bohannon,KENN,24,289,12.0,32,0
458,Rodney Gallagher III,WVU,26,288,11.1,33,3
459,Melquan Stovall,ASU,24,287,12.0,63,0
459,Jacob Stewart,SJSU,34,287,8.4,37,3
461,Liam Clifford,PSU,18,286,15.9,57,1
461,Emmett Johnson,NEB,39,286,7.3,29,2
463,TreVeyon Henderson,OSU,27,284,10.5,75,1
464,Patrick Overmyer,UTSA,31,283,9.1,42,3
465,Le'Meke Brockington,MINN,18,282,15.7,35,1
466,Grant Page,USU,33,281,8.5,35,2
466,Jhari Patterson,ECU,33,281,8.5,27,1
468,Tre Watson,TA&M,21,280,13.3,33,1
468,Landon Sides,UNT,24,280,11.7,42,1
470,Reese Smith,LIB,18,277,15.4,44,4
470,Seth McGowan,NMSU,23,277,12.0,43,3
470,Dre'lon Miller,COLO,32,277,8.7,49,3
473,Tyson Mobley,LIB,29,276,9.5,25,1
473,Aziah Johnson,MSU,16,276,17.3,52,2
475,Jake Bailey,SMU,19,275,14.5,39,1
475,Cash Jones,UGA,24,275,11.5,32,4
477,Nate McCollum,UNC,24,274,11.4,48,0
478,Roman Hemby,MD,40,273,6.8,32,1
478,Umari Hatcher,SYR,17,273,16.1,67,3
480,Mikey Matthews,CAL,32,272,8.5,46,1
481,Chase Lane,GT,23,271,11.8,32,3
481,Ife Adeyi,SHSU,30,271,9.0,32,1
481,Beau Sparks,TXST,25,271,10.8,24,2
484,Jacquon Gibson,MASS,23,270,11.7,39,1
485,Cyrus Allen,TA&M,18,269,14.9,73,1
486,Treshaun Ward,BC,15,268,17.9,59,4
486,Ayden Greene,VT,19,268,14.1,67,2
488,RJ Harvey,UCF,20,267,13.4,75,3
488,Silas Bolden,TEX,23,267,11.6,24,1
488,Malcolm Gillie,BALL,19,267,14.1,41,2
491,Jeremiah Noga,ORST,23,266,11.6,30,0
491,Eugene Wilson III,FLA,19,266,14.0,85,1
493,Jake Godfrey,ULM,24,265,11.0,57,2
494,Troy Stellato,CLEM,25,264,10.6,34,1
494,Bryson Nesbit,UNC,24,264,11.0,34,3
494,Braylen Walker,RICE,22,264,12.0,50,1
494,Andrew McElroy,NIU,26,264,10.2,42,0
494,Collin Dixon,ILL,18,264,14.7,41,0
499,Josh Williams,LSU,31,263,8.5,23,0
499,Hollywood Smothers,NCSU,19,263,13.8,72,2
501,Jay Wilkerson,LT,13,262,20.2,55,2
501,Davon Wells,ULM,29,262,9.0,51,2
501,Reagan Ealy,ARST,23,262,11.4,22,0
501,Tray Taylor,CCU,18,262,14.6,59,1
505,Caden Durham,LSU,28,260,9.3,71,2
506,DJ Giddens,KSU,21,258,12.3,53,1
507,Brandon Chatman,NAVY,18,257,14.3,46,4
508,Mark Redman,LOU,24,256,10.7,32,3
508,CJ Dippre,ALA,21,256,12.2,46,0
508,Vince Brown II,CSU,24,256,10.7,30,3
511,Adam Jones,ARST,21,255,12.1,46,3
511,Qua Ashley,KENN,28,255,9.1,51,1
511,Jaylen Lloyd,NEB,13,255,19.6,59,0
514,Abdur-Rahmaan Yaseen,USF,21,254,12.1,51,0
514,Devin Neal,KU,24,254,10.6,51,1
514,Demond Claiborne,WAKE,23,254,11.0,44,2
