RK,NAME,TEAM,"('Unnamed: 0_level_0', 'POS')","('Tackles', 'SOLO')","('Tackles', 'AST')","('Tackles', 'TOT')","('Sacks', 'SACK')","('Sacks', 'YDS')","('Interceptions', 'PD')","('Interceptions', 'INT')","('Interceptions', 'YDS')","('Interceptions', 'LNG')","('Interceptions', 'TD')","('Unnamed: 11_level_0', 'FF')"
51,Rolijah Hardy,IU,LB,48,55,103,8.0,41,5,0,0,0,0,0
55,Daniel Wingate,MD,LB,62,40,102,1.5,8,1,1,20,20,1,0
55,Bryce Llewellyn,EMU,DB,43,59,102,0.0,0,4,2,39,39,0,0
57,Jordan Crook,ASU,LB,52,49,101,2.0,13,2,1,0,0,0,0
57,Colton Phares,APP,LB,43,58,101,2.0,18,3,3,18,15,0,1
59,Mac Uihlein,NU,LB,59,41,100,0.0,0,0,4,12,7,0,2
59,Trey Fields,UNT,LB,47,53,100,1.0,5,2,1,26,26,0,0
59,Rasheem Biles,PITT,LB,39,61,100,4.5,41,4,2,85,75,2,2
62,Parker Hughes,MTSU,LB,50,49,99,0.0,0,2,2,68,62,0,0
62,Keaton Thomas,BAY,LB,62,37,99,1.0,1,3,1,14,14,0,0
64,Keyshaun Elliott,ASU,LB,54,44,98,7.0,21,2,0,0,0,0,0
64,TJ Dottery,MISS,LB,48,50,98,1.5,17,2,0,0,0,0,2
66,Dalton Johnson,ARIZ,DB,48,49,97,1.0,13,7,4,39,39,0,1
66,Cade Uluave,CAL,LB,42,55,97,3.0,22,4,0,0,0,0,0
66,MarcAnthony Parker,NAVY,LB,45,52,97,2.0,18,0,1,0,0,0,0
69,Jamel Johnson,TCU,S,60,36,96,0.0,0,3,5,71,56,0,0
69,Josiah Robinson,GAST,LB,42,54,96,2.0,12,1,0,0,0,0,0
71,Terrence Williams,UL,LB,51,44,95,1.0,13,0,0,0,0,0,1
71,TJ Quinn,LOU,LB,45,50,95,3.0,21,4,2,0,0,0,0
71,Aiden Fisher,IU,LB,46,49,95,4.5,25,1,2,27,25,1,1
74,Mason Woods,KENT,LB,35,59,94,2.0,14,1,0,0,0,0,0
74,Alex McLaughlin,WASH,S,62,32,94,0.0,0,6,2,74,74,1,0
76,KP Price,BC,DB,65,28,93,0.0,0,0,2,48,31,0,0
76,Naeten Mitchell,NMSU,S,58,35,93,0.0,0,7,3,86,71,1,4
76,Charles Correa,PUR,LB,39,54,93,3.0,14,2,0,0,0,0,0
76,Taye Brown,ARIZ,LB,38,55,93,1.5,12,1,1,5,5,0,1
76,K'Von Sherman,TOL,LB,52,41,93,4.5,31,1,0,0,0,0,0
81,Shad Banks Jr.,UTSA,LB,57,35,92,2.0,7,2,3,48,21,1,1
81,Leon Hart Jr.,FAU,LB,38,54,92,1.0,12,1,0,0,0,0,1
81,Lewis Carter,UCF,LB,53,39,92,2.0,13,1,0,0,0,0,2
81,Dillon Thieneman,ORE,DB,44,48,92,1.0,2,5,2,0,0,0,0
81,Jayden Wilson,UTEP,LB,35,57,92,0.5,4,0,1,0,0,0,3
86,Aaron Alexander,ARST,LB,35,56,91,0.5,4,0,1,0,0,0,0
86,Jacob Fields,LT,DB,50,41,91,0.0,0,5,3,123,85,2,0
86,Luke Ferrelli,CAL,LB,38,53,91,1.0,11,1,1,2,2,0,0
86,KT Seay,DEL,S,62,29,91,0.0,0,1,3,11,9,0,1
86,Corey Myrick,USM,S,47,44,91,0.0,0,4,2,50,27,0,1
86,Jahron Manning,MSST,S,36,55,91,0.0,0,5,1,21,21,0,0
92,Justin Meyers,GASO,DB,60,30,90,0.0,0,5,0,0,0,0,0
92,Ben Roberts,TTU,LB,44,46,90,0.0,0,5,4,38,20,0,2
92,Luke Mergott,DUKE,LB,48,42,90,1.0,6,3,2,0,0,0,0
92,Louis Moore,IU,DB,45,45,90,0.0,0,3,6,53,24,0,0
92,Bronson Olevao Jr.,USU,LB,32,58,90,4.0,30,3,2,20,17,0,0
92,Caleb Weaver,DUKE,S,42,48,90,1.5,12,2,2,40,40,0,1
98,Devon Williams,MINN,LB,37,52,89,2.5,11,2,0,0,0,0,0
98,A.J. Haulcy,LSU,S,49,40,89,0.0,0,4,3,77,42,0,1
98,Desman Stephens II,USC,LB,59,30,89,0.0,0,0,0,0,0,0,1
98,CJ Young,KENT,DB,42,47,89,2.5,12,3,1,29,29,0,1
102,Devin Neal,UVA,S,41,47,88,0.5,3,7,0,0,0,0,0
102,CJ Allen,UGA,LB,47,41,88,3.5,15,4,0,0,0,0,2
102,Jordan Hall,MSU,LB,47,41,88,2.5,14,1,1,0,0,0,3
102,Davhon Keys,LSU,LB,35,53,88,0.5,5,2,0,0,0,0,1
102,Namdi Obiazor,TCU,LB,46,42,88,2.0,13,1,2,28,26,0,1
102,Ty Morris,RICE,LB,35,53,88,2.5,25,3,0,0,0,0,2
108,Brandon Tyson,GASO,LB,46,41,87,0.0,0,2,1,0,0,0,0
108,Filip Maciorowski,NIU,LB,39,48,87,2.5,20,2,0,0,0,0,1
108,Dylan Labarbera,NEV,DL,49,38,87,6.5,44,0,0,0,0,0,0
108,Tory Gethers,NMSU,LB,39,48,87,3.0,17,2,0,0,0,0,2
112,Javin Wright,NEB,LB,39,47,86,3.0,16,4,1,14,14,0,0
112,Tyler Stolsky,FAU,LB,41,45,86,1.0,6,2,0,0,0,0,0
112,Trey Lathan,KU,LB,51,35,86,1.5,12,5,1,32,32,0,1
112,DaShawn Stone,DUKE,S,46,40,86,0.0,0,3,2,0,0,0,1
112,Jalen Thomeson,OHIO,S,42,44,86,0.0,0,1,1,0,0,0,1
117,Brendan Harrington,GASO,LB,54,31,85,0.0,0,3,1,23,23,0,0
117,Mac Sanders,JVST,LB,46,39,85,1.5,14,2,0,0,0,0,1
119,Mohamed Toure,MIA,LB,38,46,84,2.0,22,6,0,0,0,0,0
119,Noah Avinger,USU,CB,40,44,84,1.0,7,10,3,11,10,0,1
119,Myles Rowser,ASU,DB,48,36,84,0.0,0,3,0,0,0,0,0
119,Kamari Wilson,MEM,DB,45,39,84,1.0,13,4,2,20,15,0,2
119,James Camden,WMU,LB,36,48,84,4.0,32,0,0,0,0,0,1
119,D'Angelo Hutchinson,LOU,DB,39,45,84,0.0,0,5,1,5,5,0,0
119,Josiah Trotter,MIZ,LB,43,41,84,2.0,8,1,0,0,0,0,0
119,Kyle Taylor,ARST,LB,28,56,84,0.0,0,1,0,0,0,0,0
119,Isaiah Chisom,UCLA,LB,40,44,84,0.0,0,1,0,0,0,0,2
119,Xavier Atkins,AUB,LB,60,24,84,9.0,50,1,1,73,73,0,2
119,Faletau Satuala,BYU,S,47,37,84,1.0,4,4,3,65,40,1,2
119,Walker O'Steen,JVST,LB,51,33,84,2.5,18,1,3,64,37,0,1
131,Corban Hondru,M-OH,LB,33,50,83,1.0,11,2,3,88,77,1,1
131,Parker McKenna,WSU,LB,48,35,83,2.0,18,1,1,-5,-5,0,0
131,Karson Sharar,IOWA,LB,42,41,83,4.0,29,1,0,0,0,0,1
131,AG McGhee,ARST,S,45,38,83,0.0,0,5,1,23,23,0,0
131,Blayne Myrick,USA,LB,36,47,83,0.0,0,3,0,0,0,0,0
131,Jack Tchienchou,TULN,S,55,28,83,1.0,11,3,2,1,1,0,1
131,Sonny Styles,OSU,LB,46,37,83,1.0,4,3,1,5,5,0,1
131,Kalib Fortner,ARMY,LB,54,29,83,1.5,10,0,0,0,0,0,2
139,Will Jones II,UNT,S,46,36,82,0.0,0,2,3,0,0,0,4
139,Caleb Francl,WSU,LB,34,48,82,2.0,13,3,2,0,0,0,1
139,Cole Kozlowski,UCF,LB,50,32,82,2.0,11,3,0,0,0,0,1
139,Antavious Fish,SHSU,LB,40,42,82,1.0,7,0,0,0,0,0,1
139,Koi Perich,MINN,DB,39,43,82,1.0,6,2,1,27,27,1,1
139,Omar Thornton,BC,DB,56,26,82,2.0,10,1,1,0,0,0,4
145,Devin Hightower,UAB,LB,42,39,81,1.0,13,0,1,7,7,0,0
145,Xavian Sorey Jr.,ARK,LB,36,45,81,2.5,15,3,1,25,25,0,1
145,Dakota Cochran,CMU,LB,42,39,81,0.5,4,3,1,30,30,1,2
145,Derrieon Craig,MASS,DL,27,54,81,0.5,2,2,0,0,0,0,0
145,Braydon Brus,NU,LB,41,40,81,2.5,16,4,0,0,0,0,2
145,Suntarine Perkins,MISS,LB,41,40,81,4.5,44,5,1,0,0,0,3
145,Chris Bracy,MEM,DB,48,33,81,0.0,0,9,1,0,0,0,1
145,Edwin Spillman,TENN,LB,33,48,81,2.5,15,2,1,15,15,0,0
145,Giuseppe Sessi,NAVY,S,50,31,81,0.0,0,0,0,0,0,0,0
145,Tywon Christopher,KENN,LB,37,44,81,1.5,9,2,1,0,0,0,1
145,Brayden Johnson,WYO,LB,46,35,81,1.0,9,3,2,83,65,1,0
156,Deontae Lawson,ALA,LB,45,35,80,1.5,4,4,0,0,0,0,2
156,Isaiah Nwokobia,SMU,S,41,39,80,0.0,0,7,2,43,27,0,0
156,Kenny Soares Jr.,NCSU,LB,35,45,80,0.5,0,2,0,0,0,0,0
156,Jake Pope,UNLV,DB,38,42,80,1.5,13,3,1,0,0,0,0
156,Mario Easterly,ODU,S,23,57,80,0.0,0,4,1,-1,-1,0,1
156,Jeremiah Telander,TENN,LB,28,52,80,1.0,4,0,1,0,0,0,0
156,Jelani McDonald,TEX,DB,49,31,80,0.0,0,3,3,27,16,0,0
156,Davaughn Patterson,WAKE,DB,35,45,80,0.0,0,9,0,0,0,0,1
156,Chris Rodgers,TULN,LB,51,29,80,2.5,11,1,1,35,35,1,1
156,Braylan Lovelace,PITT,LB,41,39,80,1.0,11,2,2,101,100,1,0
156,Adonis Williams Jr.,OHIO,S,58,22,80,1.0,4,1,0,0,0,0,0
156,Peter Manuma,HAW,DB,44,36,80,1.0,13,7,0,0,0,0,0
156,Tyler Brown,JMU,S,40,40,80,1.0,10,6,1,0,0,0,0
156,Kal-El Pascal,BGSU,S,37,43,80,0.0,0,5,1,4,4,0,2
156,Noah Flemmings,ULM,LB,40,40,80,3.5,18,1,0,0,0,0,1
171,Stephen Dix Jr.,ARK,LB,29,50,79,1.0,6,0,0,0,0,0,0
171,Malachi McLean,CONN,DB,38,41,79,1.0,5,2,1,3,3,0,0
171,Dion Crawford,BUFF,LB,30,49,79,3.5,15,1,0,0,0,0,1
171,Kyle Louis,PITT,LB,43,36,79,3.0,35,3,2,21,21,0,1
171,Tawfiq Byard,COLO,S,58,21,79,0.5,5,4,1,18,18,0,2
171,Collin Matteson,ARMY,S,51,28,79,0.0,0,7,1,8,8,0,0
171,Justin Jefferson,ALA,LB,48,31,79,3.0,23,5,1,0,0,0,1
171,Coleman Cauley,NAVY,LB,36,43,79,0.0,0,0,2,5,5,1,3
171,Ryan Nolan,TXST,S,41,38,79,0.0,0,2,0,0,0,0,0
171,Lento Smith Jr.,TLSA,S,46,33,79,0.0,0,4,1,0,0,0,1
181,Nic Mitchell,MSST,LB,17,61,78,2.5,22,0,1,12,12,0,0
181,Cole Wisniewski,TTU,DB,38,40,78,1.0,3,6,0,0,0,0,2
181,Isaiah Jones,IU,LB,38,40,78,7.0,42,2,1,0,0,0,1
181,Luke Pirris,NAVY,LB,33,45,78,3.5,19,3,0,0,0,0,0
181,Skyler Thomas,ORST,DB,42,36,78,0.0,0,4,1,0,0,0,0
181,Fred Perry,WVU,S,51,27,78,2.0,21,3,0,0,0,0,2
181,Khmori House,UNC,LB,45,33,78,1.0,9,1,1,13,13,0,1
181,Max Harris,ARIZ,LB,39,39,78,0.0,0,1,0,0,0,0,1
189,Jett Elad,RUTG,DB,51,26,77,0.0,0,1,2,40,21,0,1
189,Marco Notarainni,BOIS,LB,51,26,77,2.5,24,2,0,0,0,0,0
189,Jalen Garner,HOU,LB,40,37,77,2.0,17,2,0,0,0,0,2
189,Devyn Bobby,BAY,S,50,27,77,0.0,0,2,0,0,0,0,0
189,Emmanuel McNeil-Warren,TOL,S,36,41,77,0.5,1,6,2,37,37,1,3
189,Kyle Efford,GT,LB,33,44,77,1.5,3,2,0,0,0,0,1
189,Parker Robertson,OKST,S,49,28,77,1.0,5,5,2,33,33,0,2
189,Genesis Smith,ARIZ,DB,35,42,77,0.0,0,8,1,25,25,0,2
189,Kooper Ebel,ISU,LB,38,39,77,1.0,12,3,0,0,0,0,1
189,Jared Lloyd,MOST,LB,33,44,77,1.5,14,2,0,0,0,0,0
189,Kanye Young,MOST,LB,41,36,77,1.0,8,4,1,5,5,0,1
189,Sefa Saipaia Jr.,WMU,LB,27,50,77,1.5,5,0,1,22,22,0,0
189,Marcus Neal Jr.,ISU,DB,40,37,77,1.0,6,3,2,34,18,0,1
189,Jasper Beeler,NIU,S,39,38,77,0.5,4,2,3,0,0,0,1
203,West Weeks,LSU,LB,32,44,76,2.5,19,1,0,0,0,0,0
203,Eric Gentry,USC,LB,51,25,76,3.0,15,2,0,0,0,0,5
203,Earl Little Jr.,FSU,DB,33,43,76,0.0,0,2,4,83,48,0,2
203,Xavier Nwankpa,IOWA,DB,50,26,76,0.0,0,0,1,28,28,0,2
203,Drue Watts,MEM,DB,43,33,76,4.0,27,2,0,0,0,0,1
203,Kip Lewis,OU,LB,38,38,76,4.0,32,4,0,0,0,0,1
203,E.J. Lightsey,GT,LB,39,37,76,0.0,0,1,0,0,0,0,0
203,Matthew Bailey,ILL,DB,59,17,76,0.0,0,2,0,0,0,0,2
203,Ty Bryant,UK,DB,46,30,76,0.0,0,1,4,70,28,0,0
203,Zyeir Gamble,APP,DB,37,39,76,0.0,0,4,2,15,9,0,2
203,KJ Bolden,UGA,DB,32,44,76,0.0,0,5,2,0,0,0,0
203,Myles Graham,FLA,LB,36,40,76,2.0,14,4,0,0,0,0,0
203,Arion Carter,TENN,LB,28,48,76,1.5,12,1,0,0,0,0,1
203,Jeremy Mack Jr.,ODU,LB,36,40,76,5.5,43,3,1,0,0,0,1
203,Dalesean Staley,SDSU,S,42,34,76,0.0,0,10,1,-1,-1,0,1
203,Edrees Farooq,TENN,DB,37,39,76,0.0,0,3,2,51,45,1,4
203,Ian Foster,USM,S,30,46,76,1.0,9,7,3,171,99,2,0
203,Jerome Carter,ODU,S,37,39,76,0.0,0,2,6,57,28,0,0
203,Roger Jones Jr.,AFA,DB,39,37,76,0.0,0,0,2,3,3,0,0
222,Darrian Lewis,WVU,S,45,30,75,0.0,0,0,2,41,31,0,1
222,Jakobe Thomas,MIA,DB,45,30,75,3.5,35,6,5,73,60,1,2
222,Justin Powe,TROY,S,37,38,75,0.0,0,1,1,4,4,0,1
222,Zeraun Daniel,MASS,S,34,41,75,0.0,0,2,0,0,0,0,1
226,Jaiden Francois,DUKE,LB,30,44,74,1.0,2,2,0,0,0,0,1
226,Zakee Wheatley,PSU,S,51,23,74,0.0,0,1,1,2,2,0,0
226,Evan Eller,WYO,LB,52,22,74,2.0,9,1,1,0,0,0,1
226,Jaylen Lewis,WKU,DB,48,26,74,0.0,0,5,3,34,28,0,1
226,Raylen Wilson,UGA,LB,30,44,74,2.5,19,1,0,0,0,0,0
226,Reid Williford,CLT,LB,46,28,74,4.0,36,0,0,0,0,0,1
226,Anthony Brackenridge,WKU,LB,36,38,74,1.0,20,3,0,0,0,0,1
226,Barry Manning,EMU,DB,30,44,74,2.0,13,2,1,1,1,0,1
226,Bray Hubbard,ALA,DB,47,27,74,2.0,20,8,4,42,34,0,3
226,Owen Heinecke,OU,LB,34,40,74,3.0,16,4,0,0,0,0,1
226,Ayden Jackson,GASO,DB,43,31,74,0.0,0,3,3,4,4,0,1
226,Miles Greer,BUFF,S,36,38,74,2.5,15,3,0,0,0,0,0
238,Jaheem Joseph,UNLV,S,44,29,73,3.5,38,3,0,0,0,0,2
238,Dylan Hazen,WAKE,LB,30,43,73,0.0,0,3,0,0,0,0,2
238,Wayne Matthews III,MSU,LB,32,41,73,0.0,0,1,1,0,0,0,0
238,Carlos Allen Jr.,HOU,DL,32,41,73,1.5,7,3,0,0,0,0,1
238,Koen Entringer,IOWA,DB,43,30,73,0.0,0,4,0,0,0,0,1
238,DJ Burks,APP,DB,34,39,73,0.0,0,5,2,25,25,0,2
238,Jonathan Thompson,CIN,LB,34,39,73,1.0,2,0,0,0,0,0,1
238,Jimmy Rolder,MICH,LB,47,26,73,2.0,21,1,1,2,2,0,0
238,Stone Combs,NEV,LB,42,31,73,0.5,8,1,0,0,0,0,0
238,Zach Williams,TLSA,S,39,34,73,0.0,0,7,0,0,0,0,2
238,Boogie Trotter,MRSH,DB,36,37,73,0.5,4,5,5,133,60,2,1
238,Wydett Williams Jr.,MISS,S,42,31,73,0.0,0,9,3,12,12,0,0
238,Malcolm McCain,M-OH,LB,30,43,73,2.0,12,0,0,0,0,0,1
238,Aiden Hall,WAKE,LB,26,47,73,0.0,0,3,0,0,0,0,0
238,Patrick Smith-Young,UNT,S,44,29,73,0.0,0,3,0,0,0,0,0
253,Lyrik Rawls,KU,S,56,16,72,0.0,0,7,1,0,0,0,0
253,Desmond Purnell,KSU,LB,51,21,72,3.5,30,4,2,46,46,1,1
253,Kentrell Webb,HOU,DB,51,21,72,0.0,0,4,1,0,0,0,1
253,Jake Jarmolowich,CSU,DB,37,35,72,1.0,8,1,0,0,0,0,1
253,John Curry,TTU,LB,36,36,72,0.5,2,4,0,0,0,0,1
253,Jalen Huskey,MD,DB,58,14,72,0.0,0,2,4,78,46,0,0
253,Taurean York,TA&M,LB,32,40,72,1.0,7,3,0,0,0,0,0
253,Tamarcus Cooley,LSU,S,41,31,72,0.0,0,2,2,0,0,0,0
253,Josiah Taylor,FIU,LB,30,42,72,2.0,7,2,0,0,0,0,1
253,Aiden Sullivan,ORST,LB,35,37,72,1.0,8,1,0,0,0,0,3
253,Carson Tujague,USU,DT,19,53,72,0.5,4,1,0,0,0,0,0
264,Xamarion Gordon,CCU,S,42,29,71,0.0,0,5,3,12,12,0,0
264,Tavian Combs,UNM,S,35,36,71,0.5,5,3,1,11,11,0,0
264,Wesley Bissainthe,MIA,LB,39,32,71,1.0,9,0,1,32,32,0,1
264,Darius McKenzie,USA,LB,31,40,71,1.0,6,1,0,0,0,0,0
264,Derrell Farrar,LIB,LB,38,33,71,1.0,5,2,0,0,0,0,1
264,Tanner Wall,BYU,S,43,28,71,0.0,0,0,4,68,68,1,1
264,Tucker Large,WSU,S,41,30,71,0.0,0,6,0,0,0,0,0
264,Silas Walters,M-OH,DB,33,38,71,1.0,4,7,3,4,4,0,0
264,Bryan McCoy Jr.,OKST,LB,37,34,71,0.0,0,1,0,0,0,0,0
264,Zach Lutmer,IOWA,DB,44,27,71,1.0,1,7,3,72,38,1,0
264,CJ Heard,VAN,S,46,25,71,2.0,23,3,1,0,0,0,1
264,Jacob Thomas,JMU,S,35,36,71,2.0,18,7,2,32,32,0,1
264,Jahleel Culbreath,ODU,LB,26,45,71,3.0,8,0,0,0,0,0,0
264,Christopher Wallace Jr.,USA,S,33,38,71,0.0,0,0,0,0,0,0,1
264,Trevon Gola-Callard,CIN,S,24,47,71,0.0,0,3,0,0,0,0,0
279,J'Mond Tapp,USM,DL,19,51,70,7.5,51,2,0,0,0,0,0
279,Key Lawrence,UCLA,DB,44,26,70,0.0,0,1,1,27,27,0,2
279,Mitchell Gonser,BUFF,LB,41,29,70,1.0,5,0,2,56,54,0,0
279,Wade Woodaz,CLEM,LB,43,27,70,0.5,2,3,0,0,0,0,0
279,Anthony Hill Jr.,TEX,LB,38,32,70,4.0,25,1,2,3,3,0,3
279,Michael Taaffe,TEX,DB,38,32,70,1.0,10,1,2,0,0,0,0
279,DeShon Singleton,NEB,DB,44,26,70,1.0,9,4,2,7,7,0,0
279,Bryan Longwell,VAN,LB,36,34,70,1.0,9,2,1,7,7,0,0
279,Ja'Marley Riddle,ECU,DB,38,32,70,0.0,0,6,3,45,35,0,0
279,Xe'ree Alexander,WASH,LB,42,28,70,1.0,3,3,1,29,29,0,0
289,Daveren Rayner,UK,LB,32,37,69,2.0,21,4,2,25,25,0,0
289,Reid Carrico,WVU,LB,39,30,69,4.5,31,1,0,0,0,0,0
289,Langston Patterson,VAN,LB,27,42,69,0.0,0,0,0,0,0,0,1
289,Jeremiah Brown,COLO,LB,40,29,69,2.0,14,0,0,0,0,0,0
289,Cam Smith,MRSH,DB,41,28,69,2.0,21,8,0,0,0,0,1
289,Arvell Reese,OSU,LB,34,35,69,6.5,41,2,0,0,0,0,0
289,Kam Franklin,MISS,DE,33,36,69,5.0,15,3,0,0,0,0,1
289,Aaron Flowers,ORE,DB,37,32,69,0.0,0,3,1,0,0,0,2
289,Casey Larkin,ARMY,S,46,23,69,0.0,0,3,2,0,0,0,0
289,Timmy Hinspeter,MASS,LB,20,49,69,2.0,8,2,1,63,63,0,1
289,Brandon Booker,SMU,LB,26,43,69,0.5,4,2,0,0,0,0,0
289,Curly Ordonez,TEM,LB,40,29,69,1.0,6,3,0,0,0,0,1
301,Ernest Hausmann,MICH,LB,44,24,68,1.0,7,1,0,0,0,0,0
301,Mekhi Mason,LT,LB,29,39,68,3.5,26,4,0,0,0,0,0
301,Caleb Downs,OSU,S,45,23,68,1.0,8,1,2,0,0,0,2
301,Liona Lefau,TEX,LB,26,42,68,1.0,6,3,0,0,0,0,0
301,Teitum Tuioti,ORE,LB,33,35,68,9.5,68,5,0,0,0,0,2
301,Caleb Bacon,ISU,LB,32,36,68,3.0,20,3,0,0,0,0,1
301,Sone Aupiu,NMSU,LB,34,34,68,1.0,11,4,1,23,23,0,2
301,Chris D'Appolonia,TOL,LB,36,32,68,1.0,1,4,0,0,0,0,1
301,Zechariah Poyser,MIA,DB,42,26,68,1.0,8,5,0,0,0,0,1
301,Thomas Anderson,MOST,CB,57,11,68,1.0,3,5,1,0,0,0,0
301,Joel Cordoba,KENT,DB,34,34,68,0.0,0,1,0,0,0,0,0
301,Will Echoles,MISS,DT,32,36,68,5.0,37,5,0,0,0,0,0
301,Brandon Barnes,ARST,S,32,36,68,0.0,0,2,1,-2,-2,0,0
314,Tate Hallock,WMU,S,34,33,67,0.5,7,2,3,69,37,1,1
314,Andre Turrentine,TENN,DB,31,36,67,0.0,0,1,1,1,1,0,0
314,Brylan Lanier,MSST,S,37,30,67,1.0,7,2,4,41,29,0,0
314,Robert Woodyard Jr.,AUB,LB,47,20,67,2.0,8,1,0,0,0,0,0
314,Marcus Williams,RICE,S,46,21,67,0.0,0,5,0,0,0,0,1
314,Drayk Bowen,ND,LB,33,34,67,3.5,26,3,0,0,0,0,0
314,Kaleb Spencer,VT,LB,31,36,67,0.5,4,1,0,0,0,0,0
314,Johnathan Hall,UTAH,LB,43,24,67,2.5,32,4,1,4,4,0,1
314,Isaiah Glasker,BYU,LB,36,31,67,3.0,40,1,2,3,3,0,1
314,Dariel Djabome,RUTG,LB,33,34,67,2.0,14,0,0,0,0,0,2
314,Rashad Henry,MASS,LB,21,46,67,0.0,0,0,0,0,0,0,0
314,Brandon Rawls,OKST,LB,30,37,67,1.0,4,0,0,0,0,0,0
