RK,NAME,TEAM,CMP,ATT,CMP%,YDS,AVG,LNG,TD,INT,SACK,RTG
245,Kevin Hurley,UTEP,10,22,45.5,196,8.9,54,2,0,1,150.3
246,Max Brown,FLA,19,28,67.9,192,6.9,27,0,1,7,118.3
247,Ben Gulbranson,ORST,17,28,60.7,186,6.6,33,1,1,4,121.2
248,Parker Navarro,OHIO,18,26,69.2,185,7.1,32,3,1,0,159.4
249,Quincy Patterson,TEM,20,48,41.7,184,3.8,28,0,3,7,61.4
250,Jacurri Brown,MIA,20,31,64.5,181,5.8,30,1,1,2,117.8
251,Ty Simpson,ALA,11,20,55.0,179,8.9,51,0,0,5,130.2
252,Dan Villari,SYR,23,33,69.7,177,5.4,47,1,2,0,112.6
253,Ahmad Haston,MASS,11,17,64.7,176,10.4,65,2,1,1,178.7
254,Shane Illingworth,NEV,15,27,55.6,175,6.5,28,0,1,5,102.6
255,Joe Fagnano,CONN,18,35,51.4,173,4.9,28,0,1,4,87.2
256,Garret Rangel,OKST,17,32,53.1,172,5.4,30,2,1,1,112.6
257,Brock Vandagriff,UGA,12,18,66.7,165,9.2,56,2,0,1,180.3
258,Braxton Woodson,NAVY,17,40,42.5,163,4.1,69,1,1,9,80.0
259,Jensen Jones,AFA,5,15,33.3,160,10.7,65,0,1,1,109.6
260,John Busha,AFA,9,19,47.4,152,8.0,38,0,1,1,104.0
261,Santino Marucci,WAKE,12,21,57.1,151,7.2,33,1,2,3,114.2
262,Sean Atkins,USF,4,4,100.0,149,37.3,62,1,0,0,495.4
262,Beau Pribula,PSU,11,21,52.4,149,7.1,48,4,0,1,174.8
264,Gunner Stockton,UGA,12,19,63.2,148,7.8,31,2,1,1,152.8
265,Ethan Hampton,NIU,19,33,57.6,147,4.5,17,2,2,0,102.9
266,Robby Ashford,AUB,14,27,51.9,145,5.4,39,2,2,2,106.6
267,Jacolby Criswell,ARK,17,27,63.0,143,5.3,21,3,0,5,144.1
268,Sam Leavitt,MSU,15,23,65.2,139,6.0,29,2,2,3,127.3
269,Jaxon Dailey,ARST,17,33,51.5,137,4.2,25,0,0,5,86.4
270,Blaze Berlowitz,NMSU,10,19,52.6,134,7.1,31,1,1,0,118.7
271,Hank Brown,AUB,7,9,77.8,132,14.7,53,0,0,0,201.0
272,Jack Tuttle,MICH,15,17,88.2,130,7.6,24,1,0,0,171.9
272,Jacob Conover,ASU,11,38,28.9,130,3.4,31,0,3,5,41.9
272,Cam Skattebo,ASU,6,15,40.0,130,8.7,31,1,1,0,121.5
275,Billy Edwards Jr.,MD,10,30,33.3,128,4.3,61,1,1,1,73.5
276,Emmett Morehead,BC,15,30,50.0,124,4.1,16,0,0,0,84.7
277,JC French IV,GASO,13,16,81.3,122,7.6,25,1,1,3,153.4
278,Roman Fuller,TLSA,20,30,66.7,121,4.0,16,2,3,1,102.5
278,Hunter Herring,ULM,16,30,53.3,121,4.0,28,1,0,1,98.2
278,Landry Lyddy,UAB,14,22,63.6,121,5.5,29,1,3,3,97.6
281,Haden Carlson,FIU,7,12,58.3,120,10.0,33,0,0,3,142.3
282,CJ Tiller,BOIS,12,21,57.1,117,5.6,45,0,1,2,94.4
283,Lincoln Kienholz,OSU,10,22,45.5,111,5.0,25,0,0,1,87.8
284,Clay Millen,CSU,15,24,62.5,110,4.6,16,0,1,1,92.7
284,RJ Martinez,BAY,12,24,50.0,110,4.6,29,0,0,0,88.5
286,Ryan Browne,PUR,12,16,75.0,104,6.5,28,0,2,1,104.6
287,Chris Parson,MSST,11,26,42.3,103,4.0,34,0,3,5,52.5
288,Tevin Carter,MEM,3,5,60.0,101,20.2,85,1,1,0,255.7
289,Grant Gunnell,SHSU,14,22,63.6,100,4.5,26,0,1,2,92.7
289,Cameron Edge,MD,6,9,66.7,100,11.1,57,1,1,3,174.4
289,Chase Jenkins,RICE,13,19,68.4,100,5.3,37,0,1,3,102.1
289,Ike Udengwu III,EMU,13,31,41.9,100,3.2,17,0,2,2,56.1
293,Eli Stowers,NMSU,4,8,50.0,99,12.4,63,1,0,0,195.2
294,Turner Helton,WKU,11,12,91.7,97,8.1,26,1,1,2,170.4
295,Goose Crowder,TROY,9,13,69.2,94,7.2,26,1,0,1,155.4
296,Ryan Hilinski,NU,2,4,50.0,88,22.0,85,1,0,0,317.3
297,C.J. Ogbonna,BUFF,8,21,38.1,87,4.1,39,1,2,0,69.6
298,LaNorris Sellers,SC,4,4,100.0,86,21.5,50,2,0,0,445.6
299,Blake Horvath,NAVY,6,12,50.0,84,7.0,68,2,0,1,163.8
300,Malik Hornsby,TXST,8,15,53.3,83,5.5,21,0,1,1,86.5
