RK,NAME,TEAM,CMP,ATT,CMP%,YDS,AVG,LNG,TD,INT,SACK,RTG
1,Michael Penix Jr.,WASH,363,555,65.4,4903,8.8,92,36,11,11,157.1
2,Bo Nix,ORE,364,470,77.4,4508,9.6,84,45,3,5,188.3
3,Carson Beck,UGA,302,417,72.4,3941,9.5,55,24,6,11,167.9
4,Seth Henigan,MEM,318,476,66.8,3883,8.2,70,32,9,19,153.7
5,Jayden Daniels,LSU,236,327,72.2,3812,11.7,86,40,4,22,208.0
6,Davis Brin,GASO,362,552,65.6,3781,6.8,76,24,19,31,130.6
7,Joey Aguilar,APP,293,460,63.7,3757,8.2,77,33,10,19,151.6
8,Cam Ward,WSU,323,485,66.6,3735,7.7,63,25,7,38,145.4
9,Dillon Gabriel,OU,266,384,69.3,3660,9.5,63,30,6,17,172.0
10,Jordan McCloud,JMU,281,412,68.2,3657,8.9,80,35,10,23,165.9
11,Caleb Williams,USC,266,388,68.6,3633,9.4,76,30,5,33,170.1
12,Drake Maye,UNC,269,425,63.3,3608,8.5,77,24,9,29,149.0
13,Gunnar Watson,TROY,268,439,61.0,3569,8.1,64,27,6,24,146.9
14,Brayden Schager,HAW,332,525,63.2,3542,6.7,65,26,14,39,130.9
15,Quinn Ewers,TEX,272,394,69.0,3479,8.8,73,22,6,27,158.6
16,Alan Bowman,OKST,304,501,60.7,3460,6.9,67,15,14,7,123.0
16,Brayden Fowler-Nicolosi,CSU,292,470,62.1,3460,7.4,76,22,16,12,132.6
18,TJ Finley,TXST,279,414,67.4,3439,8.3,89,24,8,29,152.4
19,Chandler Rogers,UNT,262,421,62.2,3382,8.0,80,29,5,33,150.1
20,Taulia Tagovailoa,MD,290,437,66.4,3377,7.7,64,25,11,25,145.1
21,Jaxson Dart,MISS,233,358,65.1,3364,9.4,68,23,5,27,162.4
22,Austin Reed,WKU,289,470,61.5,3340,7.1,75,31,11,7,138.3
23,Brady Cook,MIZ,244,369,66.1,3317,9.0,77,21,6,26,157.2
24,Byrum Brown,USF,276,426,64.8,3292,7.7,88,26,11,38,144.7
25,Shedeur Sanders,COLO,298,430,69.3,3230,7.5,75,27,3,52,151.7
26,Jack Plummer,LOU,256,395,64.8,3204,8.1,85,21,12,32,144.4
27,Preston Stone,SMU,206,344,59.9,3197,9.3,91,28,6,12,161.3
28,Spencer Rattler,SC,275,399,68.9,3186,8.0,76,19,8,40,147.7
29,Kyle McCord,OSU,229,348,65.8,3170,9.1,75,24,6,16,161.6
30,Jacob Zeno,UAB,279,379,73.6,3126,8.2,80,20,9,28,155.6
31,Rocco Becht,ISU,231,367,62.9,3120,8.5,82,23,8,13,150.7
32,Nicholas Vattiato,MTSU,286,428,66.8,3092,7.2,72,23,13,32,139.2
33,Jayden Maiava,UNLV,224,353,63.5,3085,8.7,84,17,10,11,147.1
34,E.J. Warner,TEM,256,445,57.5,3076,6.9,75,23,12,8,127.3
35,J.J. McCarthy,MICH,240,332,72.3,2991,9.0,54,22,4,19,167.4
36,Mikey Keene,FRES,283,422,67.1,2976,7.1,65,24,10,19,140.3
37,Diego Pavia,NMSU,221,366,60.4,2973,8.1,80,26,9,24,147.1
38,Graham Mertz,FLA,261,358,72.9,2903,8.1,61,20,3,31,157.8
39,Kaidon Salter,LIB,177,290,61.0,2876,9.9,75,32,6,9,176.6
40,Noah Fifita,ARIZ,241,333,72.4,2869,8.6,69,25,6,19,165.9
41,Cade Klubnik,CLEM,290,454,63.9,2844,6.3,69,19,9,28,126.3
42,Haynes King,GT,226,367,61.6,2842,7.7,58,27,16,15,142.2
43,Jalen Milroe,ALA,187,284,65.8,2834,10.0,79,23,6,44,172.2
44,Joe Milton III,TENN,229,354,64.7,2813,7.9,83,20,5,16,147.3
45,Donovan Smith,HOU,256,397,64.5,2801,7.1,60,22,13,26,135.5
46,Chevan Cordeiro,SJSU,223,363,61.4,2773,7.6,63,20,4,19,141.6
47,Jordan Travis,FSU,207,324,63.9,2756,8.5,80,20,2,14,154.5
48,Devin Leary,UK,209,371,56.3,2746,7.4,72,25,12,22,134.3
49,Tyler Van Dyke,MIA,219,333,65.8,2703,8.1,64,19,12,10,145.6
50,Sam Hartman,ND,191,301,63.5,2689,8.9,76,24,8,14,159.5
51,Carter Bradley,USA,221,326,67.8,2660,8.2,84,19,7,27,151.3
52,Dequan Finn,TOL,201,317,63.4,2657,8.4,68,22,9,10,151.0
53,Will Howard,KSU,219,357,61.3,2643,7.4,61,24,10,16,140.1
54,DJ Uiagalelei,ORST,180,315,57.1,2638,8.4,75,21,7,11,145.0
55,Drew Allar,PSU,233,389,59.9,2631,6.8,75,25,2,15,136.9
56,Darren Grainger,GAST,244,358,68.2,2621,7.3,97,20,7,19,144.2
57,Jaylen Raynor,ARST,166,285,58.2,2550,8.9,68,17,7,25,148.2
58,Keegan Shoemaker,SHSU,264,419,63.0,2507,6.0,56,15,11,16,119.8
59,Frank Harris,UTSA,218,336,64.9,2506,7.5,84,18,8,16,140.4
60,JT Daniels,RICE,181,287,63.1,2443,8.5,80,21,7,15,153.8
61,Keyone Jenkins,FIU,194,332,58.4,2422,7.3,80,11,11,37,124.0
62,Garrett Greene,WVU,147,278,52.9,2406,8.7,75,16,4,5,141.7
62,Michael Pratt,TULN,185,283,65.4,2406,8.5,50,22,5,20,158.9
64,Hudson Card,PUR,215,365,58.9,2387,6.5,84,15,8,21,123.0
65,Rocky Lombardi,NIU,189,327,57.8,2274,7.0,72,11,7,16,123.0
66,John Rhys Plumlee,UCF,161,256,62.9,2271,8.9,86,15,8,12,150.5
67,Tommy Castellanos,BC,189,330,57.3,2248,6.8,52,15,14,20,121.0
68,Ashton Daniels,STAN,191,325,58.8,2247,6.9,97,11,8,27,123.1
69,Emory Jones,CIN,197,322,61.2,2219,6.9,55,18,10,25,131.3
70,Kurtis Rourke,OHIO,195,307,63.5,2207,7.2,50,11,5,14,132.5
71,Josh Hoover,TCU,185,298,62.1,2206,7.4,81,15,9,8,134.8
72,Blake Shapen,BAY,184,298,61.7,2188,7.3,71,13,3,25,135.8
73,Cam Fancher,MRSH,202,308,65.6,2162,7.0,65,11,11,27,129.2
74,Grant Wilson,ODU,178,312,57.1,2149,6.9,78,17,8,52,127.8
75,Jason Bean,KU,124,199,62.3,2130,10.7,80,18,7,6,175.0
76,Cole Snyder,BUFF,203,372,54.6,2109,5.7,80,13,9,17,108.9
77,KJ Jefferson,ARK,190,296,64.2,2107,7.1,65,19,8,42,139.8
78,Kyron Drones,VT,166,285,58.2,2084,7.3,84,17,3,21,137.2
79,Ta'Quan Roberson,CONN,197,338,58.3,2075,6.1,59,12,6,7,118.0
80,Dylan Hopkins,UNM,157,282,55.7,2074,7.4,78,11,9,15,123.9
81,Tanner Mordecai,WIS,204,314,65.0,2065,6.6,53,9,4,17,127.1
82,Hank Bachmeier,LT,182,269,67.7,2058,7.7,64,10,5,20,140.5
83,Jalen Mayden,SDSU,199,314,63.4,2031,6.5,69,10,9,23,122.5
84,Daniel Richardson,FAU,208,318,65.4,2001,6.3,76,13,10,25,125.5
85,Andrew Peasley,WYO,166,266,62.4,1991,7.5,89,20,5,26,146.3
86,Anthony Colandrea,UVA,154,246,62.6,1958,8.0,75,13,9,20,139.6
87,Billy Wiles,USM,162,301,53.8,1940,6.4,80,11,7,19,115.4
88,Connor Bazelak,BGSU,168,278,60.4,1935,7.0,58,12,7,24,128.1
89,Grayson McCall,CCU,151,224,67.4,1919,8.6,63,10,6,12,148.7
90,Luke Altmyer,ILL,175,270,64.8,1883,7.0,54,13,10,34,131.9
91,Jase Bauer,CMU,163,287,56.8,1881,6.6,70,12,8,20,120.1
92,Athan Kaliakmanis,MINN,156,294,53.1,1838,6.3,39,14,9,21,115.2
93,Cooper Legas,USU,138,213,64.8,1815,8.5,76,19,8,20,158.3
94,Ben Bryant,NU,173,277,62.5,1807,6.5,80,13,6,26,128.4
95,Brennan Armstrong,NCSU,160,262,61.1,1785,6.8,64,11,7,15,126.8
96,Austin Smith,EMU,171,298,57.4,1775,6.0,68,9,7,30,112.7
97,Payton Thorne,AUB,162,265,61.1,1755,6.6,53,16,10,31,129.1
98,Behren Morton,TTU,182,293,62.1,1754,6.0,49,15,8,15,123.8
99,Taylen Green,BOIS,121,212,57.1,1752,8.3,75,11,9,8,135.1
100,Gavin Wimsatt,RUTG,138,289,47.8,1735,6.0,69,9,8,14,102.9
101,Kedon Slovis,BYU,153,266,57.5,1716,6.5,65,12,6,12,122.1
102,Fernando Mendoza,CAL,153,243,63.0,1708,7.0,54,14,10,16,132.8
103,Garrett Shrader,SYR,134,214,62.6,1686,7.9,86,13,6,25,143.2
104,Brett Gabbert,M-OH,111,187,59.4,1634,8.7,99,14,5,15,152.1
105,Will Rogers,MSST,142,237,59.9,1626,6.9,65,12,4,14,130.9
106,Dante Moore,UCLA,114,213,53.5,1610,7.6,81,11,9,25,125.6
107,Brendan Sorsby,IU,135,236,57.2,1587,6.7,90,15,5,17,130.4
108,Bryson Barnes,UTAH,142,242,58.7,1572,6.5,70,12,11,16,120.5
109,Alex Flinn,ECU,159,290,54.8,1558,5.4,41,6,12,28,98.5
110,Mitch Griffis,WAKE,124,207,59.9,1553,7.5,69,9,7,35,130.5
111,Chandler Morris,TCU,133,203,65.5,1532,7.5,59,12,5,11,143.5
112,Taisun Phommachanh,MASS,139,227,61.2,1507,6.6,71,6,6,19,120.4
113,Hayden Wolff,WMU,148,226,65.5,1505,6.7,49,8,5,18,128.7
114,Trenton Bourguet,ASU,151,248,60.9,1486,6.0,66,1,4,6,109.3
115,AJ Swann,VAN,107,196,54.6,1457,7.4,56,12,7,11,130.1
116,Max Johnson,TA&M,118,190,62.1,1452,7.6,42,9,5,14,136.7
117,Zion Webb,JVST,111,220,50.5,1437,6.5,63,6,8,9,107.1
117,Cade McConnell,UTEP,92,172,53.5,1437,8.4,80,6,4,15,130.5
119,Jeff Undercuffler Jr.,AKR,138,224,61.6,1378,6.2,46,4,9,21,111.1
120,Brendon Lewis,NEV,131,236,55.5,1313,5.6,73,2,6,22,100.0
121,John Paddock,ILL,85,143,59.4,1278,8.9,80,9,3,6,151.1
122,Trexler Ivey,CLT,112,203,55.2,1263,6.2,51,4,10,16,104.1
123,Jiya Wright,ULM,107,204,52.5,1246,6.1,68,10,8,23,112.1
124,Zeon Chriss-Gremillion,UL,102,153,66.7,1222,8.0,87,11,5,8,150.9
125,Maddux Madsen,BOIS,81,132,61.4,1191,9.0,83,9,3,6,155.1
126,Ken Seals,VAN,105,179,58.7,1183,6.6,85,11,4,13,130.0
127,Christian Veilleux,PITT,94,184,51.1,1179,6.4,82,7,8,7,108.8
128,Deacon Hill,IOWA,122,251,48.6,1152,4.6,54,5,8,24,87.4
129,Cardell Williams,TLSA,79,132,59.8,1149,8.7,80,10,7,15,147.4
130,Ethan Garbers,UCLA,98,146,67.1,1136,7.8,49,11,3,12,153.2
131,Katin Houser,MSU,112,191,58.6,1130,5.9,61,6,5,15,113.5
132,Jayden de Laura,ARIZ,89,128,69.5,1120,8.8,55,10,5,7,161.0
133,Riley Leonard,DUKE,95,165,57.6,1102,6.7,47,3,3,7,116.0
134,Noah Kim,MSU,91,160,56.9,1090,6.8,72,6,6,5,119.0
135,Chandler Fields,UL,96,143,67.1,1069,7.5,51,7,3,13,141.9
136,Timmy McClain,UCF,64,102,62.7,1065,10.4,69,9,3,10,173.7
137,McCae Hillstead,USU,94,158,59.5,1062,6.7,76,11,8,18,128.8
138,Tony Muskett,UVA,93,147,63.3,1031,7.0,64,6,5,22,128.8
139,Jack Turner,LT,84,147,57.1,1017,6.9,85,5,5,4,119.7
140,Grayson Loftis,DUKE,91,163,55.8,1006,6.2,46,8,4,7,119.0
141,Conner Weigman,TA&M,82,119,68.9,979,8.2,44,8,2,3,156.8
142,Heinrich Haarberg,NEB,77,157,49.0,967,6.2,73,7,7,20,106.6
142,Kirk Francis,TLSA,68,121,56.2,967,8.0,57,6,3,5,134.7
144,Gavin Hardison,UTEP,73,129,56.6,947,7.3,51,5,7,14,120.2
145,Michael Alaimo,KENT,79,144,54.9,932,6.5,43,2,4,27,108.3
146,Tayven Jackson,IU,78,128,60.9,914,7.1,41,2,5,8,118.3
147,Bryson Daily,ARMY,60,120,50.0,913,7.6,80,7,6,7,123.2
148,Carlos Davis,MASS,62,101,61.4,886,8.8,67,6,3,6,148.7
149,Sawyer Robertson,BAY,66,117,56.4,864,7.4,55,2,4,9,117.2
150,Phil Jurkovec,PITT,57,112,50.9,818,7.3,75,6,3,12,124.6
151,Zac Larrier,AFA,40,67,59.7,789,11.8,94,7,2,7,187.1
152,Ethan Vasko,CCU,76,122,62.3,779,6.4,46,7,1,5,133.2
153,Braedyn Locke,WIS,76,152,50.0,777,5.1,54,5,1,6,102.5
154,Tyler Shough,TTU,67,111,60.4,746,6.7,46,7,4,9,130.4
155,Tommy Ulatowski,KENT,60,121,49.6,737,6.1,43,7,2,9,116.5
156,Logan Smothers,JVST,66,117,56.4,735,6.3,37,6,4,7,119.3
157,DJ Irons,AKR,88,133,66.2,722,5.4,77,3,3,14,114.7
158,AJ Padgett,RICE,71,117,60.7,721,6.2,30,8,6,11,124.8
158,Blake Murphy,ULM,53,104,51.0,721,6.9,54,4,5,10,112.3
160,MJ Morris,NCSU,63,113,55.8,719,6.4,72,7,5,9,120.8
161,Jaylen Henderson,TA&M,53,78,67.9,715,9.2,51,6,2,10,165.2
162,Brendan Sullivan,NU,63,99,63.6,714,7.2,66,6,2,24,140.2
163,Treyson Bourguet,WMU,57,103,55.3,713,6.9,64,4,1,7,124.4
164,Jalon Daniels,KU,56,75,74.7,705,9.4,59,5,1,5,173.0
165,Tai Lavatai,NAVY,56,101,55.4,701,6.9,58,5,2,7,126.1
166,Jarrett Guest,CCU,44,61,72.1,696,11.4,64,7,2,0,199.3
167,Cole Pennington,MRSH,64,112,57.1,695,6.2,65,0,6,9,98.6
168,Miller Moss,USC,46,65,70.8,681,10.5,71,7,1,0,191.2
169,Jake Retzlaff,BYU,63,125,50.4,648,5.2,50,3,3,7,97.1
170,Michael Kern,WAKE,57,92,62.0,647,7.0,59,4,2,11,131.0
171,Jalon Jones,CLT,67,109,61.5,646,5.9,48,2,4,13,110.0
172,Logan Fife,FRES,52,91,57.1,642,7.1,53,3,2,11,122.9
173,Aveon Smith,M-OH,48,96,50.0,638,6.6,52,2,2,8,108.5
174,Kevin Jennings,SMU,61,105,58.1,618,5.9,32,5,2,4,119.4
175,AJ Bianco,NEV,45,82,54.9,614,7.5,77,4,5,14,121.7
176,Kai Horton,TULN,44,82,53.7,604,7.4,57,3,2,8,122.7
177,Nate Yarnell,PITT,41,62,66.1,595,9.6,61,4,1,4,164.8
178,Garrett Nussmeier,LSU,48,78,61.5,591,7.6,51,4,1,0,139.5
179,Layne Hatcher,BALL,64,98,65.3,582,5.9,57,4,1,11,126.6
180,Kiael Kelly,BALL,66,124,53.2,577,4.7,46,2,3,9,92.8
181,Ben Finley,CAL,54,94,57.4,572,6.1,50,3,4,3,110.6
182,Jackson Arnold,OU,44,69,63.8,563,8.2,63,4,3,3,142.7
183,Sam Jackson V,CAL,51,96,53.1,556,5.8,36,5,2,5,114.8
184,Devon Dampier,UNM,40,64,62.5,525,8.2,59,6,0,4,162.3
185,Grant Wells,VT,38,69,55.1,521,7.6,44,5,2,3,136.6
186,Tate Rodemaker,FSU,32,56,57.1,510,9.1,49,5,0,5,163.1
187,Casey Thompson,FAU,50,79,63.3,509,6.4,72,5,5,3,125.6
188,Ben Wooldridge,UL,39,69,56.5,508,7.4,50,5,1,3,139.4
189,Cade McNamara,IOWA,46,90,51.1,505,5.6,36,4,3,8,106.2
190,Justin Lamson,STAN,38,88,43.2,504,5.7,38,0,2,14,86.7
190,Steve Angeli,ND,34,44,77.3,504,11.5,55,7,1,2,221.4
192,Nate Johnson,UTAH,39,72,54.2,499,6.9,49,3,0,8,126.1
193,Camden Orth,BGSU,39,68,57.4,486,7.1,45,5,5,4,126.9
194,Jaden Rashada,ASU,44,82,53.7,485,5.9,65,4,3,6,112.1
195,Kadin Semonza,BALL,50,82,61.0,480,5.9,27,3,5,6,110.0
196,Avery Johnson,KSU,37,66,56.1,479,7.3,43,5,0,1,142.0
197,Maalik Murphy,TEX,40,71,56.3,477,6.7,47,3,3,1,118.3
198,Gio Lopez,USA,41,61,67.2,475,7.8,42,4,2,1,147.7
199,Emory Williams,MIA,44,71,62.0,470,6.6,85,3,1,4,128.7
200,Mike Wright Jr.,MSST,48,85,56.5,453,5.3,32,3,3,5,105.8
201,Owen McCown,UTSA,43,58,74.1,442,7.6,44,4,3,4,150.6
202,Levi Williams,USU,35,61,57.4,425,7.0,57,5,2,6,136.4
203,Jake Strong,TTU,35,65,53.8,409,6.3,72,2,6,0,98.4
204,Mason Garcia,ECU,48,95,50.5,408,4.3,45,1,2,3,85.9
205,Caden Veltkamp,WKU,41,54,75.9,387,7.2,37,5,1,3,163.0
206,Tucker Gleason,TOL,28,55,50.9,383,7.0,36,4,1,1,129.8
207,Chubba Purdy,NEB,31,57,54.4,382,6.7,66,2,3,5,111.7
208,Marcel Reed,TA&M,21,36,58.3,374,10.4,40,1,1,2,149.2
209,Jack Shields,ODU,25,47,53.2,353,7.5,49,2,3,10,117.6
210,Desmond Trotter,USA,29,41,70.7,351,8.6,51,5,2,2,173.1
211,Xavier Arline,NAVY,23,44,52.3,320,7.3,49,2,2,7,119.3
212,Jack Salopek,WMU,42,63,66.7,316,5.0,31,1,2,5,107.7
213,Nico Iamaleava,TENN,28,45,62.2,314,7.0,28,2,0,7,135.5
214,Aidan Chiles,ORST,24,35,68.6,309,8.8,52,4,0,4,180.4
215,Devin Kargman,KENT,21,41,51.2,305,7.4,50,2,0,5,129.8
216,Eddie Lee Marburger,UTSA,29,47,61.7,300,6.4,72,3,1,4,132.1
217,Ty Thompson,ORE,24,31,77.4,297,9.6,60,4,1,0,194.0
218,Bert Emanuel Jr.,CMU,19,37,51.4,286,7.7,56,3,3,6,126.8
218,Cole Ballard,KU,20,36,55.6,286,7.9,59,1,3,5,114.8
220,Jeff Sims,NEB,28,47,59.6,282,6.0,34,1,6,5,91.5
220,Carlos Del Rio-Wilson,SYR,26,51,51.0,282,5.5,48,3,6,3,93.3
222,Spencer Sanders,MISS,19,29,65.5,278,9.6,51,3,0,0,180.2
223,Stone Earle,UNT,22,40,55.0,274,6.8,59,4,4,5,125.5
224,Drew Pyne,ASU,26,49,53.1,273,5.6,52,2,3,11,101.1
225,Tahj Bullock,AKR,32,66,48.5,271,4.1,43,3,3,11,88.9
226,Conner Harrell,UNC,22,33,66.7,270,8.2,47,2,2,8,143.3
227,Champ Harris,ARMY,19,35,54.3,260,7.4,43,0,4,7,93.8
228,Ryan Staub,COLO,23,40,57.5,254,6.3,33,1,0,4,119.1
229,Doug Brumfield,UNLV,26,50,52.0,252,5.0,29,0,2,9,86.3
229,Brady Lichtenberg,CIN,19,34,55.9,252,7.4,65,2,1,2,131.7
231,CJ Harris,OHIO,25,49,51.0,248,5.1,22,2,3,2,94.8
232,Nicco Marchiol,WVU,30,53,56.6,247,4.7,29,2,3,5,96.9
233,Ethan Crawford,USM,17,36,47.2,240,6.7,44,3,0,9,130.7
234,John Mateer,WSU,13,17,76.5,235,13.8,72,2,1,0,219.7
235,Henry Belin IV,DUKE,13,26,50.0,232,8.9,69,3,1,2,155.3
236,Brock Glenn,FSU,19,51,37.3,229,4.5,55,0,2,5,67.1
237,J.T. Shrout,ARST,24,51,47.1,227,4.5,47,0,2,1,76.6
238,Dylan Morris,WASH,9,14,64.3,224,16.0,57,1,1,0,208.0
239,Grayson James,FIU,19,37,51.4,218,5.9,60,1,1,6,104.4
240,Collin Schlee,UCLA,25,47,53.2,217,4.6,23,2,2,3,97.5
240,Devin Brown,OSU,16,28,57.1,217,7.8,58,2,1,6,138.7
242,Braylon Braxton,TLSA,22,50,44.0,212,4.2,37,2,6,5,68.8
243,Gunnar Gundy,OKST,21,34,61.8,202,5.9,39,1,0,5,121.4
244,Evan Svoboda,WYO,23,38,60.5,200,5.3,20,0,1,2,99.5
