RK,NAME,TEAM,"('Unnamed: 0_level_0', 'POS')","('Touchdowns', 'RUSH')","('Touchdowns', 'REC')","('Touchdowns', 'RET')","('Touchdowns', 'TD')","('Scoring', 'FG')","('Scoring', 'XP')","('Scoring', '2PT')","('Scoring', 'PTS')","('Scoring', 'PTS/G')"
64,Tripp Bryant,GASO,PK,0,0,0,0,17,42,0,93,7.1
67,Gabriel Plascencia,SDSU,PK,0,0,0,0,19,35,0,92,7.0
67,Sean O'Haire,MD,PK,0,0,0,0,21,29,0,92,7.6
69,John Cannon,WKU,PK,0,0,0,0,15,46,0,91,7.0
69,Nick Mazzie,ECU,PK,0,0,0,0,16,43,0,91,7.5
69,Connor Hawkins,BAY,PK,0,0,0,0,18,37,0,91,8.2
72,Haynes King,GT,QB,15,0,0,15,0,0,0,90,8.1
72,Kentrel Bullock,USA,RB,14,1,0,15,0,0,0,90,9.0
72,Kaytron Allen,PSU,RB,15,0,0,15,0,0,0,90,8.1
72,Jadarian Price,ND,RB,11,2,2,15,0,0,0,90,11.2
72,J'Mari Taylor,UVA,RB,14,1,0,15,0,0,0,90,9.0
72,Emmett Johnson,NEB,RB,12,3,0,15,0,0,0,90,12.8
72,Alonza Barnett III,JMU,QB,15,0,0,15,0,0,0,90,6.4
72,Sedrick Alexander,VAN,RB,11,4,0,15,0,0,0,90,11.2
72,Luke Drzewiecki,UNM,PK,0,0,0,0,18,36,0,90,6.9
72,Elijah Sarratt,IU,WR,0,15,0,15,0,0,0,90,9.0
72,Jordon Davison,ORE,RB,15,0,0,15,0,0,0,90,9.0
72,Antwan Raymond,RUTG,RB,13,2,0,15,0,0,0,90,9.0
84,Grady Gross,WASH,PK,0,0,0,0,10,59,0,89,6.8
84,Nolan Hauser,CLEM,PK,0,0,0,0,17,38,0,89,6.8
84,Scott Starzyk,ARK,PK,0,0,0,0,14,47,0,89,7.4
87,Chip Trayanum,TOL,RB,12,2,0,14,0,0,1,86,8.6
87,Stephen Rusnak,CIN,PK,0,0,0,0,13,47,0,86,6.6
87,Broc Lowry,WMU,QB,14,0,0,14,0,0,1,86,7.8
87,Connor Calvert,WAKE,PK,0,0,0,0,18,32,0,86,6.6
91,Lincoln Pare,TXST,RB,12,2,0,14,0,0,0,84,7.6
91,Nicholas Singleton,PSU,RB,13,1,0,14,0,0,0,84,10.5
91,Omar Cooper Jr.,IU,WR,1,13,0,14,0,0,0,84,7.6
91,Camden Brown,GASO,WR,0,14,0,14,0,0,0,84,9.3
91,Mark Fletcher Jr.,MIA,RB,12,2,0,14,0,0,0,84,9.3
91,Garrison Smith,FAU,PK,0,0,0,0,16,36,0,84,7.0
91,Byrum Brown,USF,QB,14,0,0,14,0,0,0,84,7.0
91,Kendrick Raphael,CAL,RB,13,1,0,14,0,0,0,84,9.3
91,Tanner Rinker,USU,PK,0,0,0,0,13,45,0,84,7.0
100,Nathan Kirkwood,NAVY,PK,0,0,0,0,10,53,0,83,6.3
100,Jackson Kleather,BGSU,PK,0,0,0,0,19,26,0,83,6.9
100,Luca Lombardo,BC,PK,0,0,0,0,16,35,0,83,6.9
103,Laith Marjan,KU,PK,0,0,0,0,14,40,0,82,6.8
103,Jake Weinberg,FSU,PK,0,0,0,0,12,46,0,82,6.8
105,Jack Olsen,NU,PK,0,0,0,0,19,24,0,81,6.7
105,Trey Smack,FLA,PK,0,0,0,0,18,27,0,81,6.7
105,Jack Stevens,WSU,PK,0,0,0,0,16,33,0,81,6.2
105,Luis Rodriguez,KSU,PK,0,0,0,0,13,42,0,81,6.7
109,Adam Randall,CLEM,RB,10,3,0,13,0,0,1,80,8.0
109,Makai Lemon,USC,WR,2,11,0,13,0,0,1,80,10.0
109,Dawson Jones,ARMY,PK,0,0,0,0,15,35,0,80,6.6
112,Palmer Domschke,WMU,PK,0,0,0,0,13,40,0,79,7.1
112,Colton Boomer,BOIS,PK,0,0,0,0,11,46,0,79,5.6
112,Yousef Obeid,MOST,PK,0,0,0,0,14,37,0,79,6.0
112,Rudy Kessinger,EMU,PK,0,0,0,0,17,28,0,79,6.5
116,Skyler Bell,CONN,WR,0,13,0,13,0,0,0,78,9.7
116,Seth Morgan,TLSA,PK,0,0,0,0,17,27,0,78,6.5
116,Jay Billingsley,LIB,PK,0,0,0,0,15,33,0,78,7.0
116,Cyrus Allen,CIN,WR,0,13,0,13,0,0,0,78,8.6
116,Jeremiah Smith,OSU,WR,1,12,0,13,0,0,0,78,8.6
116,Jai'Den Thomas,UNLV,RB,12,1,0,13,0,0,0,78,9.7
116,Sam Keltner,SMU,PK,0,0,0,0,14,36,0,78,7.0
116,Liam Szarka,AFA,QB,13,0,0,13,0,0,0,78,9.7
124,Noe Ruelas,UCF,PK,0,0,0,0,15,32,0,77,6.4
124,Joe McFadden,NEV,PK,0,0,0,0,19,20,0,77,6.4
124,Rece Verhoff,UNC,PK,0,0,0,0,19,20,0,77,6.4
124,Cade Graham,CMU,PK,0,0,0,0,14,35,0,77,5.9
124,Kian Afrookhteh,CCU,PK,0,0,0,0,15,32,0,77,6.4
129,Jai Patel,RUTG,PK,0,0,0,0,13,37,0,76,6.3
129,Nate Sheppard,DUKE,RB,11,1,0,12,0,0,2,76,8.4
131,Brady Denaburg,MINN,PK,0,0,0,0,14,33,0,75,5.7
132,Carl Hardin,TEM,PK,0,0,0,0,11,40,0,73,6.0
133,Anderson Castle,DUKE,RB,12,0,0,12,0,0,0,72,12.0
133,Seth McGowan,UK,RB,12,0,0,12,0,0,0,72,12.0
133,Denzel Boston,WASH,WR,0,11,1,12,0,0,0,72,8.0
133,KC Concepcion,TA&M,WR,1,9,2,12,0,0,0,72,9.0
133,Scott Taylor Renfroe,TROY,PK,0,0,0,0,11,39,0,72,5.5
133,Jack Howes,BUFF,PK,0,0,0,0,14,30,0,72,6.0
133,Randy Bond,TA&M,PK,0,0,0,0,12,36,0,72,8.0
133,LJ Martin,BYU,RB,12,0,0,12,0,0,0,72,9.0
133,Amare Thomas,HOU,WR,0,12,0,12,0,0,0,72,9.0
133,Caleb Komolafe,NU,RB,11,1,0,12,0,0,0,72,8.0
133,Jackson Harris,HAW,WR,0,12,0,12,0,0,0,72,10.2
133,Colton Joseph,ODU,QB,12,0,0,12,0,0,0,72,6.0
133,Dylan Riley,BOIS,RB,10,2,0,12,0,0,0,72,9.0
133,Dylan Cunanan,TOL,PK,0,0,0,0,8,48,0,72,6.0
147,Jacob Kauwe,UK,PK,0,0,0,0,13,32,0,71,6.4
148,Ryan Hawk,NMSU,PK,0,0,0,0,16,22,0,70,7.0
148,John Love,VT,PK,0,0,0,0,15,25,0,70,5.8
148,Mateen Bhaghani,UCLA,PK,0,0,0,0,16,22,0,70,5.8
151,Emmet Kenney,STAN,PK,0,0,0,0,16,21,0,69,5.7
151,Noah Grant,FIU,PK,0,0,0,0,14,27,0,69,7.6
151,Chase Meyer,CAL,PK,0,0,0,0,10,39,0,69,5.7
151,Spencer Porath,PUR,PK,0,0,0,0,15,24,0,69,6.2
151,Nate McCashland,TCU,PK,0,0,0,0,9,42,0,69,6.2
156,Kejon Owens,FIU,RB,11,0,0,11,0,0,1,68,7.5
156,Alex Tecza,NAVY,RB,10,1,0,11,0,0,1,68,8.5
156,Bear Bachmeier,BYU,QB,11,0,0,11,0,0,1,68,5.2
156,Wyatt Young,UNT,WR,1,10,0,11,0,0,1,68,8.5
160,William Joyce,SC,PK,0,0,0,0,12,31,0,67,5.5
161,Miles Davis,USU,RB,8,3,0,11,0,0,0,66,7.3
161,La'Vell Wright,WKU,RB,10,1,0,11,0,0,0,66,9.4
161,Conner Weigman,HOU,QB,11,0,0,11,0,0,0,66,5.5
161,Bryson Barnes,USU,QB,10,1,0,11,0,0,0,66,5.0
161,Junior Vandeross III,TOL,WR,0,11,0,11,0,0,0,66,8.2
161,Arch Manning,TEX,QB,10,1,0,11,0,0,0,66,5.5
161,Gabriel Benyard,KENN,WR,1,9,1,11,0,0,0,66,8.2
161,CJ Donaldson,OSU,RB,10,1,0,11,0,0,0,66,8.2
161,Victor Snow,BUFF,WR,2,8,1,11,0,0,0,66,9.4
161,NaQuari Rogers,UTAH,RB,11,0,0,11,0,0,0,66,8.2
161,Turbo Richard,BC,RB,9,2,0,11,0,0,0,66,9.4
161,Robert Henry Jr.,UTSA,RB,9,2,0,11,0,0,0,66,11.0
161,Beau Sparks,TXST,WR,1,10,0,11,0,0,0,66,9.4
161,Malachi Toney,MIA,WR,1,10,0,11,0,0,0,66,6.6
161,Robert Meyer,MIZ,PK,0,0,0,0,10,36,0,66,6.0
176,Kanoah Vinesett,NCSU,PK,0,0,0,0,5,49,0,64,5.3
177,Martin Connington,MSU,PK,0,0,0,0,12,27,0,63,5.7
178,Logan Ward,OKST,PK,0,0,0,0,15,17,0,62,5.6
179,Kade Hensley,WVU,PK,0,0,0,0,10,31,0,61,5.5
179,Kyle Konrardy,ISU,PK,0,0,0,0,14,19,0,61,7.6
181,Eric McAlister,TCU,WR,0,10,0,10,0,0,0,60,10.0
181,Gunner Stockton,UGA,QB,10,0,0,10,0,0,0,60,5.0
181,Kaelon Black,IU,RB,10,0,0,10,0,0,0,60,7.5
181,Demond Claiborne,WAKE,RB,10,0,0,10,0,0,0,60,8.5
181,Justice Haynes,MICH,RB,10,0,0,10,0,0,0,60,10.0
181,Damon Bankston,UNM,RB,5,3,2,10,0,0,0,60,7.5
181,Wayne Knight,JMU,RB,9,1,0,10,0,0,0,60,6.6
181,Lucky Sutton,SDSU,RB,10,0,0,10,0,0,0,60,7.5
181,Anthony Colandrea,UNLV,QB,10,0,0,10,0,0,0,60,4.2
181,Jadan Baugh,FLA,RB,8,2,0,10,0,0,0,60,6.6
181,Jordan Marshall,MICH,RB,10,0,0,10,0,0,0,60,10.0
181,Diego Pavia,VAN,QB,10,0,0,10,0,0,0,60,4.6
181,Jalen Buckley,WMU,RB,9,1,0,10,0,0,0,60,7.5
181,T.J. Harden,SMU,RB,9,1,0,10,0,0,0,60,10.0
181,Devon Dampier,UTAH,QB,10,0,0,10,0,0,0,60,5.4
181,Will Wilson,NCSU,QB,10,0,0,10,0,0,0,60,10.0
181,Danny Scudero,SJSU,WR,0,10,0,10,0,0,0,60,12.0
181,Nick Minicucci,DEL,QB,10,0,0,10,0,0,0,60,4.6
181,Creighton Wilbanks,USM,PK,0,0,0,0,9,33,0,60,6.0
181,Byrd Ficklin,UTAH,QB,10,0,0,10,0,0,0,60,8.5
181,Jacob Hathaway,MTSU,PK,0,0,0,0,11,27,0,60,5.0
202,Britton Williams,KENN,PK,0,0,0,0,7,38,0,59,5.9
202,Jonah Delange,UAB,PK,0,0,0,0,10,29,0,59,4.9
204,Robby Ashford,WAKE,QB,9,0,0,9,0,0,2,58,5.8
204,Bishop Davenport,USA,QB,9,0,0,9,0,0,2,58,6.4
204,Josh Cameron,BAY,WR,0,9,0,9,0,0,2,58,7.2
204,Tripp Woody,SYR,PK,0,0,0,0,12,22,0,58,4.8
208,Alejandro Mata,COLO,PK,0,0,0,0,9,30,0,57,4.7
208,Enock Gota,RICE,PK,0,0,0,0,10,27,0,57,4.3
210,Brendon Lewis,MEM,QB,9,0,0,9,0,0,1,56,4.6
210,Miller Moss,LOU,QB,9,0,0,9,0,0,1,56,5.0
210,Parker Navarro,OHIO,QB,9,0,0,9,0,0,1,56,4.3
210,Kyron Drones,VT,QB,9,0,0,9,0,0,1,56,5.6
210,Riley Callaghan,ODU,PK,0,0,0,0,8,32,0,56,7.0
210,Andrew Burnette,LT,RB,9,0,0,9,0,0,1,56,9.3
216,Will Hryszko,KENT,PK,0,0,0,0,8,31,0,55,5.0
217,Jay Ducker,TEM,RB,7,2,0,9,0,0,0,54,7.7
217,Leshon Williams,KU,RB,7,2,0,9,0,0,0,54,9.0
217,Germie Bernard,ALA,WR,2,7,0,9,0,0,0,54,9.0
217,Anthony Hankerson,ORST,RB,9,0,0,9,0,0,0,54,10.8
217,Gavin Sawchuk,FSU,RB,8,1,0,9,0,0,0,54,10.8
217,Mike Washington Jr.,ARK,RB,8,1,0,9,0,0,0,54,6.7
217,Tommy Castellanos,FSU,QB,9,0,0,9,0,0,0,54,4.5
217,Katin Houser,ECU,QB,9,0,0,9,0,0,0,54,4.5
217,Brody Foley,TLSA,TE,2,7,0,9,0,0,0,54,9.0
217,Kaden Feagin,ILL,RB,7,2,0,9,0,0,0,54,6.7
217,Carnell Tate,OSU,WR,0,9,0,9,0,0,0,54,6.7
217,Lunch Winfield,UL,QB,9,0,0,9,0,0,0,54,6.7
217,Jordyn Tyson,ASU,WR,1,8,0,9,0,0,0,54,7.7
217,Parker Kingston,BYU,WR,3,5,1,9,0,0,0,54,9.0
217,Brendan Sorsby,CIN,QB,9,0,0,9,0,0,0,54,4.5
217,Kedrick Reescano,ARIZ,RB,9,0,0,9,0,0,0,54,7.7
217,Joe Jackson,KSU,RB,8,1,0,9,0,0,0,54,10.8
217,Eli Heidenreich,NAVY,WR,3,6,0,9,0,0,0,54,9.0
217,Dean Connors,HOU,RB,6,3,0,9,0,0,0,54,7.7
217,Alex Perry,FIU,WR,0,9,0,9,0,0,0,54,7.7
217,Star Thomas,TENN,RB,7,2,0,9,0,0,0,54,9.0
217,J'Koby Williams,TTU,RB,6,2,1,9,0,0,0,54,9.0
217,Chris Brazzell II,TENN,WR,0,9,0,9,0,0,0,54,9.0
217,Sire Gaines,BOIS,RB,8,1,0,9,0,0,0,54,9.0
217,Davon Booth,MSST,RB,7,2,0,9,0,0,0,54,9.0
217,CharMar Brown,MIA,RB,7,2,0,9,0,0,0,54,6.7
217,Wayshawn Parker,UTAH,RB,6,3,0,9,0,0,0,54,7.7
244,Andrew Glass,NIU,PK,0,0,0,0,11,20,0,53,4.4
245,Matthew Schramm,AKR,PK,0,0,0,0,12,16,0,52,7.4
246,Taylen Green,ARK,QB,8,0,0,8,0,0,1,50,5.0
246,Javen Jacobs,USU,RB,5,3,0,8,0,0,1,50,6.2
246,Cam Barfield,HAW,RB,4,3,1,8,0,0,1,50,7.1
246,Trinidad Chambliss,MISS,QB,8,0,0,8,0,0,1,50,3.5
246,Junior Sherrill,VAN,WR,1,7,0,8,0,0,1,50,7.1
246,Kenyon Sadiq,ORE,TE,0,8,0,8,0,0,0,50,7.1
246,Keshaun Singleton,USF,WR,0,8,0,8,0,0,1,50,8.3
246,King Miller,USC,RB,8,0,0,8,0,0,1,50,7.1
246,Clay Thevenin,LT,RB,8,0,0,8,0,0,1,50,8.3
255,Brady Boyd,USU,WR,0,8,0,8,0,0,0,48,8.0
255,Jaden Nixon,UCF,RB,7,0,1,8,0,0,0,48,9.6
255,Anthony Smith,ECU,WR,1,7,0,8,0,0,0,48,8.0
255,Isaiah Horton,ALA,WR,0,8,0,8,0,0,0,48,8.0
255,Rayshon Luke,FRES,RB,6,2,0,8,0,0,0,48,9.6
255,Greg Desrosiers Jr.,MEM,RB,7,1,0,8,0,0,0,48,8.0
255,Rocco Becht,ISU,QB,8,0,0,8,0,0,0,48,4.3
255,Sutton Smith,MEM,RB,7,0,1,8,0,0,0,48,6.8
255,Reggie Virgil,TTU,WR,2,6,0,8,0,0,0,48,9.6
255,Jackson Arnold,AUB,QB,8,0,0,8,0,0,0,48,5.3
255,Omarion Miller,COLO,WR,0,8,0,8,0,0,0,48,8.0
255,Avery Johnson,KSU,QB,8,0,0,8,0,0,0,48,4.3
255,Zevi Eckhaus,WSU,QB,8,0,0,8,0,0,0,48,4.8
255,Tre Spivey,ARIZ,WR,1,7,0,8,0,0,0,48,8.0
255,John Mateer,OU,QB,8,0,0,8,0,0,0,48,4.3
255,Zylan Perry,UL,RB,8,0,0,8,0,0,0,48,8.0
255,Israel Polk,AKR,WR,0,8,0,8,0,0,0,48,8.0
255,Devin McCuin,UTSA,WR,0,8,0,8,0,0,0,48,6.8
255,Isaiah Sategna III,OU,WR,0,8,0,8,0,0,0,48,6.8
255,Cortez Braham Jr.,MEM,WR,0,8,0,8,0,0,0,48,8.0
255,Skyler Locklear,UTEP,QB,8,0,0,8,0,0,0,48,6.0
255,Pofele Ashlock,HAW,WR,0,8,0,8,0,0,0,48,12.0
255,Angel Flores,CMU,QB,8,0,0,8,0,0,0,48,9.6
255,D.J. McKinney,UNM,RB,7,0,1,8,0,0,0,48,6.8
255,Brock Townsend,CMU,RB,4,4,0,8,0,0,0,48,9.6
255,Jeffery Pittman,USM,RB,8,0,0,8,0,0,0,48,9.6
255,Jaden Barnes,APP,WR,0,7,1,8,0,0,0,48,6.8
255,Griffin Wilde,NU,WR,0,8,0,8,0,0,0,48,6.8
255,Caleb Ramseur,NEV,RB,5,3,0,8,0,0,0,48,9.6
255,Duncan Brune,OHIO,RB,8,0,0,8,0,0,0,48,12.0
255,Kamario Taylor,MSST,QB,8,0,0,8,0,0,0,48,6.0
255,Cade Wolford,KENT,RB,1,7,0,8,0,0,0,48,6.8
255,Jeremiah Koger,USF,WR,0,8,0,8,0,0,0,48,6.8
255,Will Henderson III,UTSA,RB,6,2,0,8,0,0,0,48,12.0
255,Cameron Dorner,UNT,WR,0,8,0,8,0,0,0,48,6.8
290,Caden Creel,JVST,QB,7,0,0,7,0,0,2,46,4.1
291,Drew Henderson,LT,PK,0,0,0,0,6,27,0,45,4.5
292,CJ Daniels,MIA,WR,0,7,0,7,0,0,1,44,7.3
292,Sahmir Hagans,DUKE,WR,0,6,1,7,0,0,1,44,7.3
292,Cooper Barkate,DUKE,WR,0,7,0,7,0,0,1,44,6.2
292,Rocky Beers,CSU,TE,0,7,0,7,0,0,1,44,6.2
292,Iverson Hooks,UAB,WR,0,7,0,7,0,0,1,44,7.3
292,Chase Hendricks,OHIO,WR,0,7,0,7,0,0,1,44,6.2
292,Jamal Roberts,MIZ,RB,6,1,0,7,0,0,1,44,6.2
292,Trey'Dez Green,LSU,TE,0,7,0,7,0,0,1,44,7.3
292,KJ Duff,RUTG,WR,0,7,0,7,0,0,1,44,6.2
292,Solomon Beebe,UAB,RB,6,0,1,7,0,0,1,44,8.8
302,Denis Lynch,SJSU,PK,0,0,0,0,8,19,0,43,4.7
302,Derek Morris,MASS,PK,0,0,0,0,10,13,0,43,3.9
304,Dontae McMillan,EMU,RB,4,3,0,7,0,0,0,42,10.5
304,Noah Whittington,ORE,RB,6,1,0,7,0,0,0,42,8.4
304,Al-Jay Henderson,BUFF,RB,6,1,0,7,0,0,0,42,7.0
304,Samari Collier,CCU,QB,7,0,0,7,0,0,0,42,8.4
304,Aaron Turner,RICE,WR,3,4,0,7,0,0,0,42,7.0
304,Brenen Thompson,MSST,WR,1,6,0,7,0,0,0,42,8.4
304,Frank Peasant,MEM,RB,7,0,0,7,0,0,0,42,8.4
304,Roman Hemby,IU,RB,7,0,0,7,0,0,0,42,8.4
304,Coleman Bennett,KENN,RB,4,3,0,7,0,0,0,42,7.0
304,Shomari Lawrence,MOST,RB,7,0,0,7,0,0,0,42,7.0
304,Jmariyae Robinson,MOST,WR,0,7,0,7,0,0,0,42,7.0
304,Fernando Mendoza,IU,QB,7,0,0,7,0,0,0,42,2.6
304,Caleb Douglas,TTU,WR,0,7,0,7,0,0,0,42,8.4
304,Hollywood Smothers,NCSU,RB,6,1,0,7,0,0,0,42,8.4
304,Raphael Williams Jr.,PITT,WR,0,7,0,7,0,0,0,42,7.0
304,Justin Joly,NCSU,TE,0,7,0,7,0,0,0,42,8.4
304,Easton Messer,FAU,WR,1,6,0,7,0,0,0,42,8.4
304,London Montgomery,ECU,RB,7,0,0,7,0,0,0,42,8.4
304,Bryson Washington,BAY,RB,6,1,0,7,0,0,0,42,8.4
304,Isaac Brown,LOU,RB,7,0,0,7,0,0,0,42,8.4
304,Daniel Hill,ALA,RB,6,1,0,7,0,0,0,42,7.0
304,Jeremy Payne,TCU,RB,5,2,0,7,0,0,0,42,8.4
304,Jaylen Raynor,ARST,QB,7,0,0,7,0,0,0,42,3.8
304,Kaden Wetjen,IOWA,WR,2,1,4,7,0,0,0,42,7.0
304,Liam Boyd,CLT,PK,0,0,0,0,9,15,0,42,3.8
304,Quinton Jackson,RICE,RB,6,1,0,7,0,0,0,42,10.5
304,Nick Devereaux,EMU,WR,0,7,0,7,0,0,0,42,8.4
304,Nate Frazier,UGA,RB,6,1,0,7,0,0,0,42,8.4
304,Jordan Gant,AKR,RB,6,1,0,7,0,0,0,42,10.5
304,Jekail Middlebrook,MTSU,RB,4,3,0,7,0,0,0,42,8.4
304,Peyton Lewis,TENN,RB,7,0,0,7,0,0,0,42,7.0
304,Bo Jackson,OSU,RB,6,1,0,7,0,0,0,42,7.0
304,Ja'Kyrian Turner,PITT,RB,7,0,0,7,0,0,0,42,8.4
304,Kaden Shields-Dutton,FAU,RB,6,1,0,7,0,0,0,42,8.4
304,Malik Benson,ORE,WR,0,6,1,7,0,0,0,42,7.0
304,Amari Odom,KENN,QB,7,0,0,7,0,0,0,42,3.8
304,Malachi Hosley,GT,RB,7,0,0,7,0,0,0,42,8.4
304,Donovan Faupel,NMSU,WR,0,7,0,7,0,0,0,42,7.0
304,Erik Sandvik,WYO,PK,0,0,0,0,6,24,0,42,3.8
304,Dezmen Roebuck,WASH,WR,0,7,0,7,0,0,0,42,7.0
304,Nykahi Davenport,USF,RB,7,0,0,7,0,0,0,42,6.0
304,D'Shawntae Jones,M-OH,RB,7,0,0,7,0,0,0,42,7.0
304,Ryan Wingo,TEX,WR,0,7,0,7,0,0,0,42,7.0
304,Matthew Henry,WKU,WR,0,6,1,7,0,0,0,42,7.0
304,Tre Richardson,VAN,WR,0,7,0,7,0,0,0,42,8.4
304,Steve Chavez-Soto,SJSU,RB,7,0,0,7,0,0,0,42,10.5
350,Erik Schmidt,ND,PK,0,0,0,0,0,41,0,41,5.1
351,Benjamin Brahmer,ISU,TE,0,6,0,6,0,0,2,40,6.6
351,Isaiah Hankins,CSU,PK,0,0,0,0,5,25,0,40,3.6
351,Christian Pavon,SHSU,PK,0,0,0,0,8,16,0,40,5.0
351,Nathanial Vakos,WIS,PK,0,0,0,0,7,19,0,40,4.0
351,Carson Hansen,ISU,RB,6,0,0,6,0,0,2,40,8.0
351,Nathanial Eichner,ODU,PK,0,0,0,0,7,19,0,40,8.0
351,Josiah Freeman,FRES,WR,0,6,0,6,0,0,2,40,8.0
358,Keyvone Lee,UNLV,RB,6,0,0,6,0,0,1,38,6.3
358,Beau Pribula,MIZ,QB,6,0,0,6,0,0,1,38,4.7
358,Jevon Jackson,UAB,RB,5,1,0,6,0,0,1,38,9.5
358,Kyre Duplessis,DEL,WR,0,5,1,6,0,0,1,38,5.4
