RK,NAME,TEAM,"('Unnamed: 0_level_0', 'POS')","('Tackles', 'SOLO')","('Tackles', 'AST')","('Tackles', 'TOT')","('Sacks', 'SACK')","('Sacks', 'YDS')","('Interceptions', 'PD')","('Interceptions', 'INT')","('Interceptions', 'YDS')","('Interceptions', 'LNG')","('Interceptions', 'TD')","('Unnamed: 11_level_0', 'FF')"
69,Akeem Davis-Gaither,APP,LB,46,57,103,1.5,6,7,0,0,0,0,1
70,Deshaun Davis,AUB,LB,54,48,102,3.5,20,2,0,0,0,0,0
70,Brad Koenig,M-OH,LB,62,40,102,5.0,31,2,3,13,7,0,4
70,Joe Bachie,MSU,LB,47,55,102,1.0,2,5,1,1,1,0,2
73,Tre Thomas,CSU,LB,42,59,101,2.0,13,4,0,0,0,0,0
73,Terrill Hanks,NMSU,LB,33,68,101,1.0,6,2,1,28,28,1,1
73,Jalen Moore,ORST,DB,69,32,101,0.0,0,4,0,0,0,0,1
76,Curtis Akins,MEM,LB,62,38,100,1.0,11,1,0,0,0,0,1
76,Kielan Whitner,SYR,LB,60,40,100,1.5,6,3,2,20,20,0,1
76,Lawrence Garner,ODU,LB,50,50,100,0.0,0,4,1,19,19,0,1
79,Chase Christiansen,USU,LB,36,63,99,0.5,7,2,0,0,0,0,0
79,David Long Jr.,WVU,LB,70,29,99,6.0,43,4,0,0,0,0,2
79,Logan Wilson,WYO,LB,56,43,99,2.0,9,2,2,21,13,0,0
79,Parker Baldwin,SDSU,S,58,41,99,0.0,0,6,2,0,0,0,0
79,Clay Johnston,BAY,LB,64,35,99,1.0,12,2,0,0,0,0,0
79,Nate Evans,UCF,LB,55,44,99,2.5,10,4,0,0,0,0,1
85,Justin Phillips,OKST,LB,71,27,98,2.0,17,3,0,0,0,0,1
85,Cameron Glenn,WAKE,S,69,29,98,2.5,14,4,0,0,0,0,2
85,Juan Thornhill,UVA,CB,62,36,98,0.0,0,7,6,141,86,0,0
88,Peyton Pelluer,WSU,LB,61,36,97,4.5,32,3,0,0,0,0,2
88,Darius Harris,MTSU,LB,49,48,97,5.0,39,4,0,0,0,0,1
88,James Nachtigal,ARMY,LB,57,40,97,8.5,58,1,0,0,0,0,5
88,Andrew Dowell,MSU,LB,41,56,97,3.5,14,9,0,0,0,0,1
92,Edwin Freeman,FIU,LB,50,46,96,1.0,1,1,2,7,4,0,1
92,Isaiah Davis,MD,LB,51,45,96,2.0,16,0,0,0,0,0,0
92,Devonni Reed,CMU,DB,61,35,96,0.0,0,3,0,0,0,0,0
95,Zachery Harris,TULN,LB,53,42,95,3.0,24,0,1,12,12,0,0
95,Anthony Flory,APP,LB,38,57,95,1.0,3,3,0,0,0,0,1
95,Malik Gant,MRSH,S,45,50,95,1.0,7,8,2,1,1,0,0
95,Jake Hansen,ILL,LB,48,47,95,1.0,6,1,0,0,0,0,1
95,Del'Shawn Phillips,ILL,LB,45,50,95,1.5,11,3,4,36,34,0,1
100,Bobby Okereke,STAN,LB,52,42,94,3.5,30,5,0,0,0,0,2
100,C.J. Levine,UTSA,S,67,27,94,0.0,0,6,1,8,8,1,1
100,Alohi Gilman,ND,S,58,36,94,0.0,0,5,2,54,54,0,2
103,Jacob Huff,MINN,DB,60,33,93,0.0,0,7,2,21,21,0,2
103,Jesse Osuna,SJSU,LB,55,38,93,2.0,14,1,2,16,13,0,1
103,Vosean Joseph,FLA,LB,40,53,93,4.0,23,5,0,0,0,0,0
103,Navon Mosley,PUR,S,60,33,93,1.0,1,1,1,0,0,0,0
103,Jamal Hicks,CSU,S,45,48,93,0.0,0,3,0,0,0,0,1
103,Jacques Boudreaux,ULL,LB,42,51,93,2.0,8,3,0,0,0,0,0
109,David Griffith,ULM,LB,44,48,92,5.0,25,0,0,0,0,0,1
109,Jamal Scott,SJSU,LB,36,56,92,2.5,16,1,0,0,0,0,0
109,Jaquan Johnson,MIAMI,S,44,48,92,0.0,0,1,2,9,9,0,2
109,Richard Moore,SMU,LB,56,36,92,5.0,28,1,0,0,0,0,1
109,Solomon Matautia,HAW,LB,54,38,92,1.0,3,4,0,0,0,0,3
109,Derrick Barnes,PUR,LB,61,31,92,3.0,29,0,0,0,0,0,0
115,Connor Strachan,BC,LB,47,44,91,3.0,23,0,0,0,0,0,1
115,Matt Bahr,KENT,LB,50,41,91,3.0,20,2,1,13,13,0,1
115,Gabe Sewell,NEV,LB,49,42,91,3.0,9,2,0,0,0,0,0
115,Sean Barton,STAN,LB,47,44,91,2.0,13,1,1,0,0,0,1
115,Ben DeLuca,CHAR,DB,56,35,91,0.0,0,4,1,0,0,0,1
115,Hamsah Nasirildeen,FSU,DB,51,40,91,0.0,0,2,1,1,1,0,0
115,Keith Sherald Jr.,KENT,CB,63,28,91,3.0,18,6,0,0,0,0,0
122,Kyle Gibson,UCF,S,57,33,90,1.5,7,5,1,0,0,0,2
122,Darreon Jackson,ARKST,DB,51,39,90,2.0,10,2,0,0,0,0,1
122,Johnathan Abram,MSST,S,47,43,90,3.0,18,4,2,9,9,0,1
122,Damar Hamlin,PITT,DB,61,29,90,0.0,0,4,2,79,79,0,0
122,Jay Lenard,SJSU,S,56,34,90,0.0,0,4,1,18,18,0,1
122,Gary Johnson,TEX,LB,61,29,90,6.5,36,1,0,0,0,0,2
128,Ryan Connelly,WIS,LB,58,31,89,3.0,30,1,0,0,0,0,1
128,Jake Gervase,IOWA,DB,49,40,89,0.0,0,6,4,50,28,0,1
128,Greg Reaves,USF,DE,47,42,89,0.5,4,1,0,0,0,0,0
128,Isaiah Simmons,CLEM,LB,55,34,89,1.5,3,6,1,27,27,1,3
128,Tony Fields II,ARIZ,LB,58,31,89,2.0,15,0,0,0,0,0,0
133,Josh Hines-Allen,UK,LB,56,32,88,17.0,107,4,0,0,0,0,5
133,Hudson Sullivan,NAVY,LB,42,46,88,0.5,4,0,0,0,0,0,1
133,Nigel Lawrence,USA,S,44,44,88,0.0,0,2,0,0,0,0,0
133,Bryce Torneden,KU,S,61,27,88,2.0,19,0,1,39,39,1,0
133,Reggie Floyd,VT,DB,56,32,88,0.0,0,1,2,9,5,0,0
138,Santos Ramirez,ARK,S,43,44,87,0.0,0,0,0,0,0,0,0
138,George Helmuth,FRES,LB,44,43,87,5.0,33,2,0,0,0,0,0
138,Collin Scott,LT,LB,39,48,87,4.0,22,0,2,31,31,0,0
138,Mike Bell,FRES,S,53,34,87,0.5,5,8,3,1,1,0,0
138,Andrew Wingard,WYO,S,46,41,87,1.0,5,1,2,0,0,0,0
138,Jeff Gemmell,CHAR,LB,50,37,87,4.0,29,2,1,8,8,0,1
138,Anthony Wheeler,TEX,LB,58,29,87,4.0,21,0,0,0,0,0,0
138,Greg Eisworth II,ISU,S,56,31,87,1.0,16,5,1,37,37,0,2
138,Ikem Okeke,HAW,DB,60,27,87,0.0,0,3,0,0,0,0,1
138,Jacob Phillips,LSU,LB,32,55,87,1.0,6,3,1,45,45,1,0
138,Penei Pavihi,HAW,LB,46,41,87,1.5,7,2,0,0,0,0,1
149,Richard Olekanma,TOL,LB,36,50,86,2.5,22,0,1,3,3,0,0
149,Darius West,UK,S,47,39,86,0.0,0,6,3,51,19,0,0
149,Drue Tranquill,ND,LB,63,23,86,3.5,24,4,0,0,0,0,0
149,Evan Croutch,OHIO,LB,53,33,86,5.5,37,6,2,11,11,0,0
149,Evan Foster,SYR,DB,56,30,86,2.0,10,4,1,3,3,0,0
149,Les Maruo,UTSA,LB,50,36,86,2.0,5,1,1,0,0,0,0
149,Drake Spears,WMU,LB,53,33,86,3.0,14,0,1,6,6,0,1
149,Isaiah McDuffie,BC,LB,48,38,86,3.5,22,2,0,0,0,0,0
149,Dylan Moses,ALA,LB,45,41,86,3.5,29,1,0,0,0,0,1
149,Mykal Walker,FRES,LB,38,48,86,4.0,13,6,1,38,38,1,2
159,Sean Williams,NAVY,S,56,29,85,0.0,0,5,2,57,36,0,5
159,Ulysees Gilbert,AKRON,LB,47,38,85,0.5,2,1,0,0,0,0,0
159,Delvon Randall,TEM,S,62,23,85,0.0,0,6,4,52,52,1,2
159,Krys Barnes,UCLA,LB,53,32,85,1.0,9,6,1,0,0,0,0
159,Shemar Smith,ORST,LB,46,39,85,1.0,8,4,1,17,17,0,0
159,Zaven Collins,TLSA,LB,42,43,85,1.5,7,3,1,0,0,0,1
165,Khari Willis,MSU,S,41,43,84,0.0,0,10,2,30,20,0,1
165,Kash Daniel,UK,LB,42,42,84,1.0,7,1,0,0,0,0,0
165,Erroll Thompson,MSST,LB,31,53,84,3.5,26,0,2,0,0,0,0
165,Jordan Fehr,APP,LB,35,49,84,5.5,46,2,0,0,0,0,0
165,Vince Calhoun,EMU,DB,47,37,84,1.0,1,4,3,85,46,0,0
165,Jordyn Brooks,TTU,LB,49,35,84,3.0,26,1,1,3,3,0,0
165,Dimitri Moore,VAN,LB,47,37,84,1.0,1,3,0,0,0,0,0
172,LaDarius Wiley,VAN,S,44,39,83,1.0,8,3,1,20,20,0,2
172,Sean Carter,ODU,S,49,34,83,0.0,0,3,1,75,75,0,0
172,Dedrick Young II,NEB,LB,41,42,83,0.0,0,5,1,0,0,0,0
172,Alex Grace,WMU,LB,55,28,83,1.0,16,2,1,0,0,0,0
172,Jamal Parker,KENT,CB,52,31,83,0.0,0,7,2,20,20,0,0
172,Rashad Smith,FAU,LB,34,49,83,1.0,5,1,4,22,16,0,0
172,Chris Woolbright,UAB,LB,47,36,83,2.0,9,3,2,33,34,1,0
172,Malcolm Rodriguez,OKST,LB,53,30,83,0.0,0,1,0,0,0,0,0
172,Bryce Cosby,BALL,S,42,41,83,0.0,0,3,2,0,0,0,0
172,Ray Wilborn,BALL,S,47,36,83,3.0,15,4,2,48,43,0,2
182,Jahlani Tavai,HAW,LB,42,40,82,2.0,11,2,0,0,0,0,1
182,Kyran Mitchell,SMU,LB,46,36,82,4.5,21,3,0,0,0,0,1
182,Oluwaseun Idowu,PITT,LB,55,27,82,2.5,15,5,0,0,0,0,2
182,Mike Edwards,UK,S,56,26,82,0.0,0,6,2,79,66,1,1
182,Deonte Roberts,RUTG,LB,25,57,82,0.0,0,0,0,0,0,0,0
182,Justin Tranquill,WMU,S,58,24,82,0.0,0,2,1,0,0,0,0
182,Shaq Quarterman,MIAMI,LB,45,37,82,6.0,41,2,1,20,20,0,1
182,JR Pace,NW,DB,51,31,82,3.0,0,7,4,26,26,0,0
182,Micah Parsons,PSU,LB,47,35,82,1.5,12,0,0,0,0,0,2
191,Cameron Smith,USC,LB,58,23,81,1.0,2,4,0,0,0,0,0
191,Jarius Morehead,NCST,S,45,36,81,0.0,0,4,3,84,57,1,0
191,Jaylen Pickett,EMU,LB,37,44,81,2.0,9,1,1,0,0,0,3
191,Justin Clifton,ARKST,DB,41,40,81,0.0,0,5,2,43,43,1,0
191,Ed Curney,GAST,LB,34,47,81,1.0,7,0,0,0,0,0,0
191,Joe Giles-Harris,DUKE,LB,34,47,81,1.0,7,2,0,0,0,0,0
191,Tron Folsom,TROY,LB,38,43,81,2.0,18,5,2,53,53,1,0
191,Ronnie Hoggins,USF,CB,58,23,81,0.5,1,6,2,29,27,0,0
191,Thomas Barber,MINN,LB,47,34,81,1.5,12,1,1,0,0,0,0
191,Jordan Fuller,OSU,S,61,20,81,0.0,0,4,1,4,4,0,0
191,Malik Harrison,OSU,LB,55,26,81,2.5,17,4,1,13,13,0,0
191,Jahad Woods,WSU,LB,50,31,81,3.0,15,1,1,0,0,0,4
191,Kahani Smith,UTEP,DB,52,29,81,0.0,0,10,0,0,0,0,0
191,Gleson Sprewell,HOU,S,51,30,81,0.0,0,6,3,71,65,1,0
205,Ridwan Issahaku,TCU,S,56,24,80,2.0,18,1,2,21,21,0,0
205,Arico Evans,TCU,LB,50,30,80,2.5,11,2,0,0,0,0,0
205,Santana Sterling,UCONN,LB,34,46,80,0.0,0,1,1,0,0,0,0
205,Devon Sutton,ECU,DB,36,44,80,3.0,15,4,0,0,0,0,0
205,Darryl Godfrey,UTSA,S,53,27,80,1.0,2,1,0,0,0,0,0
205,Dre Greenlaw,ARK,LB,38,42,80,2.0,6,0,2,5,5,0,1
205,James Bailey,FRES,LB,45,35,80,3.0,19,4,1,0,0,0,0
205,Manny Bunch,TLSA,S,41,39,80,0.0,0,5,0,0,0,0,0
205,Jamal Davis II,AKRON,LB,47,33,80,5.5,37,6,1,3,3,0,1
205,Jamar Smith,UTEP,LB,37,43,80,1.0,6,1,1,0,0,0,2
215,Otaro Alaka,TA&M,LB,39,40,79,4.0,26,1,0,0,0,0,1
215,Kendall Joseph,CLEM,LB,38,41,79,4.0,19,1,0,0,0,0,0
215,Tajhea Chambers,ARKST,LB,33,46,79,0.5,1,1,0,0,0,0,0
215,Bull Barge,USA,LB,40,39,79,0.0,0,1,1,0,0,0,0
215,Zedrick Woods,MISS,S,42,37,79,0.5,6,4,2,-2,-2,0,2
215,Daniel Bituli,TENN,LB,39,40,79,1.0,5,1,0,0,0,0,0
215,Tre Lamar,CLEM,LB,38,41,79,3.0,28,1,1,43,43,0,0
222,Corey Turner,ULL,DB,48,30,78,1.0,8,0,1,0,0,0,0
222,Deionte Thompson,ALA,S,47,31,78,0.0,0,6,2,65,40,0,3
222,Javon Hagan,OHIO,S,40,38,78,0.0,0,4,2,12,10,0,0
222,Kenny Willekes,MSU,DE,37,41,78,8.5,60,1,0,0,0,0,1
222,Shaun Bradley,TEM,LB,51,27,78,1.0,3,1,2,94,78,1,0
222,JuJu Hughes,FRES,DB,40,38,78,0.0,0,8,4,65,33,0,0
228,Malik Reed,NEV,LB,51,26,77,8.0,58,0,0,0,0,0,1
228,Bailey Laolagi,UNLV,LB,38,39,77,1.5,11,3,0,0,0,0,1
228,P.J. Locke,TEX,DB,58,19,77,0.5,0,3,1,22,22,0,2
228,Frankie Hernandez,MRSH,LB,35,42,77,2.5,13,1,1,29,29,0,1
228,David Reese,FLA,LB,22,55,77,0.0,0,0,0,0,0,0,0
228,Max Richardson,BC,LB,39,38,77,2.5,23,2,0,0,0,0,0
228,Cole Christiansen,ARMY,LB,42,35,77,1.0,6,2,0,0,0,0,1
228,Davondre Robinson,ECU,DB,48,29,77,0.0,0,3,0,0,0,0,1
228,Kenny Robinson,WVU,S,52,25,77,0.0,0,4,4,58,55,0,0
228,Merlin Robertson,ASU,LB,48,29,77,5.0,32,2,1,11,11,0,1
228,James Patterson,BUFF,LB,40,37,77,1.0,6,2,0,0,0,0,4
239,Masai Whyte,WKU,LB,37,39,76,4.0,29,3,1,27,27,0,0
239,Willie Harvey Jr.,ISU,LB,46,30,76,3.5,29,3,0,0,0,0,2
239,Elijah Benton,LIB,S,46,30,76,0.0,0,2,1,0,0,0,0
239,Dontavious Jackson,FSU,LB,46,30,76,1.0,1,3,1,5,5,0,1
239,Kalen Hicks,HAW,DB,53,23,76,1.0,7,3,0,0,0,0,0
239,Jaylin Thomas,BALL,LB,43,33,76,2.5,8,2,1,24,24,0,1
239,Omar Fortt,UCONN,LB,48,28,76,0.0,0,2,1,0,0,0,0
239,Carlton Martial,TROY,LB,33,43,76,3.0,21,1,0,0,0,0,3
247,Jomon Dotson,NEV,DB,63,12,75,0.0,0,6,2,20,15,0,2
247,Mykelti Williams,NIU,S,45,30,75,0.0,0,3,2,19,15,0,0
247,Noel Cook,APP,LB,36,39,75,3.5,18,1,1,2,2,0,0
247,Remy Lazarus,GAST,S,42,33,75,0.0,0,2,0,0,0,0,0
247,Jordan Young,ODU,LB,37,38,75,0.0,0,2,0,0,0,0,0
247,Alvin Davis,AKRON,DB,43,32,75,0.0,0,3,4,149,147,2,1
247,Skyler Thomas,WSU,S,45,30,75,0.0,0,2,2,18,18,0,0
247,Fitzgerald Mofor,UAB,LB,42,33,75,1.5,11,0,0,0,0,0,0
247,Solomon Ajayi,LIB,LB,40,35,75,1.0,7,2,2,32,26,1,1
247,Mike Rose,ISU,LB,41,34,75,1.5,11,2,0,0,0,0,0
257,Brice McAllister,UMASS,S,39,35,74,0.0,0,1,3,64,60,1,2
257,James Jackson,LT,S,49,25,74,2.5,8,3,1,0,0,0,2
257,Jacob Thieneman,PUR,S,49,25,74,5.0,43,5,0,0,0,0,0
257,Gaje Ferguson,USU,S,30,44,74,1.0,5,5,2,40,40,1,0
257,Javin White,UNLV,LB,40,34,74,2.0,6,4,4,30,22,0,3
257,Essang Bassey,WAKE,CB,53,21,74,1.0,8,15,1,0,0,0,0
257,Michael Pinckney,MIAMI,LB,35,39,74,3.5,27,2,1,3,3,0,0
257,Stanley Barnwell Jr.,UNM,S,38,36,74,0.0,0,4,1,1,1,0,0
257,Richard LeCounte III,UGA,DB,45,29,74,0.0,0,3,1,29,29,0,2
257,Xavier McKinney,ALA,S,45,29,74,3.0,40,10,2,23,30,1,2
257,Grant Delpit,LSU,S,46,28,74,5.0,44,9,5,1,1,0,1
268,Dakota Allen,TTU,LB,37,36,73,0.5,4,2,0,0,0,0,0
268,Will Harris,BC,S,42,31,73,0.0,0,0,1,0,0,0,0
268,Dee Smith,LOU,S,40,33,73,0.5,3,1,0,0,0,0,0
268,Kenneth Edison-McGruder,OKST,LB,54,19,73,2.0,10,3,0,0,0,0,2
268,Dylan Singleton,DUKE,S,41,32,73,0.5,1,1,0,0,0,0,2
268,Sherrod Greene,SC,LB,32,41,73,0.0,0,2,1,12,12,1,1
274,Jontrell Rocquemore,USU,S,31,41,72,2.0,23,1,3,52,32,1,1
274,Michael Dogbe,TEM,DE,36,36,72,7.0,49,0,0,0,0,0,3
274,Tevis Bartlett,WASH,LB,42,30,72,1.0,5,2,0,0,0,0,2
274,Rodney Clemons,SMU,S,54,18,72,0.0,0,4,1,0,0,0,1
274,Roderic Teamer,TULN,S,46,26,72,1.0,7,5,1,0,0,0,1
274,Cedarius Rookard,TROY,S,32,40,72,0.0,0,2,5,105,60,0,2
274,Pat Jasinski,UCF,LB,42,30,72,0.0,0,4,1,18,18,0,3
274,Jan Johnson,PSU,LB,42,30,72,0.5,1,1,1,0,0,0,0
274,Tyree Kinnel,MICH,DB,48,24,72,0.0,0,2,0,0,0,0,0
274,Tre Webb,SJSU,DB,40,32,72,0.5,2,6,0,0,0,0,1
274,Steven Montac,SC,DB,44,28,72,0.5,3,5,0,0,0,0,0
274,Justin Layne,MSU,CB,44,28,72,0.5,3,15,1,6,6,0,0
274,Deontay Anderson,HOU,LB,44,28,72,0.0,0,5,1,8,8,0,1
274,Jordan Baldwin,LT,S,51,21,72,1.5,9,2,1,18,18,0,1
274,Garret Wallow,TCU,LB,46,26,72,3.0,21,2,0,0,0,0,0
274,Nick Roberts,USF,S,52,20,72,0.0,0,3,3,91,61,0,0
274,Chinedu Ogbonna,UMASS,LB,31,41,72,1.5,7,0,1,33,33,0,0
274,Collin Turner,ULM,S,42,30,72,1.5,11,4,0,0,0,0,0
292,Rick Gamboa,COLO,LB,37,34,71,0.0,0,2,1,17,17,0,1
292,Jawuan Johnson,TCU,LB,42,29,71,1.0,8,0,1,72,72,0,0
292,Kekoa Nawahine,BSU,S,39,32,71,0.0,0,2,0,0,0,0,1
292,Frankie Griffin,TXST,LB,33,38,71,2.0,16,1,0,0,0,0,3
292,McKinley Whitfield,TLSA,S,38,33,71,0.0,0,7,2,39,21,0,0
292,Joshua Moon,GASO,S,41,30,71,0.5,1,3,1,34,34,0,2
292,Garrett Taylor,PSU,S,45,26,71,0.0,0,7,3,84,45,0,1
292,Ta'Corian Darden,WKU,DB,42,29,71,0.0,0,11,3,32,38,0,1
292,C.J. Gardner-Johnson,FLA,S,37,34,71,3.0,10,2,4,110,83,2,0
292,Devon Key,WKU,DB,41,30,71,0.0,0,6,3,49,45,1,0
292,Tyrez Lindsey,MEM,DB,40,31,71,0.0,0,2,0,0,0,0,0
292,Quinnen Williams,ALA,DT,45,26,71,8.0,57,1,0,0,0,0,0
292,Mack Wilson Sr.,ALA,LB,36,35,71,1.0,1,5,2,0,0,0,0
292,Riko Jeffers,TTU,LB,41,30,71,2.0,18,1,0,0,0,0,2
292,Corrion Ballard,UTAH,DB,49,22,71,1.0,8,7,1,23,23,0,2
307,Jalen Harvey,ASU,S,53,17,70,0.0,0,1,0,0,0,0,1
307,Aaron Williams,NEB,DB,45,25,70,0.0,0,4,1,0,0,0,0
307,Chapelle Russell,TEM,LB,40,30,70,1.5,7,3,0,0,0,0,0
307,Terez Hall,MIZ,LB,45,25,70,5.0,34,1,1,0,0,0,1
307,Braxton Lewis,ISU,DB,40,30,70,1.0,12,2,3,0,0,0,0
307,Dae'Von Washington,LT,LB,36,34,70,0.0,0,0,0,0,0,0,2
307,Tyrel Dodson,TA&M,LB,42,28,70,1.0,0,3,1,78,78,1,0
307,Brandon Jones,TEX,S,48,22,70,0.0,0,1,2,26,19,0,0
307,Isaiah Graham-Mobley,TEM,LB,51,19,70,2.0,14,1,0,0,0,0,0
307,Kyle Johnson,AFA,LB,27,43,70,0.0,0,1,1,32,32,1,0
307,Da'Quan Patton,KSU,LB,50,20,70,0.0,0,2,0,0,0,0,0
307,Marvin Moody,TULN,LB,41,29,70,0.5,3,0,0,0,0,0,0
307,Wesley Bush,MTSU,DB,39,31,70,0.5,2,2,6,149,75,2,0
307,Kholbe Coleman,BGSU,LB,42,28,70,0.0,0,1,0,0,0,0,1
307,Darien Butler,ASU,LB,36,34,70,1.0,7,0,0,0,0,0,0
307,DQ Thomas,MTSU,LB,43,27,70,8.0,65,3,0,0,0,0,2
323,Jordan George,AKRON,DB,40,29,69,0.0,0,2,1,53,53,0,1
323,Emeke Egbule,HOU,LB,39,30,69,2.0,16,5,2,0,0,0,2
323,Brody Hoying,EMU,DB,29,40,69,1.5,8,3,0,0,0,0,0
323,Maxx Crosby,EMU,DE,30,39,69,7.5,44,3,1,2,2,1,3
