RK,NAME,TEAM,"('Unnamed: 0_level_0', 'POS')","('Kickoffs', 'ATT')","('Kickoffs', 'YDS')","('Kickoffs', 'AVG')","('Kickoffs', 'LNG')","('Kickoffs', 'TD')","('Punts', 'ATT')","('Punts', 'YDS')","('Punts', 'AVG')","('Punts', 'LNG')","('Punts', 'TD')"
160,Jadon Thompson,CIN,WR,3,146,48.7,100,1,4,38,9.5,23,0
160,Chimere Dike,WISC,WR,5,146,29.2,53,0,0,0,0.0,0,0
162,Wyatt Wieland,WYO,WR,8,145,18.1,29,0,2,0,0.0,0,0
163,Sam McCall,FSU,CB,8,142,17.8,24,0,0,0,0.0,0,0
164,Renard Bell,WSU,WR,5,139,27.8,73,0,0,0,0.0,0,0
164,Courtney Reese,UNLV,RB,8,139,17.4,25,0,0,0,0.0,0,0
166,Billy Bowman Jr.,OU,S,9,138,15.3,26,0,0,0,0.0,0,0
166,Billy Dozier,NIU,RB,8,138,17.3,42,0,0,0,0.0,0,0
166,Henry Rutledge,CLT,RB,7,138,19.7,25,0,0,0,0.0,0,0
169,Jayshon Platt,FAU,WR,7,135,19.3,29,0,0,0,0.0,0,0
170,A'Jon Vivens,CSU,RB,6,133,22.2,34,0,0,0,0.0,0,0
170,Keaton Mitchell,ECU,RB,5,133,26.6,57,0,0,0,0.0,0,0
170,Dean Connors,RICE,RB,7,133,19.0,28,0,0,0,0.0,0,0
173,Sammy Malignaggi,JMU,RB,6,130,21.7,31,0,0,0,0.0,0,0
173,Jontavis Robertson,DUKE,WR,6,130,21.7,33,0,0,0,0.0,0,0
173,Jabre Barber,TROY,WR,5,130,26.0,34,0,0,0,0.0,0,0
173,Nehemiah Martinez I,TTU,WR,7,130,18.6,25,0,0,0,0.0,0,0
177,Joshua Youngblood,RUTG,WR,6,129,21.5,29,0,0,0,0.0,0,0
178,Quian Williams,BUFF,WR,4,128,32.0,75,0,7,13,1.9,14,0
178,Jacob Copeland,MD,WR,8,128,16.0,29,0,0,0,0.0,0,0
178,Sevion Morrison,KU,RB,6,128,21.3,37,0,0,0,0.0,0,0
181,AJ Green,ARK,RB,9,127,14.1,34,0,0,0,0.0,0,0
182,Bryan Bradford,KENT,RB,7,124,17.7,36,0,0,0,0.0,0,0
182,Rodney Hammond Jr.,PITT,RB,9,124,13.8,28,0,0,0,0.0,0,0
184,Darius Lewis,GASO,WR,8,123,15.4,23,0,0,0,0.0,0,0
184,Bucky Irving,ORE,RB,5,123,24.6,37,0,0,0,0.0,0,0
186,Mike Hollins,UVA,RB,5,120,24.0,27,0,0,0,0.0,0,0
187,Germie Bernard,MSU,WR,7,119,17.0,32,0,0,0,0.0,0,0
187,Drew Donley,CIN,WR,5,119,23.8,32,0,0,0,0.0,0,0
189,Kevin Davis,M-OH,RB,8,117,14.6,32,0,1,-12,-12.0,0,0
190,E.J. Wilson,FIU,RB,6,116,19.3,34,0,0,0,0.0,0,0
190,Matthew Golden,HOU,WR,5,116,23.2,33,0,0,0,0.0,0,0
192,Malik Cooper,TEM,WR,9,115,12.8,20,0,0,0,0.0,0,0
193,Hassan Beydoun,EMU,WR,8,114,14.3,27,0,5,26,5.2,11,0
193,Roman Wilson,MICH,WR,5,114,22.8,26,0,0,0,0.0,0,0
193,Marlon Gunn Jr.,ECU,RB,4,114,28.5,46,0,0,0,0.0,0,0
196,Marquis Shoulders,TLSA,WR,6,113,18.8,29,0,0,0,0.0,0,0
197,Jha'Quan Jackson,TULN,WR,5,111,22.2,40,0,21,213,10.1,90,1
197,Xzavier Henderson,FLA,WR,7,111,15.9,23,0,13,108,8.3,48,0
199,Cale Cabbiness,OKST,WR,7,110,15.7,30,0,0,0,0.0,0,0
200,Michel Dukes,USF,RB,4,106,26.5,34,0,0,0,0.0,0,0
200,Ja'Corey Brooks,ALA,WR,7,106,15.1,24,0,1,21,21.0,21,0
202,Javen Jacobs,ASU,RB,5,105,21.0,47,0,7,18,2.6,8,0
203,Mavin Anderson,CAL,WR,8,101,12.6,23,0,0,0,0.0,0,0
203,Solo Lewis,LT,WR,4,101,25.3,33,0,0,0,0.0,0,0
205,Keshawn King,VT,RB,6,100,16.7,25,0,0,0,0.0,0,0
206,Kris Abrams-Draine,MIZ,CB,6,99,16.5,23,0,0,0,0.0,0,0
206,Seven McGee,ORE,WR,6,99,16.5,29,0,0,0,0.0,0,0
206,Braheam Murphy,ARMY,RB,6,99,16.5,49,0,0,0,0.0,0,0
206,Simeon Price,MSST,RB,6,99,16.5,32,0,0,0,0.0,0,0
210,Titus Mokiao-Atimalala,UCLA,WR,7,98,14.0,25,0,0,0,0.0,0,0
211,Jarek Broussard,MSU,RB,5,95,19.0,22,0,0,0,0.0,0,0
211,Zavion Thomas,MSST,WR,4,95,23.8,27,0,15,202,13.5,63,1
213,Jarris Williams,TROY,RB,5,94,18.8,24,0,0,0,0.0,0,0
214,Riley Moss,IOWA,CB,4,93,23.3,31,0,0,0,0.0,0,0
214,Brian Brewton,CONN,RB,5,93,18.6,26,0,0,0,0.0,0,0
216,Kobe Lewis,PUR,RB,6,92,15.3,31,0,0,0,0.0,0,0
216,Nathaniel Peat,MIZ,RB,6,92,15.3,27,0,0,0,0.0,0,0
216,Jack Bech,LSU,WR,5,92,18.4,27,0,4,3,0.8,11,0
219,Jaden Williams,BC,WR,4,90,22.5,30,0,0,0,0.0,0,0
219,Bobby Golden,AKR,WR,5,90,18.0,28,0,3,26,8.7,26,0
221,Wayne Knight,JMU,RB,4,87,21.8,35,0,0,0,0.0,0,0
222,Zach Weinmaster,NEB,WR,5,85,17.0,20,0,0,0,0.0,0,0
222,Pat Bryant,ILL,WR,4,85,21.3,27,0,0,0,0.0,0,0
222,Chandler Baker,BUFF,WR,5,85,17.0,22,0,2,1,0.5,1,0
225,Shad Banks Jr.,TCU,LB,3,81,27.0,37,0,0,0,0.0,0,0
225,Money Parks,UTAH,WR,4,81,20.3,32,0,2,-15,-7.5,3,0
227,Ja'Mori Maclin,UNT,WR,4,80,20.0,28,0,0,0,0.0,0,0
227,Juju McDowell,SC,RB,5,80,16.0,27,0,0,0,0.0,0,0
229,Micah Bernard,UTAH,RB,3,79,26.3,44,0,0,0,0.0,0,0
230,Charlie Jones,PUR,WR,5,78,15.6,19,0,18,114,6.3,40,0
230,Cooper Lutz,VAN,RB,4,78,19.5,23,0,0,0,0.0,0,0
230,Isaac Jernagin,SJSU,WR,5,78,15.6,24,0,0,0,0.0,0,0
230,Johnny Richardson,UCF,RB,5,78,15.6,25,0,0,0,0.0,0,0
234,Gavin Holmes,BAY,WR,4,76,19.0,27,0,10,133,13.3,72,1
235,Tahj Washington,USC,WR,3,75,25.0,42,0,0,0,0.0,0,0
236,Gavin Garcia,KENT,RB,4,74,18.5,52,0,1,3,3.0,3,0
237,Julian Barnett,MEM,DB,3,73,24.3,26,0,0,0,0.0,0,0
237,Braydon Bennett,CCU,RB,5,73,14.6,21,0,0,0,0.0,0,0
239,Dontae Fleming,UL,WR,3,71,23.7,27,0,1,50,50.0,50,0
240,Marcus Bellon,UTEP,WR,4,70,17.5,20,0,17,100,5.9,47,1
240,Tyson Thompson,RICE,WR,5,70,14.0,21,0,7,26,3.7,10,0
242,Casey Filkins,STAN,RB,3,66,22.0,32,0,9,51,5.7,15,0
243,Jamontez Woods,TROY,RB,3,64,21.3,25,0,0,0,0.0,0,0
243,Lorenzo Styles Jr.,ND,CB,2,64,32.0,37,0,0,0,0.0,0,0
243,Courtney Jackson,SYR,WR,3,64,21.3,27,0,3,13,4.3,12,0
246,Jayleen Record,SMU,WR,3,63,21.0,48,0,0,0,0.0,0,0
246,Omar Cooper Jr.,IU,WR,4,63,15.8,21,0,0,0,0.0,0,0
248,Trey Palmer,NEB,WR,3,62,20.7,25,0,4,36,9.0,22,0
249,Yusuf Ali,MTSU,WR,3,61,20.3,28,0,0,0,0.0,0,0
249,Sam Wiglusz,OHIO,WR,5,61,12.2,21,0,12,32,2.7,8,0
249,Cyrus Allen,LT,WR,3,61,20.3,25,0,0,0,0.0,0,0
252,Vincent Terrell Jr.,NAVY,WR,2,59,29.5,35,0,1,15,15.0,15,0
252,Jaiden Credle,NIU,RB,3,59,19.7,24,0,0,0,0.0,0,0
254,Jordan Houston,NCST,RB,3,58,19.3,29,0,0,0,0.0,0,0
254,Josh Berry,TXST,RB,4,58,14.5,23,0,0,0,0.0,0,0
256,Derin McCulley,BALL,WR,3,57,19.0,23,0,0,0,0.0,0,0
256,Terry Moore,DUKE,S,3,57,19.0,22,0,0,0,0.0,0,0
258,Robert Burns,CONN,RB,2,56,28.0,32,0,0,0,0.0,0,0
258,Maurice Bell,COLO,WR,3,56,18.7,19,0,0,0,0.0,0,0
258,De'Von Fox,TEM,WR,4,56,14.0,20,0,2,32,16.0,22,0
258,Miles Stewart,ARMY,RB,3,56,18.7,40,0,1,0,0.0,0,1
262,Jaylon Robinson,MISS,WR,4,55,13.8,20,0,0,0,0.0,0,0
262,Will Towns,WAKE,RB,2,55,27.5,31,0,0,0,0.0,0,0
264,C'Bo Flemister,ND/PITT,RB,3,54,18.0,31,0,0,0,0.0,0,0
264,Ja'Markis Weston,FLA,EDGE,3,54,18.0,22,0,0,0,0.0,0,0
266,Myles Purchase,ISU,DB,3,53,17.7,26,0,0,0,0.0,0,0
267,Jadyn Marshall,UCLA,DB,3,52,17.3,25,0,0,0,0.0,0,0
268,Tavyn Jackson,CCU,CB,4,51,12.8,17,0,1,16,16.0,16,0
268,Jalen Knox,MISS,WR,4,51,12.8,29,0,0,0,0.0,0,0
268,Eric Garror,UL,CB,3,51,17.0,19,0,26,392,15.1,83,2
268,Maceo Donald,ECU,WR,4,51,12.8,22,0,0,0,0.0,0,0
272,OJ Hiliare,BGSU,WR,3,50,16.7,22,0,0,0,0.0,0,0
272,Daniel Jones,NAVY,RB,2,50,25.0,29,0,0,0,0.0,0,0
272,Sutton Smith,MEM,RB,3,50,16.7,22,0,0,0,0.0,0,0
272,Will Hardy,UNC,DB,2,50,25.0,36,0,0,0,0.0,0,0
272,Bryce Duke,VT,RB,3,50,16.7,23,0,0,0,0.0,0,0
277,Champ Flemings,ARST,WR,3,49,16.3,24,0,1,-6,-6.0,0,0
277,Solomon Vanhorse,JMU,RB,3,49,16.3,20,0,0,0,0.0,0,0
277,Brenden Rice,USC,WR,3,49,16.3,18,0,0,0,0.0,0,0
277,LeQuint Allen Jr.,SYR,RB,2,49,24.5,35,0,0,0,0.0,0,0
281,Que Reid,JMU,S,2,48,24.0,25,0,0,0,0.0,0,0
282,Anthony Grant,NEB,RB,3,47,15.7,20,0,0,0,0.0,0,0
282,Brionne Penny,SDSU,WR,2,47,23.5,31,0,0,0,0.0,0,0
282,Sammy Green,UNLV,RB,2,47,23.5,24,0,0,0,0.0,0,0
282,Damari Alston,AUB,RB,4,47,11.8,24,0,0,0,0.0,0,0
282,Xavier Townsend,UCF,WR,3,47,15.7,18,0,19,177,9.3,31,0
282,Jordyn Tyson,COLO,WR,2,47,23.5,28,0,4,131,32.8,88,1
288,Stefan Cobbs,BOIS,WR,3,46,15.3,26,0,4,27,6.8,19,0
288,Josh Henderson,IU,RB,3,46,15.3,22,0,0,0,0.0,0,0
288,Jordan Smart,UNT,WR,3,46,15.3,18,0,0,0,0.0,0,0
288,Johnny Martin,CLT,RB,2,46,23.0,37,0,0,0,0.0,0,0
292,Josh Vann,SC,WR,2,45,22.5,26,0,10,151,15.1,37,0
292,Starling Thomas V,UAB,CB,3,45,15.0,23,0,10,51,5.1,29,0
292,Phil Mafah,CLEM,RB,3,45,15.0,19,0,0,0,0.0,0,0
295,Johnny Ford,FAU,RB,2,44,22.0,25,0,0,0,0.0,0,0
295,Loic Fouonji,TTU,WR,1,44,44.0,44,1,0,0,0.0,0,0
295,Talmage Gunther,BYU,WR,3,44,14.7,19,0,4,12,3.0,7,0
295,Junior Vandeross III,TOL,WR,3,44,14.7,22,0,0,0,0.0,0,0
299,Talik Keaton,MRSH,WR,2,43,21.5,23,0,15,101,6.7,19,0
299,Jay Ducker,MEM,RB,1,43,43.0,43,0,0,0,0.0,0,0
299,Amari Terry,AFA,WR,2,43,21.5,23,0,4,11,2.8,7,0
299,Bryson Nesbit,UNC,TE,2,43,21.5,43,1,0,0,0.0,0,0
299,Roman Hemby,MD,RB,4,43,10.8,17,0,0,0,0.0,0,0
304,AJ Brown,GASO,RB,3,42,14.0,18,0,0,0,0.0,0,0
305,Jermarius Lewis,UNM,S,2,41,20.5,21,0,3,47,15.7,36,0
306,Boogie Knight,ULM,WR,2,40,20.0,30,0,2,1,0.5,1,0
306,Sahmir Hagans,DUKE,WR,2,40,20.0,21,0,4,146,36.5,81,1
306,Zahir Abdus-Salaam,WMU,RB,4,40,10.0,18,0,7,32,4.6,12,0
306,Eli Sanders,ISU,RB,2,40,20.0,21,0,0,0,0.0,0,0
306,Max Garrison,SDSU,S,3,40,13.3,22,0,0,0,0.0,0,0
311,Roschon Johnson,TEX,RB,2,39,19.5,24,0,0,0,0.0,0,0
311,Malik Rutherford,GT,WR,1,39,39.0,39,0,0,0,0.0,0,0
311,Cooper Jones,USU,WR,3,39,13.0,20,0,20,131,6.6,18,0
314,Broc Lane,USU,TE,5,38,7.6,14,0,0,0,0.0,0,0
314,Marvin Mims Jr.,OU,WR,1,38,38.0,38,0,10,160,16.0,41,0
316,Daijun Edwards,UGA,RB,2,37,18.5,20,0,0,0,0.0,0,0
316,Kaytron Allen,PSU,RB,2,37,18.5,29,0,0,0,0.0,0,0
316,Tony Grimes Jr.,AKR,WR,2,37,18.5,19,0,13,93,7.2,38,0
316,Mario Escobar,SYR,RB,1,37,37.0,37,0,0,0,0.0,0,0
320,Reynard Ellis,UAB,LB,3,36,12.0,17,0,0,0,0.0,0,0
320,Kenan Christon II,SDSU,RB,3,36,12.0,21,0,0,0,0.0,0,0
320,Talique Williams,GAST,WR,3,36,12.0,16,0,7,43,6.1,28,0
320,Tylan Hines,HAW,RB,4,36,9.0,17,0,1,3,3.0,3,0
320,Javen Nicholas,LSU,WR,2,36,18.0,18,0,0,0,0.0,0,0
325,Devonte Lee,NEV,RB,2,35,17.5,20,0,0,0,0.0,0,0
