RK,NAME,TEAM,CMP,ATT,CMP%,YDS,AVG,LNG,TD,INT,SACK,RTG
339,Jace Ruder,UNC,2,3,66.7,11,3.7,8,0,0,1,97.5
339,Matt Myers,BUFF,2,2,100.0,11,5.5,7,0,0,0,146.2
339,Garrett Kahmann,ULM,2,3,66.7,11,3.7,10,0,1,1,30.8
343,Nate Cox,NEV,1,2,50.0,10,5.0,10,0,0,0,92.0
343,Maurice Bellan,ARMY,1,1,100.0,10,10.0,10,0,0,1,184.0
345,Jacob Sirmon,WASH,1,1,100.0,9,9.0,9,0,0,0,175.6
345,Ahmarean Brown,GT,1,1,100.0,9,9.0,9,1,0,0,505.6
345,Brian Maurer,TENN,2,6,33.3,9,1.5,8,0,0,1,45.9
345,Ira Armstead II,UVA,1,3,33.3,9,3.0,9,0,0,0,58.5
349,Amari Rodgers,CLEM,1,1,100.0,8,8.0,8,0,0,0,167.2
349,Julon Williams,HOU/UTSA,1,1,100.0,8,8.0,8,0,0,0,167.2
349,Cord Sandberg,AUB,1,1,100.0,8,8.0,8,0,0,0,167.2
352,Calvin Austin III,MEM,1,1,100.0,7,7.0,7,0,0,0,158.8
352,Myles Fells,NAVY,1,1,100.0,7,7.0,7,0,0,0,158.8
352,Westin Elliott,LT,1,1,100.0,7,7.0,7,1,0,0,488.8
352,Gerry Bohanon,BAY,1,1,100.0,7,7.0,7,0,0,0,158.8
352,Jarrett Guest,CCU,1,1,100.0,7,7.0,7,0,0,0,158.8
352,Brendon Clark,ND,1,3,33.3,7,2.3,7,0,0,0,52.9
358,Chaton Mobley,MTSU,1,1,100.0,6,6.0,6,0,0,0,150.4
358,Sean Chambers,WYO,1,1,100.0,6,6.0,6,0,0,0,150.4
360,Cameron Dicker,TEX,1,1,100.0,5,5.0,5,0,0,0,142.0
360,Hudson Card,TEX,1,3,33.3,5,1.7,5,0,0,0,47.3
362,Toa Taua,NEV,1,2,50.0,4,2.0,4,0,0,0,66.8
362,Quadry Jones,UCF,1,2,50.0,4,2.0,4,0,0,0,66.8
362,Nick Kargman,WMU,1,3,33.3,4,1.3,4,0,0,0,44.5
362,John Gentry,USU,1,1,100.0,4,4.0,4,0,0,0,133.6
362,CJ Harris,OHIO,1,1,100.0,4,4.0,4,0,0,0,133.6
362,Ryan Harwell,LOU,1,1,100.0,4,4.0,4,0,0,0,133.6
368,Jeremiah Haydel,TXST,1,1,100.0,3,3.0,3,0,0,0,125.2
368,CT Thomas,BSU,1,1,100.0,3,3.0,3,1,0,0,455.2
368,Jefferson Boaz,UNC,1,1,100.0,3,3.0,3,0,0,0,125.2
368,Aveon Smith,M-OH,1,1,100.0,3,3.0,3,0,0,0,125.2
372,Kenyon Oblad,UNLV,2,4,50.0,2,0.5,4,0,0,0,54.2
372,Ricky Person Jr.,NCST,1,1,100.0,2,2.0,2,1,0,0,446.8
372,Elijah Moore,MISS,1,1,100.0,2,2.0,2,0,0,0,116.8
375,Rontavius Groves,UNC,1,1,100.0,1,1.0,1,1,0,0,438.4
375,Larry Hodges,MIAMI,1,1,100.0,1,1.0,1,0,0,0,108.4
377,Matt Duncan,TEM,0,2,0.0,0,0.0,0,0,0,2,0.0
377,JD Spielman,TCU,1,1,100.0,0,0.0,0,0,0,0,100.0
377,Grant McKinniss,MIZ,0,1,0.0,0,0.0,0,0,0,0,0.0
377,Devon Modster,CAL,0,1,0.0,0,0.0,0,0,0,0,0.0
377,Josh Pederson,ULM,0,1,0.0,0,0.0,0,0,0,0,0.0
377,Sione Tupou,TXST/UTEP,0,1,0.0,0,0.0,0,0,1,0,-200.0
377,Xavier Gaines,MRSH,0,1,0.0,0,0.0,0,0,1,0,-200.0
377,Grant Loy,AUB/BGSU,0,2,0.0,0,0.0,0,0,0,0,0.0
377,Adrian Hardy,LT,0,1,0.0,0,0.0,0,0,0,0,0.0
377,Cee Jay Powell,LT,0,1,0.0,0,0.0,0,0,0,0,0.0
377,Pressley Harvin III,GT,0,1,0.0,0,0.0,0,0,0,0,0.0
377,De'Vion Warren,ARK,0,1,0.0,0,0.0,0,0,0,0,0.0
377,Connor Adair,MEM,0,2,0.0,0,0.0,0,0,0,0,0.0
377,DJ Stubbs,LIB,0,0,0.0,0,0.0,0,0,0,1,0.0
377,Shi Smith,SC,0,2,0.0,0,0.0,0,0,0,0,0.0
377,Josh Ali,UK,0,1,0.0,0,0.0,0,0,0,0,0.0
377,Dimitri Stanley,COLO,0,1,0.0,0,0.0,0,0,0,0,0.0
377,Travis Dye,ORE,0,1,0.0,0,0.0,0,0,0,0,0.0
377,Jack Colletto,ORST,0,1,0.0,0,0.0,0,0,0,0,0.0
377,Johnny Ford,USF,0,1,0.0,0,0.0,0,0,0,0,0.0
377,Anthony Beck II,GASO,0,1,0.0,0,0.0,0,0,0,0,0.0
377,Evan Deckers,MASS,0,1,0.0,0,0.0,0,0,0,0,0.0
377,Amare Jones,TULN,0,1,0.0,0,0.0,0,0,1,0,-200.0
377,Joshua Moore,TEX,0,1,0.0,0,0.0,0,0,0,0,0.0
377,Sheldon Jones,UTSA,0,1,0.0,0,0.0,0,0,1,0,-200.0
377,Aaron Jackson,EMU,0,1,0.0,0,0.0,0,0,0,0,0.0
377,Jairus Grissom,EMU,0,0,0.0,0,0.0,0,0,0,1,0.0
377,Chance Warren,NAVY,0,2,0.0,0,0.0,0,0,0,1,0.0
377,Hassan Haskins,MICH,0,1,0.0,0,0.0,0,0,0,0,0.0
377,Coltin Clack,ARST,0,2,0.0,0,0.0,0,0,0,0,0.0
377,Jah'Quez Evans,USF,0,0,0.0,0,0.0,0,0,0,1,0.0
377,Dequan Finn,TOL,0,1,0.0,0,0.0,0,0,0,0,0.0
377,Velton Gardner,KU,0,0,0.0,0,0.0,0,0,0,1,0.0
377,Trevor Bycznski,BUFF,0,1,0.0,0,0.0,0,0,1,0,-200.0
377,Jalon Calhoun,DUKE,0,1,0.0,0,0.0,0,0,1,0,-200.0
377,Chandler Fields,UL,0,6,0.0,0,0.0,0,0,0,1,0.0
377,JJ Pegues,AUB,1,1,100.0,0,0.0,0,0,0,0,100.0
377,Dustin Fletcher,NIU,0,0,0.0,0,0.0,0,0,0,1,0.0
377,Willie Taggart Jr.,FAU,0,2,0.0,0,0.0,0,0,0,1,0.0
377,Treylon Burks,ARK,0,4,0.0,0,0.0,0,0,2,0,-100.0
377,Dalen Cambre,UL,0,1,0.0,0,0.0,0,0,0,0,0.0
377,LaBronz Davis,BGSU,0,2,0.0,0,0.0,0,0,1,0,-100.0
377,Kenny Scribner,USF,0,1,0.0,0,0.0,0,0,0,0,0.0
377,Aaron Young,RUTG,0,1,0.0,0,0.0,0,0,0,0,0.0
377,Isaiah Bravo,UTEP,0,2,0.0,0,0.0,0,0,0,0,0.0
377,Leroy Deshazor,ARST,0,0,0.0,0,0.0,0,0,0,1,0.0
377,Darius Ocean,WKU,0,1,0.0,0,0.0,0,0,0,1,0.0
377,Tez Johnson,TROY,0,1,0.0,0,0.0,0,0,1,0,-200.0
377,Dillon Markiewicz,SYR,0,1,0.0,0,0.0,0,0,0,0,0.0
377,Tyler Van Dyke,MIAMI,0,2,0.0,0,0.0,0,0,0,1,0.0
377,Ryan Hanson,ARST,0,1,0.0,0,0.0,0,0,0,0,0.0
377,Parker McNeil,TROY,0,2,0.0,0,0.0,0,0,0,0,0.0
377,Braden Smith,LOU,0,1,0.0,0,0.0,0,0,0,0,0.0
377,Mitchell Tinsley,WKU,0,1,0.0,0,0.0,0,0,0,0,0.0
377,Jorden Gidrey,AFA,0,0,0.0,0,0.0,0,0,0,1,0.0
433,Keytaon Thompson,UVA,1,3,33.3,-3,-1.0,0,0,0,0,24.9
433,Tyson Riley,ARMY,1,1,100.0,-3,-3.0,0,0,0,0,74.8
435,Trestan Ebner,BAY,1,1,100.0,-4,-4.0,0,0,0,0,66.4
436,Matt Fink,USC,1,1,100.0,-5,-5.0,-5,0,0,0,58.0
436,Andrew Brito,MASS,1,1,100.0,-5,-5.0,-5,0,0,0,58.0
