RK,NAME,TEAM,CMP,ATT,CMP%,YDS,AVG,LNG,TD,INT,SACK,RTG
32,Drew Plitt,BALL,164,250,65.6,2154,8.6,66,17,6,28,155.6
33,Gunnar Watson,TROY,211,301,70.1,2141,7.1,58,16,7,13,142.7
34,Brennan Armstrong,UVA,157,268,58.6,2117,7.9,90,18,11,19,138.9
35,Feleipe Franks,ARK,163,238,68.5,2107,8.9,82,17,4,30,163.1
36,Justin Fields,OSU,158,225,70.2,2100,9.3,65,22,6,21,175.6
37,Grant Wells,MRSH,165,270,61.1,2091,7.7,70,18,9,11,141.5
38,Bailey Hockman,NCST,171,266,64.3,2088,7.8,55,13,11,24,138.1
39,Chevan Cordeiro,HAW,195,313,62.3,2083,6.7,75,14,6,28,129.1
40,Layne Hatcher,ARST,116,194,59.8,2058,10.6,84,19,2,15,179.2
41,Clayton Tune,HOU,170,285,59.6,2048,7.2,54,15,10,17,130.4
42,Jake Haener,FRES,150,232,64.7,2021,8.7,71,14,5,24,153.4
43,Spencer Sanders,OKST,155,247,62.8,2007,8.1,75,14,8,18,143.2
44,Will Rogers,MSST,239,346,69.1,1976,5.7,51,11,7,20,123.5
45,Asher O'Hara,MTSU,192,288,66.7,1960,6.8,44,12,8,22,132.0
46,Charlie Brewer,BAY,198,321,61.7,1958,6.1,62,14,8,30,122.3
47,Zach Smith,TLSA,147,263,55.9,1947,7.4,66,13,10,18,126.8
48,Ken Seals,VAN,186,287,64.8,1928,6.7,58,12,10,20,128.1
49,Brady McBride,TXST,173,282,61.3,1925,6.8,59,17,7,17,133.6
50,Holton Ahlers,ECU,165,269,61.3,1921,7.1,75,18,9,21,136.7
50,Kedon Slovis,USC,177,264,67.0,1921,7.3,65,17,7,15,144.1
52,Desmond Trotter,USA,160,248,64.5,1917,7.7,80,11,4,32,140.9
53,Sean Clifford,PSU,152,251,60.6,1883,7.5,75,16,9,22,137.4
54,Jeff Sims,GT,141,257,54.9,1881,7.3,59,13,13,21,122.9
55,Logan Bonner,ARST,156,262,59.5,1863,7.1,69,18,6,13,137.4
56,Michael Pratt,TULN,140,254,55.1,1806,7.1,52,20,8,33,134.5
57,Max Duggan,TCU,146,240,60.8,1795,7.5,76,10,4,19,134.1
58,Peyton Ramsey,NW,172,282,61.0,1733,6.1,35,12,8,12,121.0
59,Kaleb Eleby,WMU,99,153,64.7,1715,11.2,85,18,2,7,195.1
60,Preston Hutchinson,EMU,126,198,63.6,1657,8.4,79,12,6,16,147.9
61,Austin Aune,UNT,101,185,54.6,1650,8.9,75,13,4,6,148.4
62,Michael Penix Jr.,IU,124,220,56.4,1645,7.5,68,14,4,7,136.5
63,Frank Harris,UTSA,159,250,63.6,1630,6.5,54,12,6,14,129.4
64,Tyrrell Pigrome,WKU,171,297,57.6,1603,5.4,50,9,2,20,111.6
65,Alan Bowman,TTU,150,232,64.7,1602,6.9,48,10,7,2,130.8
66,Spencer Petras,IOWA,140,245,57.1,1569,6.4,53,9,5,11,119.0
67,Tyler Shough,ORE,106,167,63.5,1559,9.3,71,13,6,11,160.4
68,Colby Suits,ULM,152,249,61.0,1541,6.2,54,8,7,16,118.0
69,Davis Mills,STAN,129,195,66.2,1508,7.7,47,7,3,10,139.9
70,Luke Anthony,LT,138,221,62.4,1479,6.7,66,16,5,22,138.0
71,Gavin Hardison,UTEP,108,199,54.3,1419,7.1,82,5,5,8,117.4
72,Collin Hill,SC,127,215,59.1,1411,6.6,57,6,6,22,117.8
73,Tanner Morgan,MINN,106,183,57.9,1374,7.5,45,7,5,13,128.1
74,Ross Bowers,NIU,123,212,58.0,1365,6.4,47,10,2,12,125.8
75,Jordan McCloud,USF,120,194,61.9,1341,6.9,52,9,2,21,133.2
76,Hendon Hooker,VT,98,150,65.3,1339,8.9,57,9,5,16,153.5
77,Kyle Vantrease,BUFF,96,154,62.3,1326,8.6,82,7,3,1,145.8
78,Chris Reynolds,CLT,96,175,54.9,1305,7.5,71,8,2,16,130.3
79,KJ Costello,MSST,134,209,64.1,1283,6.1,75,6,11,14,114.6
80,Noah Vedral,RUTG,136,221,61.5,1253,5.7,66,9,8,15,115.4
81,Graham Mertz,WISC,118,193,61.1,1238,6.4,53,9,5,12,125.2
82,JT Daniels,UGA,80,119,67.2,1231,10.3,55,10,2,10,178.5
83,Jack Abraham,USM,97,149,65.1,1224,8.2,88,7,4,11,144.2
84,Terry Wilson,UK,125,200,62.5,1187,5.9,40,7,4,10,119.9
85,Dustin Crum,KENT,83,113,73.5,1181,10.5,75,12,2,3,192.7
86,Stetson Bennett IV,UGA,86,155,55.5,1179,7.6,82,8,6,5,128.7
87,Will Howard,KSU,90,168,53.6,1178,7.0,70,8,10,7,116.3
88,Hank Bachmeier,BSU,96,156,61.5,1150,7.4,55,6,2,12,133.6
89,Jason Bean,UNT,79,145,54.5,1131,7.8,75,14,5,11,145.0
90,Dorian Thompson-Robinson,UCLA,90,138,65.2,1120,8.1,69,12,4,9,156.3
91,Jarrett Guarantano,TENN,103,166,62.0,1112,6.7,48,6,4,15,125.4
91,Myles Brennan,LSU,79,131,60.3,1112,8.5,75,11,3,9,154.7
93,Eli Peters,TOL,88,129,68.2,1106,8.6,68,9,2,8,160.2
94,Sam Noyer,COLO,88,160,55.0,1101,6.9,61,6,7,7,116.4
95,Rocky Lombardi,MSU,84,157,53.5,1090,6.9,75,8,9,7,117.2
96,Joe Milton III,MICH,80,141,56.7,1077,7.6,52,4,4,8,124.6
97,Max Johnson,LSU,88,150,58.7,1069,7.1,47,8,1,9,134.8
98,Henry Colombi,TTU,109,166,65.7,1065,6.4,75,8,4,14,130.6
99,Shai Werts,GASO,80,133,60.2,1062,8.0,65,8,6,12,138.1
100,Jordan Travis,FSU,72,131,55.0,1056,8.1,68,6,6,12,128.6
101,Adrian Martinez,NEB,108,151,71.5,1055,7.0,38,4,3,11,135.0
102,Jacob Free,TROY,88,152,57.9,1051,6.9,51,6,5,9,122.4
103,Rex Culpepper,SYR,94,190,49.5,1028,5.4,83,9,8,11,102.1
104,Taulia Tagovailoa,MD,75,122,61.5,1011,8.3,76,7,7,9,138.5
105,Bryson Lucero,UAB,79,146,54.1,969,6.6,56,7,8,2,114.7
106,TJ Finley,LSU,80,140,57.1,941,6.7,54,5,5,7,118.2
107,Jack Plummer,PUR,88,124,71.0,938,7.6,89,8,2,3,152.6
108,Tyler Vitt,TXST,74,121,61.2,933,7.7,75,9,6,9,140.6
109,Aidan O'Connell,PUR,88,136,64.7,916,6.7,45,7,2,9,135.3
110,DJ Uiagalelei,CLEM,78,117,66.7,914,7.8,53,5,0,3,146.4
111,Nick Tronti,FAU,89,167,53.3,905,5.4,36,6,3,12,107.1
112,Dylan Morris,WASH,67,110,60.9,897,8.2,65,4,3,1,136.0
113,Devin Leary,NCST,66,110,60.0,890,8.1,37,8,2,7,148.3
114,Jayden de Laura,WSU,78,129,60.5,886,6.9,49,5,4,8,124.7
115,Jake Bentley,UTAH,77,124,62.1,882,7.1,91,6,6,6,128.1
116,Levi Williams,WYO,59,119,49.6,877,7.4,56,1,3,14,109.2
117,Anthony Russo,TEM,92,135,68.1,863,6.4,32,9,6,4,135.0
118,Carter Bradley,TOL,55,89,61.8,849,9.5,57,9,5,7,164.1
119,Tyler Johnston III,UAB,57,97,58.8,843,8.7,71,7,1,2,153.5
120,Tristan Gebbia,ORST,80,129,62.0,824,6.4,35,3,3,8,118.7
121,Mike Collins,RICE,53,86,61.6,802,9.3,72,10,1,10,176.0
122,Max Gilliam,UNLV,89,148,60.1,786,5.3,43,5,4,20,110.5
123,Zach Gibson,AKR,76,132,57.6,784,5.9,42,4,5,25,109.9
124,Chase Garbers,CAL,85,136,62.5,771,5.7,52,6,3,15,120.3
125,Daniel Richardson,CMU,64,100,64.0,769,7.7,58,4,2,7,137.8
126,Jeremy Hunt,ULM,70,129,54.3,742,5.8,50,6,4,10,111.7
127,Jalon Daniels,KU,76,152,50.0,718,4.7,48,1,4,28,86.6
128,Matt McDonald,BGSU,54,123,43.9,712,5.8,53,1,6,10,85.5
129,Jayden Daniels,ASU,49,84,58.3,701,8.3,74,5,1,6,145.7
130,Braxton Burmeister,VT,48,84,57.1,687,8.2,60,2,1,5,131.3
131,Miles Kendrick,KU,73,120,60.8,647,5.4,43,6,5,17,114.3
132,Skylar Thompson,KSU,40,64,62.5,626,9.8,78,4,0,4,165.3
133,Grant Gunnell,ARIZ,64,93,68.8,625,6.7,75,6,2,9,142.3
134,Chance Lovertich,USA,47,86,54.7,619,7.2,52,5,2,8,129.6
135,Carson Baker,SDSU,59,104,56.7,617,5.9,51,3,3,8,110.3
136,Aaron Allen,LT,73,121,60.3,602,5.0,31,4,8,6,99.8
137,Tommy DeVito,SYR,48,96,50.0,593,6.2,79,4,2,20,111.5
138,Patrick O'Brien,CSU,45,80,56.3,591,7.4,42,3,2,9,125.7
139,Payton Thorne,MSU,48,85,56.5,582,6.8,55,3,3,9,118.6
140,Dalen Morris,NAVY,33,65,50.8,579,8.9,60,3,2,11,134.7
141,Harrison Bailey,TENN,48,68,70.6,578,8.5,74,4,2,11,155.5
142,Dennis Grosel,BC,37,54,68.5,568,10.5,50,6,3,4,182.4
143,Shane Illingworth,OKST,41,70,58.6,554,7.9,66,4,1,4,141.0
144,Chance Nolan,ORST,46,91,50.5,537,5.9,61,6,2,4,117.5
145,Trae Hall,UNM,53,101,52.5,518,5.1,49,0,3,10,89.6
146,Tevaka Tuioti,UNM,37,66,56.1,475,7.2,52,4,1,3,133.5
147,Luke McCaffrey,NEB,48,76,63.2,466,6.1,45,1,6,5,103.2
148,Tate Whatley,USM,37,65,56.9,460,7.1,51,3,2,3,125.4
149,Noah Johnson,USF/ALCN,48,77,62.3,459,6.0,75,3,1,6,122.7
150,Chase Griffin,UCLA,40,62,64.5,451,7.3,32,6,2,3,151.1
151,Lindell Stone,UVA,60,102,58.8,449,4.4,32,4,3,1,102.9
152,Artur Sitkowski,RUTG,52,81,64.2,444,5.5,50,3,0,6,122.5
153,Trey Lowe,USM,36,59,61.0,433,7.3,43,2,3,10,123.7
153,Haaziq Daniels,AFA,30,54,55.6,433,8.0,49,3,3,1,130.1
155,Brandon Peters,ILL,39,80,48.8,429,5.4,28,3,0,4,106.2
156,Cade McNamara,MICH,43,71,60.6,425,6.0,46,5,0,0,134.1
157,Will Levis,PSU,33,55,60.0,421,7.7,74,1,0,6,130.3
158,Jason Shelley,USU,51,99,51.5,420,4.2,44,2,2,11,89.8
159,Lowell Narcisse,UTSA,35,56,62.5,417,7.4,34,3,0,3,142.7
160,Jordon Brookshire,SDSU,42,74,56.8,410,5.5,28,2,2,7,106.8
161,Luke Doty,SC,43,71,60.6,405,5.7,35,2,3,5,109.3
162,Joey Yellen,PITT,35,78,44.9,402,5.2,55,1,3,5,84.7
163,Tanner Mordecai,OU,32,40,80.0,395,9.9,33,2,1,2,174.4
163,Javion Posey,FAU,33,63,52.4,395,6.3,49,2,3,7,106.0
165,Isaiah Williams,ILL,26,63,41.3,393,6.2,46,4,2,4,108.3
166,Andrew Peasley,USU,37,69,53.6,391,5.7,36,4,3,3,111.7
167,Will Plummer,ARIZ,43,80,53.8,388,4.8,42,0,3,9,87.0
168,Kurtis Rourke,OHIO,30,44,68.2,386,8.8,58,3,0,6,164.4
169,Brett Gabbert,M-OH,23,35,65.7,384,11.0,61,4,0,1,195.6
170,Coran Taylor,ILL,23,46,50.0,379,8.2,52,3,2,5,132.0
171,Kevaris Thomas,WKU,37,70,52.9,369,5.3,51,3,2,6,105.6
172,James Blackman,FSU,43,76,56.6,366,4.8,27,2,3,9,97.8
173,Jack Tuttle,IU,44,72,61.1,362,5.0,35,2,1,3,109.7
174,Ty Brock,CMU/SHSU,38,65,58.5,351,5.4,38,2,2,7,107.8
175,N'Kosi Perry,MIAMI,26,47,55.3,348,7.4,56,3,1,3,134.3
176,Tyger Goslin,NAVY,15,35,42.9,333,9.5,73,3,1,4,145.3
177,Jack Sears,USC/BSU,23,27,85.2,332,12.3,75,3,0,1,225.1
178,AJ Mayer,M-OH,23,49,46.9,328,6.7,33,4,1,3,126.0
179,J.T. Shrout,TENN,24,42,57.1,315,7.5,46,4,3,2,137.3
180,Keon Howard,TULN,25,58,43.1,314,5.4,33,1,1,2,90.8
181,KJ Jefferson,ARK,20,41,48.8,295,7.2,68,3,0,4,133.4
182,JaCobian Morgan,SYR,31,49,63.3,285,5.8,31,2,2,7,117.4
183,Max Bortenschlager,MD/FIU,22,48,45.8,284,5.9,67,2,1,5,105.1
184,Fred Payton,CCU,18,36,50.0,283,7.9,72,3,2,3,132.4
185,Josh Adkins,NMSU/UTSA,18,33,54.5,270,8.2,48,1,0,0,133.3
186,Davis Brin,TLSA,19,29,65.5,268,9.2,37,2,0,2,165.9
187,Baylor Romney,BYU,24,35,68.6,261,7.5,29,1,1,1,134.9
188,Calvin Brownholtz,UTEP,18,37,48.6,255,6.9,47,2,4,4,102.8
189,Michael Kern,WAKE,12,24,50.0,253,10.5,48,0,0,2,138.6
190,Stone Norton,FIU,25,52,48.1,252,4.8,45,3,0,11,107.8
191,Isaiah Chavez,UNM,19,28,67.9,251,9.0,49,2,0,3,166.7
192,Re-al Mitchell,TEM,26,52,50.0,233,4.5,26,1,2,2,86.3
193,Trad Beatty,TEM,17,27,63.0,230,8.5,75,1,1,5,139.3
194,Casey Thompson,TEX,12,17,70.6,225,13.2,73,6,0,1,298.2
194,JoVoni Johnson-McCray,RICE,27,37,73.0,225,6.1,26,1,0,5,133.0
196,Emory Jones,FLA,18,32,56.3,221,6.9,30,2,1,0,128.6
197,Chubba Purdy,FSU,27,53,50.9,219,4.1,69,2,1,4,94.3
198,Eric Najarian,MD,12,23,52.2,218,9.5,52,2,0,5,160.5
199,Christian Anderson,ARMY,20,47,42.6,215,4.6,32,1,4,2,71.0
199,Garrett Dzuro,MASS,15,36,41.7,215,6.0,33,0,2,4,80.7
201,Nick Nash,SJSU,20,34,58.8,213,6.3,32,2,2,2,119.1
202,Todd Centeio,CSU,14,36,38.9,207,5.8,27,1,1,3,90.8
203,Chris Ferguson,ME/LIB,19,37,51.4,197,5.3,56,4,0,1,131.7
204,Shawn Robinson,MIZ,20,29,69.0,185,6.4,54,1,0,2,133.9
205,Lucas Johnson,SDSU,14,24,58.3,184,7.7,35,1,0,2,136.5
206,Cade Fennegan,BSU,15,28,53.6,182,6.5,52,2,1,2,124.6
207,Matthew Downing,TCU,17,30,56.7,168,5.6,37,1,1,4,108.0
208,Will Koch,MASS,24,40,60.0,166,4.2,37,1,1,5,98.1
209,Anthony Brown Jr.,ORE,15,23,65.2,164,7.1,26,2,0,0,153.8
209,Austin Kendall,WVU,11,23,47.8,164,7.1,31,2,0,1,136.4
211,Gunnar Holmberg,DUKE,18,25,72.0,161,6.4,17,0,2,2,110.1
211,Justin Tomlin,GASO,11,25,44.0,161,6.4,33,0,3,3,74.1
211,Justin Rogers,UNLV,14,22,63.6,161,7.3,53,1,0,5,140.1
214,Jemel Jones,ARMY,9,19,47.4,156,8.2,33,2,2,2,130.0
214,Bryce Young,ALA,13,22,59.1,156,7.1,35,1,0,6,133.7
216,Jack West,STAN,13,19,68.4,154,8.1,38,0,0,0,136.5
217,Drew Lisk,UTAH,15,26,57.7,152,5.8,27,0,0,0,106.8
218,Doug Brumfield,UNLV,9,21,42.9,151,7.2,35,0,0,4,103.3
219,Tanner McGee,USA,6,8,75.0,145,18.1,51,2,0,0,309.8
220,Ben Finley,NCST,13,20,65.0,143,7.2,42,1,2,1,121.6
221,Miller Mosley,GASO,6,15,40.0,131,8.7,78,1,2,1,108.7
222,Tate Rodemaker,FSU,17,29,58.6,130,4.5,23,0,3,4,75.6
223,Hunter Dekkers,ISU,5,7,71.4,118,16.9,38,1,0,1,260.2
224,Ben Wooldridge,FRES,8,16,50.0,117,7.3,35,0,0,0,111.4
225,Collin Schlee,KENT,7,13,53.8,113,8.7,33,2,0,2,177.6
226,Joey Gatewood,UK,17,35,48.6,109,3.1,12,0,1,5,69.0
227,Cade Ballard,ARMY,2,4,50.0,106,26.5,53,1,0,2,355.1
228,Mason Garcia,ECU,10,23,43.5,104,4.5,18,0,0,2,81.5
229,Cammon Cooper,WSU,11,16,68.8,99,6.2,17,0,0,0,120.7
230,Connor Genal,UNM,11,18,61.1,98,5.4,24,0,2,0,84.6
231,Brendon Lewis,COLO,6,10,60.0,95,9.5,26,0,0,0,139.8
231,Kamal Gray,TEM,10,21,47.6,95,4.5,30,0,2,0,66.6
233,Kalil Pimpleton,CMU,4,7,57.1,94,13.4,34,1,0,0,217.1
234,Quincy Patterson,VT,7,10,70.0,93,9.3,33,2,0,0,214.1
235,Johnny Langan,RUTG,10,13,76.9,92,7.1,62,2,1,0,171.8
235,Katravis Marsh,USF,14,31,45.2,92,3.0,21,0,3,2,50.7
237,Lance LeGendre,MD,11,14,78.6,91,6.5,20,0,2,2,104.6
238,Ben Bryant,CIN,11,14,78.6,90,6.4,21,1,0,1,156.1
239,D'Wan Mathis,UGA,12,30,40.0,89,3.0,25,1,3,5,55.9
240,James Graham,GT,6,13,46.2,85,6.5,28,0,0,1,101.1
241,Kaylan Wiggins,FIU,11,30,36.7,81,2.7,19,0,1,3,52.7
242,JD Head,LT,9,14,64.3,78,5.6,20,0,1,1,96.8
243,Johnathan Bennett,LIB,4,5,80.0,77,15.4,34,1,1,1,235.4
243,Hunter Helms,CLEM,9,12,75.0,77,6.4,35,2,0,1,183.9
245,Ethan Bullock,OKST,11,20,55.0,74,3.7,24,0,1,4,76.1
245,Jordan Weeks,UTSA,9,27,33.3,74,2.7,17,0,1,6,48.9
247,Chase Cunningham,MTSU,9,17,52.9,73,4.3,24,0,2,1,65.5
248,Brady Cook,MIZ,6,7,85.7,72,10.3,26,1,0,1,219.3
249,Knox Kadum,VT,4,6,66.7,68,11.3,47,0,0,1,161.9
250,John Rhys Plumlee,MISS,5,7,71.4,65,9.3,37,1,0,1,196.6
251,Ben Gulbranson,ORST,6,9,66.7,64,7.1,17,1,0,0,163.1
252,Tanner McKee,STAN,3,7,42.9,62,8.9,46,0,0,0,117.3
253,Seth Boomer,TLSA,7,13,53.8,60,4.6,17,0,1,1,77.2
254,Haynes King,TA&M,2,4,50.0,59,14.8,42,1,1,0,206.4
255,Logan Holgorsen,HOU,4,9,44.4,57,6.3,33,0,0,1,97.6
256,Mitch Griffis,WAKE,4,13,30.8,56,4.3,27,1,0,1,92.3
257,Tyler Page,SMU,1,3,33.3,55,18.3,55,0,0,0,187.3
258,Tyjon Lindsey,ORST,2,2,100.0,54,27.0,46,1,0,0,491.8
258,TJ Deshields,AKR,7,16,43.8,54,3.4,24,0,1,1,59.6
260,Nick Ast,KSU,7,14,50.0,53,3.8,22,0,0,3,81.8
260,Tyhier Tyler,ARMY,2,4,50.0,53,13.3,28,0,0,2,161.3
262,Rhett Rodriguez,ARIZ,7,16,43.8,52,3.3,11,0,2,0,46.1
262,Ricky Pearsall,ASU,1,1,100.0,52,52.0,51,0,0,0,536.8
264,Mike Wright Jr.,VAN,6,10,60.0,51,5.1,25,1,1,0,115.8
265,Kason Martin,UNT,5,6,83.3,49,8.2,16,1,0,0,206.9
266,Riley Lees,NW,2,2,100.0,48,24.0,36,0,0,1,301.6
266,Armani Rogers,OHIO/UNLV,5,9,55.6,48,5.3,24,1,0,3,137.0
266,Jeff Foreman,ARST,1,2,50.0,48,24.0,48,1,1,0,316.6
266,Evan Conley,LOU,4,5,80.0,48,9.6,25,0,0,1,160.6
270,Cameron Rising,UTAH,3,6,50.0,45,7.5,21,0,1,1,79.7
270,Dontario Drummond,MISS,1,1,100.0,45,45.0,45,0,0,0,478.0
272,Andrew Haidet,HBU/NIU,3,6,50.0,44,7.3,31,1,0,0,166.6
272,Bryson Carroll,UNM,2,2,100.0,44,22.0,28,2,0,0,614.8
274,Mike Fallon,MASS,7,12,58.3,41,3.4,11,0,1,1,70.4
275,Chris Katrenick,DUKE,2,3,66.7,40,13.3,28,0,0,1,178.7
275,Beau Allen,UK,3,7,42.9,40,5.7,20,0,0,2,90.9
277,Roshauud Paul,ARST,2,2,100.0,39,19.5,22,1,0,0,428.8
277,Cade Fortin,USF,4,8,50.0,39,4.9,22,0,0,0,90.9
277,Josiah Johnson,MASS,6,9,66.7,39,4.3,15,0,1,0,80.8
277,Chandler Morris,OU,3,5,60.0,39,7.8,23,0,0,0,125.5
281,Luke Zban,MRSH,6,8,75.0,38,4.8,13,1,0,1,156.1
281,Luca Diamont,DUKE,5,8,62.5,38,4.8,17,0,1,0,77.4
281,Eli Gainey,USA,6,9,66.7,38,4.2,13,0,0,0,102.1
281,Warren Bryan,AFA,3,6,50.0,38,6.3,19,0,0,0,103.2
285,Gavin Beerup,WYO,2,13,15.4,37,2.8,19,0,2,2,8.5
286,Branden Mack,TEM,1,3,33.3,35,11.7,35,0,0,0,131.3
286,Tyler Snead,ECU,1,1,100.0,35,35.0,35,1,0,0,724.0
286,Mike DiLiello,MTSU,3,4,75.0,35,8.8,28,1,0,0,231.0
289,Jacob Huesman,APP,3,4,75.0,34,8.5,14,0,0,0,146.4
289,Nash Griffin,UVA,2,2,100.0,34,17.0,26,0,0,0,242.8
289,Rodney Thompson,NIU,1,2,50.0,34,17.0,34,0,0,1,192.8
289,Ryan Hilinski,SC,4,6,66.7,34,5.7,24,0,0,0,114.3
289,Gunner Cruz,WSU,5,7,71.4,34,4.9,12,1,0,1,159.4
294,Paxton Brooks,TENN,2,3,66.7,33,11.0,31,0,0,0,159.1
295,Neil Pau'u,BYU,2,3,66.7,32,10.7,16,0,0,0,156.3
295,Dom Shoffner,CLT,2,4,50.0,32,8.0,18,2,0,0,282.2
297,Thayer Thomas,NCST,1,3,33.3,31,10.3,31,1,0,0,230.1
297,Ben Brittain,AFA,1,1,100.0,31,31.0,31,0,0,0,360.4
299,Davis Beville,PITT,5,10,50.0,30,3.0,16,0,0,2,75.2
299,Terrance Gipson,SMU,3,3,100.0,30,10.0,28,0,0,1,184.0
301,Deon Jackson,DUKE,1,1,100.0,29,29.0,29,1,0,0,673.6
301,Chase Wolf,WISC,6,8,75.0,29,3.6,9,1,2,0,96.7
301,Keke Chism,MIZ,1,1,100.0,29,29.0,29,0,0,1,343.6
304,Dylan Soehner,ISU,1,1,100.0,28,28.0,28,0,0,0,335.2
305,Wiley Green,RICE,2,10,20.0,27,2.7,16,0,1,2,22.7
305,Anthony Richardson Sr.,FLA,1,2,50.0,27,13.5,27,1,1,0,228.4
305,Xavier Arline,NAVY,4,12,33.3,27,2.3,14,0,0,4,52.2
308,Andy Peters,BSU,4,8,50.0,26,3.3,14,0,0,0,77.3
309,Mikele Colasurdo,GAST,1,3,33.3,25,8.3,25,1,0,0,213.3
309,Jared Cole,MASS,1,1,100.0,25,25.0,25,0,0,0,310.0
311,Thomas MacVittie,KU,6,10,60.0,24,2.4,13,0,1,1,60.2
311,Garrett Greene,WVU,3,4,75.0,24,6.0,11,0,0,0,125.4
311,Trenton Bourguet,ASU,1,2,50.0,24,12.0,24,0,0,0,150.8
314,Malik Williams,APP,1,3,33.3,22,7.3,22,1,0,0,204.9
314,Matt Robinson,ILL,3,4,75.0,22,5.5,12,0,0,2,121.2
314,Kai Kroeger,SC,1,1,100.0,22,22.0,22,0,0,0,284.8
317,Bryson Smith,HOU,1,1,100.0,21,21.0,21,0,0,0,276.4
318,Seth Green,MINN,1,1,100.0,20,20.0,20,0,0,0,268.0
318,Tayvion Robinson,VT,1,1,100.0,20,20.0,20,0,0,0,268.0
318,Jaiave Magalei,UL,3,4,75.0,20,5.0,13,1,0,1,199.5
321,Randall St. Felix,USF,1,1,100.0,18,18.0,18,0,0,0,251.2
321,Jacob Zeno,BAY,5,8,62.5,18,2.3,8,0,0,1,81.4
323,Jawon Pass,LOU,2,3,66.7,17,5.7,13,0,0,1,114.3
323,Nick Patti,PITT,2,5,40.0,17,3.4,9,0,0,1,68.6
323,Taisun Phommachanh,CLEM,5,17,29.4,17,1.0,6,0,1,1,26.0
326,Tauskie Dove,MIZ,1,1,100.0,16,16.0,16,0,0,0,234.4
326,Jordan Yates,GT,4,9,44.4,16,1.8,8,0,0,1,59.4
326,Jacolby Criswell,UNC,3,4,75.0,16,4.0,11,0,1,0,58.6
329,Brevin Jordan,MIAMI,1,1,100.0,15,15.0,15,0,0,0,226.0
329,Kyle Williams,UNLV,1,1,100.0,15,15.0,15,0,0,0,226.0
331,Perry Olsen,NAVY,2,4,50.0,14,3.5,10,0,0,3,79.4
331,Maasai Maynor,NAVY,2,3,66.7,14,4.7,9,0,1,0,39.2
333,Will Spiers,CLEM,2,3,66.7,13,4.3,12,0,0,0,103.1
333,Tyler Lytle,COLO,4,7,57.1,13,1.9,5,0,0,0,72.7
333,Griffin Fleming,USM,1,1,100.0,13,13.0,13,0,0,0,209.2
336,Kadarius Toney,FLA,1,2,50.0,12,6.0,12,0,0,0,100.4
336,Alex Padilla,IOWA,1,2,50.0,12,6.0,12,0,0,0,100.4
336,Drew Pyne,ND,2,3,66.7,12,4.0,7,0,0,0,100.3
339,Noah Gray,DUKE,1,1,100.0,11,11.0,11,0,0,0,192.4
