RK,NAME,TEAM,"('Unnamed: 0_level_0', 'POS')","('Touchdowns', 'RUSH')","('Touchdowns', 'REC')","('Touchdowns', 'RET')","('Touchdowns', 'TD')","('Scoring', 'FG')","('Scoring', 'XP')","('Scoring', '2PT')","('Scoring', 'PTS')","('Scoring', 'PTS/G')"
59,Brayden Narveson,NCSU,PK,0,0,0,0,18,38,0,92,7.0
59,Kenneth Almendares,UL,PK,0,0,0,0,14,50,0,92,7.0
59,Dominic Zvada,ARST,PK,0,0,0,0,17,41,0,92,7.6
59,Todd Pelino,DUKE,PK,0,0,0,0,18,38,0,92,7.6
63,Trey Benson,FSU,RB,14,1,0,15,0,0,0,90,11.2
63,Kimani Vidal,TROY,RB,14,1,0,15,0,0,0,90,12.8
63,Rome Odunze,WASH,WR,1,13,1,15,0,0,0,90,10.0
63,Brock Travelstead,LOU,PK,0,0,0,0,17,39,0,90,6.9
63,Marvin Harrison Jr.,OSU,WR,1,14,0,15,0,0,0,90,9.0
63,Joshua Karty,STAN,PK,0,0,0,0,23,21,0,90,7.5
63,Jaydn Ott,CAL,RB,12,2,1,15,0,0,0,90,8.1
70,Chris Tennant,KSU,PK,0,0,0,0,11,56,0,89,6.8
71,Gino Garcia,TTU,PK,0,0,0,0,16,40,0,88,6.7
71,Chase Allen,UTSA,PK,0,0,0,0,13,49,0,88,7.3
71,Aidan Birr,GT,PK,0,0,0,0,17,37,0,88,7.3
74,Atticus Sappington,ORST,PK,0,0,0,0,13,48,0,87,7.2
74,Colton Boomer,UCF,PK,0,0,0,0,13,48,0,87,6.6
74,Gianni Spetic,OHIO,PK,0,0,0,0,18,33,0,87,7.2
77,Cody Schrader,MIZ,RB,14,0,0,14,0,0,1,86,7.8
77,Diego Guajardo,USA,PK,0,0,0,0,14,44,0,86,6.6
77,Troy Franklin,ORE,WR,0,14,0,14,0,0,1,86,8.6
77,Luke Pawlak,TOL,PK,0,0,0,0,12,50,0,86,6.6
77,Griffin Kell,TCU,PK,0,0,0,0,14,44,0,86,7.1
77,Malik Nabers,LSU,WR,0,14,0,14,0,0,1,86,9.5
83,John Cannon,USF,PK,0,0,0,0,11,52,0,85,6.5
83,Will Bettridge,UVA,PK,0,0,0,0,18,31,0,85,7.0
83,Jack Howes,MD,PK,0,0,0,0,13,46,0,85,6.5
86,Kendall Milton,UGA,RB,14,0,0,14,0,0,0,84,8.4
86,Jawhar Jordan,LOU,RB,13,1,0,14,0,0,0,84,10.5
86,Alen Karajic,JVST,PK,0,0,0,0,14,42,0,84,7.0
86,Kyler Halvorsen,SJSU,PK,0,0,0,0,10,54,0,84,6.4
86,Bhayshul Tuten,VT,RB,10,2,2,14,0,0,0,84,9.3
91,Alan Anaya,BGSU,PK,0,0,0,0,13,43,0,82,6.8
92,Chase Meyer,TLSA,PK,0,0,0,0,17,30,0,81,6.7
93,Luke McCaffrey,RICE,WR,0,13,0,13,0,0,1,80,6.6
93,Seth Keller,KU,PK,0,0,0,0,11,47,0,80,6.1
93,Elliott Nimrod,USU,PK,1,0,0,1,11,41,0,80,6.6
93,Trey Smack,FLA,PK,0,0,0,0,17,29,0,80,7.2
93,Nick Brown,LIB,PK,0,0,0,0,5,65,0,80,6.6
98,Alex McPherson,AUB,PK,0,0,0,0,13,40,0,79,6.0
98,Matthew Dapore,AFA,PK,0,0,0,0,15,34,0,79,6.5
98,Nathanial Vakos,WIS,PK,0,0,0,0,15,34,0,79,6.0
101,Rashad Amos,M-OH,RB,13,0,0,13,0,0,0,78,7.8
101,Daijun Edwards,UGA,RB,13,0,0,13,0,0,0,78,9.7
101,Frank Gore Jr.,USM,RB,10,3,0,13,0,0,0,78,9.7
101,Garrett Greene,WVU,WR,13,0,0,13,0,0,0,78,7.0
101,Andrew Stein,USM,PK,0,0,0,0,17,27,0,78,6.5
101,Phil Mafah,CLEM,RB,13,0,0,13,0,0,0,78,11.1
101,Alex Raynor,UK,PK,0,0,0,0,10,48,0,78,6.0
101,Jermaine Brown Jr.,UAB,RB,12,1,0,13,0,0,0,78,9.7
101,Jacob Cowing,ARIZ,WR,0,13,0,13,0,0,0,78,8.6
101,Marcus Carroll,GAST,RB,13,0,0,13,0,0,0,78,9.7
101,Bucky Irving,ORE,RB,11,2,0,13,0,0,0,78,7.8
101,Tommy Castellanos,BC,QB,13,0,0,13,0,0,0,78,6.0
101,DJ Giddens,KSU,RB,10,3,0,13,0,0,0,78,11.1
101,Jai Patel,RUTG,PK,0,0,0,0,15,33,0,78,6.5
101,Ethan Sanchez,ODU,PK,0,0,0,0,14,36,0,78,6.0
116,John Hoyland,WYO,PK,0,0,0,0,13,38,0,77,5.9
116,Tanner Gillis,MEM,P,0,0,0,0,10,47,0,77,7.7
118,Jack Olsen,NU,PK,0,0,0,0,14,33,0,75,5.7
118,Carter Brown,CIN,PK,0,0,0,0,15,30,0,75,6.2
118,Isaiah Hankins,BAY,PK,0,0,0,0,18,21,0,75,6.8
118,Kyle Ferrie,MSST,PK,0,0,0,0,16,27,0,75,6.2
122,Samson Evans,EMU,RB,12,0,0,12,0,0,1,74,8.2
122,Dean Janikowski,WSU,PK,0,0,0,0,10,44,0,74,6.7
122,Jordan Noyes,CSU,PK,0,0,0,0,15,29,0,74,6.7
122,Andrew Conrad,ECU,PK,0,0,0,0,18,20,0,74,6.7
122,Lucas Carneiro,WKU,PK,0,0,0,0,9,47,0,74,5.6
127,Cole Becker,UTAH,PK,0,0,0,0,15,28,0,73,7.3
127,Drew Stevens,IOWA,PK,0,0,0,0,18,19,0,73,6.6
129,Kay'Ron Lynch-Adams,MASS,RB,12,0,0,12,0,0,0,72,9.0
129,Dillon Gabriel,OU,QB,12,0,0,12,0,0,0,72,6.0
129,Jordan Waters,DUKE,RB,12,0,0,12,0,0,0,72,9.0
129,Roman Wilson,MICH,WR,0,12,0,12,0,0,0,72,9.0
129,Jalen Milroe,ALA,QB,12,0,0,12,0,0,0,72,6.0
129,Kaidon Salter,LIB,QB,12,0,0,12,0,0,0,72,5.1
129,Matthew Shipley,HAW,PK,0,0,0,0,14,30,0,72,6.0
129,Braelon Allen,WIS,RB,12,0,0,12,0,0,0,72,10.2
129,Jordan James,ORE,RB,11,1,0,12,0,0,0,72,8.0
129,Brenden Rice,USC,WR,0,12,0,12,0,0,0,72,7.2
129,Ismail Mahdi,TXST,RB,10,1,1,12,0,0,0,72,10.2
129,Jai'Den Thomas,UNLV,RB,12,0,0,12,0,0,0,72,12.0
141,Tim Horn,RICE,PK,0,0,0,0,8,47,0,71,5.4
141,Jonathan Weitz,CLEM,PK,0,0,0,0,14,29,0,71,7.1
141,Matt Quinn,UAB,PK,0,0,0,0,11,38,0,71,5.9
144,Mitch Jeter,SC,PK,0,0,0,0,12,33,0,69,5.7
144,Liam Connor,BC,PK,0,0,0,0,11,36,0,69,5.3
144,Jackson Courville,BALL,PK,0,0,0,0,15,24,0,69,5.7
147,Ja'Mori Maclin,UNT,WR,0,11,0,11,0,0,1,68,8.5
147,Malachi Corley,WKU,WR,0,11,0,11,0,0,1,68,8.5
147,Emmanuel Michel,AFA,FB,11,0,0,11,0,0,1,68,13.6
147,Jack Browning,SDSU,PK,0,0,0,0,15,23,0,68,7.5
147,Byrum Brown,USF,QB,11,0,0,11,0,0,1,68,5.6
147,CJ Donaldson,WVU,RB,11,0,0,11,0,0,1,68,6.8
147,Liam Rickman,GAST,PK,0,0,0,0,9,41,0,68,5.6
154,Luke Drzewiecki,UNM,PK,0,0,0,0,10,37,0,67,5.5
155,Caleb Griffin,ILL,PK,0,0,0,0,14,24,0,66,5.5
155,Isaac Guerendo,LOU,RB,11,0,0,11,0,0,0,66,11.0
155,Caleb Williams,USC,QB,11,0,0,11,0,0,0,66,5.5
155,TreVeyon Henderson,OSU,RB,11,0,0,11,0,0,0,66,8.2
155,Adonai Mitchell,TEX,WR,0,11,0,11,0,0,0,66,7.3
155,Malik Sherrod,FRES,RB,9,1,1,11,0,0,0,66,9.4
155,Keon Coleman,FSU,WR,0,11,0,11,0,0,0,66,9.4
155,Jonathon Brooks,TEX,RB,10,1,0,11,0,0,0,66,8.2
155,Antario Brown,NIU,RB,10,1,0,11,0,0,0,66,11.0
155,Kanon Woodill,NIU,PK,0,1,0,1,11,27,0,66,6.6
155,Gavin Wimsatt,RUTG,QB,11,0,0,11,0,0,0,66,6.0
155,Brady Denaburg,SYR,PK,0,0,0,0,10,36,0,66,5.5
155,Terrell Vaughn,USU,WR,0,11,0,11,0,0,0,66,7.3
155,Robert Henry Jr.,UTSA,RB,11,0,0,11,0,0,0,66,7.3
169,Jacob Barnes,LT,PK,0,0,0,0,12,29,0,65,5.4
169,Zeke Rankin,MTSU,PK,0,0,0,0,10,35,0,65,5.4
169,Will Ferrin,BYU,PK,0,0,0,0,11,32,0,65,5.4
169,Rece Verhoff,MRSH,PK,0,0,0,0,11,32,0,65,5.9
173,Will Howard,KSU,QB,9,1,0,10,0,0,2,64,5.8
173,Brandon Talton,NEV,PK,0,0,0,0,15,19,0,64,5.3
173,Cam Skattebo,ASU,RB,9,1,0,10,0,0,2,64,7.1
176,Tahj Brooks,TTU,RB,10,0,0,10,0,0,1,62,6.8
176,Tez Johnson,ORE,WR,0,10,0,10,0,0,1,62,7.7
176,Matthew Dennis,WAKE,PK,0,0,0,0,14,20,0,62,6.2
176,Tetairoa McMillan,ARIZ,WR,0,10,0,10,0,0,1,62,6.2
176,Nicholas Singleton,PSU,RB,8,2,0,10,0,0,1,62,8.8
176,Palmer Domschke,WMU,PK,0,0,0,0,9,35,0,62,5.6
182,Ben Sauls,PITT,PK,0,0,0,0,11,28,0,61,5.0
182,Quinn Maretzki,ARMY,PK,0,0,0,0,12,25,0,61,6.1
182,Andrew Glass,KENT,PK,0,0,0,0,15,16,0,61,5.0
185,Drake Stoops,OU,WR,0,10,0,10,0,0,0,60,8.5
185,Darren Grainger,GAST,QB,10,0,0,10,0,0,0,60,5.0
185,Jayden Daniels,LSU,QB,10,0,0,10,0,0,0,60,5.0
185,Joshua Cephus,UTSA,WR,0,10,0,10,0,0,0,60,6.6
185,Haynes King,GT,QB,10,0,0,10,0,0,0,60,4.6
185,Ja'Lynn Polk,WASH,WR,1,9,0,10,0,0,0,60,7.5
185,Cameron Carson,MASS,PK,0,0,0,0,11,27,0,60,6.0
185,CJ Daniels,LIB,WR,0,10,0,10,0,0,0,60,6.6
185,Jalen White,GASO,RB,9,1,0,10,0,0,0,60,8.5
185,LaJohntay Wester,FAU,WR,1,8,1,10,0,0,0,60,12.0
185,Nic Anderson,OU,WR,0,10,0,10,0,0,0,60,8.5
185,Colby Sessums,SHSU,PK,0,0,0,0,11,27,0,60,5.4
185,Jase Bauer,CMU,QB,10,0,0,10,0,0,0,60,6.0
185,KC Concepcion,NCSU,WR,0,10,0,10,0,0,0,60,12.0
185,Chris Lewis,TROY,WR,0,10,0,10,0,0,0,60,7.5
185,Kaedin Robinson,APP,WR,0,10,0,10,0,0,0,60,7.5
185,LeQuint Allen Jr.,SYR,RB,9,1,0,10,0,0,0,60,8.5
185,Dean Connors,RICE,RB,7,3,0,10,0,0,0,60,12.0
185,Jalen Buckley,WMU,RB,10,0,0,10,0,0,0,60,8.5
185,Trent Hudson,NMSU,WR,0,10,0,10,0,0,0,60,8.5
205,Alex McNulty,BUFF,PK,0,0,0,0,11,26,0,59,4.9
205,Chris Freeman,IU,PK,0,0,0,0,10,29,0,59,4.9
205,Buzz Flabiano,UTEP,PK,0,0,0,0,10,29,0,59,4.9
208,Jack Martin,HOU,PK,0,0,0,0,8,34,0,58,5.2
209,Jesus Gomez,EMU,PK,0,0,0,0,12,21,0,57,5.1
210,Jonathan Kim,MSU,PK,0,0,0,0,13,17,0,56,5.6
210,Tory Horton,CSU,WR,0,8,1,9,0,0,1,56,8.0
210,Luther Burden III,MIZ,WR,0,9,0,9,0,0,1,56,8.0
210,Kade Hensley,CCU,PK,0,0,0,0,10,26,0,56,6.2
210,Alejandro Mata,COLO,PK,0,0,0,0,10,26,0,56,5.6
210,Elijah Sarratt,JMU,WR,1,8,0,9,0,0,1,56,9.3
216,Tyrone Tracy Jr.,PUR,RB,8,0,1,9,0,0,0,54,7.7
216,Jahmyl Jeter,TXST,RB,9,0,0,9,0,0,0,54,9.0
216,Reggie Brown,JMU,WR,0,9,0,9,0,0,0,54,9.0
216,MarShawn Lloyd,USC,RB,9,0,0,9,0,0,0,54,6.7
216,Jerjuan Newton,TOL,WR,0,9,0,9,0,0,0,54,9.0
216,Taylen Green,BOIS,QB,9,0,0,9,0,0,0,54,5.4
216,Drake Maye,UNC,QB,9,0,0,9,0,0,0,54,4.5
216,Emani Bailey,TCU,RB,8,1,0,9,0,0,0,54,9.0
216,Jacolby George,MIA,WR,1,8,0,9,0,0,0,54,9.0
216,Malik Washington,UVA,WR,0,9,0,9,0,0,0,54,7.7
216,Donavyn Lester,UNLV,RB,9,0,0,9,0,0,0,54,7.7
216,Trevor Etienne,FLA,RB,8,1,0,9,0,0,0,54,9.0
216,Gavin Sawchuk,OU,RB,9,0,0,9,0,0,0,54,7.7
216,Steven McBride,HAW,WR,0,9,0,9,0,0,0,54,9.0
216,Brandon Thomas,MEM,RB,9,0,0,9,0,0,0,54,9.0
216,Quali Conley,SJSU,RB,9,0,0,9,0,0,0,54,7.7
216,Damien Martinez,ORST,RB,9,0,0,9,0,0,0,54,10.8
216,Pofele Ashlock,HAW,WR,0,9,0,9,0,0,0,54,9.0
216,T.J. Harden,UCLA,RB,8,1,0,9,0,0,0,54,7.7
216,Tristan Alvano,NEB,PK,0,0,0,0,9,27,0,54,4.5
216,Kole Wilson,TXST,WR,0,8,1,9,0,0,0,54,7.7
237,Dario Longhetto,ASU,PK,0,0,0,0,11,20,0,53,4.8
238,Tristan Mattson,CMU,PK,0,0,0,0,7,31,0,52,4.3
238,Mateen Bhaghani,CAL,PK,0,0,0,0,8,28,0,52,5.2
240,Jacob Borcila,VAN,PK,0,0,0,0,7,29,0,50,4.5
240,Brady Cook,MIZ,QB,8,0,0,8,0,0,1,50,3.8
240,Tre' Harris,MISS,WR,0,8,0,8,0,0,1,50,10.0
243,RJ Lopez,UCLA,PK,0,0,0,0,6,31,0,49,6.1
244,Jacob Kibodi,UL,RB,7,1,0,8,0,0,0,48,6.8
244,Jordan McCloud,JMU,QB,8,0,0,8,0,0,0,48,3.6
244,Sam Pinckney,CCU,WR,0,8,0,8,0,0,0,48,6.0
244,Isaiah Ifanse,CAL,RB,7,1,0,8,0,0,0,48,12.0
244,Garrett Shrader,SYR,QB,8,0,0,8,0,0,0,48,6.0
244,Mike Hollins,UVA,RB,7,1,0,8,0,0,0,48,12.0
244,Delbert Mimms III,NCSU,RB,8,0,0,8,0,0,0,48,6.8
244,Jacquez Stuart,TOL,RB,6,1,1,8,0,0,0,48,6.8
244,Jase McClellan,ALA,RB,8,0,0,8,0,0,0,48,6.8
244,Jermaine Burton,ALA,WR,0,8,0,8,0,0,0,48,6.8
244,Jaylan Knighton,SMU,RB,7,1,0,8,0,0,0,48,6.8
244,Kobe Hudson,UCF,WR,0,8,0,8,0,0,0,48,12.0
244,Jaylon Armstead,SDSU,RB,8,0,0,8,0,0,0,48,6.8
244,Noah Smith,SHSU,WR,2,6,0,8,0,0,0,48,8.0
244,Jared Wiley,TCU,TE,0,8,0,8,0,0,0,48,9.6
244,Daniel Jackson,MINN,WR,0,8,0,8,0,0,0,48,6.8
244,Brennan Presley,OKST,WR,2,6,0,8,0,0,0,48,8.0
244,Ricky White III,UNLV,WR,0,8,0,8,0,0,0,48,9.6
244,Sieh Bangura,OHIO,RB,7,1,0,8,0,0,0,48,8.0
244,Joey Hobert,TXST,WR,0,8,0,8,0,0,0,48,6.8
244,Courtney Jackson,ARST,WR,0,7,1,8,0,0,0,48,8.0
244,Terion Stewart,BGSU,RB,8,0,0,8,0,0,0,48,9.6
244,Nay'Quan Wright,USF,RB,8,0,0,8,0,0,0,48,6.8
244,Tahj Washington,USC,WR,0,8,0,8,0,0,0,48,8.0
244,Vincent Davis Jr.,UNLV,RB,7,1,0,8,0,0,0,48,6.8
244,Daniel Hishaw Jr.,KU,RB,8,0,0,8,0,0,0,48,8.0
244,Michael Wiley,ARIZ,RB,3,5,0,8,0,0,0,48,12.0
244,Austin Jones,USC,RB,7,1,0,8,0,0,0,48,8.0
244,Nick Nash,SJSU,WR,0,8,0,8,0,0,0,48,9.6
244,Da'Quan Felton,VT,WR,0,8,0,8,0,0,0,48,9.6
244,Josh Kelly,WSU,WR,0,8,0,8,0,0,0,48,8.0
244,Silas Bolden,ORST,WR,2,5,1,8,0,0,0,48,8.0
244,Jordan Moore,DUKE,WR,0,8,0,8,0,0,0,48,8.0
244,Will Sheppard,VAN,WR,0,8,0,8,0,0,0,48,9.6
244,Kyle Monangai,RUTG,RB,8,0,0,8,0,0,0,48,8.0
244,Chase Gabriel,FIU,PK,0,0,0,0,9,21,0,48,4.8
244,Jamal Haynes,GT,RB,7,1,0,8,0,0,0,48,6.8
244,Cam Ward,WSU,QB,8,0,0,8,0,0,0,48,4.0
244,Jaxson Dart,MISS,QB,8,0,0,8,0,0,0,48,4.0
244,Barion Brown,UK,WR,1,4,3,8,0,0,0,48,8.0
244,Ja'Quez Cross,ARST,RB,7,0,1,8,0,0,0,48,12.0
244,Matthew Golden,HOU,WR,0,6,2,8,0,0,0,48,8.0
244,Carson Steele,UCLA,RB,6,2,0,8,0,0,0,48,8.0
244,Jack Velling,ORST,TE,0,8,0,8,0,0,0,48,9.6
244,Kye Robichaux,BC,RB,8,0,0,8,0,0,0,48,8.0
244,Jakarius Caston,USM,WR,1,6,1,8,0,0,0,48,6.8
244,Jamaal Pritchett,USA,WR,0,8,0,8,0,0,0,48,9.6
244,Dylan Sampson,TENN,RB,7,1,0,8,0,0,0,48,12.0
292,Derek McCormick,ULM,PK,0,0,0,0,10,16,0,46,5.1
293,Camden Price,TEM,PK,0,0,0,0,7,24,0,45,4.0
294,Rocky Lombardi,NIU,QB,7,0,0,7,0,0,1,44,4.4
294,Zion Webb,JVST,QB,7,0,0,7,0,0,1,44,6.2
294,Jamari Thrash,LOU,WR,1,6,0,7,0,0,1,44,7.3
294,Ron Cook Jr.,BUFF,RB,6,1,0,7,0,0,1,44,8.8
294,Jeremiah Hunter,CAL,WR,0,7,0,7,0,0,1,44,6.2
294,Deion Burks,PUR,WR,0,7,0,7,0,0,1,44,6.2
294,Lewis Bond,BC,WR,0,7,0,7,0,0,1,44,6.2
294,Donovan Smith,HOU,QB,6,1,0,7,0,0,1,44,4.4
294,Tejhaun Palmer,UAB,WR,0,7,0,7,0,0,1,44,7.3
294,Keith Willis Jr.,LT,RB,7,0,0,7,0,0,1,44,11.0
304,Deshaun Fenwick,ORST,RB,5,2,0,7,0,1,0,43,10.7
304,Kyle Cunanan,CLT,PK,0,0,0,0,9,16,0,43,6.1
306,Joe Milton III,TENN,QB,7,0,0,7,0,0,0,42,3.8
306,Jordan Travis,FSU,QB,7,0,0,7,0,0,0,42,4.2
306,Andrew Peasley,WYO,QB,7,0,0,7,0,0,0,42,3.8
306,Tykee Ogle-Kellogg,UTSA,WR,0,7,0,7,0,0,0,42,7.0
306,Malik Jackson,JVST,RB,7,0,0,7,0,0,0,42,7.0
306,Brennan Armstrong,NCSU,QB,7,0,0,7,0,0,0,42,5.2
306,Nakia Watson,WSU,RB,4,3,0,7,0,0,0,42,6.0
306,Lawrence Keys III,TULN,WR,0,7,0,7,0,0,0,42,7.0
306,Dallin Holker,CSU,TE,1,6,0,7,0,0,0,42,7.0
306,Dequan Finn,TOL,QB,7,0,0,7,0,0,0,42,3.5
306,Kris Mitchell,FIU,WR,0,7,0,7,0,0,0,42,7.0
306,Treshaun Ward,KSU,RB,5,2,0,7,0,0,0,42,6.0
306,Theo Johnson,PSU,TE,0,7,0,7,0,0,0,42,7.0
306,Traeshon Holden,ORE,WR,1,6,0,7,0,0,0,42,7.0
306,Demeer Blankumsee,MEM,WR,0,7,0,7,0,0,0,42,7.0
306,George Holani,BOIS,RB,7,0,0,7,0,0,0,42,10.5
306,Xavier Legette,SC,WR,0,7,0,7,0,0,0,42,10.5
306,Caullin Lacy,USA,WR,0,7,0,7,0,0,0,42,8.4
306,Kyren Lacy,LSU,WR,0,7,0,7,0,0,0,42,7.0
306,Logan Smothers,JVST,QB,7,0,0,7,0,0,0,42,6.0
306,Kiael Kelly,BALL,QB,7,0,0,7,0,0,0,42,8.4
306,Tyler Warren,PSU,TE,0,7,0,7,0,0,0,42,7.0
306,Will Shipley,CLEM,RB,5,2,0,7,0,0,0,42,7.0
306,Brock Bowers,UGA,TE,1,6,0,7,0,0,0,42,7.0
306,Tyler Lavine,SMU,RB,7,0,0,7,0,0,0,42,8.4
306,Michael Johnson Jr.,FAU,QB,7,0,0,7,0,0,0,42,7.0
306,Sean Atkins,USF,WR,0,7,0,7,0,0,0,42,8.4
306,Ayir Asante,WYO,WR,1,6,0,7,0,0,0,42,7.0
306,Ta'Ron Keith,BGSU,RB,4,3,0,7,0,0,0,42,7.0
306,Jaylin Noel,ISU,WR,0,7,0,7,0,0,0,42,8.4
306,Billy Edwards Jr.,MD,QB,7,0,0,7,0,0,0,42,10.5
306,Pat Bryant,ILL,WR,0,7,0,7,0,0,0,42,7.0
306,Logan Diggs,LSU,RB,7,0,0,7,0,0,0,42,7.0
306,Kaytron Allen,PSU,RB,6,1,0,7,0,0,0,42,7.0
306,Jordan Hudson,SMU,WR,0,7,0,7,0,0,0,42,7.0
306,Devin Mockobee,PUR,RB,6,1,0,7,0,0,0,42,6.0
306,Robert Lewis,GAST,WR,0,7,0,7,0,0,0,42,7.0
306,Roman Hemby,MD,RB,4,3,0,7,0,0,0,42,7.0
306,Javon Baker,UCF,WR,0,7,0,7,0,0,0,42,7.0
306,Devontez Walker,UNC,WR,0,7,0,7,0,0,0,42,10.5
306,RJ Maryland,SMU,TE,0,7,0,7,0,0,0,42,6.0
306,Jarquez Hunter,AUB,RB,7,0,0,7,0,0,0,42,8.4
306,Makhi Hughes,TULN,RB,7,0,0,7,0,0,0,42,7.0
306,Avery Johnson,KSU,QB,7,0,0,7,0,0,0,42,7.0
306,John Lee Eldridge III,AFA,RB,6,1,0,7,0,0,0,42,8.4
306,Bryson Daily,ARMY,QB,7,0,0,7,0,0,0,42,5.2
306,Tyrone Howell,ULM,WR,0,7,0,7,0,0,0,42,8.4
306,Kanye Roberts,APP,RB,7,0,0,7,0,0,0,42,7.0
306,Dawson Pendergrass,BAY,RB,5,2,0,7,0,0,0,42,8.4
306,Tawee Walker,OU,RB,7,0,0,7,0,0,0,42,8.4
306,Kelly Akharaiyi,UTEP,WR,0,7,0,7,0,0,0,42,8.4
306,Diego Pavia,NMSU,QB,7,0,0,7,0,0,0,42,3.0
358,Joe McFadden,CONN,PK,0,0,0,0,7,20,0,41,5.1
359,Terrance Ferguson,ORE,TE,0,6,0,6,0,0,2,40,5.7
360,Ben Freehill,PUR,PK,0,0,0,0,6,21,0,39,5.5
361,Phillip Brooks,KSU,WR,1,5,0,6,0,0,1,38,7.6
361,Sean Dollars,NEV,RB,6,0,0,6,0,0,1,38,7.6
