RK,NAME,TEAM,CMP,ATT,CMP%,YDS,AVG,LNG,TD,INT,SACK,RTG
52,Jack Coan,WIS,236,339,69.6,2727,8.0,70,18,5,19,151.8
53,Zac Thomas,APP,225,359,62.7,2718,7.6,73,28,6,18,148.7
54,Jake Luton,ORST,222,358,62.0,2714,7.6,75,28,3,24,149.8
55,Dorian Thompson-Robinson,UCLA,216,362,59.7,2701,7.5,94,21,12,34,134.9
56,Carter Stanley,KU,226,371,60.9,2661,7.2,75,24,11,21,136.6
57,Jorge Reyna,FRES,236,365,64.7,2655,7.3,53,15,11,23,133.3
58,Sean Clifford,PSU,189,319,59.2,2654,8.3,72,23,7,24,148.5
59,Dustin Crum,KENT,216,312,69.2,2622,8.4,78,20,2,38,159.7
60,Asher O'Hara,MTSU,210,335,62.7,2616,7.8,90,20,8,22,143.2
61,Josh Adkins,NMSU,275,437,62.9,2588,5.9,53,14,15,31,116.4
62,Ty Storey,WKU,241,345,69.9,2567,7.4,69,14,7,18,141.7
63,Chris Reynolds,CLT,181,291,62.2,2564,8.8,58,22,11,17,153.6
64,James Morgan,FIU,207,357,58.0,2560,7.2,61,14,5,12,128.4
65,Bo Nix,ORE,217,377,57.6,2542,6.7,78,16,6,17,125.0
66,Ryan Agnew,SDSU,234,371,63.1,2462,6.6,74,14,6,19,128.0
67,Peyton Ramsey,IND,204,300,68.0,2454,8.2,64,13,5,25,147.7
68,Dan Ellington,GAST,227,355,63.9,2447,6.9,44,22,8,19,137.8
69,Justin McMillan,TULN,183,314,58.3,2444,7.8,53,17,10,28,135.2
70,Isaiah Green,MRSH,189,336,56.3,2438,7.3,75,15,11,24,125.4
71,Brett Gabbert,M-OH,175,316,55.4,2411,7.6,63,11,8,25,125.9
72,Zach Wilson,BYU,199,319,62.4,2382,7.5,75,11,9,19,130.8
73,Tommy DeVito,SYR,213,337,63.2,2360,7.0,85,19,5,44,137.7
74,Ryan Hilinski,SC,236,406,58.1,2357,5.8,75,11,5,19,113.4
75,James Blackman,FSU,184,292,63.0,2339,8.0,91,17,11,27,142.0
76,Carson Strong,NEV,237,374,63.4,2335,6.2,57,11,7,23,121.8
77,Skylar Thompson,KSU,177,297,59.6,2315,7.8,70,12,5,24,135.0
78,Quinten Dormady,CMU,190,294,64.6,2312,7.9,61,14,9,14,140.3
79,Tyler Johnston III,UAB,147,249,59.0,2250,9.0,76,17,15,14,145.4
80,Kelly Bryant,MIZ,181,292,62.0,2215,7.6,74,15,6,21,138.6
81,Jarren Williams,MIA,169,276,61.2,2187,7.9,67,19,7,34,145.4
82,Desmond Ridder,CIN,179,325,55.1,2164,6.7,75,18,9,28,123.7
83,Jarrett Guarantano,TENN,152,257,59.1,2158,8.4,54,16,8,15,144.0
84,Ross Bowers,CAL/NIU,166,287,57.8,2130,7.4,74,7,8,18,122.7
85,Kenyon Oblad,UNLV,167,308,54.2,2081,6.8,75,18,9,18,124.4
86,Quentin Harris,DUKE,209,357,58.5,2078,5.8,49,16,11,28,116.1
87,Max Duggan,TCU,181,339,53.4,2077,6.1,55,15,10,25,113.6
88,Malik Cunningham,LOU,112,179,62.6,2065,11.5,90,22,5,25,194.4
88,Spencer Sanders,OKST,155,247,62.8,2065,8.4,90,16,11,18,145.4
90,Austin Kendall,OKLA/WVU,187,304,61.5,1989,6.5,83,12,10,12,122.9
91,Davis Mills,STAN,158,241,65.6,1960,8.1,54,11,5,13,144.8
92,Adrian Martinez,NEB,149,251,59.4,1956,7.8,75,10,9,23,130.8
93,Khalil Tate,ARIZ,160,266,60.2,1954,7.3,75,14,11,19,131.0
94,Brandon Peters,ILL,152,275,55.3,1884,6.9,83,18,8,24,128.6
95,Hank Bachmeier,BSU,137,219,62.6,1879,8.6,76,9,6,15,142.7
96,Kato Nelson,AKR,150,279,53.8,1822,6.5,87,11,6,43,117.3
97,Jack Zergiotis,CONN,150,260,57.7,1782,6.9,94,9,11,21,118.2
98,Chase Garbers,CAL,131,215,60.9,1772,8.2,60,14,3,25,148.9
99,Jack Plummer,PUR,144,241,59.8,1603,6.7,59,11,8,21,124.0
100,Tyler Vitt,TXST,147,231,63.6,1590,6.9,64,11,14,15,125.0
101,Riley Neal,VAN,149,258,57.8,1585,6.1,75,9,5,19,117.0
102,Hendon Hooker,VT,99,162,61.1,1555,9.6,71,13,2,17,165.8
103,Clayton Tune,HOU,106,179,59.2,1533,8.6,96,11,9,20,141.4
104,Mac Jones,ALA,97,141,68.8,1503,10.7,85,14,3,2,186.8
105,Tevaka Tuioti,UNM,102,195,52.3,1460,7.5,62,7,6,11,120.9
106,Jordan McCloud,USF,124,224,55.4,1429,6.4,55,12,8,32,119.5
107,Fred Payton,CCU,119,187,63.6,1421,7.6,44,12,7,10,141.2
108,Michael Penix Jr.,IND,110,160,68.8,1394,8.7,75,10,4,1,157.6
109,Matt Corral,MISS,105,178,59.0,1362,7.7,57,6,3,13,131.0
110,Kai Locksley,UTEP,103,181,56.9,1329,7.3,54,6,5,23,124.0
111,Donald Hammond III,AFA,56,111,50.5,1316,11.9,81,13,6,4,177.9
112,Gresch Jensen,TXST,129,206,62.6,1291,6.3,77,5,6,15,117.4
113,Josh Jackson,MD/VT,98,207,47.3,1274,6.2,80,12,6,25,112.4
114,Anthony Brown Jr.,BC,81,137,59.1,1250,9.1,72,9,2,2,154.5
115,Grant Gunnell,ARIZ,101,155,65.2,1239,8.0,75,9,1,14,150.2
116,Lowell Narcisse,UTSA,107,201,53.2,1226,6.1,75,8,5,18,112.6
117,Devin Leary,NCST,101,210,48.1,1219,5.8,55,8,5,9,104.7
118,Kyle Vantrease,BUFF,101,172,58.7,1193,6.9,61,8,2,2,130.0
119,Garrett Shrader,MSST,88,153,57.5,1170,7.6,47,8,5,15,132.5
120,James Graham,GT,87,193,45.1,1164,6.0,59,12,7,17,109.0
121,Tommy Stevens,MSST,97,161,60.2,1155,7.2,88,11,5,16,136.8
122,Nick Starkel,ARK,96,179,53.6,1152,6.4,62,7,10,3,109.4
123,David Moore,CMU,94,164,57.3,1143,7.0,80,5,4,7,121.0
124,Grant Loy,BGSU,115,204,56.4,1137,5.6,66,6,11,9,102.1
125,Aidan O'Connell,PUR,103,164,62.8,1101,6.7,72,8,4,5,130.4
126,Mitchell Guadagni,TOL,79,122,64.8,1099,9.0,66,8,2,11,158.8
127,Malcolm Perry,NAVY,48,86,55.8,1084,12.6,80,7,3,15,181.6
128,Jaylon Henderson,BSU,89,143,62.2,1080,7.6,51,12,2,6,150.6
129,Tom Stewart,HARV/RICE,92,153,60.1,1054,6.9,45,8,2,20,132.6
130,Logan Bonner,ARST,91,153,59.5,1052,6.9,89,10,1,10,137.5
131,N'Kosi Perry,MIA,85,159,53.5,1045,6.6,51,8,3,15,121.5
132,KJ Costello,STAN,102,167,61.1,1038,6.2,79,6,3,8,121.6
133,Alan Bowman,TTU,101,154,65.6,1020,6.6,66,6,3,2,130.2
134,Stone Smartt,ODU,101,177,57.1,1006,5.7,47,1,6,31,99.9
135,Alex Hornibrook,FSU/WIS,84,122,68.9,986,8.1,64,7,2,20,152.4
136,Dennis Grosel,BC,75,155,48.4,983,6.3,64,9,3,10,117.0
137,Elijah Sindelar,PUR,72,112,64.3,978,8.7,70,9,3,2,158.8
138,Bryce Carpenter,CCU,93,142,65.5,927,6.5,51,8,2,10,136.1
139,Sean Chambers,WYO,52,121,43.0,915,7.6,56,7,3,7,120.6
140,Matthew McKay,NCST,86,150,57.3,910,6.1,48,3,1,3,113.6
140,John Rhys Plumlee,MISS,79,150,52.7,910,6.1,41,4,3,8,108.4
142,Chevan Cordeiro,HAW,69,120,57.5,907,7.6,71,8,3,7,138.0
143,Ryan Willis,VT,72,117,61.5,906,7.7,72,9,5,10,143.4
144,Cephus Johnson III,USA,83,161,51.6,900,5.6,75,5,7,15,100.1
145,Randall West,MASS,93,155,60.0,864,5.6,38,6,6,7,111.9
146,Johnny Langan,BC/RUTG,80,159,50.3,840,5.3,51,4,9,22,91.7
147,Collin Hill,CSU,68,101,67.3,837,8.3,77,8,2,3,159.1
148,Sam Hartman,WAKE,55,97,56.7,830,8.6,75,4,2,0,138.1
148,Andrew Brito,MASS,93,170,54.7,830,4.9,56,7,6,18,102.2
150,Eli Peters,TOL,62,105,59.0,828,7.9,82,6,3,5,138.4
151,Desmond Trotter,USA,56,97,57.7,820,8.5,53,8,2,9,151.8
152,Jarret Doege,BGSU/WVU,79,120,65.8,818,6.8,50,7,3,7,137.3
153,Dru Brown,OKST,72,107,67.3,810,7.6,69,7,1,8,150.6
154,Shai Werts,GASO,67,127,52.8,799,6.3,45,9,1,26,127.4
155,Steven Duncan,WKU,70,119,58.8,790,6.6,77,5,4,2,121.7
156,Wiley Green,RICE,75,142,52.8,787,5.5,55,4,2,9,105.8
157,Aidan Smith,NW,86,171,50.3,760,4.4,33,3,9,11,82.9
158,Darius Wade,DEL/BGSU,74,130,56.9,751,5.8,59,3,3,5,108.4
159,Baylor Romney,BYU,54,85,63.5,747,8.8,77,7,2,4,159.8
160,Ben Hicks,ARK,65,137,47.4,738,5.4,49,2,2,10,94.6
161,Hayden Wolff,ODU,75,129,58.1,737,5.7,63,2,3,6,106.6
162,Tyrrell Pigrome,MD,69,118,58.5,719,6.1,62,3,6,10,107.9
163,Devon Modster,CAL/UCLA,62,122,50.8,705,5.8,52,5,5,17,104.7
164,Feleipe Franks,FLA,54,71,76.1,698,9.8,69,5,3,3,173.4
165,Sawyer Smith,UK,57,126,45.2,690,5.5,54,4,5,8,93.8
166,Chase Cord,BSU,57,95,60.0,670,7.1,44,9,3,6,144.2
167,D'Eriq King,HOU,58,110,52.7,663,6.0,75,6,2,12,117.7
168,Matt Fink,USC,58,88,65.9,648,7.4,77,4,5,4,131.4
169,Brandon Jones,UTEP,47,87,54.0,628,7.2,80,2,3,10,115.3
170,Evan Conley,LOU,40,71,56.3,613,8.6,62,4,3,10,139.0
171,Matt Myers,BUFF,49,105,46.7,602,5.7,42,6,4,6,106.1
172,Malik Henry,NEV,42,78,53.8,593,7.6,75,1,4,4,111.7
173,Chase Brice,CLEM,50,85,58.8,581,6.8,57,4,1,1,129.4
174,Kelvin Hopkins Jr.,ARMY,33,77,42.9,577,7.5,69,4,6,4,107.4
175,Dylan Hopkins,UAB,44,85,51.8,563,6.6,48,3,5,10,107.3
176,Bailey Hockman,FSU/NCST,54,97,55.7,546,5.6,37,1,4,6,98.1
177,Brian Maurer,TENN,35,75,46.7,541,7.2,73,2,5,5,102.7
178,Clayton Welch,SYR,36,68,52.9,523,7.7,94,4,2,5,131.1
179,Tyler Vander Waal,WYO,49,95,51.6,512,5.4,31,1,4,11,91.9
180,Mike Beaudry,CONN,53,83,63.9,503,6.1,33,1,2,9,113.9
181,Carter Bradley,TOL,46,100,46.0,502,5.0,55,1,2,13,87.5
182,Sheriron Jones,UNM,34,76,44.7,500,6.6,47,2,7,4,90.3
183,Frank Harris,UTSA,66,91,72.5,486,5.3,37,3,2,9,123.9
184,Matt Robinson,ILL,42,77,54.5,475,6.2,35,1,0,14,110.7
185,Marcus Childers,NIU,48,82,58.5,474,5.8,71,6,3,6,123.9
186,Preston Hutchinson,EMU,43,57,75.4,462,8.1,38,3,1,8,157.4
187,Jordan Weeks,UTSA,38,66,57.6,451,6.8,40,2,3,3,115.9
188,Aaron Allen,LAT,43,75,57.3,446,5.9,42,3,1,3,117.8
189,Todd Centeio,TEM,34,51,66.7,444,8.7,89,5,1,5,168.2
190,Blake Barnett,USF,40,77,51.9,434,5.6,43,4,2,10,111.2
191,Hunter Johnson,NW,50,108,46.3,432,4.0,50,1,4,11,75.5
192,Artur Sitkowski,RUTG,44,68,64.7,429,6.3,74,1,2,2,116.7
193,Zach Gibson,AKR,41,81,50.6,425,5.2,39,1,3,11,91.4
194,Jaren Hall,BYU,31,46,67.4,420,9.1,36,1,0,5,151.3
195,Noah Vedral,NEB,34,52,65.4,418,8.0,51,0,0,4,132.9
196,Lynn Bowden Jr.,UK,35,74,47.3,403,5.4,44,3,3,6,98.3
197,Armani Rogers,UNLV,41,79,51.9,393,5.0,54,2,3,11,94.4
198,Ben Bryant,CIN,29,51,56.9,388,7.6,56,1,2,7,119.4
199,McLane Carter,RUTG,27,47,57.4,368,7.8,52,2,4,2,120.2
200,Austin Burton,UCLA,44,64,68.8,365,5.7,30,1,0,3,121.8
201,Terry Wilson,UK,33,52,63.5,360,6.9,40,2,0,3,134.3
202,Myles Brennan,LSU,24,40,60.0,353,8.8,58,1,1,0,137.4
203,Tristan Gebbia,ORST,38,60,63.3,347,5.8,22,2,1,1,119.6
204,Levi Williams,WYO,19,39,48.7,343,8.8,63,3,2,3,137.7
205,Gavin Hardison,UTEP,27,61,44.3,335,5.5,36,1,0,2,95.8
206,Jawon Pass,LOU,24,46,52.2,330,7.2,50,4,1,4,136.8
207,Alex Delton,KSU/TCU,27,50,54.0,318,6.4,52,0,1,3,103.4
208,Messiah deWeaver,ODU,29,67,43.3,316,4.7,44,1,2,15,81.9
209,Jabari Laws,ARMY,16,20,80.0,311,15.6,87,1,0,4,227.1
210,Deuce Wallace,VAN,43,101,42.6,307,3.0,19,0,4,8,60.2
211,Nick Patti,PITT,26,43,60.5,301,7.0,48,3,1,0,137.6
212,Taylor Powell,MIZ,29,62,46.8,297,4.8,37,1,2,4,85.9
213,Steven Krajewski,CONN,24,38,63.2,292,7.7,32,3,2,3,143.2
213,Joey Yellen,ASU,28,44,63.6,292,6.6,62,4,2,1,140.3
215,Michael Curtis,MASS,30,64,46.9,288,4.5,29,2,4,2,82.5
216,Chris Chugunov,OSU,26,43,60.5,286,6.7,38,6,0,2,162.4
217,Emory Jones,FLA,25,38,65.8,267,7.0,48,3,0,0,150.9
218,Stetson Bennett IV,UGA,20,27,74.1,260,9.6,28,2,1,0,172.0
219,Quincy Patterson,VT,14,37,37.8,257,6.9,64,2,1,2,108.6
220,Cristian Solano,NEV,25,41,61.0,248,6.0,41,2,2,4,118.1
221,Jaiave Magalei,UL,20,28,71.4,224,8.0,24,1,0,0,150.4
222,Will Levis,PSU,28,47,59.6,223,4.7,44,2,2,8,105.0
222,Jacob Zeno,BAY,9,18,50.0,223,12.4,81,1,1,3,161.3
224,Phil Jurkovec,ND,12,15,80.0,222,14.8,52,2,0,2,248.3
225,Henry Colombi,USU,20,29,69.0,221,7.6,30,2,1,3,148.8
225,Chase Cunningham,MTSU,17,32,53.1,221,6.9,57,2,1,0,125.5
227,D.J. Mack Jr.,UCF,19,31,61.3,219,7.1,37,4,1,2,156.8
228,Brandt Hughes,UNM,12,29,41.4,218,7.5,51,0,0,0,104.5
229,JT Daniels,USC,25,34,73.5,215,6.3,28,1,1,1,130.5
230,Woody Barrett,UCF,21,41,51.2,214,5.2,28,3,0,3,119.2
231,Keon Howard,TULN,13,18,72.2,208,11.6,88,2,0,0,206.0
232,Tanner Mordecai,OKLA,16,26,61.5,207,8.0,40,2,0,0,153.8
233,Tate Whatley,USM,12,29,41.4,199,6.9,42,0,2,2,85.2
234,KJ Jefferson,ARK,14,31,45.2,197,6.4,38,0,1,5,92.1
235,Brennan Armstrong,UVA,15,20,75.0,196,9.8,44,1,2,0,153.8
236,Lucas Johnson,GT,21,37,56.8,187,5.1,33,1,1,4,102.7
236,Gerry Bohanon,BAY,17,36,47.2,187,5.2,38,2,0,3,109.2
238,Tylan Morton,USA,10,24,41.7,186,7.8,74,1,2,4,103.9
239,Nick Tronti,FAU,17,22,77.3,180,8.2,32,2,1,2,166.9
240,J.T. Shrout,TENN,13,27,48.1,179,6.6,55,1,0,1,116.1
241,Tobias Oliver,GT,11,26,42.3,177,6.8,54,0,2,4,84.1
242,Jason Bean,UNT,22,35,62.9,176,5.0,24,3,3,0,116.2
243,Kaylan Wiggins,FIU,15,27,55.6,172,6.4,40,0,0,2,109.1
243,Carson Baker,SDSU,19,24,79.2,172,7.2,33,1,0,2,153.1
245,Kirk Rygol,USF,12,24,50.0,170,7.1,33,2,0,3,137.0
246,Dakereon Joyner,SC,16,28,57.1,168,6.0,25,0,0,3,107.5
247,Brandon Wimbush,ND/UCF,13,24,54.2,167,7.0,37,2,0,0,140.1
248,Justin Tomlin,GASO,12,26,46.2,162,6.2,45,0,0,2,98.5
248,Trae Hall,UNM,15,28,53.6,162,5.8,30,4,2,3,135.0
250,Brett Kean,USF/CLT,13,25,52.0,157,6.3,41,2,3,4,107.2
251,Andrew Marty,NW,14,22,63.6,150,6.8,40,2,2,0,132.7
252,Mike Schmidt,AFA,5,6,83.3,147,24.5,75,1,0,0,344.1
253,Jack Allison,WVU,19,26,73.1,144,5.5,27,1,2,2,116.9
253,Tyler Shough,ORE,12,15,80.0,144,9.6,35,3,0,1,226.6
253,Connor Bazelak,MIZ,15,21,71.4,144,6.9,17,0,0,2,129.0
256,Jack West,STAN,15,32,46.9,143,4.5,35,0,0,8,84.4
257,Jake Bentley,SC,16,30,53.3,142,4.7,26,1,2,3,90.8
257,Luke McCaffrey,NEB,9,12,75.0,142,11.8,39,2,0,0,229.4
259,Logan Holgorsen,HOU,9,19,47.4,139,7.3,58,1,1,3,115.7
260,Austin Aune,UNT,4,5,80.0,136,27.2,74,1,0,0,374.5
261,Christian Anderson,ARMY,7,23,30.4,135,5.9,80,1,0,5,94.1
262,Zach Calzada,TA&M,12,24,50.0,133,5.5,25,2,1,2,115.7
262,Nick Nash,SJSU,12,17,70.6,133,7.8,30,2,0,0,175.1
264,Cornelious Brown IV,GAST,11,28,39.3,130,4.6,34,0,1,0,71.1
265,Jack Lindsey,ARK,13,30,43.3,126,4.2,24,3,0,0,111.6
266,Alex Thomson,MRSH,8,9,88.9,123,13.7,43,1,0,1,240.4
267,Mo Hasan,VAN,7,11,63.6,120,10.9,61,1,0,1,185.3
268,Dylan McCaffrey,MICH,10,20,50.0,116,5.8,26,1,0,0,115.2
269,Manny Miles,UNC/KU,9,17,52.9,114,6.7,33,1,2,2,105.2
270,Connor Adair,MEM,10,15,66.7,109,7.3,26,0,0,0,127.7
271,Bryson Smith,HOU,3,4,75.0,105,26.3,50,1,0,0,378.0
272,Gunnar Hoak,UK/OSU,6,6,100.0,104,17.3,61,1,0,2,300.6
273,John Stephen Jones,ARK,13,26,50.0,101,3.9,12,2,1,1,100.3
274,Taulia Tagovailoa,ALA,9,12,75.0,100,8.3,20,1,0,0,172.5
275,Seth Boomer,TLSA,8,15,53.3,97,6.5,26,1,0,0,129.7
275,JoVoni Johnson-McCray,RICE,10,18,55.6,97,5.4,18,1,0,1,119.2
277,Jacob Huesman,APP,5,7,71.4,92,13.1,56,2,0,0,276.1
278,CJ Williams,NAVY,3,4,75.0,90,22.5,41,1,0,0,346.5
279,Gage Gubrud,WSU/EWU,10,13,76.9,89,6.8,26,1,0,0,159.8
279,Gunnar Watson,TROY,13,22,59.1,89,4.0,25,0,0,0,93.1
281,Tyler DeSue,MD,4,14,28.6,88,6.3,59,1,0,2,104.9
282,Dequan Finn,TOL,6,12,50.0,86,7.2,25,0,0,0,110.2
283,Jackson Williamson,M-OH,8,19,42.1,84,4.4,45,0,2,4,58.2
283,Casey Thompson,TEX,8,12,66.7,84,7.0,37,0,0,2,125.5
283,Cord Sandberg,AUB,5,7,71.4,84,12.0,37,2,0,0,266.5
286,Spencer Rattler,OKLA,7,11,63.6,81,7.4,33,1,0,0,155.5
287,Jordan Travis,FSU,6,11,54.5,79,7.2,63,0,0,1,114.9
288,Quadry Jones,UCF,3,3,100.0,78,26.0,49,1,0,0,428.4
289,Isaiah Sanders,AFA,5,5,100.0,76,15.2,41,0,0,0,227.7
290,Robbie Kelley,AKR,10,28,35.7,75,2.7,24,0,3,4,36.8
291,Reid Herring,ECU,5,8,62.5,74,9.3,37,0,0,0,140.2
291,Thayer Thomas,NCST,3,5,60.0,74,14.8,32,2,0,0,316.3
291,Rocky Lombardi,MSU,7,21,33.3,74,3.5,19,0,2,0,43.9
294,Joe Critchlow,BYU,9,12,75.0,73,6.1,23,0,0,1,126.1
294,Graham Mertz,WIS,9,10,90.0,73,7.3,19,0,0,1,151.3
296,Spencer Brasch,CAL,9,25,36.0,71,2.8,17,0,1,4,51.9
297,Colby Suits,ULM,6,19,31.6,69,3.6,29,0,2,1,41.0
298,Westin Elliott,LAT,6,14,42.9,67,4.8,19,0,4,1,25.9
299,Chance Stevenson,AFA,2,2,100.0,63,31.5,41,0,0,0,364.6
300,TJ Green,NW,6,10,60.0,62,6.2,23,0,0,1,112.1
301,Neil McLaurin,USM,2,2,100.0,60,30.0,51,1,0,0,517.0
302,Joe Milton III,MICH,3,7,42.9,59,8.4,29,1,1,0,132.2
303,Steven Williams,ODU,2,3,66.7,58,19.3,42,1,1,0,272.4
304,Micah Simon,BYU,2,3,66.7,57,19.0,44,1,0,0,336.3
305,Taisun Phommachanh,CLEM,6,12,50.0,56,4.7,20,0,1,0,72.5
305,Terrance Gipson,SMU,3,3,100.0,56,18.7,30,0,0,0,256.8
305,Grant Tisdale,MISS,2,2,100.0,56,28.0,28,1,0,0,500.2
308,Joey Gatewood,AUB,5,7,71.4,54,7.7,17,2,0,1,230.5
309,Drew Lisk,UTAH,7,9,77.8,52,5.8,14,0,0,0,126.3
310,Deshaunte Jones,ISU,1,2,50.0,51,25.5,51,1,0,1,429.2
311,Cam Akers,FSU,4,6,66.7,50,8.3,18,0,0,0,136.7
311,Elijah Cooks,NEV,1,1,100.0,50,50.0,50,0,0,0,520.0
311,Jairus Grissom,EMU,4,5,80.0,50,10.0,34,0,0,0,164.0
311,Michael Kern,WAKE,7,9,77.8,50,5.6,17,1,0,0,161.1
315,Donavan Hale,IND,1,1,100.0,49,49.0,49,1,0,0,841.6
315,Mike Collins,TCU,3,5,60.0,49,9.8,27,0,0,1,142.3
315,Chris Katrenick,DUKE,3,13,23.1,49,3.8,23,1,1,0,64.7
318,Vincent Amendola,UNC,3,4,75.0,48,12.0,31,0,0,0,175.8
319,Tommy Lazzaro,CMU,4,8,50.0,47,5.9,24,0,0,0,99.3
320,Perry Olsen,NAVY,2,8,25.0,45,5.6,43,1,1,2,88.5
321,Jason Shelley,UTAH,6,11,54.5,43,3.9,10,1,0,2,117.4
321,Jemel Jones,ARMY,3,4,75.0,43,10.8,32,0,1,1,115.3
323,Pressley Harvin III,GT,1,1,100.0,41,41.0,41,1,0,0,774.4
323,Brandon Robinson,FAU,1,2,50.0,41,20.5,41,0,0,0,222.2
325,Mike Fallon,MASS,2,2,100.0,40,20.0,34,0,0,0,268.0
326,Jacob Clark,MINN,1,1,100.0,39,39.0,39,0,0,0,427.6
327,K.D. Nixon,COLO,1,1,100.0,38,38.0,38,1,0,0,749.2
327,DJ Stubbs,LIB,1,2,50.0,38,19.0,38,0,0,1,209.6
327,Jordan Yates,GT,4,12,33.3,38,3.2,17,0,0,3,59.9
327,Isaiah Williams,ILL,3,10,30.0,38,3.8,25,0,1,1,41.9
331,Omar Bayless,ARST,1,3,33.3,37,12.3,37,0,0,0,136.9
331,Milton Wright,PUR,1,1,100.0,37,37.0,37,1,0,0,740.8
333,Allan Walters,VAN,2,9,22.2,36,4.0,19,0,1,0,33.6
333,Jalen Cropper,FRES,1,1,100.0,36,36.0,36,1,0,0,732.4
335,Cole Snyder,RUTG,3,3,100.0,35,11.7,21,0,0,0,198.0
336,Jack Tuttle,IND/UTAH,6,11,54.5,34,3.1,11,0,0,1,80.5
336,Austin McNamara,TTU,1,1,100.0,34,34.0,34,0,0,0,385.6
338,Josh Pederson,ULM,1,2,50.0,33,16.5,33,0,0,0,188.6
