RK,NAME,TEAM,ATT,YDS,AVG,LNG,TD
246,Malik Sherrod,BOIS,85,418,4.9,44,4
246,Brock Townsend,CMU,82,418,5.1,46,4
246,Dylan Carson,AFA,90,418,4.6,64,4
249,Lloyd Avant,CSU,90,417,4.6,23,5
250,Jordan Fuller,JMU,82,415,5.1,26,5
251,Makhilyn Young,VAN,46,414,9.0,80,6
251,Braxton Woodson,NAVY,44,414,9.4,74,6
253,Sam Scott,WYO,89,408,4.6,37,2
253,Ousmane Kromah,FSU,72,408,5.7,23,0
255,Jalon Daniels,KU,117,404,3.5,28,4
255,Le'Veon Moss,TA&M,77,404,5.2,38,6
257,Hunter Smith,TEM,62,403,6.5,72,2
258,Arch Manning,TEX,92,399,4.3,60,10
259,Jordan McDonald,BC,94,397,4.2,17,4
260,Kedrick Reescano,ARIZ,84,396,4.7,50,9
260,Skyler Locklear,UTEP,103,396,3.8,63,8
262,Dequan Finn,M-OH,89,395,4.4,39,4
263,Daelen Alexander,RICE,74,392,5.3,57,3
263,Bryce Underwood,MICH,88,392,4.5,37,6
265,Elijah Green,SHSU,58,391,6.7,80,2
266,Makenzie McGill II,UNT,75,389,5.2,27,5
267,Dominic Knicely,CCU,68,388,5.7,59,3
268,NaQuari Rogers,UTAH,98,387,3.9,23,11
269,Michael Allen,MRSH,77,385,5.0,68,4
270,Jaylon Glover,UNLV,64,384,6.0,43,1
270,Micah Welch,COLO,96,384,4.0,44,4
272,Aidan Laughery,ILL,75,382,5.1,57,3
273,Ashton Gray,UNT,58,377,6.5,51,5
274,Girard Pringle Jr.,MIA,62,375,6.0,38,4
275,Cam Barfield,HAW,80,371,4.6,41,4
275,Zevi Eckhaus,WSU,114,371,3.3,22,8
277,Alton McCaskill,SHSU,88,370,4.2,52,1
278,Brandon Hood,MASS,98,368,3.8,90,2
278,Jevon Edwards,CCU,65,368,5.7,43,1
280,Cameron Pettaway,BGSU,72,365,5.1,34,0
281,Jalen Berger,UCLA,81,364,4.5,24,2
281,Quincy Craig,ARIZ,65,364,5.6,54,2
283,Darrion Dupree,WIS,83,363,4.4,84,2
283,James Laubstein,UNM,59,363,6.2,58,1
285,CJ Donaldson,OSU,96,361,3.8,27,10
286,Samuel Singleton Jr.,FSU,51,360,7.1,53,4
287,Kaidon Salter,COLO,103,356,3.5,35,5
288,Herschel Turner,NEV,69,353,5.1,64,0
289,Alvon Isaac,USF,73,350,4.8,49,0
290,Jobi Malary,JMU,43,349,8.1,73,4
290,Trent Battle,TCU,64,349,5.5,65,6
290,Scottre Humphrey,UNM,77,349,4.5,61,5
293,Amari Odom,KENN,120,347,2.9,24,7
294,James Peoples,OSU,61,344,5.6,49,3
295,Isaiah Jacobs,UAB,79,342,4.3,23,4
295,Chris McMillian,BGSU,84,342,4.1,33,3
297,Lamar Radcliffe,SJSU,66,340,5.2,30,1
298,Jordan Lovett,TROY,89,339,3.8,22,2
299,Solomon Beebe,UAB,56,338,6.0,81,6
300,Hayden Reed,ARMY,74,335,4.5,37,3
300,Diore Hubbard,WVU,96,335,3.5,29,4
302,Terron Kellman,WYO,65,331,5.1,33,4
303,Ja'shon Benjamin,RUTG,68,328,4.8,19,2
304,Dallan Hayden,COLO,70,326,4.7,42,1
304,PJ Martin,USA,60,326,5.4,38,2
304,Bryson Kuzdzal,MICH,76,326,4.3,22,4
307,Bishop Davenport,USA,116,325,2.8,56,9
307,Matt Jones,USM,82,325,4.0,17,4
307,D'Andre Hardeman Jr.,RICE,82,325,4.0,36,2
310,Ty Clark III,WAKE,75,323,4.3,15,3
311,Cade Harris,AFA,61,321,5.3,49,4
312,Michael Turner,BAY,65,320,4.9,40,1
313,JC French IV,GASO,133,315,2.4,21,6
314,Jackson Arnold,AUB,112,311,2.8,56,8
315,Isaiah West,OSU,59,310,5.3,38,2
316,Dijon Stanley,NMSU,75,308,4.1,57,2
317,Sam Leavitt,ASU,73,306,4.2,52,5
317,TJ Engleman Jr.,ECU,59,306,5.2,23,1
319,Antonio Harris,PUR,69,305,4.4,41,2
320,Robert Briggs,USM,62,304,4.9,24,1
321,Malik Washington,MD,56,303,5.4,73,4
322,DJ Butler,HOU,68,301,4.4,15,0
322,Brandon Tullis,MSU,69,301,4.4,35,4
324,George Hart III,WKU,70,300,4.3,36,5
324,Dilin Jones,WIS,76,300,3.9,16,2
326,Will Hammond,TTU,43,299,7.0,64,5
327,Beau Pribula,MIZ,95,297,3.1,49,6
327,Dewayne Coleman,ARMY,85,297,3.5,26,3
329,Jaziun Patterson,IOWA,60,296,4.9,17,0
330,Anthony Woods,UCLA,63,294,4.7,33,0
330,Jaivian Thomas,UCLA,81,294,3.6,32,1
332,Cornell Hatcher Jr.,ORST,52,292,5.6,42,2
333,Peyton Lewis,TENN,70,290,4.1,32,7
334,Nolan Ray,MD,67,289,4.3,53,2
335,Braylen Russell,ARK,55,286,5.2,23,5
336,Xavier Williams,IOWA,49,285,5.8,43,3
336,Kade Frew,AFA,57,285,5.0,17,2
338,Daniel Hill,ALA,75,284,3.8,30,6
338,Cameran Brown,GAST,61,284,4.7,22,4
340,Kalieb Osborne,TOL,51,282,5.5,33,2
341,Alexander Diggs,KENN,72,281,3.9,25,2
342,Ashton Daniels,AUB,63,280,4.4,26,2
343,Frank Peasant,MEM,63,279,4.4,19,7
344,Desmond Reid,PITT,60,278,4.6,53,2
344,Ramone Green Jr.,MOST,52,278,5.3,45,1
346,D'Shawntae Jones,M-OH,63,277,4.4,46,7
347,Fernando Mendoza,IU,90,276,3.1,21,7
347,Hunter Watson,SHSU,74,276,3.7,55,2
349,Benjamin Hall,UNC,71,274,3.9,18,2
349,Sean Patrick,AKR,69,274,4.0,25,1
349,Kiefer Sibley,UNT,45,274,6.1,45,5
352,Kenny Tracy,M-OH,49,272,5.6,21,1
352,Bert Emanuel Jr.,SDSU,33,272,8.2,72,2
352,Daniel Bray,UTAH,40,272,6.8,49,1
355,Brandon Ramirez,FRES,60,271,4.5,19,3
356,LaNorris Sellers,SC,149,270,1.8,26,5
356,Juelz Goff,PITT,69,270,3.9,17,5
358,Ke'Travion Hargrove,ODU,64,268,4.2,29,4
359,Rashad Amos,GAST,63,267,4.2,29,2
359,Byron Cardwell Jr.,SDSU,48,267,5.6,22,1
359,Johnathan Arceneaux,FRES,40,267,6.7,58,2
362,Eli Sanders,USC,47,264,5.6,20,2
362,Gavin Wimsatt,JVST,52,264,5.1,44,4
364,Jayden Limar,ORE,46,262,5.7,53,3
364,Mel Brown,CONN,32,262,8.2,49,2
366,Justin Marshall,CSU,49,260,5.3,73,1
366,Gideon Davidson,CLEM,60,260,4.3,28,0
366,Matt Fuller,SC,72,260,3.6,72,2
366,Blake Baker,LT,73,260,3.6,38,3
366,Rod Gainey Jr.,CLT,74,260,3.5,37,1
371,Aaron Turner,RICE,50,259,5.2,52,3
371,Davion Gause,UNC,61,259,4.2,25,3
373,Ethan Vasko,LIB,100,258,2.6,24,5
374,Parker Jenkins,ECU,75,256,3.4,17,2
375,Gideon Ituka,WIS,60,255,4.3,18,0
376,Jordan Nubin,KENT,79,253,3.2,25,1
377,Ofa Mataele,WMU,57,252,4.4,22,3
378,Angel Johnson,WSU,75,250,3.3,50,1
378,Caden Williams,LIB,57,250,4.4,25,0
380,Jo'Shon Barbie,MRSH,56,249,4.4,28,5
380,Cyncir Bowers,WVU,63,249,4.0,26,2
382,Rocko Griffin,MASS,53,246,4.6,43,2
382,Briggs Bartosh,ARMY,44,246,5.6,75,1
384,Chandler Morris,UVA,64,245,3.8,42,5
385,Terrance Shelton Jr.,BUFF,57,244,4.3,20,1
386,Trent Howland,OKST,63,243,3.9,24,3
386,Malachi Thomas,PUR,53,243,4.6,57,0
386,Khalil Wilkins,WVU,58,243,4.2,22,2
389,Luke Altmyer,ILL,100,242,2.4,36,5
390,Xavier Brown,UVA,51,241,4.7,20,1
391,Kanye Udoh,ASU,56,240,4.3,25,2
391,Adam Hill,TTU,45,240,5.3,36,0
393,Matthew Sluka,JMU,42,239,5.7,39,3
394,Christian Clark,TEX,55,236,4.3,22,2
395,Nick Minicucci,DEL,112,235,2.1,29,10
396,Elijah Gilliam,FRES,43,234,5.4,39,5
396,Lamar Sperling,BUFF,39,234,6.0,63,1
396,Vaughn Blue,LIB,47,234,5.0,22,2
399,Jordan Washington,WASH,27,233,8.6,68,1
400,Carson Smith,ARMY,55,231,4.2,11,2
401,Aidan Chiles,MSU,81,227,2.8,64,6
402,Hahsaun Wilson,UTEP,46,225,4.9,94,1
402,Nate Johnson,UTAH,24,225,9.4,56,1
402,Jason Patterson,UK,57,225,3.9,29,1
402,Maxwell Woods,WSU,36,225,6.3,48,0
406,Aneyas Williams,ND,24,224,9.3,54,5
406,Kevin Riley,ALA,59,224,3.8,22,2
406,Maurki James,ODU,56,224,4.0,30,2
409,Dashun Reeder,NU,22,222,10.1,79,1
410,Cameren Smith,CLT,62,220,3.5,13,0
411,Arnold Barnes III,TULN,51,217,4.3,14,0
412,Noah Fifita,ARIZ,114,216,1.9,19,3
412,Amari Daniels,TA&M,41,216,5.3,41,1
412,Jalen Macon,NIU,45,216,4.8,36,5
412,Micahi Danzy,FSU,12,216,18.0,64,3
416,Braylin Presley,TLSA,32,215,6.7,28,1
416,Kaderris Roberts,BGSU,48,215,4.5,15,0
416,CJ Bailey,NCSU,89,215,2.4,30,6
419,Braylon Braxton,USM,98,210,2.1,21,1
419,Dwight Phillips Jr.,UGA,35,210,6.0,23,1
421,Lee Beebe Jr.,IU,27,209,7.7,24,1
421,Quinn Henicle,ODU,44,209,4.8,51,2
423,Kemper Hodges,AFA,49,207,4.2,27,3
424,Ryan Browne,PUR,66,206,3.1,26,4
425,EJ Smith,TA&M,44,205,4.7,17,4
425,Dylan Edwards,KSU,34,205,6.0,75,2
425,Leo Pulalasi,WSU,38,205,5.4,45,0
428,Malachi Singleton,PUR,49,202,4.1,40,1
429,Jaquez Moore,DUKE,41,201,4.9,32,1
429,Scotty Fox Jr.,WVU,84,201,2.4,59,3
431,Marquise Davis,MIZ,34,200,5.9,23,2
431,Khristian Lando,JVST,51,200,3.9,17,1
431,Braxton Jennings,LOU,37,200,5.4,22,1
434,DJ Taylor,MTSU,26,199,7.7,64,2
435,Manny Covey,CIN,28,198,7.1,36,1
436,Justin Williams-Thomas,MRSH,35,197,5.6,37,2
437,CJ Baxter,TEX,54,196,3.6,18,0
437,David Mbadinga,GASO,49,196,4.0,16,1
437,Godspower Nwawuihe,ARMY,21,196,9.3,70,2
440,George Pettaway,JMU,34,195,5.7,35,0
440,Dorian Lewis,ULM,27,195,7.2,72,0
442,Katin Houser,ECU,85,193,2.3,14,9
442,Tyvonn Byars,RICE,34,193,5.7,32,1
444,Evan Simon,TEM,76,192,2.5,34,2
444,Jabari Bates,SJSU,27,192,7.1,87,2
446,Shaun Boykins Jr.,LOU,37,190,5.1,26,1
446,Alberto Mendoza,IU,13,190,14.6,58,1
446,Jariel Cobb,CLT,51,190,3.7,21,0
446,Baylor Hayes,TLSA,95,190,2.0,24,3
450,Logan Diggs,MISS,33,189,5.7,51,4
450,Derrick McFall,SMU,35,189,5.4,48,4
450,Lazaro Rogers,NIU,33,189,5.7,76,1
453,Jake Rendina,ARMY,40,187,4.7,15,1
454,Noah Kim,EMU,79,186,2.4,20,6
454,Keith Reynolds,M-OH,27,186,6.9,32,0
456,Zuberi Mobley,TULN,39,184,4.7,28,2
457,Anthony Frias II,UCLA,24,183,7.6,55,1
458,Jamarion Morrow,TA&M,43,182,4.2,23,1
459,TJ Horton,BALL,60,180,3.0,13,0
460,Deuce Knight,AUB,13,178,13.7,75,4
460,Jon Denman,TCU,50,178,3.6,16,3
462,A'Marion Peterson,UTSA,49,177,3.6,14,3
463,Noah Vaughn,UVA,23,174,7.6,54,0
464,Drew Allar,PSU,36,172,4.8,27,1
464,Jackson Gutierrez,NAVY,28,172,6.1,23,0
466,Cam Fancher,UCF,31,170,5.5,25,1
466,Jaylen Jenkins,TXST,31,170,5.5,58,2
468,Nathan McNeil,IOWA,37,169,4.6,24,0
469,Jalen John,CCU,53,167,3.2,11,0
469,Keveun Mason,TEM,28,167,6.0,29,1
471,Cartevious Norton,USF,32,166,5.2,37,2
471,Roman Gagliano,MTSU,39,166,4.3,64,2
471,Jaylin Carter,USM,38,166,4.4,27,2
474,Xavier Terrell,FAU,54,161,3.0,14,1
474,Lucian Anderson III,BGSU,29,161,5.6,75,1
476,Jaylin Lucas,FSU,27,160,5.9,26,0
476,Isaiah Marshall,KU,15,160,10.7,43,0
476,Tama Amisone,SJSU,35,160,4.6,23,1
479,Duke Watson,LOU,49,158,3.2,15,1
479,Isaiah Rudison,NMSU,42,158,3.8,36,2
481,Jayden Maiava,USC,54,157,2.9,21,6
481,Demarcus Lacey,MRSH,19,157,8.3,32,0
481,Xavier Gayten,MSST,29,157,5.4,25,2
484,Dante Moore,ORE,73,156,2.1,49,2
484,Steven Blanco,UL,30,156,5.2,34,2
486,Victor Rosa,CONN,30,155,5.2,31,2
486,Ju'Juan Johnson,LSU,41,155,3.8,56,2
486,Josh Holst,NIU,54,155,2.9,36,1
489,Dexter Williams II,KENN,41,153,3.7,16,3
490,Branson Robinson,GAST,46,152,3.3,47,1
490,Jerrick Gibson,TEX,37,152,4.1,14,1
490,Jack Layne,UNM,87,152,1.7,54,4
490,Sesi Vailahi,OKST,42,152,3.6,14,2
494,Jason Brown Jr.,ASU,16,151,9.4,44,1
494,Jay Harris,ORE,42,151,3.6,16,2
496,CJ Stokes,CLT,48,149,3.1,21,1
496,Robby Preckel,NU,42,149,3.5,14,0
498,Mekhi Nelson,NEB,27,147,5.4,38,2
499,Jaylen Henderson,WVU,29,146,5.0,32,1
499,Will Wilson,NCSU,43,146,3.4,16,10
499,Jeffrey Overton Jr.,VT,25,146,5.8,38,1
502,Tucker Gleason,TOL,46,144,3.1,35,4
503,Simeon Price,COLO,21,143,6.8,38,2
503,Tye Edwards,WVU,27,143,5.3,27,3
503,Chris Barnes,WAKE,13,143,11.0,78,0
503,Jamezell Lassiter,VAN,9,143,15.9,48,2
507,Jacurri Brown,UCF,16,142,8.9,60,2
507,Devonte Lyons,FIU,37,142,3.8,35,1
509,Floyd Chalk IV,SJSU,35,141,4.0,16,2
510,Oscar Adaway III,SC,41,140,3.4,23,1
510,AK Dear,ALA,19,140,7.4,56,3
512,Nate Palmer,TCU,30,139,4.6,26,0
513,Oliver Lundberg Coleman,CONN,23,138,6.0,17,1
514,Cam Porter,NU,18,137,7.6,43,1
