RK,NAME,TEAM,"('Unnamed: 0_level_0', 'POS')","('Touchdowns', 'RUSH')","('Touchdowns', 'REC')","('Touchdowns', 'RET')","('Touchdowns', 'TD')","('Scoring', 'FG')","('Scoring', 'XP')","('Scoring', '2PT')","('Scoring', 'PTS')","('Scoring', 'PTS/G')"
107,Cooper Rothe,WYO,PK,0,0,0,0,15,37,0,82,6.0
107,Jacob Rainey,TLSA,PK,0,0,0,0,15,37,0,82,6.0
110,James McCourt,ILL,PK,0,0,0,0,13,42,0,81,6.0
110,Aaron Boumerhi,BC,PK,0,0,0,0,12,45,0,81,6.0
112,Donald Hammond III,AFA,QB,13,0,0,13,0,0,1,80,8.0
112,Cesar Silva,FRES,PK,0,0,0,0,12,44,0,80,6.0
114,A.J. Reed,DUKE,PK,0,0,0,0,15,34,0,79,6.0
114,Parker White,SC,PK,0,0,0,0,18,25,0,79,6.0
114,Massimo Biscardi,CCU,PK,0,0,0,0,15,34,0,79,7.0
117,Tyler Johnson,MINN,WR,0,13,0,13,0,0,0,78,7.0
117,Frankie Hickson,LIB,RB,12,1,0,13,0,0,0,78,9.0
117,Joshua Kelley,UCLA,RB,12,1,0,13,0,0,0,78,8.0
117,Kirk Merritt,ARST,WR,0,12,1,13,0,0,0,78,8.0
117,Benny LeMay,CLT,RB,9,4,0,13,0,0,0,78,13.0
117,Chase Claypool,ND,WR,0,13,0,13,0,0,0,78,9.0
117,Isaiah Hodgins,ORST,WR,0,13,0,13,0,0,0,78,9.0
117,Journey Brown,PSU,RB,12,1,0,13,0,0,0,78,11.0
117,Antonio Gibson,MEM,WR,4,8,1,13,0,0,0,78,7.0
117,Terrace Marshall Jr.,LSU,WR,0,13,0,13,0,0,0,78,9.0
117,Thiago Kapps,WMU,PK,0,0,0,0,10,48,0,78,6.0
128,Chad Ryland,EMU,PK,0,0,0,0,14,35,0,77,5.0
129,J.D. Dellinger,PUR,PK,0,0,0,0,13,35,0,74,6.0
129,Eno Benjamin,ASU,RB,10,2,0,12,0,0,1,74,8.0
129,John Rhys Plumlee,MISS,QB,12,0,0,12,0,0,1,74,10.0
132,Justin McMillan,TULN,QB,12,0,0,12,0,0,0,72,7.0
132,Treyvon Hughes,UTEP,RB,12,0,0,12,0,0,0,72,9.0
132,Kevin Robledo,SMU,PK,0,0,0,0,10,42,0,72,6.0
132,Denzel Mims,BAY,WR,0,12,0,12,0,0,0,72,10.0
132,Tra Barnett,GAST,RB,12,0,0,12,0,0,0,72,8.0
132,Caleb Evans,ULM,QB,12,0,0,12,0,0,0,72,7.0
132,Trey Ragas,UL,RB,11,1,0,12,0,0,0,72,8.0
132,Wesley Kennedy III,GASO,RB,11,0,1,12,0,0,0,72,9.0
132,Gabe Davis,UCF,WR,0,12,0,12,0,0,0,72,12.0
132,Jaelon Darden,UNT,WR,0,12,0,12,0,0,0,72,9.0
132,Caleb Huntley,BALL,RB,12,0,0,12,0,0,0,72,9.0
132,DeJon Packer,SJSU,RB,11,1,0,12,0,0,0,72,9.0
132,Tutu Atwell,LOU,WR,0,12,0,12,0,0,0,72,7.0
132,Chris Olave,OSU,WR,0,12,0,12,0,0,0,72,8.0
132,Dyami Brown,UNC,WR,0,12,0,12,0,0,0,72,7.0
132,SaRodorick Thompson Jr.,TTU,RB,12,0,0,12,0,0,0,72,9.0
132,Kobe Lewis,CMU,RB,12,0,0,12,0,0,0,72,9.0
132,Wayne Taulapapa,UVA,RB,12,0,0,12,0,0,0,72,10.0
132,Christopher Brooks,CAL,RB,8,4,0,12,0,0,0,72,7.0
132,John Richardson,NIU,PK,0,0,0,0,14,30,0,72,6.0
132,De'Montre Tuggle,OHIO,RB,11,1,0,12,0,0,0,72,9.0
153,Connor Limpert,ARK,PK,0,0,0,0,14,29,0,71,5.0
153,Will Mobley,TEM,PK,0,0,0,0,11,38,0,71,5.0
153,Jonathan Cruz,CLT,PK,0,0,0,0,10,41,0,71,5.0
153,Michael Lantz,MINN,PK,0,0,0,0,8,47,0,71,6.0
157,Alex McNulty,BUFF,PK,0,0,0,0,10,40,0,70,7.0
158,Bryce Perkins,UVA,QB,11,0,0,11,0,0,1,68,5.0
158,Crews Holt,MTSU,PK,0,0,0,0,11,35,0,68,5.0
158,Marquez Stevenson,HOU,WR,0,9,2,11,0,0,1,68,7.0
158,Luke Logan,MISS,PK,0,0,0,0,11,35,0,68,5.0
158,Daniel Gutierrez,UNLV,PK,0,0,0,0,11,35,0,68,5.0
163,Lucas Havrisik,ARIZ,PK,0,0,0,0,10,37,0,67,5.0
164,Anthony Jones,FIU,RB,9,2,0,11,0,0,0,66,9.0
164,La'Mical Perine,FLA,RB,6,5,0,11,0,0,0,66,7.0
164,Michael Pittman Jr.,USC,WR,0,11,0,11,0,0,0,66,8.0
164,Skylar Thompson,KSU,QB,11,0,0,11,0,0,0,66,6.0
164,Jason Huntley,NMSU,RB,9,2,0,11,0,0,0,66,8.0
164,Trishton Jackson,SYR,WR,0,11,0,11,0,0,0,66,8.0
164,Charles Williams,UNLV,RB,11,0,0,11,0,0,0,66,11.0
164,Sage Surratt,WAKE,WR,0,11,0,11,0,0,0,66,9.0
164,Charlie Brewer,BAY,QB,11,0,0,11,0,0,0,66,5.0
164,Salvon Ahmed,WASH,RB,11,0,0,11,0,0,0,66,9.0
164,Easop Winston Jr.,WSU,WR,0,11,0,11,0,0,0,66,11.0
164,Kylin Hill,MSST,RB,10,1,0,11,0,0,0,66,9.0
164,Brenden Knox,MRSH,RB,11,0,0,11,0,0,0,66,8.0
164,Rashod Bateman,MINN,WR,0,11,0,11,0,0,0,66,8.0
164,Richard Newton,WASH,RB,10,1,0,11,0,0,0,66,9.0
164,Stevie Scott,IND,RB,10,1,0,11,0,0,0,66,9.0
164,Greg Thomas,CAL,PK,0,0,0,0,11,33,0,66,5.0
164,JoJo Ward,HAW,WR,0,11,0,11,0,0,0,66,9.0
164,Josh Johnson,ULM,RB,11,0,0,11,0,0,0,66,9.0
164,Zach Charbonnet,MICH,RB,11,0,0,11,0,0,0,66,11.0
184,JJ Molson,UCLA,PK,0,0,0,0,8,40,0,64,5.0
185,Jace Christmann,MSST,PK,0,0,0,0,8,39,0,63,5.0
185,Nick Rice,ODU,PK,0,0,0,0,15,18,0,63,5.0
187,Ricky Aguayo,FSU,PK,0,0,0,0,7,41,0,62,5.0
187,Devin Duvernay,TEX,WR,1,9,0,10,0,0,1,62,7.0
187,Josh Hokit,FRES,RB,9,1,0,10,0,0,1,62,10.0
187,DeeJay Dallas,MIA,RB,8,2,0,10,0,0,1,62,8.0
187,Joshua Rowland,TEX/TXST,PK,0,0,0,0,13,23,0,62,5.0
187,James Stefanou,COLO,PK,0,0,0,0,12,26,0,62,6.0
187,Dylan Brown,NMSU,PK,0,0,0,0,10,32,0,62,5.0
187,Sean Chambers,WYO,QB,10,0,0,10,0,0,1,62,8.0
195,Andrew Shelley,UNM,PK,0,0,0,0,12,25,0,61,5.0
195,Gavin Baechle,UTEP,PK,0,0,0,0,13,22,0,61,5.0
197,Aston Walter,RICE,RB,8,2,0,10,0,0,0,60,7.0
197,KJ Hill Jr.,OSU,WR,0,10,0,10,0,0,0,60,6.0
197,Ja'Marcus Bradley,UL,WR,0,10,0,10,0,0,0,60,7.0
197,Ke'Shawn Vaughn,VAN,RB,9,1,0,10,0,0,0,60,8.0
197,Gerold Bright,USU,RB,9,1,0,10,0,0,0,60,6.0
197,Antonio Gandy-Golden,LIB,WR,0,10,0,10,0,0,0,60,7.0
197,Dedrick Mills,NEB,RB,10,0,0,10,0,0,0,60,7.0
197,Ihmir Smith-Marsette,IOWA,WR,3,5,2,10,0,0,0,60,10.0
197,Dazz Newsome,UNC,WR,0,10,0,10,0,0,0,60,7.0
197,Jerry Jeudy,ALA,WR,0,10,0,10,0,0,0,60,10.0
197,DK Billingsley,TROY,RB,10,0,0,10,0,0,0,60,10.0
197,Javon Leake,MD,RB,8,0,2,10,0,0,0,60,10.0
197,Cyrus Habibi-Likio,ORE,RB,10,0,0,10,0,0,0,60,8.0
197,JaTarvious Whitlow,AUB,RB,10,0,0,10,0,0,0,60,10.0
197,Sandon McCoy,ARMY,RB,10,0,0,10,0,0,0,60,10.0
197,Siaosi Mariner,USU,WR,0,10,0,10,0,0,0,60,7.0
197,Keaontay Ingram,TEX,RB,7,3,0,10,0,0,0,60,8.0
197,Justin Fields,OSU,QB,10,0,0,10,0,0,0,60,4.0
197,Cedric Byrd II,HAW,WR,0,10,0,10,0,0,0,60,12.0
197,Jermar Jefferson,ORST,RB,8,2,0,10,0,0,0,60,12.0
197,Isaiah Spiller,TA&M,RB,10,0,0,10,0,0,0,60,8.0
197,Breece Hall,ISU,RB,9,1,0,10,0,0,0,60,12.0
197,Ray Davis,TEM,RB,8,2,0,10,0,0,0,60,8.0
197,George Holani,BSU,RB,7,3,0,10,0,0,0,60,15.0
221,Liam Jones,KU,PK,0,0,0,0,11,26,0,59,5.0
222,Evan Davis,TOL,PK,0,0,0,0,8,34,0,58,5.0
223,Blanton Creque,LOU,PK,0,0,0,0,8,33,0,57,7.0
223,Quinn Nordin,MICH,PK,0,0,0,0,10,27,0,57,5.0
223,Clayton Harris,CONN,PK,0,0,0,0,10,27,0,57,4.0
226,Josh Pederson,ULM,TE,0,9,0,9,0,0,1,56,7.0
226,Kylen Granson,SMU,TE,0,9,0,9,0,0,1,56,8.0
226,Jared Porter,ULM,P,0,0,0,0,7,35,0,56,5.0
229,Napoleon Maxwell,FIU,RB,9,0,0,9,0,0,0,54,6.0
229,Jauan Jennings,TENN,WR,1,8,0,9,0,0,0,54,7.0
229,Josh Imatorbhebhe,USC/ILL,WR,0,9,0,9,0,0,0,54,7.0
229,Joe Reed,UVA,WR,0,7,2,9,0,0,0,54,6.0
229,Sewo Olonilua,TCU,RB,8,1,0,9,0,0,0,54,6.0
229,Evan Staley,WVU,PK,0,0,0,0,11,21,0,54,6.0
229,Damonte Coxie,MEM,WR,0,9,0,9,0,0,0,54,7.0
229,Tamorrion Terry,FSU,WR,0,9,0,9,0,0,0,54,6.0
229,Larry Rountree III,MIZ,RB,9,0,0,9,0,0,0,54,7.0
229,Anthony McFarland Jr.,MD,RB,8,1,0,9,0,0,0,54,10.0
229,Jaylon Redd,ORE,WR,2,7,0,9,0,0,0,54,7.0
229,Otis Anderson,UCF,RB,5,3,1,9,0,0,0,54,6.0
229,Kevin Mensah,CONN,RB,9,0,0,9,0,0,0,54,13.0
229,Trevor Lawrence,CLEM,QB,9,0,0,9,0,0,0,54,3.0
229,Brandon Aiyuk,ASU,WR,0,8,1,9,0,0,0,54,9.0
229,Malcolm Davidson,FAU,RB,9,0,0,9,0,0,0,54,9.0
229,Javian Hawkins,LOU,RB,9,0,0,9,0,0,0,54,6.0
229,Jyaire Shorter,UNT,WR,0,9,0,9,0,0,0,54,7.0
229,Brant Kuithe,UTAH,TE,3,6,0,9,0,0,0,54,9.0
229,John Hightower,BSU,WR,0,8,1,9,0,0,0,54,7.0
229,Khalil Shakir,BSU,WR,3,6,0,9,0,0,0,54,7.0
229,Asher O'Hara,MTSU,QB,9,0,0,9,0,0,0,54,4.0
229,DeMichael Harris,USM,WR,5,3,1,9,0,0,0,54,10.0
229,Sincere McCormick,UTSA,RB,8,1,0,9,0,0,0,54,7.0
253,Hunter Duplessis,UTSA,PK,0,0,0,0,9,25,0,52,4.0
254,Justin Davidovicz,RUTG,PK,0,0,0,0,11,18,0,51,6.0
255,Shaq Vann,EMU,RB,8,0,0,8,0,0,1,50,12.0
255,Josiah Deguara,CIN,TE,1,7,0,8,0,0,1,50,8.0
255,Adrian Killins,UCF,RB,7,1,0,8,0,0,1,50,6.0
255,Kellen Mond,TA&M,QB,8,0,0,8,0,0,1,50,4.0
255,J.D. King,GASO,RB,8,0,0,8,0,0,1,50,10.0
255,Justin Hall,BALL,WR,2,6,0,8,0,0,1,50,7.0
255,Victor Tucker,CLT,WR,1,7,0,8,0,0,1,50,8.0
255,Cooper Garcia,MASS,PK,0,0,0,0,7,29,0,50,4.0
255,Roschon Johnson,TEX,RB,7,1,0,8,0,0,1,50,8.0
264,Jet Toner,STAN,PK,0,0,0,0,12,13,0,49,7.0
265,Rodney Smith,MINN,RB,8,0,0,8,0,0,0,48,6.0
265,Ty Storey,WKU,QB,7,1,0,8,0,0,0,48,4.0
265,Giovanni Ricci,WMU,TE,0,8,0,8,0,0,0,48,8.0
265,Marvin Kinsey Jr.,CSU,RB,6,2,0,8,0,0,0,48,9.0
265,Connor Slomka,ARMY,RB,8,0,0,8,0,0,0,48,8.0
265,Gaej Walker,WKU,RB,8,0,0,8,0,0,0,48,8.0
265,Tommy Lazzaro,CMU,QB,8,0,0,8,0,0,0,48,9.0
265,Tre Harbison,NIU,RB,8,0,0,8,0,0,0,48,12.0
265,Rakeem Boyd,ARK,RB,8,0,0,8,0,0,0,48,9.0
265,Damon Hazelton,VT,WR,0,8,0,8,0,0,0,48,8.0
265,Frank Darby,ASU,WR,0,8,0,8,0,0,0,48,9.0
265,Dezmon Patmon,WSU,WR,0,8,0,8,0,0,0,48,6.0
265,Lucious Stanley,UAB,RB,7,1,0,8,0,0,0,48,8.0
265,Xazavian Valladay,WYO,RB,6,2,0,8,0,0,0,48,8.0
265,KJ Hamler,PSU,WR,0,8,0,8,0,0,0,48,8.0
265,Deon Jackson,DUKE,RB,6,2,0,8,0,0,0,48,9.0
265,Tylan Wallace,OKST,WR,0,8,0,8,0,0,0,48,9.0
265,Henry Ruggs III,ALA,WR,1,7,0,8,0,0,0,48,8.0
265,Elijah Cooks,NEV,WR,0,8,0,8,0,0,0,48,8.0
265,CJ Verdell,ORE,RB,8,0,0,8,0,0,0,48,12.0
265,Bentavious Thompson,UCF,RB,8,0,0,8,0,0,0,48,8.0
265,Warren Jackson,CSU,WR,0,8,0,8,0,0,0,48,6.0
265,Miles Reed,HAW,RB,7,0,1,8,0,0,0,48,6.0
265,Kevin Marks Jr.,BUFF,RB,8,0,0,8,0,0,0,48,6.0
265,Mike Glass III,EMU,QB,8,0,0,8,0,0,0,48,4.0
265,D'Andre Swift,UGA,RB,7,1,0,8,0,0,0,48,8.0
265,David Bailey,BC,RB,7,1,0,8,0,0,0,48,8.0
265,Justyn Ross,CLEM,WR,0,8,0,8,0,0,0,48,6.0
265,Stephon Robinson Jr.,KU,WR,0,8,0,8,0,0,0,48,9.0
265,Kadin Remsberg,AFA,RB,8,0,0,8,0,0,0,48,9.0
265,Brock Purdy,ISU,QB,8,0,0,8,0,0,0,48,4.0
265,Isaiah McKoy,KENT,WR,0,8,0,8,0,0,0,48,8.0
265,Tyler Badie,MIZ,RB,3,5,0,8,0,0,0,48,6.0
265,Seth Williams,AUB,WR,0,8,0,8,0,0,0,48,8.0
265,Jaylen Waddle,ALA,WR,0,6,2,8,0,0,0,48,9.0
265,Jerrion Ealy,MISS,RB,6,1,1,8,0,0,0,48,6.0
265,George Pickens,UGA,WR,0,8,0,8,0,0,0,48,6.0
265,Noah Cain,PSU,RB,8,0,0,8,0,0,0,48,8.0
265,David Bell,PUR,WR,1,7,0,8,0,0,0,48,6.0
304,Charlie Kuhbander,NW,PK,0,0,0,0,10,17,0,47,4.0
305,Ryley Guay,VAN,PK,0,0,0,0,9,18,0,45,4.0
306,Quentin Harris,DUKE,QB,7,0,0,7,0,0,1,44,4.0
306,Brycen Hopkins,PUR,TE,0,7,0,7,0,0,1,44,11.0
306,Cameron Scarlett,STAN,RB,7,0,0,7,0,0,1,44,6.0
306,Cole McDonald,HAW,QB,7,0,0,7,0,0,1,44,3.0
306,Andrew Parchment,KU,WR,0,7,0,7,0,0,1,44,6.0
306,Harrison Bryant,FAU,TE,0,7,0,7,0,0,1,44,8.0
306,Artavis Pierce,ORST,RB,6,1,0,7,0,0,1,44,7.0
306,Brandon Arconado,WSU,WR,0,7,0,7,0,0,1,44,7.0
306,Kalil Pimpleton,CMU,WR,0,6,0,6,0,0,4,44,5.0
306,Johnny Johnson III,ORE,WR,0,7,0,7,0,0,1,44,7.0
306,Adrian Martinez,NEB,QB,7,0,0,7,0,0,1,44,7.0
306,Pat Freiermuth,PSU,TE,0,7,0,7,0,0,1,44,8.0
318,George Campbell,FSU/WVU,WR,0,7,0,7,0,0,0,42,7.0
318,Corey Dauphine,TULN,RB,7,0,0,7,0,0,0,42,8.0
318,Reggie Corbin,ILL,RB,7,0,0,7,0,0,0,42,6.0
318,Scotty Washington,WAKE,WR,0,7,0,7,0,0,0,42,8.0
318,JaMycal Hasty,BAY,RB,7,0,0,7,0,0,0,42,10.0
318,Deshawn McClease,VT,RB,7,0,0,7,0,0,0,42,7.0
318,Joshua Mack,LIB,RB,7,0,0,7,0,0,0,42,7.0
318,Freddie Swain,FLA,WR,0,7,0,7,0,0,0,42,7.0
318,Brian Herrien,UGA,RB,6,1,0,7,0,0,0,42,6.0
318,Marquez Callaway,TENN,WR,0,6,1,7,0,0,0,42,7.0
318,Vavae Malepeai,USC,RB,6,1,0,7,0,0,0,42,8.0
318,Quintez Cephus,WIS,WR,0,7,0,7,0,0,0,42,7.0
318,Corey Sutton,APP,WR,0,7,0,7,0,0,0,42,10.0
318,Zac Thomas,APP,QB,7,0,0,7,0,0,0,42,3.0
318,Kelvin Hopkins Jr.,ARMY,QB,7,0,0,7,0,0,0,42,6.0
318,Moe Neal,SYR,RB,7,0,0,7,0,0,0,42,7.0
318,Jahcour Pearson,WKU,WR,0,7,0,7,0,0,0,42,6.0
318,Aaron Fuller,WASH,WR,0,6,1,7,0,0,0,42,8.0
318,Raymond Calais,UL,RB,6,1,0,7,0,0,0,42,8.0
318,Branden Mack,TEM,WR,0,7,0,7,0,0,0,42,8.0
318,Bilal Ally,MASS,RB,7,0,0,7,0,0,0,42,8.0
318,Peyton Ramsey,IND,QB,7,0,0,7,0,0,0,42,4.0
318,Aaron McAllister,CLT,RB,5,2,0,7,0,0,0,42,7.0
318,Tony Jones Jr.,ND,RB,6,1,0,7,0,0,0,42,8.0
318,Bryson Denley,BGSU,RB,4,3,0,7,0,0,0,42,6.0
318,Tre Nixon,UCF,WR,0,7,0,7,0,0,0,42,7.0
318,Geraud Sanders,AFA,WR,0,7,0,7,0,0,0,42,7.0
318,Benjamin Waters,AFA,WR,0,7,0,7,0,0,0,42,8.0
318,Taven Birdow,AFA,FB,7,0,0,7,0,0,0,42,7.0
318,Mohamed Ibrahim,MINN,RB,7,0,0,7,0,0,0,42,8.0
318,Charlie Kolar,ISU,TE,0,7,0,7,0,0,0,42,7.0
318,Jalen Reagor,TCU,WR,0,5,2,7,0,0,0,42,7.0
318,Sam Ehlinger,TEX,QB,7,0,0,7,0,0,0,42,3.0
318,Greg McCrae,UCF,RB,7,0,0,7,0,0,0,42,6.0
318,Nelson Smith,NAVY,FB,7,0,0,7,0,0,0,42,10.0
318,Khalil McClain,TROY,WR,0,7,0,7,0,0,0,42,7.0
318,Shamari Brooks,TLSA,RB,6,1,0,7,0,0,0,42,7.0
318,Nico Collins,MICH,WR,0,7,0,7,0,0,0,42,8.0
318,Randal Grimes,USC/UNLV,WR,0,7,0,7,0,0,0,42,7.0
318,Jordan Mason,GT,RB,7,0,0,7,0,0,0,42,7.0
318,Devonte Lee,NEV,RB,7,0,0,7,0,0,0,42,8.0
318,Isiah Pacheco,RUTG,RB,7,0,0,7,0,0,0,42,14.0
318,Destin Coates,GAST,RB,7,0,0,7,0,0,0,42,8.0
