RK,NAME,TEAM,"('Unnamed: 0_level_0', 'POS')","('Field Goals', 'FGM')","('Field Goals', 'FGA')","('Field Goals', 'FG%')","('Field Goals', 'LNG')","('Field Goals', '1-19')","('Field Goals', '20-29')","('Field Goals', '30-39')","('Field Goals', '40-49')","('Field Goals', '50+')","('Extra points', 'XPM')","('Extra points', 'XPA')","('Extra points', 'PCT')"
85,Justin Davidovicz,RUTG,PK,11,15,73.3,50,0-0,8-8,2-4,0-2,1-1,18,18,100.0
85,Daniel Gutierrez,UNLV,PK,11,14,78.6,50,0-0,5-5,1-2,4-6,1-1,35,36,97.2
85,Will Mobley,TEM,PK,11,14,78.6,44,0-0,4-4,5-7,2-3,0-0,38,41,92.7
85,Jake Pinegar,PSU,PK,11,12,91.7,47,0-0,4-4,4-5,3-3,0-0,56,58,96.6
85,Greg Thomas,CAL,PK,11,17,64.7,49,1-1,1-1,3-7,6-8,0-0,33,34,97.1
95,Kevin Robledo,SMU,PK,10,13,76.9,34,0-0,7-9,3-4,0-0,0-0,42,45,93.3
95,Quinn Nordin,MICH,PK,10,13,76.9,57,0-0,3-3,3-4,3-3,1-3,28,29,96.6
95,Charlie Kuhbander,NW,PK,10,14,71.4,44,0-0,2-2,6-10,2-2,0-0,17,18,94.4
95,Lucas Havrisik,ARIZ,PK,10,17,58.8,53,0-0,4-5,1-3,3-4,2-5,37,39,94.9
95,Ryan Meskell,HAW,PK,10,17,58.8,50,0-0,3-4,1-2,5-9,1-2,64,64,100.0
95,Dylan Brown,NMSU,PK,10,16,62.5,53,0-0,1-1,5-7,3-5,1-3,32,32,100.0
95,Clayton Harris,CONN,PK,10,16,62.5,43,0-0,2-3,4-4,4-6,0-3,27,27,100.0
95,Alex McNulty,BUFF,PK,10,15,66.7,45,0-0,3-3,5-7,2-5,0-0,40,42,95.2
95,Jonathan Cruz,CLT,PK,10,13,76.9,53,0-0,2-2,5-7,2-3,1-1,41,44,93.2
95,Jadon Redding,UTAH,PK,10,13,76.9,42,0-0,3-3,6-8,1-2,0-0,56,56,100.0
95,Thiago Kapps,WMU,PK,10,15,66.7,45,1-1,5-7,3-4,1-3,0-0,48,50,96.0
106,Ryley Guay,VAN,PK,9,11,81.8,48,0-0,2-2,0-0,7-8,0-1,18,18,100.0
106,Hunter Duplessis,UTSA,PK,9,11,81.8,43,0-0,6-6,1-2,2-3,0-0,25,25,100.0
106,Camden Lewis,ORE,PK,9,14,64.3,40,0-0,4-8,4-4,1-2,0-0,57,59,96.6
109,Chris Barnes,RICE,P,8,10,80.0,48,0-0,2-2,4-5,2-3,0-0,15,18,83.3
109,Blanton Creque,LOU,PK,8,11,72.7,43,0-0,1-1,4-5,3-5,0-0,33,33,100.0
109,JJ Molson,UCLA,PK,8,14,57.1,49,0-0,1-1,4-6,3-5,0-2,40,40,100.0
109,Jace Christmann,MSST,PK,8,10,80.0,51,0-0,2-2,2-3,3-4,1-1,39,40,97.5
109,Joseph Bulovas,ALA,PK,8,11,72.7,43,0-0,3-4,4-5,1-2,0-0,59,61,96.7
109,Michael Lantz,MINN,PK,8,11,72.7,40,0-0,2-2,5-7,1-1,0-1,47,49,95.9
109,Evan Davis,TOL,PK,8,13,61.5,46,0-0,4-5,1-3,3-5,0-0,34,34,100.0
116,Ricky Aguayo,FSU,PK,7,14,50.0,53,0-0,1-1,3-4,2-6,1-3,41,41,100.0
116,Frankie Onate,USA,PK,7,12,58.3,45,1-1,2-3,3-4,1-4,0-0,17,17,100.0
116,Cooper Garcia,MASS,PK,7,9,77.8,38,0-0,3-3,4-5,0-1,0-0,29,30,96.7
116,Jared Porter,ULM,P,7,12,58.3,37,0-0,3-3,4-7,0-1,0-1,35,38,92.1
116,Ryan Sanborn,STAN,P,7,9,77.8,48,0-0,2-2,2-4,3-3,0-0,14,14,100.0
116,Cayden Camper,CSU,PK,7,13,53.8,50,0-0,2-2,1-3,3-4,1-4,18,18,100.0
122,Jake Moody,MICH,PK,6,9,66.7,43,0-0,3-3,2-4,1-1,0-1,18,18,100.0
122,Camden Price,MIA,PK,6,7,85.7,32,0-0,5-5,1-2,0-0,0-0,18,18,100.0
124,Evan Price,COLO,PK,5,5,100.0,37,0-0,3-3,2-2,0-0,0-0,5,5,100.0
124,Cory Smigel,AKR,PK,5,6,83.3,35,0-0,2-2,3-3,0-1,0-0,8,8,100.0
124,Nate Needham,BGSU,PK,5,9,55.6,32,0-0,3-4,2-2,0-2,0-1,21,23,91.3
124,Bubba Baxa,MIA,PK,5,10,50.0,50,0-0,2-5,1-2,1-2,1-1,15,17,88.2
124,Chance Poore,UK,PK,5,9,55.6,46,0-0,0-1,1-2,4-6,0-0,24,26,92.3
124,Max Poduska,CSU/KSU,PK,5,7,71.4,42,0-0,3-3,1-1,1-3,0-0,18,18,100.0
130,Matt Ruffolo,UK,PK,4,5,80.0,50,0-0,1-1,0-0,2-3,1-1,18,20,90.0
130,Will Reichard,ALA,PK,4,7,57.1,49,0-0,2-2,0-1,2-4,0-0,21,22,95.5
130,Spencer Shrader,USF,PK,4,9,44.4,34,0-0,2-2,2-4,0-1,0-2,12,12,100.0
130,Matt Waldoch,NEB,PK,4,4,100.0,41,0-0,3-3,0-0,1-1,0-0,9,9,100.0
134,David Cooper,ARMY,PK,3,4,75.0,40,0-0,0-1,2-2,1-1,0-0,24,25,96.0
134,Brenton King,GT,PK,3,7,42.9,42,0-0,0-1,2-3,1-2,0-1,17,17,100.0
134,Coby Weiss,USF,PK,3,5,60.0,37,0-0,2-2,1-1,0-2,0-0,19,21,90.5
134,Brock Walker,MINN,PK,3,4,75.0,26,0-0,3-3,0-0,0-0,0-1,6,7,85.7
134,Barret Pickering,NEB,PK,3,5,60.0,30,0-0,2-2,1-2,0-1,0-0,10,10,100.0
134,Thomas Cluckey,TOL,PK,3,3,100.0,41,0-0,1-1,1-1,1-1,0-0,4,4,100.0
134,Griffin Kell,TCU,PK,3,4,75.0,52,0-0,0-0,1-1,1-1,1-2,1,1,100.0
141,Zach Hintze,WIS,PK,2,3,66.7,62,0-0,1-1,0-0,0-1,1-1,8,8,100.0
141,Braxton Davis,CSU,PK,2,4,50.0,41,0-0,0-0,1-1,1-1,0-2,5,5,100.0
141,Jordan Choukair,ORST,PK,2,6,33.3,30,0-0,1-1,1-2,0-1,0-2,23,24,95.8
141,Isaac Armstrong,NEB,P,2,5,40.0,36,0-0,1-1,1-3,0-1,0-0,6,7,85.7
141,Jerry Fitschen,AKR,PK,2,6,33.3,42,0-0,0-0,0-1,2-5,0-0,5,6,83.3
141,Cole Smith,CIN,PK,2,3,66.7,50,0-0,0-0,0-0,1-2,1-1,0,0,0.0
141,Calum Sutherland,OKLA,PK,2,4,50.0,32,0-0,1-1,1-2,0-1,0-0,23,23,100.0
141,Will Harrison,RICE,PK,2,5,40.0,28,0-0,2-3,0-1,0-1,0-0,7,8,87.5
141,Jordan Stout,PSU,P,2,3,66.7,57,0-0,0-0,0-0,0-0,2-3,0,0,0.0
141,Lane McCallum,NEB,S,2,4,50.0,35,0-0,1-3,1-1,0-0,0-0,10,11,90.9
141,Brayden Narveson,ISU,PK,2,4,50.0,48,0-0,0-0,0-0,2-4,0-0,0,0,0.0
141,Casey Legg,WVU,PK,2,4,50.0,51,0-0,0-0,1-2,0-1,1-1,7,7,100.0
141,Charles Campbell,IND,PK,2,2,100.0,48,0-0,0-0,0-0,2-2,0-0,1,1,100.0
141,Joseph Petrino,MD,PK,2,5,40.0,33,0-0,0-1,2-3,0-1,0-0,36,38,94.7
141,Jacob Meeks,ULM,PK,2,3,66.7,40,0-0,1-1,0-1,1-1,0-0,9,10,90.0
141,Everett Hayes,ORST,PK,2,3,66.7,47,0-0,0-0,0-0,2-3,0-0,25,25,100.0
157,Sterling Hofrichter,SYR,PK,1,1,100.0,52,0-0,0-0,0-0,0-0,1-1,0,0,0.0
157,Steven Sawicki,CLEM,PK,1,2,50.0,26,0-0,1-1,0-0,0-1,0-0,6,6,100.0
157,Andrew Strauch,UTAH,PK,1,2,50.0,41,0-0,0-1,0-0,1-1,0-0,1,2,50.0
157,Joel Velazquez,BSU,PK,1,2,50.0,52,0-0,0-0,0-0,0-0,1-2,0,0,0.0
157,Turner Davidson,MIA,PK,1,3,33.3,19,1-1,0-1,0-1,0-0,0-0,5,5,100.0
157,Luke Hogan,WVU/SMU,PK,1,1,100.0,38,0-0,0-0,1-1,0-0,0-0,6,9,66.7
157,Jordan Lawless,MSST,PK,1,2,50.0,37,0-0,0-1,1-1,0-0,0-0,5,5,100.0
157,Ryan Chalifoux,LOU,PK,1,3,33.3,31,0-0,0-0,1-2,0-1,0-0,22,25,88.0
157,Javan Rice,VAN,PK,1,1,100.0,28,0-0,1-1,0-0,0-0,0-0,4,4,100.0
157,Aaron Shahriari,FAU,PK,1,1,100.0,31,0-0,0-0,1-1,0-0,0-0,1,1,100.0
157,Mason Lawler,BGSU,PK,1,2,50.0,38,0-0,0-0,1-2,0-0,0-0,1,1,100.0
157,Skyler Southam,BYU,PK,1,3,33.3,24,0-0,1-3,0-0,0-0,0-0,3,3,100.0
157,Russell Roberts,SMU,PK,1,2,50.0,32,0-0,0-1,1-1,0-0,0-0,10,11,90.9
157,Diego Guajardo,USA,PK,1,1,100.0,34,0-0,0-0,1-1,0-0,0-0,4,6,66.7
157,Jackson Baltar,BUFF,PK,1,4,25.0,52,0-0,0-1,0-0,0-2,1-1,10,12,83.3
157,Cole Talley,ARMY,PK,1,3,33.3,41,0-0,0-1,0-0,1-1,0-1,19,20,95.0
157,Harrison Martin,NEB,PK,1,1,100.0,18,1-1,0-0,0-0,0-0,0-0,0,0,0.0
174,Kareem Montgomery,MD/LEH,DB,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
174,Mike Caggiano,MASS,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
174,Spencer Pettit,NEV,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
174,Michael Rubino,UNC,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
174,Michael Tarbutt,CONN/MINN,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
174,Jackson Vansickle,CLT,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
174,Randy Harvey,TULN,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,3,66.7
174,Aaron Peart,LIB,P,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
174,Danny Donley,TLSA/DRKE,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
174,James Skalski,CLEM,LB,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,0,1,0.0
174,Sage Ledbetter,AUB,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
174,Drew Luckenbaugh,NW,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
174,Barry Brown,GAST,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,3,66.7
174,Zach Potter,ARMY,P,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,0,1,0.0
174,Isaac Way,MISS,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
174,Evan Legassey,TROY,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
174,Adam Stack,ORE,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,7,7,100.0
174,Asa Fuller,FRES,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,0,1,0.0
174,Jacob Swartz,M-OH,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
174,Zach Murphy,WAKE,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
174,Chris Howard,FLA,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,4,4,100.0
174,Sean Koetting,MIZ,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,0,0,0.0
174,Dominic DiMaccio,OSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,3,66.7
174,Brady Viles,UTEP,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,0,1,0.0
174,Parker Grothaus,FSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,5,6,83.3
174,Paul Inzerillo,MD,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,3,66.7
174,Patrick LeCorre,BALL,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,3,66.7
174,Gavin Peddie,WMU,PK,0,2,0.0,0,0-0,0-0,0-1,0-1,0-0,4,4,100.0
174,Antonio Montero,RICE,LB,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
174,Will Tommie,SC,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,4,5,80.0
174,Wesley Wells,GT,PK,0,1,0.0,0,0-0,0-0,0-1,0-0,0-0,6,7,85.7
174,Sterling Stockwell,TULN,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
174,Kenneth Almendares,UL,PK,0,1,0.0,0,0-0,0-0,0-0,0-1,0-0,2,3,66.7
174,Donovan Murphree,UNM,P,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,0,2,0.0
174,Tevye Schuettpelz-Rohl,AFA,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
174,Harrison Leonard,ND,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,4,4,100.0
174,Daniel Obarski,UCF,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
174,Alan Orona,TXST,PK,0,1,0.0,0,0-0,0-0,0-0,0-1,0-0,3,3,100.0
174,Noah Rauschenberg,BAY,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,4,4,100.0
174,Jacob Borcila,KU,PK,0,1,0.0,0,0-0,0-0,0-0,0-1,0-0,1,1,100.0
174,Kieran Colahan,CCU,P,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,3,33.3
174,Justin Duenkel,UVA,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
174,Jacob LaFree,TEM,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,1,1,100.0
174,Zack Long,TLSA,PK,0,1,0.0,0,0-0,0-0,0-0,0-1,0-0,0,0,0.0
174,Jonathan Kim,UNC,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,2,2,100.0
174,Dylan Jorgensen,NEB,PK,0,1,0.0,0,0-0,0-0,0-1,0-0,0-0,5,5,100.0
174,Ben Patton,AUB,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
174,Andrew Bagley,ARMY,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
