RK,NAME,TEAM,"('Unnamed: 0_level_0', 'POS')","('Tackles', 'SOLO')","('Tackles', 'AST')","('Tackles', 'TOT')","('Sacks', 'SACK')","('Sacks', 'YDS')","('Interceptions', 'PD')","('Interceptions', 'INT')","('Interceptions', 'YDS')","('Interceptions', 'LNG')","('Interceptions', 'TD')","('Unnamed: 11_level_0', 'FF')"
68,Jaylan Foster,SC,DB,66,30,96,2.0,12,3,5,39,35,0,2
68,Bryan Cook,CIN,S,57,39,96,1.0,2,9,2,0,0,0,0
68,Xavier Henderson,MSU,S,61,35,96,3.0,33,2,1,0,0,0,1
68,Bryce Houston,OHIO,LB,46,50,96,1.0,6,0,0,0,0,0,0
68,Leo Chenal,WISC,LB,55,41,96,8.0,63,0,0,0,0,0,2
68,Jordan Veneziale,GAST,LB,53,43,96,4.0,24,1,0,0,0,0,1
68,Maxen Hook,TOL,S,39,57,96,1.0,8,3,0,0,0,0,0
75,Devin Harper,OKST,LB,60,35,95,6.0,45,1,0,0,0,0,1
75,Jonathan Jones,TOL,LB,30,65,95,3.5,24,3,0,0,0,0,2
75,Jordan Helm,FAU,S,51,44,95,0.0,0,6,1,25,25,0,0
75,Richard Dames,FIU,DB,60,35,95,0.0,0,1,1,0,0,0,0
75,Zakoby McClain,AUB,LB,55,40,95,2.0,10,6,0,0,0,0,0
75,Deshawn Pace,CIN,LB,45,50,95,0.5,2,2,4,78,39,0,0
81,Trey Baldwin,LT,LB,47,47,94,0.0,0,5,1,35,35,1,1
81,Daiyan Henley,NEV,LB,59,35,94,0.0,0,3,4,59,50,1,0
81,Chandler Wooten,AUB,LB,55,39,94,0.0,0,3,1,0,0,0,0
81,DeAngelo Malone,WKU,LB,44,50,94,9.0,61,4,0,0,0,0,4
81,Diego Fagot,NAVY,LB,49,45,94,1.0,5,1,1,0,0,0,1
86,Jordan Young,ODU,LB,33,60,93,2.0,17,0,1,-1,-1,0,0
86,Noah Wilder,UAB,LB,33,60,93,0.5,2,0,1,18,18,0,0
86,Clayton Coll,BALL,LB,41,52,93,2.0,11,0,2,25,25,0,1
89,A.J. Musolino,KENT,LB,48,44,92,3.0,31,0,1,0,0,0,0
89,Jack Gibbens,MINN,LB,56,36,92,0.0,0,3,0,0,0,0,1
89,Traveion Webster,ULM,LB,38,54,92,1.5,14,2,0,0,0,0,0
89,Kana'i Mauga,USC,LB,56,36,92,1.0,10,2,1,0,0,0,0
89,Dax Hollifield,VT,LB,44,48,92,4.5,31,1,1,0,0,0,0
89,JL Skinner,BSU,S,66,26,92,0.0,0,3,2,-1,-1,0,2
95,Mark Robinson,MISS,LB,42,49,91,3.0,19,0,0,0,0,0,0
95,Jackson Sirmon,WASH,LB,59,32,91,0.0,0,1,1,20,20,0,1
95,Otis Reese IV,MISS,S,33,58,91,1.5,6,2,0,0,0,0,1
95,R'Tarriun Johnson,ODU,S,49,42,91,0.0,0,6,2,15,15,0,0
99,AJ Finley,MISS,S,36,54,90,0.0,0,4,3,71,52,1,1
99,Evan Williams,FRES,S,59,31,90,0.0,0,4,3,64,36,0,1
99,Bryce Gallagher,NU,LB,54,36,90,1.0,2,0,0,0,0,0,0
99,Patrick McMorris,SDSU,S,53,37,90,0.0,0,9,4,61,25,0,0
99,Luke Reimer,NEB,LB,51,39,90,1.0,6,5,1,22,22,0,3
104,Aaron Hansford,TA&M,LB,45,44,89,2.0,15,4,0,0,0,0,0
104,Daniel Green,KSU,LB,69,20,89,3.0,15,0,0,0,0,0,0
104,Nephi Sewell,UTAH,LB,54,35,89,0.0,0,0,1,13,13,0,0
104,Zack Woodard,JVST/ULM,LB,43,46,89,3.5,18,3,1,23,23,0,0
104,Dillon Doyle,BAY,LB,45,44,89,1.0,11,2,1,5,5,0,0
104,Gregory Grate,MTSU,S,61,28,89,0.0,0,4,3,3,3,0,2
104,Blake Carroll,GAST,LB,48,41,89,5.5,30,4,1,10,10,0,2
104,Blaze Alldredge,MIZ,LB,53,36,89,4.5,38,0,0,0,0,0,1
104,Malik Shorts,USM,DB,54,35,89,0.0,0,7,2,13,13,0,0
104,Easton Gibbs,WYO,LB,49,40,89,2.0,21,4,0,0,0,0,0
104,Brock Horne,BGSU,LB,44,45,89,1.0,8,1,1,12,12,0,1
104,Cal Haladay,MSU,LB,34,55,89,0.5,4,2,2,108,78,2,1
104,Mohamoud Diabate,FLA,LB,34,55,89,0.0,0,0,0,0,0,0,0
104,Tariq Speights,EMU,LB,17,72,89,1.0,9,2,0,0,0,0,1
118,Ace Eley,GT,LB,42,46,88,0.5,1,1,0,0,0,0,0
118,Jack Koerner,IOWA,DB,62,26,88,0.0,0,3,2,18,18,0,0
118,Trey Dean III,FLA,S,40,48,88,1.5,10,8,1,12,12,0,0
118,Tywan Francis,CSU,S,56,32,88,1.0,14,3,0,0,0,0,1
118,Nasir Peoples,VT,S,51,37,88,0.0,0,3,1,14,14,0,0
118,Jamal Hines,TOL,LB,37,51,88,10.0,52,8,0,0,0,0,0
118,Jerrick Reed II,UNM,S,53,35,88,0.0,0,6,1,0,0,0,0
125,James Skalski,CLEM,LB,40,47,87,2.5,9,4,0,0,0,0,0
125,Qwynnterrio Cole,LOU,S,65,22,87,0.0,0,6,1,29,29,0,1
125,DQ Thomas,MTSU,LB,53,34,87,5.0,48,3,2,43,43,1,1
125,Omar Speights,ORST,LB,34,53,87,0.5,2,1,2,-3,4,0,0
125,Rashad Wisdom,UTSA,S,66,21,87,0.0,0,6,0,0,0,0,0
125,Rashad Torrence II,FLA,S,53,34,87,0.0,0,2,3,1,1,0,0
125,DeMarcco Hellams,ALA,S,54,33,87,0.0,0,3,3,9,6,0,0
132,Lawson Hall,NEV,LB,45,41,86,1.5,3,0,1,0,0,0,1
132,Joey Blount,UVA,S,54,32,86,1.0,10,3,3,60,33,0,0
132,Nico Bolden,UNM/KENT,S,48,38,86,1.0,7,2,2,28,28,0,2
132,Teddy Gallagher,CCU,LB,41,45,86,2.0,8,1,0,0,0,0,1
132,Dyontae Johnson,TOL,LB,35,51,86,2.5,12,4,1,27,27,0,0
132,Jett Johnson,MSST,LB,37,49,86,0.0,0,3,1,48,48,0,1
132,Arik Smith,ARMY,LB,48,38,86,4.0,35,0,0,0,0,0,0
132,Levani Damuni,STAN,LB,47,39,86,2.0,23,0,0,0,0,0,0
278,Luke Masterson,WAKE,LB,57,28,85,2.5,16,0,0,0,0,0,1
140,Mandela Lawrence-Burke,KENT,LB,52,33,85,0.0,0,5,1,5,5,0,1
140,Terry Myrick,EMU,LB,39,46,85,1.0,5,2,0,0,0,0,0
140,Antonio Grier Jr.,USF,LB,46,39,85,3.0,16,0,2,69,69,1,1
140,Mariano Sori-Marin,MINN,LB,45,40,85,0.0,0,3,1,10,10,0,2
140,Jordan Lee,NEV,DB,66,19,85,0.0,0,4,0,0,0,0,3
140,Chamarri Conner,VT,S,56,29,85,2.0,15,5,1,0,0,0,2
140,Ethan Barr,VAN,LB,44,41,85,0.0,0,4,3,17,17,0,0
140,Jordan Battle,ALA,S,50,35,85,0.0,0,3,3,111,69,2,0
140,Elery Alexander,ARST,S,54,31,85,1.0,5,3,1,16,16,0,1
149,Hunter Reynolds,USU,S,48,36,84,1.0,7,3,1,0,0,0,0
149,Dequan Jackson,CSU,LB,34,50,84,1.0,8,0,0,0,0,0,0
149,Alan Tisdale,VT,LB,44,40,84,2.5,12,2,0,0,0,0,0
149,Lorenzo McCaskill,UL,LB,40,44,84,0.5,1,0,0,0,0,0,0
149,Jammie Robinson,FSU,S,42,42,84,0.0,0,3,4,77,47,0,2
149,Quadric Bullard,UCF,DB,59,25,84,2.0,23,6,0,0,0,0,1
149,Aaron Beasley,TENN,LB,34,50,84,1.5,7,0,0,0,0,0,0
156,Jordan Mosley,MD,DB,56,27,83,0.0,0,8,0,0,0,0,1
156,Ryan Smenda Jr.,WAKE,LB,43,40,83,0.0,0,2,0,0,0,0,2
156,Micah Baskerville,LSU,LB,40,43,83,2.0,13,3,1,54,54,0,0
156,Nathaniel Watson,MSST,LB,33,50,83,5.0,36,1,0,0,0,0,0
160,Eric Monroe,TTU,DB,45,37,82,0.0,0,2,2,0,0,0,1
160,Daniel Scott,CAL,S,60,22,82,1.0,27,2,3,6,8,1,1
160,Kyle Soelle,ASU,LB,38,44,82,1.0,2,2,1,0,0,0,0
160,Anthony Pandy,ARIZ,LB,45,37,82,0.0,0,1,1,37,37,1,1
160,Yusuf Corker,UK,S,46,36,82,1.0,7,8,0,0,0,0,0
160,Tanner Ingle,NCST,S,39,43,82,0.5,2,4,1,6,6,0,0
160,Trevon Flowers,TENN,DB,48,34,82,1.0,8,3,2,0,0,0,0
160,Justin Wright,TLSA,LB,39,43,82,3.5,16,1,1,55,55,1,1
160,Jacquez Jones,UK,LB,37,45,82,0.5,3,4,1,0,0,0,1
160,SirVocea Dennis,PITT,LB,38,44,82,4.0,38,0,1,50,50,1,1
170,Sean Mahone,WVU,S,54,27,81,0.5,6,2,2,29,28,0,1
170,Markeveon Coleman,TXST,LB,34,47,81,0.0,0,0,0,0,0,0,2
170,Olakunle Fatukasi,RUTG,LB,50,31,81,3.5,18,2,0,0,0,0,2
170,Juanyeh Thomas,GT,S,38,43,81,1.0,1,5,1,6,6,0,2
170,Yohance Burnett,TLSA,LB,35,46,81,0.0,0,1,0,0,0,0,0
170,DeAndre Square,UK,LB,40,41,81,3.0,14,1,1,0,0,0,1
170,Cannon Blauser,OHIO,LB,35,46,81,0.0,0,1,0,0,0,0,0
170,Antavious Lane,GAST,DB,61,20,81,0.0,0,6,5,73,55,1,1
170,Gerrell Johnson,MASS,LB,29,52,81,1.5,9,0,0,0,0,0,3
170,Darius Snow,MSU,LB,58,23,81,0.0,0,2,1,10,10,0,0
170,Angelo Grose,MSU,DB,59,22,81,0.0,0,6,1,0,0,0,1
170,Brandon Smith,PSU,LB,45,36,81,2.0,15,5,0,0,0,0,1
170,Tavian Combs,UNM,S,40,41,81,0.0,0,5,2,1,1,0,0
183,Gage Kreski,CMU,DB,49,31,80,1.0,5,1,1,5,5,0,0
183,Jake Hummel,ISU,LB,39,41,80,1.0,11,4,2,24,24,1,0
183,Rashaad Harding,LIB,LB,33,47,80,3.0,16,1,0,0,0,0,0
183,Brian Asamoah II,OU,LB,55,25,80,1.0,8,0,0,0,0,0,2
183,Patrick Fields,OU,S,50,30,80,0.0,0,1,2,21,21,0,0
183,Shaq Bond,USU,S,54,26,80,1.0,7,2,3,0,0,0,2
183,Tarique Barnes,ILL,LB,44,36,80,2.0,21,5,1,6,6,0,2
190,Antonio Johnson,TA&M,S,53,26,79,1.0,8,5,1,6,6,0,0
190,Christian Harris,ALA,LB,45,34,79,5.5,49,3,0,0,0,0,2
190,Fred Peters,MSST,S,34,45,79,0.0,0,1,2,12,12,0,0
190,Brandon Joseph,NU,S,54,25,79,1.0,10,4,3,26,26,0,0
190,Rich Miller,KU,LB,57,22,79,2.0,15,2,0,0,0,0,0
195,Rodney Owens,MEM,DB,50,28,78,3.0,27,5,2,25,25,0,0
195,Tyler Murray,CLT,LB,41,37,78,1.5,8,1,0,0,0,0,1
195,Theo Jackson,TENN,S,37,41,78,1.5,5,11,1,55,55,1,0
195,Delano Robinson,SMU,LB,35,43,78,1.0,12,1,1,8,8,0,0
195,Gavin Potter,KU,LB,46,32,78,1.0,2,1,1,28,28,1,0
195,Jason Henderson,ODU,LB,35,43,78,1.0,2,0,0,0,0,0,1
201,Bryson Armstrong,KENN/UCF,LB,42,35,77,1.0,2,2,0,0,0,0,0
201,Donavan Mutin,HOU,LB,46,31,77,2.0,10,0,0,0,0,0,3
201,Verone McKinley III,ORE,S,44,33,77,0.0,0,6,6,-1,1,0,1
201,Micah McFadden,IU,LB,49,28,77,6.5,56,3,0,0,0,0,1
201,Jack Sanborn,WISC,LB,40,37,77,5.0,37,0,0,0,0,0,0
201,Martez Manuel,MIZ,DB,60,17,77,4.5,50,3,1,0,0,0,1
201,Anthony Wilson Jr.,GASO,S,42,35,77,1.0,9,9,0,0,0,0,1
201,Stefon Thompson,SYR,LB,47,30,77,4.5,26,0,0,0,0,0,1
209,Kenderick Duncan,LOU,S,53,23,76,1.0,6,4,1,3,3,0,0
209,Daniel Jackson,FIU,LB,37,39,76,2.0,8,1,0,0,0,0,0
209,Marvin Grant,PUR,S,53,23,76,0.0,0,3,0,0,0,0,1
209,Tre Hawkins III,ODU,CB,55,21,76,0.0,0,6,0,0,0,0,1
213,Jalen Pitre,BAY,S,56,19,75,3.5,27,7,2,20,20,0,2
213,Tyreke Davis,UNT,LB,44,31,75,1.5,11,2,0,0,0,0,1
213,Sy Dabney,BGSU,DB,40,35,75,1.0,8,2,1,2,2,0,0
213,Caleb Mills,NMSU,DB,51,24,75,0.0,0,3,2,0,0,0,0
213,Da'Shon Ross,MASS,LB,30,45,75,1.0,5,0,0,0,0,0,0
213,Cody Fletcher,KSU,LB,45,30,75,1.0,7,0,1,0,0,0,0
213,Quavaris Crouch,MSU/TENN,LB,37,38,75,2.0,10,3,0,0,0,0,1
220,Lance Deveaux Jr.,NIU,LB,46,28,74,1.5,8,0,0,0,0,0,1
220,Sione Tupou,TXST,LB,20,54,74,0.5,3,2,0,0,0,0,1
220,Justus Rogers,WSU,LB,40,34,74,0.0,0,4,2,65,60,0,2
220,Nick Heninger,USU,DE,30,44,74,8.0,52,5,0,0,0,0,4
220,Ian Swenson,CONN,LB,48,26,74,2.0,13,2,0,0,0,0,0
220,Baylon Spector,CLEM,LB,36,38,74,2.5,24,1,1,3,3,0,0
220,Jeremiah Gemmel,UNC,LB,44,30,74,1.5,15,3,1,0,0,0,1
220,Brad Johnson,SC,LB,41,33,74,2.5,20,0,1,6,6,0,0
220,DeMarvion Overshown,TEX,LB,38,36,74,2.0,14,2,0,0,0,0,0
220,Austin Ajiake,UNLV,S,43,31,74,0.0,0,1,0,0,0,0,0
220,Dee Winters,TCU,LB,53,21,74,1.0,9,2,2,7,5,0,0
220,Tyon Davis,TLSA,CB,59,15,74,0.0,0,10,0,0,0,0,1
220,Zion Childress,TXST,DB,41,33,74,0.0,0,5,1,0,0,0,2
220,Eldrick Robinson,GASO,LB,34,40,74,0.5,2,2,2,31,31,0,0
234,Alonzo Addae,WVU,S,45,28,73,1.0,6,3,0,0,0,0,0
234,Tae Daley,VT,S,47,26,73,0.0,0,3,1,14,14,0,1
234,Mike Rose,ISU,LB,36,37,73,3.0,9,1,0,0,0,0,0
234,Macon Clark,TULN,S,55,18,73,1.0,12,0,4,78,33,0,0
234,Lewis Cine,UGA,S,43,30,73,0.0,0,9,1,8,8,0,0
234,Dorian Williams,TULN,LB,44,29,73,1.0,2,3,0,0,0,0,0
234,Ryan Henry,ODU,LB,25,48,73,0.0,0,0,0,0,0,0,0
234,Ji'Ayir Brown,PSU,S,61,12,73,0.0,0,5,6,112,87,1,1
242,Jay Lenard,SJSU,S,37,35,72,2.0,14,1,1,0,0,0,1
242,Riko Jeffers,TTU,LB,40,32,72,1.0,3,3,1,13,13,1,0
242,Elijah Hicks,CAL,S,49,23,72,1.0,8,2,3,2,2,0,4
242,Devonni Reed,CMU,DB,43,29,72,1.0,5,6,2,26,20,0,0
242,Trey Cobb,APP,LB,31,41,72,0.0,0,4,3,110,110,1,1
242,Divaad Wilson,UCF,DB,41,31,72,1.0,11,3,2,25,25,0,0
242,Luke Brockermeyer,TEX,LB,36,36,72,0.5,4,1,2,24,15,0,0
242,Joe Foucha,ARK,S,32,40,72,1.5,14,5,1,0,0,0,1
242,Tre Jenkins,SJSU,S,49,23,72,0.0,0,3,0,0,0,0,0
242,Jeslord Boateng,MSU/AKR,LB,37,35,72,1.5,6,0,0,0,0,0,0
242,Nakobe Dean,UGA,LB,36,36,72,6.0,51,6,2,50,50,1,2
242,Coco Azema,NU,DB,50,22,72,0.0,0,4,0,0,0,0,2
254,Riley Whimpey,BSU,LB,42,29,71,1.0,5,1,0,0,0,0,1
254,John Petrishen,PITT,LB,30,41,71,4.5,31,0,3,35,33,1,0
254,JoJo Domann,NEB,S,44,27,71,2.0,19,3,2,0,0,0,2
254,Jaydon Grant,ORST,DB,32,39,71,0.5,2,6,2,-2,-2,0,2
254,Trevor Brohard,NMSU,LB,45,26,71,2.0,15,1,0,0,0,0,1
254,Chris Ojoh,NMSU,LB,43,28,71,6.0,48,2,0,0,0,0,3
254,Cameron Thomas,SDSU,DE,30,41,71,11.5,63,0,0,0,0,0,1
254,Anfernee Orji,VAN,LB,43,28,71,1.0,12,1,0,0,0,0,1
254,Brandon Hill,PITT,S,38,33,71,0.0,0,5,2,25,25,0,1
254,Jurriente Davis,MTSU,LB,33,38,71,3.0,19,2,0,0,0,0,0
264,Traveon Redd,WAKE,DB,40,30,70,1.5,11,1,3,83,83,1,2
264,Chris Moore,GAST,S,41,29,70,1.0,1,2,1,30,30,0,0
264,Brandon Drayton,MRSH,S,36,34,70,0.5,5,2,0,0,0,0,0
264,Xavier Cullens,MEM,LB,45,25,70,2.0,15,2,1,0,0,0,0
264,Armani Marsh,WSU,DB,48,22,70,0.0,0,4,3,44,44,1,2
264,Ty Van Fossen,CIN,LB,43,27,70,1.0,0,1,0,0,0,0,0
264,Charlie Thomas III,GT,LB,35,35,70,3.0,20,0,2,0,0,0,1
264,Larry Nixon III,UNT,LB,33,37,70,1.5,12,1,0,0,0,0,0
264,Cole Godbout,WYO,NT,39,31,70,5.0,26,5,0,0,0,0,0
264,Kolby Harvell-Peel,OKST,S,42,28,70,2.0,7,3,3,21,20,0,1
264,Desjuan Johnson,TOL,DE,33,37,70,4.5,34,0,0,0,0,0,2
264,Nick Rattin,NIU,LB,27,43,70,1.0,6,1,0,0,0,0,1
264,Jermaine Johnson,FSU,DE,34,36,70,12.0,72,2,0,0,0,0,2
264,Marquel Broughton,ARMY,DB,39,31,70,0.0,0,6,2,24,24,0,0
278,Amir Tyler,TEM,S,49,20,69,0.0,0,3,0,0,0,0,0
278,Sydney Brown,ILL,S,43,26,69,1.0,5,3,0,0,0,0,2
278,Noah Taylor,UVA,LB,28,41,69,3.5,22,4,0,0,0,0,0
278,Christian Izien,RUTG,S,49,20,69,0.0,0,4,0,0,0,0,0
278,Kitan Oladapo,ORST,S,38,31,69,1.0,1,9,1,0,0,0,0
278,Dax Hill,MICH,S,42,27,69,0.5,5,8,2,3,3,0,0
278,Kalen DeLoach,FSU,LB,38,31,69,1.0,3,2,1,0,0,0,0
278,Carson Bruener,WASH,LB,48,21,69,1.0,9,0,1,50,50,0,2
278,DJ Lundy,FSU,LB,32,37,69,1.0,5,2,0,0,0,0,0
278,Jay Ward,LSU,S,40,29,69,0.0,0,4,2,33,26,0,1
278,Terry Jones Jr.,ODU,DB,31,38,69,0.0,0,1,0,0,0,0,0
290,Scott Patchan,CSU,DL,34,34,68,10.5,77,2,0,0,0,0,3
290,Peter McIntyre,NU,LB,31,37,68,0.0,0,0,0,0,0,0,0
290,Isaiah Lewis,COLO,S,50,18,68,0.0,0,0,2,38,38,0,0
290,Brett Anderson II,BALL,S,46,22,68,0.0,0,1,0,0,0,0,2
290,Cory McCoy,MRSH,S,30,38,68,1.0,8,3,2,65,53,0,1
290,Davon Ferguson,BGSU,CB,45,23,68,2.0,16,4,0,0,0,0,1
290,Darien Butler,ASU,LB,32,36,68,2.0,11,3,3,0,0,0,0
290,Ricky Miezan,STAN,LB,37,31,68,2.0,4,2,0,0,0,0,0
290,Nick Hampton,APP,LB,38,30,68,11.0,58,2,0,0,0,0,0
290,Vincent Davis,USF,S,43,25,68,0.0,0,1,0,0,0,0,0
290,Zaire Barnes,WMU,LB,45,23,68,2.5,24,0,0,0,0,0,1
290,Cory Gross Jr.,BUFF,S,34,34,68,0.0,0,1,0,0,0,0,0
290,Erick Hallett,PITT,CB,46,22,68,0.0,0,8,3,19,19,1,2
290,Max Tooley,BYU,LB,37,31,68,1.0,1,3,1,0,0,0,0
290,Luke Martin,CLT,LB,30,38,68,0.5,4,1,2,8,8,1,0
290,Cam'Ron Kelly,UNC,DB,40,28,68,0.0,0,3,4,24,21,0,0
290,Joey Noble,UNM,DE,40,28,68,6.5,38,0,0,0,0,0,0
307,Ferrod Gardner,UL,LB,30,37,67,1.5,10,3,1,0,0,0,0
307,Nazeeh Johnson,MRSH,S,43,24,67,0.0,0,5,2,0,0,0,0
307,Corvin Moment,WMU,LB,50,17,67,3.0,28,3,0,0,0,0,2
307,C.J. Coldon Jr.,WYO,CB,48,19,67,1.0,5,10,0,0,0,0,0
307,T.D. Roof,APP,LB,41,26,67,3.0,21,1,2,100,90,0,1
307,Kieren Douglas,PUR,LB,40,27,67,0.0,0,1,1,5,5,0,0
307,Kendall Williamson,STAN,S,40,27,67,1.0,9,6,0,0,0,0,1
307,Christian Young,ARIZ,S,28,39,67,0.0,0,4,0,0,0,0,0
307,Channing Tindall,UGA,LB,35,32,67,5.5,49,0,0,0,0,0,1
307,Jarius Reimonenq,ARST,S,44,23,67,0.0,0,8,2,25,15,0,0
307,Enock Makonzo,CCU,S,29,38,67,0.0,0,1,0,0,0,0,1
307,Jaylon Carlies,MIZ,S,54,13,67,0.0,0,0,4,51,27,0,1
319,Sterling Weatherford,M-OH,S,39,27,66,1.0,9,4,2,0,0,0,0
319,Mike Brown,M-OH,DB,37,29,66,2.5,17,1,0,0,0,0,1
319,Jaden Hunter,WKU,LB,35,31,66,3.0,11,1,1,0,0,0,2
319,Ezekiel Noa,BSU,LB,28,38,66,3.0,18,0,0,0,0,0,0
319,Nick Cross,MD,S,44,22,66,3.0,16,5,3,55,45,0,2
319,M.J. Griffin,TEM,DB,47,19,66,1.0,8,4,0,0,0,0,0
319,Mark Perry,COLO,S,42,24,66,0.0,0,3,3,55,40,0,0
326,Qwuantrezz Knight,UCLA,S,47,18,65,2.5,30,3,0,0,0,0,3
326,Tariq Carpenter,GT,LB,40,25,65,0.0,0,2,0,0,0,0,1
