RK,NAME,TEAM,REC,YDS,AVG,LNG,TD
72,Xavier Ubosi,UAB,35,837,23.9,95,8
73,Jace Sternberger,TA&M,48,832,17.3,53,10
74,Emanuel Hall,MIZ,37,828,22.4,67,6
75,A.J. Richardson,BSU,54,825,15.3,74,8
76,JD Spielman,NEB,66,818,12.4,75,8
77,Dezmon Patmon,WSU,61,816,13.4,65,5
78,Gabe Davis,UCF,53,815,15.4,75,7
79,T.J. Rahming,DUKE,75,811,10.8,85,8
80,Jalen Guyton,UNT,54,805,14.9,75,6
81,Ja'Deion High,TTU,62,804,13.0,62,4
82,Damon Hazelton,VT,51,802,15.7,72,8
82,Reggie Roberson Jr.,SMU,52,802,15.4,59,6
84,Jayden Reed,WMU,56,797,14.2,62,8
85,Bisi Johnson,CSU,54,796,14.7,58,4
86,Denzel Mims,BAY,55,794,14.4,55,8
87,Kahlil Lewis,CIN,56,782,14.0,61,9
88,Flynn Nagel,NW,68,780,11.5,61,2
89,Dee Eskridge,WMU,38,776,20.4,84,3
90,Jared Pinkney,VAN,50,774,15.5,53,7
91,Corey Sutton,APP,44,773,17.6,90,10
92,Diontae Johnson,TOL,49,761,15.5,80,8
93,T.J. Hockenson,IOWA,49,760,15.5,54,6
94,Shawn Poindexter,ARIZ,42,759,18.1,75,11
95,Blake Banham,EMU,60,758,12.6,75,5
95,Michael Pittman Jr.,USC,41,758,18.5,65,6
97,Sean Riley,SYR,64,756,11.8,75,3
98,KJ Hamler,PSU,42,754,18.0,93,5
99,Amon-Ra St. Brown,USC,60,750,12.5,53,3
100,Justin McInnis,ARKST,61,748,12.3,78,5
101,Lynn Bowden Jr.,UK,67,745,11.1,54,5
102,Nyqwan Murray,FSU,54,744,13.8,58,3
102,Tamorrion Terry,FSU,35,744,21.3,78,8
104,Isaac Zico,PUR,46,743,16.2,50,6
105,Jack Sorenson,M-OH,53,742,14.0,54,2
106,Henry Ruggs III,ALA,46,741,16.1,57,11
107,Johnathon Johnson,MIZ,59,737,12.5,86,5
108,Kaleb Fossum,NEV,70,734,10.5,34,1
109,Terren Encalade,TULN,44,727,16.5,74,5
110,Malcolm Williams,CCU,47,724,15.4,61,5
111,Teddy Veal,LT,70,716,10.2,41,1
112,Johnathan Boone,NMSU,59,715,12.1,37,3
113,Tre Walker,SJSU,39,714,18.3,75,5
114,Victor Tucker,CHAR,54,712,13.2,67,2
115,Irv Smith Jr.,ALA,44,710,16.1,76,7
116,Josh Oliver,SJSU,56,709,12.7,70,4
116,Ron'quavion Tarver,USU,66,709,10.7,42,8
118,Rashod Bateman,MINN,51,704,13.8,86,6
119,Terry McLaurin,OSU,35,701,20.0,75,11
120,Marcus Simms,WVU,46,699,15.2,82,2
121,DeVonta Smith,ALA,42,693,16.5,57,6
122,Keith Corbin III,HOU,40,691,17.3,51,10
123,Ventell Bryant,TEM,51,690,13.5,62,3
124,Jalen Greene,USU,44,689,15.7,80,6
124,Anthony Ratliff-Williams,UNC,42,689,16.4,51,2
126,Dredrick Snelson,UCF,43,688,16.0,48,5
127,T.J. Vasher,TTU,54,687,12.7,37,7
128,Trenton Irwin,STAN,60,685,11.4,37,2
128,Tay Martin,WSU,69,685,9.9,50,8
130,Randall St. Felix,USF,33,679,20.6,75,4
131,Theo Howard,UCLA,51,677,13.3,58,4
132,Tyler Vaughns,USC,58,674,11.6,48,6
133,Shi Smith,SC,45,673,15.0,53,4
134,Darius Slayton,AUB,35,670,19.1,74,5
135,Johnnie Dixon,OSU,42,669,15.9,63,8
135,Penny Hart,GAST,49,669,13.7,51,2
137,Jared Rice,FRES,55,664,12.1,69,3
138,Harrison Bryant,FAU,45,662,14.7,56,4
139,Timmy Hernandez,ORST,58,661,11.4,46,3
140,Jon'Vea Johnson,TOL,32,660,20.6,57,9
141,Greg Campbell Jr.,UTSA,58,658,11.3,44,2
142,Shun Brown,ARIZ,64,655,10.2,65,6
143,Easop Winston Jr.,WSU,52,654,12.6,89,8
144,Trevon Bradford,ORST,56,649,11.6,63,6
144,Andre Williams,AKRON,46,649,14.1,56,6
146,Cody Thompson,TOL,48,647,13.5,38,10
147,Chase Claypool,ND,50,639,12.8,35,4
148,Britain Covey,UTAH,60,637,10.6,48,1
149,K.D. Nixon,COLO,52,636,12.2,51,4
150,Kaden Smith,STAN,47,635,13.5,36,2
151,Austin Trammell,RICE,62,632,10.2,53,3
151,Nico Collins,MICH,38,632,16.6,52,6
153,DJ Stubbs,LIB,50,631,12.6,55,1
154,CJ Worton,FIU,37,627,16.9,58,6
155,Justin Hall,BALL,69,622,9.0,61,0
156,Jauan Wesley,NIU,54,619,11.5,34,2
156,Isaiah Zuber,KSU,52,619,11.9,72,5
158,Tyre McCants,USF,59,617,10.5,72,3
159,Emeka Emezie,NCST,53,616,11.6,67,5
160,James Williams,WSU,83,613,7.4,41,4
161,Donovan Peoples-Jones,MICH,47,612,13.0,79,8
162,Austin Maloney,FIU,30,610,20.3,54,5
163,Ja'Marcus Bradley,ULL,40,608,15.2,53,10
164,Johnathan Lloyd,DUKE,51,604,11.8,68,5
165,Dillon Stoner,OKST,48,603,12.6,32,2
166,Branden Mack,TEM,44,601,13.7,49,5
167,Fred Trevillion,SDSU,22,598,27.2,76,3
168,Mike Carrigan,KENT,45,597,13.3,49,5
169,Marquez Callaway,TENN,37,592,16.0,51,2
169,Arthur Jackson III,EMU,46,592,12.9,76,5
171,Nick Westbrook-Ikhine,IND,42,590,14.0,41,4
172,Jaylen Dixon,UTAH,32,589,18.4,61,2
173,Quartney Davis,TA&M,45,585,13.0,37,7
174,Andre Baccellia,WASH,55,584,10.6,48,0
175,Brycen Hopkins,PUR,34,583,17.1,74,2
176,Sage Surratt,WAKE,41,581,14.2,43,4
176,Aaren Vaughns,USU,33,581,17.6,72,5
178,Hasise Dubois,UVA,52,578,11.1,33,5
179,Keenen Brown,TXST,51,577,11.3,46,5
180,Amari Rodgers,CLEM,55,575,10.5,68,4
180,Jaelon Darden,UNT,48,575,12.0,46,4
180,Keylon Stokes,TLSA,41,575,14.0,70,2
183,Marcus Armstrong-Brown,HAW,50,573,11.5,42,2
184,Chris Finke,ND,49,571,11.7,56,2
185,Riley Ridley,UGA,44,570,13.0,35,9
186,DK Metcalf,MISS,26,569,21.9,75,5
187,Omar Bayless,ARKST,39,566,14.5,54,2
188,Patrick Smith,MTSU,57,565,9.9,49,6
188,Aaron Cephus,RICE,40,565,14.1,41,5
188,Nykeim Johnson,SYR,41,565,13.8,82,4
188,Taj Harris,SYR,40,565,14.1,51,3
192,Lucky Jackson,WKU,51,563,11.0,66,4
192,Jeff Thomas,MIAMI,35,563,16.1,67,3
194,Ben Skowronek,NW,45,562,12.5,40,3
194,Tre Nixon,UCF,40,562,14.1,47,4
194,Romeo Doubs,NEV,43,562,13.1,57,2
197,Eric Kumah,VT,42,559,13.3,49,7
198,Taysir Mack,PITT,25,557,22.3,63,1
199,Cody White,MSU,42,555,13.2,40,2
200,Jaylen Smith,LOU,36,550,15.3,42,1
201,B.J. Farrow,LIB,40,546,13.6,37,5
201,Ryan Davis,AUB,69,546,7.9,47,1
201,Devin Duvernay,TEX,41,546,13.3,48,4
204,Hunter Renfrow,CLEM,49,544,11.1,40,1
205,Alex Bachman,WAKE,37,541,14.6,49,6
206,Mitchell Wilcox,USF,43,540,12.6,45,2
207,Courtney Lark,HOU,35,539,15.4,65,5
208,Kwadarrius Smith,AKRON,33,538,16.3,51,3
209,Steven Sims,KU,53,535,10.1,65,4
209,CT Thomas,BSU,41,535,13.0,53,3
209,Tre Turner,VT,26,535,20.6,46,4
212,Seth Williams,AUB,26,534,20.5,62,5
213,Antwan Dixon,KENT,52,532,10.2,47,2
213,Mecole Hardman Jr.,UGA,34,532,15.6,59,7
215,Mik'Quan Deane,WKU,44,530,12.0,43,6
216,Jason Huntley,NMSU,47,529,11.3,60,3
216,Andre Wilson,UAB,32,529,16.5,40,5
218,R.J. Turner,ULM,36,526,14.6,57,1
218,Kobay White,BC,33,526,15.9,42,3
220,Austin Walter,RICE,44,525,11.9,68,2
220,Tony Ellison,ARIZ,29,525,18.1,55,6
220,Ryheem Malone,ULL,44,525,11.9,47,4
223,Corey Lacanaria,BALL,49,524,10.7,36,3
224,A.J. Taylor,WIS,32,521,16.3,44,3
225,Dalton Schoen,KSU,32,520,16.3,42,2
226,Noah Fant,IOWA,39,519,13.3,65,7
227,Quintin Morris,BGSU,42,516,12.3,42,7
228,Maurice Ffrench,PITT,35,515,14.7,78,6
229,Zach Gentry,MICH,32,514,16.1,42,2
230,Delane Hart-Johnson,UNM,33,512,15.5,44,5
230,OJ Clark,NMSU,52,512,9.8,40,1
232,Chris Platt,BAY,36,511,14.2,45,1
232,Matt Bushman,BYU,29,511,17.6,39,2
234,Donavan Hale,IND,42,508,12.1,43,6
234,Tim Jones,USM,42,508,12.1,70,1
236,Dazz Newsome,UNC,44,506,11.5,55,2
237,Andrew Meyer,OHIO,36,505,14.0,59,5
237,Obi Obialo,MRSH,42,505,12.0,45,4
239,John Hightower,BSU,31,504,16.3,67,6
240,Van Jefferson,FLA,35,503,14.4,41,6
241,Vic Wharton III,CAL,50,502,10.0,55,1
242,La'Michael Pettway,ARK,30,499,16.6,48,4
243,Jamire Calvin,WSU,42,497,11.8,54,1
244,D.J. Brown,NIU,57,496,8.7,66,5
245,Jacquez Sloan,WKU,31,495,16.0,60,0
245,Cornelius McCoy,GAST,35,495,14.1,45,1
247,Kawaan Baker,USA,33,494,15.0,51,4
247,Nick Easley,IOWA,52,494,9.5,75,5
249,Desmond Dan Jr.,NMSU,37,491,13.3,41,3
249,Ty Jones,WASH,31,491,15.8,43,6
251,Colby Parkinson,STAN,29,485,16.7,75,7
252,Joshua Palmer,TENN,23,484,21.0,53,2
253,Cameron Green,NW,57,483,8.5,22,4
254,Kyle Buss,UCONN,32,482,15.1,80,3
255,Justin Hobbs,TLSA,39,480,12.3,49,3
256,Isaiah Harper,ODU,55,479,8.7,53,1
257,Maurice Alexander,FIU,40,474,11.9,76,5
257,Felton Davis III,MSU,31,474,15.3,37,4
257,Camron Buckley,TA&M,34,474,13.9,69,1
257,Brandon Aiyuk,ASU,33,474,14.4,58,3
261,Rashad Medaris,CIN,26,472,18.2,77,3
261,Deondre Douglas,TROY,48,472,9.8,41,7
263,Josiah Deguara,CIN,38,468,12.3,38,5
263,Terry Wright,PUR,28,468,16.7,82,5
265,Albert Okwuegbunam Jr.,MIZ,43,466,10.8,58,6
266,Joe Reed,UVA,25,465,18.6,75,7
266,Marcus Bennett,AFA,24,465,19.4,54,3
268,Gatlin Casey,MTSU,40,463,11.6,70,3
269,Collin Lisa,UAB,33,462,14.0,37,1
270,Tony Pollard,MEM,39,458,11.7,44,3
271,Lee Morris,OKLA,21,457,21.8,65,8
271,Kailon Carter,UAB,23,457,19.9,50,2
273,Jake Ferguson,WIS,36,456,12.7,36,4
274,Willie Wright,FAU,46,452,9.8,35,2
275,Chris Autman-Bell,MINN,28,449,16.0,69,0
275,Kyle Williams,ASU,44,449,10.2,38,2
277,Tre Hartley,SJSU,32,446,13.9,51,3
278,Randle Jones,TEM,23,445,19.3,70,4
279,Warren Redix,UTEP,36,442,12.3,42,0
280,Darnell Salomon,USF,25,440,17.6,66,4
280,Stephen Guidry,MSST,19,440,23.2,84,3
280,CJ Bolar,VAN,34,440,12.9,49,2
283,Jauan Jennings,TENN,30,438,14.6,43,3
283,Keenen Johnson,TLSA,34,438,12.9,41,4
285,Jamire Jordan,FRES,27,434,16.1,86,3
285,Brandon Presley,UNLV,35,434,12.4,46,3
287,Michael Lawrence,UNT,32,433,13.5,50,2
287,Jaylon Redd,ORE,38,433,11.4,48,5
289,Isaac Nauta,UGA,30,430,14.3,55,3
290,Osirus Mitchell,MSST,26,427,16.4,84,4
291,Quin Jernighan,WKU,40,426,10.6,29,1
292,Isaiah McKoy,KENT,42,423,10.1,75,3
293,Luke Timian,IND,46,422,9.2,30,0
293,Spencer Tears,NIU,40,422,10.6,58,4
293,Dez Fitzpatrick,LOU,31,422,13.6,43,3
293,Tyleek Collins,UNLV,31,422,13.6,79,6
297,Frank Darby,ASU,21,421,20.0,72,2
298,Chris Taylor,DUKE,31,419,13.5,52,3
298,Mathew Sexton,EMU,37,419,11.3,75,3
298,Sadiq Palmer,UMASS,28,419,15.0,38,2
298,Jalen Knox,MIZ,27,419,15.5,59,3
302,Cameron Odom,OHIO,30,418,13.9,41,2
302,JJ Holloman,UGA,24,418,17.4,65,5
302,Danny Davis,WIS,40,418,10.4,29,5
305,Tarique Milton,ISU,34,417,12.3,60,1
306,Keith Gavin,FSU,26,415,16.0,57,1
307,Darrell Stewart Jr.,MSU,48,413,8.6,27,1
308,KaVontae Turpin,TCU,29,410,14.1,42,3
309,Romello Brooker,HOU,33,409,12.4,52,7
310,Ricky Smalling,ILL,33,406,12.3,67,5
310,Tutu Atwell,LOU,24,406,16.9,53,2
312,Warren Jackson,CSU,32,405,12.7,24,4
313,Cheyenne O'Grady,ARK,30,400,13.3,39,6
314,Sidney Davis,TROY,43,399,9.3,45,3
315,Elijah Moore,MISS,36,398,11.1,50,2
316,Ky'Jon Tyler,CCU,26,397,15.3,81,2
317,Aaron McLean,UCONN,32,396,12.4,41,2
317,Grant Calcaterra,OKLA,26,396,15.2,35,6
319,James Price,WYO,26,395,15.2,72,1
319,Charlie Jones,BUFF,18,395,21.9,53,3
321,Giovanni Ricci,WMU,35,392,11.2,47,3
322,Jeff Smith,BC,20,387,19.4,71,6
323,Kenny Young,M-OH,42,384,9.1,59,4
324,Maurice Ways,CAL,34,383,11.3,41,1
324,Thayer Thomas,NCST,34,383,11.3,29,3
324,Marcel Williams,MRSH,24,383,16.0,82,1
327,Hezekiah Grimsley,VT,31,382,12.3,46,1
328,Jonah Morris,AKRON,26,381,14.7,43,1
328,Ty Fryfogle,IND,29,381,13.1,37,3
330,Rafael Araujo-Lopes,PITT,37,380,10.3,68,4
330,D.J. Matthews Jr.,FSU,41,380,9.3,31,1
332,Jake Breeland,ORE,24,377,15.7,66,2
332,Adrian Killins,UCF,19,377,19.8,71,4
334,Elijah Lilly,UNM,21,375,17.9,74,5
334,Jhamon Ausbon,TA&M,31,375,12.1,26,0
336,Lawrence Cager,MIAMI,21,374,17.8,36,6
336,Max Borghi,WSU,53,374,7.1,30,4
338,Terry Godwin,UGA,22,373,17.0,75,3
339,Deondre Farrier,ECU,30,372,12.4,41,2
339,Kahale Warring,SDSU,31,372,12.0,30,3
339,Line Latu,EMU,22,372,16.9,54,3
342,Kanawai Noa,CAL,30,369,12.3,52,2
342,Josh Hammond,FLA,28,369,13.2,49,4
344,Tavaris Harrison,FAU,21,368,17.5,49,0
344,Devaughn Cooper,ARIZ,18,368,20.4,53,0
344,Isaiah Wright,TEM,33,368,11.2,53,3
344,Bryce Singleton,FIU,29,368,12.7,49,2
344,Pat Freiermuth,PSU,26,368,14.2,27,8
349,Raheem Blackshear,RUTG,44,367,8.3,41,2
350,Deshaunte Jones,ISU,43,366,8.5,32,4
350,Trevon Wesco,WVU,26,366,14.1,43,1
352,Trevon Grimes,FLA,26,364,14.0,54,2
353,Joey Magnifico,MEM,21,363,17.3,44,5
353,Stephen Sullivan,LSU,23,363,15.8,42,2
355,Landon Wolf,OKST,33,362,11.0,42,2
355,Samson Nacua,UTAH,31,362,11.7,57,5
355,Tim Wilson Jr.,SDSU,19,362,19.1,35,3
358,Hergy Mayala,UCONN,40,361,9.0,23,5
358,Ihmir Smith-Marsette,IOWA,23,361,15.7,60,3
358,Brandon Smith,IOWA,28,361,12.9,30,2
361,Alize Mack,ND,36,360,10.0,47,3
362,Aleva Hifo,BYU,28,358,12.8,70,2
363,Anthony Schwartz,AUB,22,357,16.2,76,2
364,Braeden West,SMU,39,356,9.1,71,1
365,Darren Woods Jr.,UNLV,24,355,14.8,77,5
366,Binjimen Victor,OSU,21,354,16.9,47,4
366,Tyquan Thornton,BAY,20,354,17.7,41,3
368,Juwan Johnson,PSU,25,352,14.1,59,1
369,Jordan Mitchell,USM,37,351,9.5,49,3
369,Darwin Thompson,USU,23,351,15.3,88,2
371,Elijah Mitchell,ULL,20,349,17.5,64,3
372,Workpeh Kofa,CHAR,34,348,10.2,45,0
372,Tommy Sweeney,BC,32,348,10.9,37,3
372,Elijah Cooks,NEV,22,348,15.8,40,6
372,Trestan Ebner,BAY,29,348,12.0,75,1
376,Dax Raymond,USU,27,345,12.8,31,2
377,Jeremiah Booker,KU,31,344,11.1,35,5
378,Kyle Sweet,WSU,33,342,10.4,27,0
379,Tyree Mayfield,WYO,21,341,16.2,60,2
379,T.J. Simmons,WVU,28,341,12.2,59,1
379,Dalton Keene,VT,28,341,12.2,67,3
382,Talon Shumway,BYU,22,337,15.3,46,3
383,Kendrick Rogers,TA&M,27,336,12.4,30,5
384,Tony Brown,COLO,32,333,10.4,53,1
385,Brad Anderson,MTSU,27,332,12.3,66,0
386,Sam Mays,ILL,29,331,11.4,30,0
386,Austin Mack,OSU,26,331,12.7,48,1
386,RB Marlow III,BGSU,28,331,11.8,50,2
389,Keishawn Watson,WMU,25,330,13.2,40,2
389,Stephon Robinson Jr.,KU,28,330,11.8,34,1
391,DeAndre Thompkins,PSU,25,329,13.2,40,2
391,Seth Dawkins,LOU,25,329,13.2,47,1
391,Blake Proehl,ECU,29,329,11.3,37,1
394,Taivon Jacobs,MD,25,328,13.1,30,2
395,Carson Meier,OKLA,19,327,17.2,39,4
395,Bailey Gaither,SJSU,16,327,20.4,79,3
395,Alfred Smith,LT,30,327,10.9,34,2
395,Thomas Hennigan,APP,29,327,11.3,33,1
395,Armani Levias,MRSH,25,327,13.1,35,3
400,Jeremiah Haydel,TXST,16,326,20.4,93,4
401,J-Shun Harris II,IND,37,325,8.8,30,2
401,Jarrod Jackson,ULL,19,325,17.1,53,4
403,Juwann Winfree,COLO,28,324,11.6,33,2
404,David Lucero,UTEP,20,322,16.1,88,2
405,Khari Blasingame,VAN,25,320,12.8,65,1
406,Luke Mayock,M-OH,22,319,14.5,28,3
407,C.J. Conrad,UK,30,318,10.6,32,3
408,Seth Collins,TTU,32,317,9.9,32,2
409,Anselem Umeh,UNM,16,316,19.8,56,2
410,C.J. Riley,NCST,28,315,11.3,37,2
410,CJ Verdell,ORE,27,315,11.7,28,2
412,Keynan Foster,UTEP,18,313,17.4,67,2
412,Julian Hicks,CMU,28,313,11.2,37,4
412,Ja'Marr Chase,LSU,23,313,13.6,45,3
415,Cameron Butler,CSU,29,312,10.8,54,0
416,Ronnie Rivers,FRES,26,311,12.0,34,3
416,Dominic Stampley,ILL,19,311,16.4,84,2
418,Rico Arnold,CHAR,23,310,13.5,48,1
419,Kerr Johnson Jr.,KU,30,309,10.3,31,2
419,Travell Harris,WSU,27,309,11.4,39,1
419,Isiah Cox,OHIO,11,309,28.1,70,3
422,Derrick Dillon,LSU,22,307,14.0,71,2
423,Dominique Heath,APP,23,304,13.2,64,5
423,Matthew Eaton,ISU,27,304,11.3,38,2
423,Markis McCray,ULM,27,304,11.3,41,0
423,Pop Williams,MEM,33,304,9.2,30,2
427,Royce Caldwell,NMSU,29,303,10.4,53,2
427,Taye Barber,TCU,32,303,9.5,24,2
429,Kyle Fourtenbary,WKU,36,302,8.4,28,2
430,Rhashid Bonnette,LT,22,300,13.6,43,1
431,Hutch White,TXST,34,298,8.8,35,2
432,Demari Simpkins,UTAH,26,297,11.4,68,2
432,Jordan Nathan,USU,28,297,10.6,42,3
432,D'Andre Swift,UGA,32,297,9.3,35,3
435,Darrell Henderson Jr.,MEM,19,295,15.5,71,3
436,Tray Eafford,TROY,24,292,12.2,60,3
437,Pooka Williams Jr.,KU,33,289,8.8,28,2
438,Patrick Laird,CAL,51,288,5.6,29,4
438,Jarion Anderson,TLSA,28,288,10.3,37,1
438,Jeshaun Jones,MD,22,288,13.1,65,5
441,Brevin Jordan,MIAMI,32,287,9.0,41,4
441,Calvin Jackson,WSU,26,287,11.0,38,2
443,Devin Gentry,GAST,22,286,13.0,46,3
443,Jordan Mims,FRES,21,286,13.6,55,2
445,Terrell Green,ECU,26,285,11.0,32,0
445,Bryson Smith,HOU,30,285,9.5,30,4
445,Jeremy Singleton,HOU,19,285,15.0,52,2
448,Dawson Knox,MISS,15,284,18.9,48,0
449,Kyric McGowan,NW,16,283,17.7,77,2
449,Tavares Thomas,MTSU,38,283,7.4,44,4
451,Benny LeMay,CHAR,21,282,13.4,71,0
452,Andrew Beck,TEX,28,281,10.0,36,2
452,Ryeshene Bronson,USF,25,281,11.2,72,1
452,Terry Juniel,UTEP,21,281,13.4,76,3
455,Nate Stewart,AKRON,22,280,12.7,56,1
456,Michael Colubiale,UCF,21,278,13.2,27,3
456,Trenard Davis,ILL,30,278,9.3,29,0
456,Trayveon Williams,TA&M,27,278,10.3,38,1
456,Jayshon Jackson,CIN,23,278,12.1,33,2
456,Dontay Demus Jr.,MD,13,278,21.4,56,0
461,Dylan Collie,BYU,24,277,11.5,41,3
462,Dee Anderson,LSU,20,274,13.7,28,1
462,Jared Sparks,PUR,28,274,9.8,19,0
464,Kendric Pryor,WIS,23,273,11.9,35,3
464,Jordan McCray,USA,29,273,9.4,34,4
466,Foster Moreau,LSU,22,272,12.4,24,2
466,Jeremiah Miller,CCU,21,272,13.0,24,1
466,Sterling Palmer,FIU,25,272,10.9,36,2
469,Daniel Helm,DUKE,26,271,10.4,37,2
469,Braylon Sanders,MISS,16,271,16.9,55,1
471,Kelvin Smith,UNT,29,269,9.3,37,1
471,Brennon Dingle,UMASS,19,269,14.2,37,2
473,Brad Stewart,GT,15,268,17.9,37,3
473,Cedric Peterson,ARIZ,18,268,14.9,57,4
475,Jordan Duncan,CAL,20,267,13.4,33,4
475,Jonathan Adams,ARKST,17,267,15.7,35,3
475,Raghib Ismail Jr.,WYO,24,267,11.1,26,2
478,Velus Jones Jr.,USC,24,266,11.1,45,1
479,Carl Tucker,UNC,16,265,16.6,80,2
479,Freddie Swain,FLA,14,265,18.9,65,5
481,Cam Chambers,MSU,19,264,13.9,36,0
482,Brodrick Yancy,TEM,15,263,17.5,40,1
482,J.K. Dobbins,OSU,26,263,10.1,35,2
482,Eno Benjamin,ASU,35,263,7.5,29,2
485,Jaylond Adams,USM,25,262,10.5,75,2
485,Ethan Dedeaux,SDSU,22,262,11.9,46,0
487,Kadarius Toney,FLA,25,260,10.4,45,1
488,Malik Williams,APP,23,257,11.2,38,3
489,Deddrick Thomas,MSST,19,256,13.5,44,2
489,Tre' McKitty,FSU,26,256,9.8,32,2
491,Drake Harris,WMU,27,255,9.4,19,1
492,Deon Jackson,DUKE,26,253,9.7,74,2
493,Drew Sample,WASH,25,252,10.1,33,3
494,Devante Peete,LOU,21,250,11.9,37,0
494,Austin Conway,WYO,32,250,7.8,22,1
496,Connor Heyward,MSU,32,249,7.8,36,0
497,Qua Searcy,GT,9,247,27.4,86,1
497,Josh Jacobs,ALA,20,247,12.4,33,3
499,Jack Stoll,NEB,21,245,11.7,37,3
499,Bo Melton,RUTG,28,245,8.8,28,0
499,Dylan Drummond,EMU,25,245,9.8,27,1
502,Mekhi Stevenson,UNLV,20,244,12.2,51,1
503,Scotty Washington,WAKE,20,243,12.1,39,3
504,Marques Jones,BAY,21,242,11.5,52,2
505,Ronald Cleveland,AFA,15,241,16.1,69,2
505,Jordan Myers,RICE,15,241,16.1,60,1
505,DeMichael Harris,USM,27,241,8.9,74,2
508,Mike Harley Jr.,MIAMI,21,240,11.4,42,0
509,Zach Reuter,KSU,18,239,13.3,37,0
510,Justin Johnson,MSST,17,238,14.0,37,1
510,Jalen Virgil,APP,17,238,14.0,41,0
510,Hunter Bryant,WASH,11,238,21.6,59,1
510,Zak Simon,UMASS,15,238,15.9,67,2
510,KeSean Carter,TTU,26,238,9.2,25,1
