RK,NAME,TEAM,"('Unnamed: 0_level_0', 'POS')","('Tackles', 'SOLO')","('Tackles', 'AST')","('Tackles', 'TOT')","('Sacks', 'SACK')","('Sacks', 'YDS')","('Interceptions', 'PD')","('Interceptions', 'INT')","('Interceptions', 'YDS')","('Interceptions', 'LNG')","('Interceptions', 'TD')","('Unnamed: 11_level_0', 'FF')"
21,James Patterson,BUFF,LB,69,48,117,1.5,18,2,1,5,5,0,2
23,Dallas Gant,TOL,LB,50,65,115,0.0,0,5,0,0,0,0,2
23,Jett Johnson,MSST,LB,48,67,115,2.0,16,2,0,0,0,0,0
25,Nathaniel Watson,MSST,LB,51,62,113,6.0,47,0,1,51,51,0,1
25,Nick Anderson,TULN,LB,62,51,113,2.0,18,4,0,0,0,0,2
25,Marques Watson-Trent,GASO,LB,49,64,113,1.0,5,3,0,0,0,0,1
28,Charlie Thomas III,GT,LB,71,41,112,2.0,13,2,2,28,28,0,2
28,Krishon Merriweather,TTU,LB,71,41,112,2.0,11,0,0,0,0,0,2
30,Xavier Cullens,MEM,LB,59,52,111,2.0,15,2,3,113,54,2,1
31,Kyle Soelle,ASU,LB,56,54,110,0.0,0,2,2,0,0,0,0
31,Clayton Coll,BALL,LB,49,61,110,2.0,6,3,0,0,0,0,2
33,Noah Wilder,UAB,LB,59,50,109,0.5,3,2,0,0,0,0,1
33,David Ugwoegbu,OU,DL,56,53,109,2.0,19,1,0,0,0,0,0
35,Chris Ojoh,NMSU,LB,69,39,108,5.0,30,2,0,0,0,0,2
35,Dwayne Boyles,USF,LB,69,39,108,1.0,3,3,1,37,37,0,3
35,DJ Schramm,BOIS,LB,54,54,108,0.5,3,0,0,0,0,0,1
35,Dyontae Johnson,TOL,LB,42,66,108,3.0,24,3,0,0,0,0,1
35,DeMarcco Hellams,ALA,S,67,41,108,1.0,8,7,1,0,0,0,1
35,Jack Howell,CSU,DB,42,66,108,0.5,5,3,3,19,19,0,1
41,JaQues Evans,WKU,LB,65,42,107,9.0,67,5,0,0,0,0,0
42,Daiyan Henley,WSU,LB,54,52,106,4.0,20,1,1,11,11,0,3
42,Kenny Logan Jr.,KU,S,72,34,106,0.0,0,4,2,43,26,0,1
42,Anfernee Orji,VAN,LB,52,54,106,1.0,8,0,1,0,0,0,1
45,Larry Nixon III,UNT,LB,51,53,104,1.0,7,0,0,0,0,0,0
45,Jackson Sirmon,CAL,LB,49,55,104,3.5,12,4,1,1,1,0,1
45,Nick Jackson,UVA,LB,41,63,104,5.0,30,4,0,0,0,0,0
45,Travion Fluellen,MTSU,S,58,46,104,0.0,0,8,2,32,32,1,0
45,Cody Moon,UNM,LB,42,62,104,4.5,36,3,0,0,0,0,1
50,Nico Bolden,KENT,S,64,39,103,0.0,0,1,0,0,0,0,0
50,Power Echols,UNC,LB,70,33,103,2.0,19,2,1,40,40,0,1
50,Drew Sanders,ARK,LB,40,63,103,9.5,45,5,1,13,13,0,3
53,Kyle Harmon,SJSU,LB,44,58,102,4.0,32,5,0,0,0,0,1
53,Craig Slocum Jr.,TROY,S,38,64,102,0.0,0,7,1,0,0,0,1
53,Anthony Wilson Jr.,GASO,S,62,40,102,1.5,4,5,1,4,4,0,1
53,Gaethan Bernadel,FIU,LB,57,45,102,1.5,11,0,0,0,0,0,0
57,Justin Wright,TLSA,LB,56,45,101,2.0,14,3,2,5,5,0,1
57,Drake Thomas,NCST,LB,50,51,101,7.5,54,4,0,0,0,0,0
57,AJ Vongphachanh,USU,LB,36,65,101,2.0,5,3,0,0,0,0,2
57,Junior Colson,MICH,LB,42,59,101,2.0,10,1,0,0,0,0,0
61,Jourdan Quibodeaux,UL,LB,26,74,100,1.5,6,0,0,0,0,0,0
61,Dequan Jackson,CSU,LB,43,57,100,0.0,0,1,0,0,0,0,2
61,Bryce Gallagher,NU,LB,58,42,100,1.5,6,1,1,0,0,0,1
61,Kendell Brooks,MSU,S,48,52,100,0.0,0,3,0,0,0,0,3
61,Leo Lowin,ARMY,LB,54,46,100,3.0,15,1,2,7,7,0,1
66,Bryson Powers,TLSA,S,50,49,99,1.0,6,3,0,0,0,0,1
66,Jason Taylor II,OKST,S,80,19,99,0.0,0,7,6,44,17,0,0
66,Malik Shorts,USM,DB,54,45,99,0.0,0,3,3,46,30,0,0
66,Jammie Robinson,FSU,S,46,53,99,1.0,6,5,1,0,0,0,0
70,Brandon Bouyer-Randle,CONN,LB,34,64,98,1.0,2,2,2,70,39,0,1
70,Derrick Smith,WKU,LB,63,35,98,3.0,18,4,1,0,0,0,1
70,Jalen Mackie,MASS,LB,36,62,98,3.5,24,1,1,-5,-5,0,0
70,Elias Neal,MRSH,LB,49,49,98,3.0,12,3,1,18,18,0,0
70,Jordan Veneziale,GAST,LB,55,43,98,2.0,9,3,0,0,0,0,0
70,Durante Jones,CONN,DB,41,57,98,0.0,0,2,1,0,0,0,1
70,Ben Bywater,BYU,LB,31,67,98,1.0,4,2,3,95,76,1,0
77,Michael Dowell,M-OH,DB,49,48,97,2.0,10,6,0,0,0,0,1
77,Donovan Manuel,FIU,LB,48,49,97,1.0,6,3,0,0,0,0,0
77,Tyrice Knight,UTEP,LB,50,47,97,1.0,9,5,1,-2,-2,0,3
80,Darius Joiner,DUKE,DB,61,35,96,4.0,29,5,2,3,3,0,2
80,Josh Chandler-Semedo,COLO,LB,64,32,96,3.5,28,1,1,-1,-1,0,0
80,Keye Thompson,OHIO,LB,45,51,96,1.5,10,3,1,0,0,0,1
80,John Marshall,NAVY,LB,44,52,96,11.5,77,7,1,0,0,0,2
80,Mason Cobb,OKST,LB,58,38,96,2.0,2,1,1,13,13,0,1
80,Marvin Pierre,KENT,LB,56,40,96,1.5,7,2,1,33,33,1,2
86,Jaquan Amos,BALL,S,61,34,95,0.5,5,4,1,31,31,0,0
86,Cal Wallerstedt,UTEP,LB,32,63,95,8.0,43,1,0,0,0,0,1
86,DeMarvion Overshown,TEX,LB,49,46,95,4.0,19,5,0,0,0,0,0
86,JT Killen,CCU,LB,33,62,95,2.5,20,3,0,0,0,0,1
86,Maema Njongmeta,WISC,LB,53,42,95,3.5,26,1,1,6,6,0,0
86,Demetrius Hill,FIU,DB,51,44,95,1.0,3,2,1,0,0,0,3
92,Henry To'oTo'o,ALA,LB,45,49,94,2.5,15,0,0,0,0,0,0
92,Rich Miller,KU,LB,56,38,94,1.0,4,0,1,37,37,0,0
92,Jordan Riley,BALL,S,60,34,94,1.0,1,12,0,0,0,0,0
95,Troy Brown,MISS,LB,44,49,93,0.5,5,5,0,0,0,0,1
95,Hunter Reynolds,USU,S,57,36,93,0.0,0,7,3,6,6,0,0
95,Shaka Heyward,DUKE,LB,48,45,93,2.0,18,6,2,8,8,0,0
95,Zaire Barnes,WMU,LB,60,33,93,1.0,9,8,1,12,12,0,1
95,Jerrick Reed II,UNM,S,50,43,93,0.0,0,11,1,0,0,0,2
100,Bumper Pool,ARK,LB,37,55,92,2.0,16,3,0,0,0,0,0
100,Lee Kpogba,WVU,LB,44,48,92,3.5,19,0,0,0,0,0,0
100,Owen Pappoe,AUB,LB,51,41,92,2.5,18,3,1,0,0,0,2
100,Kyle Moretti,CMU,LB,58,34,92,3.0,30,2,0,0,0,0,0
104,Morrell Osling III,UCLA,DB,63,28,91,0.0,0,3,0,0,0,0,0
104,Seth Benson,IOWA,LB,42,49,91,1.0,5,0,1,0,0,0,0
104,Chase Kline,EMU,LB,41,50,91,1.0,10,3,0,0,0,0,0
104,Darius Muasau,UCLA,LB,42,49,91,1.0,9,2,2,5,5,0,1
104,SirVocea Dennis,PITT,LB,42,49,91,7.0,59,3,1,67,67,0,2
104,Kobe Hylton,UTEP,S,54,37,91,0.5,4,3,0,0,0,0,2
110,DaShaun White,OU,LB,43,47,90,2.0,8,6,2,0,0,0,0
110,Larry Brooks,TULN,S,62,28,90,0.0,0,3,2,7,7,0,1
110,Khoury Bethley,ASU,DB,62,28,90,1.0,8,2,0,0,0,0,2
110,Jamal Ligon,UTSA,LB,43,47,90,1.0,7,1,0,0,0,0,2
110,Kosi Eldridge,TTU,LB,60,30,90,2.5,20,1,1,0,0,0,0
110,Brian Branch,ALA,S,58,32,90,3.0,20,7,2,2,2,0,0
116,Momo Sanogo,LOU,LB,44,45,89,4.5,35,0,0,0,0,0,0
116,Joe Sparacio,EMU,LB,42,47,89,1.0,6,1,1,13,13,0,0
116,Micah Baskerville,LSU,LB,44,45,89,1.0,6,8,1,29,29,1,0
116,Jeremiah Trotter Jr.,CLEM,LB,49,40,89,6.5,27,5,2,35,35,1,1
120,Dillon Doyle,BAY,LB,45,43,88,0.0,0,2,2,11,9,0,0
120,Mariano Sori-Marin,MINN,LB,45,43,88,1.5,9,3,0,0,0,0,0
120,Marlowe Wax,SYR,LB,55,33,88,4.5,31,2,0,0,0,0,2
123,Ian Swenson,CONN,LB,42,45,87,0.5,1,0,1,0,0,0,1
123,Santrell Latham,USM,LB,35,52,87,4.0,32,4,0,0,0,0,2
123,Sean-Thomas Faulkner,UNT,LB,43,44,87,0.0,0,3,0,0,0,0,0
123,Vinny DePalma,BC,LB,49,38,87,1.0,6,0,0,0,0,0,1
123,Deion Jennings,RUTG,LB,49,38,87,1.0,8,6,0,0,0,0,0
123,Xander Mueller,NU,LB,53,34,87,3.0,16,2,2,0,0,0,0
123,Malik Dixon-Williams,CONN,DB,48,39,87,0.0,0,6,2,0,0,0,0
123,Austin Moore,KSU,LB,57,30,87,1.5,6,4,1,0,0,0,2
123,Daylen Gill,USM,LB,36,51,87,4.5,24,3,0,0,0,0,1
123,Johnny Hodges,TCU,LB,45,42,87,2.0,16,1,0,0,0,0,0
123,Julius Wood,ECU,DB,38,49,87,0.0,0,4,2,45,47,1,2
134,Kendarin Ray,TLSA,S,55,31,86,0.0,0,5,1,23,23,0,3
134,Antavious Lane,GAST,DB,62,24,86,0.0,0,0,2,13,13,0,2
134,Levelle Bailey,FRES,LB,54,32,86,0.0,0,6,0,0,0,0,1
134,Jordan Magee,TEM,LB,50,36,86,4.5,34,3,0,0,0,0,1
134,Luke Reimer,NEB,LB,38,48,86,1.0,4,5,1,0,0,0,0
134,R'Tarriun Johnson,ODU,S,53,33,86,2.0,21,1,1,30,30,0,1
134,A.J. Haulcy,UNM,S,38,48,86,0.0,0,3,2,38,38,0,2
141,Jon-Michael Terry,TLSA,LB,43,42,85,1.5,14,0,0,0,0,0,0
141,Daniel Scott,CAL,S,57,28,85,0.0,0,4,3,59,40,0,2
141,Jimmy Phillips Jr.,SMU,LB,50,35,85,1.0,2,5,0,0,0,0,0
141,Logan Taylor,HAW,LB,49,36,85,1.0,7,0,1,11,11,0,0
141,Aaron Casey,IU,LB,48,37,85,1.5,11,2,0,0,0,0,2
141,Cole Pearce,BALL,LB,48,37,85,5.0,33,5,1,0,0,0,0
141,Beau Brade,MD,S,55,30,85,0.0,0,5,2,13,13,0,2
141,Michael Shawcroft,SDSU,LB,50,35,85,6.5,48,4,0,0,0,0,1
141,Trey Jones III,CMU,DB,47,38,85,0.0,0,3,2,0,0,0,0
141,Decamerion Richardson,MSST,CB,50,35,85,0.0,0,3,0,0,0,0,0
141,Nick Emmanwori,SC,S,62,23,85,0.0,0,1,0,0,0,0,0
141,Mike Smith Jr.,LIB,LB,45,40,85,0.5,3,4,1,22,22,0,3
153,Chris Bacon,BGSU,S,58,26,84,0.0,0,1,2,56,39,0,1
153,Donavan Mutin,HOU,LB,42,42,84,0.0,0,4,0,0,0,0,1
153,Otis Reese IV,MISS,S,37,47,84,3.0,23,4,1,1,1,0,0
153,Tatum Bethune,FSU,LB,43,41,84,3.0,14,2,0,0,0,0,0
153,Khadry Jackson,GASO,LB,38,46,84,1.0,6,2,1,43,43,1,0
153,Mark Perry,TCU,S,59,25,84,0.0,0,2,0,0,0,0,0
153,Rashad Torrence II,FLA,S,50,34,84,0.0,0,1,0,0,0,0,1
153,Marquel Broughton,ARMY,DB,50,34,84,0.0,0,5,3,41,27,0,2
161,Jordan Carmouche,ARST,LB,32,51,83,1.0,6,1,0,0,0,0,0
161,Merlin Robertson,ASU,LB,34,49,83,2.5,15,1,0,0,0,0,1
161,Tanner Ingle,NCST,S,43,40,83,0.5,1,2,2,0,0,0,0
161,Payton Wilson,NCST,LB,39,44,83,4.5,43,3,1,0,0,0,0
161,Christian Izien,RUTG,S,52,31,83,1.5,13,5,0,0,0,0,0
161,Omar Speights,ORST,LB,39,44,83,0.0,0,1,0,0,0,0,0
161,Cole Bishop,UTAH,S,47,36,83,1.5,13,3,1,0,0,0,0
161,JoJo Evans Jr.,KENT,DB,55,28,83,0.5,7,2,1,29,29,0,1
169,Sione Tupou,TXST,LB,40,42,82,1.5,10,3,2,6,6,0,1
169,Isaiah Moore,NCST,LB,40,42,82,3.0,22,3,0,0,0,0,0
169,Alex Cook,WASH,S,56,26,82,0.0,0,1,0,0,0,0,0
169,Dax Hollifield,VT,LB,34,48,82,2.0,20,6,0,0,0,0,1
169,Yvandy Rigby,TEM,LB,51,31,82,2.0,5,3,0,0,0,0,1
169,JD Bertrand,ND,LB,45,37,82,2.0,16,2,0,0,0,0,0
169,Jerrin Thompson,TEX,S,53,29,82,0.0,0,7,1,0,0,0,0
169,Maxen Hook,TOL,S,42,40,82,1.0,8,4,2,16,16,0,0
169,Mikel Jones,SYR,LB,47,35,82,4.0,27,0,0,0,0,0,1
169,Jamoi Hodge,TCU,LB,45,37,82,4.5,26,2,1,0,0,0,0
169,Alfahiym Walcott,BAY,DB,42,40,82,2.0,20,5,1,4,4,0,3
180,London Harris,TXST,LB,38,43,81,2.0,11,2,0,0,0,0,2
180,Trey Dean III,FLA,S,47,34,81,0.5,0,4,0,0,0,0,0
180,Taurus Jones,JMU,LB,34,47,81,1.0,9,4,1,2,2,0,1
180,Jaylon Carlies,MIZ,S,60,21,81,1.0,3,4,3,14,14,0,1
180,Melique Straker,ARST,LB,39,42,81,2.0,7,2,0,0,0,0,1
185,Bentlee Sanders,NEV,DB,64,16,80,0.0,0,4,5,34,34,1,3
185,Avery Young,RUTG,DB,46,34,80,1.0,5,4,1,15,15,0,1
185,Kitan Oladapo,ORST,S,48,32,80,2.5,28,6,0,0,0,0,0
185,Jaden Voisin,USA,S,44,36,80,0.0,0,5,2,44,30,0,1
189,Amari Burney,FLA,LB,41,38,79,4.0,24,4,2,0,0,0,2
189,Jaxen Turner,ARIZ,DB,54,25,79,1.0,1,1,2,48,28,0,2
189,Dee Winters,TCU,LB,48,31,79,7.5,40,2,1,29,29,1,0
189,Max Williams,USC,S,49,30,79,0.0,0,5,2,32,32,0,2
189,Trevor Woods,COLO,S,65,14,79,0.0,0,3,1,2,2,0,2
189,Colin Ramos,NAVY,LB,34,45,79,4.0,26,0,1,5,5,0,2
195,Jerry Roberts Jr.,ARIZ,LB,34,44,78,0.0,0,0,0,0,0,0,1
195,Bralen Trahan,UL,S,35,43,78,0.0,0,3,4,71,46,0,1
195,Penei Pavihi,HAW,LB,47,31,78,2.0,15,1,1,50,50,1,0
195,DJ Taylor,BGSU,LB,39,39,78,1.5,3,1,2,26,24,0,0
195,Ty Van Fossen,CIN,LB,29,49,78,0.5,0,4,0,0,0,0,2
195,R.J. Hubert,UTAH,S,56,22,78,0.0,0,2,3,138,70,1,2
195,Tysheem Johnson,MISS,DB,38,40,78,0.0,0,2,0,0,0,0,0
195,Shane Lee,USC,LB,52,26,78,3.5,25,1,2,41,40,1,0
195,CJ Brown,NIU,DB,38,40,78,0.0,0,5,1,29,29,0,1
195,Mazin Richards,UNT,DL,55,23,78,7.5,54,1,0,0,0,0,0
205,Wylan Free,GASO,DB,47,30,77,0.0,0,2,0,0,0,0,0
205,Zack Woodard,ULM,LB,47,30,77,2.0,14,0,0,0,0,0,0
205,Tory Spears,TXST,S,41,36,77,0.5,2,3,1,94,94,1,1
205,Quindell Johnson,MEM,S,52,25,77,0.0,0,4,4,19,15,0,2
205,Steele Chambers,OSU,LB,45,32,77,2.0,15,2,2,27,15,0,0
205,Darren Anders,BGSU,LB,39,38,77,1.5,13,4,0,0,0,0,2
205,Greg Penn III,LSU,LB,44,33,77,0.0,0,2,0,0,0,0,0
205,Kyrei Fisher-Morris,ORST,LB,39,38,77,1.5,14,5,1,0,0,0,0
213,Corvin Moment,WMU,LB,36,40,76,6.5,43,1,0,0,0,0,0
213,Sherrod Greene,SC,LB,37,39,76,2.5,22,1,1,26,26,0,0
213,Hugh Davis,LT,LB,34,42,76,1.5,6,3,0,0,0,0,0
213,Teldrick Ross,MTSU,CB,54,22,76,0.0,0,18,2,12,12,0,0
213,Jaden Harris,ARST,LB,39,37,76,2.0,10,0,1,0,0,0,1
213,Cam'Ron Carter,CSU,LB,27,49,76,0.5,0,0,1,39,39,0,0
213,Xavier Benson,OKST,LB,36,40,76,0.0,0,2,0,0,0,0,0
213,Bryce Houston,OHIO,LB,40,36,76,5.5,49,2,0,0,0,0,1
213,Christian Young,ARIZ,S,47,29,76,0.5,2,2,0,0,0,0,0
213,Levani Damuni,STAN,LB,31,45,76,1.0,5,2,1,0,0,0,2
213,AJ Finley,MISS,S,46,30,76,0.0,0,2,2,19,19,0,1
213,Craig Woodson,CAL,S,54,22,76,0.0,0,3,2,41,39,1,1
213,Geoffrey Cantin-Arku,MEM,LB,41,35,76,1.5,7,1,0,0,0,0,0
213,Smael Mondon Jr.,UGA,LB,49,27,76,1.0,10,1,1,3,3,0,0
213,Aaron Beasley,TENN,LB,39,37,76,3.0,25,3,0,0,0,0,0
213,Trey Kiser,USA,LB,54,22,76,2.0,20,1,0,0,0,0,0
229,Ventrell Miller,FLA,LB,34,41,75,0.0,0,2,0,0,0,0,2
229,Chris Conti,RICE,LB,26,49,75,1.0,9,2,0,0,0,0,0
229,Alex Odom,TEM,DB,44,31,75,0.0,0,2,2,21,21,0,0
229,Cooper DeJean,IOWA,CB,59,16,75,0.0,0,8,5,91,45,3,0
229,Jaden Hicks,WSU,S,45,30,75,1.0,2,6,1,0,0,0,0
234,Bryant Fitzgerald,IU,DB,45,29,74,0.5,1,1,1,0,0,0,1
234,Alvin Floyd,OHIO,S,40,34,74,2.0,13,5,1,43,43,0,1
234,Kris Moncrief,UL,LB,31,43,74,2.5,11,0,1,0,0,0,0
234,Drake Cheatum,KSU,S,43,31,74,0.0,0,2,1,1,1,0,2
234,Myron Morrison,RICE,LB,37,37,74,1.5,13,3,2,16,16,0,0
234,Jalyn Phillips,CLEM,S,42,32,74,0.0,0,3,1,2,2,0,0
234,Nick Ross,APP,S,44,30,74,0.0,0,2,1,0,0,0,1
234,Lathan Ransom,OSU,S,49,25,74,1.5,11,3,1,0,0,0,1
234,Kam Arnold,BC,LB,37,37,74,1.5,9,2,2,49,49,0,0
234,Jaylen Stinson,DUKE,S,44,30,74,1.0,1,1,2,28,28,0,1
234,Jahdae Barron,TEX,CB,42,32,74,1.0,6,3,2,50,44,1,0
234,Chase Jones,WAKE,LB,33,41,74,2.0,12,2,1,0,0,0,1
234,Ty'Ron Hopper,MIZ,LB,60,14,74,3.0,25,2,1,15,15,0,1
234,Gervarrius Owens,HOU,S,55,19,74,0.0,0,7,1,24,24,0,2
234,Bryun Parham,SJSU,LB,39,35,74,3.0,20,2,0,0,0,0,2
234,Ji'Ayir Brown,PSU,S,56,18,74,4.5,26,4,4,114,35,0,2
250,Josh Hayes,KSU,S,50,23,73,0.0,0,7,0,0,0,0,1
250,Simeon Blair,ARK,DB,42,31,73,0.0,0,5,0,0,0,0,0
250,Ryan Selig,WMU,LB,38,35,73,1.5,11,2,0,0,0,0,1
250,Ben VanSumeren,MSU,LB,25,48,73,2.0,22,2,0,0,0,0,0
250,Demani Richardson,TA&M,S,48,25,73,0.0,0,5,1,0,0,0,1
250,Myles Farmer,NEB,DB,38,35,73,0.0,0,4,1,17,17,0,0
250,Dadrion Taylor-Demerson,TTU,S,53,20,73,1.0,3,5,3,0,0,0,2
250,Sanoussi Kane,PUR,S,55,18,73,1.0,11,3,0,0,0,0,2
250,Shae Suiaunoa,WYO,LB,43,30,73,2.5,18,2,1,18,18,0,0
250,Trenton Simpson,CLEM,LB,41,32,73,2.5,14,3,0,0,0,0,2
250,Barrett Carter,CLEM,LB,41,32,73,5.5,44,8,2,1,1,0,2
261,Clifford Chattman,UTSA,S,45,27,72,0.0,0,14,5,78,30,0,0
261,Bennett Williams,ORE,S,48,24,72,1.0,29,6,2,3,3,0,2
261,Tyler Taylor,UAB,LB,29,43,72,1.5,7,0,1,16,16,0,0
261,Nate Thompson,DUKE/AKR,DB,37,35,72,0.0,0,1,0,0,0,0,0
261,Kam Pedescleaux,UL,S,40,32,72,0.0,0,6,1,0,0,0,2
261,Michael Barrett,MICH,LB,37,35,72,3.5,36,1,2,52,52,1,0
261,Ashanti Cistrunk,MISS,LB,28,44,72,1.0,11,1,0,0,0,0,1
261,Harold Perkins Jr.,LSU,LB,39,33,72,7.5,59,4,1,-3,-3,0,3
261,Isaac Darkangelo,ILL,LB,43,29,72,1.0,3,0,0,0,0,0,0
261,Karene Reid,UTAH,LB,34,38,72,5.0,38,3,1,13,13,0,1
271,Jaiden Woodbey,BC,S,36,35,71,0.0,0,2,0,0,0,0,0
271,Malcolm Lee,BALL,S,42,29,71,0.0,0,1,0,0,0,0,2
271,Gerry Vaughn,ISU,LB,30,41,71,1.5,7,0,0,0,0,0,1
271,Alphonzo Tuputala,WASH,LB,37,34,71,3.0,15,0,0,0,0,0,0
271,Antonio Johnson,TA&M,S,35,36,71,1.0,1,1,0,0,0,0,3
271,Daveren Rayner,NIU,LB,30,41,71,3.5,17,0,0,0,0,0,0
271,Jordan Battle,ALA,S,34,37,71,0.0,0,2,1,0,0,0,0
271,Chelen Garnes,WAKE,DB,43,28,71,1.0,12,3,1,0,0,0,0
271,Quinn Perry,COLO,LB,38,33,71,1.0,9,2,0,0,0,0,0
271,Quinn Schulte,IOWA,DB,43,28,71,0.0,0,6,1,0,0,0,0
271,Trevian Thomas,ARST,S,41,30,71,0.0,0,1,1,27,27,1,1
271,Kendal Daniels,OKST,LB,45,26,71,0.0,0,5,3,20,12,0,1
271,Eric Gentry,USC,LB,50,21,71,2.0,17,3,1,0,0,0,2
271,Rod Moore,MICH,DB,48,23,71,0.5,7,3,4,71,37,0,0
271,Cody Lindenberg,MINN,LB,46,25,71,1.0,2,2,0,0,0,0,0
271,Charlie Gray,MRSH,LB,35,36,71,2.5,16,2,2,4,4,0,1
271,Rayuan Lane III,NAVY,S,43,28,71,1.0,6,4,0,0,0,0,2
288,Monty Montgomery,LOU,LB,33,37,70,6.0,61,2,2,15,9,0,4
288,Gerard Stringer,ECU,S,32,38,70,2.5,13,0,1,10,10,0,3
288,Jeremiah Lewis,NU,S,48,22,70,0.0,0,4,0,0,0,0,0
288,Isaac Gifford,NEB,DB,43,27,70,1.0,7,3,0,0,0,0,0
288,Jaheim Thomas,CIN,EDGE,25,45,70,2.0,17,0,0,0,0,0,0
288,Tyreem Powell,RUTG,EDGE,34,36,70,3.0,6,4,0,0,0,0,0
288,Jamon Johnson,UGA,LB,45,25,70,4.0,24,3,0,0,0,0,1
288,Dion Hunter,UNM,LB,21,49,70,2.0,4,1,0,0,0,0,0
288,Peter Manuma,HAW,DB,40,30,70,1.0,13,4,2,30,30,0,2
297,Trevor Brohard,NMSU,LB,39,30,69,1.0,2,1,1,0,0,0,0
297,Armani-Eli Adams,FAU,S,43,26,69,0.0,0,7,1,0,0,0,1
297,MJ Tafisi Jr.,USU,LB,27,42,69,1.0,9,1,0,0,0,0,0
297,Macon Clark,TULN,S,55,14,69,0.0,0,4,2,6,6,0,4
297,Javon Scruggs,LIB,S,35,34,69,2.0,23,1,1,0,0,0,2
297,Viliami Fehoko Jr.,SJSU,DE,41,28,69,9.0,60,1,0,0,0,0,2
297,Giovanni Biggers,UNC,DB,40,29,69,0.0,0,2,0,0,0,0,0
297,Jordan Revels,TXST,DE,27,42,69,4.5,33,1,0,0,0,0,0
297,Malaki Starks,UGA,S,45,24,69,0.0,0,7,2,42,42,0,0
297,Trey Taylor,AFA,S,41,28,69,1.0,15,4,2,15,15,0,0
308,Armani Marsh,WSU,DB,49,19,68,2.0,19,6,1,3,3,0,1
308,Andre Carter,WMU,DL,35,33,68,7.0,41,2,1,11,11,0,2
308,James Miller,USA,LB,39,29,68,2.5,18,3,0,0,0,0,0
308,TD Blackmon,AFA,LB,31,37,68,3.5,32,1,0,0,0,0,2
308,Maki Carabin,LT,LB,37,31,68,0.0,0,2,1,11,11,0,0
308,Trevor Harmanson,UTSA,LB,33,35,68,0.5,2,2,0,0,0,0,1
308,Beau Freyler,ISU,DB,31,37,68,0.0,0,2,1,18,18,0,1
315,Tyson Williams,NEV,DB,45,22,67,2.0,3,2,1,0,0,0,2
315,Tyler Murray,MEM,LB,38,29,67,0.0,0,2,2,0,0,0,0
315,Ja'von Hicks,CIN,S,29,38,67,0.0,0,4,3,64,45,1,0
315,Rod Heard II,NU,S,47,20,67,1.0,7,2,1,0,0,0,1
315,Dell Pettus,TROY,S,32,35,67,0.0,0,2,0,0,0,0,0
315,Woodi Washington,OU,DB,42,25,67,0.0,0,6,1,0,0,0,1
315,DJ Gordon IV,USF,LB,40,27,67,0.0,0,1,0,0,0,0,2
315,Justin Whiteside,CMU,LB,34,33,67,0.5,4,1,1,11,11,0,0
315,DeAndre Boykins,UNC,S,48,19,67,2.0,21,7,1,0,0,0,0
315,Hudson Clark,ARK,DB,33,34,67,0.0,0,11,1,0,0,0,2
315,Brandon Hill,PITT,S,39,28,67,0.0,0,2,0,0,0,0,0
315,Reco Hannah,UNM,LB,24,43,67,4.0,26,1,1,22,22,1,1
315,Malachi Langley,FRES,LB,39,28,67,1.0,2,2,2,16,11,0,0
