RK,NAME,TEAM,PUNTS,YDS,LNG,AVG,NET
1,Ryan Eckley,MSU,49,2378,60,48.5,40.6
2,Cole Maynard,WKU,57,2756,71,48.4,43.2
3,Marshall Nichols,GT,34,1629,64,47.9,43.0
4,Bryan Hansen,CSU,57,2730,67,47.9,44.2
5,John Hoyet Chance,LT,66,3120,72,47.3,43.3
6,Daniel Sparks,UVA,37,1745,65,47.2,38.5
7,Jack Stonehouse,SYR,59,2780,64,47.1,42.9
8,Hunter Green,SDSU,63,2959,68,47.0,41.5
9,Ethan Pulliam,MSST,45,2104,67,46.8,42.8
10,Keegan Andrews,MASS,69,3211,66,46.5,41.2
11,Alec Clark,TULN,48,2233,70,46.5,41.8
12,Wes Pahl,OKST,64,2975,71,46.5,42.9
13,Noah Botsford,UTEP,59,2730,70,46.3,41.6
14,Billy Gowers,HAW,49,2266,67,46.2,40.3
15,Mitchell Tomasek,EMU,48,2218,63,46.2,40.1
16,Bart Edmiston,WYO,65,2997,68,46.1,40.4
17,Gabriel Nwosu,PSU,38,1749,68,46.0,42.6
18,Oscar Bird,MISS,41,1885,64,46.0,43.6
19,Grayson Miller,OU,59,2705,66,45.8,39.8
20,Reed Chandley,GAST,54,2474,62,45.8,38.9
21,Grant Chadwick,LSU,62,2834,71,45.7,38.7
22,Caile Hogan,UTSA,54,2468,60,45.7,39.4
23,Evan Crenshaw,TROY,68,3107,62,45.7,42.8
24,Devin Bale,ARK,34,1552,62,45.6,40.2
25,Trent Carrizosa,SJSU,39,1777,68,45.6,40.4
26,Nathan Totten,MRSH,56,2551,63,45.6,41.1
27,Brett Thorson,UGA,46,2094,66,45.5,43.5
28,Nick Veltsistas,VT,47,2137,68,45.5,38.1
29,Daniel Hughes,UNM,41,1863,64,45.4,43.0
30,Max Fletcher,CIN,41,1861,66,45.4,41.7
31,Finn Lappin,KU,39,1767,61,45.3,42.7
32,Mason Love,SC,53,2389,61,45.1,42.3
33,Luke Akers,NU,36,1619,59,45.0,40.8
34,Alex Bacchetta,RICE,62,2788,64,45.0,40.1
35,Connor Stutz,CONN,49,2203,67,45.0,41.0
36,Dylan Drennan,BUFF,65,2909,76,44.8,41.6
37,AJ Winsor,ORST,62,2774,66,44.7,34.6
38,Ashton Logan,MTSU,66,2948,66,44.7,40.6
39,Bailey Ettridge,NEV,47,2099,62,44.7,41.3
40,Kade Reynoldson,DUKE,44,1963,57,44.6,42.7
41,Jack Bouwmeester,TEX,59,2627,62,44.5,38.8
42,Aidan Laros,UK,50,2226,58,44.5,39.8
43,Jacob Carlson,NAVY,37,1647,66,44.5,39.5
44,Dylan Joyce,MIA,54,2398,73,44.4,41.4
45,Tyler White,TA&M,50,2213,63,44.3,40.4
46,Jakob Anderson,RUTG,33,1460,68,44.2,41.8
47,Caleb Junko,PITT,51,2253,60,44.2,40.5
48,Bryce McFerson,MD,56,2473,62,44.2,39.6
49,Liam Dougherty,HOU,53,2336,60,44.1,36.5
50,Tommy Doman,FLA,50,2202,71,44.0,40.7
51,Jackson Ross,TENN,39,1717,57,44.0,42.1
52,Keelan Crimmins,ILL,36,1580,60,43.9,40.4
53,Trey Wilhoit,FIU,53,2324,58,43.8,40.2
54,Ian Ratliff,APP,56,2454,70,43.8,41.2
55,Cam Brown,UNLV,46,2015,71,43.8,41.2
56,Damon Greaves,COLO,64,2799,67,43.7,38.5
57,Jake Ference,NIU,30,1310,61,43.7,40.0
58,Rhys Dakin,IOWA,42,1833,65,43.6,41.1
59,Chase Leon,USF,37,1614,56,43.6,37.9
60,Oscar Doyle,BOIS,56,2440,59,43.6,40.2
61,Angus Davies,TLSA,47,2044,80,43.5,41.5
62,Jack Burgess,TTU,44,1913,61,43.5,40.5
62,Will Karoll,UCLA,44,1913,63,43.5,39.5
64,Caden Noonkester,NCSU,57,2478,66,43.5,39.0
65,Aidan Flintoft,STAN,58,2514,62,43.3,38.1
66,Jack McCallister,PUR,50,2162,68,43.2,41.3
67,Lachlan Carrigan,MEM,46,1989,55,43.2,41.5
68,Hudson Hollenbeck,MICH,40,1729,67,43.2,38.8
69,Curtis Gerrand,SHSU,64,2755,72,43.0,40.2
70,Landon Rehkow,USU,68,2919,63,42.9,39.3
71,Joseph Castle,AKR,47,2015,68,42.9,37.6
72,Alex Smith,GASO,56,2397,55,42.8,39.8
73,Stewart McDonald,MOST,49,2093,71,42.7,36.4
74,Emile Sebafundi,CCU,73,3116,65,42.7,36.5
75,Tom Maginness,UNC,56,2389,60,42.7,39.6
76,Isaac Lovison,ARIZ,35,1491,62,42.6,39.4
77,Tom Weston,MINN,65,2768,59,42.6,38.6
78,Bronson Long,CLT,71,3023,59,42.6,39.1
79,Sam Vander Haar,BYU,40,1703,69,42.6,39.5
80,Simon McClannan,KSU,48,2041,65,42.5,39.2
81,Wade McSparron,SMU,55,2337,63,42.5,39.6
82,Oliver Straw,WVU,66,2803,61,42.5,39.0
83,Ryan Millmore,WMU,57,2417,56,42.4,38.9
84,Tyler Perkins,ISU,42,1779,65,42.4,41.0
85,Orion Phillips,UTAH,38,1609,67,42.3,40.1
86,Blake Doud,ALA,52,2201,60,42.3,39.4
87,Magnus Haines,OHIO,40,1693,68,42.3,38.5
88,Max Dean,NMSU,55,2325,59,42.3,39.9
89,Pierse Stainton,M-OH,63,2663,65,42.3,40.1
90,Dante Atton,TEM,62,2615,60,42.2,41.7
91,Max Morgan,LIB,46,1934,61,42.0,38.6
92,Hudson Kaak,AUB,49,2060,55,42.0,40.7
93,Nathan Torney,UL,52,2186,57,42.0,38.6
94,Connor Weselman,MIZ,45,1879,56,41.8,38.1
95,Patrick Foley,UAB,30,1247,56,41.6,34.3
96,Atticus Bertrams,WIS,37,1537,54,41.5,37.7
97,Michael Kern,CAL,39,1620,60,41.5,38.4
98,Ethan Craw,TCU,46,1907,69,41.5,37.3
99,Charlie Durkin,KENT,49,2031,63,41.4,37.4
100,Jack Smith,CLEM,50,2072,52,41.4,40.6
101,Kanyon Floyd,ASU,36,1491,58,41.4,34.6
102,Jackson Waller,ARST,59,2438,57,41.3,39.5
103,Adam Saul,BALL,69,2847,67,41.3,38.1
104,Declan Duley,CMU,54,2221,71,41.1,38.1
105,Patrick Rea,JMU,48,1968,61,41.0,38.7
106,Ian Brandt,ODU,47,1926,59,41.0,37.3
107,Joshua Huiet,KENN,64,2611,61,40.8,39.4
108,David Nunez,TXST,39,1587,52,40.7,38.6
108,Ryan Harris,WSU,52,2116,60,40.7,38.7
110,Anthony Venneri,UCF,48,1952,58,40.7,35.6
111,Emilio Duran,TOL,60,2438,55,40.6,37.4
112,John Henderson,BGSU,59,2391,58,40.5,35.2
113,Reed Harradine,USM,40,1618,60,40.5,38.8
114,Aleksi Pulkkinen,USA,49,1979,59,40.4,35.5
115,Nick Verdugo,FRES,52,2096,57,40.3,39.5
116,Luke Dunne,WASH,34,1364,56,40.1,34.6
117,David Chapeau,LOU,43,1706,62,39.7,37.0
118,Shamus Florio,BC,49,1943,63,39.7,38.4
119,Conor Donaghy,JVST,53,2098,57,39.6,37.1
120,Brenden Lach,DEL,45,1779,58,39.5,36.7
121,Archie Wilson,NEB,37,1459,58,39.4,38.3
122,Makenzie Ryan,ULM,59,2293,58,38.9,35.1
123,Cal Joseph,WAKE,63,2402,55,38.1,35.4
