RK,NAME,TEAM,REC,YDS,AVG,LNG,TD
514,Aubry Payne,GAST,25,251,10.0,40,7
514,Micah Bernard,UTAH,26,251,9.7,28,2
516,Cade Otton,WASH,28,250,8.9,25,1
516,Jaden Bray,OKST,13,250,19.2,36,2
518,Raheem Blackshear,VT,25,249,10.0,33,1
518,Damien Alford,SYR,13,249,19.2,73,2
520,Solomon Enis,UTAH,22,248,11.3,24,1
520,Shadrick Byrd,CLT,20,248,12.4,53,2
520,Andrel Anthony,MICH,12,248,20.7,93,3
523,Tyler Goodson,IOWA,31,247,8.0,67,1
523,Kam Brown,UCLA/TA&M,17,247,14.5,39,2
523,Rivaldo Fairweather,FIU,16,247,15.4,41,1
523,Christian Ford,MSST,19,247,13.0,29,0
527,Brycen Tremayne,STAN,20,245,12.3,27,5
527,Joshua Hardeman,WYO,25,245,9.8,24,1
529,Aron Cruickshank,RUTG,20,244,12.2,75,2
529,Dannis Jackson,MISS,12,244,20.3,50,2
529,Ta'Ron Keith,BGSU,26,244,9.4,44,1
532,Camren McDonald,FSU,24,243,10.1,26,2
532,Emery Simmons,UNC,11,243,22.1,63,1
532,Christian Wells,APP,12,243,20.3,80,2
535,Kenny McIntosh,UGA,22,242,11.0,32,2
536,Ricky Person Jr.,NCST,28,240,8.6,43,2
537,Traeshon Holden,ALA,21,239,11.4,29,1
537,Jakarius Caston,USM,16,239,14.9,36,1
539,Nikko Remigio,CAL,38,238,6.3,26,2
539,Cole Harrity,NMSU,30,238,7.9,23,1
541,Daniel Arias,COLO,19,237,12.5,43,1
542,CJ Windham,MTSU,26,236,9.1,27,2
542,Trent Pennix,NCST,16,236,14.8,45,3
542,Zeriah Beason,ORST,20,236,11.8,41,1
545,Demond Demas,TA&M,15,235,15.7,70,1
546,Xazavian Valladay,WYO,23,233,10.1,40,0
546,Boobie Curry,ARIZ,21,233,11.1,49,3
546,Oscar Cardenas,UTSA,16,233,14.6,28,2
546,Eli Pancol,DUKE,17,233,13.7,28,1
550,Tyjon Lindsey,ORST,16,232,14.5,36,3
550,Ron Cook Jr.,BUFF,23,232,10.1,29,1
550,Aaron Turner,CONN,33,232,7.0,50,0
553,Danzel McKinley-Lewis,TOL,16,230,14.4,59,2
554,Eric Gray,OU,23,229,10.0,38,2
555,Landry Weber,KSU,16,228,14.3,28,1
556,Keith Pearson,CLT/PRES,13,227,17.5,38,3
557,Jalen Virgil,APP,15,226,15.1,60,1
557,Barrett Banister,MIZ,31,226,7.3,19,1
557,Johnny Richardson,UCF,25,226,9.0,49,1
557,Jalin Hyatt,TENN,21,226,10.8,41,2
561,J.J. Hester,MIZ,12,225,18.8,65,2
561,Brenton Strange,PSU,20,225,11.3,40,3
561,Jaylen Warren,OKST,25,225,9.0,52,0
564,Jeshaun Jones,MD,18,224,12.4,31,0
564,Luke Wysong,UNM,24,224,9.3,37,0
564,Phat Watts,TULN,18,224,12.4,49,2
567,Levi Falck,NEB,18,223,12.4,43,1
567,Zyell Griffin,UNLV,11,223,20.3,55,2
569,Nick Muse,SC,20,222,11.1,29,2
569,Devin Culp,WASH,20,222,11.1,33,1
569,Anthony Queeley,SYR,15,222,14.8,30,2
572,Dakereon Joyner,SC,24,221,9.2,24,1
572,Dacari Collins,CLEM,16,221,13.8,37,0
572,Micah Davis,AFA,10,221,22.1,56,2
575,Princeton Fant,TENN,16,220,13.8,58,1
575,Jamire Calvin,MSST,29,220,7.6,40,3
575,Jerome Ford,CIN,21,220,10.5,34,1
575,Kamari Morales,UNC,24,220,9.2,21,5
575,Craig Burt Jr.,WKU,13,220,16.9,54,1
580,Mychal Cooper,NAVY,11,219,19.9,37,2
581,Jerrion Ealy,MISS,32,218,6.8,22,2
581,Omarion Dollison,USF,27,218,8.1,18,0
581,Jevin Frett,ULM,12,218,18.2,40,1
581,Lincoln Sefcik,USA,32,218,6.8,24,5
585,Ryan Luehrman,OHIO,20,217,10.9,23,0
585,Malik Davis,FLA,23,217,9.4,49,2
585,Leddie Brown,WVU,36,217,6.0,25,1
585,Tray Pettway,MASS,17,217,12.8,38,0
589,Ty Chandler,UNC,15,216,14.4,75,1
589,Dameon Pierce,FLA,19,216,11.4,61,3
591,Errol Rogers,UL,26,215,8.3,35,0
592,Teagan Quitoriano,ORST,19,214,11.3,34,3
593,Tyrell Shavers,SDSU,18,213,11.8,24,2
593,Cyrus Habibi-Likio,BSU/ORE,23,213,9.3,55,0
593,Theo Johnson,PSU,19,213,11.2,37,1
596,Jaden Williams,BC,19,212,11.2,38,3
597,Ty Jones,WASH/FRES,19,211,11.1,25,1
598,Caleb Chapman,TA&M,13,210,16.2,53,0
598,Trent Whittemore,FLA,19,210,11.1,45,1
600,Troy Franklin,ORE,18,209,11.6,30,2
600,Roderick Daniels Jr.,SMU,17,209,12.3,44,1
600,Arland Bruce IV,IOWA,25,209,8.4,28,1
603,Davis Allen,CLEM,28,208,7.4,24,3
603,Corey Dyches,MD,19,208,10.9,38,4
603,Jadon Thompson,CIN,14,208,14.9,47,0
603,Kevin Davis,M-OH,23,208,9.0,80,2
607,Thomaz Whitford,NMSU,19,206,10.8,26,2
608,Reynaldo Flores,UTEP,13,204,15.7,53,0
609,Melquise Stovall,PITT,16,203,12.7,44,1
609,Bryce Kirtz,NU,19,203,10.7,44,0
609,Chance Luper,MIZ,21,203,9.7,52,1
612,Marcus Williams Jr.,LT,20,202,10.1,50,1
612,Charles Williams,UNLV,13,202,15.5,50,0
612,ZaQuandre White,SC,19,202,10.6,40,3
612,Daniel Barker,ILL,18,202,11.2,27,4
612,Shedro Louis,LIB,18,202,11.2,44,2
617,CJ Lewis,BC,13,201,15.5,38,0
617,Bryce Mitchell,TOL,15,201,13.4,42,2
617,John Rhys Plumlee,MISS,19,201,10.6,32,0
620,TJ Chase,FAU,14,200,14.3,45,2
620,Trey Lowe,ORST,23,200,8.7,26,0
620,Dallin Holker,BYU,14,200,14.3,31,1
620,Jermaine Brown Jr.,UAB,23,200,8.7,32,0
620,Cavon Croom,BGSU,18,200,11.1,23,0
625,Devaughn Cooper,SYR/UTEP,21,199,9.5,30,0
625,Tyler Allgeier,BYU,28,199,7.1,46,0
625,Brashard Smith,MIA,14,199,14.2,75,2
628,Cam Carroll,TULN,17,198,11.6,59,3
628,Malikhi Miller,SJSU,9,198,22.0,48,2
628,Mason Tharp,TTU,14,198,14.1,25,1
631,Jaylon Redd,ORE,13,197,15.2,63,2
631,Zach Charbonnet,UCLA/MICH,24,197,8.2,35,0
631,Mycah Pittman,ORE,12,197,16.4,66,0
631,Rahmir Johnson,NEB,16,197,12.3,43,2
631,Israel Abanikanda,PITT,24,197,8.2,25,1
631,Jordan Kerley,SMU,12,197,16.4,43,4
631,Marcus Fleming,MD,18,197,10.9,43,1
638,Izayah Cummings,UK,14,195,13.9,31,3
638,D'ionte Smith,MIZ,8,195,24.4,63,1
640,Terrance Dixon,GAST,20,194,9.7,28,1
640,Kearis Jackson,UGA,16,194,12.1,36,1
640,Mookie Cooper,MIZ,17,194,11.4,60,1
640,Adam Jones,ARST/CMU,14,194,13.9,32,1
640,Trace Bruckler,UNM,15,194,12.9,43,3
645,Manny Stevenson Jr.,ARST,22,193,8.8,25,2
646,Hayden Pittman,UAB,22,192,8.7,32,1
646,Alec Holler,UCF,19,192,10.1,34,3
646,Ja'Corey Brooks,ALA,15,192,12.8,44,2
646,Joey Hobert,WSU,15,192,12.8,55,1
650,Jalen Williams,UL,13,191,14.7,51,1
650,Drake Stoops,OU,16,191,11.9,31,2
650,Emeka Egbuka,OSU,9,191,21.2,85,0
650,Isaac Rex,BYU,18,191,10.6,20,3
654,Chris Toudle,NCST,19,190,10.0,20,4
654,Shane Calhoun,ECU,18,190,10.6,32,2
654,Malik McClain,FSU,16,190,11.9,51,2
657,Justin Rigg,UK,20,189,9.4,34,4
657,Noah Frith,LIB,16,189,11.8,49,2
657,Isaiah Spiller,TA&M,25,189,7.6,19,1
660,Jaylen Erwin,HOU,14,188,13.4,35,1
661,Eric Collins,MASS/NCST,13,186,14.3,49,1
661,Jordan Smith,TEM,18,186,10.3,23,0
661,Andre Johnson,ASU,12,186,15.5,58,1
661,Deion Smith,LSU,11,186,16.9,40,2
665,Jadan Blue,TEM,30,185,6.2,32,1
665,Michael Wilson,STAN,19,185,9.7,19,0
665,Blake Whiteheart,WAKE,15,185,12.3,26,3
665,Treshaun Ward,FSU,21,185,8.8,30,1
665,Anthony Gould,ORST,13,185,14.2,33,1
665,Demarcus Jones,USM,22,185,8.4,31,2
671,Garrett Walston,UNC,18,184,10.2,37,2
671,Sharod Johnson,SYR,14,184,13.1,38,0
671,Cade Brewer,TEX,22,184,8.4,25,3
671,Erik Brooks,FRES,17,184,10.8,22,2
671,Tank Bigsby,AUB,21,184,8.8,51,0
671,Sincere McCormick,UTSA,22,184,8.4,21,0
677,Blake Kern,ARK,15,183,12.2,32,2
677,Brandon Sanders,RUTG/BUCK,16,183,11.4,62,1
677,Jacolby George,MIA,7,183,26.1,44,1
680,Grayson Gunter,USM,15,182,12.1,26,1
681,Juwaun Price,NMSU,26,181,7.0,26,0
681,Jalen Brooks,SC,14,181,12.9,36,1
683,Logan Wright,GASO,17,180,10.6,39,0
684,Will Wallace,TULN,14,179,12.8,31,3
684,Jacob Warren,TENN,18,179,9.9,34,3
684,Gabriel Rogers,MEM,15,179,11.9,42,1
684,Isaiah Washington,RUTG,19,179,9.4,33,0
688,Nay'Quan Wright,FLA,14,178,12.7,51,1
689,Johnny Langan,RUTG,18,177,9.8,27,0
689,Brayden Willis,OU,15,177,11.8,28,2
691,Adam Cofield,WKU,22,176,8.0,19,0
691,Bryson Jackson,UNT,12,176,14.7,54,0
693,Kaden Prather,WVU,12,175,14.6,32,0
693,Dont'e Thornton Jr.,ORE,9,175,19.4,66,2
695,Jaylon Barden,PITT,9,174,19.3,47,2
695,Isiah Paige,ODU,23,174,7.6,26,1
697,Mitchell Brinkman,USF,14,173,12.4,33,1
697,Giovanni Fauolo Sr.,UNLV,23,173,7.5,14,1
697,Malcolm Epps,USC,10,173,17.3,41,1
697,Henry Parrish Jr.,MISS,21,173,8.2,34,0
697,Dominic Lovett,MIZ,26,173,6.7,32,0
697,Trey Cooley,LOU,12,173,14.4,48,2
703,Malachi Fields,UVA,11,172,15.6,51,0
704,Melvin Hill,MASS,12,171,14.3,45,1
704,Isaiah Epps,UK,11,171,15.5,57,1
704,Taj Harris,SYR,16,171,10.7,51,0
704,Loic Fouonji,TTU,8,171,21.4,69,1
704,George Qualls Jr.,AKR,10,171,17.1,47,0
709,Oliver Martin,NEB,10,170,17.0,43,1
709,Detraveon Brown,UNT,8,170,21.3,58,1
711,Demarcus Gregory,USF/MISS,11,169,15.4,36,1
711,Chance Warren,NAVY,11,169,15.4,49,3
711,George Holani,BSU,14,169,12.1,40,0
714,JP Richardson,OKST,23,168,7.3,20,2
715,Donny Navarro III,ILL,17,167,9.8,21,0
715,Stone Smartt,ODU,17,167,9.8,39,0
715,John Stephens Jr.,UL,13,167,12.8,27,4
715,Justice Powers,NMSU,7,167,23.9,41,0
719,Kade Warner,KSU,14,166,11.9,26,0
719,Austin Stogner,OU,14,166,11.9,29,3
721,D.J. Matthews Jr.,IU,13,165,12.7,44,0
721,Luke Schoonmaker,MICH,17,165,9.7,27,3
721,Messiah Travis,NIU,13,165,12.7,36,0
721,Demeer Blankumsee,TOL,16,165,10.3,36,1
721,Garrett Miller,PUR,19,165,8.7,25,0
721,Ellis Merriweather,MASS,22,165,7.5,33,1
727,Cameron Butler,CSU,10,164,16.4,69,3
727,Montorie Foster Jr.,MSU,12,164,13.7,52,1
727,Jhaylin Embry,BGSU,7,164,23.4,54,0
730,Remi Simmons,CMU,16,163,10.2,30,0
730,Shaun Shivers,AUB,22,163,7.4,19,1
730,Treyton Welch,WYO,19,163,8.6,32,2
730,Jack Bradley,RICE,16,163,10.2,28,1
730,Dae Dae Hunter,HAW,19,163,8.6,30,0
735,Beau Johnson,GASO,15,162,10.8,30,3
735,AJ Barner,IU,14,162,11.6,76,1
735,Rahjai Harris,ECU,24,162,6.8,19,1
738,Andre Williams,AKR,10,161,16.1,50,1
738,Ryan Davis,UAB,13,161,12.4,32,0
740,Davis Koetter,BSU,14,160,11.4,37,1
741,Ronald Awatt,UTEP,11,159,14.5,65,0
741,Kyle Jarvis,UNM,11,159,14.5,34,2
741,Kairee Robinson,SJSU,21,159,7.6,40,1
744,Andrew Homer,M-OH,13,158,12.2,24,5
744,Tykee Ogle-Kellogg,UTSA,12,158,13.2,35,1
744,Kris Mitchell,FIU,9,158,17.6,50,1
747,Seth Green,HOU,13,157,12.1,25,3
747,Elijah Cooks,NEV,13,157,12.1,39,4
747,Joey Luchetti,BC,13,157,12.1,39,0
747,O'Shaan Allison,OHIO,20,157,7.8,25,1
747,Tyler Stephens,BUFF,15,157,10.5,35,1
747,Carson Steele,BALL,12,157,13.1,31,1
753,Max Borghi,WSU,16,156,9.8,23,0
753,Keaontay Ingram,USC,22,156,7.1,32,0
753,Bam Knight,NCST,21,156,7.4,38,0
753,King Doerue,PUR,20,156,7.8,46,0
753,De'Montre Tuggle,OHIO,16,156,9.8,48,2
758,Mannie Logan-Greene,UNM,14,155,11.1,58,1
758,E.J. Scott,CSU,12,155,12.9,34,0
758,Demontrez Brown,TROY,10,155,15.5,30,0
758,Khatib Lyles,UNT,13,155,11.9,48,1
758,Frank Gore Jr.,USM,20,155,7.8,32,0
758,Kenny Tracy,M-OH,17,155,9.1,49,1
764,Darnell Washington,UGA,10,154,15.4,32,1
764,Bryson Nesbit,UNC,7,154,22.0,47,1
764,Johnny Wilson,ASU,12,154,12.8,28,1
767,Henry Pearson,APP,11,153,13.9,40,0
767,Emani Bailey,UL,15,153,10.2,32,0
767,Jonzell Norrils,AKR,17,153,9.0,72,3
767,Moose Muhammad III,TA&M,10,153,15.3,39,4
771,Dalton Rigdon,TTU,11,152,13.8,59,0
772,Sammy Wheeler,KSU,15,151,10.1,35,1
772,Dalvin Smith,WKU,11,151,13.7,33,5
774,Asa Martin,MEM,14,150,10.7,31,2
774,Casey Kelly,MISS,17,150,8.8,19,1
774,DeMarcus Harris,UK,12,150,12.5,17,1
777,Jamal Johnson,BGSU,15,149,9.9,31,1
778,Johnny Huntley,LIB,13,148,11.4,20,2
778,Travis Levy,BC,16,148,9.3,27,0
778,Keylon Stokes,TLSA,11,148,13.5,61,0
778,Masen Wake,BYU,14,148,10.6,36,1
778,JoJo Earle,ALA,12,148,12.3,39,0
783,B.J. Smith,TROY,21,147,7.0,21,0
784,C.J. Riley,NCST,12,145,12.1,62,3
784,Joseph Scates,ISU,8,145,18.1,44,1
784,Tyjae Spears,TULN,19,145,7.6,44,0
784,Niko Hea,MIZ,18,145,8.1,41,2
788,Jashaun Corbin,FSU,25,144,5.8,21,1
788,Jerjuan Newton,TOL,13,144,11.1,39,1
790,Justin Olson,UNC,9,143,15.9,45,1
790,Robert Downs III,NMSU,14,143,10.2,28,1
790,Bernard Porter,BUFF,10,143,14.3,41,0
793,Chase Brown,ILL,14,142,10.1,33,0
793,Kye Robichaux,WKU,7,142,20.3,38,1
795,Jovani Haskins,RUTG,11,141,12.8,30,1
795,Johnny Lumpkin,UL,8,141,17.6,26,1
795,Blake Corum,MICH,24,141,5.9,14,1
795,Trey Cleveland,TTU,11,141,12.8,28,1
795,Darrell Harding Jr.,DUKE,12,141,11.8,50,0
795,Trey Knox,ARK,20,141,7.1,16,1
795,Terrance Ferguson,ORE,17,141,8.3,15,2
795,Deyunkrea Lewis,TROY,11,141,12.8,23,3
795,Dane Kinamon,AFA,10,141,14.1,23,2
804,Theo Howard,OU/UTAH,10,140,14.0,42,1
804,Jake Marwede,DUKE,16,140,8.8,33,0
804,Billy Bowens,BSU,12,140,11.7,42,0
807,Bryson Green,OKST,12,139,11.6,21,2
807,Marvin Harrison Jr.,OSU,11,139,12.6,25,3
809,Drew Rosi,TOL,8,138,17.3,46,2
809,Andrew Erickson,UNM,13,138,10.6,26,1
809,Amari Johnson,UCF,23,138,6.0,28,1
809,Alex Lines,ARIZ/UNLV,10,138,13.8,26,0
813,Erik Krommenhoek,USC,15,137,9.1,20,1
813,Anthony Torres,WMU,12,137,11.4,30,0
815,Tyler Hunt,MSU,14,136,9.7,16,1
815,Reagan Ealy,ARST,11,136,12.4,42,0
817,Brody Brumm,LIB,8,135,16.9,39,1
817,Dominick Mazotti,SJSU,8,135,16.9,46,0
817,Edward Saydee,TEM,14,135,9.6,20,0
817,Maliq Carr,MSU,8,135,16.9,40,0
821,David Bailey,CSU,15,134,8.9,28,2
821,Kalani Norris,GT,8,134,16.8,37,2
821,Kimani Vidal,TROY,22,134,6.1,19,0
821,Tre Watson,FRES,10,134,13.4,25,0
825,Miles Joiner,NIU,16,133,8.3,28,2
825,Trent Thompson,UTEP,9,133,14.8,51,4
825,Luke Lachey,IOWA,8,133,16.6,27,0
825,Keon Zipperer,FLA,11,133,12.1,30,0
825,Xavier White,TTU,18,133,7.4,19,1
825,Tony Grimes Jr.,AKR,14,133,9.5,25,1
831,Jordan Wilson,FSU,11,132,12.0,35,0
831,Tyneil Hopper,BSU,7,132,18.9,51,2
831,Chase Lane,TA&M,12,132,11.0,18,0
834,Will Jones,BALL,16,131,8.2,22,0
834,Hassan Haskins,MICH,18,131,7.3,20,0
834,Christopher Brooks,CAL,19,131,6.9,38,3
834,Bryce Farrell,STAN,14,131,9.4,52,1
834,Dylan Goffney,SMU,14,131,9.4,22,0
834,Kobe Pace,CLEM,12,131,10.9,33,0
840,Bryan Thompson,ASU/UTAH,13,130,10.0,32,0
840,Calvin Camp,CLT,15,130,8.7,53,1
840,Dimitri Stanley,COLO,15,130,8.7,29,1
840,Thomas Odukoya,EMU,13,130,10.0,18,2
840,Keyvone Lee,PSU,15,130,8.7,24,0
840,Nick Gallo,VT,14,130,9.3,27,0
840,Onuma Dieke,MASS,14,130,9.3,28,0
840,Zach Evans,TCU,10,130,13.0,46,1
848,Brittain Brown,UCLA,18,129,7.2,14,0
848,Drue Jackson,TXST,11,129,11.7,27,0
848,Jaden Bradley,PITT,9,129,14.3,28,0
851,Cole Fotheringham,UTAH,15,128,8.5,13,0
851,Mason Fairchild,KU,13,128,9.8,20,1
853,Travis Vokolek,NEB,11,127,11.5,38,0
853,Harry Ballard III,UAPB/NEV,6,127,21.2,43,2
853,Parker Christensen,WYO,13,127,9.8,16,0
853,Nathan Carter,CONN,19,127,6.7,47,0
853,Taylor Thompson,CLT,18,127,7.1,28,1
858,Raymond Pauwels,FRES,17,126,7.4,23,2
859,JD Spielman,TCU,8,125,15.6,38,2
859,Josh Johnson,LOU,16,125,7.8,21,1
859,Gunnar Oakes,EMU,11,125,11.4,37,1
859,Vincent Davis Jr.,PITT,23,125,5.4,14,0
859,Koby Drake,MEM,8,125,15.6,51,0
864,Clint Ratkovich,NIU,15,124,8.3,22,2
864,Jalen McGaughy,BALL,3,124,41.3,75,1
864,Reese Smith,WVU,12,124,10.3,20,1
864,Miles Cross,OHIO,11,124,11.3,39,0
864,Deuce Spann,ILL,5,124,24.8,45,2
864,Devontez Walker,KENT,5,124,24.8,73,1
870,Dylan McDuffie,BUFF,14,123,8.8,27,1
870,Jonah Panoke,HAW,11,123,11.2,21,0
870,Montana Lemonious-Craig,COLO,10,123,12.3,25,2
873,Stone Scarcelle,MRSH,8,122,15.3,45,0
873,Brandon Niemenski,CONN,12,122,10.2,26,1
875,Kadas Reams,TEM,11,121,11.0,44,2
875,Jalen Mitchell,LOU,12,121,10.1,27,0
875,Quincy Brown,TCU,12,121,10.1,22,1
875,Nicky Dalmolin,DUKE,15,121,8.1,28,1
879,Trevor Hohlt,BALL,13,120,9.2,34,0
879,Luke Floriea,KENT,10,120,12.0,48,1
881,Jarett Garner,DUKE,10,119,11.9,30,0
881,Cam'Ron Harris,MIA,11,119,10.8,83,1
881,Larry McCammon III,FAU,8,119,14.9,33,0
881,Kyle Maxwell,LT,9,119,13.2,32,0
881,Jamaal Bell,NEV,14,119,8.5,28,1
881,Alan Lamar,ARST,22,119,5.4,21,0
887,Ben Ratzlaff,WKU/HBU,12,118,9.8,20,0
887,Amir Abdur-Rahman,VAN,13,118,9.1,17,1
887,Josh Sterns,WKU,16,118,7.4,24,0
890,E.J. Jenkins,SC,8,117,14.6,30,1
890,Roc Taylor,MEM,8,117,14.6,27,0
890,Kendre Miller,TCU,12,117,9.8,53,1
890,Jordan Bly,ODU,11,117,10.6,37,0
894,Lawrance Toafili,FSU,10,116,11.6,75,2
894,Will Shipley,CLEM,16,116,7.3,19,0
894,Michael Jackson III,USC,12,116,9.7,21,0
897,DeAndre Torrey,UNT,12,115,9.6,35,1
897,Josiah Johnson,MASS,11,115,10.5,31,3
897,Julian Ortega-Jones,BGSU/TXST,11,115,10.5,22,0
897,Von Swinton,IU,15,115,7.7,15,1
897,Jontavis Robertson,DUKE,17,115,6.8,18,0
897,Cam Davis,WASH,14,115,8.2,18,0
903,Bryce Nunnelly,WMU,10,114,11.4,25,0
903,Fred Lloyd Jr.,ULM,8,114,14.3,33,1
903,Sheldon Evans,MRSH,11,114,10.4,56,0
903,Luke Ford,ILL,15,114,7.6,19,2
903,Noah Cain,PSU,19,114,6.0,16,0
903,Sean Tyler,WMU,14,114,8.1,30,2
903,Javon Harvey,ODU,11,114,10.4,14,0
903,Ja'Lynn Polk,WASH,5,114,22.8,55,1
903,Darren Wilson Jr.,ISU,12,114,9.5,49,0
903,Braheam Murphy,ARMY,5,114,22.8,40,3
913,Kamari Pleasant,WASH,15,113,7.5,18,0
913,Cannon Montgomery,TLSA,4,113,28.3,59,1
913,Carson Terrell,USU,11,113,10.3,21,2
913,SaRodorick Thompson Jr.,TTU,6,113,18.8,75,0
913,Tyler Lavine,SMU,10,113,11.3,44,1
913,Alton McCaskill,HOU,21,113,5.4,35,2
913,Jjay Mcafee,GASO,11,113,10.3,26,0
920,Dylan Leonard,GT,11,112,10.2,40,0
920,Oran Singleton Jr.,AKR,11,112,10.2,24,1
922,Ygenio Booker,TULN,17,110,6.5,24,1
922,Cornelius McCoy,GAST,12,110,9.2,22,0
922,Bryce Miller,USF,12,110,9.2,16,0
922,Darion Williamson,FSU,11,110,10.0,17,0
926,Marcus Jones,HOU,10,109,10.9,47,1
926,Jovany Ruiz-Navarro,BUFF,7,109,15.6,63,1
926,Jerome Buckner,OHIO,9,109,12.1,39,0
926,Michael Trigg,USC,7,109,15.6,46,1
926,Raheim Sanders,ARK,11,109,9.9,24,1
931,Deon McIntosh,WSU,14,108,7.7,20,1
931,Zander Horvath,PUR,17,108,6.4,26,0
931,Nate McCollum,GT,13,108,8.3,44,1
934,TJ Pledger,UTAH,10,107,10.7,43,0
934,Samson Evans,EMU,19,107,5.6,19,0
934,Jyaire Shorter,UNT,6,107,17.8,45,0
934,Isaah Crocker,ORE,7,107,15.3,33,0
934,George Pickens,UGA,5,107,21.4,52,0
934,Antoine Robinson,USM,8,107,13.4,27,0
934,Latrell Fordham,EMU,8,107,13.4,24,1
941,Tyrone Tracy Jr.,IOWA,15,106,7.1,14,1
942,Darius Savedge,ODU,6,105,17.5,63,1
942,Ta'Zhawn Henry,HOU,20,105,5.3,30,0
944,Willie Wright,FAU,6,104,17.3,55,0
944,Jack Combs,ARST,9,104,11.6,36,0
944,Ben Bresnahan,VAN,10,104,10.4,30,0
944,Ahmarean Brown,SC,11,104,9.5,26,0
948,Austin Upshaw,SMU,14,103,7.4,14,0
948,Pearse Migl,UL,11,103,9.4,17,0
948,Tyleek Collins,UNLV,5,103,20.6,80,1
948,Juan Rodriguez,FRES,14,103,7.4,23,2
952,Arian Smith,UGA,3,102,34.0,61,2
952,Sam Olson,SJSU,4,102,25.5,70,1
952,Devontae Houston,CONN,11,102,9.3,31,0
952,Brian Darby,OU,7,102,14.6,42,2
952,Titus Mokiao-Atimalala,UCF,12,102,8.5,17,1
957,Ko Kieft,MINN,7,101,14.4,37,1
957,McLane Mannix,TTU,6,101,16.8,38,1
957,Donta Anthony Jr.,ODU,7,101,14.4,46,0
957,Tristen Tewes,NIU,10,101,10.1,21,0
957,Cole Finney,DUKE,5,101,20.2,39,0
957,PJ Johnson III,NMSU,12,101,8.4,34,1
957,Jared Casey,KU,8,101,12.6,43,2
957,Javon Baker,ALA,7,101,14.4,35,1
965,Moochie Dixon,TEX,9,100,11.1,22,0
966,Sterling Palmer,FIU,7,99,14.1,24,1
966,Dakota Thomas,WKU,9,99,11.0,17,2
966,Jerand Bradley,TTU,5,99,19.8,52,0
966,Kilinahe Mendiola-Jensen,UNLV,11,99,9.0,28,0
970,Devonte Lee,NEV,19,98,5.2,15,1
970,Marcel Dancy,CAL,15,98,6.5,14,0
970,Jake Roberts,UNT,11,98,8.9,30,0
970,Jahmal Banks,WAKE,5,98,19.6,39,0
970,Pat Bryant,ILL,6,98,16.3,45,0
970,Da'Wain Lofton,VT,7,98,14.0,35,1
970,Tyrone Howell,KSU,7,98,14.0,30,0
977,Cameron Dollar,CLT,7,97,13.9,28,2
977,Isaiah Spencer,ODU,10,97,9.7,29,2
977,Daniel Parker,MIZ,12,97,8.1,17,3
977,Jase McClellan,ALA,10,97,9.7,21,3
977,Ketron Jackson Jr.,ARK,5,97,19.4,39,1
977,Dylan Summers,EMU,10,97,9.7,28,0
977,Anthony Smith,NCST,4,97,24.3,44,1
984,Tre'Von Bradley,UTSA,6,96,16.0,67,1
985,Kurt Rafdal,BSU,8,95,11.9,21,1
985,Drake Anderson,ARIZ/NU,18,95,5.3,13,0
985,Dominic Gicinto,NMSU,9,95,10.6,25,1
985,Xavier Gravette,CCU,5,95,19.0,49,1
985,Brandon Crum,USA,9,95,10.6,16,1
985,Marquez Cooper,KENT,10,95,9.5,20,0
985,A.J. Davis IV,UAB,10,95,9.5,23,0
985,Isaiah Johnson,UNT,7,95,13.6,29,1
993,Emari Demercado,TCU,12,94,7.8,16,0
993,D'Marcus Adams,FAU,3,94,31.3,46,0
993,Marcus Rosemy-Jacksaint,UGA,7,94,13.4,30,0
993,Marcayll Jones,MEM,8,94,11.8,34,0
993,Zach Rasmussen,ULM,6,94,15.7,27,3
998,Cody Rudy,BALL,16,93,5.8,15,0
998,Johnnie Lang,ARST,17,93,5.5,26,0
998,Chase Rogers,MISS,9,93,10.3,42,1
998,Kris Leach,KENT,7,93,13.3,37,2
998,Stephen Carr,IU,15,93,6.2,14,1
998,Abdur-Rahmaan Yaseen,PUR,5,93,18.6,43,0
998,Tyler Fromm,AUB,8,93,11.6,31,1
998,Terrion Avery,USA,18,93,5.2,12,3
998,Demick Starling,UVA,4,93,23.3,65,1
998,E.J. Wilson,FIU,8,93,11.6,69,1
1008,Joey Beljan,WKU,14,91,6.5,32,6
1008,Drake Dabney,BAY,10,91,9.1,21,2
1008,Lake McRee,USC,7,91,13.0,19,0
1011,Ulysses Bentley IV,SMU,19,90,4.7,24,1
1011,Chris Hickman,NEB,3,90,30.0,54,0
1011,Romello Brinson,MIA,7,90,12.9,19,1
1011,Zarak Scruggs Jr.,UNM,11,90,8.2,51,0
1011,Zaire Mitchell-Paden,FAU,9,90,10.0,22,1
1016,Caleb Phillips,STAN/HAW,17,89,5.2,26,2
1016,Devin Miller,MRSH,10,89,8.9,20,1
1016,Cade Stoever,UTSA,3,89,29.7,60,0
1016,Joshua Fleeks,BAY,7,89,12.7,41,0
1016,Brandon Walters,ARMY,5,89,17.8,39,1
1016,Kenneth Walker III,MSU,13,89,6.8,17,1
1016,Kevin Harris,SC,11,89,8.1,30,0
1016,David Cormier,AFA,5,89,17.8,31,0
1024,Jamontez Woods,TROY,16,88,5.5,16,1
1024,Levi Gazarek,BGSU,10,88,8.8,19,0
1024,Marcus Phillips Jr.,UNLV,12,88,7.3,16,1
