RK,NAME,TEAM,REC,YDS,AVG,LNG,TD
57,Isaiah Neyor,WYO,44,878,20.0,74,12
59,Calvin Turner Jr.,HAW,73,876,12.0,37,4
60,Tyler Snead,ECU,67,855,12.8,53,4
61,Bryce Singleton,FIU,46,847,18.4,75,3
62,Michael Mayer,ND,71,840,11.8,52,7
63,Brandon Bowling,USU,56,835,14.9,58,10
63,Quian Williams,BUFF/EMU,64,835,13.0,40,2
65,Jayshon Jackson,BALL,69,829,12.0,56,5
65,Rakim Jarrett,MD,62,829,13.4,60,5
67,Thomas Hennigan,APP,60,823,13.7,68,6
68,Parker Washington,PSU,64,820,12.8,67,4
69,Malik Williams,APP,52,819,15.8,56,7
70,Corey Rucker,ARST,59,816,13.8,37,9
71,Travell Harris,WSU,76,814,10.7,58,9
72,Ryan O'Keefe,UCF,84,812,9.7,54,7
73,Velus Jones Jr.,TENN,62,807,13.0,72,7
74,Puka Nacua,BYU,43,805,18.7,55,6
75,Joshua Cephus,UTSA,71,803,11.3,47,6
75,Danny Gray,SMU,49,803,16.4,68,9
77,Emeka Emezie,NCST,60,802,13.4,64,6
77,Roderic Burns,UNT,58,802,13.8,55,4
79,Jake Bobo,DUKE,74,794,10.7,48,1
80,Derek Wright,USU,48,789,16.4,76,11
81,Mac Hippenhammer,M-OH,48,786,16.4,63,5
82,Josh Kelly,FRES,52,778,15.0,69,3
83,Corey Crooms Jr.,WMU,44,768,17.5,74,6
84,Daewood Davis,WKU,43,763,17.7,73,8
85,Te'Vailance Hunt,ARST,52,758,14.6,76,6
86,Charlie Kolar,ISU,62,756,12.2,34,6
86,Smoke Harris,LT,71,756,10.6,47,6
88,De'Corian Clark,UTSA,52,755,14.5,48,7
89,Jaylen Hall,WMU,46,752,16.3,68,3
90,Konata Mumpfield,AKR,63,751,11.9,48,8
91,Zay Flowers,BC,44,746,17.0,49,5
92,Stanley Berryhill,ARIZ,83,744,9.0,43,1
93,Kyle Philips,UCLA,59,739,12.5,75,10
94,Tez Johnson,TROY,67,735,11.0,64,4
95,Milton Wright,PUR,57,732,12.8,53,7
96,Derrick Deese Jr.,SJSU,47,730,15.5,38,4
97,Greg Dulcich,UCLA,42,725,17.3,75,5
97,Billy Kemp IV,UVA,74,725,9.8,32,6
99,Jalon Calhoun,DUKE,56,718,12.8,80,3
100,Xavier Weaver,USF,41,715,17.4,44,2
101,Jake Bailey,RICE,56,714,12.8,40,2
102,Michael Mathison,AKR,56,706,12.6,57,3
103,Erik Ezukanma,TTU,48,705,14.7,75,4
103,Marvin Mims Jr.,OU,32,705,22.0,67,5
105,Dylan Drummond,EMU,64,704,11.0,41,6
106,Trea Shropshire,UAB,27,703,26.0,74,7
107,LaJohntay Wester,FAU,65,702,10.8,39,4
108,DeMario Douglas,LIB,52,701,13.5,70,6
108,Dallas Dixon,CMU,45,701,15.6,44,8
110,Gerrit Prince,UAB,36,699,19.4,72,10
111,Jalen Nailor,MSU,37,695,18.8,65,6
112,Steve Jenkins,UNLV,46,694,15.1,80,4
113,Zack Kuntz,ODU,73,692,9.5,43,5
114,Malachi Corley,WKU,73,691,9.5,45,7
115,Winston Wright,WVU,63,688,10.9,40,5
116,JaCorey Sullivan,CMU,49,687,14.0,78,10
117,Justin Garrett,UTEP,50,685,13.7,44,4
118,Keshunn Abram,KENT,47,680,14.5,70,3
119,Josh Vann,SC,43,679,15.8,61,5
120,Cole Turner,NEV,62,677,10.9,30,10
121,Tre Turner,VT,40,675,16.9,69,3
122,JuanCarlos Santana,TLSA,50,674,13.5,42,3
123,Rashee Rice,SMU,64,670,10.5,62,9
123,Sam LaPorta,IOWA,53,670,12.6,36,3
125,Tory Horton,NEV,52,659,12.7,54,5
126,Jared Wayne,PITT,47,658,14.0,40,6
126,Trevon Clark,CAL,33,658,19.9,84,4
128,Sean Dykes,MEM,48,657,13.7,53,7
129,Chris Pierce Jr.,VAN,57,654,11.5,31,2
130,Kwamie Lassiter II,KU,59,653,11.1,61,3
130,Ben Yurosek,STAN,42,653,15.5,49,3
132,Melquan Stovall,NEV,56,643,11.5,65,1
132,Jason Brownlee,USM,46,643,14.0,39,8
134,Jacob Copeland,FLA,41,642,15.7,75,4
134,Jesse Matthews,SDSU,57,642,11.3,32,9
136,Victor Tucker,CLT,51,639,12.5,34,2
137,Trevon Bradford,ORST,42,631,15.0,67,5
138,Jalen Wayne,USA,53,630,11.9,41,2
139,Jared Wyatt,NMSU,49,629,12.8,52,3
139,CJ Daniels,LIB,37,629,17.0,40,7
141,Jaden Walley,MSST,55,628,11.4,29,6
142,Cornelius Johnson,MICH,40,627,15.7,87,3
143,Nykeim Johnson,KENT,55,626,11.4,51,3
144,Willie Johnson,MRSH,32,625,19.5,65,3
144,Reggie Roberson Jr.,SMU,51,625,12.3,66,6
144,Stephon Robinson Jr.,NU,46,625,13.6,47,2
147,Taylor Morin,WAKE,43,621,14.4,42,5
148,Brandon Lewis,AFA,21,619,29.5,92,3
148,Brennan Presley,OKST,50,619,12.4,42,5
150,Bo Melton,RUTG,55,618,11.2,57,3
151,Austin Williams,MSST,52,617,11.9,34,4
152,Keric Wheatfall,FRES,38,616,16.2,55,4
153,Justin Hall,BALL,61,613,10.0,49,5
154,Antoine Green,UNC,31,612,19.7,76,5
154,Quentin Johnston,TCU,33,612,18.5,75,6
156,Brant Kuithe,UTAH,50,611,12.2,49,6
157,Kameron Brown,CCU,36,605,16.8,74,5
158,Ra'Shaun Henry,UVA,34,603,17.7,39,3
159,Austin Allen,NEB,38,602,15.8,46,2
159,Tahj Washington,USC/MEM,54,602,11.1,29,1
161,Josh Ali,UK,41,601,14.7,62,3
161,Kyle Williams,UNLV,42,601,14.3,75,2
163,Jelani Woods,UVA,44,598,13.6,40,8
164,Thayer Thomas,NCST,51,596,11.7,79,8
164,Tyrone Broden,BGSU,36,596,16.6,64,5
166,Gunner Romney,BYU,34,594,17.5,59,3
167,Boogie Knight,AKR/ULM,45,588,13.1,46,3
168,Cedric Patterson III,RICE,38,583,15.3,73,6
169,Ricky Pearsall,ASU,48,580,12.1,65,4
169,Kobe Hudson,AUB,44,580,13.2,36,4
171,Gary Bryant Jr.,USC,44,579,13.2,62,7
172,Malik Washington,NU/ALST,44,578,13.1,64,2
172,Isaiah Garcia-Castaneda,NMSU,37,578,15.6,75,4
174,Will Sheppard,VAN,43,577,13.4,56,4
175,Tauskie Dove,MIZ,38,576,15.2,50,0
176,Cole Tucker,NIU,41,575,14.0,66,3
176,Bryce Ford-Wheaton,WVU,42,575,13.7,45,3
178,R.J. Sneed II,BAY,46,573,12.5,69,2
179,Tre' Harris,LT,40,572,14.3,62,4
180,Jackson Anthrop,PUR,53,570,10.8,42,5
180,Tyrin Smith,UTEP,33,570,17.3,55,4
182,Devin Maddox,TOL,41,567,13.8,84,4
183,Brandon Johnson,UCF,38,565,14.9,50,11
184,Tayvion Robinson,VT,44,559,12.7,61,5
185,Devon Williams,ORE,35,557,15.9,50,4
186,Devin Carter,NCST,31,556,17.9,58,6
186,Jeff Foreman,ARST,31,556,17.9,89,2
188,Dante Wright,CSU,44,554,12.6,62,3
189,Justin Shorter,FLA,41,550,13.4,52,3
189,Marshon Ford,LOU,49,550,11.2,35,2
191,Braylon Sanders,MISS,24,549,22.9,68,4
192,Javen Banks,TXST,36,548,15.2,75,5
193,Austin Osborne,BGSU/WASH,64,546,8.5,36,2
194,Mike Harley Jr.,MIA,57,543,9.5,55,5
194,Peyton Hendershot,IU,46,543,11.8,35,4
194,Phillip Brooks,KSU,43,543,12.6,56,2
197,Tyrice Richie,NIU,44,540,12.3,50,1
198,Kaylon Geiger,TTU,43,533,12.4,75,1
199,Tre Mosley,MSU,35,530,15.1,51,3
200,Jordan Watkins,LOU,35,529,15.1,76,4
201,Shedrick Jackson,AUB,40,527,13.2,48,1
202,Neil Pau'u,BYU,46,526,11.4,67,6
203,Isaiah Williams,ILL,47,525,11.2,52,4
204,Tyler Harrell,LOU,18,523,29.1,92,6
204,Myles Price,TTU,38,523,13.8,48,2
204,Jarrin Pierce,MTSU,43,523,12.2,59,6
207,KeAndre Lambert-Smith,PSU,34,521,15.3,83,3
208,Isaiah Winstead,TOL,38,520,13.7,55,1
208,Tyler Scott,CIN,30,520,17.3,81,5
208,C.J. Johnson,ECU,35,520,14.9,60,1
208,Marcell Barbee,TXST,40,520,13.0,42,5
212,Derius Davis,TCU,36,518,14.4,63,1
213,Kevin Shaa,LIB,28,516,18.4,64,6
214,Jalen Wydermyer,TA&M,40,515,12.9,34,4
215,Britain Covey,UTAH,52,514,9.9,33,3
215,Matt Landers,TOL,20,514,25.7,90,5
215,Justyn Ross,CLEM,46,514,11.2,36,3
218,Kekoa Crawford,CAL,40,513,12.8,49,0
219,Ty Fryfogle,IU,46,512,11.1,52,1
220,Keke Chism,MIZ,41,511,12.5,56,3
221,Jimmy Marshall,MTSU,45,510,11.3,37,6
221,Dalton Kincaid,UTAH,36,510,14.2,43,8
223,Ainias Smith,TA&M,47,509,10.8,27,6
223,Kayshon Boutte,LSU,38,509,13.4,64,9
225,Dontay Demus Jr.,MD,28,507,18.1,66,3
226,Chris Autman-Bell,MINN,36,506,14.1,68,6
227,Sam James,WVU,42,505,12.0,53,5
228,Jaray Jenkins,LSU,34,502,14.8,45,6
228,Elijah Higgins,STAN,44,502,11.4,56,4
228,Woody Marks,MSST,83,502,6.0,21,3
231,Taye Barber,TCU,30,499,16.6,62,2
232,Jermaine Burton,UGA,26,497,19.1,73,5
232,Jaheim Bell,SC,30,497,16.6,82,5
232,Khaleb Hood,GASO,41,497,12.1,46,0
235,Jeremy Singleton,HOU,29,495,17.1,55,5
236,August Pitre III,RICE,31,494,15.9,41,3
237,Audie Omotosho,ECU,40,493,12.3,41,3
238,Demetris Robertson,AUB,37,489,13.2,71,4
238,Malachi Carter,GT,37,489,13.2,53,2
238,Jack Bech,LSU,43,489,11.4,40,3
241,Yo'Heinz Tyler,BALL,49,487,9.9,27,6
242,Xavier Gaines,MRSH,42,483,11.5,56,3
242,Je'Quan Burton,FAU,27,483,17.9,57,3
244,Brandon Robinson,FAU,37,481,13.0,59,4
244,Michael Jefferson,UL,18,481,26.7,54,4
246,Jake Herslow,HOU,36,480,13.3,49,5
247,Danny Davis,WISC,32,478,14.9,72,2
248,Randle Jones,TEM,40,476,11.9,70,3
249,Keelan Marion,CONN,28,474,16.9,63,5
250,Sam Crawford,TLSA,27,472,17.5,88,4
250,Yusuf Ali,MTSU,45,472,10.5,61,4
252,Zane Pope,FRES,25,471,18.8,65,4
252,De'Zhaun Stribling,WSU,44,471,10.7,26,5
254,Justin Lockhart,NEV,35,470,13.4,44,2
254,Jahmyr Gibbs,GT,36,470,13.1,77,2
254,Jalen McMillan,WASH,39,470,12.1,39,3
257,Deuce Vaughn,KSU,49,468,9.6,55,4
258,Kyric McGowan,GT,37,467,12.6,39,7
258,Payne Durham,PUR,45,467,10.4,62,6
260,Jaylin Lane,MTSU,42,466,11.1,35,4
261,Grant Calcaterra,SMU,38,465,12.2,29,4
262,Shadeed Ahmed,MRSH,38,463,12.2,47,3
263,Taysir Mack,PITT,27,461,17.1,55,3
263,Rico Arnold,MASS/CLT,27,461,17.1,73,3
265,Dominic Johnson,BUFF,34,457,13.4,57,2
265,Broc Thompson,PUR,30,457,15.2,75,4
267,Rachaad White,ASU,43,456,10.6,34,1
268,Jamari Thrash,GAST,32,452,14.1,38,3
269,Lucas Krull,PITT,38,451,11.9,29,6
270,Jake Ferguson,WISC,46,450,9.8,35,3
271,Isaiah Alston,ARMY,22,449,20.4,48,3
272,Chig Okonkwo,MD,52,447,8.6,32,5
272,Ladd McConkey,UGA,31,447,14.4,60,5
274,Ahmari Huggins-Bruce,LOU,29,444,15.3,93,4
275,Ryan Jones,ECU,37,442,11.9,38,5
275,Malik Heath,MSST,34,442,13.0,56,5
277,Malik Knowles,KSU,29,441,15.2,68,4
278,Jose Barbon,TEM,40,440,11.0,46,2
279,Joseph Ngata,CLEM,23,438,19.0,54,1
280,Erick All Jr.,MICH,38,437,11.5,47,2
281,Terrell Bynum,WASH,26,436,16.8,51,4
282,Bub Means,LT,22,430,19.5,72,2
283,Tyrick James,TULN,31,429,13.8,43,4
284,Ezra Naylor II,TLSA,33,426,12.9,41,3
284,Tre Tucker,CIN,34,426,12.5,48,2
284,Adonai Mitchell,UGA,29,426,14.7,40,4
287,Dillon Johnson,MSST,65,422,6.5,26,1
288,Stefan Cobbs,BSU,34,421,12.4,61,5
289,Roman Wilson,MICH,25,420,16.8,75,3
290,Kris Hutson,ORE,31,419,13.5,50,2
291,Elijah Kothe,SDSU,31,418,13.5,39,1
291,Christian Sims,BGSU,41,418,10.2,81,2
291,LV Bunkley-Shelton,ASU,33,418,12.7,59,2
294,Peter LeBlanc,UL,37,417,11.3,46,1
294,Malik Nabers,LSU,28,417,14.9,67,4
296,Kendric Pryor,WISC,32,416,13.0,28,3
297,Ty McCullouch,CSU,24,415,17.3,60,1
297,Rome Odunze,WASH,41,415,10.1,55,4
299,Kemore Gamble,FLA,31,414,13.4,47,4
299,Justin McGriff,USU,35,414,11.8,45,6
299,Isaiah Hamilton,SJSU,31,414,13.4,47,2
299,Jared Smart,HAW,26,414,15.9,67,2
303,John Samuel Shenker,AUB,33,413,12.5,41,0
303,Javon Ivory,MEM,29,413,14.2,49,3
303,JaVonta Payton,TENN,18,413,22.9,75,6
306,Cameron Latu,ALA,26,410,15.8,61,8
307,Octavius Evans,BSU,34,409,12.0,48,2
308,Slade Bolden,ALA,42,408,9.7,29,3
308,Jimmy Horn Jr.,USF,30,408,13.6,80,1
310,Beaux Collins,CLEM,31,407,13.1,58,3
311,Cameron Odom,OHIO,29,406,14.0,66,1
312,Key'Shawn Smith,MIA,33,405,12.3,57,3
313,Ke'Shawn Williams,WAKE,27,404,15.0,75,3
314,Andre Bodison,NMSU,32,403,12.6,47,0
315,Travis Dye,ORE,46,402,8.7,39,2
316,Tre'Shaun Harrison,ORST,29,401,13.8,54,3
317,Michael Woods II,OU,35,400,11.4,59,2
318,Sean Ryan,WVU,25,399,16.0,44,3
318,Jadon Haselwood,OU,39,399,10.2,50,6
320,Jalen Walker,M-OH,31,398,12.8,51,4
320,Christian Trahan,HOU,37,398,10.8,40,2
322,RaJae' Johnson,UAB,23,394,17.1,63,1
323,Jahcour Pearson,MISS,26,392,15.1,45,0
323,Michael Brown-Stephens,MINN,23,392,17.0,54,1
325,Jermaine Braddock,SJSU,27,390,14.4,43,2
326,Courtney Jackson,SYR,37,389,10.5,29,3
326,Devaughn Vele,UTAH,23,389,16.9,45,1
328,Donald Stewart,WAKE,33,388,11.8,33,1
328,Jeremiah Hunter,CAL,21,388,18.5,45,1
330,Avery Davis,ND,27,386,14.3,62,4
331,Ontaria Wilson,FSU,23,382,16.6,65,5
332,Elijah Spencer,CLT,28,381,13.6,38,6
333,Jason Pirtle,UNT,41,380,9.3,31,2
333,Omar Manning,NEB,26,380,14.6,40,2
333,Tyler Walton,OHIO,32,380,11.9,39,2
333,Mario Williams,OU,35,380,10.9,36,4
337,Jordan Whittington,TEX,26,377,14.5,41,3
338,Shae Wyatt,TULN,33,376,11.4,44,3
339,Curtis Hodges,ASU,20,373,18.6,48,2
339,Xavier Restrepo,MIA,24,373,15.5,45,2
341,Drew Estrada,BAY,30,367,12.2,58,1
341,Joel Wilson,CMU,31,367,11.8,41,6
343,Dylan Wright,MINN,18,365,20.3,39,2
344,Ronnie Rivers,FRES,34,364,10.7,61,2
344,Trevor Wilson,KU,27,364,13.5,45,1
346,Adonicas Sanders,GT,29,362,12.5,37,3
346,Trae Barry,BC,21,362,17.2,51,4
346,Isiah Cox,OHIO,30,362,12.1,49,4
346,Isaiah Esdale,WVU,29,362,12.5,55,1
350,Ben Sims,BAY,31,361,11.6,33,6
351,Kyren Williams,ND,42,359,8.5,55,3
351,Brian Thomas Jr.,LSU,28,359,12.8,42,2
353,Luke Whittemore,TROY,22,357,16.2,49,1
353,Daniel Bellinger,SDSU,31,357,11.5,73,2
355,Michael Young Jr.,CIN,28,353,12.6,38,2
355,Will Derrick,ULM,25,353,14.1,81,1
357,Keagan Johnson,IOWA,18,352,19.6,49,2
358,Amare Jones,GASO,25,351,14.0,46,0
359,Braden Lenzy,ND,32,350,10.9,32,3
360,Eddie Lewis,MEM,22,349,15.9,75,4
360,Luke Grimm,KU,22,349,15.9,40,3
362,Will Mallory,MIA,30,347,11.6,57,4
363,Jonathan Mingo,MISS,22,346,15.7,50,3
364,Trey Palmer,LSU,30,344,11.5,61,3
364,Lorenzo Styles Jr.,ND,24,344,14.3,40,1
366,Keanu Hill,BYU,18,343,19.1,44,2
367,DJ Stubbs,LIB,21,342,16.3,60,2
367,Tanner Knue,EMU,32,342,10.7,21,1
367,Rasheen Ali,MRSH,46,342,7.4,50,1
370,Brian Cobbs,MD,25,341,13.6,38,1
371,Tyrell Robinson,ARMY,12,340,28.3,79,3
372,Jaetavian Toles,TULN,22,338,15.4,48,3
372,Lew Nichols,CMU,40,338,8.4,36,2
374,Tyson Morris,ARK,24,337,14.0,47,2
375,Jared Sparks,ULM/PUR,30,336,11.2,43,1
376,Bryant Koback,TOL,30,334,11.1,75,3
376,Jeremiah Hall,OU,32,334,10.4,50,4
376,Shameen Jones,RUTG,35,334,9.5,31,0
376,Terrell Warner,NMSU,38,334,8.8,19,1
380,Josh Whyle,CIN,26,332,12.8,31,6
381,Nico Ragaini,IOWA,26,331,12.7,48,1
381,KeSean Carter,HOU,26,331,12.7,29,1
381,Duece Watts,TULN,21,331,15.8,47,3
384,Tyler Badie,MIZ,54,330,6.1,34,4
385,Samson Nacua,BYU,21,329,15.7,52,3
385,Taj Davis,WASH,26,329,12.7,39,1
387,Cam Johnson,VAN,34,327,9.6,44,4
388,Connor Heyward,MSU,35,326,9.3,35,2
388,BJ Casteel,ARIZ,33,326,9.9,29,1
388,Gavin Bartholomew,PITT,28,326,11.6,37,4
391,TJ Sheffield,PUR,36,325,9.0,38,5
392,Jordan Mims,FRES,25,324,13.0,78,4
392,Jabre Barber,TROY,32,324,10.1,42,3
394,Roger Carter Jr.,GAST,20,323,16.1,39,2
394,Charlie Jones,IOWA,21,323,15.4,72,3
394,Deshon Stoudemire,TROY,23,323,14.0,39,2
397,Justin Marshall,LOU,23,322,14.0,39,1
397,Jaylon Robinson,UCF,18,322,17.9,47,2
397,Dontae Fleming,UL,27,322,11.9,46,2
400,Darryl Jones,MD,23,319,13.9,70,2
401,Carlos Carriere,MD,24,316,13.2,45,5
401,Lawrence Arnold,KU,27,316,11.7,37,3
403,Ja'Shaun Poke,KENT,26,315,12.1,42,1
404,Daniel Imatorbhebhe,KSU,12,314,26.2,73,2
404,Blaine Green,OKST,21,314,15.0,46,1
406,Andrew Parchment,FSU,24,313,13.0,38,2
407,TreVeyon Henderson,OSU,27,312,11.6,70,4
408,Johnny Johnson III,ORE,25,311,12.4,32,1
408,Sam Pinckney,GAST,27,311,11.5,28,1
408,Miles Marshall,IU,22,311,14.1,41,0
408,Damon Ward Jr.,UNT,21,311,14.8,77,2
408,Derwin Burgess Jr.,GASO,17,311,18.3,57,1
413,Jeremy Ruckert,OSU,26,309,11.9,30,3
414,Brady Russell,COLO,25,307,12.3,65,0
415,Travis Koontz,TTU,21,306,14.6,75,4
416,Tayon Fleet-Davis,MD,32,305,9.5,45,1
416,Mike Sainristil,MICH,21,305,14.5,51,2
416,Charles Ross,SJSU/NEV,25,305,12.2,65,2
419,Warren Thompson,ARK,19,304,16.0,60,2
419,Luke Musgrave,ORST,22,304,13.8,35,1
419,Kyren Lacy,UL,22,304,13.8,55,6
422,Izaiah Gathings,MTSU,24,302,12.6,46,1
422,Breece Hall,ISU,36,302,8.4,30,3
424,Zach Jackson,ULM,25,301,12.0,31,2
424,Donovan Ollie,WSU,26,301,11.6,56,1
424,Dorian Singer,ARIZ,18,301,16.7,45,0
427,Tayvian Cunningham,ARIZ,18,299,16.6,73,2
427,Brenden Rice,COLO,21,299,14.2,62,3
429,Ayden Eberhardt,WYO,21,298,14.2,32,0
429,Porter Rooks,NCST,23,298,13.0,37,0
431,Michael Wiley,ARIZ,33,297,9.0,32,4
432,Dahu Green,ARST,19,296,15.6,39,3
432,Brian Robinson Jr.,ALA,35,296,8.5,51,2
432,Brevyn Spann-Ford,MINN,23,296,12.9,48,1
432,Toa Taua,NEV,39,296,7.6,27,1
432,Lincoln Victor,WSU,22,296,13.5,55,2
437,Bijan Robinson,TEX,26,295,11.3,38,4
437,DJ England-Chisolm,MTSU,28,295,10.5,51,3
437,Braydon Bennett,CCU,24,295,12.3,71,2
440,Jha'Quan Jackson,TULN,17,294,17.3,50,1
440,Casey Washington,ILL,21,294,14.0,56,0
440,Jsi Hatfield,ECU,15,294,19.6,75,3
443,Jack Coldiron,M-OH,16,293,18.3,45,1
443,Zach Westmoreland,EMU,17,293,17.2,54,1
445,Reggie Todd,TROY,23,291,12.7,30,1
445,Caullin Lacy,USA,41,291,7.1,30,0
447,Trevis Graham,TXST,20,290,14.5,31,3
448,Griffin Hebert,LT,27,289,10.7,35,2
449,Gary Williams,CSU,21,287,13.7,43,5
449,BJ Busbee,SDSU,23,287,12.5,36,0
449,John Humphreys,STAN,21,287,13.7,29,1
449,Neal Johnson,UL,22,287,13.0,55,1
453,Chase Cota,UCLA,18,286,15.9,45,1
453,Zavier Betts,NEB,20,286,14.3,55,0
455,Keyshawn Helton,FSU,19,285,15.0,44,2
456,Chase Allen,ISU,26,284,10.9,35,2
456,Trestan Ebner,BAY,28,284,10.1,61,2
456,James Cook III,UGA,27,284,10.5,53,4
456,Ashtyn Hawkins,TXST,30,284,9.5,28,1
460,Isaiah Graham,LT,20,283,14.1,38,2
460,Jay Rose,CONN,27,283,10.5,42,1
460,Amad Anderson Jr.,TEM,24,283,11.8,53,2
460,Lincoln Pare,ARST,27,283,10.5,83,2
464,Johnny Ford,FAU,23,280,12.2,89,2
464,Jaylan Knighton,MIA,20,280,14.0,60,3
466,Dedrick Parson,HOW/HAW,28,279,10.0,29,1
466,Ja'Cyais Credle,GAST,21,279,13.3,38,3
468,Jordan Myers,RICE,27,278,10.3,58,1
468,Jake Tonges,CAL,22,278,12.6,39,2
468,Tarique Milton,ISU,15,278,18.5,68,3
471,Xzavier Henderson,FLA,26,277,10.7,35,2
471,Marcus Washington,TEX,18,277,15.4,58,2
473,Ja'Varrius Johnson,AUB,19,274,14.4,44,2
474,Randall St. Felix,FIU,20,273,13.6,75,2
475,Chimere Dike,WISC,19,272,14.3,36,1
475,Bryson Cannon,EMU,20,272,13.6,42,3
477,Champ Flemings,ORST,15,270,18.0,45,1
477,Jamari Gassett,BUFF,20,270,13.5,45,1
479,Jaelen Gill,BC,24,269,11.2,35,1
479,Tulu Griffin,MSST,26,269,10.3,32,0
479,Tristian Brank,AKR,25,269,10.8,27,3
482,Leonard Taylor,CIN,28,268,9.6,44,4
482,Talik Keaton,MRSH,19,268,14.1,47,2
484,Daniel Jackson,MINN,25,267,10.7,25,1
484,Austin Jones,STAN,32,267,8.3,49,1
486,Joshua Moore,TEX,24,265,11.0,48,3
486,Donovan Edwards,MICH,20,265,13.3,77,1
486,Jaylin Noel,ISU,38,265,7.0,43,0
489,Evan Hull,NU,33,264,8.0,31,2
490,Devin Boddie Jr.,VAN,29,263,9.1,61,1
491,De'Von Achane,TA&M,24,261,10.9,33,1
492,Kaleb Smith,VT,20,260,13.0,34,2
492,Kevens Clercius,CONN,20,260,13.0,57,3
494,Rick Wells,FLA,24,259,10.8,26,3
494,Shocky Jacques-Louis,PITT,25,259,10.4,21,1
496,Chris Tyree,ND,24,258,10.8,55,2
497,John Mitchell,FAU,19,257,13.5,37,4
497,Samuel Emilus,LT,17,257,15.1,35,3
497,Blair Conwright,TCU,14,257,18.4,47,2
497,Rashod Owens,OKST,17,257,15.1,32,1
497,Zion Bowens,HAW,12,257,21.4,93,1
502,Daylen Baldwin,MICH,17,256,15.1,69,2
502,Mataeo Durant,DUKE,27,256,9.5,53,2
502,Jahleel Billingsley,ALA,17,256,15.1,33,3
505,Kazmeir Allen,UCLA,17,255,15.0,58,4
505,Jalen Preston,TA&M,17,255,15.0,38,2
505,Sean Tucker,SYR,20,255,12.8,72,2
505,Ja'Khi Douglas,FSU,14,255,18.2,60,1
509,Jayden Harrison,MRSH,23,254,11.0,45,2
510,Keaton Mitchell,ECU,22,253,11.5,63,1
511,De'Vion Warren,ARK,16,252,15.8,55,0
511,Kyle Ford,USC,19,252,13.3,45,2
511,RaRa Thomas,MSST,18,252,14.0,37,5
