RK,NAME,TEAM,ATT,YDS,AVG,LNG,TD
180,Brendon Lewis,NEV,120,495,4.1,31,4
181,Dylan Carson,AFA,68,493,7.3,68,2
182,Zeon Chriss-Gremillion,UL,73,492,6.7,80,6
183,Gavin Williams,NIU,95,488,5.1,53,3
184,Aidan Robbins,BYU,101,485,4.8,36,1
184,Rahjai Harris,ECU,129,485,3.8,50,5
186,Le'Veon Moss,TA&M,96,484,5.0,36,5
187,Rocko Griffin,UTSA,91,483,5.3,69,6
188,Donald Chaney,MIA,94,478,5.1,29,2
189,Austin Jones,USC,85,477,5.6,37,7
189,Heinrich Haarberg,NEB,120,477,4.0,72,5
189,Eli Sanders,ISU,102,477,4.7,29,4
192,Jalon Jones,CLT,110,476,4.3,58,4
192,Myles Bailey,CMU,101,476,4.7,48,3
194,Jabari Small,TENN,95,475,5.0,40,2
195,Elijah Young,WKU,104,474,4.6,64,3
196,Zahir Abdus-Salaam,WMU,123,470,3.8,19,5
197,Garrett Shrader,SYR,113,469,4.2,39,8
198,Ron Wiggins,JVST,92,468,5.1,37,6
199,Parker Jenkins,HOU,99,464,4.7,31,3
200,Lawrance Toafili,FSU,69,463,6.7,73,4
200,Kaleb Johnson,IOWA,117,463,4.0,67,3
202,Jaylen Thomas,KENT,133,460,3.5,34,2
203,Donerio Davenport,TXST,90,458,5.1,43,2
204,Donavyn Lester,UNLV,95,455,4.8,66,9
205,Kejon Owens,FIU,80,453,5.7,47,5
206,O'Shaan Allison,OHIO,139,452,3.3,30,3
206,Anwar Lewis,JVST,93,452,4.9,40,3
208,Drake Maye,UNC,112,449,4.0,56,9
209,Jaylon Armstead,SDSU,103,448,4.3,48,8
209,Kentrel Bullock,USA,83,448,5.4,34,4
211,Isaiah Woullard,ULM,98,447,4.6,44,1
211,KJ Jefferson,ARK,161,447,2.8,26,2
213,Owen Burk,AFA,81,439,5.4,39,3
214,Kaden Feagin,ILL,95,438,4.6,25,2
215,Taylen Green,BOIS,78,436,5.6,70,9
216,Rodrigues Clark,USM,76,429,5.6,59,2
217,Myles Montgomery,CIN,66,428,6.5,63,3
217,Donovan Smith,HOU,138,428,3.1,35,6
219,Jaiden Credle,MTSU,90,427,4.7,71,2
220,Collin Schlee,UCLA,42,425,10.1,57,3
221,Robert Briggs,USU,80,420,5.3,58,2
222,Andrew Peasley,WYO,110,419,3.8,43,7
223,Bill Jackson,TLSA,91,414,4.5,38,1
224,Anthony Grant,NEB,104,413,4.0,34,3
225,Kobe Lewis,FAU,85,412,4.8,75,3
225,Darvon Hubbard,TEM,83,412,5.0,49,3
227,Emmett Johnson,NEB,90,411,4.6,29,2
227,OJ Arnold,GASO,75,411,5.5,39,4
229,Camar Wheaton,SMU,83,410,4.9,48,5
230,Braydon Bennett,CCU,91,407,4.5,21,5
231,Jaydon Blue,TEX,65,398,6.1,69,3
232,Nicholas Vattiato,MTSU,139,397,2.9,30,2
232,Elijah Gilliam,FRES,95,397,4.2,24,5
234,Perris Jones,UVA,76,393,5.2,43,2
235,John Gentry,SHSU,119,391,3.3,28,3
235,Jaxson Dart,MISS,119,391,3.3,68,8
237,Ta'Ron Keith,BGSU,66,390,5.9,40,4
238,Vann Schield,CSU,90,389,4.3,52,3
239,Jeremiyah Love,ND,71,385,5.4,36,1
239,Rueben Owens II,TA&M,101,385,3.8,28,3
241,Kobe Pace,UVA,125,382,3.1,22,1
242,Malachi Thomas,VT,83,381,4.6,35,2
243,Kenan Christon II,SDSU,96,378,3.9,39,0
244,British Brooks,UNC,74,375,5.1,53,2
245,Dillon Gabriel,OU,93,373,4.0,44,12
245,Chip Trayanum,OSU,85,373,4.4,40,3
245,Jaylen Raynor,ARST,123,373,3.0,62,5
248,D.J. Williams,ARIZ,85,372,4.4,19,5
249,Sedrick Alexander,VAN,96,371,3.9,27,4
250,Ethan Vasko,CCU,63,368,5.8,75,2
251,C'Bo Flemister,PITT,98,367,3.7,38,2
252,Isaiah Ifanse,CAL,70,365,5.2,26,7
252,Jase Bauer,CMU,121,365,3.0,29,10
254,Mike Washington Jr.,BUFF,90,362,4.0,49,2
255,Ajay Allen,MIA,70,361,5.2,30,5
256,Lee Beebe Jr.,UAB,52,360,6.9,66,4
257,Seth Davis,MSST,59,356,6.0,46,1
258,Trent Howland,IU,75,354,4.7,19,2
259,Riley Leonard,DUKE,58,352,6.1,44,4
260,Will Howard,KSU,81,351,4.3,70,9
261,Michel Dukes,USF,63,350,5.6,30,2
261,Andrew Henry,UNM,52,350,6.7,64,3
263,Damien Taylor,TROY,67,346,5.2,45,1
264,Cartevious Norton,ISU,87,343,3.9,49,3
264,Moni Jones,NMSU,87,343,3.9,24,3
266,Dawson Pendergrass,BAY,79,338,4.3,31,5
267,Josh Henderson,IU,81,337,4.2,29,2
268,Ethan Payne,MRSH,83,335,4.0,64,1
268,Jambres Dubar,BOIS,62,335,5.4,24,2
270,Justin Lamson,STAN,120,334,2.8,49,5
271,Ryan Montgomery,CIN,54,329,6.1,29,1
271,Beau Pribula,PSU,56,329,5.9,39,6
273,Terron Kellman,CLT,82,328,4.0,18,1
273,Devon Dampier,UNM,59,328,5.6,37,4
275,Patrick Smith,VAN,79,327,4.1,40,2
276,Juma Otoviano,RICE,92,326,3.5,24,4
276,Dan Villari,SYR,55,326,5.9,38,2
278,Joquez Smith,TEM,71,325,4.6,51,1
279,Mike Wright Jr.,MSST,71,324,4.6,53,3
280,Frank Harris,UTSA,86,323,3.8,40,4
281,Jackson Acker,WIS,72,322,4.5,33,2
281,Logan Smothers,JVST,85,322,3.8,41,7
281,Hahsaun Wilson,CLT,54,322,6.0,34,3
284,Nakia Watson,WSU,89,321,3.6,17,4
284,Dylan Edwards,COLO,76,321,4.2,34,1
286,Damari Alston,AUB,64,320,5.0,56,2
286,KC Concepcion,NCSU,41,320,7.8,65,0
288,Brady Cook,MIZ,113,319,2.8,25,8
288,Anthony Hankerson,COLO,78,319,4.1,20,1
290,Maquel Haywood,APP,60,318,5.3,31,2
291,Nathaniel Peat,MIZ,76,317,4.2,19,3
291,Sione Vaki,UTAH,42,317,7.5,72,2
293,AJ Green,ARK,67,312,4.7,55,2
294,Michael Wiley,ARIZ,70,311,4.4,24,3
294,Justin Marshall,CSU,57,311,5.5,21,2
296,Markese Stepp,WKU,69,310,4.5,56,3
297,Kendrick Raphael,NCSU,67,309,4.6,31,1
298,Marcus Major Jr.,OU,78,308,3.9,19,1
299,Chez Mellusi,WIS,51,307,6.0,89,4
299,Freddie Brock IV,GAST,30,307,10.2,60,1
301,Colby McDonald,MD,53,306,5.8,35,2
301,Frank Peasant,MTSU,81,306,3.8,37,4
301,Richard Reese,BAY,66,306,4.6,28,2
304,Sutton Smith,MEM,63,305,4.8,26,2
305,Tanner Mordecai,WIS,90,303,3.4,19,4
306,Greg Desrosiers Jr.,MASS,37,301,8.1,60,4
307,Joe Milton III,TENN,78,299,3.8,81,7
308,Ashton Daniels,STAN,110,296,2.7,24,3
308,Avery Johnson,KSU,52,296,5.7,30,7
310,Jordan Ford,TLSA,78,294,3.8,22,1
311,Grant Wilson,ODU,130,291,2.2,79,4
312,Alex Broome,BC,60,288,4.8,36,1
312,Keith Willis Jr.,LT,51,288,5.6,68,7
314,Bennett Galloway,ULM,44,287,6.5,41,0
315,Michael Pratt,TULN,98,286,2.9,26,5
315,Brendan Sorsby,IU,112,286,2.6,25,4
317,Cam'Ron Valdez,TTU,52,285,5.5,54,1
318,Josh Williams,LSU,55,284,5.2,41,5
318,Maurice Turner,LOU,62,284,4.6,41,1
320,Anderson Castle,APP,53,283,5.3,29,2
320,Daba Fofana,NAVY,72,283,3.9,20,3
322,Delbert Mimms III,NCSU,96,282,2.9,18,8
322,Stacy Sneed,HOU,48,282,5.9,58,1
322,Luke Altmyer,ILL,94,282,3.0,72,3
325,Jason Bean,KU,47,280,6.0,50,3
325,Aveon Smith,M-OH,75,280,3.7,50,1
327,Jayden Maiava,UNLV,73,277,3.8,34,3
328,Jordan McCloud,JMU,96,276,2.9,47,8
329,Jaylin Lucas,IU,67,275,4.1,25,2
330,Mike Hollins,UVA,80,274,3.4,22,7
330,Trey Cooley,GT,64,274,4.3,23,3
330,Seth Henigan,MEM,94,274,2.9,24,5
333,Cam Fancher,MRSH,120,273,2.3,63,4
334,Chevan Cordeiro,SJSU,81,272,3.4,28,3
334,Jadarian Price,ND,47,272,5.8,54,3
336,Patrick Garwo III,BC,52,270,5.2,50,1
336,Charvis Thornton,LT,55,270,4.9,47,1
338,Jeffery Pittman,MSST,54,268,5.0,59,1
339,Bryson Barnes,UTAH,90,265,2.9,26,3
340,Jiya Wright,ULM,99,264,2.7,44,2
341,CJ Beasley,CCU,68,262,3.9,21,2
341,Avery Morrow,CSU,81,262,3.2,13,2
343,Rashod Dubinion,ARK,82,260,3.2,15,1
344,DeCarlos Brooks,ASU,48,259,5.4,21,3
345,Xavier Arline,NAVY,77,257,3.3,50,2
346,Antwain Littleton Jr.,MD,69,255,3.7,32,2
346,Landon Sims,HAW,63,255,4.0,22,1
348,Keegan Shoemaker,SHSU,93,254,2.7,29,1
349,Dylan McDuffie,KU,45,253,5.6,36,4
350,Reese White,CCU,77,252,3.3,14,2
350,Jared Brown,CCU,15,252,16.8,77,1
352,Michael Allen,NCSU,52,251,4.8,37,1
352,James Jointer Jr.,LIB,43,251,5.8,34,2
354,Kenny Tracy,M-OH,46,250,5.4,42,2
355,Isaiah Jacobs,UAB,55,249,4.5,26,3
355,Chandler Morris,TCU,45,249,5.5,32,3
355,Joey Aguilar,APP,81,249,3.1,25,3
358,Obie Sanni,ODU,57,248,4.4,67,1
358,Jacqez Barksdale,BUFF,52,248,4.8,39,2
360,Tai Lavatai,NAVY,75,245,3.3,25,2
361,Tate Carney,WAKE,49,244,5.0,74,4
362,Sean Tyler,MINN,61,242,4.0,19,0
363,Davion Ervin-Poindexter,WKU,63,241,3.8,18,1
364,Anthony Tyus III,NU,50,238,4.8,39,1
365,Sam Scott,WYO,49,237,4.8,19,2
366,Nate Johnson,UTAH,59,235,4.0,59,4
367,Bo Nix,ORE,54,234,4.3,44,6
368,Courtney Reese,UNLV,59,233,3.9,32,4
368,Jensen Jones,AFA,47,233,5.0,37,4
370,Braylon McReynolds,USA,46,232,5.0,35,0
371,Javious Bond,ECU,40,231,5.8,39,1
372,Edward Saydee,TEM,68,230,3.4,21,0
372,Zach Evans,MINN,52,230,4.4,18,1
374,Malik Hornsby,TXST,35,229,6.5,31,6
374,Isaiah Johnson,UNT,37,229,6.2,28,3
376,Christian Turner,IU,52,227,4.4,17,2
376,Brian Battie,AUB,51,227,4.5,24,1
376,Mason Garcia,ECU,50,227,4.5,57,2
379,Cam Davis,SDSU,52,225,4.3,25,0
379,Anthony Colandrea,UVA,73,225,3.1,30,0
381,Kalel Mullings,MICH,36,222,6.2,23,1
382,Marco Lee Jr.,USA,53,220,4.2,13,2
382,Bert Emanuel Jr.,CMU,50,220,4.4,66,2
384,DJ Uiagalelei,ORST,68,219,3.2,26,6
384,Kurtis Rourke,OHIO,67,219,3.3,25,4
386,EJ Smith,STAN,53,218,4.1,34,1
387,Robby Ashford,AUB,46,217,4.7,21,5
388,Samuel Brown V,RUTG,63,216,3.4,11,2
389,DJ Irons,AKR,61,215,3.5,47,2
389,Casey Filkins,STAN,38,215,5.7,59,1
389,K'Wan Powell,USF,61,215,3.5,27,1
392,C.J. Ogbonna,BUFF,51,214,4.2,15,3
392,Eli Heidenreich,NAVY,27,214,7.9,46,1
394,Zylan Perry,UL,54,213,3.9,19,2
395,Shadrick Byrd,CLT,60,211,3.5,18,0
395,Dylan Downing,PUR,48,211,4.4,25,1
395,Max Balthazar,CCU,43,211,4.9,34,2
398,Drew Allar,PSU,74,210,2.8,24,4
399,Levi Williams,USU,45,209,4.6,29,3
399,Raheim Sanders,ARK,62,209,3.4,19,2
401,Camden Orth,BGSU,67,208,3.1,18,5
402,Jaziun Patterson,IOWA,58,206,3.6,59,2
403,Hayden Reed,ARMY,50,205,4.1,27,2
404,Hudson Card,PUR,93,203,2.2,25,5
405,J.J. McCarthy,MICH,64,202,3.2,22,3
405,Cardell Williams,TLSA,57,202,3.5,50,5
405,Isaiah Augustave,ARK,35,202,5.8,25,1
408,Will Nixon,WASH,33,201,6.1,21,1
408,Jam Miller,ALA,41,201,4.9,45,1
410,Ashton Stredick,CAL,42,200,4.8,41,2
411,Preston Stone,SMU,62,198,3.2,34,4
411,Jordan Johnson,HAW,34,198,5.8,28,0
413,Jaden Nixon,OKST,50,197,3.9,34,1
414,Gabe Ervin Jr.,NEB,38,196,5.2,27,1
414,Roderick Robinson II,UGA,24,196,8.2,36,2
416,Makhilyn Young,NMSU,28,191,6.8,31,2
416,Devin Roche,ODU,31,191,6.2,37,0
418,Xavier Johnson,OSU,28,190,6.8,27,0
418,Sy'veon Wilkerson,COLO,53,190,3.6,11,3
418,Rodney Hill,FSU,50,190,3.8,19,1
421,Jeff Sims,NEB,42,189,4.5,57,1
421,Bill Davis,UL,36,189,5.3,20,3
423,Alex Flinn,ECU,96,188,2.0,21,0
423,Jamari Ferrell,WYO,52,188,3.6,17,1
425,Tahj Gary,TLSA,33,187,5.7,40,2
425,Tyrell Robinson,ARMY,39,187,4.8,25,2
427,Caziah Holmes,FSU,29,185,6.4,40,2
428,Ramon Jefferson,UK,28,184,6.6,74,0
428,Tybo Rogers,WASH,44,184,4.2,22,0
430,AJ Bianco,NEV,42,183,4.4,28,1
430,Blake Horvath,NAVY,37,183,4.9,29,0
432,Trayvon Rudolph,NIU,22,182,8.3,36,1
432,Cade Klubnik,CLEM,125,182,1.5,22,4
434,Noah Cain,LSU,37,181,4.9,20,3
434,Ay'Jaun Marshall,ARMY,17,181,10.6,36,1
436,Chubba Purdy,NEB,29,180,6.2,55,1
436,Chandler Rogers,UNT,109,180,1.7,75,4
436,Mike Franklin,UTEP,45,180,4.0,21,3
439,Kenyon Clay,USM,40,179,4.5,28,1
440,Anthony Adkins,UCLA,30,178,5.9,38,1
440,Parker Navarro,OHIO,25,178,7.1,52,0
442,Aiden Calvert,AFA,23,177,7.7,22,0
443,Trey Sanders,TCU,48,176,3.7,18,6
443,Jordan Travis,FSU,73,176,2.4,20,7
443,Jahmyl Jeter,TXST,42,176,4.2,29,9
446,Braylon Braxton,TLSA,40,174,4.3,46,0
446,Henry Rutledge,CLT,15,174,11.6,55,0
448,Braxton Woodson,NAVY,53,173,3.3,69,1
449,Brandon Thomas,MEM,46,172,3.7,42,9
449,Jeremiah Cobb,AUB,33,172,5.2,42,2
449,Ja'shon Benjamin,RUTG,45,172,3.8,26,1
452,Tony Mathis Jr.,HOU,41,170,4.1,23,0
452,Jaylen Coleman,DUKE,46,170,3.7,15,1
454,Jakobi Buchanan,ARMY,51,169,3.3,11,3
454,Cade Yacamelli,WIS,36,169,4.7,21,0
456,Jacob Zeno,UAB,91,168,1.8,44,4
456,Tyler Lavine,SMU,39,168,4.3,19,7
456,Gi'Bran Payne,ND,45,168,3.7,12,2
456,Justice Haynes,ALA,25,168,6.7,33,2
460,Dominique Johnson,ARK,31,167,5.4,41,1
461,Juwaun Price,SYR,47,166,3.5,22,0
461,Durell Robinson,CLT,40,166,4.2,16,1
463,Tahj Bullock,AKR,62,165,2.7,27,4
463,Kaleb Jackson,LSU,31,165,5.3,21,4
463,Brandon Chatman,NAVY,42,165,3.9,20,0
466,Xavier Townsend,UCF,15,163,10.9,39,0
466,Treyaun Webb,FLA,26,163,6.3,43,2
468,Devontae Houston,CONN,34,161,4.7,27,0
468,Cash Jones,UGA,22,161,7.3,57,1
470,Brendan Sullivan,NU,75,160,2.1,35,2
471,Miyan Williams,OSU,49,158,3.2,12,3
472,Dillon Bell,UGA,25,157,6.3,29,2
472,Lucky Sutton,SDSU,30,157,5.2,62,2
474,Kelley Joiner,USF,39,156,4.0,18,1
474,Josh McCray,ILL,43,156,3.6,14,2
474,Cedric Hawkins,ARST,31,156,5.0,28,2
477,Sherod White,UNM,37,155,4.2,12,1
477,Trey Potts,PSU,25,155,6.2,28,2
479,Gio Lopez,USA,18,154,8.6,27,2
480,Rayshon Luke,ARIZ,37,153,4.1,40,1
481,Keegan Jones,UCLA,14,152,10.9,38,2
482,Keyon Mozee,M-OH,34,151,4.4,23,2
483,Justin Johnson Jr.,WVU,38,150,3.9,30,1
483,Shaadie Clayton-Johnson,TULN,41,150,3.7,17,0
483,Dylan Paine,WSU,25,150,6.0,52,1
486,Tyler Shough,TTU,48,149,3.1,58,2
486,Keldric Moody,LT,34,149,4.4,24,0
488,Barion Brown,UK,12,147,12.3,26,1
488,Jaylen Anderson,WVU,44,147,3.3,15,1
490,Noah Whittington,ORE,20,146,7.3,41,2
490,Terry Wilkins,MTSU,18,146,8.1,75,1
490,Djouvensky Schlenbaker,WSU,33,146,4.4,20,0
493,Cam Ward,WSU,120,144,1.2,22,8
494,Joachim Bangda,CLT,42,143,3.4,31,4
495,Elijah Collins,OKST,30,142,4.7,26,2
495,Kevin Jennings,SMU,37,142,3.8,17,1
497,Brett Gabbert,M-OH,49,140,2.9,26,2
497,Michael Johnson Jr.,FAU,23,140,6.1,27,7
497,Jovantae Barnes,OU,37,140,3.8,17,1
500,Demie Sumo-Karngbaye,UK,20,139,6.9,42,1
500,Vaughn Pemberton,BALL,23,139,6.0,45,1
502,JuTahn McClain,UK,26,138,5.3,36,1
502,David Cordero,HAW,32,138,4.3,36,0
502,LT Sanders,WKU,31,138,4.5,56,0
502,Arnold Barnes III,TULN,23,138,6.0,65,0
506,Xavier Williams,KENT,42,137,3.3,18,1
506,Velton Gardner,SMU,32,137,4.3,23,1
506,Jordan Brunson,M-OH,12,137,11.4,57,1
509,Caleb Williams,USC,97,136,1.4,46,11
509,Joseph Himon II,NU,35,136,3.9,32,0
511,Keilan Robinson,TEX,12,134,11.2,57,3
511,Daniel Carter,PITT,28,134,4.8,22,2
511,Austin Smith,EMU,101,134,1.3,41,2
