RK,NAME,TEAM,"('Unnamed: 0_level_0', 'POS')","('Kickoffs', 'ATT')","('Kickoffs', 'YDS')","('Kickoffs', 'AVG')","('Kickoffs', 'LNG')","('Kickoffs', 'TD')","('Punts', 'ATT')","('Punts', 'YDS')","('Punts', 'AVG')","('Punts', 'LNG')","('Punts', 'TD')"
1,Isaiah Rodgers,MASS,CB,54,1295,24.0,87,0,11,120,10.9,42,1
2,CJ Sanders,SMU,WR,36,949,26.4,100,2,5,16,3.2,21,0
3,Travis Levy,BC,RB,37,832,22.5,45,0,15,112,7.5,20,0
4,Keith Mixon Jr.,WMU,WR,29,813,28.0,65,0,13,44,3.4,21,0
5,Javon Leake,MD,RB,30,804,26.8,100,2,0,0,0.0,0,0
6,Jamal Parker,KENT,CB,32,797,24.9,96,1,2,18,9.0,16,0
7,Joe Reed,UVA,WR,24,796,33.2,100,2,0,0,0.0,0,0
8,Hassan Hall,LOU,RB,29,793,27.3,100,1,0,0,0.0,0,0
9,Travell Harris,WSU,WR,33,773,23.4,83,0,4,23,5.8,16,0
10,Maurice Thomas,M-OH,RB,41,737,18.0,97,0,19,239,12.6,30,0
10,Art Thompkins,CONN/TOL,RB,37,737,19.9,48,0,0,0,0.0,0,0
12,Amare Jones,TULN,WR,35,732,20.9,60,0,11,141,12.8,36,0
13,Malik Dunner,BALL,WR,31,719,23.2,100,1,0,0,0.0,0,0
14,Velus Jones Jr.,USC,WR,30,704,23.5,100,1,0,0,0.0,0,0
15,DL Knock,OHIO,WR,28,681,24.3,39,0,9,27,3.0,17,0
16,Aron Cruickshank,WIS,WR,23,674,29.3,95,2,2,14,7.0,13,0
17,Shedro Louis,LIB,RB,25,662,26.5,97,1,2,-5,-2.5,1,0
18,Antonio Gibson,MEM,WR,23,645,28.0,97,1,0,0,0.0,0,0
19,John Hightower,BSU,WR,26,639,24.6,98,1,0,0,0.0,0,0
20,Tra Minter,USA,RB,36,636,17.7,55,0,12,41,3.4,13,0
21,Dre Brown,ILL,RB,28,633,22.6,68,0,0,0,0.0,0,0
21,Blake Watson,ODU,RB,24,633,26.4,75,0,0,0,0.0,0,0
