RK,NAME,TEAM,ATT,YDS,AVG,LNG,TD
76,Cam Edwards,CONN,146,830,5.7,71,8
77,John Mateer,WSU,178,826,4.6,68,15
78,Seth McGowan,NMSU,152,823,5.4,38,3
79,Freddie Brock IV,GAST,151,819,5.4,57,8
80,Nate Noel,MIZ,163,818,5.0,64,3
81,Delbert Mimms III,EMU,184,805,4.4,41,9
82,Diego Pavia,VAN,193,800,4.1,36,8
83,Kelley Joiner,USF,121,799,6.6,54,12
84,Bill Davis,UL,163,796,4.9,73,9
85,Ja'Quinden Jackson,ARK,149,790,5.3,46,15
86,Marion Lukes,CMU,161,788,4.9,66,5
87,Braydon Bennett,CCU,134,781,5.8,67,11
88,Dean Connors,RICE,159,780,4.9,71,9
89,Brendon Lewis,NEV,157,775,4.9,67,8
90,Le'Veon Moss,TA&M,121,765,6.3,75,10
91,Davon Booth,MSST,152,759,5.0,43,5
92,Jevon Jackson,UTEP,191,754,3.9,42,4
93,Caden Durham,LSU,140,753,5.4,86,6
94,Carson Hansen,ISU,151,752,5.0,57,13
95,Garrett Greene,WVU,133,751,5.6,56,6
96,Gavin Williams,NIU,139,749,5.4,71,4
97,Jadarian Price,ND,120,746,6.2,70,7
97,Justin Marshall,CSU,154,746,4.8,42,4
99,Jay Ducker,SHSU,158,745,4.7,86,7
99,Quali Conley,ARIZ,150,745,5.0,58,8
101,Jalen White,GASO,163,744,4.6,49,13
101,Kye Robichaux,BC,175,744,4.3,41,10
103,Wayshawn Parker,WSU,137,735,5.4,75,4
104,CJ Donaldson,WVU,163,734,4.5,48,11
105,Durell Robinson,CONN,107,731,6.8,68,8
106,Jaydon Blue,TEX,134,730,5.4,77,8
107,Jalen Milroe,ALA,168,726,4.3,72,20
108,Mike Washington Jr.,NMSU,157,725,4.6,47,8
109,Zak Wallace,ARST,154,721,4.7,57,11
109,Floyd Chalk IV,SJSU,154,721,4.7,66,10
111,Billy Lucas,LIB,123,720,5.9,55,5
112,LJ Martin,BYU,137,718,5.2,39,7
113,Ahmani Marshall,APP,149,713,4.8,29,7
114,Robert Henry Jr.,UTSA,130,706,5.4,88,7
115,Zylan Perry,UL,112,695,6.2,30,4
116,Devin Mockobee,PUR,138,687,5.0,63,4
116,Savion Red,NEV,119,687,5.8,69,8
118,Jalen Buckley,WMU,128,683,5.3,61,9
119,Henry Parrish Jr.,MISS,130,678,5.2,42,10
120,LaNorris Sellers,SC,166,674,4.1,75,7
121,Jadan Baugh,FLA,133,673,5.1,55,7
121,Mel Brown,CONN,118,673,5.7,52,2
123,Dawson Pendergrass,BAY,121,671,5.5,55,6
123,Nate Frazier,UGA,133,671,5.0,40,8
125,Ashton Daniels,STAN,148,669,4.5,67,3
126,Ty Son Lawton,IU,141,668,4.7,29,12
126,Jam Miller,ALA,145,668,4.6,56,7
128,Jordon Simmons,AKR,110,664,6.0,73,2
129,Amari Daniels,TA&M,139,661,4.8,71,8
130,Kylin James,UNLV,89,653,7.3,86,5
131,Kay'Ron Lynch-Adams,MSU,133,649,4.9,63,2
132,Shane Porter,UNT,97,648,6.7,79,5
133,Colton Joseph,ODU,114,647,5.7,39,11
133,Hunter Watson,SHSU,168,647,3.9,46,9
135,Ja'Quez Cross,ARST,115,638,5.5,49,2
136,Jaivian Thomas,CAL,100,626,6.3,75,7
137,Dante Dowdell,NEB,143,614,4.3,38,12
138,Braylon Braxton,MRSH,134,610,4.6,35,4
139,Josh McCray,ILL,117,609,5.2,60,10
139,Trevor Etienne,UGA,122,609,5.0,48,9
141,Roman Hemby,MD,134,607,4.5,75,6
141,Mark Fletcher Jr.,MIA,112,607,5.4,30,9
143,Avery Johnson,KSU,113,605,5.4,33,7
144,Rodrigues Clark,USM,124,604,4.9,54,1
145,Taylen Green,ARK,156,602,3.9,41,8
146,Zahir Abdus-Salaam,WMU,113,600,5.3,70,3
146,Dylan Carson,AFA,138,600,4.3,50,5
148,Emmett Johnson,NEB,117,598,5.1,42,1
149,Braedon Sloan,BALL,150,597,4.0,40,4
149,Duke Watson,LOU,67,597,8.9,68,7
151,Marcus Carroll,MIZ,140,595,4.3,35,12
152,Montrell Johnson Jr.,FLA,100,593,5.9,71,6
153,Jordan Houston,MRSH,111,592,5.3,45,2
154,Jamarion Wilcox,UK,92,590,6.4,50,2
155,Donovan Edwards,MICH,128,589,4.6,41,4
155,Aidan Laughery,ILL,97,589,6.1,64,4
157,Haynes King,GT,125,587,4.7,30,11
157,Kaidon Salter,LIB,114,587,5.1,41,7
157,Abu Sama III,ISU,124,587,4.7,77,2
160,Demie Sumo-Karngbaye,UK,129,586,4.5,22,5
160,Sedrick Alexander,VAN,164,586,3.6,31,6
162,Jalen John,MASS,111,583,5.3,68,5
163,Jovantae Barnes,OU,122,577,4.7,74,5
164,Hollywood Smothers,NCSU,89,571,6.4,53,6
165,Noah Short,ARMY,75,569,7.6,61,2
166,Alex Tecza,NAVY,124,568,4.6,65,8
167,Antario Brown,NIU,115,567,4.9,49,4
168,Hahsaun Wilson,CLT,91,559,6.1,65,7
169,Lincoln Pare,TXST,95,554,5.8,73,8
170,Ky Thomas,KENT,135,549,4.1,38,1
171,Marcel Reed,TA&M,116,547,4.7,31,7
172,Dylan Edwards,KSU,74,546,7.4,65,5
173,Gerald Green,TROY,111,545,4.9,51,3
174,Michael Benefield,KENN,138,542,3.9,59,5
175,Noah Whittington,ORE,118,540,4.6,28,6
175,Johnnie Daniels,MSST,108,540,5.0,36,4
177,Christian Washington,CCU,102,537,5.3,68,5
178,Bryson Barnes,USU,68,530,7.8,63,5
179,CJ Hester,MASS,119,529,4.4,24,4
180,Omiri Wiggins,LT,111,527,4.7,35,4
181,Cartevious Norton,CLT,129,525,4.1,62,7
182,Nay'Quan Wright,USF,109,510,4.7,64,8
183,Ja'Kobi Jackson,FLA,95,509,5.4,20,7
184,T.J. Harden,UCLA,124,506,4.1,40,2
185,Cam Porter,NU,126,501,4.0,44,6
186,Nathan Carter,MSU,116,499,4.3,60,5
186,Kobe Pace,UVA,114,499,4.4,43,3
188,Jaxson Dart,MISS,124,495,4.0,35,3
188,Brandon High Jr.,UTSA,93,495,5.3,66,8
190,Xavier Brown,UVA,80,488,6.1,75,1
191,Zuberi Mobley,FAU,92,487,5.3,72,4
192,Josh Williams,LSU,117,482,4.1,23,6
193,D.J. McKinney,SHSU,97,481,5.0,59,3
194,Telly Johnson Jr.,NIU,103,480,4.7,38,4
195,Dre Washington,UL,73,478,6.5,64,5
195,Quinten Joyner,USC,63,478,7.6,75,3
197,Kamari Moulton,IOWA,84,473,5.6,68,3
198,Jaiden Credle,MTSU,109,471,4.3,66,4
199,Jordan Waters,NCSU,95,470,4.9,94,4
199,Makenzie McGill II,UNT,78,470,6.0,75,10
201,Elijah Gilliam,FRES,121,466,3.9,24,8
201,Quentin Hayes,AFA,126,466,3.7,30,7
203,Gio Lopez,USA,83,465,5.6,50,7
204,Cade Klubnik,CLEM,119,463,3.9,55,7
205,Bryson Donelson,FRES,77,462,6.0,43,3
206,Cam Cook,TCU,119,460,3.9,19,9
207,Connor Walendzak,TOL,128,458,3.6,32,1
208,Antwan Raymond,RUTG,100,457,4.6,65,8
209,Lawrance Toafili,FSU,109,456,4.2,28,3
210,DeSean Bishop,TENN,74,455,6.1,53,3
211,Jam Griffin,ORST,73,450,6.2,33,4
212,Wayne Knight,JMU,77,449,5.8,59,2
213,Justice Haynes,ALA,79,448,5.7,85,7
214,Jalon Daniels,KU,93,447,4.8,33,6
214,Ethan Vasko,CCU,107,447,4.2,29,5
214,Brendan Sorsby,CIN,105,447,4.3,41,9
217,Jackson Arnold,OU,150,444,3.0,47,3
217,Re'Shaun Sanford II,HOU,94,444,4.7,38,1
217,Eli Heidenreich,NAVY,65,444,6.8,60,3
220,Sam Leavitt,ASU,110,443,4.0,40,5
221,Alonza Barnett III,JMU,135,442,3.3,50,7
222,Sam Scott,WYO,92,435,4.7,43,3
223,Jaison Patterson,BGSU,99,426,4.3,41,5
224,Kendrick Raphael,NCSU,78,425,5.4,40,3
224,Terrez Worthy,TEM,79,425,5.4,75,4
226,Ulysses Bentley IV,MISS,84,419,5.0,89,5
226,Ta'Ron Keith,USF,78,419,5.4,42,8
228,B.J. Harris,CMU,91,418,4.6,71,3
228,Evan Pryor,CIN,56,418,7.5,65,6
230,Jake Retzlaff,BYU,100,417,4.2,29,6
231,Qua Ashley,KENN,122,409,3.4,60,1
232,Treshaun Ward,BC,77,406,5.3,36,2
233,Herschel Turner,USU,79,405,5.1,43,4
234,Anthony Watkins,TLSA,87,402,4.6,77,4
234,Arnold Barnes III,TULN,87,402,4.6,27,6
236,Jacurri Brown,UCF,53,401,7.6,67,4
237,Jordan Lyle,MIA,54,400,7.4,91,4
238,Rickey Hunt Jr.,OHIO,76,393,5.2,59,2
239,Kejon Owens,FIU,92,392,4.3,26,5
240,Jaylon Jackson,ISU,93,388,4.2,51,2
240,Zeon Chriss-Gremillion,HOU,114,388,3.4,71,4
242,Kenyon Clay,USM,84,387,4.6,70,7
242,Jaylen Raynor,ARST,137,387,2.8,40,3
244,Jaydn Ott,CAL,116,385,3.3,53,4
245,Isaiah Augustave,COLO,85,384,4.5,37,4
246,NaQuari Rogers,UNM,74,382,5.2,29,5
247,Jerrick Gibson,TEX,78,377,4.8,25,4
248,Daniel Hishaw Jr.,KU,65,376,5.8,32,3
249,Nolan Ray,MD,75,374,5.0,48,2
250,Reggie Love III,PUR,83,372,4.5,22,2
251,Torrance Burgess Jr.,TXST,60,367,6.1,57,2
252,Greg Burrell,UNLV,65,366,5.6,42,3
253,Michel Dukes,GAST,63,365,5.8,35,2
253,Cam Fancher,FAU,99,365,3.7,76,3
255,Tucker Gleason,TOL,97,364,3.8,35,7
256,Jordan McDonald,BC,53,361,6.8,41,3
257,Hinckley Ropati,BYU,68,360,5.3,26,1
258,Kedrick Reescano,ARIZ,78,359,4.6,56,1
258,London Montgomery,ECU,71,359,5.1,48,2
260,Nico Iamaleava,TENN,109,358,3.3,31,3
261,Braylen Russell,ARK,67,354,5.3,75,3
261,Kevin Jennings,SMU,101,354,3.5,59,5
263,Viron Ellison Jr.,TLSA,62,353,5.7,32,1
264,Marcus Major Jr.,MINN,78,352,4.5,40,3
264,Charles Kellom,AKR,85,352,4.1,43,1
266,Landon Sims,HAW,71,351,4.9,29,1
266,Kyson Brown,ASU,73,351,4.8,38,2
268,C.J. Ogbonna,BUFF,123,343,2.8,26,8
269,Owen McCown,UTSA,86,340,4.0,75,3
270,Tate Carney,WAKE,83,339,4.1,18,6
270,Peyton Lewis,TENN,64,339,5.3,35,3
272,Kyron Drones,VT,98,336,3.4,53,6
272,James Jones,ULM,78,336,4.3,24,1
274,Brandon Thomas,MEM,57,335,5.9,57,9
274,Rashod Dubinion,ARK,56,335,6.0,23,2
274,Owen Allen,AFA,77,335,4.4,14,2
277,Kanye Roberts,APP,82,332,4.0,18,1
278,Kevin Davis,M-OH,50,331,6.6,97,4
279,Eli Holstein,PITT,81,328,4.0,49,3
279,Gevani McCoy,ORST,59,328,5.6,71,5
281,Davion Gause,UNC,67,326,4.9,21,4
282,Cole Snyder,EMU,136,323,2.4,29,4
282,Harrison Waylee,WYO,63,323,5.1,36,1
282,Ethan Payne,MRSH,65,323,5.0,36,7
285,Savion Williams,TCU,51,322,6.3,35,6
286,Bill Jackson,TLSA,67,319,4.8,37,0
286,Amani Givens,LT,75,319,4.3,20,2
288,Rocco Becht,ISU,98,318,3.2,32,8
288,Jamari Ferrell,WYO,80,318,4.0,62,1
290,Taisun Phommachanh,MASS,107,317,3.0,33,3
290,Peyton Jones,DUKE,82,317,3.9,27,3
290,Darrion Dupree,WIS,79,317,4.0,32,1
293,OJ Arnold,GASO,63,316,5.0,32,4
294,Jaziun Patterson,IOWA,63,309,4.9,39,2
294,Micah Ford,STAN,76,309,4.1,26,0
296,Lexington Joseph,FIU,82,308,3.8,35,3
296,Stacy Sneed,HOU,60,308,5.1,65,1
298,Kaden Feagin,ILL,67,306,4.6,34,3
298,Jacqez Barksdale,BUFF,82,306,3.7,19,2
300,Antwain Littleton Jr.,TEM,93,305,3.3,37,1
301,LJ Johnson Jr.,SMU,74,303,4.1,35,5
302,Drew Allar,PSU,96,302,3.1,22,6
302,Leo Pulalasi,WSU,65,302,4.6,22,2
304,Jordan Brunson,M-OH,53,299,5.6,75,4
305,Davis Bryson,KENN,113,297,2.6,20,4
306,Oscar Adaway III,SC,77,295,3.8,36,3
306,Jay Haynes,CLEM,43,295,6.9,70,3
308,Myles Montgomery,UCF,51,293,5.7,25,3
309,Myles Bailey,CMU,51,292,5.7,35,3
310,Chris Davis Jr.,STAN,54,288,5.3,47,0
310,Devonte Lyons,FIU,43,288,6.7,21,2
312,Bryce Duke,ODU,46,285,6.2,48,0
313,Payton Thorne,AUB,112,283,2.5,31,2
314,Demond Williams Jr.,WASH,83,282,3.4,43,2
315,Chad Alexander,GT,58,280,4.8,28,1
316,CJ Bailey,NCSU,99,279,2.8,31,5
316,Cade Harris,AFA,48,279,5.8,30,4
318,Jordan McCloud,TXST,74,278,3.8,42,7
318,Taylor Tatum,OU,56,278,5.0,35,3
318,Turbo Richard,BC,55,278,5.1,30,2
318,Quinn Henicle,ODU,34,278,8.2,92,3
322,Javen Jacobs,UNM,40,277,6.9,50,3
322,Anthony Colandrea,UVA,128,277,2.2,35,2
324,Damari Alston,AUB,52,276,5.3,36,3
324,Vaughn Pemberton,BALL,61,276,4.5,41,2
326,Quinton Jackson,RICE,48,275,5.7,45,1
327,Cade Yacamelli,WIS,33,274,8.3,45,2
327,Devin Roche,ODU,43,274,6.4,23,2
329,Jekail Middlebrook,MTSU,60,273,4.6,24,2
330,Deion Hankins,TXST,62,272,4.4,47,2
331,Jacquez Stuart,TOL,68,269,4.0,31,2
331,Jobi Malary,JMU,45,269,6.0,32,2
331,Alex Orji,MICH,57,269,4.7,29,1
331,Byrum Brown,USF,68,269,4.0,42,3
335,Xavier Terrell,FAU,14,261,18.6,93,3
336,Rahmir Johnson,NEB,54,260,4.8,22,1
336,Ty Thompson,TULN,49,260,5.3,50,6
336,Kade Frew,AFA,45,260,5.8,30,1
339,Brayden Schager,HAW,136,259,1.9,46,6
339,Lloyd Avant,TLSA,76,259,3.4,16,1
341,Salahadin Allah,ORST,55,258,4.7,21,1
342,Joseph Himon II,NU,52,257,4.9,51,2
343,Jabari Bates,SJSU,59,254,4.3,31,1
344,Matthew Sluka,UNLV,39,253,6.5,46,1
345,Athan Kaliakmanis,RUTG,92,251,2.7,20,3
345,Kaelon Black,IU,46,251,5.5,21,2
345,Daba Fofana,NAVY,59,251,4.3,49,2
348,Brandon Chatman,NAVY,48,250,5.2,20,3
349,Ezell Jolly,UTEP,64,248,3.9,14,1
350,Patrick Garwo III,NEV,55,246,4.5,25,5
350,Anderson Castle,APP,50,246,4.9,21,1
352,Nick Evers,CONN,80,245,3.1,23,3
353,Keyjuan Brown,LOU,47,243,5.2,24,3
354,Beau Pribula,PSU,38,242,6.4,49,4
354,Chandler Morris,UNT,60,242,4.0,49,4
354,Terron Kellman,CLT,48,242,5.0,41,0
357,Richard Reese,BAY,58,241,4.2,28,1
358,Brandon Campbell,MASS/HOU,64,239,3.7,21,3
358,JC French IV,GASO,117,239,2.0,19,2
358,Jeremy Payne,TCU,54,239,4.4,32,3
361,Evan Svoboda,WYO,109,237,2.2,51,5
361,Skyler Locklear,UTEP,80,237,3.0,18,2
363,J'Koby Williams,TTU,41,236,5.8,54,2
364,Tyler Jefferson,CMU,43,233,5.4,44,1
364,Xavier Robinson,OU,49,233,4.8,40,4
366,Chez Mellusi,WIS,56,232,4.1,21,3
367,Sawyer Robertson,BAY,63,230,3.7,45,4
367,Trent Howland,OKST,41,230,5.6,23,1
367,Josh Holst,NIU,49,230,4.7,22,1
370,David Mbadinga,GASO,58,229,3.9,29,3
371,Greg Desrosiers Jr.,MEM,31,228,7.4,46,3
372,Shaadie Clayton-Johnson,TULN,34,227,6.7,28,1
372,Robby Ashford,SC,41,227,5.5,38,2
372,Joe Jackson,KSU,39,227,5.8,32,1
375,Will Howard,OSU,105,226,2.2,19,7
375,Matt Jones,MISS,44,226,5.1,46,3
377,Aidan Chiles,MSU,97,225,2.3,26,3
377,Cameron Dickey,TTU,41,225,5.5,37,1
379,Marquis Crosby,LT,57,224,3.9,31,1
379,Marlon Gunn Jr.,ECU,61,224,3.7,20,3
381,Brady Cook,MIZ,87,223,2.6,31,5
382,Kevorian Barnes,UTSA,78,221,2.8,17,2
382,Maddux Madsen,BOIS,57,221,3.9,49,5
384,Aneyas Williams,ND,34,219,6.4,58,2
385,Tyler Warren,PSU,26,218,8.4,48,4
385,Ihson Jackson-Anderson,EMU,54,218,4.0,40,2
387,Luke Altmyer,ILL,99,217,2.2,37,4
388,Jamal Roberts,MIZ,53,216,4.1,14,3
389,Sevaughn Clark,TOL,65,215,3.3,26,0
390,Terry Wilkins,MTSU,54,214,4.0,23,1
391,Jack Lausch,NU,87,213,2.4,29,2
392,Ca'Lil Valentine,ILL,53,212,4.0,22,1
393,Ethan Crawford,USM,97,211,2.2,21,3
394,Peny Boone,UCF,34,208,6.1,59,2
394,Daniel Carter,PITT,22,208,9.5,43,4
396,EJ Smith,TA&M,54,207,3.8,17,0
396,Stone Earle,MRSH,57,207,3.6,16,0
396,Hayden Reed,ARMY,40,207,5.2,15,1
396,Vaughn Blue,LIB,35,207,5.9,45,1
396,Joey Aguilar,APP,59,207,3.5,49,2
401,George Hart III,WKU,43,206,4.8,30,2
401,Kiefer Sibley,UNT,44,206,4.7,19,0
401,Devin Spencer,ARST,40,206,5.2,23,0
404,Cam Ward,MIA,60,204,3.4,24,4
404,Michael Hawkins Jr.,OU,69,204,3.0,48,1
406,Cooper Legas,TLSA,79,201,2.5,33,1
406,Samuel Brown V,RUTG,40,201,5.0,37,3
406,Elijah Green,IU,29,201,6.9,51,5
409,Domonique Thomas,MISS,42,197,4.7,22,1
409,James Peoples,OSU,49,197,4.0,18,2
411,Malik Sherrod,FRES,60,196,3.3,48,4
411,Dallan Hayden,COLO,64,196,3.1,27,1
413,Jase Bauer,SHSU,45,195,4.3,25,0
414,Tommy Castellanos,BC,93,194,2.1,18,1
415,KJ Jefferson,UCF,61,193,3.2,23,2
415,Damashja Harris,UNT,22,193,8.8,80,1
415,Adam Mohammed,WASH,42,193,4.6,32,0
418,Cam Davis,WASH,44,190,4.3,20,0
418,Seth Henigan,MEM,80,190,2.4,23,1
418,Willie Shaw III,TOL,46,190,4.1,13,3
418,Jaylen Poe,NIU,36,190,5.3,22,3
422,Jamal Johnson,BGSU,26,188,7.2,41,1
422,Bryan Jackson,USC,36,188,5.2,23,1
424,Trent Battle,TCU,44,186,4.2,24,2
424,Micah Welch,COLO,43,186,4.3,25,4
426,AJ Newberry,VAN,41,185,4.5,20,3
427,Rodney Hill,ARK,28,184,6.6,70,2
428,Ajay Allen,MIA,24,183,7.6,56,2
428,Gavin Wimsatt,UK,49,183,3.7,24,2
430,Jimmy Holiday,LT,48,182,3.8,29,4
430,J'Marion Burnette,HOU,43,182,4.2,54,0
432,Keegan Jones,UCLA,47,179,3.8,22,1
432,Trayvon Rudolph,NIU,14,179,12.8,60,2
432,Jeremiah Coney,VT,32,179,5.6,47,0
435,Jalen Berger,UCLA,48,178,3.7,18,0
435,Donald Chaney,LOU,50,178,3.6,27,3
437,Shomari Lawrence,FIU,47,177,3.8,15,1
438,Logan Smothers,JVST,22,175,8.0,72,3
439,Ben Wooldridge,UL,65,174,2.7,18,5
439,Ahmad Haston,MASS,18,174,9.7,38,1
441,Kam Davis,FSU,52,173,3.3,16,0
441,Braxton Woodson,NAVY,49,173,3.5,38,3
443,Bryson Donnell,UTSA,35,172,4.9,19,0
443,John Busha,AFA,78,172,2.2,12,1
445,Katin Houser,ECU,49,170,3.5,35,4
445,Cam Pickett,BALL,17,170,10.0,34,2
447,Bishop Davenport,USA,37,167,4.5,50,1
447,Andrew Paul,JVST,39,167,4.3,28,4
449,Lee Witherspoon,UAB,35,166,4.7,15,0
450,Sean Dollars,NEV,47,165,3.5,26,0
450,Malachi Thomas,VT,43,165,3.8,20,1
452,Sevion Morrison,KU,27,164,6.1,38,2
452,Brad Jackson,TXST,22,164,7.5,18,4
454,Isaiah Jacobs,UAB,41,162,4.0,12,0
454,DJ Jones,WYO,57,162,2.8,17,0
454,Tylan Hines,HAW,39,162,4.2,15,0
457,Tyler Purdy,JMU,36,161,4.5,13,2
458,Roderick Daniels Jr.,SMU,44,160,3.6,13,3
459,Terrence Gist,AFA,40,159,4.0,11,0
460,Cam Barfield,HAW,33,158,4.8,21,0
460,Taji Atkins,RICE,24,158,6.6,33,2
460,Mike Mitchell,UTAH,47,158,3.4,18,1
463,Sire Gaines,BOIS,20,156,7.8,38,1
464,Ryan Browne,PUR,50,155,3.1,23,0
465,Taven Curry,ULM,32,153,4.8,15,0
465,Messiah Burch,BUFF,29,153,5.3,31,2
465,Jalen Dupree,CSU,25,153,6.1,24,1
468,Dylan Downing,M-OH,44,152,3.5,15,1
468,Corey Smith,PSU,22,152,6.9,78,0
470,Colby McDonald,MD,29,150,5.2,22,0
470,Billy Edwards Jr.,MD,81,150,1.9,15,5
470,Brendan Sullivan,IOWA,47,150,3.2,30,4
470,Caden Veltkamp,WKU,113,150,1.3,25,7
470,Kaleb Jackson,LSU,44,150,3.4,19,0
470,Lamar Sperling,BUFF,39,150,3.8,22,1
476,Dillon Gabriel,ORE,75,149,2.0,54,7
476,Djouvensky Schlenbaker,WSU,43,149,3.5,14,3
476,Trey Cornist,TULN,22,149,6.8,23,1
476,Nick Poulos,OHIO,28,149,5.3,22,1
480,DeCarlos Brooks,ASU,37,148,4.0,15,1
480,Maquel Haywood,APP,29,148,5.1,18,1
482,Richard Young,ALA,27,146,5.4,62,2
483,Curtis Douglas,KENT,48,145,3.0,19,0
484,Sione Moa,BYU,29,144,5.0,24,3
485,Collin Schlee,VT,41,143,3.5,18,2
486,Tahj Bullock,AKR,54,142,2.6,14,8
486,Jeremiah Cobb,AUB,29,142,4.9,27,0
488,Lamar Radcliffe,SJSU,33,141,4.3,18,1
489,Hank Bachmeier,WAKE,96,140,1.5,20,1
489,Keyvone Lee,MSST,29,140,4.8,18,1
489,Donovan Smith,HOU,65,140,2.2,37,3
489,Derrick Jameson,USU,15,140,9.3,72,2
493,Caleb Komolafe,NU,50,139,2.8,17,0
494,Bryce Archie,USF,68,137,2.0,35,2
495,Ethan Garbers,UCLA,83,136,1.6,57,1
495,Simeon Price,CCU,44,136,3.1,18,0
495,Maurice Turner,LOU,27,136,5.0,21,1
495,Nahree Biggins,CMU,19,136,7.2,76,0
495,Dewayne Coleman,ARMY,38,136,3.6,15,1
500,Luke Grimm,KU,11,135,12.3,37,1
500,Dylan Riley,BOIS,22,135,6.1,64,2
502,Broc Lowry,WMU,25,133,5.3,40,3
502,JP Pickles,UTEP,39,133,3.4,17,1
504,Sam Franklin,OU,18,132,7.3,34,0
504,Joquez Smith,TEM,36,132,3.7,22,1
504,Darian Mensah,TULN,60,132,2.2,22,1
504,Darren Lloyd,CCU,21,132,6.3,53,0
508,Brock Vandagriff,UK,90,131,1.5,22,0
508,Santino Marucci,NMSU,37,131,3.5,38,1
508,Eric Singleton Jr.,GT,21,131,6.2,35,1
511,Yasin Willis,SYR,36,130,3.6,26,1
511,Jacory Barney Jr.,NEB,10,130,13.0,31,3
511,Keyone Jenkins,FIU,75,130,1.7,34,2
511,Cole Tabb,STAN,27,130,4.8,39,0
515,Tyler Crowe,BOIS,28,129,4.6,13,3
