RK,NAME,TEAM,"('Unnamed: 0_level_0', 'POS')","('Touchdowns', 'RUSH')","('Touchdowns', 'REC')","('Touchdowns', 'RET')","('Touchdowns', 'TD')","('Scoring', 'FG')","('Scoring', 'XP')","('Scoring', '2PT')","('Scoring', 'PTS')","('Scoring', 'PTS/G')"
95,Chase Brown,ILL,RB,10,3,0,13,0,0,0,78,9.7
95,Nakia Watson,WSU,RB,9,4,0,13,0,0,0,78,9.7
95,George Holani,BOIS,RB,10,3,0,13,0,0,0,78,11.1
95,Marquez Cooper,KENT,RB,13,0,0,13,0,0,0,78,9.7
95,Sean Tucker,SYR,RB,11,2,0,13,0,0,0,78,9.7
95,Joshua Karty,STAN,PK,0,0,0,0,18,24,0,78,6.5
95,Cam Davis,WASH,RB,13,0,0,13,0,0,0,78,9.7
95,Riley Leonard,DUKE,QB,13,0,0,13,0,0,0,78,6.0
103,Kenneth Almendares,UL,PK,0,0,0,0,18,23,0,77,8.5
103,Jacob Barnes,LT,PK,0,0,0,0,13,38,0,77,6.4
103,Michael Hughes,APP,PK,0,0,0,0,9,50,0,77,6.4
106,Valentino Ambrosio,TULN,PK,0,0,0,0,11,43,0,76,8.4
107,Connor Coles,USU,PK,1,0,0,1,12,33,0,75,6.2
107,Matthew Shipley,HAW,PK,0,0,0,0,16,27,0,75,5.7
107,Mitch Jeter,SC,PK,0,0,0,0,11,42,0,75,6.2
110,Christian VanSickle,RICE,PK,0,0,0,0,12,38,0,74,5.6
110,Caleb Griffin,ILL,PK,0,0,0,0,14,32,0,74,6.7
110,Jayden Daniels,LSU,QB,11,1,0,12,0,0,0,74,6.1
110,Michael Hayes II,GAST,PK,0,0,0,0,11,41,0,74,6.1
110,Raheim Sanders,ARK,RB,10,2,0,12,0,0,1,74,9.2
115,Matt Ruffolo,UK,PK,0,0,0,0,16,25,0,73,7.3
115,Taren Schive,SJSU,PK,0,0,0,0,12,37,0,73,6.0
117,Jake Oldroyd,BYU,PK,0,0,0,0,9,45,0,72,6.0
117,Malik Cunningham,LOU,QB,12,0,0,12,0,0,0,72,9.0
117,Charlie Jones,PUR,WR,0,12,0,12,0,0,0,72,9.0
117,Toa Taua,NEV,RB,11,1,0,12,0,0,0,72,12.0
117,Dorian Thompson-Robinson,UCLA,QB,12,0,0,12,0,0,0,72,5.5
117,Dedrick Parson,HAW,RB,11,1,0,12,0,0,0,72,9.0
117,Wayne Taulapapa,WASH,RB,11,1,0,12,0,0,0,72,7.2
117,Tyhier Tyler,ARMY,QB,12,0,0,12,0,0,0,72,10.2
117,Tucker Gregg,GAST,RB,12,0,0,12,0,0,0,72,8.0
117,Kenny McIntosh,UGA,RB,10,2,0,12,0,0,0,72,8.0
117,De'Von Achane,TA&M,RB,8,3,1,12,0,0,0,72,9.0
117,Zay Flowers,BC,WR,0,12,0,12,0,0,0,72,10.2
117,Deuce Vaughn,KSU,RB,9,3,0,12,0,0,0,72,7.2
117,Emeka Egbuka,OSU,WR,2,10,0,12,0,0,0,72,7.2
117,Dean Janikowski,WSU,PK,0,0,0,0,11,39,0,72,6.0
117,Audric Estime,ND,RB,11,1,0,12,0,0,0,72,8.0
117,Devontez Walker,KENT,WR,1,11,0,12,0,0,0,72,9.0
117,Nick Brown,LIB,PK,0,0,0,0,11,39,0,72,5.5
117,Drew Stevens,IOWA,PK,0,0,0,0,16,24,0,72,6.5
117,Rece Verhoff,MRSH,PK,0,0,0,0,13,33,0,72,6.0
137,Seth Keller,TXST,PK,0,0,0,0,14,28,0,70,5.8
137,Kade Hensley,CCU,PK,0,0,0,0,8,46,0,70,5.3
137,Abraham Montano,FRES,PK,0,0,0,0,12,34,0,70,5.8
140,Charles Campbell,IU,PK,0,0,0,0,14,27,0,69,5.7
140,Jacob Borcila,KU,PK,0,0,0,0,7,48,0,69,6.9
142,Jalen White,GASO,RB,10,1,0,11,0,0,1,68,8.5
142,Jaydn Ott,CAL,RB,8,3,0,11,0,0,1,68,9.7
142,Frank Peasant,MTSU,RB,9,2,0,11,0,0,0,68,11.3
142,Nate Van Zelst,WISC,PK,0,0,0,0,11,35,0,68,6.1
146,Mason Lawler,BGSU,PK,0,0,0,0,11,34,0,67,5.5
147,Jyaire Shorter,UNT,WR,0,11,0,11,0,0,0,66,8.2
147,A.T. Perry,WAKE,WR,0,11,0,11,0,0,0,66,7.3
147,John Mayers,BAY,PK,0,0,0,0,8,42,0,66,5.5
147,Sam Wiglusz,OHIO,WR,0,11,0,11,0,0,0,66,9.4
147,John Rhys Plumlee,UCF,QB,11,0,0,11,0,0,0,66,6.6
147,MarShawn Lloyd,SC,RB,9,2,0,11,0,0,0,66,11.0
147,Michael Wiley,ARIZ,RB,8,3,0,11,0,0,0,66,9.4
147,Eric Gray,OU,RB,11,0,0,11,0,0,0,66,9.4
147,Malachi Corley,WKU,WR,0,11,0,11,0,0,0,66,11.0
147,Montrell Johnson Jr.,FLA,RB,10,1,0,11,0,0,0,66,6.6
147,Kaytron Allen,PSU,RB,10,1,0,11,0,0,0,66,9.4
147,Braelon Allen,WISC,RB,11,0,0,11,0,0,0,66,8.2
147,Josh Downs,UNC,WR,0,11,0,11,0,0,0,66,11.0
147,Roman Hemby,MD,RB,10,1,0,11,0,0,0,66,11.0
147,Carter Brown,ASU,PK,0,0,0,0,11,33,0,66,6.6
147,Victor Rosa,CONN,RB,11,0,0,11,0,0,0,66,9.4
163,Quinn Maretzki,ARMY,PK,0,0,0,0,8,41,0,65,5.4
163,Morgan Suarez,FAU,PK,0,0,0,0,9,38,0,65,6.5
165,Dario Longhetto,CAL,PK,0,0,0,0,11,31,0,64,5.3
165,Ty Zentner,KSU,P,0,0,0,0,11,31,0,64,9.1
165,Spencer Shrader,USF,PK,0,0,0,0,9,37,0,64,5.3
165,Noe Ruelas,CONN,PK,0,0,0,0,12,28,0,64,5.3
165,Tre' Harris,LT,WR,0,10,0,10,0,0,2,64,9.1
165,Randy Bond,TA&M,PK,0,0,0,0,13,25,0,64,6.4
171,Calum Sutherland,ULM,PK,0,0,0,0,10,32,0,62,5.1
171,Elijah Cooks,SJSU,WR,0,10,0,10,0,0,1,62,8.8
171,C.J. Johnson,ECU,WR,0,10,0,10,0,0,0,62,7.7
171,Bradley Rozner,RICE,WR,0,10,0,10,0,0,1,62,7.7
175,Timmy Bleekrode,NEB,PK,0,0,0,0,9,34,0,61,5.0
176,Stetson Bennett IV,UGA,QB,10,0,0,10,0,0,0,60,4.6
176,Adrian Martinez,KSU,QB,10,0,0,10,0,0,0,60,8.5
176,Nikko Remigio,FRES,WR,2,6,2,10,0,0,0,60,6.6
176,Puka Nacua,BYU,WR,5,5,0,10,0,0,0,60,10.0
176,Noah Cain,LSU,RB,10,0,0,10,0,0,0,60,10.0
176,Rashee Rice,SMU,WR,0,10,0,10,0,0,0,60,8.5
176,Jase McClellan,ALA,RB,7,3,0,10,0,0,0,60,8.5
176,Tank Bigsby,AUB,RB,10,0,0,10,0,0,0,60,8.5
176,Trey Benson,FSU,RB,9,0,1,10,0,0,0,60,12.0
176,Jahmyr Gibbs,ALA,RB,7,3,0,10,0,0,0,60,8.5
176,Aidan Robbins,UNLV,RB,9,1,0,10,0,0,0,60,10.0
176,Ikaika Ragsdale,UNT,RB,7,3,0,10,0,0,0,60,8.5
176,Kimani Vidal,TROY,RB,10,0,0,10,0,0,0,60,10.0
176,Taylen Green,BOIS,QB,10,0,0,10,0,0,0,60,6.0
176,Caleb Williams,USC,QB,10,0,0,10,0,0,0,60,4.2
176,Brock Bowers,UGA,TE,3,7,0,10,0,0,0,60,8.5
176,Tyler Lavine,SMU,RB,10,0,0,10,0,0,0,60,8.5
176,Kairee Robinson,SJSU,RB,10,0,0,10,0,0,0,60,8.5
176,Devin Neal,KU,RB,9,1,0,10,0,0,0,60,10.0
176,Jaylen Wright,TENN,RB,10,0,0,10,0,0,0,60,8.5
176,Zach Evans,MISS,RB,9,1,0,10,0,0,0,60,7.5
176,Michael Pratt,TULN,QB,10,0,0,10,0,0,0,60,4.6
176,Grant DuBose,CLT,WR,0,9,1,10,0,0,0,60,8.5
176,Palmer Domschke,WMU,PK,0,0,0,0,13,21,0,60,5.4
200,Jude McAtamney,RUTG,PK,0,0,0,0,12,23,0,59,5.9
201,Anders Carlson,AUB,PK,0,0,0,0,12,22,0,58,6.4
201,Ethan Sanchez,ODU,PK,0,0,0,0,10,28,0,58,5.2
203,Camden Price,TEM/MIA,PK,0,0,0,0,13,18,0,57,7.1
203,Jace T. Gilbert,ISU,PK,0,0,0,0,12,21,0,57,4.7
205,Joseph Bulovas,VAN,PK,0,0,0,0,7,35,0,56,5.6
205,Frank Harris,UTSA,QB,9,0,0,9,0,0,1,56,4.3
205,Garrett Shrader,SYR,QB,9,0,0,9,0,0,1,56,5.0
205,Charlie Ham,DUKE,PK,0,0,0,0,9,29,0,56,8.0
205,Jalen McMillan,WASH,WR,0,9,0,9,0,0,1,56,7.0
205,Tyler Scott,CIN,WR,0,9,0,9,0,0,1,56,8.0
205,Ladd McConkey,UGA,WR,2,7,0,9,0,0,1,56,8.0
212,Justin Marshall,BUFF,WR,0,9,0,9,0,0,0,54,7.7
212,Jalen Wayne,USA,WR,0,9,0,9,0,0,0,54,7.7
212,Mac Hippenhammer,M-OH,WR,0,9,0,9,0,0,0,54,9.0
212,Travis Dye,USC,RB,9,0,0,9,0,0,0,54,6.7
212,Ari Broussard,RICE,RB,9,0,0,9,0,0,0,54,9.0
212,Brenden Brady,UTSA,RB,9,0,0,9,0,0,0,54,9.0
212,Tanner Knue,EMU,WR,0,9,0,9,0,0,0,54,7.7
212,Chevan Cordeiro,SJSU,QB,9,0,0,9,0,0,0,54,4.9
212,Cody Schrader,MIZ,RB,9,0,0,9,0,0,0,54,6.7
212,Trey Palmer,NEB,WR,0,9,0,9,0,0,0,54,9.0
212,Max Duggan,TCU,QB,9,0,0,9,0,0,0,54,3.8
212,Dequan Finn,TOL,QB,9,0,0,9,0,0,0,54,4.9
212,Ali Jennings,ODU,WR,0,9,0,9,0,0,0,54,7.7
212,Sean Tyler,WMU,RB,7,1,1,9,0,0,0,54,6.7
212,Kendall Milton,UGA,RB,8,1,0,9,0,0,0,54,6.7
212,Woody Marks,MSST,RB,9,0,0,9,0,0,0,54,6.7
212,Anthony Richardson Sr.,FLA,QB,9,0,0,9,0,0,0,54,4.9
212,Michael Mayer,ND,TE,0,9,0,9,0,0,0,54,7.7
212,Frank Gore Jr.,USM,RB,9,0,0,9,0,0,0,54,6.7
212,Shedro Louis,LIB,RB,8,0,1,9,0,0,0,54,9.0
212,Jerjuan Newton,TOL,WR,0,9,0,9,0,0,0,54,7.7
212,Alex Adams,AKR,WR,0,9,0,9,0,0,0,54,7.7
212,Troy Franklin,ORE,WR,0,9,0,9,0,0,0,54,6.7
212,Donovan Edwards,MICH,RB,7,2,0,9,0,0,0,54,7.7
212,Taylor Morin,WAKE,WR,0,9,0,9,0,0,0,54,7.7
212,KJ Jefferson,ARK,QB,9,0,0,9,0,0,0,54,4.9
212,Jahmal Banks,WAKE,WR,0,9,0,9,0,0,0,54,9.0
212,Elijah Spencer,CLT,WR,0,9,0,9,0,0,0,54,7.7
212,Tory Horton,CSU,WR,0,8,1,9,0,0,0,54,7.7
212,Will Sheppard,VAN,WR,0,9,0,9,0,0,0,54,9.0
212,Xavier Worthy,TEX,WR,0,9,0,9,0,0,0,54,9.0
212,Luther Burden III,MIZ,WR,2,6,1,9,0,0,0,54,9.0
212,Devin Mockobee,PUR,RB,9,0,0,9,0,0,0,54,6.0
212,Marquis Crosby,LT,RB,9,0,0,9,0,0,0,54,10.8
212,Brandon Thomas,MEM,RB,9,0,0,9,0,0,0,54,7.7
212,Elijah Green,UNC,RB,8,1,0,9,0,0,0,54,9.0
212,LaJohntay Wester,FAU,WR,1,8,0,9,0,0,0,54,9.0
212,Ja'Quinden Jackson,UTAH,RB,9,0,0,9,0,0,0,54,9.0
212,Dae Dae Hunter,LIB,RB,8,1,0,9,0,0,0,54,7.7
212,Jarquez Hunter,AUB,RB,7,2,0,9,0,0,0,54,7.7
252,Kyle Ramsey,HOU,PK,0,0,0,0,5,38,0,53,6.6
252,Cole Becker,COLO,PK,0,0,0,0,11,20,0,53,4.4
254,Cameron Carson,MASS,PK,0,0,0,0,13,13,0,52,4.7
254,Jordan Noyes,UTAH,PK,0,0,0,0,6,34,0,52,6.5
256,Everett Hayes,ORST,PK,0,0,0,0,6,33,0,51,5.6
256,Ethan Albertson,NMSU,PK,0,0,0,0,7,30,0,51,6.3
256,Connor Lytton,BC,PK,0,0,0,0,9,24,0,51,4.6
259,Princeton Fant,TENN,TE,5,3,0,8,0,0,1,50,8.3
259,Derius Davis,TCU,WR,1,5,2,8,0,0,1,50,8.3
259,Titus Swen,WYO,RB,8,0,0,8,0,0,1,50,12.5
259,Brian Battie,USF,RB,8,0,0,8,0,0,1,50,7.1
259,Ja'Corey Brooks,ALA,WR,0,8,0,8,0,0,1,50,7.1
259,Tetairoa McMillan,ARIZ,WR,0,8,0,8,0,0,1,50,7.1
259,Chris Tennant,KSU,PK,0,0,0,0,9,23,0,50,7.1
259,Andrew Conrad,ECU,PK,0,0,0,0,8,26,0,50,7.1
267,Massimo Biscardi,MSST,PK,0,0,0,0,8,25,0,49,7.0
267,Daniel Davies,NAVY,P,0,0,0,0,10,19,0,49,7.0
267,Gavin Stewart,GT,PK,0,0,0,0,12,13,0,49,6.1
270,DK Billingsley,TROY,RB,8,0,0,8,0,0,0,48,8.0
270,Keylon Stokes,TLSA,WR,0,8,0,8,0,0,0,48,6.0
270,Percy Agyei-Obese,JMU,RB,8,0,0,8,0,0,0,48,9.6
270,Calvin Tyler Jr.,USU,RB,7,1,0,8,0,0,0,48,9.6
270,Jamal Turner,TOL,TE,0,8,0,8,0,0,0,48,6.0
270,Matt Landers,ARK,WR,0,8,0,8,0,0,0,48,9.6
270,Jordan Travis,FSU,QB,7,1,0,8,0,0,0,48,3.6
270,Asa Martin,MEM,RB,7,1,0,8,0,0,0,48,8.0
270,Eddie Lewis,MEM,WR,0,7,1,8,0,0,0,48,9.6
270,Spencer Sanders,OKST,QB,8,0,0,8,0,0,0,48,5.3
270,SaRodorick Thompson Jr.,TTU,RB,7,1,0,8,0,0,0,48,6.8
270,Austin Reed,WKU,QB,8,0,0,8,0,0,0,48,3.4
270,Christian Turner,WAKE,RB,7,1,0,8,0,0,0,48,8.0
270,Payne Durham,PUR,TE,0,8,0,8,0,0,0,48,8.0
270,Dalton Kincaid,UTAH,TE,0,8,0,8,0,0,0,48,8.0
270,John Emery Jr.,LSU,RB,6,2,0,8,0,0,0,48,8.0
270,De'Corian Clark,UTSA,WR,0,8,0,8,0,0,0,48,9.6
270,Clyde Price III,AKR/KSU,RB,7,1,0,8,0,0,0,48,9.6
270,Jordan Waters,DUKE,RB,8,0,0,8,0,0,0,48,8.0
270,Jordan Addison,USC,WR,0,8,0,8,0,0,0,48,8.0
270,Tahj Brooks,TTU,RB,7,1,0,8,0,0,0,48,9.6
270,Ray Davis,VAN,RB,5,3,0,8,0,0,0,48,6.8
270,Larry McCammon III,FAU,RB,7,1,0,8,0,0,0,48,6.8
270,Dominic Richardson,OKST,RB,8,0,0,8,0,0,0,48,8.0
270,Rome Odunze,WASH,WR,1,7,0,8,0,0,0,48,9.6
270,Josh Henderson,IU,RB,4,4,0,8,0,0,0,48,6.8
270,Jermaine Brown Jr.,UAB,RB,8,0,0,8,0,0,0,48,8.0
270,Bucky Irving,ORE,RB,5,3,0,8,0,0,0,48,6.0
270,Duece Watts,TULN,WR,0,8,0,8,0,0,0,48,6.0
270,Mike Washington Jr.,BUFF,RB,7,1,0,8,0,0,0,48,8.0
270,Caleb Ducking,MSST,WR,0,8,0,8,0,0,0,48,8.0
270,Jason Brownlee,USM,WR,0,8,0,8,0,0,0,48,6.8
270,Donovan Smith,TTU,QB,7,1,0,8,0,0,0,48,5.3
270,Haaziq Daniels,AFA,QB,8,0,0,8,0,0,0,48,5.3
270,CJ Donaldson,WVU,RB,8,0,0,8,0,0,0,48,12.0
270,Star Thomas,NMSU,RB,5,3,0,8,0,0,0,48,6.0
306,Jadon Redding,UTAH,PK,0,0,0,0,4,35,0,47,6.7
306,Todd Pelino,DUKE,PK,0,0,0,0,8,23,0,47,7.8
308,Keon Coleman,MSU,WR,0,7,0,7,0,0,2,46,9.2
309,Brandon Talton,NEV,PK,0,0,0,0,10,15,0,45,7.5
310,Johnnie Lang,ARST,RB,3,3,1,7,0,0,1,44,8.8
310,Kris Thornton,JMU,WR,0,7,0,7,0,0,1,44,11.0
310,Brayden Willis,OU,TE,0,7,0,7,0,0,1,44,7.3
310,Jake Bobo,UCLA,WR,0,7,0,7,0,0,1,44,8.8
310,Bryce Ford-Wheaton,WVU,WR,0,7,0,7,0,0,1,44,8.8
310,Bubba Baxa,HOU,PK,0,0,0,0,9,17,0,44,7.3
310,Antonio Zita,CLT,PK,0,0,0,0,3,35,0,44,3.6
310,Jamari Thrash,GAST,WR,0,7,0,7,0,0,1,44,6.2
310,Kobe Hudson,UCF,WR,0,7,0,7,0,0,1,44,8.8
310,Joshua Simon,WKU,TE,0,7,0,7,0,0,1,44,6.2
310,Drake Maye,UNC,QB,7,0,0,7,0,0,1,44,3.3
310,William Ross,VT,PK,0,0,0,0,8,20,0,44,4.8
310,Keanu Hill,BYU,TE,0,7,0,7,0,0,1,44,8.8
310,Jacob Cowing,ARIZ/UTEP,WR,0,7,0,7,0,0,1,44,7.3
310,Chase Gabriel,FIU,PK,0,0,0,0,7,23,0,44,4.4
310,Robby Ashford,AUB,QB,7,0,0,7,0,0,1,44,4.8
310,Terrell Vaughn,USU,WR,1,5,1,7,0,0,0,44,7.3
327,Jaylen Hall,WKU,WR,0,6,1,7,0,0,0,42,8.4
327,Daewood Davis,WKU,WR,0,7,0,7,0,0,0,42,6.0
327,Jaylen Dixon,UTAH,WR,4,3,0,7,0,0,0,42,7.0
327,Todd Centeio,JMU,QB,7,0,0,7,0,0,0,42,4.6
327,JuanCarlos Santana,TLSA,WR,0,7,0,7,0,0,0,42,8.4
327,Michael Boyle,CSU,PK,0,0,0,0,10,12,0,42,4.6
327,Chuck McClelland,CIN,RB,7,0,0,7,0,0,0,42,8.4
327,Tavion Thomas,UTAH,RB,7,0,0,7,0,0,0,42,8.4
327,Blake Watson,ODU,RB,5,2,0,7,0,0,0,42,8.4
327,Emari Demercado,TCU,RB,6,1,0,7,0,0,0,42,7.0
327,Deshaun Fenwick,ORST,RB,7,0,0,7,0,0,0,42,7.0
327,Michael Jefferson,UL,WR,0,7,0,7,0,0,0,42,6.0
327,Devin Ravenel,JMU,WR,0,7,0,7,0,0,0,42,8.4
327,Shaun Shivers,IU,RB,6,1,0,7,0,0,0,42,8.4
327,Antoine Green,UNC,WR,0,7,0,7,0,0,0,42,8.4
327,Joshua Cephus,UTSA,WR,1,6,0,7,0,0,0,42,6.0
327,Luke McCaffrey,RICE,WR,1,6,0,7,0,0,0,42,10.5
327,DeMario Douglas,LIB,WR,1,6,0,7,0,0,0,42,8.4
327,Treshaun Ward,FSU,RB,7,0,0,7,0,0,0,42,10.5
327,DJ Uiagalelei,CLEM,QB,7,0,0,7,0,0,0,42,3.8
327,Jermaine Burton,ALA,WR,0,7,0,7,0,0,0,42,8.4
327,Elijhah Badger,ASU,WR,0,7,0,7,0,0,0,42,7.0
327,Tyrone Broden,BGSU,WR,0,7,0,7,0,0,0,42,7.0
327,Daijun Edwards,UGA,RB,7,0,0,7,0,0,0,42,10.5
327,Caullin Lacy,USA,WR,0,6,1,7,0,0,0,42,7.0
327,Reese White,CCU,RB,5,2,0,7,0,0,0,42,10.5
327,Jay Ducker,MEM,RB,7,0,0,7,0,0,0,42,8.4
327,Chimere Dike,WISC,WR,1,6,0,7,0,0,0,42,8.4
327,TreVeyon Henderson,OSU,RB,6,1,0,7,0,0,0,42,8.4
327,Evan Hull,NU,RB,5,2,0,7,0,0,0,42,7.0
327,RaJae' Johnson,TROY,WR,0,7,0,7,0,0,0,42,7.0
327,Qualan Jones,BAY,RB,7,0,0,7,0,0,0,42,7.0
327,Kacper Rutkiewicz,NIU,WR,1,6,0,7,0,0,0,42,8.4
327,Jemel Jones,ARMY,QB,7,0,0,7,0,0,0,42,8.4
327,Jalon Daniels,KU,QB,7,0,0,7,0,0,0,42,5.2
