RK,NAME,TEAM,CMP,ATT,CMP%,YDS,AVG,LNG,TD,INT,SACK,RTG
1,Drew Mestemaker,UNT,319,463,68.9,4379,9.5,84,34,9,18,168.7
2,Darian Mensah,DUKE,334,500,66.8,3973,7.9,77,34,6,27,153.6
3,Trinidad Chambliss,MISS,294,445,66.1,3937,8.8,88,22,3,14,155.3
4,Carson Beck,MIA,338,467,72.4,3813,8.2,61,30,12,18,157.0
5,Jayden Maiava,USC,265,403,65.8,3711,9.2,74,24,10,14,157.8
6,Nick Minicucci,DEL,322,512,62.9,3683,7.2,68,23,7,27,135.4
7,Sawyer Robertson,BAY,304,504,60.3,3681,7.3,73,31,12,22,137.2
8,Caden Veltkamp,FAU,345,515,67.0,3641,7.1,90,24,17,22,135.2
8,Kevin Jennings,SMU,300,454,66.1,3641,8.0,80,26,13,19,146.6
10,Julian Sayin,OSU,301,391,77.0,3610,9.2,87,32,8,16,177.5
11,Ty Simpson,ALA,305,473,64.5,3567,7.5,75,28,5,28,145.2
12,Dante Moore,ORE,296,412,71.8,3565,8.7,65,30,10,17,163.7
12,Joey Aguilar,TENN,272,404,67.3,3565,8.8,73,24,10,21,156.1
14,Diego Pavia,VAN,267,378,70.6,3539,9.4,75,29,8,23,170.4
15,Fernando Mendoza,IU,273,379,72.0,3535,9.3,62,41,6,25,182.9
16,Josh Hoover,TCU,272,413,65.9,3472,8.4,85,29,13,18,153.4
17,Anthony Colandrea,UNLV,275,417,65.9,3459,8.3,86,23,9,26,149.5
18,Jaron-Keawe Sagapolutele,CAL,316,492,64.2,3454,7.0,51,18,9,30,131.6
19,Joe Fagnano,CONN,285,413,69.0,3448,8.3,80,28,1,15,161.0
20,Jaylen Raynor,ARST,333,501,66.5,3361,6.7,71,19,11,29,130.9
21,Katin Houser,ECU,269,408,65.9,3300,8.1,79,19,6,13,146.3
22,Jacob Clark,MOST,247,376,65.7,3244,8.6,75,28,11,48,156.9
23,Noah Fifita,ARIZ,275,428,64.3,3228,7.5,85,29,6,29,147.2
24,Brad Jackson,TXST,251,352,71.3,3224,9.2,82,21,7,27,164.0
25,Marcel Reed,TA&M,234,377,62.1,3169,8.4,86,25,12,17,148.2
26,Jake Retzlaff,TULN,242,391,61.9,3168,8.1,69,15,7,10,139.0
27,Arch Manning,TEX,248,404,61.4,3163,7.8,83,26,7,23,144.9
28,Byrum Brown,USF,226,341,66.3,3158,9.3,66,28,7,16,167.1
29,Athan Kaliakmanis,RUTG,229,368,62.2,3124,8.5,72,20,7,36,147.7
30,Micah Alejado,HAW,285,430,66.3,3106,7.2,78,24,9,25,141.2
31,CJ Bailey,NCSU,273,397,68.8,3105,7.8,75,25,9,23,150.7
32,Demond Williams Jr.,WASH,246,354,69.5,3065,8.7,78,25,8,31,161.0
33,Braylon Braxton,USM,254,400,63.5,3054,7.6,98,24,8,20,143.4
34,Walker Eget,SJSU,232,393,59.0,3051,7.8,72,17,9,6,133.9
35,Bear Bachmeier,BYU,251,387,64.9,3033,7.8,85,15,7,16,139.9
36,Luke Altmyer,ILL,246,365,67.4,3007,8.2,64,22,5,32,153.7
37,Chandler Morris,UVA,282,436,64.7,3000,6.9,75,16,9,16,130.5
38,Owen McCown,UTSA,277,410,67.6,2995,7.3,77,30,7,19,149.7
