RK,NAME,TEAM,CMP,ATT,CMP%,YDS,AVG,LNG,TD,INT,SACK,RTG
37,Sam Leavitt,ASU,216,350,61.7,2885,8.2,68,24,6,19,150.2
38,Billy Edwards Jr.,MD,273,420,65.0,2881,6.9,75,15,9,17,130.1
39,Riley Leonard,ND,269,403,66.7,2861,7.1,54,21,8,20,139.6
40,Jalen Milroe,ALA,205,319,64.3,2844,8.9,84,16,11,23,148.8
41,JC French IV,GASO,269,410,65.6,2831,6.9,59,17,11,27,131.9
42,Max Brosmer,MINN,268,403,66.5,2828,7.0,44,18,6,26,137.2
43,Dylan Raiola,NEB,275,410,67.1,2819,6.9,59,13,11,27,129.9
44,Brendan Sorsby,CIN,249,389,64.0,2813,7.2,80,18,7,17,136.4
45,Brayden Fowler-Nicolosi,CSU,230,380,60.5,2796,7.4,85,14,9,9,129.8
46,Tucker Gleason,TOL,233,385,60.5,2793,7.3,78,24,8,14,137.9
47,Jaylen Raynor,ARST,259,420,61.7,2783,6.6,79,16,10,31,125.1
48,Devon Dampier,UNM,226,390,57.9,2768,7.1,55,12,12,5,121.6
49,Ethan Garbers,UCLA,235,363,64.7,2727,7.5,67,16,11,32,136.3
50,Darian Mensah,TULN,189,287,65.9,2723,9.5,68,22,6,17,166.7
51,Luke Altmyer,ILL,211,347,60.8,2717,7.8,64,22,6,32,144.0
52,Payton Thorne,AUB,199,317,62.8,2713,8.6,70,21,9,26,150.8
53,Avery Johnson,KSU,217,372,58.3,2712,7.3,65,25,10,13,136.4
54,E.J. Warner,RICE,272,439,62.0,2710,6.2,69,17,13,9,120.7
55,Athan Kaliakmanis,RUTG,213,395,53.9,2696,6.8,65,18,7,21,122.7
56,Cole Snyder,EMU,240,402,59.7,2684,6.7,79,15,9,33,123.6
57,Nico Iamaleava,TENN,213,334,63.8,2616,7.8,86,19,5,28,145.3
58,Ben Finley,AKR,212,387,54.8,2604,6.7,72,16,9,24,120.3
59,Alonza Barnett III,JMU,213,355,60.0,2598,7.3,73,26,4,34,143.4
60,Hank Bachmeier,WAKE,224,357,62.7,2593,7.3,51,16,10,38,132.9
61,Brayden Schager,HAW,233,403,57.8,2591,6.4,74,19,13,39,120.9
62,Gio Lopez,USA,206,312,66.0,2559,8.2,75,18,5,14,150.8
63,Keyone Jenkins,FIU,188,304,61.8,2557,8.4,62,22,8,15,151.1
64,Miller Moss,USC,233,362,64.4,2555,7.1,70,18,9,10,135.1
65,Tyler Huff,JVST,178,293,60.8,2543,8.7,92,14,7,20,144.6
66,Brady Cook,MIZ,201,321,62.6,2535,7.9,78,11,2,22,139.0
67,LaNorris Sellers,SC,196,299,65.6,2534,8.5,60,18,7,33,151.9
68,Walker Eget,SJSU,188,328,57.3,2504,7.6,57,13,10,5,128.4
69,Jacolby Criswell,UNC,186,320,58.1,2459,7.7,53,15,6,24,134.4
70,Will Rogers,WASH,220,311,70.7,2458,7.9,51,14,7,18,147.5
71,Jalon Daniels,KU,171,300,57.0,2454,8.2,70,14,12,10,133.1
72,Ben Wooldridge,UL,192,291,66.0,2453,8.4,74,17,6,14,151.9
73,Alan Bowman,OKST,204,340,60.0,2423,7.1,78,16,12,8,128.3
73,Parker Navarro,OHIO,195,295,66.1,2423,8.2,75,13,11,18,142.2
75,Aidan Chiles,MSU,192,323,59.4,2415,7.5,77,13,11,30,128.7
76,CJ Bailey,NCSU,196,302,64.9,2413,8.0,75,17,10,23,144.0
77,Hayden Wolff,WMU,208,312,66.7,2410,7.7,55,18,8,23,145.5
78,C.J. Ogbonna,BUFF,190,336,56.5,2381,7.1,90,19,5,21,131.8
79,Spencer Petras,USU,214,327,65.4,2315,7.1,75,17,11,12,135.3
80,Garrett Greene,WVU,189,315,60.0,2300,7.3,52,15,12,21,129.4
81,Diego Pavia,VAN,177,298,59.4,2293,7.7,65,20,4,18,143.5
82,Brendon Lewis,NEV,211,312,67.6,2290,7.3,62,16,7,24,141.7
83,Eli Holstein,PITT,180,291,61.9,2225,7.6,82,17,7,20,140.6
84,Jalen Kitna,UAB,196,316,62.0,2209,7.0,73,17,11,23,131.5
85,Danny O'Neil,SDSU,209,330,63.3,2181,6.6,53,12,6,26,127.2
86,Anthony Colandrea,UVA,198,320,61.9,2125,6.6,57,13,11,39,124.2
87,Ethan Vasko,CCU,148,271,54.6,2120,7.8,65,14,8,8,131.5
88,Haynes King,GT,196,269,72.9,2114,7.9,52,14,2,6,154.6
89,Evan Bullock,LT,198,301,65.8,2107,7.0,86,14,3,33,137.9
90,Christian Veilleux,GAST,166,291,57.0,2047,7.0,76,13,11,9,123.3
91,Evan Simon,TEM,181,308,58.8,2032,6.6,91,15,9,28,124.4
92,Katin Houser,ECU,149,245,60.8,2006,8.2,64,18,11,10,144.9
93,Hajj-Malik Williams,UNLV,150,252,59.5,1941,7.7,53,19,5,28,145.1
94,Braedyn Locke,WIS,164,296,55.4,1936,6.5,69,13,10,10,118.1
95,DJ Lagway,FLA,115,192,59.9,1915,10.0,85,12,9,13,154.9
96,Bryce Archie,USF,172,290,59.3,1914,6.6,67,9,10,21,118.1
97,Kaidon Salter,LIB,147,261,56.3,1886,7.2,70,15,6,19,131.4
97,Michael Van Buren Jr.,MSST,140,256,54.7,1886,7.4,72,11,7,27,125.3
99,Marcel Reed,TA&M,147,240,61.3,1864,7.8,73,15,6,14,142.1
100,Hunter Watson,SHSU,175,281,62.3,1811,6.4,67,12,8,27,124.8
101,Deshawn Purdie,CLT,100,200,50.0,1802,9.0,75,10,6,24,136.2
102,Jack Lausch,NU,159,296,53.7,1714,5.8,55,7,8,22,104.8
103,Ashton Daniels,STAN,170,271,62.7,1700,6.3,62,10,12,20,118.7
104,Hudson Card,PUR,144,248,58.1,1641,6.6,52,9,7,21,120.0
105,Joe Fagnano,CONN,120,206,58.3,1631,7.9,70,20,4,5,152.9
106,Colton Joseph,ODU,133,222,59.9,1627,7.3,61,11,5,18,133.3
107,Braylon Braxton,MRSH,124,206,60.2,1624,7.9,75,19,2,11,154.9
108,Emmett Brown,SJSU,125,217,57.6,1621,7.5,58,16,5,7,140.1
109,Matthew Caldwell,TROY,141,223,63.2,1608,7.2,83,13,8,11,135.9
110,Ethan Hampton,NIU,144,247,58.3,1600,6.5,83,12,6,13,123.9
111,Brock Vandagriff,UK,125,218,57.3,1593,7.3,63,10,8,25,126.5
112,Taisun Phommachanh,MASS,132,234,56.4,1590,6.8,64,8,6,24,119.6
113,Kirk Francis,TLSA,149,253,58.9,1585,6.3,72,9,6,13,118.5
114,Skyler Locklear,UTEP,148,233,63.5,1583,6.8,69,10,6,15,129.6
115,Kyron Drones,VT,136,224,60.7,1562,7.0,62,10,6,14,128.7
116,Cam Fancher,FAU,126,212,59.4,1528,7.2,71,6,6,25,123.7
117,Isaac Wilson,UTAH,127,225,56.4,1510,6.7,71,10,11,19,117.7
118,Davis Bryson,KENN,143,261,54.8,1495,5.7,60,6,10,14,102.8
119,Jake Garcia,ECU,109,181,60.2,1426,7.9,65,8,12,12,127.7
120,Jackson Arnold,OU,154,246,62.6,1421,5.8,90,12,3,34,124.8
121,Tommy Castellanos,BC,99,161,61.5,1366,8.5,72,18,5,19,163.4
122,Blake Horvath,NAVY,80,139,57.6,1353,9.7,77,13,4,9,164.4
122,Tommy Ulatowski,KENT,81,175,46.3,1353,7.7,80,15,8,25,130.4
124,Evan Svoboda,WYO,111,226,49.1,1318,5.8,70,5,8,26,98.3
125,Gevani McCoy,ORST,123,202,60.9,1300,6.4,55,3,6,15,113.9
126,Aidan Armenta,ULM,104,190,54.7,1292,6.8,57,9,10,17,117.0
127,Grayson James,BC,106,166,63.9,1202,7.2,53,6,2,12,134.2
128,Jayden Maiava,USC,101,169,59.8,1201,7.1,64,11,6,5,133.8
129,Davis Warren,MICH,134,209,64.1,1199,5.7,36,7,9,8,114.7
130,Cooper Legas,TLSA,87,162,53.7,1144,7.1,74,12,6,12,130.1
131,Joe Labas,CMU,94,160,58.8,1114,7.0,72,7,7,8,122.9
132,Parker Awad,NMSU,74,160,46.3,1079,6.7,64,7,4,19,112.3
133,DJ Uiagalelei,FSU,84,156,53.8,1065,6.8,67,4,6,12,112.0
134,Nate Yarnell,PITT,98,167,58.7,1056,6.3,34,10,5,17,125.6
135,Cade McNamara,IOWA,104,172,60.5,1017,5.9,42,6,5,8,115.8
136,KJ Jefferson,UCF,64,108,59.3,1012,9.4,75,7,4,13,151.9
137,Bryson Daily,ARMY,54,103,52.4,1007,9.8,58,9,4,4,155.6
138,Zach Gibson,GAST,102,151,67.6,1004,6.6,45,7,2,12,136.0
139,Tate Rodemaker,USM,98,164,59.8,985,6.0,75,7,7,15,115.8
140,Blake Shapen,MSST,74,108,68.5,974,9.0,80,8,1,11,166.9
141,Kaden Anderson,WYO,70,120,58.3,955,8.0,68,6,3,1,136.7
142,Demond Williams Jr.,WASH,82,105,78.1,944,9.0,49,8,1,21,176.8
143,Ben Gulbranson,ORST,78,128,60.9,943,7.4,43,4,4,5,126.9
144,Arch Manning,TEX,61,90,67.8,939,10.4,75,9,2,6,184.0
145,Nick Evers,CONN,97,180,53.9,918,5.1,43,5,5,9,100.3
146,Dylan Rizk,UCF,72,117,61.5,904,7.7,48,5,2,7,137.1
147,Chandler Fields,UL,63,87,72.4,897,10.3,66,5,1,4,175.7
148,Donovan Smith,HOU,87,133,65.4,867,6.5,57,4,8,17,118.1
149,Bryson Barnes,USU,77,126,61.1,856,6.8,53,12,6,7,140.1
150,Ethan Crawford,USM,50,120,41.7,849,7.1,59,0,7,25,89.4
151,Byrum Brown,USF,78,132,59.1,836,6.3,64,2,0,15,117.3
152,Zeon Chriss-Gremillion,HOU,83,130,63.8,824,6.3,57,4,8,15,114.9
153,Jacob Zeno,UAB,82,118,69.5,819,6.9,67,6,5,10,136.1
153,Conner Weigman,TA&M,64,114,56.1,819,7.2,58,3,5,9,116.4
155,Graham Mertz,FLA,72,94,76.6,791,8.4,39,6,2,4,164.1
156,Michael Hawkins Jr.,OU,76,120,63.3,783,6.5,60,3,2,15,123.1
157,Stone Earle,MRSH,65,120,54.2,673,5.6,40,7,2,6,117.2
158,Bishop Davenport,USA,48,79,60.8,606,7.7,52,3,1,3,135.2
159,Brock Glenn,FSU,51,114,44.7,597,5.2,50,4,5,12,91.5
160,Josh Holst,NIU,65,111,58.6,593,5.3,30,2,2,6,105.8
161,Micah Alejado,HAW,49,70,70.0,585,8.4,52,6,0,3,168.5
162,Aaron Philo,GT,38,74,51.4,565,7.6,57,1,2,0,114.5
163,Max Brown,CLT,43,93,46.2,561,6.0,48,3,6,9,94.6
164,Cameron Rising,UTAH,34,66,51.5,555,8.4,79,7,3,3,148.1
165,Tyriq Starks,FAU,39,63,61.9,550,8.7,78,6,2,5,160.3
166,Tony Muskett,UVA,45,76,59.2,545,7.2,68,3,3,8,124.6
167,Goose Crowder,TROY,43,62,69.4,542,8.7,98,5,0,3,169.4
168,Forrest Brock,TEM,60,102,58.8,541,5.3,47,1,5,9,96.8
169,Cade McConnell,UTEP,40,71,56.3,540,7.6,76,4,3,5,130.4
170,Ryan Browne,PUR,43,76,56.6,532,7.0,62,4,2,11,127.5
171,Santino Marucci,NMSU,49,112,43.8,519,4.6,50,3,5,7,82.6
172,Grayson McCall,NCSU,53,80,66.3,518,6.5,35,3,2,4,128.0
173,Grant Wilson,ODU,48,86,55.8,507,5.9,75,4,3,11,113.7
174,Luke Kromenhoek,FSU,44,84,52.4,502,6.0,71,3,2,25,109.6
175,John Alan Richter,TOL,43,67,64.2,497,7.4,52,4,0,6,146.2
176,TJ Finley,WKU,48,75,64.0,490,6.5,42,1,2,2,117.9
177,Maealiuaki Smith,OKST,44,74,59.5,489,6.6,35,2,4,4,113.1
178,William Watson III,VT,34,58,58.6,481,8.3,66,1,2,15,127.1
179,AJ Hairston,MASS,40,73,54.8,480,6.6,75,5,0,6,132.6
180,Brendan Sullivan,IOWA,38,53,71.7,475,9.0,59,3,3,7,154.3
181,Jack Turner,LT,40,76,52.6,471,6.2,71,2,2,4,108.1
181,Will Hammond,TTU,35,57,61.4,471,8.3,47,2,2,2,135.4
183,Drew Mestemaker,UNT,30,46,65.2,462,10.0,57,2,2,4,155.2
184,Quentin Hayes,AFA,25,43,58.1,455,10.6,76,3,2,10,160.7
185,Gunner Stockton,UGA,45,64,70.3,440,6.9,67,1,1,7,130.1
186,Jadyn Glasser,CMU,41,76,53.9,439,5.8,55,2,4,9,100.6
187,Nicco Marchiol,WVU,37,56,66.1,434,7.8,54,5,2,6,153.5
188,Devin Kargman,KENT,45,82,54.9,432,5.3,41,3,2,7,106.3
189,Zevi Eckhaus,WSU,37,50,74.0,424,8.5,66,4,2,1,163.6
190,Tyler Van Dyke,WIS,43,68,63.2,422,6.2,50,1,0,3,120.2
191,Preston Stone,SMU,30,51,58.8,421,8.3,49,5,1,3,156.6
192,Kasen Weisman,FAU,39,73,53.4,416,5.7,27,2,3,2,102.1
193,John Busha,AFA,29,79,36.7,415,5.3,39,1,5,6,72.4
194,Collin Schlee,VT,28,55,50.9,414,7.5,67,3,1,5,128.5
195,Zach Pyron,GT,35,65,53.8,409,6.3,60,2,3,3,107.6
196,Hank Brown,AUB,27,43,62.8,403,9.4,57,6,3,0,173.6
197,Jacurri Brown,UCF,35,67,52.2,398,5.9,40,1,4,5,95.1
198,Drew Pyne,MIZ,49,82,59.8,391,4.8,33,3,3,4,104.6
199,Tucker Kilcrease,TROY,28,51,54.9,377,7.4,62,3,1,7,132.5
200,Malachi Singleton,ARK,21,28,75.0,358,12.8,33,1,0,4,194.2
201,Mike Wright Jr.,NU,38,66,57.6,354,5.4,33,0,1,0,99.6
202,MJ Morris,MD,36,61,59.0,350,5.7,49,5,5,8,117.9
203,Tayven Jackson,IU,23,37,62.2,349,9.4,69,4,1,1,171.7
204,Cutter Boley,UK,26,53,49.1,338,6.4,43,2,4,7,100.0
205,Noah Kim,CCU,30,56,53.6,333,5.9,43,4,1,3,123.5
206,Trexler Ivey,CLT,34,59,57.6,326,5.5,28,3,2,2,114.0
207,Robby Ashford,SC,23,32,71.9,324,10.1,44,2,0,6,177.5
208,Matthew Sluka,UNLV,21,48,43.8,318,6.6,55,6,1,4,136.5
209,Blake Baker,LT,18,34,52.9,314,9.2,55,1,3,4,122.6
210,Jase Bauer,SHSU,40,65,61.5,310,4.8,31,2,1,3,108.7
211,Dequan Finn,BAY,23,43,53.5,307,7.1,47,3,2,4,127.2
212,Jack Tuttle,MICH,30,50,60.0,306,6.1,29,1,2,6,110.0
212,General Booty,ULM,29,54,53.7,306,5.7,65,2,2,4,106.1
214,Justin Lamson,STAN,24,47,51.1,300,6.4,60,4,2,11,124.3
215,Michael Kern,WAKE,24,45,53.3,288,6.4,40,1,3,4,101.1
216,Gavin Wimsatt,UK,16,39,41.0,287,7.4,83,3,4,3,107.7
217,Tyler Jefferson,CMU,27,58,46.6,286,4.9,30,0,1,9,84.5
218,Conner Harrell,UNC,21,37,56.8,282,7.6,58,2,1,2,133.2
218,Austin Simmons,MISS,19,32,59.4,282,8.8,35,2,0,1,154.0
220,Beau Pribula,PSU,26,35,74.3,275,7.9,24,5,1,1,181.7
221,Elijah Brown,STAN,28,48,58.3,274,5.7,51,2,3,7,107.5
222,Nick Poulos,OHIO,22,49,44.9,271,5.5,30,2,1,3,100.7
223,Steve Angeli,ND,24,36,66.7,268,7.4,42,3,0,5,156.7
224,Dexter Williams II,GASO,19,30,63.3,248,8.3,34,3,0,2,165.8
225,Henry Belin IV,DUKE,26,45,57.8,243,5.4,27,2,1,0,113.4
225,Braxton Woodson,NAVY,18,36,50.0,243,6.8,61,2,2,1,113.9
227,John White,USM,17,31,54.8,240,7.7,36,0,3,5,100.5
228,Chubba Purdy,NEV,18,25,72.0,239,9.6,63,1,1,2,157.5
229,Eddie Lee Marburger,UTSA,22,40,55.0,234,5.8,40,2,3,3,105.6
230,Aidan Warner,FLA,21,50,42.0,228,4.6,39,0,3,3,68.3
231,Harrison Bailey,LOU,24,33,72.7,227,6.9,28,3,0,0,160.5
232,JP Pickles,UTEP,30,53,56.6,226,4.3,22,0,1,6,88.6
233,Javance Tupou'ata-Johnson,SDSU,20,39,51.3,222,5.7,40,2,2,5,105.8
234,Jackson Stratton,IOWA,21,35,60.0,219,6.3,72,1,0,2,122.0
235,Tommy Schuster,MSU,20,29,69.0,202,7.0,28,0,0,6,127.5
236,Gaston Moore,TENN,16,27,59.3,201,7.4,53,2,2,0,131.4
237,Ty Thompson,TULN,17,40,42.5,199,5.0,24,3,3,1,94.0
238,Joshua Wood,FRES,18,28,64.3,195,7.0,54,1,1,2,127.4
238,Israel Carter,USF,11,14,78.6,195,13.9,59,4,0,0,289.9
240,Garret Rangel,OKST,17,33,51.5,192,5.8,43,2,1,1,114.3
241,Christopher Vizzina,CLEM,19,34,55.9,190,5.6,25,0,0,2,102.8
242,Emory Williams,MIA,16,26,61.5,187,7.2,40,1,1,0,127.0
243,CJ Harris,CAL,19,31,61.3,184,5.9,60,0,1,4,104.7
244,William Atkins IV,JMU,16,24,66.7,181,7.5,33,1,0,0,143.8
244,Quinn Henicle,ODU,14,25,56.0,181,7.2,75,2,1,7,135.2
246,Justyn Martin,UCLA,24,35,68.6,179,5.1,53,1,0,2,121.0
247,Tahj Bullock,AKR,21,29,72.4,176,6.1,29,0,0,6,123.4
248,Gabarri Johnson,ORST,15,29,51.7,174,6.0,26,0,1,5,95.2
249,AJ Bianco,NEV,16,24,66.7,173,7.2,21,1,0,2,141.0
249,Tad Hudson,CCU,17,26,65.4,173,6.7,50,2,0,3,146.7
251,Luke Bottari,UTAH,19,30,63.3,171,5.7,33,1,0,3,122.2
252,Jeff Sims,ASU,13,25,52.0,168,6.7,42,0,0,2,108.4
253,Ty Simpson,ALA,14,25,56.0,167,6.7,43,0,0,1,112.1
254,Timmy McClain,ARST,14,21,66.7,163,7.8,27,3,0,4,179.0
255,Brandon Rose,UTAH,19,36,52.8,157,4.4,36,2,2,0,96.6
256,Alex Orji,MICH,25,47,53.2,150,3.2,16,3,2,3,92.5
257,RJ Martinez,TXST,18,24,75.0,148,6.2,28,0,1,2,118.5
258,Drew Devillier,RICE,20,38,52.6,137,3.6,20,0,0,2,82.9
259,Malachi Nelson,BOIS,12,17,70.6,128,7.5,28,0,1,2,122.1
260,Jeremiah Salem,EMU,8,11,72.7,126,11.5,89,1,1,2,180.8
260,Daniel Beale,UL,13,30,43.3,126,4.2,20,0,2,2,65.3
260,Josh Johnson,AFA,6,14,42.9,126,9.0,39,1,3,1,99.2
263,Logan Smothers,JVST,11,19,57.9,123,6.5,47,0,0,2,112.3
264,Ryan Hilinski,NU,9,15,60.0,121,8.1,36,0,1,1,114.4
264,Dewayne Coleman,ARMY,11,16,68.8,121,7.6,24,1,0,2,152.9
266,Brad Jackson,TXST,8,15,53.3,118,7.9,60,1,0,0,141.4
267,Chandler Rogers,CAL,12,25,48.0,117,4.7,37,0,0,4,87.3
268,Devin Brown,OSU,11,20,55.0,114,5.7,27,1,0,2,119.4
269,Ui Ale,HOU,10,13,76.9,112,8.6,27,1,0,1,174.7
270,David Lynch,PITT,16,27,59.3,111,4.1,17,0,3,3,71.6
271,Dalvin Smith,WKU,3,4,75.0,107,26.8,51,2,0,0,464.7
272,Heinrich Haarberg,NEB,10,18,55.6,101,5.6,24,0,1,1,91.6
272,Amari Jones,FIU,7,12,58.3,101,8.4,33,1,1,1,139.9
274,Bert Emanuel Jr.,CMU,4,6,66.7,99,16.5,48,2,0,0,315.3
275,Ken Seals,TCU,10,13,76.9,97,7.5,36,1,0,0,165.0
276,Henry Hesson,M-OH,7,17,41.2,93,5.5,21,1,0,2,106.5
277,Brandon Nunez,NMSU,12,30,40.0,89,3.0,19,2,1,2,80.3
278,Ryan Burger,LIB,8,19,42.1,88,4.6,29,0,0,3,81.0
279,Michael Merdinger,UNC,9,12,75.0,86,7.2,23,0,1,4,118.5
280,Julian Sayin,OSU,5,12,41.7,84,7.0,55,1,0,0,128.0
281,Brandon Engel,AFA,2,2,100.0,81,40.5,52,0,0,0,440.2
282,Ruel Tomlinson,KENT,11,28,39.3,73,2.6,18,0,2,10,46.9
283,Julian Dugger,PITT,7,13,53.8,72,5.5,19,2,1,3,135.8
283,Will Perry,MASS,7,11,63.6,72,6.5,20,1,0,0,148.6
285,Trenton Bourguet,ASU,2,3,66.7,71,23.7,64,1,0,0,375.5
285,Max Johnson,UNC,12,19,63.2,71,3.7,13,0,1,2,84.0
285,Iverson Hooks,UAB,1,1,100.0,71,71.0,71,0,0,0,696.4
288,Cameron Edge,MD,5,8,62.5,67,8.4,24,1,0,0,174.1
289,Luke Elzinga,OU,3,3,100.0,66,22.0,43,0,0,0,284.8
290,Lex Thomas,NCSU,5,8,62.5,65,8.1,40,1,1,0,147.0
291,Noah Smith,SHSU,1,2,50.0,64,32.0,64,1,0,0,483.8
291,Cameron Friel,UNLV,5,6,83.3,64,10.7,30,0,0,0,172.9
291,EJ Colson,UCF,9,16,56.3,64,4.0,16,1,1,4,98.0
294,Antonio Williams,CLEM,2,2,100.0,62,31.0,34,1,0,0,525.4
295,KJ Jackson,ARK,4,4,100.0,59,14.8,18,0,0,0,223.9
296,Chayden Peery,FIU,7,12,58.3,58,4.8,28,1,0,1,126.4
297,Khalib Johnson,KENN,6,22,27.3,57,2.6,17,0,3,2,21.8
297,Cole Pennington,MRSH,5,7,71.4,57,8.1,21,1,0,0,187.0
297,EJ Caminong,CAL,6,19,31.6,57,3.0,20,0,0,2,56.8
300,Trayvon Rudolph,NIU,2,3,66.7,52,17.3,39,1,0,0,322.3
300,Marshall Nichols,UNLV,1,1,100.0,52,52.0,52,0,0,0,536.8
302,Malachi Fields,UVA,2,3,66.7,51,17.0,29,0,0,0,209.5
302,Stephen Kittleman,TLSA,3,3,100.0,51,17.0,29,0,0,0,242.8
302,Braden Bohannon,KENN,5,10,50.0,51,5.1,30,0,0,1,92.8
302,Miles O'Neill,TA&M,5,6,83.3,51,8.5,17,1,0,0,209.7
302,Cole Ballard,KU,5,6,83.3,51,8.5,22,1,0,0,209.7
307,Jalen Macon,NIU,4,7,57.1,50,7.1,14,0,0,0,117.1
307,Drake Lindsey,MINN,4,5,80.0,50,10.0,17,1,0,0,230.0
309,Harrison Barker,UAB,3,3,100.0,49,16.3,20,1,0,0,347.2
309,Dante Moore,ORE,7,8,87.5,49,6.1,11,0,0,0,138.9
309,Connor Moberly,ISU,5,10,50.0,49,4.9,17,0,1,1,71.2
312,Jake Merklinger,TENN,6,9,66.7,48,5.3,13,0,0,2,111.5
313,Kanyon Floyd,ASU,2,2,100.0,47,23.5,32,0,0,0,297.4
314,Davis Beville,SC,5,7,71.4,46,6.6,14,1,0,2,173.8
314,Tim Carpenter,TLSA,4,8,50.0,46,5.8,32,2,0,0,180.8
316,Marcus Bellon,NEV/UTEP,1,2,50.0,44,22.0,44,1,0,0,399.8
317,Baron May,BGSU,1,1,100.0,43,43.0,43,1,0,0,791.2
318,Nick Nash,SJSU,2,2,100.0,42,21.0,26,2,0,0,606.4
318,Cam Skattebo,ASU,1,2,50.0,42,21.0,42,1,0,0,391.4
318,John-Keawe Sagapolutele,HAW,4,7,57.1,42,6.0,18,0,2,1,50.4
318,DeAngelo Irvin Jr.,UNLV,1,1,100.0,42,42.0,42,0,0,0,452.8
318,Ryan Boe,NU,4,13,30.8,42,3.2,18,0,1,1,42.5
323,Gunnar Gray,BUFF,4,11,36.4,41,3.7,18,0,1,0,49.5
323,Roman Gagliano,MTSU,4,9,44.4,41,4.6,44,0,0,1,82.7
325,Nate Hampton,LIB,2,9,22.2,40,4.4,36,1,1,0,74.0
326,Ahmad Haston,MASS,8,9,88.9,39,4.3,13,0,0,0,125.3
326,Makai Lemon,USC,1,1,100.0,39,39.0,39,0,0,0,427.6
326,Jayden Mandal,FRES,4,9,44.4,39,4.3,21,0,2,1,36.4
326,Austin Mack,ALA,2,3,66.7,39,13.0,31,1,0,0,285.9
330,Brian Buschini,NEB,2,2,100.0,38,19.0,30,0,0,0,259.6
331,Haden Carlson,FIU,4,6,66.7,37,6.2,16,0,2,0,51.8
331,Cardell Williams,TLSA,5,11,45.5,37,3.4,19,0,0,1,73.7
333,Grant Page,USU,1,1,100.0,36,36.0,36,0,0,0,402.4
334,Tyler Warren,PSU,3,6,50.0,35,5.8,17,1,0,0,154.0
334,Rickie Collins,LSU,5,5,100.0,35,7.0,12,0,0,0,158.8
336,Holden Geriner,AUB,2,2,100.0,33,16.5,23,0,0,0,238.6
336,Parker Kingston,BYU,1,3,33.3,33,11.0,33,1,0,0,235.7
338,Lucian Anderson III,BGSU,5,12,41.7,32,2.7,16,1,1,1,74.9
