RK,NAME,TEAM,"('Unnamed: 0_level_0', 'POS')","('Tackles', 'SOLO')","('Tackles', 'AST')","('Tackles', 'TOT')","('Sacks', 'SACK')","('Sacks', 'YDS')","('Interceptions', 'PD')","('Interceptions', 'INT')","('Interceptions', 'YDS')","('Interceptions', 'LNG')","('Interceptions', 'TD')","('Unnamed: 11_level_0', 'FF')"
39,Caleb Downs,ALA,S,70,37,107,0.0,0,3,2,11,11,0,1
42,Beau Freyler,ISU,DB,56,50,106,1.0,3,5,3,18,18,0,0
42,Bryun Parham,SJSU,LB,60,46,106,2.5,19,2,1,20,20,0,1
42,Tre Freeman,DUKE,LB,55,51,106,1.5,4,3,1,24,24,0,1
42,Dillon Thieneman,PUR,DB,74,32,106,0.0,0,2,6,58,32,0,2
42,Easton Mascarenas-Arnold,ORST,LB,49,57,106,2.0,23,0,2,10,10,0,0
47,Brian Holloway,TXST,LB,60,45,105,1.5,15,0,4,87,84,2,3
47,Kendal Daniels,OKST,LB,62,43,105,2.0,17,1,2,21,20,0,1
47,Donovan McMillon,PITT,S,54,51,105,0.0,0,1,0,0,0,0,1
47,Ben Roberts,TTU,LB,55,50,105,0.5,2,0,1,5,5,0,2
47,Jacob Manu,ARIZ,LB,43,62,105,6.5,53,2,1,36,36,0,0
52,Nick Ross,APP,S,44,60,104,1.5,8,4,1,0,0,0,0
52,Terry Jones Jr.,ODU,DB,29,75,104,0.0,0,4,0,0,0,0,1
52,Danny Stutsman,OU,LB,51,53,104,3.0,25,3,1,30,30,1,2
55,Power Echols,UNC,LB,60,42,102,0.0,0,1,1,0,0,0,2
55,Ike Larsen,USU,S,58,44,102,0.0,0,6,4,109,62,1,1
57,Jaylan Ford,TEX,LB,47,54,101,1.0,9,2,2,5,5,0,1
57,Reggie Peterson,FIU,LB,50,51,101,3.5,15,0,1,61,61,0,0
59,Emany Johnson,NEV,DB,72,28,100,0.0,0,3,3,15,15,0,1
59,Trey Rucker,OKST,S,62,38,100,0.0,0,1,1,29,29,0,1
61,Jesus Machado,TULN,LB,56,42,98,0.0,0,1,1,17,17,0,0
62,Lee Kpogba,WVU,LB,47,50,97,3.0,20,1,0,0,0,0,1
62,A.J. Haulcy,HOU,S,72,25,97,0.0,0,3,0,12,12,0,1
62,Jhalyn Shuler,USF,LB,45,52,97,2.0,18,5,0,0,0,0,1
65,Demetrius Knight Jr.,CLT,LB,44,52,96,1.5,15,4,3,82,39,1,0
66,Jontrey Hunter,GAST,LB,50,45,95,1.5,15,4,0,0,0,0,3
66,Kenny Logan Jr.,KU,S,64,31,95,0.0,0,6,1,30,30,1,1
66,Junior Colson,MICH,LB,44,51,95,0.0,0,2,0,0,0,0,0
66,Shawn Asbury II,ODU,DB,39,56,95,0.0,0,4,1,46,46,0,0
66,K.C. Ossai,UL,LB,52,43,95,1.0,12,0,0,0,0,0,2
66,Bryan McCoy Jr.,AKR,LB,33,62,95,1.0,7,0,0,0,0,0,1
72,Daniel Bolden,TOL,LB,43,51,94,0.5,3,3,0,0,0,0,1
72,Keye Thompson,OHIO,LB,42,52,94,1.5,9,2,1,8,8,0,1
72,Deion Jennings,RUTG,LB,44,50,94,0.0,0,4,0,0,0,0,0
72,Edefuan Ulofoshio,WASH,LB,62,32,94,3.0,16,3,1,45,45,1,1
72,Chandler Martin,MEM,LB,66,28,94,3.0,17,2,2,60,60,1,2
72,Antavious Fish,AKR,LB,38,56,94,1.0,3,0,0,0,0,0,0
78,Jeslord Boateng,LT,LB,31,62,93,1.0,10,1,0,0,0,0,0
78,Elias Neal,MRSH,LB,34,59,93,2.0,12,2,2,8,6,0,0
78,Shae Suiaunoa,WYO,LB,61,32,93,2.5,24,2,1,8,8,0,0
78,Alec Mock,AFA,LB,53,40,93,2.0,14,1,1,18,18,1,2
82,Vinny DePalma,BC,LB,42,50,92,0.5,3,1,0,0,0,0,0
82,Quae Drake,JVST,LB,48,44,92,2.0,26,2,1,0,0,0,1
82,Max Tooley,BYU,LB,53,39,92,1.0,7,2,1,24,24,0,1
82,Shawn Holton,TXST,S,64,28,92,0.0,0,1,2,5,5,0,4
82,Mohamed Toure,RUTG,LB,44,48,92,4.5,34,2,1,5,5,0,1
87,Cal Haladay,MSU,LB,41,50,91,1.0,11,0,1,2,2,0,0
87,Trevian Thomas,ARST,S,58,33,91,0.0,0,4,2,0,0,0,1
87,TJ Quinn,LOU,LB,33,58,91,0.5,5,2,1,15,15,0,0
90,Major Burns,LSU,S,44,46,90,1.0,3,3,1,17,17,1,0
90,Jaheim Thomas,ARK,EDGE,39,51,90,3.5,15,2,0,0,0,0,0
90,Charles Willekes,ARST,LB,31,59,90,2.0,11,1,0,0,0,0,0
93,Joe Andreessen,BUFF,LB,53,36,89,1.0,8,2,0,0,0,0,1
93,Clayton Isbell,CCU,S,49,40,89,1.0,2,5,3,29,29,0,0
93,Justin Barron,SYR,LB,54,35,89,0.5,3,8,1,5,5,0,3
93,D'Eryk Jackson,UK,LB,53,36,89,2.0,7,4,2,29,28,1,1
93,Greg Penn III,LSU,LB,34,55,89,4.0,17,1,2,0,0,0,1
93,Marsel McDuffie,UNLV,LB,44,45,89,1.0,8,2,0,0,0,0,1
99,Myles Heard,LT,DB,40,48,88,0.0,0,4,0,0,0,0,1
99,Patrick McMorris,CAL,S,50,38,88,1.0,10,7,1,0,0,0,2
99,Jaylen Stinson,DUKE,S,42,46,88,1.0,1,6,1,12,12,0,0
99,Peter Manuma,HAW,DB,60,28,88,0.0,0,1,3,49,24,0,0
103,Levani Damuni,UTAH,LB,43,44,87,0.5,4,0,0,0,0,0,0
103,Jeremiah Trotter Jr.,CLEM,LB,54,33,87,5.5,38,5,2,28,28,1,2
103,Kyle Thornton,WSU,LB,35,52,87,1.0,6,1,0,0,0,0,1
103,Kaleb Elarms-Orr,CAL,LB,49,38,87,1.0,2,6,1,1,1,0,1
103,Gaethan Bernadel,STAN,LB,45,42,87,0.5,4,1,0,0,0,0,0
103,Julius Wood,ECU,DB,41,46,87,0.0,0,1,2,29,29,0,0
109,Kolbi Fuqua,JVST,DB,45,41,86,2.5,16,1,1,1,1,0,1
109,Eugene Asante,AUB,LB,55,31,86,5.0,35,1,0,0,0,0,0
109,Carson Bruener,WASH,LB,43,43,86,0.0,0,3,1,33,33,0,1
109,Isaac Gifford,NEB,DB,44,42,86,0.5,1,8,1,3,3,0,0
109,Jackson Ambush,FAU,LB,42,44,86,1.0,12,0,1,0,0,0,0
109,Dylan Hazen,WAKE,LB,44,42,86,1.0,6,0,0,0,0,0,0
109,Dalton Johnson,ARIZ,DB,53,33,86,2.0,21,1,1,0,0,0,4
109,Justin Sanchez,CSU,LB,42,44,86,0.0,0,3,0,0,0,0,1
117,Darren Anders,BGSU,LB,43,42,85,4.5,45,2,0,0,0,0,2
117,Rod Heard II,NU,S,54,31,85,1.0,2,4,1,10,10,0,2
117,AJ Vongphachanh,BYU,LB,33,52,85,0.0,0,1,0,0,0,0,0
117,Anthony Switzer,USU,DB,39,46,85,3.0,20,4,1,2,2,0,0
117,Tyler Grubbs,TULN,LB,57,28,85,3.0,15,1,0,0,0,0,0
117,Alexander Teubner,BOIS,S,50,35,85,0.0,0,5,1,0,0,0,0
117,Mason Cobb,USC,LB,50,35,85,0.0,0,1,0,0,0,0,0
117,Javon McIntyre,PITT,DB,43,42,85,0.0,0,7,0,0,0,0,0
117,Johnathan Youngblood,AFA,LB,42,43,85,0.0,0,1,3,31,23,0,0
117,Melique Straker,ARST,LB,45,40,85,0.0,0,0,2,93,87,1,0
127,Jarron Morris,FAU,DB,46,38,84,0.0,0,6,3,72,72,1,2
127,Will Harbour,NAVY,LB,41,43,84,3.0,14,0,0,0,0,0,1
127,Malachi Langley,FRES,LB,38,46,84,1.0,2,0,0,0,0,0,0
127,Quentin Wilfawn,USA,LB,49,35,84,6.5,38,1,0,0,0,0,2
127,Leo Lowin,ARMY,LB,44,40,84,3.0,17,1,0,0,0,0,4
127,Tahj Ra-El,ODU,DB,40,44,84,0.0,0,6,1,40,40,0,0
127,Javante Mackey,ARST,DE,52,32,84,2.0,16,1,0,0,0,0,0
127,Namdi Obiazor,TCU,LB,48,36,84,4.0,40,2,0,0,0,0,0
135,Steele Chambers,OSU,LB,41,42,83,0.0,0,1,1,0,0,0,0
135,Dean Clark,FRES,DB,47,36,83,0.0,0,3,3,4,4,0,0
135,Edgerrin Cooper,TA&M,LB,39,44,83,8.0,50,2,0,0,0,0,2
135,Jacob Roberts,WAKE,LB,40,43,83,6.0,41,1,0,0,0,0,2
135,Trey Washington,MISS,S,45,38,83,0.0,0,2,3,44,35,0,1
135,Jamoi Hodge,TCU,LB,34,49,83,3.0,20,2,0,0,0,0,0
135,Louis Moore,IU,DB,59,24,83,0.0,0,1,3,49,49,1,3
142,Andre' Sam,LSU,S,44,38,82,0.0,0,2,3,60,60,0,0
142,John Pupel,BC,DB,56,26,82,0.0,0,1,0,0,0,0,1
142,Evan Williams,ORE,S,49,33,82,4.5,40,1,0,0,0,0,1
142,Justin Abraham,GAST,LB,49,33,82,3.5,29,2,0,0,0,0,1
142,Matt Jones,BAY,LB,54,28,82,3.0,11,5,0,0,0,0,0
142,Dylan Rosiek,ILL,LB,52,30,82,1.0,8,3,0,0,0,0,4
142,Jordan Brown,UNT,LB,43,39,82,3.5,15,0,0,0,0,0,0
142,Kiko Mauigoa,MIA,LB,48,34,82,7.5,66,3,1,2,2,0,2
142,Sam Brumfield,MTSU,LB,46,36,82,3.5,35,0,0,0,0,0,3
151,Malik Robinson,HOU,LB,38,43,81,0.0,0,1,1,3,3,0,0
151,Walter Yates III,UCF,LB,48,33,81,0.0,0,2,0,0,0,0,0
151,Kaleb Culp,TXST,S,48,33,81,0.0,0,5,0,0,0,0,0
151,Kyle Efford,GT,LB,37,44,81,1.0,9,0,1,0,0,0,0
151,James Neal,UTEP,LB,27,54,81,1.0,0,2,1,30,30,0,1
151,Devin Dye,USU,S,37,44,81,0.0,0,7,2,14,14,0,1
157,Myron Morrison,RICE,LB,36,44,80,1.0,4,0,0,0,0,0,1
157,Levelle Bailey,FRES,LB,45,35,80,2.5,18,5,3,41,41,0,2
157,Tommy Eichenberg,OSU,LB,40,40,80,1.0,7,0,0,0,0,0,1
157,Deshawn Pace,CIN,LB,42,38,80,1.5,4,5,1,25,25,0,1
157,Keionte Newson,BALL,LB,45,35,80,2.5,15,2,0,0,0,0,1
157,Anthony Wilson Jr.,WVU,S,54,26,80,0.0,0,4,1,0,0,0,0
157,Jordan Magee,TEM,LB,45,35,80,3.5,21,4,0,0,0,0,1
157,Kobe Wilson,SMU,LB,48,32,80,1.0,6,1,1,0,0,0,1
157,Jake Chaney,WIS,LB,50,30,80,3.0,29,0,0,0,0,0,0
157,Trevin Wallace,UK,LB,45,35,80,5.5,39,0,1,21,21,0,1
157,Keli Lawson,VT,LB,39,41,80,2.5,19,6,1,4,4,0,1
157,James Jackson,UVA,LB,34,46,80,1.0,11,5,1,0,0,0,0
157,Malik Mustapha,WAKE,S,45,35,80,0.5,1,2,1,50,50,0,1
170,Isaiah Tufaga,HAW,LB,44,35,79,2.5,19,0,0,0,0,0,2
170,Craig Woodson,CAL,S,53,26,79,0.0,0,4,1,0,0,0,2
170,Geoffrey Cantin-Arku,MEM,LB,41,38,79,1.0,8,2,1,17,17,0,2
170,Sanoussi Kane,PUR,S,55,24,79,1.0,4,7,0,0,0,0,1
170,Gunner Maldonado,ARIZ,S,56,23,79,0.0,0,1,2,40,40,0,2
170,Plae Wyatt,RICE,S,43,36,79,1.0,9,6,0,0,0,0,1
170,Decamerion Richardson,MSST,CB,43,36,79,1.0,6,7,0,0,0,0,0
170,Michael Batton,ULM,LB,30,49,79,0.5,3,0,0,0,0,0,0
170,Elijah Herring,TENN,LB,32,47,79,1.0,7,1,0,0,0,0,0
170,Devin Turner,NU,S,39,40,79,0.0,0,5,1,0,0,0,0
170,Devin Grant,BUFF,DB,55,24,79,0.0,0,3,5,167,87,2,1
170,Jordan Pollard,SJSU,LB,52,27,79,0.0,0,0,2,16,11,0,1
170,Bryce Sheppert,KENT,S,55,24,79,0.0,0,7,1,0,0,0,0
170,Max Harris,ULM,LB,33,46,79,0.0,0,2,1,-2,-2,0,1
184,Tywan Francis,TEM,S,58,20,78,0.0,0,5,2,2,2,0,0
184,Cole Pearce,BALL,LB,45,33,78,3.0,22,2,1,1,1,0,2
184,Dylan Lawrence,USM,S,38,40,78,1.0,6,1,0,0,0,0,0
184,Jasper Williams,UL,LB,42,36,78,2.0,8,0,0,0,0,0,0
188,C.J. Baskerville,TTU,S,54,23,77,0.0,0,5,2,16,12,0,0
188,Wyett Ekeler,WYO,S,49,28,77,2.0,20,7,2,48,38,1,2
188,Johnathan Baldwin,UNLV,DB,42,35,77,1.0,10,5,2,36,36,0,0
191,JD Bertrand,ND,LB,41,35,76,2.5,24,5,0,0,0,0,1
191,Flip Dixon,RUTG,DB,51,25,76,0.0,0,5,1,0,0,0,1
191,Jaden Hicks,WSU,S,47,29,76,2.5,16,4,2,37,37,1,1
191,Jalon Kilgore,SC,DB,46,30,76,0.0,0,6,1,0,0,0,1
191,D'Verik Daniel,FIU,DB,50,26,76,0.0,0,2,1,17,17,0,0
196,Jayden McDonald,TROY,LB,40,35,75,1.0,7,1,0,0,0,0,1
196,Alan Tisdale,VT,LB,33,42,75,1.5,9,2,0,0,0,0,0
196,Tate Hallock,WMU,S,48,27,75,0.0,0,4,2,8,8,0,1
196,Darius Muasau,UCLA,LB,43,32,75,4.0,26,5,1,0,0,0,0
196,Beau Brade,MD,S,48,27,75,0.0,0,6,1,27,27,0,1
196,Jaylon Scott,NCSU,LB,27,48,75,2.0,24,3,0,0,0,0,1
196,Jaylin Smith,USC,CB,58,17,75,1.0,7,1,0,0,0,0,1
196,Henry Blackburn,CSU,DB,40,35,75,2.5,23,0,3,23,23,0,0
196,Fred Perry,JVST,S,49,26,75,0.0,0,5,1,18,18,0,3
196,Patrick Smith,UNT,S,50,25,75,0.0,0,1,0,0,0,0,1
206,Cecil Singleton Jr.,LT,DB,43,31,74,0.0,0,1,1,0,0,0,1
206,Devin Neal,LOU,S,47,27,74,0.0,0,6,4,38,38,0,0
206,Langston Patterson,VAN,LB,38,36,74,1.0,24,0,1,22,22,0,1
206,Tyrone Lewis Jr.,UL,S,41,33,74,0.5,5,3,3,0,0,0,0
206,Ray Thomas,NIU,DL,36,38,74,2.0,11,1,0,0,0,0,0
206,Brevin Randle,LT,LB,35,39,74,2.0,13,2,0,0,0,0,0
206,Chris Paul Jr.,ARK,LB,30,44,74,2.0,8,1,0,0,0,0,0
206,Harold Perkins Jr.,LSU,LB,43,31,74,5.5,37,4,1,0,0,0,3
206,Trey Taylor,AFA,S,40,34,74,0.5,3,4,3,97,51,1,0
206,Darrian Lewis,AKR,S,48,26,74,0.5,2,3,0,0,0,0,1
206,Devyn Bobby,BAY,S,52,22,74,0.0,0,6,1,0,0,0,1
206,Taurean York,TA&M,LB,39,35,74,3.0,12,0,0,0,0,0,1
206,JJ Johnson,GAST,S,57,17,74,1.0,8,0,2,24,24,0,1
219,Kitan Oladapo,ORST,S,44,29,73,1.0,1,7,2,14,14,0,1
219,Sam Lockett III,WSU,DB,42,31,73,0.5,6,1,2,27,25,0,1
219,Dell Pettus,TROY,S,39,34,73,1.0,8,4,0,0,0,0,0
219,James Williams Sr.,MIA,S,48,25,73,0.0,0,4,1,44,44,0,2
219,Nikhai Hill-Green,CLT,LB,48,25,73,2.0,10,3,0,0,0,0,1
219,JJ Roberts,MRSH,DB,39,34,73,0.0,0,1,2,9,9,0,1
219,Jayden Goodwin,AFA,S,31,42,73,1.0,5,5,1,0,0,0,0
219,Collin Oliver,OKST,LB,45,28,73,6.0,48,5,0,0,0,0,4
219,Malik Spencer,MSU,DB,42,31,73,0.0,0,6,0,0,0,0,0
219,Joseph Sipp Jr.,BGSU,LB,38,35,73,0.0,0,0,0,0,0,0,0
219,Shamari Simmons,ASU,S,54,19,73,1.0,9,6,1,0,0,0,0
219,DQ Smith,SC,DB,34,39,73,0.5,2,2,1,16,16,0,1
231,Keondre Swoopes,UAB,S,48,24,72,0.0,0,1,2,0,0,0,2
231,Dadrion Taylor-Demerson,TTU,S,53,19,72,1.0,11,7,4,23,23,0,0
231,Angelo Grose,MSU,DB,36,36,72,0.5,4,5,2,2,2,0,0
231,Durante Jones,CONN,DB,44,28,72,1.0,6,1,0,0,0,0,0
231,Aaron Wofford,WMU,S,46,26,72,0.0,0,5,2,-1,-1,0,1
231,Kavian Gaither,SHSU,LB,45,27,72,1.0,5,1,1,45,45,1,2
237,Tatum Bethune,FSU,LB,33,38,71,0.0,0,3,1,0,0,0,0
237,Tristan Sinclair,STAN,LB,38,33,71,1.0,1,0,0,0,0,0,0
237,Ashanti Cistrunk,MISS,LB,31,40,71,2.5,12,0,1,28,28,0,0
237,TyGee Leach,GAST,S,44,27,71,0.0,0,6,1,0,0,0,0
237,Christopher Edmonds,ASU,S,39,32,71,0.0,0,2,0,0,0,0,0
237,Jacquez Warren,M-OH,S,46,25,71,0.0,0,4,0,0,0,0,0
237,Jeffrey Bassa,ORE,LB,42,29,71,0.0,0,1,1,45,45,1,0
237,Jakobe Thomas,MTSU,DB,52,19,71,0.0,0,5,0,0,0,0,1
237,Nick Emmanwori,SC,S,47,24,71,0.0,0,8,2,0,0,0,0
237,Kam Robinson,UVA,LB,46,25,71,1.0,3,1,2,42,28,1,0
247,Cam'Ron Kelly,LOU,DB,31,39,70,0.0,0,2,2,0,0,0,2
247,Tykee Smith,UGA,S,46,24,70,2.0,15,2,4,20,12,0,0
247,Jackson Bratton,UAB,LB,32,38,70,2.0,4,1,0,0,0,0,0
247,Tysheem Johnson,ORE,DB,37,33,70,1.0,5,7,2,0,0,0,0
247,Seyi Oladipo,BOIS,S,44,26,70,1.5,7,4,1,0,0,0,1
247,Myles Rowser,NMSU,DB,43,27,70,0.0,0,2,1,31,31,0,1
247,Clayton Powell-Lee,GT,DB,33,37,70,0.0,0,2,1,0,0,0,1
254,LaVonta Bentley,COLO,LB,40,29,69,5.0,25,2,0,0,0,0,0
254,Omar Speights,LSU,LB,21,48,69,0.0,0,0,0,0,0,0,0
254,Alphonzo Tuputala,WASH,LB,39,30,69,1.5,10,1,1,76,76,0,0
254,Desmond Tisdol,FAU,LB,36,33,69,2.5,11,2,0,0,0,0,0
254,Maxen Hook,TOL,S,37,32,69,0.0,0,4,3,0,0,0,1
254,Lee Hunter,UCF,DL,41,28,69,3.0,27,1,0,0,0,0,0
254,Aaron Beasley,TENN,LB,37,32,69,3.0,26,3,1,39,39,1,0
261,Kalen DeLoach,FSU,LB,33,35,68,7.0,62,2,1,6,6,0,2
261,JT Killen,CCU,LB,24,44,68,0.0,0,2,1,30,30,1,0
261,Yvandy Rigby,TEM,LB,31,37,68,0.0,0,1,0,0,0,0,0
261,Damari Roberson,WMU,LB,34,34,68,0.5,3,6,1,0,0,0,1
261,Smael Mondon Jr.,UGA,LB,42,26,68,3.0,16,1,0,0,0,0,0
261,Jordan Stringer,TROY,LB,32,36,68,1.5,11,0,1,0,0,0,1
261,Emmanuel McNeil-Warren,TOL,S,32,36,68,0.0,0,3,2,12,12,0,4
268,Jaylon King,GT,DB,38,29,67,0.0,0,9,4,82,66,0,0
268,Beanie Bishop Jr.,WVU,CB,54,13,67,0.0,0,20,4,86,51,0,0
268,Walter Reynolds,OHIO,S,22,45,67,0.0,0,1,2,53,40,0,0
268,James Miller,USA,LB,26,41,67,0.0,0,0,0,0,0,0,0
268,Tre Jenkins,SJSU,S,40,27,67,0.0,0,4,2,15,9,0,0
268,Shilo Sanders,COLO,S,54,13,67,0.0,0,3,1,80,80,1,4
268,Sebastian Castro,IOWA,S,47,20,67,1.0,2,8,3,36,30,1,1
268,LaMiles Brooks,GT,DB,38,29,67,0.0,0,6,1,25,25,0,0
268,Deontae Lawson,ALA,LB,32,35,67,3.0,21,4,0,0,0,0,0
268,Micheal Mason,CCU,DL,25,42,67,7.0,57,1,0,0,0,0,1
268,Tre Smith,SJSU,DL,31,36,67,6.5,63,0,0,0,0,0,1
268,Bailey Despanie,TULN,S,45,22,67,0.0,0,2,1,5,5,0,0
268,Jordan Hall,MSU,LB,31,36,67,4.5,42,1,0,0,0,0,1
268,Anthony Hill Jr.,TEX,LB,41,26,67,5.0,27,2,0,0,0,0,1
268,Karene Reid,UTAH,LB,24,43,67,0.0,0,4,1,21,21,1,0
268,Trey Kiser,USA,LB,29,38,67,2.5,15,2,0,0,0,0,0
268,Cade Uluave,CAL,LB,38,29,67,2.5,26,3,2,4,4,0,2
285,Howard Cross III,ND,DT,28,38,66,2.0,14,2,0,0,0,0,2
285,Ruben Hyppolite II,MD,LB,47,19,66,1.0,6,1,0,0,0,0,0
285,Stephen Dix Jr.,MRSH,LB,30,36,66,2.0,17,1,0,0,0,0,0
285,Jesiah Pierre,TTU,LB,31,35,66,0.5,5,0,0,0,0,0,0
285,Trey Jones III,CMU,DB,37,29,66,0.0,0,2,1,0,0,0,1
285,Jaden Voisin,USA,S,29,37,66,0.0,0,6,4,13,13,0,1
285,Irshaad Davis,TROY,S,34,32,66,0.0,0,4,2,2,2,0,0
285,Corey Ellington,MSST,S,30,36,66,2.0,20,2,0,0,0,0,1
285,Andrew Simpson,BOIS,LB,42,24,66,6.5,44,2,2,21,20,0,2
285,Sean Brown,NCSU,LB,37,29,66,2.0,25,5,2,33,33,0,1
285,Jihaad Campbell,ALA,LB,34,32,66,0.5,2,3,1,2,2,0,0
285,Alec Marenco,UNM,LB,32,34,66,0.5,5,3,0,0,0,0,1
285,Maxwell Hairston,UK,CB,53,13,66,0.0,0,6,5,131,83,2,1
285,Kip Lewis,OU,LB,38,28,66,1.0,7,0,0,0,0,0,0
285,Rayuan Lane III,NAVY,S,41,25,66,0.5,4,8,4,122,97,1,2
285,Kalib Fortner,ARMY,LB,29,37,66,2.5,15,0,0,0,0,0,1
301,Jeremiah Harris,JVST,S,39,26,65,0.0,0,3,2,62,62,0,0
301,Xavier Benson,OKST,LB,37,28,65,1.5,8,1,0,0,0,0,2
301,Michael Barrett,MICH,LB,39,26,65,3.0,40,2,0,0,0,0,3
301,Kam Arnold,BC,LB,30,35,65,1.0,6,3,0,0,0,0,1
301,Jacob Wahlberg,WMU,LB,30,35,65,1.5,9,4,0,0,0,0,0
301,Tyrell Davis,GASO,DB,36,29,65,0.0,0,3,1,28,28,1,0
301,Quinn Schulte,IOWA,DB,40,25,65,0.0,0,4,1,39,39,0,0
301,Ken Robinson,UTSA,S,40,25,65,0.0,0,4,0,0,0,0,0
301,John Saunders Jr.,MISS,S,39,26,65,0.0,0,4,3,10,10,0,0
301,Zyrus Fiaseu,SDSU,LB,33,32,65,5.5,48,5,0,0,0,0,4
301,Caden Sullivan,APP,LB,33,32,65,1.0,9,1,0,0,0,0,1
301,Ahmad Walker,SMU,LB,48,17,65,1.0,8,5,0,0,0,0,0
301,Jordan Vincent,NMSU,S,31,34,65,2.0,6,3,0,0,0,0,0
301,Richard Toney Jr.,NEV,DB,44,21,65,1.0,5,1,2,109,66,2,0
301,CJ Nunnally IV,AKR,DL,35,30,65,7.0,44,2,0,0,0,0,1
301,Kyle Moretti,CMU,LB,32,33,65,2.0,6,5,0,0,0,0,0
301,Jalen Smith,HAW,LB,39,26,65,1.5,11,1,0,0,0,0,1
318,Nate Bauer,TOL,S,41,23,64,0.0,0,3,1,23,23,0,1
318,Aaron Brule,MSU,LB,35,29,64,5.0,28,2,0,0,0,0,0
318,Don Chapman,UNC,DB,43,21,64,1.0,4,1,2,7,7,0,0
318,Kendre Gant,UL,LB,37,27,64,6.0,52,3,0,0,0,0,3
318,Daquan Evans,USF,DB,47,17,64,4.0,26,7,1,34,34,0,0
318,Travion Fluellen,MTSU,S,41,23,64,0.0,0,3,3,47,27,0,0
318,Quindrelin Hammonds,ARMY,DB,32,32,64,2.5,15,4,3,29,21,0,0
318,Alijah Clark,SYR,S,36,28,64,0.0,0,3,0,0,0,0,1
