RK,NAME,TEAM,REC,YDS,AVG,LNG,TD
43,Denzel Boston,WASH,62,881,14.2,78,11
44,Griffin Wilde,NU,71,880,12.4,49,8
45,Keshaun Singleton,USF,50,877,17.5,66,8
45,Sean Wilson,DEL,68,877,12.9,51,3
47,Carnell Tate,OSU,51,875,17.2,57,9
48,Josh Cameron,BAY,69,872,12.6,48,9
49,Hank Beatty,ILL,70,864,12.3,62,3
50,Germie Bernard,ALA,64,862,13.5,43,7
51,Trell Harris,UVA,59,847,14.4,75,5
52,Caleb Douglas,TTU,54,846,15.7,61,7
52,Que'Sean Brown,DUKE,64,846,13.2,69,5
54,Alex Perry,FIU,56,840,15.0,64,9
55,Braylon Staley,TENN,68,837,12.3,73,6
55,T.J. Moore,CLEM,52,837,16.1,75,4
57,Ryan Wingo,TEX,54,834,15.4,75,7
58,Anthony Evans III,MSST,67,831,12.4,57,4
59,Elijah Sarratt,IU,65,830,12.8,49,15
60,Pofele Ashlock,HAW,76,827,10.9,47,8
61,Kyre Duplessis,DEL,60,824,13.7,68,5
62,Trent Walker,ORST,68,823,12.1,43,2
63,Victor Snow,BUFF,62,815,13.1,75,8
64,Mike Matthews,TENN,53,813,15.3,62,4
65,De'Zhaun Stribling,MISS,55,811,14.7,75,6
65,Zachariah Branch,UGA,81,811,10.0,47,6
67,Omarion Miller,COLO,45,808,18.0,70,8
68,Tre Richardson,VAN,46,806,17.5,75,7
69,Chase Roberts,BYU,54,802,14.9,85,6
70,Marcus Sanders Jr.,GASO,50,797,15.9,52,5
70,Chauncy Cobb,ARST,73,797,10.9,51,1
72,Trond Grizzell,CAL,55,788,14.3,35,1
73,Junior Sherrill,VAN,54,784,14.5,46,7
74,Devin Voisin,USA,67,776,11.6,65,4
75,Keagan Johnson,UNM,61,772,12.7,80,3
76,Eli Stowers,VAN,62,769,12.4,67,4
76,O'Mega Blake,ARK,58,769,13.3,36,5
76,Demarcus Lacey,MRSH,65,769,11.8,68,5
79,Kyri Shoels,SJSU,59,768,13.0,43,2
80,Emmanuel Henderson Jr.,KU,45,766,17.0,93,5
80,Jordan Hudson,SMU,61,766,12.6,70,6
82,Kris Hutson,ARIZ,60,764,12.7,40,4
83,Ian Strong,RUTG,52,762,14.7,45,5
83,Tre' Brown III,ODU,38,762,20.1,98,4
85,CJ Williams,STAN,59,749,12.7,36,6
86,Keelan Marion,MIA,57,746,13.1,61,2
87,Ja'Kobi Lane,USC,49,745,15.2,59,4
88,Brady Boyd,USU,46,743,16.2,53,8
89,Javen Nicholas,CLT,60,740,12.3,64,5
90,Kevin Coleman Jr.,MIZ,66,732,11.1,50,1
91,Jordan Dwyer,TCU,54,730,13.5,69,7
92,Tanner Koziol,HOU,74,727,9.8,50,6
93,Devin McCuin,UTSA,65,726,11.2,52,8
94,Ryan Davis,UTAH,62,725,11.7,56,4
95,Deondre Johnson,JVST,30,724,24.1,77,6
96,Shazz Preston,TULN,43,723,16.8,69,4
96,Joshua Meredith,WSU,57,723,12.7,48,3
98,Jayshon Platt,FAU,46,720,15.7,48,5
99,Malik Benson,ORE,43,719,16.7,64,6
99,Ja'Cory Thomas,ODU,41,719,17.5,55,5
101,Shaleak Knotts,MD,44,717,16.3,62,6
102,Jayce Brown,KSU,41,712,17.4,78,5
103,Jordyn Tyson,ASU,61,711,11.7,57,8
104,Cam Coleman,AUB,56,708,12.6,46,5
105,Reggie Virgil,TTU,57,705,12.4,42,6
106,Raphael Williams Jr.,PITT,51,701,13.7,67,7
107,Asaad Waseem,FAU,66,699,10.6,44,5
108,Kenny Johnson,PITT,48,695,14.5,42,5
109,Michael Trigg,BAY,50,694,13.9,42,6
110,Christian Moss,KENN,45,689,15.3,70,2
110,Ryan Williams,ALA,49,689,14.1,75,4
112,Leland Smith,SJSU,43,688,16.0,45,3
113,Deuce Alexander,MISS,44,684,15.5,88,2
114,Elijah Metcalf,USM,54,683,12.6,76,2
115,Charlie Becker,IU,34,679,20.0,53,4
116,Cyrus Allen,CIN,51,674,13.2,88,13
117,Reed Harris,BC,39,673,17.3,57,5
118,Jordan Shipp,UNC,60,671,11.2,55,6
119,Na'eem Abdul-Rahim Gladding,ODU,51,667,13.1,46,6
120,Dalton Stroman,APP,35,666,19.0,72,4
121,Nick Marsh,MSU,59,662,11.2,48,6
122,Donovan Faupel,NMSU,61,661,10.8,55,7
123,Eric Rivers,GT,46,658,14.3,68,2
124,Andrew Marsh,MICH,45,651,14.5,69,4
125,Josiah Freeman,FRES,52,642,12.3,51,6
125,Cole Weaver,M-OH,45,642,14.3,36,1
127,Marcel Williams,AKR,45,641,14.2,46,2
128,Dash Luke,MOST,43,640,14.9,59,5
128,Jordan Faison,ND,49,640,13.1,54,4
130,Romello Brinson,SMU,43,638,14.8,75,3
131,Coy Eakin,TTU,48,637,13.3,42,6
131,Yamir Knight,SMU,54,637,11.8,61,5
133,Caullin Lacy,LOU,60,635,10.6,48,2
133,Dae'Quan Wright,MISS,39,635,16.3,64,5
133,Cayden Lee,MISS,44,635,14.4,62,3
136,Jmariyae Robinson,MOST,44,632,14.4,52,7
137,Malachi Fields,ND,36,630,17.5,66,5
138,RaRa Thomas,TROY,39,629,16.1,75,5
138,Jordan Napier,SDSU,48,629,13.1,80,2
138,Terrell Anderson,NCSU,39,629,16.1,75,5
141,Omari Kelly,MSU,47,626,13.3,75,2
142,Terrance Carter Jr.,TTU,55,624,11.3,50,5
142,Landon Ellis,JMU,36,624,17.3,62,5
144,Jamari Hawkins,MEM,38,623,16.4,57,2
145,Ashtyn Hawkins,BAY,53,621,11.7,41,0
146,Deion Burks,OU,57,620,10.9,45,4
146,Carsen Ryan,BYU,45,620,13.8,43,3
146,Dallen Bentley,UTAH,48,620,12.9,45,6
149,K.D. Hutchinson,WKU,66,618,9.4,78,3
149,Nyck Harbor,SC,30,618,20.6,80,6
151,Latrell Caples,BOIS,51,617,12.1,34,3
151,Nyziah Hunter,NEB,43,617,14.3,64,5
153,Jacquon Gibson,MASS,63,616,9.8,50,0
154,Carlos Hernandez,WAKE,40,611,15.3,93,3
155,Wondame Davis Jr.,UTEP,26,610,23.5,75,6
156,Jaden Barnes,APP,55,608,11.1,59,7
157,Antonio Williams,CLEM,55,604,11.0,64,4
158,Jeremiah Koger,USF,38,597,15.7,63,8
159,Langston Lewis,CMU,43,596,13.9,77,3
160,Jaron Tibbs,KSU,47,595,12.7,38,3
160,Javon Robinson,GAST,58,595,10.3,46,4
162,Raylen Sharpe,ARK,41,592,14.4,58,3
163,Kole Wilson,BAY,44,591,13.4,64,5
164,Tony Freeman,WSU,54,590,10.9,48,3
165,Donte Lee Jr.,LIB,32,589,18.4,62,5
166,Donaven McCulley,MICH,39,588,15.1,44,3
166,TK King,NMSU,41,588,14.3,64,3
168,Cade Harris,AFA,35,584,16.7,74,2
169,Yannick Smith,ECU,44,583,13.3,59,5
170,Kenny Odom,UTEP,62,582,9.4,74,6
171,Joseph Manjack IV,TCU,44,579,13.2,51,3
172,DT Sheffield,RUTG,44,577,13.1,54,5
173,Dominique Henry,FAU,40,575,14.4,90,4
174,Chris Marshall,BOIS,30,574,19.1,46,2
175,Micahi Danzy,FSU,27,571,21.1,66,3
176,Michael Jackson III,PUR,63,570,9.0,31,1
177,Jahmal Edrine,UVA,46,564,12.3,37,1
178,Tanook Hines,USC,34,561,16.5,51,2
179,Dorian Thomas,UNM,56,560,10.0,34,4
179,Kenyon Sadiq,ORE,51,560,11.0,30,8
179,Dezmen Roebuck,WASH,42,560,13.3,59,7
182,CJ Daniels,MIA,50,557,11.1,47,7
182,Jeremiah McClellan,ORE,38,557,14.7,51,3
184,Brock Spalding,ECU,42,554,13.2,55,3
185,Trebor Pena,PSU,49,552,11.3,73,2
186,Carl Chester,USM,31,551,17.8,52,6
187,Miles Coleman,UNT,47,550,11.7,59,2
188,Johntay Cook,SYR,45,549,12.2,59,2
188,Cam'ron Lacy,MTSU,38,549,14.4,68,3
190,Vandrevius Jacobs,SC,32,548,17.1,74,4
190,Collin Dixon,ILL,35,548,15.7,61,5
192,Chris Barnes,WAKE,39,547,14.0,70,3
193,Jalil Farooq,MD,58,545,9.4,29,4
193,Sam Roush,STAN,49,545,11.1,69,2
195,Cam Ross,UVA,53,543,10.2,46,2
196,Cam Vaughn,WVU,35,541,15.5,46,4
197,Kendrick Law,UK,53,540,10.2,71,3
197,Brandon Hawkins Jr.,UAB,41,540,13.2,68,5
199,Shelton Sampson Jr.,UL,32,537,16.8,45,6
199,Bryant Wesco Jr.,CLEM,31,537,17.3,73,6
201,Kwazi Gilmer,UCLA,50,535,10.7,43,4
202,Eric Singleton Jr.,AUB,58,534,9.2,48,3
203,Jaren Kanak,OU,44,533,12.1,48,0
204,Barion Brown,LSU,53,532,10.0,41,1
204,DeAndre Moore Jr.,TEX,38,532,14.0,46,4
206,Gavin Harris,NMSU,37,531,14.4,34,1
207,Octavian Smith Jr.,MD,43,529,12.3,53,0
208,Brody Foley,TLSA,37,528,14.3,72,7
208,AJ Wilson,UTSA,31,528,17.0,77,4
208,Duane Thomas Jr.,UCF,53,528,10.0,41,0
211,Brett Eskildsen,ISU,30,526,17.5,75,5
212,Israel Polk,AKR,33,525,15.9,75,8
213,Malik Rutherford,GT,46,523,11.4,71,3
213,Anthony Brown-Stephens,TULN,41,523,12.8,54,2
213,Dylan Wade,UCF,43,523,12.2,83,5
216,Hayden Eligon II,NU,37,521,14.1,38,3
217,Rohan Jones,ARK,19,519,27.3,62,4
218,Myles Butler,MTSU,52,518,10.0,52,2
218,Donovan Brown,SDSU,33,518,15.7,52,2
220,Ayden Greene,VT,31,516,16.6,67,3
220,Parker Livingstone,TEX,29,516,17.8,83,6
222,Omari Hayes,TULN,39,515,13.2,42,1
223,Troy Omeire,UNLV,31,514,16.6,68,5
224,DJ Epps,TROY,47,512,10.9,48,5
224,Vernell Brown III,FLA,40,512,12.8,60,0
226,Isaiah Horton,ALA,42,511,12.2,37,8
227,Jamari Johnson,ORE,32,510,15.9,56,3
227,Nick Devereaux,EMU,34,510,15.0,45,7
229,Cade Wolford,KENT,19,509,26.8,79,7
230,Sahmir Hagans,DUKE,43,508,11.8,35,6
230,Sean Brown,CLT,36,508,14.1,46,1
232,Dashawn Martin,KENT,33,507,15.4,75,4
233,Jeremiah Franklin,BC,49,506,10.3,32,2
233,Dalen Cobb,GASO,57,506,8.9,43,3
233,Darrell Gill Jr.,SYR,32,506,15.8,43,5
233,DeAree Rogers,NIU,46,506,11.0,50,3
237,Hunter Summers,ARST,44,505,11.5,43,4
238,Ashton Bethel-Roman,TA&M,24,503,21.0,76,5
239,Devonte Ross,PSU,36,501,13.9,75,5
240,Nick DeGennaro,JMU,28,500,17.9,76,5
240,JoJo Bermudez,TEM,38,500,13.2,38,4
240,Chase Sowell,ISU,32,500,15.6,52,2
240,Nitro Tuggle,PUR,34,500,14.7,36,4
244,Tray Taylor,TROY,30,499,16.6,60,3
245,Dakorien Moore,ORE,34,497,14.6,65,3
246,Mudia Reuben,USF,36,495,13.8,60,5
247,Javin Whatley,ARIZ,41,490,12.0,85,5
248,Kajiya Hollawayne,TEM,39,489,12.5,46,6
248,Justin Joly,NCSU,49,489,10.0,59,7
248,Joseph Williams,COLO,37,489,13.2,47,4
251,Zavion Thomas,LSU,41,488,11.9,62,4
251,Moussa Barry,WKU,34,488,14.4,48,1
253,Le'Meke Brockington,MINN,46,484,10.5,24,4
253,Jacory Barney Jr.,NEB,45,484,10.8,52,5
253,Caleb Goodie,CIN,29,484,16.7,82,2
256,Peter Clarke,TEM,30,483,16.1,50,6
257,Eli Raridon,ND,32,482,15.1,65,0
258,Gavin Freeman,OKST,53,481,9.1,33,4
258,Kyan Mason,AKR,33,481,14.6,62,5
260,Isiah Canion,GT,33,480,14.5,42,4
261,Talique Williams,WMU,35,478,13.7,71,2
261,Jeff Caldwell,CIN,32,478,14.9,40,6
263,Cam Pickett,KU,45,476,10.6,38,3
264,Nahzae Cox,MTSU,40,473,11.8,43,5
265,Daejon Reynolds,UNLV,33,471,14.3,86,5
266,Chris Durr Jr.,WYO,45,469,10.4,49,4
267,Jyrin Johnson,BGSU,37,466,12.6,38,2
267,Chas Nimrod,USF,23,466,20.3,55,3
267,David Wells Jr.,ORST,44,466,10.6,56,4
270,Tristian Gardner,MOST,30,465,15.5,42,6
271,Ronnel Johnson,MOST,35,463,13.2,35,2
272,Chris Reed,SHSU,30,460,15.3,54,5
273,Malcolm Simmons,AUB,25,457,18.3,91,2
274,Bryce Farrell,STAN,29,455,15.7,68,2
274,Reymello Murphy,CONN,40,455,11.4,61,3
276,Javon Tracy,MINN,37,454,12.3,45,6
276,Jeremiah Hasley,DUKE,40,454,11.4,56,6
276,Hudson Clement,ILL,36,454,12.6,27,3
279,Dane Key,NEB,39,452,11.6,40,5
280,Lake McRee,USC,30,450,15.0,64,4
280,Boden Groen,KU,36,450,12.5,46,5
282,Landon Sides,UNT,34,449,13.2,60,1
283,Tychaun Chapman,USM,25,448,17.9,50,3
283,Max Klare,OSU,43,448,10.4,39,2
283,Davion Dozier,APP,20,448,22.4,68,5
286,Benjamin Brahmer,ISU,37,446,12.1,27,6
286,Ramone Green Jr.,MOST,29,446,15.4,76,3
288,Eli Finley,LT,38,444,11.7,72,0
289,David Amador II,UTSA,45,443,9.8,45,4
290,Malik McClain,ASU,31,441,14.2,36,1
290,Noah Rogers,NCSU,33,441,13.4,48,2
290,Lotzeir Brooks,ALA,32,441,13.8,53,2
293,Kobe Paysour,UNC,35,438,12.5,44,1
293,E.J. Williams Jr.,IU,36,438,12.2,62,6
293,Noah Short,ARMY,32,438,13.7,44,2
296,Matthew Hibner,SMU,31,436,14.1,80,4
297,Trayvon Rudolph,TOL,39,435,11.2,58,2
298,DJ Vonnahme,IOWA,29,434,15.0,51,3
299,Trey'Dez Green,LSU,33,433,13.1,42,7
300,Wesley Grimes,NCSU,29,430,14.8,48,3
301,Micah Davis,USM,31,429,13.8,98,5
302,JJ Buchanan,UTAH,26,427,16.4,60,5
303,DeJuan Williams,MD,45,426,9.5,55,1
304,E. Jai Mason,CLT,31,423,13.6,62,4
305,Tommy McIntosh,CMU,31,422,13.6,47,3
305,Cataurus Hicks,PITT,24,422,17.6,84,4
305,John Neider,CONN,27,422,15.6,45,2
308,Rodney Harris II,OHIO,30,419,14.0,49,2
308,Jalen Smith,MINN,28,419,15.0,78,4
310,Zion Booker,TLSA,46,418,9.1,40,2
311,Bryce Bohanon,TULN,31,417,13.5,42,2
311,Jeremy Scott,USA,24,417,17.4,74,4
313,Joe Royer,CIN,29,416,14.3,73,4
313,Sterling Berkhalter,WAKE,30,416,13.9,51,2
315,Colin Chase,TEM,40,414,10.4,42,4
315,Caden High,STAN,37,414,11.2,34,1
317,Dan Villari,SYR,39,412,10.6,35,0
317,Jekail Middlebrook,MTSU,40,412,10.3,48,3
319,Josh Cuevas,ALA,37,411,11.1,32,4
319,Hunter Tipton,MTSU,39,411,10.5,37,2
321,Jasaiah Gathings,BUFF,36,410,11.4,39,3
322,Emmett Mosley V,TEX,28,408,14.6,40,3
323,J. Michael Sturdivant,FLA,27,406,15.0,57,3
324,Donovan Olugbode,MIZ,30,401,13.4,34,2
325,Brandon White,HAW,38,399,10.5,46,2
326,Aaron Turner,RICE,63,398,6.3,55,4
326,Aaron Anderson,LSU,33,398,12.1,39,0
326,Lance Mason,WIS,30,398,13.3,45,4
329,Damon Bankston,UNM,31,397,12.8,84,3
329,Wayne Knight,JMU,40,397,9.9,57,1
329,Ethan Conner,TROY,31,397,12.8,39,3
332,Jaylan Sanchez,JMU,30,396,13.2,80,1
332,Lawayne McCoy,FSU,27,396,14.7,34,3
334,De'Andre Tamarez,MRSH,32,395,12.3,44,2
335,Chase Penry,BOIS,30,394,13.1,46,1
336,Toby Payne,MRSH,37,393,10.6,48,3
337,Grady O'Neill,SHSU,38,392,10.3,29,1
338,Vinny Anthony II,WIS,31,391,12.6,67,1
338,Taz Reddicks,ORST,30,391,13.0,37,0
340,Garrett Oakley,KSU,38,389,10.2,35,6
341,Rocky Beers,CSU,31,388,12.5,48,7
341,J'Koby Williams,TTU,35,388,11.1,73,2
343,Riley Nowakowski,IU,32,387,12.1,43,2
343,Mason Mini,CAL,35,387,11.1,51,4
345,Brock Rechsteiner,JVST,36,383,10.6,56,5
345,Jeff Weimer,WVU,21,383,18.2,75,2
345,Wayne Harris,KENT,35,383,10.9,42,1
345,Jonathan Bibbs,ULM,26,383,14.7,68,3
349,Will Pauling,ND,26,381,14.7,44,6
349,Tre Spivey,ARIZ,23,381,16.6,70,7
349,Brady Anderson,ARMY,14,381,27.2,68,2
352,Kobe Prentice,BAY,26,380,14.6,73,6
353,Javen Jacobs,USU,43,379,8.8,30,3
354,Sincere Brown,COLO,22,376,17.1,71,2
354,Devin Gandy,LT,22,376,17.1,42,2
356,Dontae McMillan,EMU,33,375,11.4,50,3
356,Chamon Metayer,ASU,38,375,9.9,27,4
356,Tre Williams III,UNT,30,375,12.5,56,5
359,Izayah Cummings,APP,37,374,10.1,30,1
359,Jett Carpenter,NEV,35,374,10.7,44,2
361,Winston Watkins,MISS,26,373,14.3,43,1
361,Terrill Davis,OKST,29,373,12.9,41,0
363,Baylin Brooks,WMU,27,372,13.8,42,0
363,Chris Hunter,ARIZ,27,372,13.8,35,2
365,Emmett Johnson,NEB,46,370,8.0,56,3
365,Marlion Jackson,LT,20,370,18.5,52,2
365,Bruin Fleischmann,AFA,21,370,17.6,68,6
365,Caleb Hawkins,UNT,32,370,11.6,68,4
369,Seydou Traore,MSST,35,369,10.5,57,5
370,Nic Trujillo,ULM,23,368,16.0,52,4
371,Adrian Norton,MRSH,27,363,13.4,41,5
372,Desirrio Riles,ECU,28,362,12.9,42,2
373,Decker DeGraaf,WASH,32,360,11.3,30,2
374,Jake Thaw,DEL,31,359,11.6,51,3
374,Jack Velling,MSU,36,359,10.0,28,3
376,Braeden Wisloski,JMU,26,358,13.8,68,4
376,Colbie Young,UGA,26,358,13.8,45,1
376,Quin Smith,AFA,15,358,23.9,52,4
376,Tommy Maher,CSU,32,358,11.2,35,0
380,Noah Meyers,WKU,32,357,11.2,62,3
380,Joshua Long,EMU,37,357,9.6,27,3
382,Jonah Coleman,WASH,31,354,11.4,45,2
383,Bralon Brown,USM,30,353,11.8,40,2
384,Keith Reynolds,M-OH,36,352,9.8,69,1
385,Dorian Fleming,MD,40,351,8.8,48,3
385,Shamar Rigby,OKST,25,351,14.0,48,1
387,Teddy Hoffmann,NCSU,25,349,14.0,55,3
388,Mikey Matthews,UCLA,33,348,10.5,37,2
388,Anthony Garcia,USU,20,348,17.4,74,2
390,Houston Thomas,UTSA,34,347,10.2,32,2
391,Jack Endries,TEX,33,346,10.5,54,3
392,Patrick Overmyer,UTSA,27,344,12.7,45,5
393,Corri Milliner,UAB,24,341,14.2,49,3
393,Derek Eusebio,ASU,22,341,15.5,68,2
395,Marquis Johnson,MIZ,28,340,12.1,49,2
396,Anthony Eager,USA,40,339,8.5,48,1
397,Jayden Sellers,SC,22,337,15.3,75,1
398,Jacob Petersen,TOL,25,335,13.4,28,3
398,Christian Neptune,USF,38,335,8.8,43,1
400,Jayvontay Conner,ECU,23,333,14.5,79,3
400,Harold Mack,EMU,20,333,16.6,51,2
402,Matt Lauter,BOIS,37,330,8.9,20,2
402,Chrishon McCray,MSU,24,330,13.8,45,3
402,Kyle Parker,LSU,31,330,10.6,43,4
402,Zycarl Lewis Jr.,TULN,24,330,13.8,63,2
402,Bryson Graves,CCU,35,330,9.4,39,2
407,Ja'Carree Kelly,DEL,34,327,9.6,67,1
408,Ben Ford,BOIS,21,325,15.5,60,5
409,Tyson Davis,CMU,25,323,12.9,36,2
409,Drayden Dickmann,RICE,37,323,8.7,46,3
409,Noah Jennings,CIN,23,323,14.0,36,0
412,RJ Maryland,SMU,27,322,11.9,49,2
412,Titus Mokiao-Atimalala,UCLA,25,322,12.9,34,3
414,Richie Hoskins,VAN,28,321,11.5,53,3
414,Jalen Cooper,SMU,19,321,16.9,75,2
416,Qian Magwood,BALL,19,320,16.8,53,1
417,DJ Rogers,TCU,34,319,9.4,39,2
417,CJ Brown,ARK,28,319,11.4,26,3
419,PJ Johnson III,NMSU,26,318,12.2,40,3
419,Kaleb Webb,MD,22,318,14.5,29,2
419,Joshua Manning,MIZ,29,318,11.0,34,2
422,Desmond Reid,PITT,23,317,13.8,50,2
423,Sawyer Racanelli,WAKE,18,315,17.5,62,1
423,Jackson Canaan,SJSU,33,315,9.5,44,0
423,Jamari Person,LIB,28,315,11.3,20,0
423,Tay Lanier,CSU,35,315,9.0,39,2
427,Coleman Bennett,KENN,27,314,11.6,76,3
428,Hardley Gilmore IV,UK,28,313,11.2,45,1
428,Kaelan Chudzinski,BC,24,313,13.0,45,4
430,Lincoln Pare,TXST,37,312,8.4,32,2
430,Justus Ross-Simmons,SYR,20,312,15.6,53,5
430,Luke Lindenmeyer,NEB,29,312,10.8,26,2
433,Clayton Coppock,KENN,28,311,11.1,55,5
434,Juice Vereen,CONN,22,310,14.1,50,5
434,Kyle McNeal,FIU,31,310,10.0,30,1
434,Willie Rodriguez,UK,23,310,13.5,53,1
437,Robert Williams,UL,25,309,12.4,44,0
438,Gary Bryant Jr.,ORE,26,306,11.8,49,4
438,Karsyn Pupunu,HAW,33,306,9.3,22,0
440,Jordan Allen,GT,22,304,13.8,78,0
441,Gabe Burkle,ISU,26,302,11.6,44,1
441,Micah Mays Jr.,WAKE,18,302,16.8,52,2
441,Pearson Baldwin,JVST,26,302,11.6,52,2
441,Cameron Bates,BOIS,17,302,17.8,44,1
445,Peyton Higgins,TROY,36,301,8.4,21,1
445,Justin Holmes,PITT,28,301,10.8,23,4
445,Jamarien Wheeler,EMU,23,301,13.1,43,2
448,Richie Anderson III,FRES,31,300,9.7,25,3
449,Gio Richardson,ARIZ,21,299,14.2,60,2
450,Hunter Welcing,NU,28,296,10.6,36,2
450,Jaden Platt,ARK,21,296,14.1,34,2
452,Tyler Fortenberry,ARST,32,294,9.2,28,2
453,Dallas Payne,FIU,27,293,10.9,42,4
454,Waden Charles,UCF,26,290,11.2,30,0
455,EJ Horton Jr.,PUR,27,289,10.7,28,1
456,Kyron Hudson,PSU,23,288,12.5,31,2
456,Grant Hollier,GAST,21,288,13.7,52,4
458,Marcello Bussey,MEM,27,287,10.6,40,0
459,Cam Cook,JVST,30,286,9.5,54,0
459,Nate Sheppard,DUKE,37,286,7.7,20,1
461,Solomon Beebe,UAB,31,284,9.2,43,0
461,Eric Willis III,UTEP,26,284,10.9,43,2
463,RJ Garcia II,BGSU,27,283,10.5,28,0
464,Keenan Jackson,NCSU,28,281,10.0,33,2
465,Larry Simmons,UTAH,15,280,18.7,48,6
465,Jeremiyah Love,ND,27,280,10.4,36,3
465,Maguire Anderson,FIU,25,280,11.2,46,1
468,Jacob Gill,IOWA,24,278,11.6,44,1
468,Luke Wysong,ARIZ,24,278,11.6,47,2
468,Robby Washington,CCU,29,278,9.6,39,3
471,Caleb Coombs,JVST,37,277,7.5,24,0
471,Aveion Chenault,WMU,23,277,12.0,45,2
473,Armani Winfield,CSU,22,276,12.5,49,2
473,London Humphreys,UGA,18,276,15.3,36,3
473,Mason Williams,OHIO,26,276,10.6,30,3
473,Rodney Fields Jr.,OKST,28,276,9.9,63,1
477,Stephon Johnson,HOU,13,275,21.2,74,2
478,Donavon Greene,VT,16,274,17.1,37,2
478,Rico Flores Jr.,UCLA,26,274,10.5,51,0
478,Cameron Wright,CCU,24,274,11.4,44,1
481,QuaRon Adams,CAL,20,273,13.6,39,1
481,Jalen Moss,ASU,16,273,17.1,51,1
481,DJ Black,UCF,22,273,12.4,82,2
484,Zion Steptoe,TLSA,21,272,13.0,42,0
484,Landon Sims,HAW,37,272,7.4,28,2
484,Grayson Tempest,TLSA,22,272,12.4,51,1
484,JoJo Stone,FIU,23,272,11.8,49,2
488,Brandon Inniss,OSU,36,271,7.5,29,3
489,Dakota Thomas,NEV,26,269,10.3,25,1
489,Makai Cope,MOST,20,269,13.4,27,0
489,Clay Thevenin,LT,33,269,8.2,30,0
492,Dillon Bell,UGA,27,268,9.9,36,2
493,Jordan King,CAL,22,267,12.1,38,2
494,Justin Bowick,ILL,22,265,12.0,25,5
495,Terry Lockett Jr.,EMU,19,263,13.8,64,1
496,Oscar Delp,UGA,20,261,13.1,36,1
496,Sam Phillips,IOWA,16,261,16.3,45,0
496,Lloyd Avant,CSU,24,261,10.9,41,1
499,Donnie Gray,MASS,27,260,9.6,41,0
499,Jonah Dawson,AFA,12,260,21.7,53,1
501,Roman Mothershed,TROY,25,259,10.4,29,1
502,JoJo Earle,UNLV,22,258,11.7,37,0
502,Levi Wentz,KU,16,258,16.1,50,2
504,Jamal Haynes,GT,33,257,7.8,34,0
504,Max Patterson,DEL,19,257,13.5,40,3
504,Cam Barfield,HAW,27,257,9.5,59,3
504,Ethan Davis,TENN,21,257,12.2,40,2
504,Luke Reynolds,PSU,26,257,9.9,22,0
509,Kaleb Brown,UAB,17,255,15.0,61,2
509,LJ Martin,BYU,36,255,7.1,26,0
509,Ezekiel Avit,FRES,28,255,9.1,41,0
512,Adam Randall,CLEM,36,254,7.1,35,3
512,Omari Evans,WASH,17,254,14.9,59,1
512,Noah Thomas,UGA,16,254,15.9,64,4
512,Brett Norfleet,MIZ,31,254,8.2,27,5
512,Hayden Hansen,FLA,30,254,8.5,28,2
