RK,NAME,TEAM,CMP,ATT,CMP%,YDS,AVG,LNG,TD,INT,SACK,RTG
33,Charlie Brewer,BAY,240,390,61.5,3019,7.7,75,19,9,32,138.0
34,Blake LaRussa,ODU,249,393,63.4,3015,7.7,83,19,10,29,138.7
35,D'Eriq King,HOU,219,345,63.5,2982,8.6,79,36,6,14,167.0
36,Joe Burrow,LSU,219,379,57.8,2894,7.6,71,16,5,35,133.2
37,Peyton Ramsey,IND,295,447,66.0,2875,6.4,65,19,13,27,128.2
38,Caleb Evans,ULM,231,374,61.8,2869,7.7,80,16,12,21,133.9
39,Eric Dungey,SYR,226,371,60.9,2868,7.7,82,18,9,25,137.0
40,Nate Stanley,IOWA,235,396,59.3,2852,7.2,75,26,10,15,136.5
41,Steven Montez,COLO,258,399,64.7,2849,7.1,89,19,9,30,135.8
42,Jarrett Stidham,AUB,224,369,60.7,2794,7.6,76,18,5,23,137.7
43,Jake Fromm,UGA,206,306,67.3,2749,9.0,75,30,6,16,171.2
44,Deondre Francois,FSU,227,396,57.3,2731,6.9,78,15,12,29,121.7
45,James Morgan,FIU,213,326,65.3,2727,8.4,76,26,7,10,157.6
46,Ryan Willis,VT,213,364,58.5,2716,7.5,67,24,9,22,138.0
47,Blake Barnett,USF,214,350,61.1,2705,7.7,75,12,11,29,131.1
48,Bryce Perkins,UVA,225,349,64.5,2680,7.7,86,25,9,32,147.5
49,Daniel Jones,DUKE,237,392,60.5,2674,6.8,85,22,9,28,131.7
50,JT Daniels,USC,216,363,59.5,2672,7.4,65,14,10,25,128.6
51,McKenzie Milton,UCF,171,289,59.2,2663,9.2,75,25,6,9,161.0
52,Jarret Doege,BGSU,242,389,62.2,2660,6.8,76,27,12,29,136.4
53,Alan Bowman,TTU,227,327,69.4,2638,8.1,66,17,7,8,150.1
54,Ian Book,ND,214,314,68.2,2628,8.4,66,19,7,18,154.0
55,Adrian Martinez,MICH/NEB,224,347,64.6,2617,7.5,75,17,8,23,139.5
56,Shea Patterson,MICH,210,325,64.6,2600,8.0,79,22,7,21,149.8
57,Ben Hicks,SMU,208,372,55.9,2582,6.9,71,19,7,28,127.3
58,Anthony Russo,TEM,198,345,57.4,2563,7.4,70,14,14,14,125.1
58,Josh Adkins,NMSU,222,393,56.5,2563,6.5,60,13,9,26,117.6
60,Gus Ragland,M-OH,226,371,60.9,2547,6.9,59,17,5,20,131.0
61,Chris Robison,FAU,192,304,63.2,2533,8.3,75,12,12,9,138.3
62,Trace McSorley,PSU,192,361,53.2,2530,7.0,93,18,7,27,124.6
62,Khalil Tate,ARIZ,170,302,56.3,2530,8.4,75,26,8,14,149.8
64,Isaiah Green,MRSH,187,330,56.7,2459,7.5,82,15,10,9,128.2
65,Feleipe Franks,FLA,188,322,58.4,2457,7.6,65,24,6,15,143.3
66,Desmond Ridder,CIN,194,311,62.4,2445,7.9,77,20,5,21,146.4
67,Nathan Rourke,OHIO,165,275,60.0,2431,8.8,76,23,8,19,156.0
68,Jack Abraham,USM,223,305,73.1,2347,7.7,75,15,10,24,147.4
69,Woody Barrett,UCF,229,390,58.7,2339,6.0,75,11,9,41,113.8
70,Kato Nelson,AKRON,178,342,52.0,2329,6.8,56,15,8,31,119.0
71,Andre Nunez,ULL,182,287,63.4,2272,7.9,64,20,12,22,144.5
72,K.J. Carta-Samuels,CSU,183,296,61.8,2261,7.6,69,19,9,17,141.1
73,Brock Purdy,ISU,146,220,66.4,2250,10.2,83,16,7,21,169.9
74,Marcus Childers,NIU,234,397,58.9,2175,5.5,66,15,10,43,112.4
75,Nathan Elliott,UNC,201,325,61.8,2169,6.7,80,11,9,5,123.5
76,Anthony Brown Jr.,BC,158,285,55.4,2121,7.4,71,20,9,19,134.8
77,Dan Ellington,GAST,174,292,59.6,2119,7.3,55,12,5,24,130.7
78,Brian Lewerke,MSU,184,339,54.3,2040,6.0,40,8,11,19,106.1
79,Zac Thomas,APP,159,254,62.6,2039,8.0,90,21,6,14,152.6
80,Jon Wassink,WMU,151,245,61.6,1994,8.1,84,16,6,4,146.7
81,Sam Hartman,WAKE,161,291,55.3,1984,6.8,54,16,8,22,125.2
82,Kenny Pickett,PITT,180,310,58.1,1969,6.4,78,12,6,33,120.3
83,Josh Love,SJSU,162,289,56.1,1963,6.8,70,14,9,18,122.9
84,David Pindell,UCONN,186,314,59.2,1962,6.2,80,19,13,25,123.4
85,Jawon Pass,LOU,162,300,54.0,1960,6.5,53,8,12,30,109.7
86,Riley Neal,BALL,194,335,57.9,1917,5.7,52,11,4,14,114.4
87,Jarrett Guarantano,TENN,153,246,62.2,1907,7.8,55,12,3,22,141.0
88,Peyton Bender,KU,183,321,57.0,1894,5.9,65,13,3,23,118.1
89,Terry Wilson,UK,180,268,67.2,1889,7.0,54,11,8,28,134.0
90,Tyler Wiegers,EMU,171,264,64.8,1887,7.1,75,11,3,28,136.3
91,Eli Peters,TOL,146,265,55.1,1837,6.9,80,18,7,10,130.5
92,Ross Comis,UMASS,122,194,62.9,1799,9.3,89,14,3,24,161.5
93,Evan Orth,USA,145,222,65.3,1795,8.1,73,11,6,14,144.2
94,Tyler Huntley,UTAH,150,234,64.1,1788,7.6,68,12,6,22,140.1
95,Holton Ahlers,ECU,127,263,48.3,1785,6.8,80,12,3,14,118.1
96,Nick Fitzgerald,MSST,145,281,51.6,1767,6.3,84,16,9,25,116.8
97,Sawyer Smith,TROY,144,229,62.9,1669,7.3,75,14,6,12,139.0
98,Jake Luton,ORST,140,224,62.5,1660,7.4,63,10,4,16,135.9
99,Ryan Agnew,SDSU,115,223,51.6,1651,7.4,70,10,6,23,123.2
100,Reid Herring,ECU,154,288,53.5,1607,5.6,47,6,10,10,100.3
101,Ty Storey,ARK,143,250,57.2,1584,6.3,57,11,10,19,116.9
102,Zach Wilson,BYU,120,182,65.9,1578,8.7,70,12,3,23,157.2
103,A.J. Erdely,UAB,111,198,56.1,1539,7.8,95,7,7,16,126.0
104,Alex Hornibrook,WIS,122,205,59.5,1532,7.5,44,13,11,14,132.5
105,Wilton Speight,UCLA,126,208,60.6,1527,7.3,66,6,6,13,126.0
106,Chase Garbers,CAL,159,260,61.2,1506,5.8,55,14,10,26,119.9
107,Sheriron Jones,UNM,102,187,54.5,1422,7.6,79,13,12,14,128.5
108,AJ Bush Jr.,ILL,117,217,53.9,1413,6.5,84,6,10,15,108.5
109,Tanner Morgan,MINN,89,152,58.6,1401,9.2,86,9,6,11,147.6
110,Max Gilliam,UNLV,125,226,55.3,1394,6.2,79,14,8,17,120.5
111,Skylar Thompson,KSU,122,208,58.7,1391,6.7,42,9,4,18,125.3
112,Collin Hill,CSU,119,202,58.9,1387,6.9,58,7,7,13,121.1
113,Seth Boomer,TLSA,101,198,51.0,1378,7.0,70,9,4,24,120.4
114,Andrew Ford,UMASS,115,177,65.0,1366,7.7,55,9,5,13,140.9
115,Shawn Robinson,TCU,124,204,60.8,1334,6.5,51,9,8,6,122.4
116,Shawn Stankavage,RICE,124,219,56.6,1328,6.1,68,10,10,15,113.5
117,Tyler Johnston III,UAB,80,140,57.1,1323,9.4,70,11,9,7,149.6
118,Dorian Thompson-Robinson,UCLA,112,194,57.7,1311,6.8,65,7,4,19,122.3
119,Tyler Vander Waal,WYO,120,246,48.8,1310,5.3,72,5,4,24,97.0
120,Justin McMillan,TULN,79,154,51.3,1304,8.5,86,10,4,12,138.7
121,Zack Annexstad,MINN,97,187,51.9,1277,6.8,52,9,7,16,117.6
122,Jett Duffey,TTU,104,154,67.5,1221,7.9,62,8,6,13,143.5
123,Chris Reynolds,CHAR,101,155,65.2,1181,7.6,71,6,2,17,139.4
124,Jason Shelley,UTAH,98,168,58.3,1162,6.9,61,5,6,10,119.1
125,Tyler Vitt,TXST,116,191,60.7,1159,6.1,38,7,10,18,113.3
126,Artur Sitkowski,RUTG,134,273,49.1,1158,4.2,41,4,18,12,76.4
127,Conor Blount,ORST,95,153,62.1,1117,7.3,49,7,2,21,135.9
128,Tanner Mangum,BYU,114,186,61.3,1104,5.9,46,5,4,6,115.7
129,Kaleb Eleby,WMU,92,147,62.6,1092,7.4,62,4,3,16,129.9
130,N'Kosi Perry,MIAMI,97,191,50.8,1091,5.7,42,13,6,17,114.9
131,Jamie Newman,WAKE,84,141,59.6,1083,7.7,49,9,4,12,139.5
131,Kasim Hill,MD,84,170,49.4,1083,6.4,65,9,4,15,115.7
133,Jonathan Banks,TULN,72,139,51.8,1074,7.7,74,5,2,23,125.7
134,Steven Duncan,WKU,108,187,57.8,1071,5.7,60,9,7,14,114.3
135,Mike Collins,TCU,79,140,56.4,1059,7.6,67,6,2,6,131.3
136,Malik Rosier,MIAMI,82,156,52.6,1053,6.8,67,6,8,10,111.7
136,Mitchell Guadagni,TOL,69,120,57.5,1053,8.8,57,13,3,17,162.0
138,Kelvin Hopkins Jr.,ARMY,51,93,54.8,1026,11.0,63,6,3,3,162.3
139,Mike Glass III,EMU,72,117,61.5,1024,8.8,76,9,1,11,158.7
140,Kaleb Barker,TROY,92,126,73.0,1013,8.0,50,10,2,13,163.6
141,Kilton Anderson,CCU,76,131,58.0,1010,7.7,81,8,3,13,138.4
142,Drew Plitt,BALL,85,131,64.9,1008,7.7,63,6,8,11,132.4
143,Cordale Grundy,UTSA,111,220,50.5,989,4.5,52,5,3,16,93.0
144,Shai Werts,GASO,69,116,59.5,987,8.5,61,10,0,19,159.4
145,Willie Jones III,TXST,74,131,56.5,984,7.5,93,7,2,11,134.2
146,Davis Shanley,WKU,96,141,68.1,942,6.7,42,3,2,10,128.4
147,Kai Locksley,UTEP,83,169,49.1,937,5.5,76,3,9,22,90.9
148,TaQuon Marshall,GT,48,109,44.0,900,8.3,81,5,4,11,121.2
149,Isaiah Sanders,AFA,48,78,61.5,844,10.8,69,4,3,5,161.7
150,Clayton Tune,HOU,59,117,50.4,795,6.8,48,8,2,16,126.7
151,Christian Chapman,SDSU,51,89,57.3,782,8.8,76,4,1,10,143.7
152,Jalen Hurts,ALA,51,70,72.9,765,10.9,54,8,2,2,196.7
153,Brandon McIlwain,CAL,80,129,62.0,763,5.9,45,2,8,7,104.4
154,Rocky Lombardi,MSU,68,154,44.2,738,4.8,48,3,3,7,86.9
155,Zeb Noland,ISU,70,110,63.6,722,6.6,57,4,1,6,129.0
156,Brandon Wimbush,ND,54,102,52.9,719,7.0,43,4,6,6,113.3
157,Luke Skipper,TLSA,68,116,58.6,716,6.2,49,4,6,15,111.5
158,Jalan McClendon,BAY,55,91,60.4,715,7.9,43,3,3,7,130.7
159,Tommy Lazzaro,CMU,68,141,48.2,711,5.0,37,5,10,14,88.1
160,Drew Eckels,WKU,50,99,50.5,709,7.2,75,3,0,8,120.7
161,Fred Payton,CCU,49,75,65.3,677,9.0,61,6,2,9,162.2
162,Brandon Jones,UTEP,42,85,49.4,673,7.9,88,4,5,12,119.7
163,Evan Shirreffs,CHAR,54,104,51.9,631,6.1,49,2,4,13,101.5
164,Michael Carrillo,SJSU,48,80,60.0,629,7.9,75,5,3,9,139.2
165,Tony Poljan,CMU,76,147,51.7,625,4.3,34,2,5,14,85.1
165,William Brown,SMU,53,85,62.4,625,7.4,92,7,1,3,148.9
167,Donald Hammond III,AFA,38,72,52.8,623,8.7,61,5,2,0,142.8
168,Wiley Green,RICE,45,88,51.1,621,7.1,60,3,4,4,112.6
169,D.J. Mack Jr.,UCF,51,100,51.0,619,6.2,54,3,1,10,110.9
170,Matt Romero,NMSU,72,131,55.0,609,4.6,33,3,6,14,92.4
171,Armani Rogers,UNLV,52,117,44.4,601,5.1,51,10,4,14,109.0
172,Frank Nutile,TEM,42,75,56.0,585,7.8,63,4,5,3,125.8
172,Levi Lewis,ULL,37,59,62.7,585,9.9,79,7,2,5,178.4
174,Ryan Metz,UTEP,35,69,50.7,576,8.3,67,3,5,8,120.7
175,Josh Jackson,VT,36,58,62.1,575,9.9,72,5,1,6,170.3
176,Tyrrell Pigrome,MD,37,67,55.2,561,8.4,60,2,1,15,132.4
177,Alex Delton,KSU,44,80,55.0,554,6.9,72,2,2,16,116.4
178,M.J. Rivers II,ILL,56,101,55.4,547,5.4,32,3,3,11,104.8
179,Tommy DeVito,SYR,44,87,50.6,525,6.0,50,4,3,11,109.5
180,Cole Garvin,USA,48,78,61.5,524,6.7,50,5,3,7,131.4
181,Rhett Rodriguez,ARIZ,43,83,51.8,516,6.2,42,3,2,5,111.1
182,Jack Coan,WIS,56,93,60.2,515,5.5,35,5,3,10,118.0
183,James Blackman,FSU,33,51,64.7,510,10.0,73,5,1,6,177.1
184,Steven Williams,ODU,41,81,50.6,507,6.3,63,2,2,2,106.4
185,Alex Thomson,MRSH/WAG,53,100,53.0,506,5.1,33,5,3,11,106.0
186,Montel Aaron,SJSU,44,75,58.7,500,6.7,79,2,0,12,123.5
187,Garret Lewis,NAVY,33,73,45.2,479,6.6,50,2,2,5,103.9
188,Malik Cunningham,LOU,40,67,59.7,473,7.1,41,1,1,7,120.9
189,Bryce Carpenter,CCU,37,55,67.3,464,8.4,41,5,2,14,160.9
190,Bryce Rivers,UTSA,37,64,57.8,463,7.2,44,2,2,8,122.6
191,Kelly Bryant,CLEM,36,54,66.7,461,8.5,64,2,1,4,146.9
192,Keytaon Thompson,MSST,18,39,46.2,458,11.7,84,6,1,0,190.4
193,Cole Kelley,ARK,35,67,52.2,455,6.8,64,5,5,2,119.0
194,Tate Whatley,USM,42,75,56.0,451,6.0,57,4,1,9,121.4
195,Keller Chryst,TENN,23,51,45.1,450,8.8,50,3,2,1,130.8
196,Chase Brice,CLEM,32,51,62.7,442,8.7,61,5,3,2,156.1
197,Tevaka Tuioti,UNM,24,43,55.8,439,10.2,69,5,2,1,170.6
198,Quentin Harris,DUKE,34,68,50.0,437,6.4,66,7,1,2,135.0
199,Christian Alexander-Stevens,FIU,36,55,65.5,427,7.8,49,1,1,0,133.0
200,Michael Curtis,UMASS,26,40,65.0,412,10.3,44,4,2,2,174.5
201,Cade Fortin,UNC,32,65,49.2,388,6.0,51,1,1,3,101.4
202,Chevan Cordeiro,HAW,30,49,61.2,384,7.8,68,6,2,11,159.3
203,Giovanni Rescigno,RUTG,35,74,47.3,370,5.0,27,1,3,4,85.6
204,Grayson Muehlstein,TCU,35,63,55.6,355,5.6,65,3,4,3,105.9
205,Michael Scarnecchia,SC,29,51,56.9,353,6.9,37,4,0,3,140.9
206,Jack Allison,WVU,23,45,51.1,352,7.8,48,1,2,4,115.3
207,Aaron Winchester,GAST,31,57,54.4,348,6.1,45,3,1,2,119.5
208,Hasaan Klugh,CHAR,28,43,65.1,342,8.0,67,2,2,8,138.0
209,Justin Fields,UGA,27,39,69.2,328,8.4,57,4,0,4,173.7
210,Hayden Moore,CIN,27,51,52.9,327,6.4,51,2,1,3,115.8
211,Andrew Bunch,NEB,31,47,66.0,320,6.8,33,2,2,3,128.7
212,McLane Carter,TTU,28,51,54.9,318,6.2,54,2,2,4,112.4
213,Carter Stanley,KU,34,47,72.3,304,6.5,31,3,1,7,143.5
214,Chris Oladokun,USF,22,44,50.0,285,6.5,72,3,1,8,122.4
215,Elijah Sindelar,PUR,26,44,59.1,283,6.4,32,2,3,2,114.5
216,E.J. Perry,BC,27,39,69.2,277,7.1,38,2,0,3,145.8
217,Quinton Maxwell,OHIO,20,36,55.6,276,7.7,47,2,0,1,138.3
218,Shane Buechele,TEX,30,44,68.2,273,6.2,44,2,1,2,130.8
219,Tate Martell,OSU,23,28,82.1,269,9.6,51,1,0,3,174.6
220,Coltin Gerhart,UNM,27,56,48.2,266,4.8,38,3,3,12,95.1
220,Sean Chambers,WYO,15,25,60.0,266,10.6,47,3,0,0,189.0
222,Connor Noland,ARK,21,42,50.0,255,6.1,43,1,2,9,99.3
223,Zach Abey,NAVY,12,29,41.4,246,8.5,73,1,2,9,110.2
224,Jordan Weeks,UTSA,26,58,44.8,241,4.2,36,1,0,6,85.4
225,Henry Colombi,USU,33,40,82.5,239,6.0,38,0,0,0,132.7
225,Matt Corral,MISS,16,22,72.7,239,10.9,33,2,1,3,184.9
227,Jack Sears,USC,20,28,71.4,235,8.4,48,2,0,2,165.5
228,D.J. Gillins,UTSA,30,61,49.2,225,3.7,26,1,5,6,69.2
229,Malcolm Perry,NAVY,9,23,39.1,222,9.7,49,2,1,7,140.2
230,Michael Penix Jr.,IND,21,34,61.8,219,6.4,34,1,0,0,125.6
231,Jacob Huesman,APP,21,38,55.3,206,5.4,33,2,4,3,97.1
232,Jack Colletto,ORST,23,47,48.9,201,4.3,40,0,3,10,72.1
233,Cristian Solano,NEV,23,45,51.1,200,4.4,18,0,4,4,70.7
234,Sean Clifford,PSU,5,7,71.4,195,27.9,95,2,0,2,399.7
235,Peyton Derrick,APP,13,22,59.1,186,8.5,50,2,2,1,141.9
236,Grant Loy,BGSU,7,12,58.3,180,15.0,63,2,1,0,222.7
237,Dustin Crum,KENT,16,27,59.3,176,6.5,60,2,0,2,138.5
238,TJ Green,NW,20,36,55.6,169,4.7,18,0,1,1,89.4
238,Nick Starkel,TA&M,15,22,68.2,169,7.7,25,1,0,1,147.7
240,Gunnar Hoak,UK,13,26,50.0,167,6.4,40,2,1,0,121.6
240,Tobias Oliver,GT,7,16,43.8,167,10.4,86,2,0,5,172.7
242,Logan Bonner,ARKST,15,32,46.9,165,5.2,54,1,1,0,94.2
243,Evan Marshman,RICE,17,31,54.8,164,5.3,24,0,1,3,92.8
244,Kyle Trask,FLA,14,22,63.6,162,7.4,45,1,0,1,140.5
245,De'Andre Johnson,FAU,13,23,56.5,161,7.0,28,2,1,2,135.3
246,Kyle Kempt,ISU,21,31,67.7,160,5.2,31,0,1,4,104.6
247,Austin Hergott,CMU,19,45,42.2,155,3.4,38,1,2,4,69.6
248,Todd Centeio,TEM,12,18,66.7,149,8.3,36,2,0,1,172.9
249,Rafe Peavey,FAU/SMU,20,34,58.8,147,4.3,20,0,2,3,83.4
249,Marvin Washington,UCONN,9,24,37.5,147,6.1,40,1,3,2,77.7
251,Brett Kean,USF,15,34,44.1,140,4.1,38,1,0,1,88.4
252,Taylor Powell,MIZ,6,14,42.9,134,9.6,44,0,0,0,123.3
253,Jackson Tyner,RICE,9,20,45.0,132,6.6,39,0,1,0,90.4
254,Dylan McCaffrey,MICH,8,15,53.3,126,8.4,56,2,0,1,167.9
255,Emory Jones,FLA,12,16,75.0,125,7.8,35,2,0,2,181.9
255,Kason Martin,UNT,8,13,61.5,125,9.6,75,1,0,1,167.7
257,Mac Jones,ALA,5,13,38.5,123,9.5,94,1,0,1,143.3
258,Austin Kendall,OKLA,12,17,70.6,122,7.2,27,1,0,1,150.3
259,Cephus Johnson III,USA,7,19,36.8,120,6.3,56,3,1,4,131.5
260,Matt McDonald,BC,7,8,87.5,118,14.8,65,2,0,0,293.9
261,Asher O'Hara,MTSU,9,20,45.0,114,5.7,28,0,1,2,82.9
262,Jorge Reyna,FRES,8,12,66.7,111,9.3,36,1,0,0,171.9
263,Tommy Stevens,PSU,8,11,72.7,110,10.0,23,1,1,2,168.5
264,Jake Haener,WASH,9,13,69.2,107,8.2,43,1,1,1,148.4
265,Miles Kendrick,KU,11,19,57.9,100,5.3,25,1,0,1,119.5
266,George Pearson,CMU,12,24,50.0,94,3.9,22,1,1,4,88.3
267,Toa Taua,NEV,4,4,100.0,93,23.3,73,1,0,0,377.8
268,Colby Suits,ULM,6,10,60.0,91,9.1,38,1,0,1,169.4
269,Brady McBride,MEM,8,14,57.1,88,6.3,18,0,1,0,95.7
269,Matthew Downing,UGA,8,10,80.0,88,8.8,24,0,0,0,153.9
271,Matthew McKay,NCST,7,8,87.5,87,10.9,37,0,0,0,178.9
272,Peyton Mansell,IOWA,5,8,62.5,83,10.4,30,0,1,1,124.6
273,Jace Ruder,UNC,4,5,80.0,80,16.0,44,1,0,0,280.4
274,Arion Worthman,AFA,6,16,37.5,77,4.8,29,0,0,2,77.9
274,Jeremy Moussa,HAW,4,9,44.4,77,8.6,27,1,0,1,153.0
276,Ben Bryant,CIN,6,8,75.0,75,9.4,18,0,1,1,128.8
277,Chase Forrest,CAL,5,14,35.7,71,5.1,33,0,2,1,49.7
277,Britain Covey,UTAH,3,3,100.0,71,23.7,58,2,0,0,518.8
277,Jordan Travis,LOU,4,14,28.6,71,5.1,31,1,1,3,80.5
280,Corey Lacanaria,BALL,4,4,100.0,67,16.8,24,0,0,0,240.7
280,Jeff Smith,BC,3,5,60.0,67,13.4,31,1,0,1,238.6
280,Chase Cord,BSU,6,9,66.7,67,7.4,24,1,1,0,143.6
283,Myles Brennan,LSU,4,6,66.7,65,10.8,39,0,0,0,157.7
284,Trey Tinsley,WSU,7,9,77.8,63,7.0,13,1,0,0,173.2
285,Brennan Armstrong,UVA,2,5,40.0,62,12.4,56,1,0,0,210.2
286,Alex Ramart,AKRON,9,32,28.1,61,1.9,19,1,6,3,16.9
287,Sam Noyer,COLO,8,14,57.1,60,4.3,23,0,2,0,64.6
288,Joe Milton III,MICH,3,4,75.0,58,14.5,43,0,1,1,146.8
288,Isiah Pacheco,RUTG,2,3,66.7,58,19.3,39,0,1,0,162.4
290,Ross Bowers,CAL,8,17,47.1,56,3.3,19,0,0,2,74.7
290,Thayer Thomas,NCST,1,2,50.0,56,28.0,56,0,0,0,285.2
292,Tyler Lytle,COLO,4,5,80.0,55,11.0,33,0,1,3,132.4
293,Chris Katrenick,DUKE,5,12,41.7,54,4.5,28,1,0,0,107.0
293,Carter Bradley,TOL,4,8,50.0,54,6.8,38,0,0,3,106.7
295,Quinn Shanbour,UNT,6,16,37.5,53,3.3,17,0,3,2,27.8
296,Luke Whittemore,TROY,2,2,100.0,51,25.5,35,1,0,0,479.2
297,Manny Miles,UNC,2,4,50.0,50,12.5,38,1,0,0,237.5
298,Dontae Strickland,SYR,1,1,100.0,48,48.0,48,0,0,0,503.2
299,Darveon Brown,ARKST,2,2,100.0,47,23.5,25,0,0,0,297.4
299,Aaron Allen,LT,3,6,50.0,47,7.8,30,1,1,1,137.5
301,Matt Fink,USC,7,9,77.8,46,5.1,16,1,0,0,157.4
302,Gunnar Watson,TROY,8,12,66.7,45,3.8,12,0,0,2,98.2
303,Colt Garrett,TTU,1,1,100.0,44,44.0,44,1,0,0,799.6
304,Ryan Davis,AUB,2,2,100.0,43,21.5,23,2,0,0,610.6
304,Benny Snell Jr.,UK,1,1,100.0,43,43.0,49,1,0,0,791.2
304,Dazz Newsome,UNC,1,1,100.0,43,43.0,43,0,0,0,461.2
304,Braxton Burmeister,ORE,5,10,50.0,43,4.3,16,0,0,0,86.1
304,John Paddock,BALL,5,6,83.3,43,7.2,15,0,0,2,143.5
309,Quadry Jones,UCF,1,1,100.0,42,42.0,42,1,0,0,782.8
310,Maurice Alexander,FIU,2,2,100.0,40,20.0,26,0,0,0,268.0
310,Obe Fortune,GASO,1,1,100.0,40,40.0,40,0,0,0,436.0
310,Neil Pau'u,BYU,1,1,100.0,40,40.0,37,0,0,0,436.0
313,DJ Stubbs,LIB,1,2,50.0,39,19.5,39,0,0,0,213.8
313,Westin Elliott,LT,4,8,50.0,39,4.9,28,0,0,0,90.9
315,Tyre McCants,USF,1,1,100.0,38,38.0,38,1,0,0,749.2
315,Mo Hasan,VAN,4,6,66.7,38,6.3,12,0,0,1,119.9
315,Malik Williams,APP,2,2,100.0,38,19.0,30,2,0,0,589.6
318,Tanner Mordecai,OKLA,2,4,50.0,37,9.3,33,0,0,0,127.7
319,Seth Green,MINN,4,5,80.0,36,7.2,16,2,1,0,232.5
319,Jared Atkinson,BAY,1,1,100.0,36,36.0,36,0,0,0,402.4
319,Tyler Vaughns,USC,1,1,100.0,36,36.0,36,1,0,0,732.4
319,Connor Heyward,MSU,1,1,100.0,36,36.0,36,0,0,0,402.4
323,Isaac Holder,EMU,1,2,50.0,34,17.0,34,1,0,0,357.8
324,Joseph Saucier,AFA,1,1,100.0,32,32.0,32,1,0,0,698.8
324,Sitaleki Nunn,SJSU,2,2,100.0,32,16.0,18,0,0,0,234.4
326,Jay MacIntyre,COLO,1,1,100.0,31,31.0,31,0,0,0,360.4
326,Marquez Stevenson,HOU,1,1,100.0,31,31.0,31,0,0,0,360.4
326,Keenen Johnson,TLSA,2,3,66.7,31,10.3,20,0,0,0,153.5
326,Hutch White,TXST,2,3,66.7,31,10.3,26,1,0,0,263.5
326,Aleva Hifo,BYU,1,1,100.0,31,31.0,31,1,0,0,690.4
326,Mason Cunningham,LIB,4,7,57.1,31,4.4,10,0,0,0,94.3
332,Sean McCormack,LOU,4,13,30.8,29,2.2,14,0,1,2,34.1
332,Jonathan Ward,CMU,1,2,50.0,29,14.5,29,1,0,0,336.8
332,Noah Vedral,NEB,2,9,22.2,29,3.2,21,0,1,2,27.1
335,Blake Maimone,ORE,1,1,100.0,28,28.0,28,0,0,1,335.2
336,Keondre Wudtee,OKST,2,5,40.0,26,5.2,25,1,0,2,149.7
336,Jamie Sackville,SMU,3,3,100.0,26,8.7,25,1,0,0,282.8
338,Patrick Laird,CAL,2,2,100.0,25,12.5,14,0,0,0,205.0
