RK,NAME,TEAM,"('Unnamed: 0_level_0', 'POS')","('Kickoffs', 'ATT')","('Kickoffs', 'YDS')","('Kickoffs', 'AVG')","('Kickoffs', 'LNG')","('Kickoffs', 'TD')","('Punts', 'ATT')","('Punts', 'YDS')","('Punts', 'AVG')","('Punts', 'LNG')","('Punts', 'TD')"
31,Tony Brooks-James,ORE,RB,22,548,24.9,56,0,0,0,0.0,0,0
32,Maurice Ffrench,PITT,WR,24,547,22.8,99,2,1,-2,-2.0,0,0
33,Kerrith Whyte,FAU,RB,21,545,26.0,100,1,0,0,0.0,0,0
34,J.J. Taylor,ARIZ,RB,24,540,22.5,84,1,0,0,0.0,0,0
35,Lynn Bowden Jr.,UK,WR,27,539,20.0,42,0,5,146,29.2,67,2
36,Terry Juniel,UTEP,WR,29,536,18.5,37,0,21,129,6.1,21,0
37,Aron Cruickshank,WIS,WR,28,533,19.0,34,0,0,0,0.0,0,0
38,Wesley Kennedy III,GASO,RB,30,529,17.6,62,0,11,100,9.1,26,0
39,KJ Hamler,PSU,WR,21,523,24.9,67,0,14,96,6.9,33,0
40,Chuba Hubbard,OKST,RB,26,510,19.6,42,0,0,0,0.0,0,0
41,Deon Jackson,DUKE,RB,24,502,20.9,46,0,0,0,0.0,0,0
42,Matt Guidry,UTSA,WR,21,495,23.6,40,0,3,-4,-1.3,0,0
43,Austin Walter,RICE,RB,19,491,25.8,46,0,0,0,0.0,0,0
44,Darrynton Evans,APP,RB,16,490,30.6,100,1,0,0,0.0,0,0
45,Velus Jones Jr.,USC,WR,21,483,23.0,37,0,0,0,0.0,0,0
46,Malik Dunner,BALL,WR,29,476,16.4,48,0,0,0,0.0,0,0
47,Anthony Hawkins,CSU,CB,23,456,19.8,51,0,0,0,0.0,0,0
48,Bentlee Sanders,USF,DB,17,455,26.8,62,0,0,0,0.0,0,0
49,Keyion Dixon,UCONN,WR,25,452,18.1,44,0,0,0,0.0,0,0
50,Ra'veion Hargrove,BGSU,RB,28,430,15.4,33,0,0,0,0.0,0,0
51,Josh Jacobs,ALA,RB,14,428,30.6,77,1,0,0,0.0,0,0
52,Jashaun Corbin,TA&M,RB,14,422,30.1,100,1,0,0,0.0,0,0
53,Clyde Edwards-Helaire,LSU,RB,18,416,23.1,77,0,0,0,0.0,0,0
54,Andre Wilson,UAB,WR,19,415,21.8,38,0,15,128,8.5,26,0
55,Diontae Johnson,TOL,WR,16,412,25.8,98,1,13,241,18.5,83,1
55,Ambry Thomas,MICH,CB,20,412,20.6,99,1,0,0,0.0,0,0
57,Javon Leake,MD,RB,19,409,21.5,97,1,0,0,0.0,0,0
57,Justice Augafa,HAW,DB,22,409,18.6,45,0,13,103,7.9,41,0
59,De'Vion Warren,ARK,WR,18,399,22.2,78,0,0,0,0.0,0,0
60,Aaron McAllister,CHAR,RB,23,394,17.1,46,0,0,0,0.0,0,0
61,Juwan Washington,SDSU,RB,19,391,20.6,33,0,2,0,0.0,3,0
62,Anthony Scott,ECU,RB,24,387,16.1,30,0,0,0,0.0,0,0
63,Marcus Green,ULM,RB,19,385,20.3,43,0,5,85,17.0,71,1
64,Austin Trammell,RICE,WR,18,383,21.3,54,0,5,18,3.6,19,0
65,Ty Johnson,MD,RB,14,381,27.2,98,1,0,0,0.0,0,0
66,Joshua Fleeks,BAY,WR,21,380,18.1,41,0,0,0,0.0,0,0
67,Greg Dortch,WAKE,WR,23,376,16.3,38,0,27,276,10.2,70,2
68,Maurice Trowell,NCST,CB,20,374,18.7,47,0,0,0,0.0,0,0
69,Terius Wheatley,VT,RB,14,370,26.4,51,0,0,0,0.0,0,0
70,Sean Riley,SYR,WR,24,369,15.4,43,0,16,262,16.4,69,1
71,DeeJay Dallas,MIAMI,RB,17,367,21.6,53,0,14,191,13.6,65,1
72,Ceneca Espinoza Jr.,LIB,S,17,354,20.8,43,0,0,0,0.0,0,0
73,Mecole Hardman Jr.,UGA,WR,15,353,23.5,41,0,16,321,20.1,70,1
74,Ky'Jon Tyler,CCU,WR,16,348,21.8,39,0,5,30,6.0,26,0
74,Isiah Pacheco,RUTG,RB,18,348,19.3,34,0,0,0,0.0,0,0
76,Keion Davis,MRSH,RB,16,345,21.6,42,0,0,0,0.0,0,0
77,Brandon Aiyuk,ASU,WR,15,339,22.6,37,0,11,67,6.1,17,0
78,Elijah Dale,HAW,RB,16,336,21.0,43,0,0,0,0.0,0,0
79,Dre Brown,ILL,RB,18,330,18.3,40,0,0,0,0.0,0,0
79,DeAndre Torrey,UNT,RB,12,330,27.5,96,1,0,0,0.0,0,0
81,Jabir Daughtry-Frye,TROY,WR,15,329,21.9,46,0,1,13,13.0,13,0
82,Kyric McGowan,NW,WR,20,313,15.6,39,0,0,0,0.0,0,0
83,KaVontae Turpin,TCU,WR,13,312,24.0,99,1,9,175,19.4,78,1
83,DeMichael Harris,USM,WR,13,312,24.0,79,0,0,0,0.0,0,0
85,Noah Igbinoghene,AUB,CB,11,311,28.3,96,1,0,0,0.0,0,0
86,Isaiah Zuber,KSU,WR,19,309,16.3,27,0,10,178,17.8,85,1
87,Duke Shelley,KSU,CB,16,306,19.1,37,0,5,14,2.8,6,0
87,Adrian Killins,UCF,RB,16,306,19.1,44,0,0,0,0.0,0,0
89,Keylon Stokes,TLSA,WR,14,305,21.8,47,0,0,0,0.0,0,0
90,Jamal Parker,KENT,CB,11,301,27.4,64,0,0,0,0.0,0,0
91,Penny Hart,GAST,WR,39,299,7.7,32,0,9,158,17.6,49,1
91,Derion Kendrick,CLEM,CB,13,299,23.0,40,0,0,0,0.0,0,0
93,Charlie Jones,BUFF,WR,17,289,17.0,43,0,0,0,0.0,0,0
94,Tyler Coyle,UCONN,LB,14,287,20.5,35,0,0,0,0.0,0,0
94,Connor Heyward,MSU,FB,17,287,16.9,49,0,0,0,0.0,0,0
96,Terrence Horne,USF,WR,6,282,47.0,98,2,0,0,0.0,0,0
97,James Proche II,SMU,WR,13,276,21.2,37,0,20,165,8.3,31,0
97,Evan Owens,UNLV,RB,21,276,13.1,23,0,0,0,0.0,0,0
99,James Wiggins,CIN,S,17,272,16.0,35,0,0,0,0.0,0,0
100,Bingo Long,OHIO,WR,12,269,22.4,33,0,0,0,0.0,0,0
100,Marquez Stevenson,HOU,WR,14,269,19.2,41,0,3,22,7.3,9,0
102,Ja'Marcus Bradley,ULL,WR,13,263,20.2,53,0,5,34,6.8,24,0
103,Jeff Thomas,MIAMI,WR,10,260,26.0,52,0,10,221,22.1,51,1
104,Garland LaFrance,WKU,DB,17,258,15.2,34,0,0,0,0.0,0,0
105,LeVante Bellamy,WMU,RB,18,255,14.2,27,0,0,0,0.0,0,0
106,Julian Ross,OHIO,RB,11,253,23.0,33,0,0,0,0.0,0,0
107,Sam Crawford,TLSA,WR,15,252,16.8,27,0,0,0,0.0,0,0
108,Elijah Lilly,UNM,WR,14,247,17.6,40,0,0,0,0.0,0,0
108,Anthony Grant,FSU,RB,11,247,22.5,30,0,0,0,0.0,0,0
110,Pooka Williams Jr.,KU,RB,12,246,20.5,39,0,0,0,0.0,0,0
111,Boogie Knight,AKRON,WR,16,245,15.3,29,0,11,142,12.9,70,1
112,Jeremiah Haydel,TXST,WR,11,243,22.1,50,0,0,0,0.0,0,0
113,Tyler Badie,MIZ,RB,14,242,17.3,38,0,0,0,0.0,0,0
114,Justin Rankin,KENT,RB,15,241,16.1,32,0,0,0,0.0,0,0
115,Johnnie Dixon,OSU,WR,13,240,18.5,38,0,0,0,0.0,0,0
116,Kirk Merritt,ARKST,WR,12,239,19.9,50,0,0,0,0.0,0,0
117,Carlos Sandy,ILL,WR,14,232,16.6,26,0,7,12,1.7,7,0
118,Willie Johnson,MRSH,WR,9,231,25.7,38,0,0,0,0.0,0,0
119,Chase Brown,WMU,RB,12,227,18.9,28,0,0,0,0.0,0,0
120,Trevon Brown,ECU,WR,17,225,13.2,34,0,12,88,7.3,15,0
120,Brian Cole,MSST,S,10,225,22.5,40,0,0,0,0.0,0,0
122,Elijah Moore,MISS,WR,17,222,13.1,28,0,10,34,3.4,15,0
123,Deangelo Antoine,USF,WR,13,220,16.9,64,0,0,0,0.0,0,0
124,DL Knock,OHIO,WR,10,217,21.7,100,1,3,28,9.3,18,0
125,Lil'Jordan Humphrey,TEX,WR,11,215,19.5,29,0,0,0,0.0,0,0
126,Ronnie Blackmon,COLO,WR,12,210,17.5,33,0,30,262,8.7,59,0
127,Kylan Nelson,OHIO,S,10,209,20.9,27,0,6,76,12.7,37,1
127,Tyler Watts,TXST,WR,13,209,16.1,39,0,0,0,0.0,0,0
129,Jamire Jordan,FRES,WR,8,207,25.9,65,0,0,0,0.0,0,0
130,Reggie Roberson Jr.,SMU,WR,6,206,34.3,98,1,1,14,14.0,14,0
130,Jaylon Bester,M-OH,RB,8,206,25.8,49,0,0,0,0.0,0,0
132,Maurice Washington,NEB,RB,14,204,14.6,27,0,0,0,0.0,0,0
133,D'Shawn Jamison,TEX,CB,14,202,14.4,26,0,9,118,13.1,90,1
134,John Hightower,BSU,WR,10,201,20.1,31,0,1,2,2.0,2,0
135,CJ Sanders,SMU,WR,9,198,22.0,37,0,0,0,0.0,0,0
136,Stephon Huderson,TULN,RB,10,196,19.6,31,0,0,0,0.0,0,0
136,Keyshawn Helton,FSU,WR,11,196,17.8,35,0,0,0,0.0,0,0
138,Brandon Presley,UNLV,WR,10,195,19.5,52,0,4,17,4.3,26,0
138,Demario McCall,OSU,CB,15,195,13.0,42,0,3,32,10.7,26,0
140,Michael Sam,LT,CB,9,192,21.3,43,0,0,0,0.0,0,0
141,Michael Young Jr.,ND,WR,9,191,21.2,48,0,0,0,0.0,0,0
142,Raheem Blackshear,RUTG,RB,15,184,12.3,25,0,1,-1,-1.0,0,0
143,Markis McCray,ULM,WR,10,183,18.3,28,0,0,0,0.0,0,0
144,Marcel Murray,ARKST,RB,13,180,13.8,28,0,0,0,0.0,0,0
145,Marcus Simms,WVU,WR,13,176,13.5,35,0,6,58,9.7,25,0
146,Malcolm Perry,NAVY,QB,8,173,21.6,33,0,0,0,0.0,0,0
147,Dejonte O'Neal,FRES,RB,9,169,18.8,23,0,0,0,0.0,0,0
147,JD Spielman,NEB,WR,11,169,15.4,31,0,6,104,17.3,77,1
149,Austin Maloney,FIU,WR,13,166,12.8,30,0,0,0,0.0,0,0
150,Ronnie Jones,TOL,RB,8,160,20.0,31,0,0,0,0.0,0,0
151,Steven Peoples,VT,RB,7,159,22.7,45,0,0,0,0.0,0,0
152,Steven Sims,KU,WR,10,155,15.5,31,0,1,-5,-5.0,0,0
152,Zamore Zigler,SJSU,CB,9,155,17.2,30,0,0,0,0.0,0,0
154,Warren Wand,ARKST,RB,6,153,25.5,91,0,29,231,8.0,35,0
155,Deshawn McClease,VT,RB,7,152,21.7,28,0,0,0,0.0,0,0
155,Caleb Farley,VT,CB,7,152,21.7,32,0,0,0,0.0,0,0
155,Joseph Saucier,AFA,RB,12,152,12.7,66,0,0,0,0.0,0,0
158,Stephen Carr,USC,RB,6,151,25.2,73,0,0,0,0.0,0,0
158,Fotis Kokosioulis,NIU,WR,12,151,12.6,23,0,0,0,0.0,0,0
160,Kevin Johnson,SMU,CB,6,149,24.8,38,0,0,0,0.0,0,0
161,Rayshad Lewis,MD,WR,7,146,20.9,31,0,0,0,0.0,0,0
161,Jordan Byrd,SDSU,RB,8,146,18.3,26,0,3,7,2.3,5,0
163,Britain Covey,UTAH,WR,8,144,18.0,38,0,25,221,8.8,36,0
163,Thomas Hennigan,APP,WR,7,144,20.6,37,0,4,81,20.3,59,1
165,Darnay Holmes,UCLA,CB,7,143,20.4,93,1,4,18,4.5,9,0
166,Drell Greene,WKU,DB,8,141,17.6,37,0,4,24,6.0,15,0
166,Isaiah King,BUFF,CB,8,141,17.6,27,0,0,0,0.0,0,0
168,Emari Demercado,TCU,RB,8,138,17.3,41,0,0,0,0.0,0,0
169,Akilian Butler,BSU,WR,7,136,19.4,24,0,0,0,0.0,0,0
170,Kyle Evans,COLO,RB,6,135,22.5,39,0,0,0,0.0,0,0
170,K.J. Osborn,BUFF,WR,7,135,19.3,23,0,25,257,10.3,29,0
170,Aleva Hifo,BYU,WR,7,135,19.3,25,0,1,10,10.0,10,0
173,Kadarius Toney,FLA,WR,7,133,19.0,51,0,1,-4,-4.0,0,0
173,Jernard Phillips,USF,WR,7,133,19.0,69,0,0,0,0.0,0,0
175,Sean McGrew,WASH,RB,13,130,10.0,25,0,0,0,0.0,0,0
175,Tevin Bush,WVU,RB,10,130,13.0,27,0,0,0,0.0,0,0
175,Praise Okorie,LT,WR,7,130,18.6,33,0,0,0,0.0,0,0
178,Paul Lucas,ASU,RB,6,127,21.2,27,0,0,0,0.0,0,0
178,Marcel Williams,MRSH,WR,9,127,14.1,22,0,17,147,8.6,29,0
180,Bryson Smith,HOU,WR,18,126,7.0,50,0,12,93,7.8,22,0
181,Dazz Newsome,UNC,WR,6,125,20.8,34,0,21,286,13.6,75,1
182,Darrell Henderson Jr.,MEM,RB,10,124,12.4,20,0,0,0,0.0,0,0
183,K.D. Nixon,COLO,WR,6,123,20.5,27,0,1,-1,-1.0,0,0
184,Jalen Reagor,TCU,WR,4,121,30.3,37,0,8,97,12.1,58,0
185,Preston Williams,CSU,WR,6,119,19.8,28,0,2,1,0.5,6,0
186,Jordan Brooks-Wess,SMU,WR,2,118,59.0,87,0,0,0,0.0,0,0
187,Darrell Stewart Jr.,MSU,WR,4,117,29.3,43,0,0,0,0.0,0,0
187,Cornell Powell,CLEM,WR,4,117,29.3,43,0,0,0,0.0,0,0
187,Smoke Harris,LT,WR,6,117,19.5,36,0,1,-3,-3.0,0,0
190,Jayden Reed,WMU,WR,11,116,10.5,25,0,12,215,17.9,93,1
191,Ta'Corian Darden,WKU,DB,5,115,23.0,37,0,0,0,0.0,0,0
191,Brittain Brown,DUKE,RB,5,115,23.0,32,0,0,0,0.0,0,0
193,Samuel Emilus,UMASS,WR,7,114,16.3,45,0,0,0,0.0,0,0
194,John Thomas,PSU,RB,3,113,37.7,94,0,0,0,0.0,0,0
194,Ty Chandler,TENN,RB,8,113,14.1,27,0,0,0,0.0,0,0
196,Tyler Hall,WYO,CB,5,112,22.4,28,0,0,0,0.0,0,0
197,Daiyan Henley,NEV,LB,9,111,12.3,26,0,0,0,0.0,0,0
198,Jaylon Jones,MISS,DB,2,110,55.0,94,1,0,0,0.0,0,0
198,Demari Medley,ARKST,DB,6,110,18.3,37,0,0,0,0.0,0,0
200,Deddrick Thomas,MSST,WR,8,109,13.6,22,0,7,35,5.0,27,0
200,Mike Majette,IND,RB,14,109,7.8,25,0,0,0,0.0,0,0
200,Freddie Johnson,TEM,CB,6,109,18.2,35,0,0,0,0.0,0,0
203,Darius Wise,CSU,WR,6,107,17.8,31,0,0,0,0.0,0,0
204,Demetric Felton,UCLA,RB,8,105,13.1,35,0,0,0,0.0,0,0
205,B.J. Daniels,UTSA,RB,6,102,17.0,32,0,0,0,0.0,0,0
206,Isaiah Rodgers,UMASS,CB,5,101,20.2,29,0,0,0,0.0,0,0
206,Jacquez Sloan,WKU,WR,8,101,12.6,25,0,0,0,0.0,0,0
208,Jeremiah Hawkins,CAL,WR,3,100,33.3,54,0,0,0,0.0,0,0
208,Bryce Thompson,TENN,DB,4,100,25.0,35,0,0,0,0.0,0,0
208,Khalil Shakir,BSU,WR,4,100,25.0,29,0,11,58,5.3,22,0
211,Jo-El Shaw,KENT,RB,5,99,19.8,42,0,0,0,0.0,0,0
211,Tyleek Collins,UNLV,WR,6,99,16.5,27,0,8,20,2.5,9,0
213,Bilal Ally,UMASS,RB,5,96,19.2,34,0,0,0,0.0,0,0
214,Royce Caldwell,NMSU,RB,8,94,11.8,32,0,0,0,0.0,0,0
214,Kawaan Baker,USA,WR,5,94,18.8,24,0,0,0,0.0,0,0
216,Marlon Williams,UCF,WR,6,93,15.5,24,0,0,0,0.0,0,0
216,Chuck McClelland,CIN,RB,9,93,10.3,24,0,0,0,0.0,0,0
216,Cedric Byrd II,HAW,WR,3,93,31.0,46,0,2,6,3.0,3,0
219,Deion Hair-Griffin,UNT,WR,9,90,10.0,29,0,0,0,0.0,0,0
220,Blake Banham,EMU,WR,7,89,12.7,35,0,21,209,10.0,43,0
221,Aulden Knight,CIN,CB,5,88,17.6,26,0,25,124,5.0,31,0
222,Alexander Mattison,BSU,RB,4,87,21.8,25,0,0,0,0.0,0,0
223,Kailon Carter,UAB,WR,7,86,12.3,29,0,0,0,0.0,0,0
224,Jaylon Redd,ORE,WR,6,85,14.2,32,0,0,0,0.0,0,0
225,Austin Conway,WYO,WR,5,84,16.8,30,0,27,156,5.8,31,0
225,Brian Robinson Jr.,ALA,RB,5,84,16.8,30,0,0,0,0.0,0,0
227,A.J. Turner,SC,RB,4,83,20.8,27,0,0,0,0.0,0,0
227,Cedric Peterson,ARIZ,WR,6,83,13.8,28,0,0,0,0.0,0,0
227,Stanley Berryhill,ARIZ,WR,9,83,9.2,33,0,0,0,0.0,0,0
227,Tyquan Thornton,BAY,WR,5,83,16.6,26,0,0,0,0.0,0,0
227,RB Marlow III,BGSU,WR,4,83,20.8,28,0,0,0,0.0,0,0
232,Tanner Jacobson,BYU,RB,4,81,20.3,26,0,0,0,0.0,0,0
232,Kyle Buss,UCONN,WR,8,81,10.1,32,0,3,14,4.7,6,0
234,D.J. Brown,NIU,WR,5,80,16.0,25,0,0,0,0.0,0,0
234,Coleman Fox,VT,RB,4,80,20.0,23,0,0,0,0.0,0,0
234,JaTarvious Whitlow,AUB,RB,3,80,26.7,36,0,0,0,0.0,0,0
234,Bookie Radley-Hiles,OKLA,CB,3,80,26.7,32,0,0,0,0.0,0,0
234,Jesiah Irish,ORST,WR,4,80,20.0,26,0,2,15,7.5,15,0
239,Avery Williams,BSU,CB,2,78,39.0,44,1,18,126,7.0,67,0
239,Derrick Vickers,UTAH,WR,4,78,19.5,22,0,0,0,0.0,0,0
239,Jake Springer,NAVY,DB,12,78,6.5,23,0,12,98,8.2,21,0
239,Derius Davis,TCU,WR,8,78,9.8,23,0,2,80,40.0,73,1
243,CJ Marable,CCU,RB,4,76,19.0,26,0,0,0,0.0,0,0
243,Ty Lee,MTSU,WR,15,76,5.1,29,0,6,45,7.5,25,0
245,Mechane Slade,MEM,WR,4,75,18.8,28,0,0,0,0.0,0,0
245,Ike Brown,FIU,DB,4,75,18.8,27,0,0,0,0.0,0,0
245,Tre'Shaun Harrison,FSU,WR,4,75,18.8,28,0,0,0,0.0,0,0
245,Starling Thomas V,UAB,CB,2,75,37.5,61,0,2,38,19.0,27,0
249,Myles Gaskin,WASH,RB,4,74,18.5,25,0,0,0,0.0,0,0
249,Justin Hall,BALL,WR,5,74,14.8,33,0,2,32,16.0,22,0
251,Isaiah Floyd,ASU,RB,4,73,18.3,24,0,0,0,0.0,0,0
252,Nigel Warrior,TENN,S,4,71,17.8,41,0,0,0,0.0,0,0
252,Trevon Bradford,ORST,WR,3,71,23.7,55,0,5,47,9.4,47,0
252,Tyler Harrell,LOU,WR,3,71,23.7,37,0,0,0,0.0,0,0
255,Matt Hadley,BYU,RB,4,70,17.5,19,0,0,0,0.0,0,0
255,Sandon McCoy,ARMY,RB,4,70,17.5,23,0,0,0,0.0,0,0
257,Jaxson Kincaide,NEV,RB,7,69,9.9,29,0,0,0,0.0,0,0
258,Deven Thompkins,USU,WR,2,68,34.0,48,0,6,55,9.2,25,0
259,Roshauud Paul,TA&M,WR,7,67,9.6,24,0,29,209,7.2,43,0
259,D'vonte Price,FIU,RB,3,67,22.3,30,0,0,0,0.0,0,0
259,Jah'Marae Sheread,TXST,WR,2,67,33.5,54,0,0,0,0.0,0,0
262,Kell Walker,ARMY,RB,16,66,4.1,24,0,0,0,0.0,0,0
262,Dionte Ruffin,WKU,DB,3,66,22.0,34,0,0,0,0.0,0,0
262,Reese Taylor,IND,DB,3,66,22.0,28,0,0,0,0.0,0,0
265,Trivenskey Mosley,USM,RB,4,65,16.3,24,0,0,0,0.0,0,0
265,C'Bo Flemister,ND,RB,3,65,21.7,26,0,0,0,0.0,0,0
267,Gerold Bright,USU,RB,6,64,10.7,22,0,0,0,0.0,0,0
267,Brian Herrien,UGA,RB,5,64,12.8,24,0,0,0,0.0,0,0
267,Devonte Young,IOWA,DB,3,64,21.3,24,0,0,0,0.0,0,0
267,Khalan Laborn,FSU,RB,3,64,21.3,25,0,0,0,0.0,0,0
271,Marcelino McCrary-Ball,IND,DB,3,63,21.0,23,0,0,0,0.0,0,0
271,Drew Rosi,TOL,TE,6,63,10.5,28,0,0,0,0.0,0,0
273,Dorian Maddox,STAN,RB,3,62,20.7,22,0,0,0,0.0,0,0
273,Shi Smith,SC,WR,1,62,62.0,62,0,0,0,0.0,0,0
273,Johnny Ford,USF,RB,4,62,15.5,32,0,4,14,3.5,11,0
276,Bryce Singleton,FIU,WR,5,61,12.2,25,0,0,0,0.0,0,0
276,James Pierre,FAU,CB,3,61,20.3,28,0,1,8,8.0,8,0
278,Delvon Randall,TEM,S,4,60,15.0,25,0,1,10,10.0,10,0
279,Russ Yeast,LOU,S,3,59,19.7,23,0,0,0,0.0,0,0
280,Frankie Hickson,LIB,RB,5,57,11.4,22,0,0,0,0.0,0,0
280,CJ Williams,NAVY,RB,11,57,5.2,21,0,2,8,4.0,9,0
280,Arthur Jackson III,EMU,WR,6,57,9.5,23,0,0,0,0.0,0,0
280,Tyler Allgeier,BYU,RB,2,57,28.5,36,0,0,0,0.0,0,0
284,Richaud Floyd,MIZ,DB,3,56,18.7,26,0,3,-4,-1.3,2,0
284,Bryce Love,STAN,RB,3,56,18.7,24,0,0,0,0.0,0,0
284,Bentavious Thompson,UCF,RB,2,56,28.0,29,0,0,0,0.0,0,0
284,Malcolm Davidson,FAU,RB,2,56,28.0,32,0,0,0,0.0,0,0
284,Phillip Brooks,KSU,WR,4,56,14.0,33,0,1,6,6.0,6,0
289,Malik Dear,MSST,WR,2,54,27.0,27,0,3,9,3.0,9,0
289,Ricky Brookins,IND,RB,4,54,13.5,16,0,0,0,0.0,0,0
289,Alex Bachman,WAKE,WR,4,54,13.5,23,0,5,49,9.8,32,0
289,Keegan Brewer,UNT,WR,3,54,18.0,29,0,12,134,11.2,90,1
289,Kentory Matthews,LIB,RB,3,54,18.0,20,0,0,0,0.0,0,0
289,Kyle Groeneweg,IOWA,WR,2,54,27.0,35,0,24,238,9.9,61,1
289,Jai Williams,CCU,WR,4,54,13.5,17,0,1,1,1.0,1,0
289,Darius Philon,FIU,WR,3,54,18.0,22,0,0,0,0.0,0,0
297,Shyheim Cullen,SYR,LB,3,53,17.7,22,0,0,0,0.0,0,0
297,Justice Williams,ILL,TE,3,53,17.7,21,0,0,0,0.0,0,0
297,Ronnie Bell,MICH,WR,3,53,17.7,32,0,2,7,3.5,7,0
300,Fred Trevillion,SDSU,WR,2,52,26.0,29,0,0,0,0.0,0,0
300,Jaylond Adams,USM,WR,3,52,17.3,34,0,2,42,21.0,33,0
302,Jonathan Hilliman,RUTG,RB,3,51,17.0,27,0,0,0,0.0,0,0
302,Christian Gibson,NMSU,RB,5,51,10.2,15,0,2,12,6.0,10,0
302,Brandius Batiste,ULM,WR,3,51,17.0,41,0,0,0,0.0,0,0
302,Tito Overton,BUFF,WR,3,51,17.0,25,0,0,0,0.0,0,0
306,Kwame Etwi,TA&M,RB,5,50,10.0,19,0,0,0,0.0,0,0
306,Bailey Gaither,SJSU,WR,3,50,16.7,22,0,1,9,9.0,9,0
306,Johnnie Lang,ISU,RB,4,50,12.5,20,0,0,0,0.0,0,0
306,Jaron Woodyard,NEB,WR,4,50,12.5,19,0,0,0,0.0,0,0
306,Tavares Kelly Jr.,UVA,WR,3,50,16.7,23,0,13,143,11.0,43,0
306,Tylan Knight,MISS,S,3,50,16.7,21,0,0,0,0.0,0,0
312,Napoleon Maxwell,FIU,RB,3,49,16.3,39,0,0,0,0.0,0,0
312,Malike Roberson,SJSU,RB,2,49,24.5,36,0,0,0,0.0,0,0
312,Juleion Bowers,UTEP,DB,2,49,24.5,34,0,0,0,0.0,0,0
312,Alvin Pacheco,TXST,DB,4,49,12.3,24,0,0,0,0.0,0,0
316,Wyatt Mazour,NEB,RB,3,48,16.0,21,0,0,0,0.0,0,0
316,Brenden Brady,UTSA,RB,4,48,12.0,19,0,0,0,0.0,0,0
318,Chris Platt,BAY,WR,4,47,11.8,24,0,2,-24,-12.0,0,0
318,Devin Gentry,GAST,WR,6,47,7.8,30,0,0,0,0.0,0,0
318,Jay Griffin IV,UNM,WR,3,47,15.7,19,0,0,0,0.0,0,0
318,Peytton Pickett,LIB,RB,2,47,23.5,28,0,0,0,0.0,0,0
318,Adarius Lemons,FLA,RB,2,47,23.5,28,0,0,0,0.0,0,0
318,Gary Brightwell,ARIZ,RB,3,47,15.7,32,0,0,0,0.0,0,0
324,Will Matthews,KENT,RB,2,46,23.0,23,0,0,0,0.0,0,0
