RK,NAME,TEAM,REC,YDS,AVG,LNG,TD
83,Lawrence Arnold,KU,44,782,17.8,80,6
85,Cyrus Allen,LT,46,778,16.9,85,4
86,Dallin Holker,CSU,64,767,12.0,42,6
87,Andrew Armstrong,ARK,56,764,13.6,48,5
88,Kole Wilson,TXST,66,747,11.3,77,8
89,Silas Bolden,ORST,54,746,13.8,50,5
90,Jordan Watkins,MISS,53,741,14.0,68,3
91,Jared Brown,CCU,58,740,12.8,59,4
92,Chris Lewis,TROY,32,735,23.0,64,10
93,Nick Nash,SJSU,48,728,15.2,58,8
94,Kamdyn Benjamin,TLSA,47,727,15.5,51,6
95,Justus Ross-Simmons,CSU,45,724,16.1,75,3
96,Tai Felton,MD,48,723,15.1,57,6
97,Bub Means,PITT,41,721,17.6,75,6
97,Travis Hunter,COLO,57,721,12.6,47,5
99,Anthony Gould,ORST,44,718,16.3,75,2
100,Cam Johnson,NU,54,715,13.2,52,6
101,Brock Bowers,UGA,56,714,12.8,49,6
101,Eric Singleton Jr.,GT,48,714,14.9,58,6
103,Elijhah Badger,ASU,65,713,11.0,65,3
104,J.J. Jones,UNC,46,711,15.5,57,3
104,Chris Brazzell II,TULN,44,711,16.2,47,5
106,Jalen Moss,FRES,55,706,12.8,60,6
107,Corey Rucker,ARST,36,705,19.6,68,2
108,Jeremiah Hunter,CAL,62,703,11.3,50,7
109,Bryce Kirtz,NU,49,701,14.3,80,5
110,Devontez Walker,UNC,41,699,17.0,56,7
111,Holden Willis,MTSU,46,697,15.2,62,5
112,Jerjuan Newton,TOL,52,696,13.4,42,9
113,Jalil Farooq,OU,45,694,15.4,49,2
114,Kenneth Womack,WMU,76,691,9.1,34,1
115,Courtney Jackson,ARST,39,689,17.7,60,7
116,Will Sheppard,VAN,47,684,14.6,85,8
117,Theo Wease Jr.,MIZ,49,682,13.9,77,6
117,Ja'Tavion Sanders,TEX,45,682,15.2,50,2
119,Gage Larvadain,M-OH,42,679,16.2,99,6
120,Ben Sinnott,KSU,49,676,13.8,44,6
121,KeAndre Lambert-Smith,PSU,53,673,12.7,72,4
122,Perry Carter,JVST,38,672,17.7,63,4
123,Casey Washington,ILL,49,670,13.7,80,4
124,Isaiah Bond,ALA,48,668,13.9,52,4
125,Da'Quan Felton,VT,38,667,17.6,84,8
126,Jalon Calhoun,DUKE,50,666,13.3,69,4
126,Kaden Prather,MD,42,666,15.9,57,5
128,Junior Vandeross III,TOL,47,664,14.1,68,4
129,Sam Wiglusz,OHIO,56,660,11.8,38,3
130,Tulu Griffin,MSST,50,658,13.2,65,4
130,Keon Coleman,FSU,50,658,13.2,58,11
132,Logan Loya,UCLA,59,655,11.1,49,5
133,Jahmal Banks,WAKE,59,653,11.1,33,4
134,Colston Loveland,MICH,45,649,14.4,54,4
135,Amad Anderson Jr.,TEM,37,647,17.5,75,3
136,Lewis Bond,BC,52,646,12.4,42,7
137,Donaven McCulley,IU,48,644,13.4,69,6
138,Ramel Keyton,TENN,35,642,18.3,60,6
139,Naiem Simmons,USF,39,637,16.3,53,5
140,Dane Key,UK,42,636,15.1,58,6
141,Elijah Metcalf,MTSU,54,634,11.7,71,6
142,Deion Burks,PUR,47,629,13.4,84,7
143,Micah Davis,USU,36,628,17.4,76,6
144,Jonathan Brady,NMSU,38,624,16.4,80,4
145,Monaray Baldwin,BAY,38,623,16.4,71,4
145,Harold Fannin Jr.,BGSU,44,623,14.2,56,6
147,Chase Sowell,ECU,47,622,13.2,45,1
148,Jakarius Caston,USM,33,621,18.8,80,6
149,Taylor Morin,WAKE,41,617,15.0,61,2
149,Miles Cross,OHIO,47,617,13.1,42,5
149,Johnny Wilson,FSU,41,617,15.0,44,2
152,Talique Williams,GAST,49,615,12.6,78,6
153,Dominic Lovett,UGA,54,613,11.4,55,4
154,Damien Alford,SYR,33,610,18.5,47,3
154,Chrishon McCray,KENT,41,610,14.9,42,4
156,Jacob De Jesus,UNLV,60,606,10.1,48,2
157,Cornelius Johnson,MICH,47,604,12.9,50,1
158,Dalen Cobb,GASO,40,601,15.0,76,2
159,Lawrence Keys III,TULN,33,599,18.2,57,7
160,J. Michael Sturdivant,UCLA,36,597,16.6,62,4
161,Dalevon Campbell,NEV,31,594,19.2,53,2
162,Devaughn Vele,UTAH,43,593,13.8,68,3
163,Trond Grizzell,CAL,39,590,15.1,54,5
163,Tyrone Howell,ULM,49,590,12.0,46,7
163,Jahdae Walker,TA&M,35,590,16.9,40,2
166,Phillip Brooks,KSU,53,589,11.1,40,5
167,Quentin Skinner,KU,29,587,20.2,49,2
168,Bryson Nesbit,UNC,41,585,14.3,62,5
169,Justin Joly,CONN,56,578,10.3,59,2
170,Joseph Manjack IV,HOU,46,577,12.5,49,6
171,Cade Stover,OSU,41,576,14.0,49,5
171,Montorie Foster Jr.,MSU,43,576,13.4,42,3
171,Konata Mumpfield,PITT,44,576,13.1,82,5
174,Tykee Ogle-Kellogg,UTSA,33,575,17.4,46,7
174,Jasaiah Gathings,AKR,55,575,10.5,39,1
176,Jeff Foreman,ARST,29,573,19.8,46,4
176,Savion Williams,TCU,41,573,14.0,42,4
176,Chase Roberts,BYU,42,573,13.6,59,5
179,Deshon Stoudemire,TROY,43,569,13.2,51,1
179,Ashton Jeanty,BOIS,43,569,13.2,75,5
181,Jimmy Horn Jr.,COLO,58,567,9.8,45,6
182,Christan Horn,APP,36,566,15.7,52,6
183,Colbie Young,MIA,47,563,12.0,57,5
184,Pat Bryant,ILL,43,560,13.0,46,7
185,Jalen McMillan,WASH,45,559,12.4,45,5
186,Kyren Lacy,LSU,30,558,18.6,57,7
187,Braden Smith,CIN,43,557,13.0,48,4
188,Xavier White,TTU,39,556,14.3,72,1
189,Luke Grimm,KU,33,555,16.8,60,6
190,Tayvion Robinson,UK,41,552,13.5,56,4
190,Drake Dabney,BAY,33,552,16.7,63,5
190,Cam Ross,CONN,44,552,12.5,46,2
193,Caleb Medford,UNM,30,551,18.4,59,2
193,Jeremiah Ballard,UTEP,34,551,16.2,50,1
193,Trent Hudson,NMSU,35,551,15.7,78,10
196,Devin McCuin,UTSA,42,546,13.0,72,3
197,Barion Brown,UK,43,539,12.5,60,4
197,Leon Johnson III,OKST,33,539,16.3,67,1
199,Jaylin Lane,VT,41,538,13.1,75,6
199,Eugene Wilson III,FLA,61,538,8.8,30,6
201,David Martin-Robinson,TEM,40,537,13.4,47,4
202,JP Richardson,TCU,46,536,11.7,59,3
203,Marcus Rosemy-Jacksaint,UGA,34,535,15.7,50,4
204,OJ Hiliare,BGSU,45,532,11.8,46,4
205,Tyler Brown,CLEM,52,531,10.2,47,4
205,Trayvon Rudolph,NIU,51,531,10.4,72,2
207,Daniel George,AKR,52,529,10.2,50,1
208,Tanner McLachlan,ARIZ,45,528,11.7,36,4
208,Jake Bailey,SMU,42,528,12.6,34,0
210,Jared Wiley,TCU,47,520,11.1,81,8
211,RJ Maryland,SMU,34,518,15.2,62,7
212,Jaelen Gill,FRES,49,516,10.5,65,6
213,Emeka Egbuka,OSU,41,515,12.6,28,4
214,Evan Stewart,TA&M,38,514,13.5,44,4
215,Dalvin Smith,WKU,50,513,10.3,45,6
216,Beaux Collins,CLEM,38,510,13.4,69,3
217,Mac Dalena,FRES,47,509,10.8,39,3
218,Dante Wright,TEM,39,507,13.0,71,4
219,Jordan Whittington,TEX,42,505,12.0,41,1
220,Jaheim Bell,FSU,39,503,12.9,49,2
220,Zavion Thomas,MSST,40,503,12.6,35,1
222,Malik Rutherford,GT,46,502,10.9,55,4
222,Reymello Murphy,ODU,28,502,17.9,61,3
224,Devin Carter,WVU,27,501,18.6,49,2
225,Jake Briningstool,CLEM,50,498,10.0,50,5
225,Latreal Jones,USM,36,498,13.8,43,3
227,Marlyn Johnson,BUFF,40,495,12.4,80,4
228,Corey Dyches,MD,49,491,10.0,44,2
229,Ketron Jackson Jr.,BAY,28,489,17.5,55,1
230,Brett Buckman,CONN,46,488,10.6,40,2
231,Damon Ward Jr.,UNT,39,487,12.5,59,5
232,Chris Tyree,ND,26,484,18.6,76,3
232,Easton Messer,WKU,42,484,11.5,35,4
234,Jeremiah Hixon,UNM,39,482,12.4,59,5
234,Umari Hatcher,SYR,32,482,15.1,48,3
236,Louis Brown IV,CSU,47,481,10.2,46,5
237,Blake Watson,MEM,53,480,9.1,63,3
237,Bryson Green,WIS,32,480,15.0,54,2
237,Wyatt Wieland,WYO,44,480,10.9,40,5
237,Hudson Clement,WVU,22,480,21.8,70,4
241,Tanner Knue,EMU,50,479,9.6,39,3
242,Ladd McConkey,UGA,30,478,15.9,54,2
243,Jacob Bernard,UL,39,476,12.2,43,1
244,Nate McCollum,UNC,44,469,10.7,48,1
245,Peter LeBlanc,UL,30,468,15.6,87,4
245,Christian Dremel,RUTG,36,468,13.0,69,3
247,Treon Sibley,LIB,23,467,20.3,68,4
248,Roderic Burns,UNT,41,466,11.4,42,4
248,Jaylen Johnson,ECU,45,466,10.4,39,2
250,Anthony Torres,TOL,26,464,17.8,39,3
251,Ta'Ron Keith,BGSU,44,457,10.4,58,3
252,Jairus Mack,CLT,25,453,18.1,51,2
253,Traeshon Holden,ORE,37,452,12.2,63,6
254,Mason Fairchild,KU,27,451,16.7,59,3
254,Darrell Harding Jr.,BUFF,23,451,19.6,52,3
254,Kelby Williams,ODU,26,451,17.3,78,2
257,Justin Olson,MTSU,43,450,10.5,42,1
258,Caden Prieskorn,MISS,30,449,15.0,37,4
259,Mookie Cooper,MIZ,36,447,12.4,41,0
260,Isiah Paige,ODU,43,445,10.3,42,2
260,Ty Mims,USM,39,445,11.4,37,2
262,Kole Taylor,WVU,35,444,12.7,43,4
262,Tyson Davis,CMU,29,444,15.3,67,4
264,Phoenix Sproles,JMU,52,442,8.5,32,5
264,Gary Bryant Jr.,ORE,30,442,14.7,71,4
264,Zae Baines,TEM,36,442,12.3,60,1
267,Moochie Dixon,SMU,25,441,17.6,52,4
268,Jha'Quan Jackson,TULN,26,439,16.9,48,4
268,London Humphreys,VAN,22,439,20.0,56,4
270,Jack Velling,ORST,29,438,15.1,41,8
270,Jesse Prewitt III,CMU,31,438,14.1,70,4
272,Amare Thomas,UAB,53,437,8.2,49,3
272,Jayce Brown,KSU,27,437,16.2,46,3
274,Khafre Brown,USF,27,435,16.1,84,5
275,Jack Westover,WASH,46,433,9.4,28,4
276,Romello Brinson,SMU,28,431,15.4,74,2
276,Jerand Bradley,TTU,36,431,12.0,34,4
278,Malik Phillips,SHSU,35,430,12.3,41,1
279,Andrel Anthony,OU,27,429,15.9,55,1
280,Devonte Ross,PSU,40,428,10.7,38,3
281,Jordan Hudson,SMU,30,425,14.2,67,7
282,Jameson Tucker,CCU,20,423,21.1,51,3
282,Dean Patterson,FIU,28,423,15.1,40,1
284,Tyler Warren,PSU,34,422,12.4,75,7
284,Isaac Rex,BYU,34,422,12.4,65,3
284,Mitchell Evans,ND,29,422,14.6,36,1
284,Grayson Barnes,NIU,23,422,18.3,58,5
288,George Johnson III,MASS,35,421,12.0,32,3
289,Mark Pope,MASS,33,420,12.7,54,1
290,Germie Bernard,WASH,34,419,12.3,36,2
291,AJ Henning,NU,45,418,9.3,41,4
291,Makai Jackson,APP,27,418,15.5,67,2
293,Jermaine Brown Jr.,UAB,41,416,10.1,55,1
293,Coy Eakin,TTU,36,416,11.6,43,2
295,Trey Cleveland,UNT,27,415,15.4,33,3
296,Joseph Scates,MEM,33,414,12.5,54,6
296,Terrance Ferguson,ORE,42,414,9.9,33,6
298,Luke Floriea,KENT,39,413,10.6,43,4
298,Bucky Irving,ORE,56,413,7.4,42,2
300,Tony Johnson,FAU,37,411,11.1,72,4
301,Myles Price,TTU,43,410,9.5,33,5
301,Jayden Harrison,MRSH,28,410,14.6,52,1
303,Chris Parker,CMU,23,409,17.8,62,3
303,Tiger Bachmeier,STAN,36,409,11.4,41,2
305,Mark Redman,SDSU,38,408,10.7,29,3
305,Jack Endries,CAL,35,408,11.7,32,2
307,Chris Bell,LOU,29,407,14.0,48,2
308,Matthew Golden,HOU,38,404,10.6,39,6
309,Dean Connors,RICE,43,403,9.4,80,3
310,Carl Chester,TLSA,22,401,18.2,57,1
311,Dariyan Wiley,ULM,24,400,16.7,68,2
311,Trell Harris,KENT,26,400,15.4,43,1
313,Taj Davis,CAL,39,399,10.2,27,3
313,Devan Williams,TLSA,29,399,13.8,42,2
315,JB Mitchell III,EMU,35,398,11.4,50,1
316,Jaylon Robinson,TCU,32,397,12.4,29,1
317,DeMarcus Harris,MRSH,24,396,16.5,65,1
318,DeQuece Carter,IU,27,395,14.6,90,3
319,Rivaldo Fairweather,AUB,38,394,10.4,53,6
320,Key'Shawn Smith,SMU,25,392,15.7,43,3
320,Rico Flores Jr.,ND,27,392,14.5,60,1
322,Javon Harvey,ODU,29,391,13.5,68,4
322,Yulkeith Brown,TULN,33,391,11.8,42,2
324,Dalton Stroman,APP,20,390,19.5,77,3
325,Leroy Thomas,WMU,35,389,11.1,41,2
326,Blair Conwright,UNT,24,385,16.0,43,2
326,Robert Williams,UL,31,385,12.4,60,4
328,Ke'Shawn Williams,WAKE,38,384,10.1,34,1
329,Billy Bowens,BOIS,28,383,13.7,52,1
329,Neal Johnson,UL,30,383,12.8,40,5
329,RaRa Thomas,UGA,23,383,16.7,56,1
329,Jayden McGowan,VAN,36,383,10.6,50,0
329,Marquis Johnson,MIZ,13,383,29.5,76,3
329,Boden Groen,RICE,39,383,9.8,31,3
335,Jaden Bray,OKST,30,382,12.7,45,2
335,Eli Heidenreich,NAVY,19,382,20.1,69,4
337,Dashaun Davis,APP,29,381,13.1,57,3
337,TJ Sheffield,PUR,32,381,11.9,43,2
339,Landon Ransom-Goelz,RICE,26,380,14.6,44,3
340,Rawson MacNeill,RICE,26,379,14.6,38,2
341,Tre Watson,FRES,38,378,9.9,28,4
341,Jjay Mcafee,GASO,37,378,10.2,32,4
343,Corey Crooms Jr.,MINN,28,376,13.4,32,0
344,Mekhi Shaw,SDSU,28,375,13.4,69,2
344,Jayden Gibson,OU,14,375,26.8,59,5
346,Jared Roznos,AFA,12,374,31.2,84,3
347,Spencer Curtis,NEV,30,373,12.4,73,1
348,Ayir Asante,WYO,21,372,17.7,66,6
349,Roderick Daniels Jr.,SMU,24,370,15.4,91,4
350,Lorenzo Lingard,AKR,38,368,9.7,77,2
350,Preston Fox,WVU,26,368,14.2,34,2
352,Eli Stowers,NMSU,35,366,10.5,32,2
352,Dae'Quan Wright,VT,28,366,13.1,39,0
354,Darius Lassiter,BYU,29,365,12.6,47,4
355,Kyle Maxwell,LT,20,363,18.1,47,2
355,Landon Sides,UNT,30,363,12.1,39,4
357,Jalin Conyers,TTU,30,362,12.1,50,0
357,Kevin Coleman Jr.,LOU,26,362,13.9,58,2
357,Colin Weber,CLT,34,362,10.6,45,0
360,JaQuae Jackson,RUTG,22,361,16.4,61,1
361,Hamze El-Zayat,EMU,27,360,13.3,50,2
361,John Michael Gyllenborg,WYO,23,360,15.7,89,3
363,Noah Thomas,TA&M,29,359,12.4,34,5
364,Qian Magwood,BALL,41,358,8.7,32,1
365,Cade McDonald,M-OH,28,355,12.7,42,3
365,Dillon Bell,UGA,29,355,12.2,35,2
367,Ahmad Edwards,BALL,31,354,11.4,57,1
368,Maliq Carr,MSU,30,352,11.7,36,3
368,Koby Drake,MEM,33,352,10.7,24,2
368,Benjamin Brahmer,ISU,28,352,12.6,48,2
371,Duce Robinson,USC,16,351,21.9,71,2
371,Isaac TeSlaa,ARK,34,351,10.3,36,2
373,Michael Brown-Stephens,USF,27,350,13.0,38,2
373,Eli Wilson,APP,34,350,10.3,32,5
375,Tyler Walton,OHIO,37,349,9.4,27,2
375,Roman Hemby,MD,38,349,9.2,61,3
375,Jack Hestera,CLT,28,349,12.5,37,3
378,Mason Taylor,LSU,36,348,9.7,25,1
378,Javon Tracy,M-OH,22,348,15.8,52,2
380,Stephen Gosnell,VT,22,347,15.8,44,3
380,Ja'Varrius Johnson,AUB,19,347,18.3,45,3
380,Charles Ross,SJSU,26,347,13.3,35,1
380,DJ England-Chisolm,MTSU,28,347,12.4,72,3
384,Moose Muhammad III,TA&M,27,345,12.8,49,2
384,Joseph Griffin Jr.,BC,25,345,13.8,38,1
386,Joe Wilkins Jr.,M-OH,25,343,13.7,49,1
386,Eric Rivers,FIU,32,343,10.7,48,2
388,Quinton Lane,JVST,30,342,11.4,30,1
388,Senika McKie,UNLV,23,342,14.9,50,1
390,Theo Johnson,PSU,34,341,10.0,34,7
390,Jsi Hatfield,ECU,27,341,12.6,39,1
392,Al'vonte Woodard,SHSU,31,339,10.9,26,2
392,Wesley Grimes,WAKE,20,339,17.0,49,4
394,Dominick Blaylock,GT,21,337,16.0,53,2
394,Troy Stellato,CLEM,39,337,8.6,18,1
396,Desna Washington,UNM,29,336,11.6,35,3
397,Ollie Gordon II,OKST,39,330,8.5,50,1
398,Abdur-Rahmaan Yaseen,PUR,25,329,13.2,30,0
399,Chimere Dike,WIS,19,328,17.3,41,1
400,Amari Niblack,ALA,20,327,16.4,39,4
401,Jimmy Holiday,WKU,20,326,16.3,39,2
401,Gavin Bartholomew,PITT,18,326,18.1,60,1
403,Xavier Townsend,UCF,33,325,9.8,37,3
404,Jay Fair,AUB,31,324,10.5,36,2
405,Noah Frith,LIB,17,323,19.0,55,3
405,Ray Davis,UK,33,323,9.8,58,7
405,DJ Giddens,KSU,29,323,11.1,61,3
408,Dominick Mazotti,SJSU,23,322,14.0,44,2
408,Koali Nishigaya,HAW,39,322,8.3,29,1
408,Jordan Faison,ND,19,322,16.9,55,4
411,Isaiah Washington,RUTG,25,321,12.8,42,1
411,Traylon Ray,WVU,18,321,17.8,75,3
411,Donovan Brown,SYR,27,321,11.9,86,1
414,Zachariah Branch,USC,31,320,10.3,36,2
415,Jordan Kerley,SMU,18,319,17.7,59,2
415,Kacper Rutkiewicz,NIU,21,319,15.2,64,2
417,Anthony Sambucci,WMU,21,318,15.1,64,5
418,Blake Bosma,WMU,19,317,16.7,58,2
418,Harvey Broussard III,UL,24,317,13.2,51,2
420,Daejon Reynolds,PITT,28,316,11.3,31,0
420,Jalen Bracey,FIU,31,316,10.2,45,1
422,Kaleo Ballungay,UNLV,18,314,17.4,84,2
422,Kobe Prentice,ALA,18,314,17.4,79,2
424,Dino Tomlin,BC,24,312,13.0,52,0
424,Ahmari Huggins-Bruce,LOU,20,312,15.6,55,4
424,Trey Knox,SC,37,312,8.4,22,2
427,Billy Kemp IV,NEB,35,310,8.9,34,1
427,Jayden Thomas,ND,21,310,14.8,39,2
427,Caleb Coombs,MRSH,39,310,7.9,24,2
427,Sam Olson,SJSU,22,310,14.1,56,3
431,Christian Leary,GT,25,309,12.4,44,2
432,Treyton Welch,WYO,31,308,9.9,32,2
432,Nicholas Singleton,PSU,26,308,11.8,53,2
434,Michael Wiley,ARIZ,28,306,10.9,40,5
435,Zack Dobson,MTSU,21,305,14.5,72,2
435,Milan Tucker,APP,21,305,14.5,69,1
435,Mario Williams,USC,29,305,10.5,29,2
438,Boobie Curry,BUFF,29,303,10.4,48,1
439,Austin Osborne,BGSU,29,302,10.4,42,0
439,Jesiah Irish,ORST,18,302,16.8,38,1
441,Marion Lukes,CMU,29,300,10.3,44,0
442,Erick All Jr.,IOWA,21,299,14.2,34,3
442,Dylan Edwards,COLO,36,299,8.3,75,4
444,Dylan Goffney,CSU,23,298,13.0,42,2
444,Jameel Gardner Jr.,KENT,24,298,12.4,50,1
446,Skyler Bell,WIS,38,296,7.8,30,1
446,Montana Lemonious-Craig,ARIZ,28,296,10.6,39,3
448,Tanner Koziol,BALL,34,295,8.7,26,3
449,Sean Brown,JVST,19,294,15.5,58,5
449,Cole Harrity,BUFF,35,294,8.4,29,3
451,Money Parks,UTAH,31,293,9.5,70,2
451,Junior Sherrill,VAN,20,293,14.6,52,3
453,Bugs Mortimer,ULM,15,291,19.4,54,0
454,Malikhi Miller,SJSU,24,290,12.1,25,1
454,Brionne Penny,SDSU,24,290,12.1,36,1
456,Gino Campiotti,MASS,21,289,13.8,30,4
456,River Helms,WKU,22,289,13.1,63,3
456,Arlis Boardingham,FLA,26,289,11.1,25,4
456,Dorian Singer,USC,24,289,12.0,44,3
460,Tre Mosley,MSU,28,288,10.3,30,2
460,Sam Roush,STAN,28,288,10.3,31,0
462,Jordan Smith,TEM,25,287,11.5,25,4
463,Jonathon Brooks,TEX,25,286,11.4,73,1
463,Cam Skattebo,ASU,24,286,11.9,66,1
463,Alex Bauman,TULN,35,286,8.2,39,5
466,Cam Camper,IU,17,285,16.8,41,1
467,Tobias Merriweather,ND,14,284,20.3,75,2
467,Michael Harrison,COLO,31,284,9.2,25,5
467,Oscar Delp,UGA,24,284,11.8,41,3
467,Tru Edwards,LT,23,284,12.3,36,2
471,McCallan Castles,TENN,22,283,12.9,43,5
471,Moliki Matavao,UCLA,14,283,20.2,35,2
471,Marquis Shoulders,TLSA,16,283,17.7,80,5
471,Jonah Coleman,ARIZ,25,283,11.3,69,1
475,Kobe Paysour,UNC,22,282,12.8,77,3
475,Chris Bellamy,NMSU,18,282,15.7,52,1
477,E.J. Williams Jr.,IU,23,281,12.2,27,0
478,Oscar Cardenas,UTSA,32,280,8.8,28,2
478,Jaden Alexis,USF,23,280,12.2,60,2
480,John Copenhaver,UNC,18,279,15.5,40,4
481,Je'Quan Burton,FAU,24,277,11.5,39,2
481,Stephon Johnson,HOU,24,277,11.5,49,3
481,Alex Perry,HAW,24,277,11.5,38,3
484,Jacari Carter,GAST,38,276,7.3,32,0
485,Anthony Queeley,GASO,28,275,9.8,18,3
485,Caleb McMillan,MRSH,18,275,15.3,75,2
485,Zach Horton,JMU,27,275,10.2,66,6
485,Ismail Mahdi,TXST,20,275,13.8,89,1
489,Prince Strachan,BOIS,12,274,22.8,74,2
490,Larry Stephens III,TOL,22,272,12.4,28,2
491,Julian Fleming,OSU,26,270,10.4,37,0
491,Jordan Dingle,UK,12,270,22.5,72,0
493,Munir McClain,UTAH,15,269,17.9,49,2
493,Quali Conley,SJSU,27,269,10.0,61,0
493,Austin Hence,WMU,25,269,10.8,32,3
493,Chuck Montgomery,MRSH,20,269,13.4,31,3
497,John Jackson,NEV,35,267,7.6,33,0
497,Omar Cooper Jr.,IU,18,267,14.8,35,2
499,Cadarrius Thompson,GAST,25,266,10.6,37,3
499,Isaiah Alston,ARMY,9,266,29.6,70,2
499,Fred Farrier II,UAB,18,266,14.8,67,1
502,Ahmarean Brown,SC,26,265,10.2,44,1
502,Jaden Greathouse,ND,18,265,14.7,48,5
504,Carnell Tate,OSU,18,264,14.7,55,1
505,Andrew Erickson,UNM,20,263,13.1,52,1
505,Brashard Smith,MIA,22,263,12.0,54,2
505,Dalton Carnes,HOU,20,263,13.1,41,1
508,Lake McRee,USC,26,262,10.1,31,1
508,Jamaal Bell,NEV,32,262,8.2,77,1
510,John Gentry,SHSU,35,261,7.5,56,2
510,Jaron Glover,MSU,14,261,18.6,33,0
510,Mikey Matthews,UTAH,29,261,9.0,40,0
510,Baylin Brooks,SDSU,15,261,17.4,37,1
514,Tauskie Dove,MEM,17,260,15.3,54,1
514,Anthony Landphere,MEM,29,260,9.0,21,3
