RK,NAME,TEAM,"('Unnamed: 0_level_0', 'POS')","('Kickoffs', 'ATT')","('Kickoffs', 'YDS')","('Kickoffs', 'AVG')","('Kickoffs', 'LNG')","('Kickoffs', 'TD')","('Punts', 'ATT')","('Punts', 'YDS')","('Punts', 'AVG')","('Punts', 'LNG')","('Punts', 'TD')"
22,Ja'Shaun Poke,KENT,WR,25,565,22.6,50,0,0,0,0.0,0,0
23,Tre Tucker,CIN,WR,22,557,25.3,99,1,1,-5,-5.0,0,0
24,Jha'Quan Jackson,TULN,WR,27,551,20.4,42,0,15,132,8.8,26,0
25,Bam Knight,NCST,RB,16,550,34.4,100,2,0,0,0.0,0,0
26,Gabriel Rogers,MEM,WR,22,549,25.0,41,0,0,0,0.0,0,0
27,LaMareon James,ODU,CB,18,529,29.4,100,2,0,0,0.0,0,0
28,DJ Taylor Jr.,ASU,DB,25,525,21.0,60,0,14,191,13.6,47,0
29,Trestan Ebner,BAY,RB,23,511,22.2,98,1,19,154,8.1,50,0
30,Marcus Jones,HOU,CB,15,510,34.0,100,2,26,374,14.4,73,2
31,De'Montre Tuggle,OHIO,RB,27,506,18.7,83,1,0,0,0.0,0,0
32,Ta'Ron Keith,BGSU,RB,23,500,21.7,76,0,0,0,0.0,0,0
33,Nikko Remigio,CAL,WR,17,494,29.1,99,1,10,70,7.0,21,0
34,Marion Lukes,CMU,RB,21,485,23.1,100,1,0,0,0.0,0,0
35,Chris Smith,UL,RB,23,481,20.9,87,0,0,0,0.0,0,0
36,Lexington Joseph,FIU,RB,23,474,20.6,38,0,0,0,0.0,0,0
37,Derius Davis,TCU,WR,16,473,29.6,100,1,9,92,10.2,23,0
38,Kris Abrams-Draine,MIZ,CB,22,471,21.4,100,1,1,2,2.0,2,0
39,Brenden Rice,COLO,WR,17,469,27.6,67,0,0,0,0.0,0,0
40,Travis Levy,BC,RB,18,468,26.0,96,1,8,30,3.8,14,0
41,Thomas Pannunzio,CSU,WR,18,461,25.6,37,0,11,106,9.6,70,1
42,Tulu Griffin,MSST,WR,15,459,30.6,100,1,0,0,0.0,0,0
42,Michael Mathison,AKR,WR,32,459,14.3,94,1,3,18,6.0,14,0
44,Trayvon Rudolph,NIU,WR,19,451,23.7,100,1,1,6,6.0,6,0
45,Giles Jackson,MICH/WASH,WR,20,442,22.1,43,0,12,81,6.8,21,0
46,Travell Harris,WSU,WR,22,424,19.3,50,0,13,119,9.2,25,0
46,D'Shawn Jamison,TEX,CB,19,424,22.3,38,0,12,105,8.8,43,0
48,Shedro Louis,LIB,RB,21,423,20.1,53,0,0,0,0.0,0,0
49,Trebor Pena,SYR,WR,17,421,24.8,51,0,17,131,7.7,32,0
50,Kenny Logan Jr.,KU,S,16,419,26.2,83,0,0,0,0.0,0,0
51,Gary Bryant Jr.,USC,WR,16,413,25.8,62,0,11,50,4.5,21,0
52,Juwaun Price,NMSU,RB,21,398,19.0,58,0,0,0,0.0,0,0
53,Juju McDowell,SC,RB,15,394,26.3,63,0,0,0,0.0,0,0
54,Brennan Presley,OKST,WR,13,392,30.2,100,1,16,66,4.1,19,0
55,Jacquez Stuart,TOL,RB,14,391,27.9,97,1,1,14,14.0,14,1
56,Dennis Barnes,UTEP,DB,23,384,16.7,28,0,0,0,0.0,0,0
57,Justin Hall,BALL,WR,11,380,34.5,99,1,13,120,9.2,30,0
57,Will Shipley,CLEM,RB,14,380,27.1,75,0,0,0,0.0,0,0
59,Tyler Snead,ECU,WR,19,378,19.9,43,0,13,81,6.2,21,0
59,Jayden Harrison,MRSH,WR,17,378,22.2,99,1,0,0,0.0,0,0
61,Hassan Hall,LOU,RB,17,376,22.1,59,0,0,0,0.0,0,0
61,Jayden Reed,MSU,WR,16,376,23.5,41,0,12,238,19.8,88,2
63,Maquel Haywood,NAVY,RB,13,372,28.6,98,1,0,0,0.0,0,0
64,Britain Covey,UTAH,WR,12,360,30.0,97,1,29,427,14.7,80,2
65,Jameson Williams,ALA,WR,10,352,35.2,100,2,0,0,0.0,0,0
66,Caleb Twyford,TXST,RB,21,351,16.7,31,0,0,0,0.0,0,0
67,Chris Tyree,ND,WR,13,347,26.7,96,1,0,0,0.0,0,0
68,Nykeim Johnson,KENT,WR,16,346,21.6,43,0,12,66,5.5,16,0
69,Shamar Garrett,SJSU,WR,17,337,19.8,35,0,12,110,9.2,30,0
70,Donnovan Moorer,TXST,WR,15,336,22.4,60,0,0,0,0.0,0,0
71,Mykael Wright,ORE,CB,13,332,25.5,56,0,0,0,0.0,0,0
72,Amad Anderson Jr.,TEM,WR,16,327,20.4,45,0,7,38,5.4,35,0
73,Keshawn King,VT,RB,13,322,24.8,56,0,0,0,0.0,0,0
73,Sean Tyler,WMU,RB,11,322,29.3,100,2,0,0,0.0,0,0
75,Malik Davis,FLA,RB,16,319,19.9,33,0,0,0,0.0,0,0
75,Tayvian Cunningham,ARIZ,WR,16,319,19.9,36,0,1,-3,-3.0,0,0
77,Sean Fresch,RICE,CB,14,317,22.6,33,0,10,99,9.9,48,0
78,Aron Cruickshank,RUTG,WR,15,316,21.1,57,0,9,153,17.0,62,1
79,Juma Otoviano,RICE,RB,14,313,22.4,50,0,0,0,0.0,0,0
79,Kris Hutson,ORE,WR,14,313,22.4,33,0,0,0,0.0,0,0
79,Nehemiah Pritchett,AUB,CB,11,313,28.5,72,0,0,0,0.0,0,0
82,Anthony Watkins,TLSA,RB,16,311,19.4,97,1,0,0,0.0,0,0
83,Jerrion Ealy,MISS,RB,13,306,23.5,39,0,0,0,0.0,0,0
84,Blake Corum,MICH,RB,12,304,25.3,79,0,0,0,0.0,0,0
84,Luke Wysong,UNM,WR,15,304,20.3,36,0,7,77,11.0,63,1
86,JD Spielman,TCU,WR,9,302,33.6,87,0,1,0,0.0,0,0
87,De'Von Achane,TA&M,RB,9,301,33.4,96,1,0,0,0.0,0,0
87,Johnny Richardson,UCF,RB,16,301,18.8,43,0,0,0,0.0,0,0
89,Mannie Logan-Greene,UNM,WR,9,299,33.2,45,0,2,85,42.5,53,0
90,Khaleb Hood,GASO,WR,22,296,13.5,35,0,10,38,3.8,14,0
91,Jaylin Noel,ISU,WR,13,286,22.0,39,0,15,92,6.1,20,0
92,Jordan Mims,FRES,RB,16,285,17.8,37,0,0,0,0.0,0,0
92,Calvin Turner Jr.,HAW,RB,15,285,19.0,59,0,6,46,7.7,19,0
92,Jaylin Lane,MTSU,WR,15,285,19.0,43,0,19,295,15.5,70,1
95,Hassan Beydoun,EMU,WR,18,284,15.8,35,0,10,62,6.2,25,0
96,Bryce Mitchell,TOL,WR,10,277,27.7,76,0,0,0,0.0,0,0
97,Je'Quan Burton,FAU,WR,13,263,20.2,32,0,0,0,0.0,0,0
98,Zach Johnson,UK,DB,18,259,14.4,27,0,0,0,0.0,0,0
99,Devyn Ford,PSU,RB,12,258,21.5,36,0,0,0,0.0,0,0
100,Solo Lewis,LT,WR,10,251,25.1,61,0,0,0,0.0,0,0
101,Chance Black,VT,RB,11,245,22.3,37,0,0,0,0.0,0,0
102,Bub Means,LT,WR,12,244,20.3,27,0,0,0,0.0,0,0
103,Kaegun Williams,SDSU,RB,11,241,21.9,52,0,1,4,4.0,4,0
104,Manny Stokes Jr.,CCU,CB,13,239,18.4,41,0,0,0,0.0,0,0
105,D'Marcus Adams,FAU,WR,10,236,23.6,47,0,0,0,0.0,0,0
106,Markeis Colvin,TROY,S,17,235,13.8,29,0,0,0,0.0,0,0
107,Woody Marks,MSST,RB,11,231,21.0,33,0,0,0,0.0,0,0
108,Deven Thompkins,USU,WR,10,230,23.0,54,0,0,0,0.0,0,0
109,Jacolby Hewitt,IU,WR,17,226,13.3,72,0,0,0,0.0,0,0
110,Boogie Knight,AKR/ULM,WR,16,219,13.7,26,0,6,20,3.3,9,0
111,Chadarius Townsend,TTU,WR,11,216,19.6,31,0,0,0,0.0,0,0
112,De'Von Fox,TEM,WR,11,215,19.5,42,0,0,0,0.0,0,0
113,Ja'Sir Taylor,WAKE,CB,8,210,26.3,99,1,0,0,0.0,0,0
114,Israel Abanikanda,PITT,RB,7,206,29.4,98,1,0,0,0.0,0,0
115,Tank Dell,HOU,WR,13,201,15.5,33,0,0,0,0.0,0,0
116,Stefan Cobbs,BSU,WR,11,200,18.2,32,0,1,81,81.0,81,1
116,Jermaine Brown Jr.,UAB,RB,13,200,15.4,27,0,0,0,0.0,0,0
116,Cam Stone,WYO,DB,5,200,40.0,99,1,0,0,0.0,0,0
119,Dadrian Taylor,UTSA,LB,10,198,19.8,43,0,0,0,0.0,0,0
120,Jalen Walker,M-OH,WR,11,197,17.9,41,0,10,80,8.0,17,0
120,Ja'Qurious Conley,UNC,DB,10,197,19.7,40,0,0,0,0.0,0,0
122,Jarquez Hunter,AUB,RB,10,195,19.5,36,0,0,0,0.0,0,0
123,Bucky Irving,MINN,RB,9,194,21.6,41,0,0,0,0.0,0,0
124,Stephan Bracey Jr.,WISC,WR,6,193,32.2,91,1,0,0,0.0,0,0
125,Titus Swen,WYO,RB,10,186,18.6,26,0,0,0,0.0,0,0
125,James Ziglor,VAN,DB,14,186,13.3,27,0,0,0,0.0,0,0
127,Jawhar Jordan,LOU,RB,5,183,36.6,100,1,0,0,0.0,0,0
127,Fred Jackson,CCU,RB,8,183,22.9,33,0,0,0,0.0,0,0
129,Ryan O'Keefe,UCF,WR,7,181,25.9,38,0,0,0,0.0,0,0
130,CT Thomas,BSU,WR,8,179,22.4,47,0,0,0,0.0,0,0
130,DeAndre Torrey,UNT,RB,8,179,22.4,33,0,0,0,0.0,0,0
130,AJ Henning,MICH,WR,7,179,25.6,81,1,30,274,9.1,32,0
133,Bryce Nunnelly,WMU,WR,11,178,16.2,27,0,10,27,2.7,8,0
134,Malik Sherrod,FRES,RB,9,177,19.7,27,0,0,0,0.0,0,0
135,Raheem Blackshear,VT,RB,6,173,28.8,78,0,1,3,3.0,3,0
136,Devin Rockette,USA,CB,14,170,12.1,28,0,0,0,0.0,0,0
136,Taylor Morin,WAKE,WR,9,170,18.9,43,0,21,199,9.5,35,0
138,Bentlee Sanders,NEV,DB,9,169,18.8,30,0,6,53,8.8,26,0
139,Raymond Niro III,NU,WR,10,159,15.9,24,0,6,103,17.2,36,0
140,Rakim Jarrett,MD,WR,9,158,17.6,32,0,0,0,0.0,0,0
141,Kenny McIntosh,UGA,RB,8,157,19.6,30,0,0,0,0.0,0,0
141,Devontae Houston,CONN,RB,9,157,17.4,31,0,0,0,0.0,0,0
143,Joshua Youngblood,RUTG,WR,7,156,22.3,27,0,0,0,0.0,0,0
143,Jamir Roberts,MASS,RB,8,156,19.5,52,0,0,0,0.0,0,0
145,Jesiah Irish,ORST,WR,7,155,22.1,36,0,0,0,0.0,0,0
146,Champ Flemings,ORST,WR,8,154,19.3,24,0,0,0,0.0,0,0
147,Jakairi Moses,WKU,RB,7,150,21.4,37,0,0,0,0.0,0,0
147,Ke'Shawn Williams,WAKE,WR,9,150,16.7,27,0,2,36,18.0,26,0
149,Tyleek Collins,UNLV,WR,12,149,12.4,25,0,0,0,0.0,0,0
149,Milan Tucker,APP,WR,7,149,21.3,26,0,0,0,0.0,0,0
151,Jalen Perdue,HAW,DB,7,148,21.1,37,0,0,0,0.0,0,0
152,Cooper Lutz,SYR,RB,7,147,21.0,32,0,0,0,0.0,0,0
152,AJ Green,ARK,RB,9,147,16.3,31,0,0,0,0.0,0,0
154,Brashard Smith,MIA,RB,8,146,18.3,27,0,0,0,0.0,0,0
155,Duron Lowe,LIB,CB,7,145,20.7,34,0,0,0,0.0,0,0
156,LaDarrius Bishop,ARK,DB,6,144,24.0,42,0,0,0,0.0,0,0
157,Trey Palmer,LSU,WR,7,142,20.3,28,0,18,115,6.4,24,0
157,Kevin Davis,M-OH,RB,9,142,15.8,29,0,0,0,0.0,0,0
159,Ulysses Bentley IV,SMU,RB,5,138,27.6,72,0,0,0,0.0,0,0
159,Charlie Bostic III,SJSU,CB,8,138,17.3,29,0,1,18,18.0,18,0
161,Amechi Uzodinma,BALL,CB,6,137,22.8,25,0,0,0,0.0,0,0
162,Calvin Camp,CLT,RB,6,136,22.7,39,0,0,0,0.0,0,0
163,Peyton Dixon,UNM/UCD,RB,6,135,22.5,29,0,0,0,0.0,0,0
164,Jermaine Johnson,MASS,WR,7,133,19.0,39,0,0,0,0.0,0,0
165,LD Brown,OKST,RB,4,132,33.0,98,1,0,0,0.0,0,0
166,Sheldon Evans,MRSH,RB,9,131,14.6,36,0,0,0,0.0,0,0
166,Dorian Morris,UNT,WR,6,131,21.8,38,0,0,0,0.0,0,0
168,Aaron Turner,CONN,WR,10,130,13.0,25,0,0,0,0.0,0,0
169,Jashaun Corbin,FSU,RB,7,128,18.3,25,0,0,0,0.0,0,0
170,Jimmy Holiday,TENN,WR,5,126,25.2,33,0,0,0,0.0,0,0
171,Nohl Williams,UNLV,CB,8,122,15.3,22,0,4,28,7.0,22,0
172,Eric Collins,MASS/NCST,WR,15,121,8.1,23,0,9,66,7.3,33,0
172,Tahj Washington,USC/MEM,WR,7,121,17.3,24,0,0,0,0.0,0,0
174,Stone Smartt,ODU,QB,5,120,24.0,39,0,0,0,0.0,0,0
175,Philip Cole,OHIO,WR,6,119,19.8,28,0,0,0,0.0,0,0
176,Jaylon Barden,PITT,WR,6,117,19.5,47,0,9,90,10.0,32,0
177,Bo Melton,RUTG,WR,5,116,23.2,53,0,5,38,7.6,13,0
177,Kearis Jackson,UGA,WR,6,116,19.3,32,0,22,189,8.6,41,0
179,Jimmy Horn Jr.,USF,WR,9,114,12.7,25,0,0,0,0.0,0,0
180,Tyrell Robinson,ARMY,RB,17,112,6.6,32,0,11,141,12.8,55,0
181,Ta'Zhawn Henry,HOU,RB,8,111,13.9,35,0,0,0,0.0,0,0
182,Thomas Hennigan,APP,WR,4,110,27.5,36,0,16,78,4.9,20,0
183,Sahmir Hagans,DUKE,WR,5,109,21.8,30,0,0,0,0.0,0,0
184,NaJee Thompson,GASO,DB,6,108,18.0,37,0,0,0,0.0,0,0
184,Mario Williams,OU,WR,5,108,21.6,31,0,0,0,0.0,0,0
184,Corey Wren,FSU,LB,6,108,18.0,33,0,0,0,0.0,0,0
187,Steve Jenkins,UNLV,WR,5,106,21.2,31,0,3,21,7.0,20,0
188,Travis Jay,FSU,S,4,104,26.0,41,0,1,0,0.0,0,0
189,Quavian White,GAST,CB,11,103,9.4,24,0,3,4,1.3,4,0
189,Justin Garrett,UTEP,WR,5,103,20.6,24,0,25,136,5.4,36,0
191,Tyler Scott,CIN,WR,5,102,20.4,40,0,0,0,0.0,0,0
192,Malik Williams,APP,WR,4,101,25.3,41,0,9,90,10.0,27,0
193,Xavier Restrepo,MIA,WR,8,100,12.5,50,0,2,-2,-1.0,0,0
193,Nikko Reed,COLO,DB,1,100,100.0,100,1,1,5,5.0,5,0
195,Keith Pearson,CLT/PRES,WR,5,99,19.8,45,0,0,0,0.0,0,0
196,Rasheen Ali,MRSH,RB,1,97,97.0,97,1,0,0,0.0,0,0
197,Chris Long,RUTG,WR,6,96,16.0,23,0,0,0,0.0,0,0
197,Ja'Khi Douglas,FSU,WR,6,96,16.0,24,0,0,0,0.0,0,0
197,Elijah Young,MIZ,RB,5,96,19.2,34,0,0,0,0.0,0,0
200,Dontay Demus Jr.,MD,WR,5,95,19.0,25,0,0,0,0.0,0,0
200,Andrew Erickson,UNM,WR,5,95,19.0,23,0,3,11,3.7,12,0
200,Kaylon Geiger,TTU,WR,5,95,19.0,22,0,0,0,0.0,0,0
200,Michael Wiley,ARIZ,RB,5,95,19.0,34,0,0,0,0.0,0,0
204,Jordan Kerley,SMU,WR,5,93,18.6,32,0,7,61,8.7,24,0
205,Alec Sinkfield,BC,RB,4,92,23.0,45,0,0,0,0.0,0,0
206,Kobe Pace,CLEM,RB,4,91,22.8,24,0,0,0,0.0,0,0
207,Tyler Harrell,LOU,WR,4,90,22.5,30,0,0,0,0.0,0,0
208,Daniel Jones,NAVY,RB,6,89,14.8,25,0,0,0,0.0,0,0
208,Malachi Thomas,VT,RB,5,89,17.8,24,0,0,0,0.0,0,0
208,Oran Singleton Jr.,AKR,WR,5,89,17.8,29,0,2,17,8.5,9,0
211,Marcus Fleming,MD,WR,4,88,22.0,29,0,0,0,0.0,0,0
212,Caullin Lacy,USA,WR,6,87,14.5,29,0,9,50,5.6,16,0
213,Mike Hollins,UVA,RB,6,85,14.2,28,0,0,0,0.0,0,0
213,Devin Chandler,WISC,WR,4,85,21.3,33,0,0,0,0.0,0,0
213,Myles Bailey,CMU,RB,4,85,21.3,29,0,0,0,0.0,0,0
216,Demeer Blankumsee,TOL,WR,4,84,21.0,39,0,1,8,8.0,8,0
217,Johnny Ford,FAU,RB,4,83,20.8,28,0,0,0,0.0,0,0
217,Seven McGee,ORE,WR,5,83,16.6,20,0,2,19,9.5,16,0
219,Cory McCoy,MRSH,S,4,82,20.5,38,0,0,0,0.0,0,0
219,Billy Kemp IV,UVA,WR,5,82,16.4,26,0,15,93,6.2,55,0
221,Marcelino McCrary-Ball,IU,DB,4,81,20.3,27,0,0,0,0.0,0,0
221,Ivory Kelly-Martin,IOWA,RB,2,81,40.5,67,0,0,0,0.0,0,0
221,Jalen Nailor,MSU,WR,6,81,13.5,20,0,0,0,0.0,0,0
221,Messiah Travis,NIU,WR,4,81,20.3,24,0,0,0,0.0,0,0
221,Jessie Parson III,RUTG,WR,4,81,20.3,31,0,0,0,0.0,0,0
226,Jawon Hamilton,JMU/EMU,RB,6,80,13.3,21,0,0,0,0.0,0,0
226,Lopini Katoa,BYU,RB,4,80,20.0,22,0,0,0,0.0,0,0
226,Khalil Shakir,BSU,WR,3,80,26.7,35,0,9,115,12.8,40,0
229,Tommi Hill,ASU,CB,4,79,19.8,25,0,0,0,0.0,0,0
230,Azende Rey,FAMU/GT,WR,5,78,15.6,20,0,12,52,4.3,35,0
230,Courtney Jackson,SYR,WR,4,78,19.5,25,0,6,110,18.3,64,1
230,Miles Davis,BYU,RB,4,78,19.5,25,0,0,0,0.0,0,0
230,E.J. Wilson,FIU,RB,6,78,13.0,28,0,0,0,0.0,0,0
234,Chimere Dike,WISC,WR,6,77,12.8,22,0,0,0,0.0,0,0
234,Montorie Foster Jr.,MSU,WR,6,77,12.8,22,0,0,0,0.0,0,0
234,Alante Brown,NEB,WR,9,77,8.6,19,0,0,0,0.0,0,0
237,Vincent Davis Jr.,PITT,RB,3,76,25.3,48,0,0,0,0.0,0,0
238,Donte Martin,UNM,CB,2,75,37.5,47,0,0,0,0.0,0,0
238,TJ Sheffield,PUR,WR,8,75,9.4,20,0,14,109,7.8,15,0
240,Kenney Solomon II,TLSA,CB,5,74,14.8,27,0,0,0,0.0,0,0
241,Jackson Anthrop,PUR,WR,8,73,9.1,17,0,5,14,2.8,9,0
241,Walter Dawn Jr.,UTEP,WR,4,73,18.3,37,0,0,0,0.0,0,0
241,Cam Johnson,VAN,WR,5,73,14.6,23,0,8,45,5.6,24,0
241,Eli Sanders,ISU,RB,3,73,24.3,32,0,0,0,0.0,0,0
245,Jordan Houston,NCST,RB,3,72,24.0,37,0,1,20,20.0,20,0
245,Eric Gray,OU,RB,4,72,18.0,24,0,2,0,0.0,0,0
247,Mason King,NIU,RB,4,71,17.8,23,0,0,0,0.0,0,0
248,Ty Chandler,UNC,RB,6,70,11.7,27,0,0,0,0.0,0,0
248,Bryan Bradford,KENT,RB,4,70,17.5,29,0,0,0,0.0,0,0
248,Caleb Christensen,BYU,CB,4,70,17.5,21,0,0,0,0.0,0,0
248,Amin Hassan,NAVY,RB,5,70,14.0,17,0,0,0,0.0,0,0
252,Dominic Richardson,OKST,RB,4,69,17.3,31,0,0,0,0.0,0,0
252,Marcellus Moore,PUR,WR,4,69,17.3,22,0,0,0,0.0,0,0
252,Vincent Terrell Jr.,NAVY,WR,3,69,23.0,29,0,0,0,0.0,0,0
252,Isaiah Johnson,UNT,RB,4,69,17.3,31,0,0,0,0.0,0,0
256,Bryce Farrell,STAN,WR,2,68,34.0,40,0,4,46,11.5,21,0
256,Titus Mokiao-Atimalala,UCF,WR,3,68,22.7,37,0,14,95,6.8,39,0
258,Slade Bolden,ALA,WR,5,67,13.4,24,0,14,87,6.2,25,0
258,Lincoln Pare,ARST,RB,4,67,16.8,19,0,0,0,0.0,0,0
260,Samuel Emilus,LT,WR,3,66,22.0,29,0,0,0,0.0,0,0
260,Jam Griffin,GT,RB,6,66,11.0,20,0,0,0,0.0,0,0
260,David Holloman,IU,RB,3,66,22.0,32,0,0,0,0.0,0,0
263,Jalen McGaughy,BALL,WR,5,65,13.0,19,0,0,0,0.0,0,0
263,Harlan Dixon,LT,RB,3,65,21.7,24,0,0,0,0.0,0,0
263,Javon Ivory,MEM,WR,3,65,21.7,31,0,0,0,0.0,0,0
266,Tyrin Smith,UTEP,WR,3,64,21.3,36,0,0,0,0.0,0,0
267,Johnny Johnson III,ORE,WR,3,63,21.0,30,0,0,0,0.0,0,0
267,John Lovett,PSU/BAY,RB,4,63,15.8,19,0,0,0,0.0,0,0
269,Phillip Brooks,KSU,WR,4,62,15.5,31,0,9,86,9.6,28,0
269,Coco Azema,NU,DB,3,62,20.7,29,0,0,0,0.0,0,0
271,DK Kaufman,AUB,S,3,61,20.3,30,0,0,0,0.0,0,0
271,Jamal Johnson,BGSU,RB,4,61,15.3,21,0,0,0,0.0,0,0
273,Davon Ferguson,BGSU,CB,3,60,20.0,27,0,2,14,7.0,12,0
273,Bryce Williams,MINN,RB,4,60,15.0,22,0,0,0,0.0,0,0
275,Darrius Smith,ARIZ,RB,5,59,11.8,23,0,0,0,0.0,0,0
275,DeMario Douglas,LIB,WR,2,59,29.5,42,0,21,143,6.8,72,1
277,Robert Burns,CONN,RB,4,58,14.5,22,0,0,0,0.0,0,0
277,Kairee Robinson,SJSU,RB,3,58,19.3,23,0,0,0,0.0,0,0
279,Jake Neatherton,OHIO,RB,3,57,19.0,27,0,0,0,0.0,0,0
279,Dylan Drummond,EMU,WR,4,57,14.3,20,0,4,6,1.5,6,0
279,Dannis Jackson,MISS,WR,3,57,19.0,22,0,0,0,0.0,0,0
279,Jerjuan Newton,TOL,WR,3,57,19.0,22,0,0,0,0.0,0,0
279,Jay Ducker,NIU,RB,3,57,19.0,28,0,0,0,0.0,0,0
279,Caleb Hood,UNC,RB,5,57,11.4,23,0,0,0,0.0,0,0
285,DeJuan Ellis,MD,WR,3,56,18.7,23,0,0,0,0.0,0,0
286,K.D. Nixon,USC/COLO,WR,3,55,18.3,21,0,3,21,7.0,15,0
286,Maurice Burkley,LOU,RB,4,55,13.8,28,0,0,0,0.0,0,0
286,Tru Edwards,HAW,WR,3,55,18.3,23,0,0,0,0.0,0,0
289,Aaron Hackett,KENT,TE,5,54,10.8,16,0,0,0,0.0,0,0
289,Graeson Malashevich,WVU,WR,4,54,13.5,23,0,4,7,1.8,10,0
291,Abdul Adams,SYR,RB,3,53,17.7,28,0,0,0,0.0,0,0
291,Darius Savedge,ODU,WR,4,53,13.3,24,0,0,0,0.0,0,0
291,Chad Alexander,UNM,RB,4,53,13.3,20,0,3,27,9.0,10,0
294,Starling Thomas V,UAB,CB,6,52,8.7,18,0,10,78,7.8,36,0
294,Shaun Shivers,AUB,RB,3,52,17.3,19,0,0,0,0.0,0,0
294,Xavier Johnson,OSU,WR,4,52,13.0,22,0,0,0,0.0,0,0
294,Zavier Betts,NEB,WR,3,52,17.3,18,0,0,0,0.0,0,0
298,Marvin Mims Jr.,OU,WR,3,51,17.0,31,0,10,69,6.9,24,0
299,Kyler Pearson,KU,WR,5,50,10.0,18,0,0,0,0.0,0,0
299,Deshawn Jones Jr.,BGSU,CB,3,50,16.7,21,0,0,0,0.0,0,0
299,Dontae Fleming,UL,WR,2,50,25.0,28,0,1,15,15.0,15,0
302,Donny Navarro III,ILL,WR,11,49,4.5,22,0,16,121,7.6,37,0
302,Kay'Ron Lynch-Adams,MASS,RB,4,49,12.3,24,0,0,0,0.0,0,0
304,Dakereon Joyner,SC,RB,2,48,24.0,28,0,0,0,0.0,0,0
304,Avery Young,RUTG,DB,2,48,24.0,36,0,5,16,3.2,12,0
304,Marquez Cooper,KENT,RB,2,48,24.0,24,0,0,0,0.0,0,0
304,Monaray Baldwin,BAY,WR,2,48,24.0,25,0,0,0,0.0,0,0
308,Trent Davis,DUKE,RB,2,47,23.5,28,0,0,0,0.0,0,0
308,Micah Davis,AFA,WR,6,47,7.8,30,0,2,20,10.0,20,0
308,Jordan Ford,TLSA,RB,3,47,15.7,18,0,0,0,0.0,0,0
311,Melquise Stovall,PITT,WR,3,46,15.3,22,0,9,3,0.3,10,0
311,Jahmyl Jeter,TXST,RB,2,46,23.0,30,0,0,0,0.0,0,0
311,Tahj Magee,LT,WR,1,46,46.0,46,0,0,0,0.0,0,0
311,Treshaun Ward,FSU,RB,3,46,15.3,26,0,1,11,11.0,11,0
311,Jay'juan Townsend,USA,WR,3,46,15.3,20,0,0,0,0.0,0,0
316,Brandon Bowling,USU,WR,1,45,45.0,45,1,0,0,0.0,0,0
316,Rome Weber,WYO,DB,2,45,22.5,38,0,0,0,0.0,0,0
316,Tyquan Thornton,BAY,WR,2,45,22.5,27,0,0,0,0.0,0,0
316,Jamahl Horne,KU,WR,2,45,22.5,26,0,0,0,0.0,0,0
320,Remi Simmons,CMU,WR,3,44,14.7,22,0,0,0,0.0,0,0
320,Dylan McDuffie,BUFF,RB,2,44,22.0,27,0,0,0,0.0,0,0
320,Upton Stout,UNT,CB,2,44,22.0,24,0,0,0,0.0,0,0
323,Danzel McKinley-Lewis,TOL,WR,3,43,14.3,15,0,0,0,0.0,0,0
