RK,NAME,TEAM,REC,YDS,AVG,LNG,TD
123,Ja'Corey Brooks,ALA,39,674,17.3,41,8
125,Tre Tucker,CIN,52,672,12.9,55,3
126,Bru McCoy,TENN,52,667,12.8,70,4
127,Ricky Pearsall,FLA,33,661,20.0,52,5
128,Sam LaPorta,IOWA,58,657,11.3,58,1
128,Duece Watts,TULN,33,657,19.9,73,8
130,Jordan Moore,DUKE,60,656,10.9,52,5
131,Nate McCollum,GT,60,655,10.9,56,3
131,Seydou Traore,ARST,50,655,13.1,51,4
133,Jordan Whittington,TEX,50,652,13.0,32,1
134,Evan Stewart,TA&M,53,649,12.2,43,2
135,Tyrell Shavers,SDSU,38,643,16.9,66,3
136,Thayer Thomas,NCST,57,642,11.3,75,4
136,Donavon Greene,WAKE,37,642,17.4,60,6
138,Kobe Hudson,UCF,39,641,16.4,64,7
139,Smoke Harris,LT,66,640,9.7,74,5
140,Jayden Reed,MSU,55,636,11.6,35,5
140,Jahmal Banks,WAKE,42,636,15.1,48,9
142,Cole Tucker,NIU,45,632,14.0,70,4
142,Tanner Knue,EMU,45,632,14.0,67,9
144,Mario Williams,USC,40,631,15.8,65,5
145,Jyaire Shorter,UNT,23,628,27.3,58,11
145,Barion Brown,UK,50,628,12.6,70,4
147,RaRa Thomas,MSST,44,626,14.2,75,7
148,Puka Nacua,BYU,48,625,13.0,46,5
149,Terrell Vaughn,USU,56,624,11.1,75,5
150,Zane Pope,FRES,50,623,12.5,43,4
150,Luke Grimm,KU,52,623,12.0,45,6
152,Ricky White III,UNLV,51,619,12.1,72,4
153,Eddie Lewis,MEM,42,615,14.6,55,7
153,Michael Mathison,WKU,52,615,11.8,55,3
155,Taye Barber,TCU,37,613,16.6,77,5
155,Ja'Tavion Sanders,TEX,54,613,11.4,37,5
157,Parker Washington,PSU,46,611,13.3,58,2
157,Brenden Rice,USC,39,611,15.7,74,4
159,Moose Muhammad III,TA&M,38,610,16.1,45,4
160,James Bostic,OHIO,33,607,18.4,54,1
161,Tre'Shaun Harrison,ORST,52,604,11.6,63,4
161,Antonio Williams,CLEM,56,604,10.8,59,4
163,Caden Prieskorn,MEM,48,602,12.5,48,7
163,De'Zhaun Stribling,WSU,51,602,11.8,38,5
165,KeSean Carter,HOU,38,601,15.8,41,5
166,Christan Horn,APP,33,600,18.2,80,4
167,Jordan Kerley,SMU,37,588,15.9,70,6
168,Phillip Brooks,KSU,45,587,13.0,81,4
168,Ashtyn Hawkins,TXST,56,587,10.5,74,7
170,Javon Ivory,MEM,46,586,12.7,68,2
171,Bryson Green,OKST,36,584,16.2,41,5
171,Matthew Golden,HOU,38,584,15.4,44,7
173,Robert Ferrel,WSU,56,582,10.4,38,4
174,BJ Casteel,NEV,48,581,12.1,75,4
175,Keytaon Thompson,UVA,53,579,10.9,45,0
176,Justin Lockhart,SJSU,36,578,16.1,82,1
177,Justin Shorter,FLA,29,577,19.9,75,2
177,Mitchell Tinsley,PSU,51,577,11.3,34,5
179,Taylor Morin,WAKE,47,575,12.2,48,9
180,Xavier White,TTU,45,572,12.7,55,3
180,Keanu Hill,BYU,36,572,15.9,68,7
180,Jaylin Noel,ISU,60,572,9.5,54,3
183,Jahmal Edrine,FAU,39,570,14.6,45,6
184,Cam Camper,IU,46,569,12.4,40,2
185,Braydon Johnson,OKST,32,566,17.7,49,3
186,Monaray Baldwin,BAY,33,565,17.1,74,4
187,Ramel Keyton,TENN,31,562,18.1,57,5
188,Payne Durham,PUR,56,560,10.0,56,8
188,Miles Cross,OHIO,47,560,11.9,49,3
190,Izaiah Gathings,MTSU,60,559,9.3,26,2
191,Javon Harvey,ODU,30,558,18.6,61,4
192,Jeshaun Jones,MD,44,557,12.7,45,4
192,Daniel Jackson,MINN,37,557,15.1,66,5
194,Jha'Quan Jackson,TULN,33,554,16.8,87,3
195,Ke'Shawn Williams,WAKE,39,553,14.2,42,1
196,Jimmy Horn Jr.,USF,37,551,14.9,91,3
196,Konata Mumpfield,PITT,58,551,9.5,30,1
198,Latrell Caples,BOIS,51,549,10.8,50,4
199,Devin Maddox,TOL,39,548,14.1,57,3
200,Evan Hull,NU,55,546,9.9,45,2
201,Isaiah Esdale,RICE,42,544,13.0,39,2
201,Tyrese Chambers,FIU,51,544,10.7,36,4
203,Kyle Williams,UNLV,40,541,13.5,49,5
204,Will Mallory,MIA,42,538,12.8,39,3
204,Kayshon Boutte,LSU,48,538,11.2,53,2
206,Reynaldo Flores,UTEP,49,534,10.9,38,1
207,Julian Fleming,OSU,34,533,15.7,79,6
208,Derius Davis,TCU,42,531,12.6,80,5
209,Aaron Turner,CONN,57,527,9.2,56,3
210,Joseph Ngata,CLEM,41,526,12.8,46,2
211,Dylan Drummond,EMU,33,525,15.9,58,3
212,Carlos Carriere,CMU,45,520,11.6,39,2
213,Dane Key,UK,37,519,14.0,55,6
214,Gavin Holmes,BAY,26,517,19.9,56,4
214,Je'Quan Burton,FAU,33,517,15.7,57,4
216,Brayden Willis,OU,39,514,13.2,78,7
217,Myles Price,TTU,51,513,10.1,54,2
218,Demeer Blankumsee,TOL,41,512,12.5,41,3
219,Jesse Matthews,SDSU,45,508,11.3,31,3
220,Bryson Nesbit,UNC,35,507,14.5,36,4
220,Deshon Stoudemire,TROY,41,507,12.4,65,2
222,Tyrone Broden,BGSU,32,506,15.8,44,7
223,Rufus Harvey,MSST,53,505,9.5,36,3
224,Kenny McIntosh,UGA,43,504,11.7,83,2
224,Jalen Brooks,SC,33,504,15.3,54,1
226,JP Richardson,OKST,49,503,10.3,83,4
227,Tulu Griffin,MSST,40,502,12.6,57,4
228,Kaden Prather,WVU,52,501,9.6,25,3
229,Giovanni Sanders,ASU,40,500,12.5,73,1
229,Cyrus Allen,LT,22,500,22.7,64,4
231,Cornelius Johnson,MICH,32,499,15.6,75,6
232,Brady Hunt,BALL,46,498,10.8,30,5
233,Brevyn Spann-Ford,MINN,42,497,11.8,45,2
233,Chase Cota,ORE,36,497,13.8,49,3
233,Tayvion Robinson,UK,40,497,12.4,69,3
236,Ontaria Wilson,FSU,30,495,16.5,72,4
237,Corey Dyches,MD,39,494,12.7,68,3
237,Zion Bowens,HAW,35,494,14.1,66,4
239,Ja'Varrius Johnson,AUB,26,493,19.0,56,3
240,Champ Flemings,ARST,41,492,12.0,58,1
241,Jeff Foreman,ARST,30,491,16.4,49,4
241,Donovan Ollie,WSU,43,491,11.4,60,3
243,Devaughn Cooper,SYR,36,490,13.6,33,3
243,Brycen Tremayne,STAN,38,490,12.9,37,3
243,Tyson Mobley,CCU,40,490,12.3,33,5
246,Gabriel Rogers,MEM,40,489,12.2,56,0
247,Amare Jones,GASO,35,483,13.8,75,6
248,Squirrel White,TENN,30,481,16.0,64,2
249,TJ Sheffield,PUR,46,480,10.4,34,4
250,Amad Anderson Jr.,TEM,38,479,12.6,40,4
250,Tejhaun Palmer,UAB,30,479,16.0,75,2
252,Caleb Ducking,MSST,46,477,10.4,35,8
253,Hassan Beydoun,EMU,49,473,9.7,38,4
254,Kris Hutson,ORE,44,472,10.7,58,0
255,Rakim Jarrett,MD,40,471,11.8,49,3
255,Marcus Washington,NEB,31,471,15.2,33,1
255,Sam Brown Jr.,HOU,41,471,11.5,32,4
255,Darius Lassiter,EMU,40,471,11.8,45,4
259,Malachai Jones,TLSA,37,470,12.7,44,2
259,Jordyn Tyson,COLO,22,470,21.4,81,4
261,Jalil Farooq,OU,37,466,12.6,41,5
262,Billy Bowens,BOIS,32,462,14.4,53,4
263,Kody Epps,BYU,39,459,11.8,53,6
263,Dalevon Campbell,NEV,38,459,12.1,73,1
265,Christian Sims,BGSU,45,458,10.2,35,2
265,Var'Keyes Gumms,UNT,34,458,13.5,54,5
267,Barrett Banister,MIZ,44,457,10.4,29,0
267,Anthony Gould,ORST,27,457,16.9,74,3
269,Kade Warner,KSU,46,456,9.9,41,5
269,Tanner McLachlan,ARIZ/SUU,34,456,13.4,30,2
271,Darnell Washington,UGA,28,454,16.2,34,2
272,Pat Bryant,ILL,34,453,13.3,43,2
272,Jayden McGowan,VAN,44,453,10.3,75,3
274,Brian Hightower,ILL,37,452,12.2,35,2
275,Loic Fouonji,TTU,34,451,13.3,39,3
276,Justin McGriff,USU,31,450,14.5,41,4
277,Jordan Watkins,MISS,40,449,11.2,61,2
278,Ben Sinnott,KSU,31,447,14.4,39,4
279,Jakarius Caston,USM,31,446,14.4,55,5
280,Joel Wilson,CMU,44,445,10.1,23,6
280,Ben Yurosek,STAN,49,445,9.1,31,1
282,Noah Frith,LIB,25,444,17.8,60,1
282,Jahmyr Gibbs,ALA,44,444,10.1,60,3
282,Skyler Bell,WISC,30,444,14.8,49,5
285,Davis Allen,CLEM,39,443,11.4,41,5
285,Mason Fairchild,KU,35,443,12.7,48,6
285,Dalvin Smith,WKU,35,443,12.7,47,4
288,Yo'Heinz Tyler,BALL,49,441,9.0,23,1
288,Dashaun Davis,APP,37,441,11.9,44,3
290,Sean Ryan,RUTG,26,440,16.9,55,3
290,Quentin Skinner,KU,26,440,16.9,56,5
290,Justice Powers,NMSU,20,440,22.0,69,1
293,Oscar Cardenas,UTSA,31,438,14.1,54,2
294,Adonicas Sanders,TEM,37,437,11.8,50,2
295,Nick Williams,UNLV,28,435,15.5,70,2
296,Marshon Ford,LOU,33,434,13.2,39,3
296,J.J. Jones,UNC,24,434,18.1,74,2
298,Kacper Rutkiewicz,NIU,26,432,16.6,63,6
299,Griffin Hebert,LT,23,431,18.7,75,3
300,Dontayvion Wicks,UVA,30,430,14.3,44,2
301,Isaiah Epps,TLSA,37,429,11.6,54,5
301,Damien Alford,SYR,20,429,21.5,58,2
303,Rivaldo Fairweather,FIU,28,426,15.2,75,3
304,Justus Ross-Simmons,CSU,26,424,16.3,76,3
305,Jalin Conyers,TTU,38,422,11.1,47,5
306,Dimitri Stanley,ISU,33,420,12.7,53,1
307,Kaedin Robinson,APP,27,419,15.5,57,2
308,Michael Wilson,STAN,26,418,16.1,78,4
308,Luke Schoonmaker,MICH,35,418,11.9,40,3
310,Cedric Tillman,TENN,37,417,11.3,61,3
311,Money Parks,UTAH,26,414,15.9,57,2
311,Mason Taylor,LSU,38,414,10.9,38,3
313,Ryan Jones,ECU,41,413,10.1,25,4
314,Joseph Scates,MEM,18,412,22.9,79,4
315,Xzavier Henderson,FLA,38,410,10.8,78,2
316,Emery Simmons,IU,37,408,11.0,40,1
317,Joshua Hardeman,WYO,35,407,11.6,51,2
318,Victor Tucker,CLT,41,406,9.9,41,6
318,Devin Carter,NCST,25,406,16.2,52,2
318,Cade Stover,OSU,36,406,11.3,38,5
321,Jaray Jenkins,LSU,27,404,15.0,54,6
321,David Cormier,AFA,15,404,26.9,80,4
323,Kazmeir Allen,UCLA,49,403,8.2,55,2
324,George Johnson III,MASS,28,402,14.4,53,1
324,Chuck Montgomery,MRSH,36,402,11.2,71,1
326,Reggie Brown,JMU,24,401,16.7,42,4
326,Bub Means,PITT,27,401,14.9,45,2
328,Sahmir Hagans,DUKE,31,400,12.9,41,5
329,Terrance Greene Jr.,JMU,22,399,18.1,62,2
330,Luke Lachey,IOWA,28,398,14.2,34,4
331,Stefan Cobbs,BOIS,29,396,13.7,37,2
332,Jake Roberts,UNT,28,394,14.1,70,3
332,Nehemiah Martinez I,TTU,32,394,12.3,43,2
334,Drake Stoops,OU,39,393,10.1,33,3
334,Jadon Thompson,CIN,27,393,14.6,39,1
336,Savion Williams,TCU,29,392,13.5,57,4
337,Erik Brooks,FRES,37,391,10.6,39,3
337,Terrance Ferguson,ORE,32,391,12.2,53,5
339,Miles Marshall,M-OH,24,390,16.3,76,2
340,KeAndre Lambert-Smith,PSU,24,389,16.2,88,4
341,Jaelen Gill,BC,27,388,14.4,50,0
342,Nico Ragaini,IOWA,34,386,11.4,46,1
342,Josh Cameron,BAY,28,386,13.8,42,0
344,Yusuf Ali,MTSU,51,385,7.5,38,2
344,Aron Cruickshank,RUTG,42,385,9.2,40,2
346,Ty Mims,USM,25,384,15.4,52,3
347,Jevin Frett,ULM,30,382,12.7,46,2
347,Hal Presley,BAY,32,382,11.9,40,4
349,Ja'Mori Maclin,UNT,16,380,23.8,53,2
350,Robert Lewis,GAST,22,379,17.2,53,6
351,Jamal Turner,TOL,29,378,13.0,69,8
351,Theo Wease Jr.,OU,19,378,19.9,61,4
351,Damon Ward Jr.,UNT,26,378,14.5,56,3
351,Moochie Dixon,SMU,28,378,13.5,47,3
351,Deuce Vaughn,KSU,42,378,9.0,80,3
356,Bryan Thompson,ASU,25,377,15.1,38,0
356,Cameron Latu,ALA,30,377,12.6,38,4
358,Jacob Copeland,MD,26,376,14.5,45,2
358,Roman Wilson,MICH,25,376,15.0,61,4
358,Colbie Young,MIA,32,376,11.8,71,5
361,Luther Burden III,MIZ,45,375,8.3,35,6
362,Cameron Sullivan-Brown,MASS/PSU,27,373,13.8,53,2
362,Beaux Collins,CLEM,22,373,17.0,59,5
362,Tanner Koziol,BALL,35,373,10.7,30,7
365,Mavin Anderson,CAL,37,372,10.1,47,3
366,Lavel Davis Jr.,UVA,16,371,23.2,62,2
366,Dalton Stroman,APP,19,371,19.5,55,4
368,Dylan Goffney,SMU,18,369,20.5,47,2
369,David Martin-Robinson,TEM,33,366,11.1,30,2
369,Dont'e Thornton Jr.,ORE,17,366,21.5,58,1
369,DJ England-Chisolm,MTSU,23,366,15.9,98,4
372,Kyle Ford,USC,20,365,18.3,70,2
372,Ahmari Huggins-Bruce,LOU,31,365,11.8,55,2
374,Brayden Cosper,BYU,30,363,12.1,40,1
375,Ja'Shaun Poke,KENT,31,362,11.7,46,1
375,Brenton Strange,PSU,32,362,11.3,67,5
375,Kam Brown,UCLA,24,362,15.1,51,3
378,Jayden Thomas,ND,25,361,14.4,38,3
378,Brian Thomas Jr.,LSU,31,361,11.6,57,5
380,Tre Mosley,MSU,35,359,10.3,43,4
380,Montana Lemonious-Craig,COLO,23,359,15.6,69,3
380,Ja'Cyais Credle,GAST,28,359,12.8,57,2
383,Kamari Morales,UNC,29,358,12.3,55,4
384,Chase Roberts,BYU,22,357,16.2,59,3
385,CJ Lewis,BGSU,26,352,13.5,34,2
386,Jabre Barber,TROY,25,351,14.0,60,2
387,Michael Wiley,ARIZ,36,349,9.7,38,3
387,Mekhi Shaw,SDSU,29,349,12.0,51,3
389,Kris Mitchell,FIU,23,348,15.1,55,4
389,John Humphreys,STAN,29,348,12.0,53,1
389,Ta'Ron Keith,BGSU,35,348,9.9,42,4
389,Jaden Walley,MSST,34,348,10.2,47,3
393,Eli Pancol,DUKE,23,347,15.1,81,0
393,Jamari Gassett,BUFF,28,347,12.4,65,2
395,Jordan Smith,TEM,25,346,13.8,47,4
396,Jaylen Dixon,UTAH,33,344,10.4,31,3
396,Jehlani Galloway,WMU,28,344,12.3,34,0
396,Trey Cleveland,TTU,22,344,15.6,58,0
399,Kordell David,NMSU,24,343,14.3,70,4
400,Malachi Carter,GT,23,342,14.9,59,2
400,Jack Westover,WASH,31,342,11.0,27,1
400,Keyon Lesane,NCST,31,342,11.0,44,2
403,Jaylen Johnson,ECU,26,340,13.1,38,4
403,Lorenzo Styles Jr.,ND,30,340,11.3,54,1
405,Michael Brown-Stephens,MINN,22,338,15.4,49,0
406,Marcus Rosemy-Jacksaint,UGA,29,337,11.6,28,2
406,Kobe Prentice,ALA,31,337,10.9,47,2
408,Jalen Walthall,HAW,27,333,12.3,31,1
409,Traeshon Holden,ALA,25,331,13.2,33,6
409,Jordan Smart,UNT,21,331,15.8,53,1
411,Mycah Pittman,FSU,32,330,10.3,25,3
412,Henry Pearson,APP,25,329,13.2,40,5
413,Giles Jackson,WASH,28,328,11.7,27,1
413,Theo Johnson,PSU,20,328,16.4,48,4
415,Shemar Thornton,NIU,30,327,10.9,38,0
416,Josh Whyle,CIN,32,326,10.2,35,3
416,Justin Robinson,MSST,30,326,10.9,25,3
418,Kobe Paysour,UNC,29,324,11.2,49,4
419,Zach Charbonnet,UCLA,37,321,8.7,44,0
419,Jaydn Ott,CAL,46,321,7.0,27,3
421,Kearis Jackson,UGA,21,320,15.2,35,0
421,Isaac Rex,BYU,22,320,14.5,43,6
423,Tyjon Lindsey,ORST,30,317,10.6,47,1
423,Caleb Phillips,HAW,31,317,10.2,40,3
425,E.J. Jenkins,GT,17,316,18.6,43,3
426,Blake Watson,ODU,37,314,8.5,36,2
426,Micah Bernard,UTAH,34,314,9.2,29,1
426,Bijan Robinson,TEX,19,314,16.5,42,2
426,Koy Moore,AUB,20,314,15.7,46,1
426,CJ Dippre,MD,30,314,10.5,26,3
431,Devin Ravenel,JMU,24,313,13.0,43,7
431,Jalen McGaughy,CMU,20,313,15.6,54,2
431,Keontez Lewis,WISC,20,313,15.6,51,3
434,Geordon Porter,UNM,22,312,14.2,69,2
434,Asa Martin,MEM,36,312,8.7,43,1
434,Camren McDonald,FSU,21,312,14.9,41,1
434,Jonah Panoke,HAW,27,312,11.6,28,1
438,Renard Bell,WSU,28,310,11.1,47,2
438,Jonathan Brady,NMSU,23,310,13.5,50,3
440,Daniel Arias,COLO,19,309,16.3,42,1
440,Braden Lenzy,ND,24,309,12.9,44,3
440,Dayton Wade,MISS,27,309,11.4,39,3
440,Elijah Metcalf,MTSU,26,309,11.9,69,2
440,Tai Felton,MD,23,309,13.4,37,2
445,Treyton Welch,WYO,22,308,14.0,47,5
445,Brashard Smith,MIA,33,308,9.3,30,0
447,Casey Washington,ILL,31,306,9.9,25,0
448,Silas Bolden,ORST,23,305,13.3,34,4
449,Thomas Yassmin,UTAH,13,301,23.2,72,6
450,Wyatt Wieland,WYO,23,299,13.0,39,1
450,Bucky Irving,ORE,31,299,9.6,37,3
450,Marcell Barbee,TXST,21,299,14.2,45,1
453,Frank Ladson Jr.,MIA,27,298,11.0,23,1
453,Mookie Cooper,MIZ,26,298,11.5,46,0
453,Roman Hemby,MD,33,298,9.0,27,1
456,Charles Brown,TXST,22,297,13.5,67,3
457,Johnny Langan,RUTG,31,296,9.5,31,1
457,Josh Vann,SC,18,296,16.4,60,3
457,Lawrence Keys III,TULN,30,296,9.9,43,2
457,Neal Johnson,UL,25,296,11.8,43,2
457,Trey Knox,ARK,26,296,11.4,36,5
457,RJ Maryland,SMU,28,296,10.6,51,6
463,Toa Taua,NEV,41,295,7.2,29,1
463,Blake Whiteheart,WAKE,24,295,12.3,30,3
463,Nakia Watson,WSU,30,295,9.8,35,4
463,Jermaine Braddock,SJSU,26,295,11.3,32,0
467,Jalen Bracey,FIU,39,294,7.5,26,2
468,Stephon Johnson,OKST,17,293,17.2,84,2
468,Dash Luke,ULM,23,293,12.7,68,1
470,Austin Williams,MSST,34,291,8.6,24,5
470,Ainias Smith,TA&M,15,291,19.4,63,2
470,Luke Wysong,UNM,34,291,8.6,33,1
473,Titus Mokiao-Atimalala,UCLA,17,290,17.1,49,1
474,Xazavian Valladay,ASU,37,289,7.8,35,2
474,Mikel Barkley,TOL,22,289,13.1,39,3
476,Kevens Clercius,CONN,24,288,12.0,40,1
476,Woody Marks,MSST,48,288,6.0,20,0
478,Jack Coldiron,M-OH,24,286,11.9,43,1
478,Frank Peasant,MTSU,28,286,10.2,32,2
480,Tyrick James,TULN,25,285,11.4,29,5
480,Jake Briningstool,CLEM,25,285,11.4,49,4
480,Dillon Johnson,MSST,48,285,5.9,38,0
483,John Stephens Jr.,UL,14,284,20.3,55,3
483,Logan Loya,UCLA,18,284,15.8,70,3
485,Mershawn Rice,PUR,23,283,12.3,29,1
485,Kentron Poitier,FSU,14,283,20.2,48,4
485,Gavin Bartholomew,PITT,21,283,13.5,57,2
488,Jack Velling,ORST,16,281,17.6,60,3
489,Darryl Jones,NCST,30,280,9.3,27,3
489,Dylan Wright,MINN,17,280,16.5,42,1
491,Gunnar Oakes,EMU,27,279,10.3,27,0
491,Jamaal Bell,NEV,28,279,10.0,58,0
493,Jeff Weimer,UNLV,26,278,10.7,32,1
494,Taj Davis,WASH,21,277,13.2,62,3
494,Ketron Jackson Jr.,ARK,16,277,17.3,64,3
496,Jalen Walker,M-OH,28,276,9.9,33,0
496,Alec Holler,UCF,22,276,12.5,64,1
496,Anthony Sambucci,WMU,20,276,13.8,44,1
499,Kelly Akharaiyi,UTEP,21,275,13.1,68,1
500,Josh Henderson,IU,24,274,11.4,44,4
500,Devin Mockobee,PUR,32,274,8.6,28,0
502,Joshua Simon,WKU,20,273,13.6,47,7
502,Harrison Wallace III,PSU,19,273,14.4,48,1
504,Javen Banks,TXST,19,271,14.3,52,4
504,Raheim Sanders,ARK,28,271,9.7,73,2
506,Julian Ortega-Jones,TXST,29,270,9.3,47,1
507,Isaiah Alston,ARMY,16,269,16.8,67,1
508,Lawrance Toafili,FSU,24,268,11.2,65,1
508,Kyren Lacy,LSU,24,268,11.2,45,0
510,Austin Jones,USC,25,267,10.7,29,1
511,Devin Culp,WASH,29,266,9.2,26,1
512,Jayden Umbarger,NAVY,16,265,16.6,52,2
513,Dean Patterson,FIU,17,264,15.5,46,0
513,Will Kacmarek,OHIO,20,264,13.2,32,0
