RK,NAME,TEAM,ATT,YDS,AVG,LNG,TD
60,Ricky Person Jr.,NCST,147,643,4.4,40,4
60,Cam'Ron Harris,MIAMI,126,643,5.1,75,10
62,Deuce Vaughn,KSU,123,642,5.2,38,7
63,Greg Bell,SDSU,113,637,5.6,62,6
64,Vincent Davis Jr.,PITT,143,632,4.4,74,6
65,Sean Tucker,SYR,137,626,4.6,40,4
66,J.D. King,GASO,116,625,5.4,62,5
66,Chuba Hubbard,OKST,133,625,4.7,32,5
68,La'Darius Jefferson,MSU/WMU,112,624,5.6,43,5
68,Rahjai Harris,ECU,128,624,4.9,80,4
70,Hendon Hooker,VT,120,620,5.2,53,9
71,SaRodorick Thompson Jr.,TTU,109,610,5.6,75,8
72,Malik Cunningham,LOU,131,609,4.6,47,7
73,Logan Wright,GASO,99,602,6.1,63,4
74,Asher O'Hara,MTSU,175,601,3.4,31,7
75,Ty Jordan,UTAH,83,597,7.2,66,6
76,Daetrich Harrington,APP,106,595,5.6,55,7
77,Desmond Ridder,CIN,98,592,6.0,91,12
77,Deion Hankins,UTEP,121,592,4.9,41,9
79,D'vonte Price,FIU,85,581,6.8,77,4
80,Kenneth Walker III,WAKE,119,579,4.9,75,13
81,Jamal Jones,ARST,132,578,4.4,25,3
81,Tyhier Tyler,ARMY,139,578,4.2,37,5
83,Oscar Adaway III,UNT,99,572,5.8,47,3
84,Grayson McCall,CCU,111,569,5.1,62,7
85,Stevie Scott,IU,156,561,3.6,22,10
85,Rodrigues Clark,MEM,136,561,4.1,29,2
87,Jordan Travis,FSU,97,559,5.8,88,7
88,Brennan Armstrong,UVA,126,552,4.4,60,5
89,Xazavian Valladay,WYO,99,550,5.6,78,4
89,Austin Jones,STAN,126,550,4.4,21,9
91,Bobby Cole,UNM,97,548,5.6,36,6
92,Dezmon Jackson,OKST,100,547,5.5,34,4
93,Brittain Brown,UCLA,82,543,6.6,64,4
94,Chase Brown,ILL,104,540,5.2,39,3
95,D'Eriq King,MIAMI,130,538,4.1,56,4
96,Calvin Hill,TXST,101,536,5.3,37,5
97,Brock Sturges,TXST,111,532,4.8,40,5
98,Frank Harris,UTSA,95,528,5.6,71,9
99,Max Duggan,TCU,116,526,4.5,81,10
100,Bryant Koback,TOL,123,522,4.2,27,4
101,Adrian Martinez,NEB,91,521,5.7,41,7
102,Peytton Pickett,LIB,91,520,5.7,42,6
103,Jake Funk,MD,60,516,8.6,52,3
103,Corey Taylor,TLSA,105,516,4.9,31,4
103,Kimani Vidal,TROY,101,516,5.1,51,4
106,Tyler Nevens,SJSU,66,515,7.8,72,5
106,Isiah Pacheco,RUTG,116,515,4.4,66,3
108,Master Teague,OSU,104,514,4.9,41,8
109,Nate Noel,APP,82,510,6.2,70,3
110,Lew Nichols,CMU,78,508,6.5,68,4
111,Ronnie Rivers,FRES,100,507,5.1,32,7
112,Matt Corral,MISS,112,506,4.5,27,4
113,Marcus Williams Jr.,APP,68,503,7.4,70,3
113,David Bailey,BC,127,503,4.0,34,7
113,Dameon Pierce,FLA,106,503,4.7,38,4
116,Chris Tyree,ND,73,496,6.8,94,4
117,Charles Williams,UNLV,116,495,4.3,49,4
118,Keyon Henry-Brooks,VAN,120,494,4.1,27,2
119,Jeff Sims,GT,120,492,4.1,34,6
120,Trey Smith,WYO,88,488,5.5,58,5
121,Ian Book,ND,116,485,4.2,33,9
122,Brian Robinson Jr.,ALA,91,483,5.3,21,6
122,Jerome Ford,CIN,73,483,6.6,79,8
122,Chevan Cordeiro,HAW,116,483,4.2,54,7
125,Reese White,CCU,88,478,5.4,46,6
126,Jakobi Buchanan,ARMY,111,474,4.3,40,6
127,Deneric Prince,TLSA,88,470,5.3,62,4
128,Kobe Lewis,CMU,105,468,4.5,69,6
128,Tucker Gregg,GAST,90,468,5.2,56,6
130,Brad Roberts,AFA,64,461,7.2,44,5
131,Jahmyr Gibbs,GT,89,460,5.2,61,4
132,Tre Siggers,UNT,85,458,5.4,26,1
133,Ty Chandler,TENN,100,456,4.6,21,4
133,Harrison Waylee,NIU,107,456,4.3,28,1
135,TJ Pledger,OU,95,451,4.7,28,5
136,Lincoln Pare,ARST,72,450,6.3,58,1
137,Wesley Kennedy III,GASO,66,447,6.8,56,6
138,Tyrion Davis-Price,LSU,104,446,4.3,35,3
139,Lopini Katoa,BYU,84,444,5.3,43,5
139,Gerald Green,GASO,71,444,6.3,69,2
141,Travis Dye,ORE,64,443,6.9,40,1
141,Keaton Mitchell,ECU,88,443,5.0,34,2
143,Zander Horvath,PUR,89,442,5.0,35,2
144,DeWayne McBride,UAB,47,439,9.3,75,4
145,Keyvone Lee,PSU,89,438,4.9,31,4
146,LD Brown,OKST,82,437,5.3,66,2
146,Caleb Huntley,BALL,80,437,5.5,45,6
148,Xavier White,TTU,62,436,7.0,70,2
149,Kylan Watkins,MEM,81,433,5.3,44,1
150,Mekhi Sargent,IOWA,76,432,5.7,36,7
151,James Charles,FAU,92,429,4.7,32,4
151,Shedro Louis,LIB,61,429,7.0,75,3
153,Darwin Barlow,TCU,73,428,5.9,74,4
154,Devonte Lee,NEV,82,427,5.2,39,2
155,Terry Wilson,UK,104,424,4.1,51,5
155,Kyle Porter,HOU,105,424,4.0,18,4
155,Tyrell Robinson,ARMY,60,424,7.1,50,0
158,Snoop Conner,MISS,93,421,4.5,34,8
159,Rachaad White,ASU,42,420,10.0,93,5
160,Christian Anderson,ARMY,94,419,4.5,26,4
161,Roschon Johnson,TEX,80,418,5.2,43,6
162,Zach Evans,TCU,54,415,7.7,75,4
163,Javion Posey,FAU,58,403,6.9,70,3
163,De'Montre Tuggle,OHIO,53,403,7.6,70,6
165,Jashaun Corbin,FSU,81,401,5.0,28,5
166,Shermari Jones,CCU,84,398,4.7,20,3
167,Dedrick Mills,NEB,84,396,4.7,50,3
168,Wayne Taulapapa,UVA,88,395,4.5,19,5
169,Gary Brightwell,ARIZ,88,390,4.4,34,1
170,Amare Jones,TULN,67,389,5.8,50,2
170,Isaiah Williams,ILL,63,389,6.2,64,1
172,Bo Nix,ORE,108,388,3.6,22,7
172,Kendre Miller,TCU,54,388,7.2,89,2
174,Justin Fields,OSU,81,383,4.7,44,5
175,Bentavious Thompson,UCF,73,382,5.2,32,5
175,Brock Purdy,ISU,87,382,4.4,29,5
175,Andrew Van Buren,BSU,111,382,3.4,17,8
178,John Emery Jr.,LSU,75,378,5.0,54,3
179,Sam Ehlinger,TEX,113,377,3.3,36,8
180,Hassan Haskins,MICH,61,375,6.1,66,6
181,Seth McGowan,OU,58,370,6.4,73,3
182,La'Damian Webb,FSU,69,369,5.3,54,3
183,Kelley Joiner,USF,78,368,4.7,41,1
184,Mike Epstein,ILL,69,367,5.3,63,4
185,Chaton Mobley,MTSU,80,366,4.6,63,4
186,Luke McCaffrey,NEB,65,364,5.6,47,3
186,De'Von Achane,TA&M,43,364,8.5,76,4
186,Will Howard,KSU,78,364,4.7,80,3
189,Tye Evans,BALL,80,360,4.5,46,2
190,Jamale Carothers,NAVY,97,358,3.7,48,2
191,Lawrance Toafili,FSU,37,356,9.6,73,2
192,Jordan Mason,GT,82,352,4.3,48,2
193,Chris Smith,UL,62,350,5.6,47,1
194,Jalen Mitchell,LOU,52,347,6.7,70,2
195,Miles Reed,HAW,82,346,4.2,32,1
195,Jason Bean,UNT,56,346,6.2,66,5
197,Kene Nwangwu,ISU,61,339,5.6,49,4
198,Tyrrell Pigrome,WKU,105,337,3.2,29,4
198,Tre Harbison,CLT/NIU,80,337,4.2,29,4
200,Levi Lewis,UL,55,335,6.1,51,5
200,Sean Clifford,PSU,99,335,3.4,35,3
202,Cam Porter,NW,81,333,4.1,31,5
203,Brian Battie,USF,46,332,7.2,31,1
205,Jahmyl Jeter,TXST,47,329,7.0,40,3
206,Alec Sinkfield,WVU,78,327,4.2,36,3
206,Sheldon Evans,MRSH,72,327,4.5,26,4
208,Velton Gardner,KU,72,325,4.5,61,2
209,Deon McIntosh,WSU,52,323,6.2,49,3
210,Donald Chaney,MIAMI,68,322,4.7,33,3
211,Travis Levy,BC,99,321,3.2,22,0
211,Josh Johnson,ULM,88,321,3.6,26,4
213,Jakairi Moses,WKU,60,319,5.3,28,0
214,T.K. Wilkerson,TLSA,80,317,4.0,24,4
216,Kairee Robinson,SJSU,82,313,3.8,25,2
217,Zac Thomas,APP,90,312,3.5,60,2
217,Woody Marks,MSST,70,312,4.5,28,3
219,Malik Davis,FLA,66,310,4.7,39,0
219,Tyler Lavine,SMU,61,310,5.1,48,5
221,Rakeem Boyd,ARK,82,309,3.8,16,3
222,Ray Davis,TEM,78,308,3.9,30,1
223,Dorian Thompson-Robinson,UCLA,55,306,5.6,65,3
223,Tayvon Ruley,TEM,73,306,4.2,30,1
225,James Cook III,UGA,45,303,6.7,44,3
226,Anthony Adkins,ARMY,51,302,5.9,66,4
227,Jalen Berger,WISC,60,301,5.0,23,2
227,Cornelious Brown IV,GAST,98,301,3.1,35,7
229,Garrett Groshek,WISC,67,300,4.5,39,2
230,C'Bo Flemister,ND,58,299,5.2,31,5
231,Malcolm Davidson,FAU,42,298,7.1,37,2
232,Deshaun Fenwick,SC,54,297,5.5,33,1
232,TJ McDaniel,SMU,60,297,4.9,23,1
232,Haaziq Daniels,AFA,55,297,5.4,37,3
235,Dontae Smith,GT,43,296,6.9,36,3
236,Terion Stewart,BGSU,37,295,8.0,69,4
237,Kellen Mond,TA&M,74,294,4.0,26,4
238,Ainias Smith,TA&M,49,293,6.0,38,4
239,Chip Trayanum,ASU,49,290,5.9,26,4
240,CJ Verdell,ORE,65,285,4.4,40,3
240,Johnny Ford,USF,55,285,5.2,43,3
242,Marquez Cooper,KENT,56,282,5.0,19,5
243,Shane Simpson,TOW/UVA,54,278,5.1,29,2
244,B.J. Smith,TROY,73,277,3.8,38,3
245,Will Jones,BALL,69,276,4.0,25,2
245,Shaun Shivers,AUB,62,276,4.5,29,1
247,Devyn Ford,PSU,67,274,4.1,23,3
247,Tyjae Spears,TULN,37,274,7.4,42,2
249,Chance Bell,SDSU,56,273,4.9,30,3
250,Tyler Shough,ORE,66,271,4.1,33,2
251,Spencer Sanders,OKST,101,269,2.7,35,2
252,Sandon McCoy,ARMY,86,268,3.1,16,10
253,A.J. Davis,PITT,61,266,4.4,31,1
253,Andrew Clair,BGSU,52,266,5.1,42,0
255,Peyton Ramsey,NW,83,263,3.2,34,3
255,Sean Tyler,WMU,40,263,6.6,29,2
255,Henry Parrish Jr.,MISS,56,263,4.7,27,2
258,Harry Trotter,KSU,72,260,3.6,24,3
258,Will Levis,PSU,82,260,3.2,14,3
260,Kaegun Williams,SDSU,54,257,4.8,25,1
261,Drake Anderson,NW,62,256,4.1,41,2
262,Raheem Blackshear,VT,68,255,3.8,28,2
262,Tahj Brooks,TTU,69,255,3.7,28,4
264,Aaron McAllister,CLT,37,254,6.9,66,3
264,Zach Wilson,BYU,70,254,3.6,33,10
264,Bryan Bradford,KENT,37,254,6.9,24,0
264,Darius Boone Jr.,EMU,44,254,5.8,44,2
268,Jamyest Williams,GAST,47,253,5.4,42,0
268,Clayton Tune,HOU,72,253,3.5,26,5
270,Justin Henderson,LT,75,252,3.4,34,2
270,Jaylen Warren,USU,39,252,6.5,86,3
272,Kenny McIntosh,UGA,47,251,5.3,32,1
273,Keaontay Ingram,TEX,53,250,4.7,26,1
273,Jermaine Brown Jr.,UAB,63,250,4.0,30,1
275,Khalan Griffin,RICE,72,249,3.5,20,0
276,Max Gilliam,UNLV,61,248,4.1,71,2
277,Cooper Lutz,SYR,43,246,5.7,80,1
278,Jamontez Woods,TROY,46,245,5.3,22,1
278,Jase McClellan,ALA,23,245,10.7,80,2
280,Tyler Badie,MIZ,48,242,5.0,46,4
281,Dustin Crum,KENT,44,240,5.5,38,4
281,Wan'Dale Robinson,NEB,46,240,5.2,47,1
283,Brenden Brady,UTSA,50,239,4.8,36,1
284,Vavae Malepeai,USC,54,238,4.4,20,3
284,Jemel Jones,ARMY,42,238,5.7,49,3
286,Keytaon Thompson,UVA,39,234,6.0,43,3
287,Asa Martin,MEM,55,233,4.2,22,1
288,Nathaniel Jones,UNM,49,232,4.7,41,4
289,Justin Hall,BALL,30,231,7.7,34,1
290,Isaiah Bowser,NW,78,230,2.9,13,1
291,Kavosiey Smoke,UK,47,229,4.9,35,1
291,Jam Griffin,GT,47,229,4.9,35,2
291,Daniel Hishaw Jr.,KU,52,229,4.4,47,2
291,Michael Pratt,TULN,115,229,2.0,39,8
295,Sean McGrew,WASH,43,227,5.3,27,4
295,Caziah Holmes,PSU,51,227,4.5,36,2
297,Jordan Byrd,SDSU,35,225,6.4,73,2
297,Dillon Johnson,MSST,51,225,4.4,11,4
299,Matt LaRoche,GASO,45,223,5.0,27,0
299,Hassan Hall,LOU,54,223,4.1,41,2
299,Jayden Daniels,ASU,33,223,6.8,53,4
299,Dominic Richardson,OKST,44,223,5.1,53,3
303,Michael Wiley,ARIZ,31,222,7.2,45,3
304,Jordon Simmons,MSU,56,219,3.9,28,0
305,Jaxson Kincaide,WMU,31,218,7.0,21,2
305,Daijun Edwards,UGA,37,218,5.9,47,1
307,Emory Jones,FLA,32,217,6.8,22,2
308,Xavier Williams,KENT,27,216,8.0,49,3
309,Nay'Quan Wright,FLA,54,213,3.9,26,2
310,Knowledge McDaniel,MRSH,35,212,6.1,18,2
311,Joshua Fields,UTEP,68,210,3.1,15,1
311,A'Jon Vivens,CSU,49,210,4.3,30,1
311,Xavier Arline,NAVY,59,210,3.6,52,0
314,Jaylan Knighton,MIAMI,52,209,4.0,25,1
314,Evan Hull,NW,25,209,8.4,50,2
316,Sam Noyer,COLO,52,208,4.0,54,5
316,Micah Kelly,TOL,44,208,4.7,28,2
318,Darius Maberry,USM,37,207,5.6,41,2
319,Feleipe Franks,ARK,105,204,1.9,28,1
319,Nathaniel Peat,STAN,29,204,7.0,73,1
319,Nick Nash,SJSU,40,204,5.1,28,1
322,Trevor Lawrence,CLEM,68,203,3.0,34,8
323,Johnny Langan,RUTG,56,201,3.6,12,4
324,Connor Heyward,MSU,65,200,3.1,14,0
325,Emari Demercado,TCU,46,199,4.3,22,0
325,D.J. Williams,AUB,38,199,5.2,41,3
327,Justin Tomlin,GASO,38,197,5.2,55,1
327,Craig Williams,BAY,26,197,7.6,32,2
329,Pooka Williams Jr.,KU,51,196,3.8,21,2
330,Andrew Peasley,USU,22,195,8.9,62,1
330,Juma Otoviano,RICE,45,195,4.3,20,0
332,Boogie Knight,AKR,39,194,5.0,24,0
332,Damien Moore,CAL,38,194,5.1,54,0
334,Noah Vedral,RUTG,68,193,2.8,25,1
334,Kendall Milton,UGA,35,193,5.5,24,0
336,Mulbah Car,HOU,52,192,3.7,26,2
336,Erin Collins,NIU,50,192,3.8,20,4
336,Preston Hutchinson,EMU,87,192,2.2,31,8
339,Nakia Watson,WISC,53,191,3.6,18,3
340,Marquavius Weaver,MEM,37,190,5.1,36,1
340,Ronald Awatt,UTEP,42,190,4.5,23,3
340,Lyn-J Dixon,CLEM,42,190,4.5,21,2
343,Jalen Holston,VT,40,189,4.7,23,2
344,Marcus Major Jr.,OU,35,187,5.3,46,3
345,Ja'Veon Marlow,VAN,46,186,4.0,22,0
346,Samson Evans,EMU/IOWA,41,185,4.5,37,1
347,Dae Dae Hunter,HAW,46,183,4.0,15,2
348,Braxton Burmeister,VT,46,182,4.0,22,2
349,Devonta'e Henry-Cole,USU,41,180,4.4,24,0
349,Maurice Burkley,LOU,33,180,5.5,41,1
349,Brandon Lewis,AFA,20,180,9.0,26,1
349,Terrion Avery,USA,51,180,3.5,13,1
353,Cam Wiley,MINN,29,179,6.2,61,1
354,Timothy Jackson,AFA,34,178,5.2,19,0
355,Stephen Carr,USC,46,176,3.8,37,2
356,Grant Wells,MRSH,54,174,3.2,25,2
357,Dillon Gabriel,UCF,72,169,2.3,28,2
358,Shaun Peterson Jr.,FIU,28,168,6.0,63,2
359,Markese Stepp,USC,45,165,3.7,49,3
360,Nic Smith,UNT,35,164,4.7,34,0
361,Kadarius Toney,FLA,19,161,8.5,50,1
361,Myles Fells,NAVY,25,161,6.4,33,0
363,Spencer Rattler,OU,81,160,2.0,25,6
364,Kay'Ron Lynch-Adams,RUTG,35,159,4.5,37,1
365,Marcel Murray,ARST,47,158,3.4,36,1
366,Marcel Dancy,CAL,31,156,5.0,23,0
367,Charlie Brewer,BAY,107,154,1.4,20,4
368,Jayy McDonald,MTSU,37,153,4.1,64,0
369,Chez Mellusi,CLEM,27,151,5.6,38,3
370,Phil Jurkovec,BC,77,150,1.9,28,3
371,Khalil Shakir,BSU,17,148,8.7,28,0
372,Chance Nolan,ORST,30,147,4.9,28,1
373,Bryson Denley,BGSU,39,146,3.7,12,0
373,Kadin Remsberg,AFA,25,146,5.8,21,1
373,Sam Howell,UNC,92,146,1.6,30,5
376,Kenny Pickett,PITT,81,145,1.8,18,8
376,Jordan Mims,FRES,28,145,5.2,84,1
376,Chris Curry,LSU,45,145,3.2,13,0
376,Amauri Pesek-Hickson,KU,40,145,3.6,30,0
380,Kamari Pleasant,WASH,34,144,4.2,21,3
380,C.J. Jones,WKU,21,144,6.9,32,2
382,Jordan Houston,NCST,42,143,3.4,21,3
383,Jared Wilson,USA,44,142,3.2,13,1
384,Kyric McGowan,NW,24,141,5.9,24,1
384,Troy Henderson,LIB,32,141,4.4,25,0
384,Tim Baldwin Jr.,IU,22,141,6.4,26,0
387,Tevaka Tuioti,UNM,19,140,7.4,26,1
388,Nick Tronti,FAU,70,139,2.0,49,2
389,Darien Rencher,CLEM,24,137,5.7,50,1
390,Brandon Peters,ILL,24,136,5.7,31,1
391,Trey Sanders,ALA,30,134,4.5,25,0
391,Kalil Pimpleton,CMU,16,134,8.4,65,3
393,John Lovett,BAY,45,130,2.9,19,1
394,B.J. Daniels,UTSA,23,129,5.6,52,2
395,Jack Colletto,ORST,15,128,8.5,40,2
395,Elijah Robinson,AFA,19,128,6.7,50,0
397,Shakif Seymour,TOL,16,127,7.9,33,2
398,Lowell Narcisse,UTSA,32,126,3.9,25,0
399,B.J. Baylor,ORST,27,124,4.6,25,1
399,Zach Charbonnet,MICH,19,124,6.5,70,1
399,Myles Price,TTU,12,124,10.3,70,1
399,Qualan Jones,BAY,34,124,3.6,15,0
403,Jamauri Wakefield,VAN,38,123,3.2,15,0
403,Tyler Vitt,TXST,37,123,3.3,21,1
405,Richard Newton,WASH,23,122,5.3,54,2
405,Patrick Garwo III,BC,33,122,3.7,22,0
407,Trey Potts,MINN,19,121,6.4,36,1
408,Darius Pinnix Jr.,ECU,44,120,2.7,10,2
409,Chandler Smith,HOU,25,119,4.8,26,0
409,Cade Barnard,ARMY,25,119,4.8,36,1
409,Max Johnson,LSU,54,119,2.2,14,2
412,Lucious Stanley,UAB,20,118,5.9,46,2
412,Ty Brock,CMU/SHSU,25,118,4.7,82,2
414,Mitchell Pryor,VAN,28,117,4.2,15,1
414,Jabari Small,TENN,26,117,4.5,17,0
416,BJ Emmons,FAU,37,116,3.1,29,1
416,Warren Bryan,AFA,23,116,5.0,27,1
418,Chuck McClelland,CIN,22,115,5.2,22,0
418,Ellis Merriweather,MASS,42,115,2.7,14,0
418,Greg Garner,LT,33,115,3.5,24,2
421,Armani Rogers,OHIO/UNLV,19,114,6.0,29,2
421,Re-al Mitchell,TEM,34,114,3.4,15,0
421,Calvin Brownholtz,UTEP,27,114,4.2,29,3
424,Jake Bentley,UTAH,34,113,3.3,33,1
424,Justice Ellison,WAKE,30,113,3.8,17,1
426,Matthew Murla,AFA,23,112,4.9,25,4
426,Kadyn Roach,ULM,18,112,6.2,30,1
426,Caullin Lacy,USA,20,112,5.6,21,0
429,Isaiah Chavez,UNM,22,111,5.0,54,1
430,Marcus McElroy Jr.,CSU,41,110,2.7,37,3
430,Isaiah Phillips,ULM,35,110,3.1,11,0
430,Ryan Graham,ARST,28,110,3.9,15,1
433,Holton Ahlers,ECU,54,109,2.0,75,1
433,Joe Milton III,MICH,38,109,2.9,23,1
435,Trevon Raymore,BGSU,23,108,4.7,13,0
435,George Holani,BSU,19,108,5.7,34,1
435,Daniyel Ngata,ASU,26,108,4.2,10,1
438,Trestan Ebner,BAY,50,107,2.1,13,1
438,Bryson Carroll,UNM,25,107,4.3,37,0
440,Noah Johnson,USF/ALCN,41,106,2.6,20,3
440,Artice Hobbs IV,ARMY,17,106,6.2,16,0
442,Shane Buechele,SMU,58,105,1.8,24,2
442,CJ Williams,NAVY,17,105,6.2,26,0
442,Kelan Walker,HOU,21,105,5.0,30,0
445,Trey Lowe,USM,44,104,2.4,27,1
445,Anderson Castle,APP,17,104,6.1,49,0
447,Henry Colombi,TTU,51,103,2.0,14,1
448,Trae Hall,UNM,39,102,2.6,17,0
448,Trey Bess III,EMU,16,102,6.4,27,0
450,T.J. Hammonds,ARK,14,101,7.2,29,0
450,Dom Shoffner,CLT,21,101,4.8,19,0
450,Jordon Brookshire,SDSU,45,101,2.2,20,0
453,Malik Knowles,KSU,6,100,16.7,75,1
453,Jordan Waters,DUKE,16,100,6.3,70,2
453,Levi Williams,WYO,56,100,1.8,21,6
456,Chadarius Townsend,TTU,18,99,5.5,36,1
456,British Brooks,UNC,24,99,4.1,17,0
456,Rashad Amos,SC,18,99,5.5,34,0
456,Dustin Fletcher,NIU,16,99,6.2,28,0
460,TaMerik Williams,SMU,13,98,7.5,49,2
460,Leonard Parker,USF,22,98,4.5,27,2
462,DK Billingsley,TROY,27,96,3.6,14,1
462,Sampson James,IU,32,96,3.0,16,0
462,Aaron Young,RUTG,35,96,2.7,10,1
462,Miles Davis,BYU,15,96,6.4,26,2
466,Darius Bracy,CMU,15,95,6.3,43,0
466,Max Borghi,WSU,10,95,9.5,37,1
466,Jalen Knox,MIZ,12,95,7.9,32,1
466,Chance Warren,NAVY,29,95,3.3,20,3
466,Israel Abanikanda,PITT,28,95,3.4,10,1
466,Will Plummer,ARIZ,29,95,3.3,26,0
472,John Rhys Plumlee,MISS,25,94,3.8,37,0
473,Zach Kahn,M-OH,18,92,5.1,17,2
473,Todd Centeio,CSU,25,92,3.7,35,0
473,Rocko Griffin,VAN,37,92,2.5,15,0
476,Luke Doty,SC,41,91,2.2,17,0
477,Elijah Collins,MSU,41,90,2.2,14,0
478,Chase Brice,DUKE,91,89,1.0,23,1
478,Avery Morrow,NEV,14,89,6.4,29,1
480,Brady White,MEM,63,88,1.4,18,2
480,Terrance Dixon,GAST,9,88,9.8,43,0
480,Josh Williams,LSU,22,88,4.0,30,0
483,Ari Broussard,RICE,25,87,3.5,16,0
483,Dee Baker,USM,18,87,4.8,36,0
483,Mason Garcia,ECU,19,87,4.6,23,1
483,Cameron Young,CIN,2,87,43.5,75,1
487,Victor Tucker,CLT,8,86,10.8,41,0
487,Calvin Camp,CLT,19,86,4.5,21,1
487,Steele Chambers,OSU,9,86,9.6,38,0
487,Peny Boone,MD,19,86,4.5,18,0
487,Jalen White,GASO,20,86,4.3,15,0
492,Devin Brumfield,UTAH,21,85,4.0,22,1
492,Collin Schlee,KENT,12,85,7.1,38,1
494,JoVoni Johnson-McCray,RICE,26,83,3.2,25,0
495,Nykeim Johnson,SYR,8,82,10.3,61,0
495,Baden Pinson,CCU,13,82,6.3,17,1
495,Fred Payton,CCU,15,82,5.5,22,0
495,Donny Marcus,BALL,15,82,5.5,28,0
499,Ron Cook Jr.,BUFF,20,81,4.1,18,0
499,Elelyon Noa,USU,31,81,2.6,16,0
499,Mikey Henderson,OU,9,81,9.0,18,1
499,Don Ragsdale,USM,24,81,3.4,21,1
503,Lucas Johnson,SDSU,8,80,10.0,35,1
503,John Chenal,WISC,12,80,6.7,43,2
505,Kaylan Wiggins,FIU,16,79,4.9,17,1
505,Larry McCammon III,FAU,17,79,4.6,35,0
507,Elijah Young,MIZ,10,78,7.8,35,0
508,Blake Corum,MICH,26,77,3.0,15,2
509,Brady McBride,TXST,64,76,1.2,23,0
509,Luke Zban,MRSH,9,76,8.4,25,0
509,Micah Bernard,UTAH,15,76,5.1,25,0
509,Mark-Antony Richards,AUB,20,76,3.8,14,0
513,Tyjon Lindsey,ORST,10,75,7.5,14,0
513,Chase Garbers,CAL,39,75,1.9,22,2
513,A.J. Howard,ARMY,15,75,5.0,10,0
513,Treylon Burks,ARK,15,75,5.0,18,0
513,Kobe Pace,CLEM,18,75,4.2,16,0
513,Frank Peasant,MTSU,18,75,4.2,20,1
519,Coran Taylor,ILL,36,74,2.1,33,0
519,Jordan McCloud,USF,62,74,1.2,18,1
519,Charles Strong,TROY,17,74,4.4,17,1
