RK,NAME,TEAM,"('Unnamed: 0_level_0', 'POS')","('Tackles', 'SOLO')","('Tackles', 'AST')","('Tackles', 'TOT')","('Sacks', 'SACK')","('Sacks', 'YDS')","('Interceptions', 'PD')","('Interceptions', 'INT')","('Interceptions', 'YDS')","('Interceptions', 'LNG')","('Interceptions', 'TD')","('Unnamed: 11_level_0', 'FF')"
45,Mandela Lawrence-Burke,KENT,LB,52,52,104,4.0,30,2,1,1,1,0,1
48,Kristopher Moll,UAB,LB,70,33,103,9.0,60,1,1,11,11,0,4
48,Malcolm Rodriguez,OKST,LB,60,43,103,1.5,7,3,1,26,26,1,1
48,Marquavis Gibbs,CLT,DB,53,50,103,0.5,1,4,1,34,34,0,0
48,Kholbe Coleman,BGSU,LB,48,55,103,2.0,23,1,0,0,0,0,2
48,Troy Lefeged Jr.,USU,DB,48,55,103,2.0,18,4,0,0,0,0,3
53,Javon Hagan,OHIO,S,47,55,102,2.0,9,5,0,0,0,0,1
53,Ethan Aguayo,SJSU,LB,47,55,102,2.0,13,2,1,32,32,0,0
53,Khaleke Hudson,MICH,LB,45,57,102,2.0,20,3,0,0,0,0,0
53,Kenneth Murray Jr.,OKLA,LB,69,33,102,4.0,32,4,0,0,0,0,0
53,Blaze Alldredge,RICE,LB,55,47,102,4.0,21,2,0,0,0,0,1
58,Akeem Davis-Gaither,APP,LB,49,52,101,5.0,27,8,1,0,0,0,0
58,De'Jon Harris,ARK,LB,52,49,101,1.0,6,2,0,0,0,0,2
58,Hamsah Nasirildeen,FSU,DB,61,40,101,1.0,7,3,2,80,80,1,3
58,Akileis Leroy,FAU,LB,55,46,101,7.5,53,1,3,43,40,0,5
62,Bryan Wright,CIN,LB,53,47,100,3.5,32,5,0,0,0,0,4
62,Amen Ogbongbemiga,OKST,LB,63,37,100,5.0,37,0,1,4,4,0,1
62,DeAngelo Malone,WKU,LB,55,45,100,11.5,97,0,0,0,0,0,1
62,Brandon Perce,BGSU,LB,46,54,100,2.0,12,2,2,1,1,0,0
62,Nick Bolton,MIZ,LB,70,30,100,1.0,9,8,2,38,38,1,0
62,Diego Fagot,NAVY,LB,52,48,100,5.5,29,2,1,17,17,1,2
68,Rayshad Jackson,UNLV,LB,61,38,99,2.0,14,4,0,0,0,0,2
68,Richard McBryde,SMU,LB,69,30,99,4.0,25,1,0,0,0,0,1
68,Kyahva Tezino,SDSU,LB,43,56,99,3.5,29,1,2,17,17,0,2
68,Ryan McWood,M-OH,LB,51,48,99,1.5,13,3,0,0,0,0,1
68,Nikolas Daniels,TXST,LB,36,63,99,4.5,32,1,0,0,0,0,2
68,Dimitri Moore,VAN,LB,48,51,99,0.5,1,3,0,0,0,0,0
74,Jovante Moffatt,MTSU,S,71,27,98,0.0,0,1,3,30,30,0,0
74,Sterling Weatherford,M-OH,S,61,37,98,2.0,7,10,1,54,54,0,2
74,Colin Schooler,ARIZ,LB,64,34,98,1.5,12,2,0,0,0,0,0
74,Demonte Meeks,AFA,LB,43,55,98,4.0,26,0,0,0,0,0,1
78,David Curry,GT,LB,54,43,97,2.0,9,3,1,8,8,0,2
78,B.J. Edmonds,ARST,DB,56,41,97,0.0,0,10,2,4,4,0,1
78,Jaylin Thomas,BALL,LB,57,40,97,0.0,0,2,0,0,0,0,0
78,Grant Stuard,HOU,LB,62,35,97,1.0,10,4,0,0,0,0,0
78,Paris Ford,PITT,S,60,37,97,0.0,0,11,3,69,48,1,3
78,Zaven Collins,TLSA,LB,51,46,97,2.0,14,3,0,0,0,0,0
78,Ernest Jones IV,SC,LB,59,38,97,1.0,16,5,2,1,1,0,1
85,Michael Lewis,UTEP,DB,52,44,96,0.0,0,1,1,0,0,0,1
85,Drake Spears,WMU,LB,35,61,96,0.5,5,2,2,74,74,1,0
85,Mykal Walker,FRES,LB,56,40,96,2.5,10,4,0,0,0,0,1
85,Tyshon Fogg,RUTG,LB,37,59,96,1.5,13,1,0,0,0,0,0
89,Jay Lenard,SJSU,S,68,27,95,0.0,0,3,2,0,0,0,0
89,Jacques Boudreaux,UL,LB,39,56,95,0.5,0,4,0,0,0,0,1
89,Joey Blount,UVA,S,60,35,95,3.5,17,3,3,66,37,0,0
89,Xavier McKinney,ALA,S,59,36,95,3.0,21,5,3,78,78,1,4
93,Tony Fields II,ARIZ,LB,58,36,94,1.5,8,3,1,14,14,0,1
93,Bumper Pool,ARK,LB,38,56,94,0.5,3,5,0,0,0,0,0
95,Sage Lewis,FIU,LB,50,43,93,1.0,10,3,3,21,12,0,2
95,Devon Key,WKU,DB,47,46,93,0.0,0,8,1,25,25,1,0
95,David Woodward,USU,LB,53,40,93,2.0,10,2,0,0,0,0,4
95,C.J. Avery,LOU,LB,62,31,93,3.0,15,6,0,0,0,0,0
95,Cepeda Phillips,KENT,LB,40,53,93,2.0,16,0,0,0,0,0,0
95,Bart Baratti,M-OH,DB,53,40,93,3.0,28,1,1,35,35,1,0
95,Ky'el Hemby,USM,DB,58,35,93,0.0,0,3,2,0,0,0,0
102,Marcel Spears Jr.,ISU,LB,56,36,92,2.5,15,7,0,0,0,0,0
102,Dwayne Johnson Jr.,SDSU,S,54,38,92,0.0,0,5,1,20,20,0,1
102,JaCoby Stevens,LSU,S,53,39,92,5.0,28,6,3,9,9,0,0
105,Devin Lloyd,UTAH,LB,48,43,91,6.5,41,2,1,64,64,1,0
105,Solomon Ajayi,LIB,LB,44,47,91,1.0,4,0,0,0,0,0,1
105,Nick Mobley,USA,LB,43,48,91,1.0,11,1,0,0,0,0,0
108,James Skalski,CLEM,LB,45,45,90,4.5,31,3,0,0,0,0,1
108,Kevin Meitzenheimer,USU,LB,46,44,90,0.0,0,1,1,4,4,0,1
108,Antjuan Simmons,MSU,LB,44,46,90,3.5,24,2,1,13,13,0,1
108,Troy Brown,CMU,LB,74,16,90,1.0,6,2,3,0,0,0,0
108,Talanoa Hufanga,USC,S,58,32,90,3.5,28,3,0,0,0,0,2
108,Joseph Ossai,TEX,LB,61,29,90,5.0,31,1,2,24,16,0,1
114,Mohamed Barry,NEB,LB,41,48,89,1.0,7,0,0,0,0,0,0
114,Jordan Williams,BAY,LB,47,42,89,1.5,8,8,3,21,16,0,2
114,Jordan Glasgow,MICH,LB,46,43,89,5.0,34,1,0,0,0,0,0
114,Jordan Fisher,TOL,LB,38,51,89,0.0,0,2,1,0,0,0,0
114,Monty Rice,UGA,LB,50,39,89,0.0,0,3,0,0,0,0,0
114,Terry Myrick,EMU,LB,39,50,89,2.0,13,1,0,0,0,0,1
114,Kyle Harmon,SJSU,LB,40,49,89,2.0,10,0,0,0,0,0,3
121,Jeremiah Dinson,AUB,DB,57,31,88,2.0,22,1,2,0,0,0,1
121,Mykelti Williams,NIU,S,50,38,88,0.0,0,1,0,0,0,0,1
121,David Reese,FLA,LB,36,52,88,2.0,11,0,0,0,0,0,0
121,Paddy Fisher,NW,LB,39,49,88,1.0,17,3,1,7,7,0,1
121,Dylan Singleton,DUKE,S,48,40,88,1.0,8,1,0,0,0,0,2
121,Nazeeh Johnson,MRSH,S,50,38,88,0.0,0,6,1,1,1,0,0
121,Blake Gallagher,NW,LB,46,42,88,0.0,0,1,3,40,40,0,0
121,Sydney Brown,ILL,S,51,37,88,0.0,0,1,3,84,76,1,0
121,Darien Butler,ASU,LB,43,45,88,1.0,8,1,0,0,0,0,3
121,KD Davis,UNT,LB,37,51,88,3.5,12,1,0,0,0,0,0
131,Joey Banks,BUFF,S,57,30,87,1.0,2,0,3,70,46,1,1
131,Michael Oliver,CMU,LB,49,38,87,0.0,0,2,1,22,22,0,1
131,Kristian Welch,IOWA,LB,44,43,87,3.0,17,3,0,0,0,0,1
131,Shaun Bradley,TEM,LB,62,25,87,0.0,0,3,0,0,0,0,1
131,Teddy Gallagher,CCU,LB,43,44,87,0.0,0,1,0,0,0,0,0
131,Dequan Jackson,CSU,LB,39,48,87,1.5,8,0,0,0,0,0,0
131,Joe Foucha,ARK,S,44,43,87,0.0,0,4,1,20,20,0,0
131,Lakia Henry,MISS,LB,45,42,87,1.0,8,1,0,0,0,0,0
139,Jeff Gemmell,CLT,LB,35,51,86,1.0,5,2,1,0,0,0,1
139,Daniel Bituli,TENN,LB,50,36,86,3.0,18,2,0,0,0,0,1
139,Jordan Young,ODU,LB,38,48,86,0.0,0,3,1,7,7,0,0
139,Brandon Jones,TEX,S,64,22,86,1.0,7,4,2,7,10,0,1
139,Tyler Coyle,CONN,LB,54,32,86,0.0,0,10,1,52,52,1,2
139,Keith Sherald Jr.,KENT,CB,53,33,86,0.0,0,6,3,0,0,0,1
139,Chris Bergin,NW,LB,40,46,86,0.5,0,2,0,0,0,0,0
139,Stephan Blaylock,UCLA,S,65,21,86,0.0,0,3,0,0,0,0,2
139,Shane Lee,ALA,LB,47,39,86,4.5,29,0,1,10,10,0,2
148,Elijah Benton,LIB,S,50,35,85,1.0,17,7,1,23,23,0,1
148,Francis Bernard,UTAH,LB,45,40,85,0.0,0,1,2,80,58,1,1
148,Antoine Winfield Jr.,MINN,S,62,23,85,3.0,22,1,7,111,33,1,2
148,Emmanuel Rugamba,M-OH,DB,58,27,85,0.0,0,8,1,0,0,0,0
148,Antoine Brooks Jr.,MD,S,67,18,85,0.0,0,5,1,0,0,0,0
148,Rashad Byrd,GASO,LB,44,41,85,2.0,10,2,2,39,32,1,2
148,Myles Reid,M-OH,LB,45,40,85,1.5,3,2,0,0,0,0,3
148,Tyson Williams,NEV,DB,50,35,85,0.0,0,7,1,14,14,0,0
148,Patrick Queen,LSU,LB,37,48,85,3.0,26,2,1,16,16,0,0
148,Jamal Gates,FIU,LB,35,50,85,0.5,3,4,1,16,16,0,1
148,Noah Wilder,UAB,LB,48,37,85,3.0,11,1,0,0,0,0,1
148,Reynard Ellis,GASO,LB,54,31,85,2.0,17,3,0,0,0,0,0
160,Garrett Taylor,PSU,S,47,37,84,1.0,7,2,1,15,15,1,1
160,Erroll Thompson,MSST,LB,38,46,84,0.5,4,2,0,0,0,0,1
160,Lawrence White IV,ISU,DB,50,34,84,1.0,1,4,2,31,25,0,0
160,Damar Hamlin,PITT,DB,60,24,84,0.0,0,10,1,14,14,0,0
160,Divine Deablo,VT,DB,42,42,84,0.0,0,2,1,0,0,0,1
160,Troy Dye,ORE,LB,52,32,84,2.5,8,4,2,4,3,0,2
160,Jeremiah Gemmel,UNC,LB,42,42,84,2.5,11,2,0,0,0,0,3
160,Avery Roberts,ORST,LB,53,31,84,2.0,15,2,0,0,0,0,0
160,Evan Fields,ASU,S,46,38,84,0.0,0,0,2,1,1,0,0
160,Antwon Kincade,WKU,DB,43,41,84,0.0,0,5,2,0,0,0,0
160,Cole McCubrey,MASS,LB,46,38,84,1.0,3,2,0,0,0,0,1
160,Tycen Anderson,TOL,S,41,43,84,0.0,0,5,0,0,0,0,0
172,Kavika Fonua,BYU,S,46,37,83,1.0,1,3,2,36,20,0,1
172,Riley Whimpey,BSU,LB,37,46,83,2.0,16,7,0,0,0,0,1
172,Justin Tranquill,WMU,S,44,39,83,1.0,10,3,2,0,0,0,1
172,Anfernee Jennings,ALA,LB,45,38,83,8.0,61,5,1,0,0,0,1
172,Myles Dorn,UNC,DB,49,34,83,0.0,0,6,2,0,0,0,0
172,Dylan Conner,OHIO,LB,27,56,83,1.5,9,1,0,0,0,0,0
172,Rodjay Burns,LOU,LB,54,29,83,2.0,15,2,1,4,4,0,1
172,Xavier Henderson,MSU,S,56,27,83,0.0,0,6,2,32,32,0,0
172,Ray Wilborn,BALL,S,46,37,83,0.0,0,4,2,4,4,0,0
172,Antonio Montero,RICE,LB,32,51,83,1.0,8,3,0,0,0,0,0
172,Arik Smith,ARMY,LB,39,44,83,2.5,21,0,0,0,0,0,1
172,Khoury Bethley,HAW,DB,61,22,83,0.0,0,1,2,29,29,0,0
172,Shaq Bond,USU,S,46,37,83,0.0,0,5,3,82,48,1,1
185,Andrew Martel,UTSA,LB,56,26,82,1.0,4,1,0,0,0,0,1
185,Alex Hart,UNM,LB,46,36,82,4.0,32,4,1,19,19,0,1
185,Kyle Johnson,AFA,LB,38,44,82,1.5,13,1,1,24,24,1,2
188,Solomon Matautia,HAW,LB,44,37,81,1.0,2,1,2,28,14,1,0
188,Brody Hoying,EMU,DB,37,44,81,1.5,11,6,4,94,87,0,2
188,Terrell Burgess,UTAH,S,50,31,81,0.5,4,5,1,29,29,0,0
188,Perry Young,CIN,LB,46,35,81,1.0,1,4,2,2,2,1,0
188,Jared Dorsa,OHIO,LB,34,47,81,0.5,2,5,0,0,0,0,0
188,Olakunle Fatukasi,RUTG,LB,51,30,81,0.5,2,3,0,0,0,0,1
188,Jack Koerner,IOWA,DB,49,32,81,0.0,0,5,1,20,20,0,1
188,Ryan Smenda Jr.,WAKE,LB,38,43,81,2.5,17,3,1,3,3,0,0
188,Kevin Brennan,NAVY,S,31,50,81,0.0,0,4,2,10,10,0,0
198,Nick Faulkner,KENT,LB,39,41,80,1.0,1,2,0,0,0,0,0
198,Khane Pass,LOU,DB,57,23,80,0.0,0,2,0,0,0,0,0
198,Patrick Nelson,SMU,S,58,22,80,12.0,85,2,1,19,19,0,1
198,Evan Austrie,UNLV,DB,60,20,80,2.0,15,6,0,0,0,0,2
198,JuJu Hughes,FRES,DB,47,33,80,0.0,0,8,2,32,32,0,0
198,Drew White,ND,LB,48,32,80,2.0,3,1,0,0,0,0,0
198,Jessie Lemonier,LIB,DL,43,37,80,10.5,63,0,0,0,0,0,1
198,Jack Sanborn,WIS,LB,50,30,80,5.5,30,3,3,50,39,0,1
206,Javin White,UNLV,LB,54,25,79,1.5,7,10,3,43,44,0,2
206,Asmar Bilal,ND,LB,48,31,79,0.0,0,2,0,0,0,0,0
206,Elijah Riley,ARMY,DB,55,24,79,4.0,30,6,3,79,56,0,3
206,Alvin Davis,AKR,DB,41,38,79,0.0,0,2,0,0,0,0,1
206,Kenderick Duncan,GASO,S,56,23,79,0.0,0,8,2,68,35,0,1
206,Ace Eley,MD,LB,44,35,79,0.5,0,3,1,39,39,0,0
206,Elijah Molden,WASH,DB,49,30,79,0.0,0,12,4,45,31,0,3
206,Tyreke Davis,UNT,LB,42,37,79,4.5,20,1,0,0,0,0,0
206,Jeremiah Owusu-Koramoah,ND,LB,52,27,79,8.5,34,4,0,0,0,0,2
215,Rodney Clemons,SMU,S,49,29,78,0.0,0,9,4,4,4,0,1
215,Chris Orr,WIS,LB,42,36,78,11.5,83,5,0,0,0,0,2
215,Kenny Willekes,MSU,DE,32,46,78,10.5,61,0,0,0,0,0,2
215,Travis Whillock,NW,DB,42,36,78,1.0,6,1,0,0,0,0,1
215,Andrew Armstrong,SYR,LB,41,37,78,0.0,0,3,1,6,6,0,1
215,Richie Grant,UCF,DB,48,30,78,0.0,0,8,1,39,39,1,1
215,Arron Mosby,FRES,LB,40,38,78,0.0,0,5,1,16,16,0,3
215,Bryce Cosby,BALL,S,49,29,78,0.0,0,5,2,0,0,0,1
223,John Lamot,BC,LB,47,30,77,1.0,8,2,0,0,0,0,0
223,TJ Brunson,SC,LB,44,33,77,0.0,0,5,1,5,5,0,0
223,Sean Mahone,WVU,S,53,24,77,2.0,14,1,1,3,3,0,1
223,Eric Mitchell,UCF,LB,42,35,77,3.0,19,3,0,0,0,0,1
223,Buddy Johnson,TA&M,LB,38,39,77,1.0,10,1,0,0,0,0,1
223,Jaquarius Landrews,MSST,S,45,32,77,0.0,0,8,1,13,13,0,0
223,Mike Rose,ISU,LB,39,38,77,3.5,14,3,1,0,0,0,1
223,Eriq Gilyard,UCF,LB,42,35,77,0.0,0,0,1,14,14,0,0
231,Zack Baun,WIS,LB,53,23,76,12.5,80,2,1,34,34,1,2
231,Mike Palmer,BC,DB,52,24,76,0.0,0,3,2,0,0,0,0
231,Chris Miller,BAY,S,54,22,76,0.0,0,2,0,0,0,0,2
231,Da'Von Brown,FAU,S,54,22,76,0.0,0,3,0,0,0,0,1
231,Riko Jeffers,TTU,LB,53,23,76,3.0,27,1,0,0,0,0,2
231,Kam Curl,ARK,DB,46,30,76,2.0,9,2,2,22,29,0,2
231,Delano Robinson,SMU,LB,51,25,76,2.5,16,3,0,0,0,0,0
231,Chase Kuerschen,TULN,S,58,18,76,0.0,0,2,2,0,0,0,1
231,DQ Thomas,USM,DB,48,28,76,5.5,31,1,3,55,55,1,0
231,Jeremy Fejedelem,AFA,DB,43,33,76,1.5,11,3,2,18,18,0,1
231,Logan Stewart,CSU,DB,46,30,76,1.0,9,3,2,25,25,0,0
231,Alexander Vainikolo,UNM,LB,42,34,76,3.0,37,1,0,0,0,0,0
243,Chad Smith,CLEM,LB,35,40,75,3.5,37,0,1,10,10,0,2
243,Tyriq Thompson,MSU,LB,20,55,75,1.0,2,1,1,0,0,0,0
243,Austin Hall,MEM,LB,42,33,75,2.5,10,6,2,4,4,0,0
243,Alex Highsmith,CLT,DE,43,32,75,14.0,83,3,0,0,0,0,1
243,Malik Harrison,OSU,LB,49,26,75,4.5,27,4,0,0,0,0,0
243,Delarrin Turner-Yell,OKLA,S,60,15,75,0.0,0,3,0,0,0,0,1
243,Tyler Glass,ULM,S,39,36,75,0.0,0,2,0,0,0,0,0
243,Christian Izien,RUTG,S,49,26,75,0.0,0,3,0,0,0,0,0
243,Connor Taylor,LAT,LB,40,35,75,3.0,10,1,1,0,0,0,2
252,Daniel Thomas,AUB,S,47,27,74,0.0,0,1,0,0,0,0,1
252,Qwuantrezz Knight,KENT,S,46,28,74,1.5,3,2,0,0,0,0,1
252,Evan Foster,SYR,DB,34,40,74,1.0,8,4,0,0,0,0,0
252,Devin Studstill,USF/ND,DB,46,28,74,0.0,0,3,1,40,40,0,0
252,Alohi Gilman,ND,S,32,42,74,1.0,6,2,1,0,0,0,3
252,Keandre Jones,MD/OSU,LB,49,25,74,7.0,52,3,0,0,0,0,3
252,Matt Otwinowski,BUFF,LB,37,37,74,0.5,3,1,1,2,2,0,1
252,Joshua Metellus,MICH,S,41,33,74,0.0,0,5,2,0,0,0,0
252,Antwan Collier,UCF,S,50,24,74,1.0,0,5,4,80,34,0,0
252,Yusuf Corker,UK,S,46,28,74,0.0,0,4,1,0,0,0,0
252,Merlin Robertson,ASU,LB,36,38,74,2.0,12,2,1,3,3,0,3
252,Dwayne Boyles,USF,LB,47,27,74,3.0,25,2,0,0,0,0,0
252,Saeed Holt,TOL,S,39,35,74,3.5,20,1,0,0,0,0,1
252,DQ Thomas,MTSU,LB,47,27,74,2.0,5,1,0,0,0,0,2
266,Logan Wescott,ARST,DB,44,29,73,2.0,16,3,0,0,0,0,0
266,Noel Cook,APP,LB,29,44,73,2.5,13,0,1,10,10,0,1
266,Ja'Cquez Williams,WAKE,LB,46,27,73,3.5,15,1,0,0,0,0,2
266,L'Jarius Sneed,LAT,S,43,30,73,0.0,0,6,3,68,68,1,0
266,Marquis Waters,DUKE,DB,47,26,73,0.0,0,7,2,17,9,0,0
266,Anthony Hines III,TA&M,LB,39,34,73,0.0,0,0,0,0,0,0,0
266,Isaiah Pola-Mao,USC,S,45,28,73,1.5,13,2,4,38,24,0,0
266,Damarion Williams,HOU,CB,54,19,73,0.0,0,5,2,36,25,1,1
274,Josh Thomas,APP,DB,51,21,72,0.0,0,3,1,16,16,1,0
274,Jake Hansen,ILL,LB,41,31,72,3.5,27,0,1,0,0,0,7
274,K'Von Wallace,CLEM,S,47,25,72,2.0,21,10,2,66,66,1,0
274,Emmett Rice,FSU,LB,40,32,72,1.0,10,1,0,0,0,0,0
274,Krys Barnes,UCLA,LB,48,24,72,4.0,29,7,1,4,4,0,1
274,Joe Bachie,MSU,LB,37,35,72,3.5,29,4,1,19,19,0,0
274,Justin Rogers,UTEP,DB,51,21,72,0.0,0,2,2,0,0,0,1
274,Andrew Pryts,STAN,LB,41,31,72,0.0,0,0,1,0,0,0,0
274,Mike Lee,KU,S,55,17,72,0.0,0,2,1,-3,-3,0,2
274,DJ Daniels,USA,S,51,21,72,0.0,0,1,0,0,0,0,0
274,Skyler Thomas,WSU,S,41,31,72,0.0,0,3,4,72,31,0,0
274,Charles Snowden,UVA,LB,36,36,72,5.0,32,4,0,0,0,0,0
274,Cam Brown,PSU,LB,29,43,72,2.0,8,4,0,0,0,0,1
274,Davion Taylor,COLO,LB,57,15,72,1.0,11,4,0,0,0,0,0
274,Will Honas,NEB,LB,43,29,72,1.0,7,0,0,0,0,0,0
274,DJ Williams,USU,CB,52,20,72,0.0,0,7,2,0,0,0,0
274,Henry To'oTo'o,TENN,LB,33,39,72,0.5,7,2,0,0,0,0,0
291,Chapelle Russell,TEM,LB,47,24,71,0.0,0,3,0,0,0,0,0
291,Bryce Torneden,KU,S,49,22,71,0.5,4,1,0,0,0,0,1
291,Tyrone Hill Jr.,BUFF,DB,47,24,71,0.0,0,10,0,0,0,0,0
291,Jarren Hampton,OHIO,S,44,27,71,0.0,0,5,0,0,0,0,0
291,Davondre Robinson,ECU,DB,40,31,71,0.0,0,4,3,3,3,0,0
291,Christian Albright,BALL,LB,42,29,71,3.5,23,4,0,0,0,0,2
291,Devonni Reed,CMU,DB,46,25,71,0.0,0,1,0,0,0,0,0
291,Jermayne Lole,ASU,DL,29,42,71,6.5,46,2,0,0,0,0,0
291,Kolby Harvell-Peel,OKST,S,49,22,71,1.0,9,13,5,45,22,0,2
291,Jacquez Jones,MISS,LB,27,44,71,2.0,16,1,0,0,0,0,2
291,Demani Richardson,TA&M,S,38,33,71,0.5,5,2,1,16,16,0,1
291,Omar Speights,ORST,LB,42,29,71,3.5,21,2,1,3,3,0,0
291,Rashie Hodge Jr.,NMSU,LB,36,35,71,0.0,0,2,1,-8,-8,0,2
304,Nigel Warrior,TENN,S,39,31,70,0.0,0,9,4,102,59,0,0
304,DeDarallo Blue,TOL,S,36,34,70,0.5,10,3,0,0,0,0,0
304,Justus Rogers,WSU,LB,35,35,70,2.0,15,1,0,0,0,0,1
304,Dorian Etheridge,LOU,LB,45,25,70,1.0,4,5,1,4,4,0,0
304,Geno Stone,IOWA,S,46,24,70,1.0,14,4,1,0,0,0,3
304,Victor Heyward,GAST,LB,41,29,70,2.0,15,4,1,1,1,0,1
304,Tre Sterling,OKST,S,41,29,70,1.5,8,8,1,2,2,0,0
304,Farrell Hester II,UNLV,LB,39,31,70,0.0,0,1,0,0,0,0,0
312,Tajhea Chambers,ARST,LB,35,34,69,3.0,21,2,1,16,16,0,1
312,Justin Strnad,WAKE,LB,38,31,69,2.0,18,4,1,0,0,0,0
312,Stanley Green,ILL,DB,40,29,69,0.0,0,2,1,0,0,0,3
312,Jordan Mack,UVA,LB,36,33,69,7.5,48,0,0,0,0,0,2
312,Reggie Floyd,VT,DB,39,30,69,0.0,0,8,0,0,0,0,0
312,Ja'Cione Fugate,CLT,DB,38,31,69,2.0,14,4,1,0,0,0,0
312,Omar Fortt,CONN,LB,35,34,69,1.5,11,3,0,0,0,0,0
312,Sanchez Blake Jr.,MEM,DB,49,20,69,0.0,0,1,2,0,0,0,0
312,Xavier Cullens,MEM,LB,46,23,69,1.0,2,3,1,0,0,0,0
312,Geronda Hall,ODU,CB,32,37,69,0.0,0,4,2,32,30,0,1
312,Jake Springer,NAVY,DB,39,30,69,8.0,51,2,0,0,0,0,3
312,Amari Gainer,FSU,EDGE,31,38,69,3.5,27,0,0,0,0,0,2
312,Devin Richardson,NMSU,LB,24,45,69,2.0,13,1,0,0,0,0,3
312,Tanner Ingle,NCST,S,38,31,69,0.5,3,4,0,0,0,0,1
312,Payton Wilson,NCST,LB,36,33,69,0.0,0,3,1,16,16,0,0
