RK,NAME,TEAM,"('Unnamed: 0_level_0', 'POS')","('Kickoffs', 'ATT')","('Kickoffs', 'YDS')","('Kickoffs', 'AVG')","('Kickoffs', 'LNG')","('Kickoffs', 'TD')","('Punts', 'ATT')","('Punts', 'YDS')","('Punts', 'AVG')","('Punts', 'LNG')","('Punts', 'TD')"
71,Cam Ross,UVA,WR,8,266,33.3,100,1,22,171,7.8,48,0
72,Chris Barnes,WAKE,WR,7,263,37.6,98,1,0,0,0.0,0,0
73,Ryan Niblett,TEX,DB,13,262,20.2,25,0,21,476,22.7,79,2
73,Quinton Jackson,RICE,RB,13,262,20.2,34,0,0,0,0.0,0,0
73,Tylik Hill,SYR,RB,12,262,21.8,38,0,0,0,0.0,0,0
76,Dash Luke,MOST,WR,14,257,18.4,29,0,12,87,7.3,22,0
77,Jmariyae Robinson,MOST,WR,13,252,19.4,28,0,0,0,0.0,0,0
78,Caullin Lacy,LOU,WR,12,251,20.9,40,0,25,454,18.2,93,2
78,Kaderris Roberts,BGSU,RB,9,251,27.9,65,0,0,0,0.0,0,0
80,Nahree Biggins,CMU,RB,12,250,20.8,32,0,0,0,0.0,0,0
81,Curtis Harris-Lopez,JMU,S,9,246,27.3,88,1,0,0,0.0,0,0
81,Jordan Napier,SDSU,WR,11,246,22.4,48,0,22,193,8.8,75,1
83,Nyck Harbor,SC,WR,11,242,22.0,43,0,0,0,0.0,0,0
83,J'Koby Williams,TTU,RB,6,242,40.3,99,1,3,27,9.0,16,0
85,Rodney Hill,ARK,RB,10,240,24.0,29,0,0,0,0.0,0,0
86,Terrence Smith,CONN,WR,11,238,21.6,26,0,0,0,0.0,0,0
87,Caden High,STAN,WR,12,237,19.8,27,0,2,2,1.0,2,0
88,Jayden Scott,NCSU,RB,11,234,21.3,38,0,0,0,0.0,0,0
89,DaMarion Fowlkes,MIZ,WR,10,233,23.3,55,0,3,29,9.7,34,0
90,David Wells Jr.,ORST,WR,12,232,19.3,28,0,0,0,0.0,0,0
91,Leyton Smithson,WSU,WR,13,231,17.8,28,0,0,0,0.0,0,0
92,Alvon Isaac,USF,RB,10,224,22.4,40,0,6,126,21.0,41,0
93,Jaylin Lucas,FSU,RB,9,221,24.6,39,0,3,18,6.0,21,0
94,Javen Jacobs,USU,RB,11,219,19.9,29,0,8,31,3.9,8,0
95,TK King,NMSU,WR,10,218,21.8,38,0,7,60,8.6,34,0
96,Jaren Hamilton,ASU,WR,11,215,19.5,29,0,0,0,0.0,0,0
96,Jon Monteiro,LIB,WR,10,215,21.5,32,0,0,0,0.0,0,0
98,Alante Brown,MSU,WR,4,214,53.5,92,1,0,0,0.0,0,0
99,Adam Randall,CLEM,RB,9,213,23.7,31,0,0,0,0.0,0,0
100,Qua Ashley,BALL,RB,11,212,19.3,27,0,0,0,0.0,0,0
101,Juwon Gaston,MTSU,S,9,208,23.1,43,0,7,41,5.9,15,0
102,Tyler Stewart,TEM,WR,12,206,17.2,28,0,2,24,12.0,24,0
103,Zachariah Branch,UGA,WR,10,205,20.5,44,0,15,180,12.0,29,0
104,Roman Hemby,IU,RB,9,203,22.6,34,0,0,0,0.0,0,0
105,Major Everhart,TCU,WR,9,197,21.9,30,0,0,0,0.0,0,0
106,Logan Wilson,CIN,CB,8,190,23.8,37,0,0,0,0.0,0,0
107,Ca'Lil Valentine,ILL,RB,9,186,20.7,33,0,0,0,0.0,0,0
108,Eamonn Dennis,OHIO,WR,9,182,20.2,58,0,0,0,0.0,0,0
108,Ellijah Washington,ORST,WR,9,182,20.2,32,0,0,0,0.0,0,0
110,Anthony Frias II,UCLA,RB,10,179,17.9,27,0,0,0,0.0,0,0
111,Kendrick Law,UK,WR,9,174,19.3,40,0,3,8,2.7,11,0
111,Allen Middleton,BGSU,WR,8,174,21.8,31,0,0,0,0.0,0,0
113,Link Rhodes,SMU,WR,9,172,19.1,40,0,0,0,0.0,0,0
114,Aiden Flora,ISU,RB,8,171,21.4,34,0,8,209,26.1,79,1
115,Kelvin Washington,TLSA,RB,7,170,24.3,39,0,0,0,0.0,0,0
116,Nik Henry,UTEP,WR,13,166,12.8,22,0,4,47,11.8,41,0
117,Cole Martin,UCLA,DB,7,164,23.4,33,0,0,0,0.0,0,0
118,Kody Jones,KENN,DB,10,162,16.2,39,0,0,0,0.0,0,0
118,Braylin Presley,TLSA,RB,8,162,20.3,33,0,0,0,0.0,0,0
118,Cameron Flowers,WKU,WR,10,162,16.2,40,0,0,0,0.0,0,0
121,TJ Smith,TULN,S,6,160,26.7,62,0,0,0,0.0,0,0
122,Kenny Johnson,PITT,WR,5,159,31.8,78,0,14,179,12.8,66,1
123,Jaylen McGill,UNC,RB,8,156,19.5,32,0,0,0,0.0,0,0
124,Sutton Smith,MEM,RB,5,155,31.0,99,1,15,125,8.3,34,0
125,Micah Hudson,TTU,WR,8,154,19.3,29,0,0,0,0.0,0,0
126,Preston Fox,WVU,WR,7,153,21.9,36,0,11,106,9.6,28,0
127,Cade Harris,AFA,WR,7,152,21.7,27,0,3,8,2.7,7,0
128,Maurki James,ODU,RB,8,149,18.6,28,0,0,0,0.0,0,0
128,Jaquel Holman,SC,DB,7,149,21.3,27,0,0,0,0.0,0,0
130,Jon Denman,TCU,RB,6,147,24.5,40,0,0,0,0.0,0,0
131,Kyle Washington,GAST,WR,8,146,18.3,24,0,0,0,0.0,0,0
132,Nicholas Singleton,PSU,RB,7,145,20.7,33,0,0,0,0.0,0,0
133,Makai Lemon,USC,WR,8,144,18.0,24,0,6,71,11.8,35,0
134,Sieh Bangura,OHIO,RB,3,141,47.0,97,1,0,0,0.0,0,0
134,Peyton Higgins,TROY,WR,8,141,17.6,26,0,17,98,5.8,32,0
136,King Mack,PSU,S,5,140,28.0,73,0,0,0,0.0,0,0
137,DJ Taylor,MTSU,RB,8,139,17.4,32,0,0,0,0.0,0,0
138,Corey Smith,PSU,RB,6,137,22.8,34,0,0,0,0.0,0,0
138,Koredell Bartley,WAKE,DB,2,137,68.5,100,1,0,0,0.0,0,0
140,Peyton Plott,GASO,WR,7,136,19.4,32,0,10,73,7.3,22,0
141,Ja'Carree Kelly,DEL,WR,6,134,22.3,28,0,0,0,0.0,0,0
142,Brandon Rehmann,DEL,WR,6,133,22.2,36,0,0,0,0.0,0,0
143,Demarko Williams,WKU,DB,7,131,18.7,34,0,0,0,0.0,0,0
143,Joseph Himon II,NU,RB,5,131,26.2,39,0,0,0,0.0,0,0
145,Mekhi Anderson,UTSA,WR,6,130,21.7,27,0,0,0,0.0,0,0
145,TJ Green,BC,DB,6,130,21.7,33,0,0,0,0.0,0,0
147,Peyton Lewis,TENN,RB,6,128,21.3,31,0,0,0,0.0,0,0
148,Noah Whittington,ORE,RB,6,126,21.0,32,0,0,0,0.0,0,0
149,Ben Black,RUTG,WR,7,125,17.9,29,0,0,0,0.0,0,0
150,Bo MacCormack III,BC,RB,7,124,17.7,23,0,0,0,0.0,0,0
151,Jordan Malau'ulu,FRES,WR,6,123,20.5,26,0,20,117,5.8,54,0
152,Vernell Brown III,FLA,WR,7,122,17.4,26,0,13,140,10.8,40,0
153,Davion Kerr,SYR,DB,6,119,19.8,37,0,0,0,0.0,0,0
154,Lorenzo Styles Jr.,OSU,CB,2,116,58.0,100,1,1,36,36.0,36,0
155,Izaiah Hartrup,MISS,WR,6,114,19.0,38,0,2,6,3.0,17,0
155,London Montgomery,ECU,RB,5,114,22.8,53,0,0,0,0.0,0,0
155,Kobi Foreman,OKST,CB,6,114,19.0,28,0,0,0,0.0,0,0
155,Joakim Dodson,TENN,WR,2,114,57.0,94,1,0,0,0.0,0,0
159,Deion DeBlanc,WYO,WR,6,109,18.2,23,0,10,167,16.7,73,1
160,Iverson Howard,MD,RB,7,108,15.4,27,0,0,0,0.0,0,0
161,Jaden Bradley,UNLV,WR,5,106,21.2,34,0,2,36,18.0,23,1
162,Duane Thomas Jr.,UCF,WR,6,103,17.2,23,0,0,0,0.0,0,0
163,Chris Culliver,UNC,WR,5,102,20.4,23,0,0,0,0.0,0,0
164,Javin Whatley,ARIZ,WR,4,98,24.5,27,0,0,0,0.0,0,0
164,Braeden Wisloski,JMU,WR,6,98,16.3,31,0,0,0,0.0,0,0
166,Bryson Hammer,TOL,WR,3,97,32.3,52,0,30,362,12.1,54,0
167,Jabari Bates,SJSU,RB,6,96,16.0,21,0,0,0,0.0,0,0
167,Tavorus Jones,MIZ,RB,6,96,16.0,24,0,0,0,0.0,0,0
167,Abraham Williams,UNM,CB,6,96,16.0,25,0,0,0,0.0,0,0
167,Parker Jenkins,ECU,RB,5,96,19.2,27,0,0,0,0.0,0,0
167,Reed Linder,ARST,WR,7,96,13.7,20,0,0,0,0.0,0,0
172,Daniel Bray,UTAH,RB,5,95,19.0,30,0,0,0,0.0,0,0
173,Clay Thevenin,LT,RB,7,93,13.3,21,0,0,0,0.0,0,0
174,Daune Morris,TENN,RB,3,92,30.7,44,0,3,24,8.0,11,0
175,Hunter Smith,TEM,RB,5,91,18.2,24,0,0,0,0.0,0,0
175,Jamari Hawkins,MEM,WR,3,91,30.3,38,0,0,0,0.0,0,0
177,Wayne Knight,JMU,RB,4,89,22.3,29,0,20,180,9.0,22,0
177,Davon Booth,MSST,RB,6,89,14.8,18,0,0,0,0.0,0,0
177,Elijah Porter,NIU,RB,4,89,22.3,24,0,0,0,0.0,0,0
180,Titus Mokiao-Atimalala,UCLA,WR,5,88,17.6,32,0,0,0,0.0,0,0
180,Gabe Glover,JVST,WR,5,88,17.6,21,0,0,0,0.0,0,0
182,Peyton Jones,DUKE,RB,4,87,21.8,29,0,0,0,0.0,0,0
182,Andre Brown,FIU,WR,4,87,21.8,26,0,0,0,0.0,0,0
184,Jamarian Samuel,GASO,RB,5,85,17.0,20,0,0,0,0.0,0,0
185,Tyson Thompson,RICE,WR,4,83,20.8,35,0,8,39,4.9,12,0
185,Cade Yacamelli,WIS,RB,4,83,20.8,27,0,0,0,0.0,0,0
187,Jadan Baugh,FLA,RB,4,82,20.5,36,0,1,6,6.0,6,0
187,Ismail Mahdi,ARIZ,RB,4,82,20.5,22,0,0,0,0.0,0,0
187,Lloyd Benson III,ARMY,WR,5,82,16.4,20,0,9,83,9.2,32,0
187,Shanard Clower,UNC,WR,4,82,20.5,25,0,0,0,0.0,0,0
191,DJ Taylor Jr.,TXST,DB,4,81,20.3,26,0,1,0,0.0,0,0
191,Maurice Stephens,KENT,WR,4,81,20.3,34,0,0,0,0.0,0,0
191,Fred Robertson,LT,RB,4,81,20.3,41,0,0,0,0.0,0,0
194,Aaron Turner,RICE,WR,4,79,19.8,23,0,0,0,0.0,0,0
194,Elijah Tau-Tolliver,MSU,RB,6,79,13.2,22,0,0,0,0.0,0,0
196,Eric Weatherly,BALL,WR,5,78,15.6,24,0,2,-8,-4.0,0,0
196,Christian Washington,SDSU,RB,4,78,19.5,32,0,0,0,0.0,0,0
196,Lynel Billups-Williams,M-OH,WR,3,78,26.0,34,0,18,166,9.2,42,0
196,Daylon Singleton,SMU,WR,4,78,19.5,24,0,0,0,0.0,0,0
200,Jayden Moore,DUKE,WR,3,76,25.3,37,0,0,0,0.0,0,0
201,Logan Diggs,MISS,RB,3,74,24.7,42,0,0,0,0.0,0,0
201,Tristian Gentry,TTU,WR,3,74,24.7,29,0,10,76,7.6,19,0
203,Terrell Washington Jr.,IOWA,RB,4,73,18.3,29,0,0,0,0.0,0,0
203,Trae Nickelson III,APP,WR,5,73,14.6,28,0,0,0,0.0,0,0
203,Bricen Brantley,WYO,WR,4,73,18.3,19,0,0,0,0.0,0,0
206,Victor Rosa,CONN,RB,4,72,18.0,25,0,0,0,0.0,0,0
207,Calvin Johnson II,TLSA,WR,3,71,23.7,27,0,0,0,0.0,0,0
207,Jacquon Gibson,MASS,WR,3,71,23.7,27,0,0,0,0.0,0,0
207,Dijon Stanley,NMSU,RB,4,71,17.8,20,0,0,0,0.0,0,0
207,Marquis Johnson,MIZ,WR,3,71,23.7,40,0,0,0,0.0,0,0
207,Ricardo Cooper Jr.,MD,DB,4,71,17.8,23,0,2,8,4.0,8,0
212,Isaiah Mozee,NEB,RB,3,70,23.3,29,0,2,43,21.5,38,0
213,Cataurus Hicks,PITT,WR,5,69,13.8,27,0,0,0,0.0,0,0
214,Miles Davis,USU,RB,4,68,17.0,20,0,0,0,0.0,0,0
214,Thomas Williams,VT,CB,3,68,22.7,27,0,0,0,0.0,0,0
214,Max Guest,APP,RB,3,68,22.7,30,0,0,0,0.0,0,0
214,Justin Ruffin Jr.,CMU,WR,3,68,22.7,25,0,0,0,0.0,0,0
214,Donovan Brown,SDSU,WR,3,68,22.7,24,0,0,0,0.0,0,0
219,JoJo Bermudez,TEM,WR,4,67,16.8,24,0,10,150,15.0,37,0
219,Sam Jackson V,OKST,QB,5,67,13.4,29,0,0,0,0.0,0,0
219,Caleb Ramseur,NEV,RB,3,67,22.3,25,0,0,0,0.0,0,0
222,Brandon Inniss,OSU,WR,5,66,13.2,37,0,17,181,10.6,32,0
222,DeVon Rice,KSU,RB,3,66,22.0,24,0,0,0,0.0,0,0
222,Cole Tabb,STAN,RB,5,66,13.2,19,0,0,0,0.0,0,0
225,Marquez Taylor,UTEP,RB,5,65,13.0,20,0,0,0,0.0,0,0
225,Keyjuan Brown,LOU,RB,1,65,65.0,65,0,0,0,0.0,0,0
227,Asaad Waseem,FAU,WR,3,64,21.3,28,0,1,5,5.0,5,0
227,Jet Thompson,UTEP,WR,4,64,16.0,25,0,0,0,0.0,0,0
227,Ja'shon Benjamin,RUTG,RB,3,64,21.3,27,0,0,0,0.0,0,0
230,Josiah McLaurin,MD,RB,4,62,15.5,18,0,5,28,5.6,9,0
230,Ronnel Johnson,MOST,WR,3,62,20.7,26,0,4,10,2.5,6,0
230,Rayshawn Glover,UTAH,WR,4,62,15.5,18,0,6,81,13.5,51,0
233,Joey Mattord,EMU,RB,4,61,15.3,17,0,0,0,0.0,0,0
233,Wondame Davis Jr.,UTEP,WR,6,61,10.2,20,0,0,0,0.0,0,0
235,Kyler Pearson,ECU,WR,3,59,19.7,25,0,10,83,8.3,20,0
235,Eli Sanders,USC,RB,4,59,14.8,19,0,0,0,0.0,0,0
235,Antonio Harris,PUR,RB,4,59,14.8,20,0,0,0,0.0,0,0
235,Keivin Boone-Nelson II,WMU,WR,2,59,29.5,45,0,9,16,1.8,12,0
239,Dontae Carter,VAN,S,3,58,19.3,21,0,0,0,0.0,0,0
239,Coleson Fields,NCSU,RB,5,58,11.6,22,0,0,0,0.0,0,0
239,Chris Johnson Jr.,SMU,RB,3,58,19.3,21,0,0,0,0.0,0,0
242,Jonah Coleman,WASH,RB,3,57,19.0,26,0,0,0,0.0,0,0
242,TJ Magee,MASS,CB,1,57,57.0,57,0,0,0,0.0,0,0
242,Jason Patterson,UK,RB,4,57,14.3,22,0,0,0,0.0,0,0
242,Tate Nagy,KU,WR,3,57,19.0,34,0,17,116,6.8,30,0
246,Isaiah Jacobs,UAB,RB,3,56,18.7,26,0,0,0,0.0,0,0
246,JeyQuan Smith,USF,WR,4,56,14.0,18,0,0,0,0.0,0,0
248,Cameron Seldon,VT,WR,4,54,13.5,30,0,0,0,0.0,0,0
248,Micah Woods,USA,WR,3,54,18.0,24,0,0,0,0.0,0,0
250,Cade Wolford,KENT,RB,6,53,8.8,19,0,0,0,0.0,0,0
251,Tanook Hines,USC,WR,4,52,13.0,19,0,0,0,0.0,0,0
251,Matthew Henry,WKU,WR,2,52,26.0,48,1,0,0,0.0,0,0
253,Zuberi Mobley,TULN,RB,3,51,17.0,21,0,0,0,0.0,0,0
254,Dierre Hill Jr.,ORE,RB,2,50,25.0,28,0,0,0,0.0,0,0
254,Braxton Jennings,LOU,RB,2,50,25.0,25,0,0,0,0.0,0,0
256,Cam Chadwick,CONN,DB,2,49,24.5,31,0,0,0,0.0,0,0
256,Taeo Todd,GASO,RB,3,49,16.3,18,0,0,0,0.0,0,0
256,Monterrio Elston Jr.,KSU,RB,3,49,16.3,25,0,0,0,0.0,0,0
256,Jacobe Hayes,TCU,WR,2,49,24.5,26,0,0,0,0.0,0,0
260,A'Khori Jones,LIB,S,2,48,24.0,34,0,0,0,0.0,0,0
260,Patrick Clacks III,BUFF,WR,2,48,24.0,26,0,0,0,0.0,0,0
260,Terence Thomas,AKR,DB,2,48,24.0,25,0,1,3,3.0,3,0
260,Isaiah McMorris,MOST,WR,2,48,24.0,32,0,0,0,0.0,0,0
260,Kyle Miller,UCLA,WR,3,48,16.0,18,0,0,0,0.0,0,0
265,Chase Farrell,NU,WR,2,47,23.5,26,0,1,0,0.0,0,0
266,JB Price,KSU,RB,2,46,23.0,26,0,0,0,0.0,0,0
266,D.J. McKinney,UNM,RB,3,46,15.3,23,0,5,73,14.6,49,1
268,Cedric Hawkins,ARST,RB,3,45,15.0,27,0,0,0,0.0,0,0
268,Chris Wheatley-Humphrey,MIA,RB,3,45,15.0,19,0,0,0,0.0,0,0
268,Ed Small,TCU,WR,2,45,22.5,24,0,1,0,0.0,0,0
268,King Miller,USC,RB,2,45,22.5,25,0,0,0,0.0,0,0
268,Eric Willis III,UTEP,WR,2,45,22.5,23,0,15,88,5.9,23,0
273,Gavin Freeman,OKST,WR,3,44,14.7,30,0,17,68,4.0,16,0
273,Sterling Lockett,KSU,WR,2,44,22.0,23,0,13,56,4.3,22,0
273,Ian Foster,USM,S,2,44,22.0,32,0,0,0,0.0,0,0
276,Quincy Craig,ARIZ,RB,2,43,21.5,23,0,0,0,0.0,0,0
276,Landen Lucas,TLSA,TE,5,43,8.6,15,0,0,0,0.0,0,0
276,Amari Brundidge,UAB,RB,3,43,14.3,32,0,0,0,0.0,0,0
279,Michael Allen,BAY,S,2,42,21.0,26,0,0,0,0.0,0,0
280,Tyler Brown,CLEM,WR,2,41,20.5,22,0,0,0,0.0,0,0
280,Matthew McDoom,CIN,CB,2,41,20.5,23,0,0,0,0.0,0,0
282,Greg Desrosiers Jr.,MEM,RB,3,40,13.3,17,0,0,0,0.0,0,0
282,Kaleb Mathis,COLO,WR,3,40,13.3,24,0,0,0,0.0,0,0
282,Xe'ree Alexander,WASH,LB,2,40,20.0,22,0,0,0,0.0,0,0
285,Alex Broome,BC,RB,2,39,19.5,26,0,0,0,0.0,0,0
285,Tykeem Wallace,KENN,WR,2,39,19.5,22,0,0,0,0.0,0,0
285,Liam Thorpe,STAN,WR,2,39,19.5,21,0,4,31,7.8,26,0
288,George Pettaway,JMU,RB,2,38,19.0,24,0,0,0,0.0,0,0
288,Michael Pettway,JVST,WR,2,38,19.0,21,0,5,16,3.2,11,0
288,Cam Pickett,KU,WR,1,38,38.0,38,0,0,0,0.0,0,0
288,VJ Wilkins,BC,WR,2,38,19.0,21,0,0,0,0.0,0,0
288,Kameron Courtney,UVA,WR,1,38,38.0,38,0,3,19,6.3,15,0
293,Will Nixon,SYR,RB,3,37,12.3,19,0,0,0,0.0,0,0
293,Jadyn Marshall,UCLA,DB,2,37,18.5,19,0,0,0,0.0,0,0
293,Joshua Franklin,WMU,DB,2,37,18.5,26,0,6,82,13.7,30,0
293,Devonte Lyons,FIU,RB,2,37,18.5,24,0,0,0,0.0,0,0
293,Duncan Brune,OHIO,RB,2,37,18.5,20,0,0,0,0.0,0,0
298,Javon McIntyre,PITT,DB,1,36,36.0,36,0,0,0,0.0,0,0
298,Anthony Woods,UCLA,RB,2,36,18.0,19,0,0,0,0.0,0,0
298,Tyshawn Russell,SYR,WR,2,36,18.0,24,0,0,0,0.0,0,0
298,Jacob Emmers,TLSA,WR,3,36,12.0,20,0,0,0,0.0,0,0
302,John Howse IV,MTSU,S,1,35,35.0,35,0,0,0,0.0,0,0
302,Raleek Brown,ASU,RB,2,35,17.5,24,0,2,31,15.5,28,0
302,Kyle Parker,LSU,WR,2,35,17.5,19,0,0,0,0.0,0,0
302,Rico Scott,ALA,WR,3,35,11.7,17,0,0,0,0.0,0,0
302,Jelani Watkins,LSU,WR,2,35,17.5,21,0,0,0,0.0,0,0
302,Sione Moa,BYU,RB,1,35,35.0,35,0,0,0,0.0,0,0
308,Cam Davis,MINN,RB,2,34,17.0,17,0,0,0,0.0,0,0
308,Terrance Gibbs,GASO,RB,1,34,34.0,34,0,0,0,0.0,0,0
308,Jamarion Morrow,TA&M,RB,2,34,17.0,30,0,0,0,0.0,0,0
308,Willie McCoy III,UTSA,WR,2,34,17.0,19,0,0,0,0.0,0,0
308,Cornell Hatcher Jr.,ORST,RB,2,34,17.0,23,0,0,0,0.0,0,0
308,Will Henderson III,UTSA,RB,2,34,17.0,18,0,0,0,0.0,0,0
314,Kyre Duplessis,DEL,WR,2,33,16.5,17,0,3,73,24.3,68,1
314,Samuel Singleton Jr.,FSU,RB,2,33,16.5,18,0,0,0,0.0,0,0
314,George Hart III,WKU,RB,1,33,33.0,33,0,0,0,0.0,0,0
314,Jamar Searcy,WAKE,RB,2,33,16.5,17,0,0,0,0.0,0,0
318,Christian Leary,WMU,WR,2,32,16.0,29,0,0,0,0.0,0,0
318,Terrell Crosby Jr.,TOL,WR,1,32,32.0,32,0,0,0,0.0,0,0
318,Jordyn Bailey,TCU,WR,2,32,16.0,20,0,0,0,0.0,0,0
318,Jackson Grier,APP,WR,1,32,32.0,32,0,1,-2,-2.0,0,0
318,Eli Potts,TLSA,WR,1,32,32.0,32,0,0,0,0.0,0,0
318,Deshaun Buchanan,UNM,RB,2,32,16.0,18,0,0,0,0.0,0,0
318,Dominic Knicely,CCU,RB,3,32,10.7,16,0,0,0,0.0,0,0
