season,team,institution_key,name,position,height,weight,stars,rating,status,from_school,to_school,profile_url
2018,Akron,24065,Jonah Morris,S,"6'4""",198 lbs,3,0.8700,Enrolled,Indiana,Akron,https://247sports.com/player/jonah-morris-76420/college-181187/
2018,Alabama,24096,VanDarius Cowan,OLB,"6'4""",236 lbs,4,0.9500,Enrolled,Alabama,West Virginia,https://247sports.com/player/vandarius-cowan-76154/college-194695/
2018,Arizona,24087,Elijah Ruiz,LB,"6'3""",225 lbs,0,( N/A ),Committed,Arizona,UTEP,https://247sports.com/player/elijah-ruiz-46116932/college-266802/
2018,Arizona State,24088,Grant Miles,TE,"6'5""",230 lbs,2,0.7500,Enrolled,New Mexico State,Arizona State,https://247sports.com/player/grant-miles-46047096/college-242356/
2018,Arizona State,24088,Casey Tucker,OT,"6'6""",300 lbs,4,0.9000,Enrolled,Stanford,Arizona State,https://247sports.com/player/casey-tucker-20416/college-154355/
2018,Charlotte,24318,LaDamion Hunt,CB,"6'0""",185 lbs,3,0.8000,Enrolled,Indiana,Charlotte,https://247sports.com/player/ladamion-hunt-85181/college-202932/
2018,East Carolina,24050,Jonathan Johnson,WR,"6'3""",190 lbs,0,( N/A ),Enrolled,Morgan State,East Carolina,https://247sports.com/player/jonathan-johnson-46086868/college-240685/
2018,Fresno State,24118,Kyle Lindquist,PRO,"6'4""",212 lbs,2,0.7800,Enrolled,Fresno State,Butte College,https://247sports.com/player/kyle-lindquist-62923/college-206594/
2018,Georgia State,24332,Evan Jones,CB,"6'2""",185 lbs,2,0.7800,Enrolled,Illinois,Georgia State,https://247sports.com/player/evan-jones-79785/college-182866/
2018,Georgia Tech,24011,Jack DeFoor,OT,"6'5""",302 lbs,3,0.8600,Enrolled,Ole Miss,Georgia Tech,https://247sports.com/player/jack-defoor-31836/college-253362/
2018,Illinois,24039,Donny Navarro,WR,"5'11""",190 lbs,0,( N/A ),Enrolled,Valparaiso,Illinois,https://247sports.com/player/donny-navarro-46082908/college-233413/
2018,Illinois,24039,Evan Jones,CB,"6'2""",185 lbs,2,0.7800,Enrolled,Illinois,Georgia State,https://247sports.com/player/evan-jones-79785/college-182866/
2018,Illinois,24039,Tre Watson,ILB,"6'2""",230 lbs,2,0.7800,Enrolled,Illinois,Maryland,https://247sports.com/player/tre-watson-24936/college-232119/
2018,Indiana,24040,Jonah Morris,S,"6'4""",198 lbs,3,0.8700,Enrolled,Indiana,Akron,https://247sports.com/player/jonah-morris-76420/college-181187/
2018,Indiana,24040,LaDamion Hunt,CB,"6'0""",185 lbs,3,0.8000,Enrolled,Indiana,Charlotte,https://247sports.com/player/ladamion-hunt-85181/college-202932/
