season,team,institution_key,name,position,height,weight,stars,rating,status,from_school,to_school,profile_url
2023,Akron,24065,Keon Kindred,OT,"6'5""",290 lbs,3,0.8300,Enrolled,Maryland,Akron,https://247sports.com/player/keon-kindred-46098251/college-285814/
2023,Akron,24065,Dakota Thomas,WR,"6'1""",190 lbs,3,0.8600,Committed,Western Kentucky,Akron,https://247sports.com/player/dakota-thomas-46039183/college-256504/
2023,Akron,24065,Lorenzo Lingard,RB,"6'0""",190 lbs,3,0.8600,Enrolled,Florida,Akron,https://247sports.com/player/lorenzo-lingard-80285/college-252559/
2023,Akron,24065,Ali Barkley,RB,"6'1""",220 lbs,2,0.7900,Enrolled,Temple,Akron,https://247sports.com/player/ali-barkley-46054497/college-270641/
2023,Akron,24065,Joey Hunter,CB,"6'0""",197 lbs,3,0.8500,Enrolled,South Carolina,Akron,https://247sports.com/player/joey-hunter-46081027/college-252296/
2023,Akron,24065,Terray Jones,DL,"6'1""",280 lbs,0,( N/A ),Enrolled,Tennessee State,Akron,https://247sports.com/player/terray-jones-46052998/college-302189/
2023,Akron,24065,Judson Tallandier,CB,"6'2""",180 lbs,3,0.8400,Enrolled,Pittsburgh,Akron,https://247sports.com/player/judson-tallandier-45572521/college-222131/
2023,Akron,24065,Dontae Pollard,CB,"5'11""",170 lbs,0,( N/A ),Enrolled,Akron,Samford,https://247sports.com/player/dontae-pollard-46156539/college-331582/
2023,Akron,24065,Cameron Wiley,RB,"6'2""",210 lbs,3,0.8500,N/A,Akron,N/A,https://247sports.com/player/cameron-wiley-46041359/college-287644/
2023,Akron,24065,Ravontae Holt,DL,"6'4""",260 lbs,2,0.7500,N/A,Akron,N/A,https://247sports.com/player/ravontae-holt-46037753/college-294568/
2023,Akron,24065,Max Banes,OT,"6'5""",307 lbs,2,0.7900,Enrolled,Akron,Houston,https://247sports.com/player/max-banes-83106/college-287640/
2023,Akron,24065,Ryan Beckman,IOL,"6'3""",285 lbs,3,0.8300,Enrolled,Akron,East Carolina,https://247sports.com/player/ryan-beckman-46140647/college-294480/
2023,Akron,24065,Owen Murphy,OT,"6'6""",300 lbs,2,0.7900,Enrolled,Akron,East Carolina,https://247sports.com/player/owen-murphy-46081026/college-294478/
2023,Akron,24065,Tony Grimes,WR,"5'7""",158 lbs,0,( N/A ),N/A,Akron,N/A,https://247sports.com/player/tony-grimes-46051398/college-256564/
2023,Akron,24065,Xavior Gray,OT,"6'9""",330 lbs,0,( N/A ),Enrolled,Akron,Liberty,https://247sports.com/player/xavior-gray-46080011/college-290764/
2023,Akron,24065,Randy Cochran,CB,"6'0""",175 lbs,2,0.7700,N/A,Akron,N/A,https://247sports.com/player/randy-cochran-46081010/college-289527/
2023,Akron,24065,Jonzell Norrils,RB,"6'0""",200 lbs,2,0.7800,N/A,Akron,N/A,https://247sports.com/player/jonzell-norrils-46097214/college-256574/
2023,Akron,24065,Ronald Jackson Jr.,S,"6'0""",185 lbs,2,0.7900,Enrolled,Akron,Montana,https://247sports.com/player/ronald-jackson-jr-46053431/college-256567/
2023,Akron,24065,Jeslord Boateng,LB,"6'2""",210 lbs,3,0.8700,Enrolled,Akron,Louisiana Tech,https://247sports.com/player/jeslord-boateng-46036356/college-289431/
2023,Akron,24065,Charles Amankwaa,CB,"5'11""",180 lbs,3,0.8500,Enrolled,Akron,Rutgers,https://247sports.com/player/charles-amankwaa-46098187/college-256556/
2023,Alabama,24096,Trey Amos,CB,"6'1""",197 lbs,3,0.8900,Enrolled,Louisiana,Alabama,https://247sports.com/player/trey-amos-46078836/college-252166/
2023,Alabama,24096,Tyler Buchner,QB,"6'2""",205 lbs,3,0.8800,Enrolled,Notre Dame,Alabama,https://247sports.com/player/tyler-buchner-46047388/college-261685/
2023,Alabama,24096,Jaylen Key,S,"6'2""",185 lbs,3,0.8900,Enrolled,UAB,Alabama,https://247sports.com/player/jaylen-key-46041106/college-222599/
2023,Alabama,24096,Trezmen Marshall,LB,"6'1""",230 lbs,4,0.9100,Enrolled,Georgia,Alabama,https://247sports.com/player/trezmen-marshall-94052/college-235617/
2023,Alabama,24096,CJ Dippre,TE,"6'5""",245 lbs,4,0.9200,Enrolled,Maryland,Alabama,https://247sports.com/player/cj-dippre-46093562/college-262310/
2023,Alabama,24096,Jamil Burroughs,DL,"6'2""",323 lbs,3,0.8900,Enrolled,Alabama,Miami,https://247sports.com/player/jamil-burroughs-46042607/college-252047/
2023,Alabama,24096,Chase Allen,K,"6'2""",188 lbs,0,( N/A ),Enrolled,Alabama,UTSA,https://247sports.com/player/chase-allen-46094005/college-255016/
2023,Alabama,24096,Tre'Quon Fegans,CB,"6'1""",181 lbs,4,0.9000,Enrolled,Alabama,USC,https://247sports.com/player/trequon-fegans-46058489/college-275052/
2023,Alabama,24096,Jahquez Robinson,CB,"6'1""",190 lbs,3,0.8600,Enrolled,Alabama,Colorado,https://247sports.com/player/jahquez-robinson-46047835/college-246002/
2023,Alabama,24096,Elijah Brown,TE,"6'5""",250 lbs,3,0.8800,Enrolled,Alabama,Florida Atlantic,https://247sports.com/player/elijah-brown-46101158/college-275201/
2023,Alabama,24096,Demouy Kennedy,LB,"6'3""",215 lbs,4,0.9100,Enrolled,Alabama,Colorado,https://247sports.com/player/demouy-kennedy-46054124/college-246001/
2023,Alabama,24096,Tyler Harrell,WR,"6'0""",165 lbs,3,0.8900,Enrolled,Alabama,Miami,https://247sports.com/player/tyler-harrell-93966/college-282152/
2023,Alabama,24096,Aaron Anderson,WR,"5'9""",185 lbs,4,0.9100,Enrolled,Alabama,LSU,https://247sports.com/player/aaron-anderson-46093790/college-275204/
2023,Alabama,24096,Javion Cohen,IOL,"6'5""",295 lbs,4,0.9400,Enrolled,Alabama,Miami,https://247sports.com/player/javion-cohen-46055335/college-252027/
2023,Alabama,24096,Tommy Brockermeyer,OT,"6'5""",292 lbs,4,0.9100,Enrolled,Alabama,TCU,https://247sports.com/player/tommy-brockermeyer-46040211/college-260645/
2023,Alabama,24096,JoJo Earle,WR,"5'9""",170 lbs,4,0.9100,Enrolled,Alabama,TCU,https://247sports.com/player/jojo-earle-46052279/college-266266/
2023,Alabama,24096,Christian Leary,WR,"5'10""",185 lbs,3,0.8900,Enrolled,Alabama,Georgia Tech,https://247sports.com/player/christian-leary-46082014/college-260654/
2023,Alabama,24096,Damieon George Jr.,OT,"6'6""",348 lbs,3,0.8900,Enrolled,Alabama,Florida,https://247sports.com/player/damieon-george-jr-46050364/college-252050/
2023,Alabama,24096,Amari Kight,OT,"6'6""",315 lbs,3,0.8600,Enrolled,Alabama,UCF,https://247sports.com/player/amari-kight-46040024/college-235577/
2023,Alabama,24096,Traeshon Holden,WR,"6'3""",195 lbs,4,0.9100,Enrolled,Alabama,Oregon,https://247sports.com/player/traeshon-holden-46052218/college-246000/
2023,Alabama,24096,Jacoby Boykins,WR,"5'11""",182 lbs,0,( N/A ),Committed,Alabama,Abilene Christian,https://247sports.com/player/jacoby-boykins-46098177/college-269980/
2023,Alabama,24096,Tanner Bowles,IOL,"6'5""",280 lbs,4,0.9000,Enrolled,Alabama,Kentucky,https://247sports.com/player/tanner-bowles-46037415/college-235589/
2023,Alabama,24096,Khyree Jackson,CB,"6'3""",197 lbs,3,0.8900,Enrolled,Alabama,Oregon,https://247sports.com/player/khyree-jackson-46083779/college-266267/
2023,Alabama,24096,Trey Sanders,RB,"6'0""",214 lbs,3,0.8900,Enrolled,Alabama,TCU,https://247sports.com/player/trey-sanders-89303/college-236652/
2023,Alabama,24096,Jack Martin,P,"6'0""",180 lbs,2,0.7500,Enrolled,Alabama,Houston,https://247sports.com/player/jack-martin-46057709/college-285059/
2023,Alabama,24096,Braylen Ingraham,DL,"6'4""",291 lbs,3,0.8400,Enrolled,Alabama,Syracuse,https://247sports.com/player/braylen-ingraham-90371/college-236571/
2023,Appalachian State,24224,Joseph Solomon,OT,"6'5""",280 lbs,2,0.7900,Enrolled,Tulane,Appalachian State,https://247sports.com/player/joseph-solomon-46059550/college-256040/
2023,Appalachian State,24224,Thomas Davis,Edge,"6'2""",220 lbs,3,0.8700,Enrolled,Miami,Appalachian State,https://247sports.com/player/thomas-davis-46100112/college-262016/
2023,Appalachian State,24224,Griffin Scroggs,IOL,"6'4""",315 lbs,3,0.8400,Enrolled,Georgia,Appalachian State,https://247sports.com/player/griffin-scroggs-46079359/college-275446/
2023,Appalachian State,24224,Logan Ridolph,OT,"6'5""",290 lbs,0,( N/A ),Enrolled,Missouri State,Appalachian State,https://247sports.com/player/logan-ridolph-46142007/college-297254/
2023,Appalachian State,24224,Thornton Gentry,OT,"6'4""",315 lbs,3,0.8700,Enrolled,NC State,Appalachian State,https://247sports.com/player/thornton-gentry-46084056/college-262718/
2023,Appalachian State,24224,EJ Jackson,CB,"6'0""",170 lbs,3,0.8400,Enrolled,Marshall,Appalachian State,https://247sports.com/player/ej-jackson-46040681/college-241285/
2023,Appalachian State,24224,Jack Murphy,OT,"6'4""",291 lbs,0,( N/A ),Enrolled,Marshall,Appalachian State,https://247sports.com/player/jack-murphy-89027/college-256250/
2023,Appalachian State,24224,Maquel Haywood,RB,"5'8""",190 lbs,0,( N/A ),Enrolled,Navy,Appalachian State,https://247sports.com/player/maquel-haywood-46085869/college-289875/
2023,Appalachian State,24224,Tyrek Funderburk,CB,"6'0""",185 lbs,0,( N/A ),Enrolled,Richmond,Appalachian State,https://247sports.com/player/tyrek-funderburk-46138296/college-290425/
2023,Appalachian State,24224,Christian Ford,WR,"5'10""",170 lbs,0,( N/A ),Enrolled,Mississippi State,Appalachian State,https://247sports.com/player/christian-ford-46035408/college-255682/
2023,Appalachian State,24224,Michael Fletcher,Edge,"6'5""",260 lbs,4,0.9000,Enrolled,Michigan State,Appalachian State,https://247sports.com/player/michael-fletcher-46048578/college-238509/
2023,Appalachian State,24224,Makai Jackson,WR,"6'0""",190 lbs,0,( N/A ),Enrolled,Saint Francis (PA),Appalachian State,https://247sports.com/player/makai-jackson-46137826/college-289565/
2023,Appalachian State,24224,Shawn Collins,DL,"6'5""",250 lbs,3,0.8200,Enrolled,Rutgers,Appalachian State,https://247sports.com/player/shawn-collins-46083950/college-262599/
2023,Appalachian State,24224,Jarrett Paul,S,"6'1""",197 lbs,3,0.8200,Enrolled,Kansas,Appalachian State,https://247sports.com/player/jarrett-paul-85415/college-287356/
2023,Appalachian State,24224,Jalen McLeod,LB,"6'2""",220 lbs,3,0.8600,Enrolled,Appalachian State,Auburn,https://247sports.com/player/jalen-mcleod-46084452/college-254256/
2023,Appalachian State,24224,Troy Everett,IOL,"6'3""",280 lbs,3,0.8700,Enrolled,Appalachian State,Oklahoma,https://247sports.com/player/troy-everett-46099598/college-266765/
2023,Appalachian State,24224,Colston Powers,OT,"6'4""",285 lbs,3,0.8500,N/A,Appalachian State,N/A,https://247sports.com/player/colston-powers-46055629/college-260976/
2023,Appalachian State,24224,Brady McBride,QB,"6'0""",189 lbs,3,0.8100,N/A,Appalachian State,N/A,https://247sports.com/player/brady-mcbride-86193/college-287076/
2023,Appalachian State,24224,DC Tabscott,QB,"6'2""",201 lbs,3,0.8400,Enrolled,Appalachian State,New Mexico,https://247sports.com/player/dc-tabscott-46057068/college-260979/
2023,Appalachian State,24224,Jaquan Lowman,S,"6'1""",175 lbs,0,( N/A ),N/A,Appalachian State,N/A,https://247sports.com/player/jaquan-lowman-46086872/college-266771/
2023,Appalachian State,24224,Jourdan Heilig,LB,"6'2""",200 lbs,3,0.8200,N/A,Appalachian State,N/A,https://247sports.com/player/jourdan-heilig-46055725/college-229320/
2023,Appalachian State,24224,Jonathan Streeter,CB,"5'11""",175 lbs,3,0.8400,Committed,Appalachian State,Campbell,https://247sports.com/player/jonathan-streeter-46101673/college-266774/
2023,Appalachian State,24224,Jamar Rucks,DL,"6'2""",255 lbs,3,0.8400,Enrolled,Appalachian State,Kennesaw State,https://247sports.com/player/jamar-rucks-46081538/college-254253/
2023,Appalachian State,24224,Connor Barry,QB,"6'1""",205 lbs,0,( N/A ),Enrolled,Appalachian State,Christopher Newport,https://247sports.com/player/connor-barry-46116660/college-353147/
2023,Appalachian State,24224,KeSean Brown,LB,"6'2""",210 lbs,3,0.8000,Enrolled,Appalachian State,Marshall,https://247sports.com/player/kesean-brown-46057807/college-237837/
2023,Appalachian State,24224,Christian Wells,WR,"6'1""",170 lbs,3,0.8600,Enrolled,Appalachian State,UMass,https://247sports.com/player/christian-wells-46055268/college-237845/
2023,Appalachian State,24224,Luke Smith,DL,"6'1""",290 lbs,2,0.7800,Committed,Appalachian State,East Tennessee State,https://247sports.com/player/luke-smith-75627/college-229323/
2023,Appalachian State,24224,Kaleb Dawson,S,"6'0""",205 lbs,2,0.7700,N/A,Appalachian State,N/A,https://247sports.com/player/kaleb-dawson-46042325/college-220825/
2023,Appalachian State,24224,Da'Shawn Brown,WR,"6'1""",170 lbs,3,0.8100,Committed,Appalachian State,Alabama A&M,https://247sports.com/player/dashawn-brown-46101086/college-260972/
2023,Arizona,24087,Taylor Upshaw,Edge,"6'4""",246 lbs,3,0.8700,Enrolled,Colorado,Arizona,https://247sports.com/player/taylor-upshaw-46035351/college-293540/
2023,Arizona,24087,Montana Lemonious-Craig,WR,"6'2""",185 lbs,4,0.9100,Enrolled,Colorado,Arizona,https://247sports.com/player/montana-lemonious-craig-46080532/college-255603/
2023,Arizona,24087,Sio Nofoagatoto'a,DL,"6'3""",315 lbs,3,0.8400,Enrolled,Indiana,Arizona,https://247sports.com/player/sio-nofoagatotoa-46052258/college-237096/
2023,Arizona,24087,Daniel Heimuli,LB,"6'0""",230 lbs,3,0.8600,Enrolled,Washington,Arizona,https://247sports.com/player/daniel-heimuli-46046827/college-238092/
2023,Arizona,24087,Bill Norton,DL,"6'6""",285 lbs,3,0.8800,Enrolled,Georgia,Arizona,https://247sports.com/player/bill-norton-46041127/college-236624/
2023,Arizona,24087,Justin Flowe,LB,"6'2""",225 lbs,4,0.9100,Enrolled,Oregon,Arizona,https://247sports.com/player/justin-flowe-46038116/college-252924/
2023,Arizona,24087,Orin Patu,LB,"6'4""",200 lbs,3,0.8500,Enrolled,California,Arizona,https://247sports.com/player/orin-patu-46052920/college-240719/
2023,Arizona,24087,Tyler Manoa,DL,"6'4""",303 lbs,3,0.8500,Enrolled,UCLA,Arizona,https://247sports.com/player/tyler-manoa-94616/college-220590/
2023,Arizona,24087,Isaiah Rutherford,CB,"6'0""",192 lbs,3,0.8700,Enrolled,Arizona,UMass,https://247sports.com/player/isaiah-rutherford-46043001/college-260478/
2023,Arizona,24087,Matthew Weerts,LB,"6'2""",217 lbs,3,0.8300,N/A,Arizona,N/A,https://247sports.com/player/matthew-weerts-46094044/college-269740/
2023,Arizona,24087,Evan Branch-Haynes,DL,"6'2""",270 lbs,3,0.8000,N/A,Arizona,N/A,https://247sports.com/player/evan-branch-haynes-46080957/college-269723/
2023,Arizona,24087,Eddie Siaumau,DL,"6'3""",254 lbs,3,0.8200,N/A,Arizona,N/A,https://247sports.com/player/eddie-siaumau-46048199/college-238824/
2023,Arizona,24087,Jerry Roberts,LB,"6'2""",230 lbs,3,0.8200,Enrolled,Arizona,UMass,https://247sports.com/player/jerry-roberts-46038688/college-273265/
2023,Arizona,24087,James Bohls,RB,"6'0""",195 lbs,3,0.8800,N/A,Arizona,N/A,https://247sports.com/player/james-bohls-46054888/college-269722/
2023,Arizona,24087,Kevon Garcia,Edge,"6'2""",215 lbs,3,0.8500,N/A,Arizona,N/A,https://247sports.com/player/kevon-garcia-46100555/college-269729/
2023,Arizona,24087,Malik Reed,LB,"6'2""",220 lbs,3,0.8800,N/A,Arizona,N/A,https://247sports.com/player/malik-reed-46055685/college-270222/
2023,Arizona,24087,Christian Roland-Wallace,CB,"5'11""",198 lbs,4,0.9200,Enrolled,Arizona,USC,https://247sports.com/player/christian-roland-wallace-46056115/college-238818/
2023,Arizona,24087,Anthony Simpson,ATH,"5'10""",180 lbs,3,0.8200,Enrolled,Arizona,UMass,https://247sports.com/player/anthony-simpson-46050922/college-269737/
2023,Arizona,24087,Dion Wilson Jr.,DL,"6'5""",260 lbs,3,0.8700,Enrolled,Arizona,New Mexico State,https://247sports.com/player/dion-wilson-jr-46083518/college-256151/
2023,Arizona,24087,Adama Fall,CB,"6'2""",195 lbs,0,( N/A ),N/A,Arizona,N/A,https://247sports.com/player/adama-fall-46098834/college-256132/
2023,Arizona,24087,Shontrail Key,DL,"6'7""",250 lbs,3,0.8300,N/A,Arizona,N/A,https://247sports.com/player/shontrail-key-46093942/college-256136/
2023,Arizona,24087,Jalen John,RB,"5'11""",210 lbs,3,0.8100,Enrolled,Arizona,UMass,https://247sports.com/player/jalen-john-46041316/college-256135/
2023,Arizona,24087,Jermaine Wiggins Jr,ATH,"6'4""",230 lbs,3,0.8200,Enrolled,Arizona,UMass,https://247sports.com/player/jermaine-wiggins-jr-46057568/college-281179/
2023,Arizona,24087,Woody Jean,OT,"6'4""",287 lbs,3,0.8200,Enrolled,Arizona,Florida Atlantic,https://247sports.com/player/woody-jean-46052379/college-248759/
2023,Arizona,24087,Jamarye Joiner,WR,"6'3""",205 lbs,3,0.8800,N/A,Arizona,N/A,https://247sports.com/player/jamarye-joiner-82380/college-220553/
2023,Arizona,24087,Jaxen Turner,S,"6'2""",175 lbs,3,0.8800,Enrolled,Arizona,UNLV,https://247sports.com/player/jaxen-turner-46038172/college-238817/
2023,Arizona,24087,Dorian Singer,WR,"6'0""",172 lbs,4,0.9200,Enrolled,Arizona,USC,https://247sports.com/player/dorian-singer-46086807/college-269738/
2023,Arizona,24087,Tyler Martin,LB,"6'3""",238 lbs,3,0.8400,Enrolled,Arizona,UMass,https://247sports.com/player/tyler-martin-46056437/college-285989/
2023,Arizona,24087,Alex Lines,TE,"6'4""",235 lbs,3,0.8700,N/A,Arizona,N/A,https://247sports.com/player/alex-lines-46058321/college-270560/
2023,Arizona,24087,Paris Shand,DL,"6'5""",240 lbs,4,0.9100,Enrolled,Arizona,LSU,https://247sports.com/player/paris-shand-46094715/college-256145/
2023,Arizona,24087,Kyon Barrs,DL,"6'3""",285 lbs,3,0.8900,Enrolled,Arizona,USC,https://247sports.com/player/kyon-barrs-46056333/college-240692/
2023,Arizona,24087,Kolbe Cage,LB,"6'1""",205 lbs,3,0.8500,Enrolled,Arizona,Southern Miss,https://247sports.com/player/kolbe-cage-46099812/college-269724/
2023,Arizona,24087,Jordan McCloud,QB,"6'0""",193 lbs,2,0.7700,Enrolled,Arizona,James Madison,https://247sports.com/player/jordan-mccloud-80328/college-269588/
2023,Arizona,24087,JB Brown,DL,"6'2""",222 lbs,3,0.8600,Enrolled,Arizona,UMass,https://247sports.com/player/jb-brown-77610/college-204431/
2023,Arizona State,24088,Demetries Ford,CB,"5'8""",160 lbs,0,( N/A ),Committed,Austin Peay,Arizona State,https://247sports.com/player/demetries-ford-46036874/college-301398/
2023,Arizona State,24088,Jordyn Tyson,WR,"6'0""",170 lbs,4,0.9100,Enrolled,Colorado,Arizona State,https://247sports.com/player/jordyn-tyson-46114254/college-285020/
2023,Arizona State,24088,Cade Briggs,IOL,"6'3""",305 lbs,3,0.8300,Enrolled,Texas Tech,Arizona State,https://247sports.com/player/cade-briggs-46053921/college-283183/
2023,Arizona State,24088,Sione Finau,IOL,"6'3""",300 lbs,3,0.8400,Enrolled,Purdue,Arizona State,https://247sports.com/player/sione-finau-46056982/college-285437/
2023,Arizona State,24088,Juwan Mitchell,LB,"6'1""",235 lbs,3,0.8300,Enrolled,Tennessee,Arizona State,https://247sports.com/player/juwan-mitchell-92584/college-266542/
2023,Arizona State,24088,Ian Shewell,DL,"6'3""",248 lbs,3,0.8400,Enrolled,New Mexico,Arizona State,https://247sports.com/player/ian-shewell-46098822/college-257153/
2023,Arizona State,24088,Cam Skattebo,RB,"5'10""",200 lbs,3,0.8800,Enrolled,Sacramento State,Arizona State,https://247sports.com/player/cam-skattebo-46080548/college-289606/
2023,Arizona State,24088,Jake Smith,WR,"6'0""",200 lbs,3,0.8500,Enrolled,USC,Arizona State,https://247sports.com/player/jake-smith-46047516/college-270670/
2023,Arizona State,24088,Leif Fautanu,IOL,"6'2""",290 lbs,3,0.8500,Enrolled,UNLV,Arizona State,https://247sports.com/player/leif-fautanu-46054288/college-241797/
2023,Arizona State,24088,Clayton Smith,Edge,"6'5""",228 lbs,3,0.8900,Enrolled,Oklahoma,Arizona State,https://247sports.com/player/clayton-smith-46055978/college-261781/
2023,Arizona State,24088,Krew Jackson,LB,"6'5""",204 lbs,3,0.8600,Enrolled,Kansas State,Arizona State,https://247sports.com/player/krew-jackson-46095130/college-269141/
2023,Arizona State,24088,Tate Romney,LB,"6'2""",200 lbs,3,0.8500,Enrolled,BYU,Arizona State,https://247sports.com/player/tate-romney-46055994/college-286486/
2023,Arizona State,24088,Troy Omeire,WR,"6'3""",227 lbs,3,0.8700,Enrolled,Texas,Arizona State,https://247sports.com/player/troy-omeire-46051486/college-247000/
2023,Arizona State,24088,Prince Dorbah,Edge,"6'3""",232 lbs,3,0.8600,Enrolled,Texas,Arizona State,https://247sports.com/player/prince-dorbah-46048851/college-253438/
2023,Arizona State,24088,Xavion Alford,S,"6'0""",190 lbs,3,0.8900,Enrolled,USC,Arizona State,https://247sports.com/player/xavion-alford-46051445/college-260343/
2023,Arizona State,24088,Aaron Frost,OT,"6'5""",294 lbs,4,0.9000,Enrolled,Nevada,Arizona State,https://247sports.com/player/aaron-frost-46043068/college-224241/
2023,Arizona State,24088,Tristan Monday,DL,"6'4""",276 lbs,3,0.8600,Enrolled,Wisconsin,Arizona State,https://247sports.com/player/tristan-monday-46097668/college-285092/
2023,Arizona State,24088,Shamari Simmons,CB,"5'11""",165 lbs,3,0.8800,Enrolled,Austin Peay,Arizona State,https://247sports.com/player/shamari-simmons-46058688/college-289582/
2023,Arizona State,24088,Jacob Conover,QB,"6'1""",205 lbs,3,0.8600,Enrolled,BYU,Arizona State,https://247sports.com/player/jacob-conover-46037707/college-286473/
2023,Arizona State,24088,Bram Walden,OT,"6'4""",270 lbs,3,0.8900,Enrolled,Oregon,Arizona State,https://247sports.com/player/bram-walden-46055225/college-262335/
2023,Arizona State,24088,Drew Pyne,QB,"6'0""",194 lbs,3,0.8800,Enrolled,Notre Dame,Arizona State,https://247sports.com/player/drew-pyne-88572/college-252745/
2023,Arizona State,24088,Dashaun Mallory,DL,"6'3""",310 lbs,3,0.8900,Enrolled,Michigan State,Arizona State,https://247sports.com/player/dashaun-mallory-46041357/college-223414/
2023,Arizona State,24088,DeCarlos Brooks,RB,"5'9""",188 lbs,3,0.8500,Enrolled,California,Arizona State,https://247sports.com/player/decarlos-brooks-46046606/college-240703/
2023,Arizona State,24088,Travion Brown,LB,"6'3""",230 lbs,3,0.8400,Enrolled,Washington State,Arizona State,https://247sports.com/player/travion-brown-46046883/college-238790/
2023,Arizona State,24088,Josh Carlson,P,"6'0""",185 lbs,2,0.7900,Enrolled,New Mexico State,Arizona State,https://247sports.com/player/josh-carlson-46137791/college-289508/
2023,Arizona State,24088,Sam Benjamin,DL,"6'5""",260 lbs,3,0.8500,Enrolled,Idaho State,Arizona State,https://247sports.com/player/sam-benjamin-46138219/college-290306/
2023,Arizona State,24088,Ben Coleman,OT,"6'3""",300 lbs,3,0.8600,Enrolled,California,Arizona State,https://247sports.com/player/ben-coleman-46046882/college-240706/
2023,Arizona State,24088,Slater Zellers,LS,"6'1""",220 lbs,2,0.7700,Enrolled,California,Arizona State,https://247sports.com/player/slater-zellers-46047988/college-222235/
2023,Arizona State,24088,Dario Longhetto,K,"6'0""",185 lbs,2,0.7900,Enrolled,California,Arizona State,https://247sports.com/player/dario-longhetto-46138332/college-290630/
2023,Arizona State,24088,Xavier Guillory,WR,"6'3""",195 lbs,3,0.8900,Enrolled,Idaho State,Arizona State,https://247sports.com/player/xavier-guillory-46046542/college-289257/
2023,Arizona State,24088,Melquan Stovall,WR,"5'9""",180 lbs,3,0.8700,Enrolled,Colorado State,Arizona State,https://247sports.com/player/melquan-stovall-90125/college-287544/
2023,Arizona State,24088,Juwan Mitchell,LB,"6'1""",235 lbs,3,0.8300,Enrolled,Arizona State,Colorado,https://247sports.com/player/juwan-mitchell-92584/college-300731/
2023,Arizona State,24088,Brandon McElroy,DL,"6'5""",310 lbs,0,( N/A ),Enrolled,Arizona State,Marshall,https://247sports.com/player/brandon-mcelroy-46148074/college-310859/
2023,Arizona State,24088,Jake Newell,TE,"6'5""",220 lbs,3,0.8800,Enrolled,Arizona State,Akron,https://247sports.com/player/jake-newell-46099936/college-285975/
2023,Arizona State,24088,Ralph Frias,OT,"6'7""",305 lbs,3,0.8600,Enrolled,Arizona State,Utah State,https://247sports.com/player/ralph-frias-78182/college-220513/
2023,Arizona State,24088,Dylan Hall,DL,"6'5""",250 lbs,3,0.8500,N/A,Arizona State,N/A,https://247sports.com/player/dylan-hall-46041797/college-281166/
2023,Arizona State,24088,Thomas Le Boucher,OT,"6'5""",305 lbs,0,( N/A ),Committed,Arizona State,Lamar,https://247sports.com/player/thomas-le-boucher-46128133/college-285979/
2023,Arizona State,24088,Danny Valenzuela,IOL,"6'3""",280 lbs,3,0.8400,Enrolled,Arizona State,Texas State,https://247sports.com/player/danny-valenzuela-46129300/college-285981/
2023,Arizona State,24088,Jalil Rivera-Harvey,DL,"6'4""",295 lbs,3,0.8200,Enrolled,Arizona State,Marshall,https://247sports.com/player/jalil-rivera-harvey-46128287/college-285977/
