season,team,institution_key,name,position,height,weight,stars,rating,status,from_school,to_school,profile_url
2022,Air Force,24078,Micah Davis,WR,"5'10""",175 lbs,0,( N/A ),Enrolled,Air Force,Iowa Western C.C.,https://247sports.com/player/micah-davis-46136018/college-285347/
2022,Air Force,24078,Warren Bryan,DUAL,"6'2""",190 lbs,2,0.7700,N/A,Air Force,N/A,https://247sports.com/player/warren-bryan-46039363/college-275527/
2022,Air Force,24078,AJ Snow,QB,"5'11""",192 lbs,2,0.7800,N/A,Air Force,N/A,https://247sports.com/player/aj-snow-46084330/college-275523/
2022,Air Force,24078,Tylan Hines,RB,"5'7""",170 lbs,3,0.8200,Enrolled,Air Force,Hawaii,https://247sports.com/player/tylan-hines-46050676/college-274451/
2022,Air Force,24078,Kaden Meredith,RB,"5'9""",179 lbs,3,0.8400,Committed,Air Force,Sam Houston,https://247sports.com/player/kaden-meredith-46082503/college-275704/
2022,Air Force,24078,Dru Polidore Jr.,CB,"6'1""",170 lbs,3,0.8300,Enrolled,Air Force,Montana State,https://247sports.com/player/dru-polidore-jr-46097238/college-272517/
2022,Air Force,24078,Joshua Sauickie,IOL,"6'3""",285 lbs,3,0.8300,N/A,Air Force,N/A,https://247sports.com/player/joshua-sauickie-46099007/college-273214/
2022,Air Force,24078,Grayson Cook,LB,"6'2""",175 lbs,0,( N/A ),N/A,Air Force,N/A,https://247sports.com/player/grayson-cook-46056653/college-273210/
2022,Air Force,24078,David Chapeau,P,"6'1""",249 lbs,0,( N/A ),Enrolled,Air Force,East Carolina,https://247sports.com/player/david-chapeau-46128996/college-274389/
2022,Akron,24065,Ravontae Holt,DL,"6'4""",260 lbs,2,0.7500,Enrolled,Wyoming,Akron,https://247sports.com/player/ravontae-holt-46037753/college-206741/
2022,Akron,24065,Caden Clark,TE,"6'3""",245 lbs,3,0.8700,Enrolled,Alabama,Akron,https://247sports.com/player/caden-clark-90889/college-260659/
2022,Akron,24065,Anthony Whigan,IOL,"6'4""",320 lbs,4,0.9100,Enrolled,Penn State,Akron,https://247sports.com/player/anthony-whigan-46049919/college-235792/
2022,Akron,24065,Daniel George,WR,"6'1""",210 lbs,4,0.9100,Enrolled,Penn State,Akron,https://247sports.com/player/daniel-george-81376/college-220204/
2022,Akron,24065,Alex Adams,WR,"6'1""",175 lbs,4,0.9000,Enrolled,LSU,Akron,https://247sports.com/player/alex-adams-46080970/college-252083/
2022,Akron,24065,Nate Thompson,S,"6'3""",185 lbs,3,0.8700,Enrolled,Duke,Akron,https://247sports.com/player/nate-thompson-91743/college-219457/
2022,Akron,24065,Clyde Price III,RB,"6'1""",220 lbs,3,0.8400,Enrolled,Kansas State,Akron,https://247sports.com/player/clyde-price-iii-46053432/college-238840/
2022,Akron,24065,Devonte Golden-Nelson,CB,"5'11""",177 lbs,3,0.8600,Enrolled,Memphis,Akron,https://247sports.com/player/devonte-golden-nelson-46057678/college-255989/
2022,Akron,24065,Shocky Jacques-Louis,WR,"6'1""",175 lbs,3,0.8700,Enrolled,Pittsburgh,Akron,https://247sports.com/player/shocky-jacques-louis-93092/college-215928/
2022,Akron,24065,Devon Robinson,DL,"6'6""",260 lbs,3,0.8400,Enrolled,Memphis,Akron,https://247sports.com/player/devon-robinson-46043025/college-274328/
2022,Akron,24065,TJ Banks,TE,"6'5""",260 lbs,3,0.8700,Enrolled,West Virginia,Akron,https://247sports.com/player/tj-banks-94234/college-218980/
2022,Akron,24065,Max Banes,OT,"6'5""",307 lbs,2,0.7900,Enrolled,Houston,Akron,https://247sports.com/player/max-banes-83106/college-221641/
2022,Akron,24065,Curtis Harper,DL,"6'2""",291 lbs,3,0.8200,Enrolled,Syracuse,Akron,https://247sports.com/player/curtis-harper-72039/college-204538/
2022,Akron,24065,Tim Terry,LB,"6'2""",215 lbs,3,0.8000,Enrolled,Buffalo,Akron,https://247sports.com/player/tim-terry-90788/college-205822/
2022,Akron,24065,Cameron Wiley,RB,"6'2""",210 lbs,3,0.8500,Enrolled,Minnesota,Akron,https://247sports.com/player/cameron-wiley-46041359/college-236977/
2022,Akron,24065,KJ Martin,S,"6'2""",188 lbs,3,0.8600,Enrolled,West Virginia,Akron,https://247sports.com/player/kj-martin-92614/college-228805/
2022,Akron,24065,Brian Kilbane Jr.,OT,"6'4""",275 lbs,2,0.7900,Enrolled,Bowling Green,Akron,https://247sports.com/player/brian-kilbane-jr-46078762/college-257583/
2022,Akron,24065,Cameron Threatt,CB,"5'11""",165 lbs,3,0.8800,Enrolled,Mississippi State,Akron,https://247sports.com/player/cameron-threatt-46056657/college-245986/
2022,Akron,24065,Woobendy Guerrier,CB,"6'0""",190 lbs,3,0.8100,N/A,Akron,N/A,https://247sports.com/player/woobendy-guerrier-46096681/college-279954/
2022,Akron,24065,AJ Watts,CB,"6'1""",208 lbs,3,0.8100,Enrolled,Akron,Louisiana-Monroe,https://247sports.com/player/aj-watts-46076862/college-275579/
2022,Akron,24065,Michael Mathison,WR,"5'10""",175 lbs,2,0.7800,Enrolled,Akron,Western Kentucky,https://247sports.com/player/michael-mathison-46051091/college-274317/
2022,Akron,24065,Konata Mumpfield,WR,"6'0""",175 lbs,3,0.8900,Enrolled,Akron,Pittsburgh,https://247sports.com/player/konata-mumpfield-46099034/college-271190/
