season,team,institution_key,name,position,height,weight,stars,rating,status,from_school,to_school,profile_url
2019,Auburn,24098,Asa Martin,RB,"5'11""",200 lbs,4,0.9000,Enrolled,Auburn,Miami,https://247sports.com/player/asa-martin-86645/college-212448/
2019,Auburn,24098,John Broussard Jr.,CB,"6'0""",170 lbs,3,0.8700,Enrolled,Auburn,Memphis,https://247sports.com/player/john-broussard-jr-30397/college-167492/
2019,Auburn,24098,Jalen Harris,TE,"6'4""",250 lbs,3,0.8600,Enrolled,Auburn,Colorado,https://247sports.com/player/jalen-harris-30699/college-145151/
2019,Auburn,24098,Nate Craig-Myers,WR,"6'2""",205 lbs,4,0.9400,Enrolled,Auburn,Colorado State,https://247sports.com/player/nate-craig-myers-24834/college-179092/
2019,Ball State,24066,Isaac James,CB,"5'11""",195 lbs,3,0.8800,Enrolled,Indiana,Ball State,https://247sports.com/player/isaac-james-31897/college-146221/
2019,Ball State,24066,Ben Stewart,S,"5'10""",190 lbs,3,0.8500,Committed,Boston College,Ball State,https://247sports.com/player/ben-stewart-77088/college-204696/
2019,Ball State,24066,Rashaad Poindexter,LB,"5'10""",210 lbs,0,( N/A ),N/A,Ball State,N/A,https://247sports.com/player/rashaad-poindexter-75725/college-224362/
2019,Ball State,24066,Keidren Davis,TE,"6'4""",240 lbs,2,0.7700,N/A,Ball State,N/A,https://247sports.com/player/keidren-davis-84674/college-186367/
2019,Ball State,24066,Lamar Anderson,S,"5'9""",185 lbs,3,0.8300,Committed,Ball State,Samford,https://247sports.com/player/lamar-anderson-38334/college-186364/
2019,Ball State,24066,Romero Wade,S,"6'0""",205 lbs,3,0.8100,N/A,Ball State,N/A,https://247sports.com/player/romero-wade-56505/college-150927/
2019,Ball State,24066,Sean Hammonds,DL,"6'1""",248 lbs,2,0.7400,Committed,Ball State,Stony Brook,https://247sports.com/player/sean-hammonds-35998/college-150914/
2019,Ball State,24066,Shahid Reece,LB,"6'0""",223 lbs,3,0.8500,Committed,Ball State,Prairie View A&M,https://247sports.com/player/shahid-reece-82060/college-205876/
2019,Ball State,24066,Riley Neal,PRO,"6'5""",220 lbs,3,0.8500,Enrolled,Ball State,Vanderbilt,https://247sports.com/player/riley-neal-34278/college-150919/
2019,Ball State,24066,James Gilbert,RB,"5'10""",190 lbs,3,0.8100,Enrolled,Ball State,Kansas State,https://247sports.com/player/james-gilbert-23889/college-150911/
2019,Ball State,24066,Justin Gibbs,WR,"6'1""",214 lbs,3,0.8300,Enrolled,Ball State,Austin Peay,https://247sports.com/player/justin-gibbs-50137/college-205886/
2019,Ball State,24066,Verenzo Holmes,CB,"6'0""",175 lbs,2,0.7700,Enrolled,Ball State,Northwest Mississippi C.C.,https://247sports.com/player/verenzo-holmes-88914/college-236427/
2019,Baylor,24019,Preston Weeks,QB,"6'5""",230 lbs,2,0.7900,Committed,Baylor,Stephen F. Austin,https://247sports.com/player/preston-weeks-76957/college-223442/
2019,Baylor,24019,Eleasah Anderson,OT,"6'4""",306 lbs,3,0.8300,Enrolled,Baylor,Sam Houston,https://247sports.com/player/eleasah-anderson-89500/college-201569/
2019,Baylor,24019,B.J. Thompson,DL,"6'6""",220 lbs,4,0.9000,Enrolled,Baylor,Stephen F. Austin,https://247sports.com/player/bj-thompson-90196/college-194753/
2019,Baylor,24019,Harrison Hand,CB,"5'11""",183 lbs,3,0.8600,Enrolled,Baylor,Temple,https://247sports.com/player/harrison-hand-83664/college-201327/
2019,Baylor,24019,Tony Nicholson,WR,"5'10""",190 lbs,3,0.8700,Enrolled,Baylor,New Mexico State,https://247sports.com/player/tony-nicholson-38551/college-145629/
2019,Baylor,24019,Micheal Johnson,DL,"6'1""",270 lbs,3,0.8600,Committed,Baylor,Texas Southern,https://247sports.com/player/micheal-johnson-49429/college-178356/
2019,Boise State,24117,Jackson Cravens,DT,"6'3""",285 lbs,3,0.8900,Enrolled,Utah,Boise State,https://247sports.com/player/jackson-cravens-46035409/college-220570/
2019,Boise State,24117,Khafari Buffalo,CB,"6'2""",190 lbs,0,( N/A ),Enrolled,The Citadel,Boise State,https://247sports.com/player/khafari-buffalo-46083655/college-234272/
2019,Boise State,24117,Eric Sachse,K,"5'11""",185 lbs,0,( N/A ),Enrolled,Trinity,Boise State,https://247sports.com/player/eric-sachse-77236/college-230397/
2019,Boise State,24117,Ozziah Williams,CB,"5'11""",180 lbs,2,0.7900,Committed,Western Michigan,Boise State,https://247sports.com/player/ozziah-williams-41800/college-232667/
2019,Boise State,24117,Robert Lewis,CB,"5'10""",168 lbs,2,0.7700,Committed,Boise State,Sacramento State,https://247sports.com/player/robert-lewis-81712/college-183954/
2019,Boise State,24117,Damion Wright,S,"6'0""",202 lbs,3,0.8500,Committed,Boise State,Azusa Pacific,https://247sports.com/player/damion-wright-29907/college-149853/
2019,Boise State,24117,Mujeeb Rufai,S,"6'2""",190 lbs,2,0.7600,Committed,Boise State,Idaho,https://247sports.com/player/mujeeb-rufai-46042798/college-231022/
2019,Boise State,24117,Will Heffner,LB,"6'2""",225 lbs,0,( N/A ),Committed,Boise State,CSU-Pueblo,https://247sports.com/player/will-heffner-46058372/college-224381/
2019,Boise State,24117,Kayode Rufai,DL,"6'4""",255 lbs,3,0.8500,Committed,Boise State,Idaho,https://247sports.com/player/kayode-rufai-84472/college-183937/
2019,Boise State,24117,Tyson Maeva,OLB,"6'0""",219 lbs,3,0.8200,Enrolled,Boise State,FIU,https://247sports.com/player/tyson-maeva-80368/college-183949/
2019,Boise State,24117,Desmond Williams,OLB,"6'0""",190 lbs,3,0.8400,Enrolled,Boise State,Weber State,https://247sports.com/player/desmond-williams-84626/college-229889/
2019,Boise State,24117,Jermani Brown,CB,"5'11""",175 lbs,0,( N/A ),Committed,Boise State,Iowa Western,https://247sports.com/player/jermani-brown-77359/college-204812/
2019,Boston College,24007,Dwayne Scott,OT,"6'2""",285 lbs,2,0.7000,Committed,Rhode Island,Boston College,https://247sports.com/player/dwayne-scott-66397/college-238730/
2019,Boston College,24007,Richard Yeargin III,WDE,"6'4""",249 lbs,4,0.9000,Enrolled,Clemson,Boston College,https://247sports.com/player/richard-yeargin-iii-21452/college-128559/
2019,Boston College,24007,Stephen Ruiz,K,"6'5""",235 lbs,0,( N/A ),Enrolled,New Mexico,Boston College,https://247sports.com/player/stephen-ruiz-46052474/college-223040/
2019,Boston College,24007,Aaron Boumerhi,K,"6'0""",195 lbs,0,( N/A ),Enrolled,Temple,Boston College,https://247sports.com/player/aaron-boumerhi-46036823/college-201228/
2019,Boston College,24007,Danny Dalton,TE,"6'4""",241 lbs,4,0.9200,Enrolled,Penn State,Boston College,https://247sports.com/player/danny-dalton-78381/college-168313/
2019,Boston College,24007,Hayden Mahoney,OG,"6'5""",296 lbs,3,0.8400,Enrolled,Miami,Boston College,https://247sports.com/player/hayden-mahoney-32366/college-230151/
2019,Boston College,24007,Darius Wade,QB,"6'0""",211 lbs,3,0.8400,Committed,Boston College,Bowling Green,https://247sports.com/player/darius-wade-20553/college-62883/
2019,Boston College,24007,Matthew McDonald,QB,"6'2""",195 lbs,0,( N/A ),Committed,Boston College,Bowling Green,https://247sports.com/player/matthew-mcdonald-90128/college-204709/
2019,Boston College,24007,Thomas Shelmire,OG,"6'3""",285 lbs,3,0.8100,Enrolled,Boston College,SMU,https://247sports.com/player/thomas-shelmire-87820/college-222100/
2019,Boston College,24007,Davon Jones,RB,"5'10""",214 lbs,3,0.8600,Committed,Boston College,Bowling Green,https://247sports.com/player/davon-jones-73093/college-204968/
2019,Boston College,24007,Ben Stewart,S,"5'10""",190 lbs,3,0.8500,Committed,Boston College,Ball State,https://247sports.com/player/ben-stewart-77088/college-204696/
2019,Boston College,24007,John Langan,PRO,"6'3""",220 lbs,3,0.8300,Committed,Boston College,Rutgers,https://247sports.com/player/john-langan-84677/college-222107/
